frequency, S11, S12, S21, S22
1000000000.0000000000, 0.0020159772, 0.9987044930, 0.9987040758, 0.0020160060
1010000000.0000000000, 0.0022242574, 0.9987027049, 0.9987027049, 0.0022244374
1020000000.0000000000, 0.0024431450, 0.9987009764, 0.9987009168, 0.0024433173
1030000000.0000000000, 0.0026732085, 0.9986990690, 0.9986990690, 0.0026733365
1040000000.0000000000, 0.0029145984, 0.9986972809, 0.9986972213, 0.0029144001
1050000000.0000000000, 0.0031671359, 0.9986947179, 0.9986948967, 0.0031671552
1060000000.0000000000, 0.0034317411, 0.9986925721, 0.9986924529, 0.0034317225
1070000000.0000000000, 0.0037086324, 0.9986901879, 0.9986901283, 0.0037085442
1080000000.0000000000, 0.0039981417, 0.9986874461, 0.9986874461, 0.0039978847
1090000000.0000000000, 0.0043003503, 0.9986845255, 0.9986847043, 0.0043003689
1100000000.0000000000, 0.0046159485, 0.9986819029, 0.9986819029, 0.0046161413
1110000000.0000000000, 0.0049455776, 0.9986787438, 0.9986786246, 0.0049452954
1120000000.0000000000, 0.0052891220, 0.9986752868, 0.9986753464, 0.0052893185
1130000000.0000000000, 0.0056475694, 0.9986718297, 0.9986717105, 0.0056477687
1140000000.0000000000, 0.0060213879, 0.9986677170, 0.9986680150, 0.0060211909
1150000000.0000000000, 0.0064103804, 0.9986637831, 0.9986639023, 0.0064104199
1160000000.0000000000, 0.0068156854, 0.9986591339, 0.9986592531, 0.0068157138
1170000000.0000000000, 0.0072377110, 0.9986541867, 0.9986541867, 0.0072376356
1180000000.0000000000, 0.0076767099, 0.9986488819, 0.9986491203, 0.0076769530
1190000000.0000000000, 0.0081337662, 0.9986433387, 0.9986435771, 0.0081336442
1200000000.0000000000, 0.0086086700, 0.9986373782, 0.9986376762, 0.0086086355
1210000000.0000000000, 0.0091028539, 0.9986309409, 0.9986310601, 0.0091029322
1220000000.0000000000, 0.0096163535, 0.9986244440, 0.9986244440, 0.0096165324
1230000000.0000000000, 0.0101500070, 0.9986172318, 0.9986171722, 0.0101501374
1240000000.0000000000, 0.0107046477, 0.9986085296, 0.9986084104, 0.0107045118
1250000000.0000000000, 0.0112799397, 0.9986000657, 0.9986003041, 0.0112800654
1260000000.0000000000, 0.0118778655, 0.9985910058, 0.9985906482, 0.0118780723
1270000000.0000000000, 0.0124986917, 0.9985811710, 0.9985810518, 0.0124987653
1280000000.0000000000, 0.0131429965, 0.9985705614, 0.9985703230, 0.0131427199
1290000000.0000000000, 0.0138111105, 0.9985587001, 0.9985585809, 0.0138111571
1300000000.0000000000, 0.0145045798, 0.9985461831, 0.9985466003, 0.0145044113
1310000000.0000000000, 0.0152234817, 0.9985332489, 0.9985330105, 0.0152235031
1320000000.0000000000, 0.0159690939, 0.9985187054, 0.9985190630, 0.0159692336
1330000000.0000000000, 0.0167421661, 0.9985031486, 0.9985029101, 0.0167422052
1340000000.0000000000, 0.0175432730, 0.9984869957, 0.9984868169, 0.0175434295
1350000000.0000000000, 0.0183739085, 0.9984691143, 0.9984692335, 0.0183739737
1360000000.0000000000, 0.0192341786, 0.9984496832, 0.9984498024, 0.0192341991
1370000000.0000000000, 0.0201253481, 0.9984291792, 0.9984291196, 0.0201255288
1380000000.0000000000, 0.0210487172, 0.9984071851, 0.9984071851, 0.0210486036
1390000000.0000000000, 0.0220046081, 0.9983833432, 0.9983833432, 0.0220048372
1400000000.0000000000, 0.0229945760, 0.9983580709, 0.9983577132, 0.0229945853
1410000000.0000000000, 0.0240195710, 0.9983302355, 0.9983302951, 0.0240195487
1420000000.0000000000, 0.0250799265, 0.9983008504, 0.9983009696, 0.0250800736
1430000000.0000000000, 0.0261777658, 0.9982687235, 0.9982687831, 0.0261779204
1440000000.0000000000, 0.0273138955, 0.9982345700, 0.9982348084, 0.0273140594
1450000000.0000000000, 0.0284889601, 0.9981981516, 0.9981981516, 0.0284890123
1460000000.0000000000, 0.0297051258, 0.9981591702, 0.9981589913, 0.0297049731
1470000000.0000000000, 0.0309626032, 0.9981169105, 0.9981170893, 0.0309624411
1480000000.0000000000, 0.0322627164, 0.9980716705, 0.9980716109, 0.0322628841
1490000000.0000000000, 0.0336076058, 0.9980229139, 0.9980231524, 0.0336075053
1500000000.0000000000, 0.0349977724, 0.9979710579, 0.9979712963, 0.0349980593
1510000000.0000000000, 0.0364349224, 0.9979156256, 0.9979153275, 0.0364348777
1520000000.0000000000, 0.0379207321, 0.9978557229, 0.9978556633, 0.0379207283
1530000000.0000000000, 0.0394557379, 0.9977914691, 0.9977915287, 0.0394557677
1540000000.0000000000, 0.0410423018, 0.9977227449, 0.9977226853, 0.0410422385
1550000000.0000000000, 0.0426814072, 0.9976490736, 0.9976490140, 0.0426812693
1560000000.0000000000, 0.0443748198, 0.9975705147, 0.9975701571, 0.0443747826
1570000000.0000000000, 0.0461243205, 0.9974860549, 0.9974864125, 0.0461241789
1580000000.0000000000, 0.0479309484, 0.9973959923, 0.9973957539, 0.0479310453
1590000000.0000000000, 0.0497970693, 0.9972991347, 0.9972990155, 0.0497970097
