frequency, S11, S12, S21, S22
1000000000,151.9252735,-132.9900414,-132.9900414,151.9300431
1001000000,151.6552521,-133.1291951,-133.1291854,151.6573309
1002000000,151.3756527,-133.2683683,-133.2683683,151.3755264
1003000000,151.0986178,-133.4075706,-133.4075706,151.1047376
1004000000,150.8247788,-133.5467826,-133.5467826,150.8297815
1005000000,150.5607316,-133.6860043,-133.6860043,150.5624218
1006000000,150.2903605,-133.8252649,-133.8252649,150.2924976
1007000000,150.0238848,-133.9645254,-133.9645449,150.0281201
1008000000,149.7662391,-134.1038249,-134.1038249,149.7573313
1009000000,149.492847,-134.2431437,-134.2431437,149.4991514
1010000000,149.2392229,-134.382482,-134.382482,149.2381835
1011000000,148.9745249,-134.52183,-134.52183,148.9772837
1012000000,148.7246505,-134.6612266,-134.6612266,148.727351
1013000000,148.4605255,-134.8006135,-134.8006135,148.4625072
1014000000,148.2067558,-134.9400489,-134.9400489,148.2099323
1015000000,147.9606698,-135.0794649,-135.0794649,147.9591544
1016000000,147.7041704,-135.2189489,-135.2189392,147.7061909
1017000000,147.4553645,-135.3584329,-135.3584232,147.4549565
1018000000,147.2124356,-135.497946,-135.4979363,147.210794
1019000000,146.9563831,-135.6374495,-135.6374495,146.9585299
1020000000,146.714513,-135.7770014,-135.7770014,146.710268
1021000000,146.4605781,-135.9165729,-135.9165534,146.4643083
1022000000,146.2252651,-136.056154,-136.056154,146.2261393
1023000000,145.9787808,-136.1957643,-136.1957643,145.985435
1024000000,145.7412627,-136.3354134,-136.3354134,145.7433512
1025000000,145.5052113,-136.4750334,-136.4750529,145.5048714
1026000000,145.2655172,-136.6147214,-136.6147214,145.2642738
1027000000,145.027426,-136.7544191,-136.7544191,145.0245603
1028000000,144.792754,-136.894146,-136.8941363,144.7936283
1029000000,144.561006,-137.0338825,-137.0338825,144.5582181
1030000000,144.3254501,-137.1736385,-137.1736288,144.3243718
1031000000,144.0945472,-137.3134139,-137.3134139,144.0909044
1032000000,143.8634986,-137.4532088,-137.4532088,143.8584667
1033000000,143.6286906,-137.5930425,-137.5930425,143.6302837
1034000000,143.4047139,-137.7328956,-137.7328956,143.4029265
1035000000,143.1763949,-137.8727682,-137.8727682,143.1762006
1036000000,142.94556,-138.0126505,-138.0126505,142.946104
1037000000,142.7171731,-138.1525425,-138.1525425,142.7199221
1038000000,142.4947894,-138.2924927,-138.2924927,142.4941483
1039000000,142.2709972,-138.4324333,-138.4324333,142.271716
1040000000,142.0479529,-138.5724127,-138.5724127,142.0472438
1041000000,141.8280464,-138.7124115,-138.712431,141.8273761
1042000000,141.6062649,-138.8524298,-138.8524298,141.604361
1043000000,141.383687,-138.9924772,-138.9924675,141.3867566
1044000000,141.1675203,-139.1325344,-139.1325246,141.1670055
1045000000,140.9490125,-139.2726109,-139.2726206,140.9482743
1046000000,140.7255603,-139.412736,-139.412736,140.7265997
1047000000,140.5143672,-139.5528709,-139.5528514,140.5103262
1048000000,140.2962966,-139.692996,-139.6930057,140.2952863
1049000000,140.0789157,-139.8331794,-139.8331794,140.082879
1050000000,139.8658575,-139.9733725,-139.973392,139.8637787
1051000000,139.6520513,-140.1135948,-140.1135948,139.6534501
1052000000,139.4436073,-140.2538268,-140.2538268,139.4415188
1053000000,139.2286548,-140.3940879,-140.3940879,139.2302674
1054000000,139.0226005,-140.5343685,-140.5343782,139.0188314
1055000000,138.8123011,-140.6746879,-140.6746879,138.8091052
1056000000,138.5969795,-140.8150073,-140.815017,138.5960858
1057000000,138.3886035,-140.9553655,-140.9553655,138.3890406
1058000000,138.177595,-141.0957238,-141.0957432,138.180752
1059000000,137.9699281,-141.2361403,-141.2361403,137.9715115
1060000000,137.7661274,-141.3765569,-141.3765569,137.766108
1061000000,137.5545846,-141.5170026,-141.5170026,137.5585576
1062000000,137.3540964,-141.657458,-141.6574677,137.3536884
1063000000,137.1494991,-141.7979328,-141.7979522,137.1495671
1064000000,136.9439305,-141.9384465,-141.9384659,136.9446784
1065000000,136.7429663,-142.0789699,-142.0789699,136.7397995
1066000000,136.5380387,-142.2195419,-142.2195419,136.5371742
1067000000,136.3305467,-142.3601138,-142.3601138,136.3339757
1068000000,136.1363532,-142.5007052,-142.5007247,136.1329824
1069000000,135.9318045,-142.6413258,-142.6413258,135.9311731
1070000000,135.7316271,-142.7819657,-142.7819755,135.7300535
1071000000,135.5322949,-142.9226543,-142.9226543,135.5310612
1072000000,135.3312141,-143.0633428,-143.0633428,135.3300776
1073000000,135.1348932,-143.2040411,-143.2040508,135.1327561
1074000000,134.9378147,-143.3447976,-143.3447976,134.9322874
1075000064,134.7383658,-143.4855542,-143.4855542,134.7386378
1076000000,134.5397719,-143.6263204,-143.6263204,134.5388102
1076999936,134.3409739,-143.7671352,-143.7671352,134.3404882
1077999872,134.1473438,-143.9079306,-143.9079501,134.1451387
1078999808,133.949255,-144.0487843,-144.0487746,133.9500807
1079999744,133.75613,-144.1896477,-144.1896477,133.7553529
1080999680,133.5598091,-144.3305402,-144.3305305,133.5606445
1081999616,133.3683453,-144.4714522,-144.4714522,133.3676556
1082999552,133.1744723,-144.612403,-144.612403,133.1732386
1083999488,132.9793268,-144.7533441,-144.7533636,132.9806188
1084999424,132.7848322,-144.8943241,-144.8943338,132.7895338
1085999360,132.595554,-145.0353235,-145.0353235,132.5937374
1086999296,132.4024387,-145.1763811,-145.1763811,132.4030798
1087999232,132.2083812,-145.3174291,-145.3174291,132.212296
1088999168,132.0208807,-145.4584965,-145.4584771,132.0195401
1089999104,131.8307962,-145.5996027,-145.599593,131.8311848
1090999040,131.6405466,-145.7407187,-145.7407187,131.6393129
1091998976,131.4510741,-145.8818541,-145.8818735,131.4521912
1092998912,131.2605137,-146.0230283,-146.0230283,131.2591731
1093998848,131.0717989,-146.1642317,-146.1642317,131.072848
1094998784,130.8835504,-146.3054545,-146.3054351,130.8841818
1095998720,130.698828,-146.4466871,-146.4466773,130.6939225
1096998656,130.5085784,-146.5879584,-146.5879584,130.508219
1097998592,130.3225933,-146.7292492,-146.7292492,130.3199705
1098998528,130.1343934,-146.8705692,-146.8705692,130.1330528
1099998464,129.9484374,-147.0118989,-147.0118892,129.9479808
1100998400,129.760286,-147.1532577,-147.1532577,129.7603151
1101998336,129.5765059,-147.2946456,-147.2946456,129.5751945
1102998272,129.3893454,-147.4360433,-147.436053,129.3888208
1103998208,129.2041762,-147.5774798,-147.5774798,129.2056236
1104998144,129.0214259,-147.7189455,-147.7189455,129.0215327
1105998080,128.8391126,-147.8604306,-147.8604306,128.837063
1106998016,128.6514178,-148.0019254,-148.0019254,128.6521367
1107997952,128.4680263,-148.1434688,-148.143459,128.4675795
1108997888,128.2885496,-148.2850218,-148.2850024,128.28582
1109997824,128.1043324,-148.4265944,-148.4265944,128.1029433
1110997760,127.9181724,-148.568196,-148.568196,127.9205524
1111997696,127.7358495,-148.7098268,-148.7098268,127.7369277
1112997632,127.5573442,-148.8514576,-148.8514771,127.5548865
1113997568,127.3735058,-148.9931467,-148.9931467,127.373331
1114997504,127.1951462,-149.1348552,-149.1348552,127.1956611
1115997440,127.0126776,-149.2765832,-149.2765735,127.0102782
1116997376,126.8324626,-149.4183208,-149.4183111,126.83153
1117997312,126.6504796,-149.5600876,-149.5601071,126.6495859
1118997248,126.4709543,-149.7019127,-149.7019127,126.4716731
1119997184,126.291565,-149.8437184,-149.8437184,126.2914387
1120997120,126.1115443,-149.9855629,-149.9855726,126.1103495
1121997056,125.9334664,-150.1274365,-150.1274462,125.9315139
1122996992,125.7508132,-150.2693393,-150.2693393,125.752212
1123996928,125.5732987,-150.4112713,-150.4112713,125.5741341
1124996864,125.3951139,-150.5532032,-150.5532032,125.395619
1125996800,125.2165309,-150.6951837,-150.6951837,125.2152583
1126996736,125.0416975,-150.8371836,-150.8371836,125.0401821
1127996672,124.8588597,-150.979203,-150.979203,124.8607733
1128996608,124.6837543,-151.1212321,-151.1212418,124.6836183
1129996544,124.5071529,-151.2633195,-151.2633195,124.5070266
1130996480,124.3313966,-151.4054068,-151.4054068,124.3302795
1131996416,124.1561358,-151.5475427,-151.5475427,124.153989
1132996352,123.9776985,-151.6896787,-151.6896787,123.9769894
1133996288,123.8023114,-151.8318535,-151.8318535,123.8013691
1134996224,123.6250009,-151.9740574,-151.9740768,123.6262054
1135996160,123.4487686,-152.1163002,-152.1162905,123.4503812
1136996096,123.2742849,-152.2585333,-152.2585333,123.275062
1137996032,123.0992281,-152.4008052,-152.4008052,123.0994029
1138995968,122.9244335,-152.5430966,-152.5430966,122.924317
1139995904,122.7476087,-152.6854365,-152.6854462,122.7484733
1140995840,122.5741644,-152.8277958,-152.8277958,122.5749804
1141995776,122.399399,-152.9701552,-152.9701552,122.3988842
1142995712,122.2267804,-153.1125534,-153.1125437,122.2265764
1143995648,122.0519567,-153.2550099,-153.2550099,122.050927
1144995584,121.8771039,-153.397447,-153.397447,121.8784832
1145995520,121.7050195,-153.5399035,-153.5399035,121.7048349
1146995456,121.5311672,-153.682428,-153.682428,121.5317986
1147995392,121.3586652,-153.8249719,-153.8249622,121.3590635
1148995328,121.1879408,-153.9675158,-153.9675158,121.1859397
1149995264,121.0146325,-154.1101083,-154.1101083,121.0135057
1150995200,120.8406053,-154.2527008,-154.2526911,120.8393814
1151995136,120.6691816,-154.3953321,-154.3953321,120.6691136
1152995072,120.4974858,-154.5380023,-154.5380023,120.4976218
1153995008,120.3233324,-154.6806823,-154.6806726,120.3240998
1154994944,120.1526857,-154.8233913,-154.8233913,120.1527634
1155994880,119.9829716,-154.9661295,-154.966149,119.9809219
1156994816,119.809197,-155.1088872,-155.1088969,119.810217
1157994752,119.6403669,-155.2516739,-155.2516739,119.6398229
1158994688,119.4688168,-155.3945093,-155.3944899,119.4695939
1159994624,119.2984518,-155.5373446,-155.5373543,119.2980827
1160994560,119.1263092,-155.6802188,-155.6801994,119.1268726
1161994496,118.956906,-155.8231125,-155.8231125,118.9568671
1162994432,118.7869101,-155.9660352,-155.9660352,118.7868616
1163994368,118.6160886,-156.108958,-156.1089774,118.6154572
1164994304,118.4464522,-156.2519585,-156.2519585,118.4457917
1165994240,118.2752421,-156.3949493,-156.3949687,118.2764175
1166994176,118.1052658,-156.5379789,-156.5379886,118.1067132
1167994112,117.9369602,-156.6810279,-156.6810279,117.9359791
1168994048,117.7699369,-156.8241353,-156.8241353,117.7692374
1169993984,117.5988628,-156.9672232,-156.9672232,117.5986879
1170993920,117.4291875,-157.1103791,-157.1103791,117.431548
1171993856,117.2622905,-157.2535253,-157.253535,117.2619602
1172993792,117.0916244,-157.3967103,-157.3967103,117.0921878
1173993728,116.9230177,-157.5399342,-157.5399342,116.9255531
1174993664,116.7562275,-157.6831679,-157.6831679,116.7557418
1175993600,116.5875042,-157.8264209,-157.8264209,116.5868631
1176993536,116.4212872,-157.9697322,-157.9697322,116.4203741
1177993472,116.2522142,-158.113063,-158.113063,116.2526222
1178993408,116.0855697,-158.2563938,-158.2563938,116.0846663
1179993344,115.9184298,-158.3997925,-158.3997925,115.9174778
1180993280,115.7505711,-158.543201,-158.5431816,115.7505322
