Freq(Hz),S22(dB)_milled,S22(dB)_HFSS,S22(dB)_z0lver
1193000000,-16.884962,-18.5152859,-24.20210621
1194000000,-16.852293,-18.52130495,-24.21862205
1195000000,-16.854717,-18.52729784,-24.23513746
1196000000,-16.887287,-18.5332645,-24.25166082
1197000000,-16.905886,-18.53920484,-24.26820647
1198000000,-16.895309,-18.54511877,-24.28473982
1199000000,-16.911402,-18.55100621,-24.30130394
1200000000,-16.916752,-18.55686708,-24.31786502
1201000000,-16.893776,-18.56270129,-24.33444933
1202000000,-16.877159,-18.56850876,-24.35102971
1203000000,-16.898357,-18.5742894,-24.36762741
1204000000,-16.940489,-18.58004313,-24.38423136
1205000000,-16.954084,-18.58576988,-24.40084925
1206000000,-16.964466,-18.59146955,-24.4174751
1207000000,-16.983601,-18.59714206,-24.43411149
1208000000,-16.934425,-18.60278734,-24.45076701
1209000000,-16.957024,-18.60840531,-24.46741848
1210000000,-16.960701,-18.61399588,-24.48408738
1211000000,-16.953642,-18.61955897,-24.50076597
1212000000,-16.953552,-18.62509451,-24.51744821
1213000000,-16.948086,-18.63060241,-24.53415053
1214000000,-16.916328,-18.6360826,-24.55086083
1215000000,-16.955999,-18.64153499,-24.56757477
1216000000,-16.96368,-18.64695952,-24.58430536
1217000000,-17.017424,-18.6523561,-24.60103696
1218000000,-16.951401,-18.65772466,-24.61779573
1219000000,-16.976898,-18.66306511,-24.63455112
1220000000,-16.955788,-18.6683774,-24.65132588
1221000000,-16.993214,-18.67366143,-24.66810159
1222000000,-17.007582,-18.67891713,-24.68489055
1223000000,-17.016352,-18.68414443,-24.70169365
1224000000,-16.970993,-18.68934327,-24.71850296
1225000000,-16.995564,-18.69451355,-24.73533528
1226000000,-17.018814,-18.69965521,-24.7521641
1227000000,-16.999544,-18.70476818,-24.76900177
1228000000,-17.032749,-18.70985239,-24.78585363
1229000000,-17.049387,-18.71490776,-24.80272592
1230000000,-17.020887,-18.71993422,-24.8195991
1231000000,-16.999935,-18.72493171,-24.83648472
1232000000,-17.049078,-18.72990015,-24.85337923
1233000000,-17.028145,-18.73483948,-24.87028799
1234000000,-17.031414,-18.73974962,-24.88720833
1235000000,-17.029484,-18.74463051,-24.90412949
1236000000,-17.065334,-18.74948208,-24.92107212
1237000000,-17.054722,-18.75430426,-24.93802006
1238000000,-17.042059,-18.759097,-24.95497598
1239000000,-17.069387,-18.76386021,-24.97194984
1240000000,-17.05957,-18.76859384,-24.98893624
1241000000,-17.070034,-18.77329783,-25.0059243
1242000000,-17.043667,-18.7779721,-25.02293216
1243000000,-17.071888,-18.7826166,-25.0399444
1244000000,-17.043615,-18.78723126,-25.0569692
1245000000,-17.066084,-18.79181602,-25.07400383
1246000000,-17.051914,-18.79637082,-25.09104463
1247000000,-17.103916,-18.80089559,-25.10811176
1248000000,-17.048777,-18.80539029,-25.12517774
1249000000,-17.075981,-18.80985484,-25.14225909
1250000000,-17.112217,-18.8142892,-25.15935122
1251000000,-17.064137,-18.81869329,-25.17645044
1252000000,-17.06212,-18.82306707,-25.19355952
1253000000,-17.068756,-18.82741048,-25.21068401
1254000000,-17.082945,-18.83172345,-25.22782488
1255000000,-17.106583,-18.83600594,-25.24497285
1256000000,-17.125631,-18.84025789,-25.26212979
1257000000,-17.080997,-18.84447925,-25.2792938
1258000000,-17.082798,-18.84866996,-25.29647331
1259000000,-17.077068,-18.85282996,-25.3136599
1260000000,-17.113817,-18.85695922,-25.33086763
1261000000,-17.111908,-18.86105767,-25.34807871
1262000000,-17.102201,-18.86512526,-25.36531006
1263000000,-17.13448,-18.86916195,-25.38254473
1264000000,-17.112467,-18.87316768,-25.39978838
1265000000,-17.097136,-18.87714241,-25.41704478
1266000000,-17.177635,-18.88108608,-25.4343168
1267000000,-17.144402,-18.88499866,-25.45160065
1268000000,-17.110147,-18.88888009,-25.4688897
1269000000,-17.154905,-18.89273033,-25.48619058
1270000000,-17.155996,-18.89654934,-25.50350904
1271000000,-17.15976,-18.90033706,-25.52083938
1272000000,-17.145035,-18.90409345,-25.53816723
1273000000,-17.121834,-18.90781848,-25.55553092
1274000000,-17.132746,-18.91151211,-25.57288348
1275000000,-17.168726,-18.91517427,-25.59025754
1276000000,-17.137909,-18.91880495,-25.60764834
1277000000,-17.185621,-18.9224041,-25.62504334
1278000000,-17.141933,-18.92597168,-25.64244833
1279000000,-17.196157,-18.92950764,-25.65987397
1280000000,-17.178719,-18.93301196,-25.67729797
1281000000,-17.176702,-18.9364846,-25.69474266
1282000000,-17.205627,-18.93992552,-25.71220322
1283000000,-17.187868,-18.94333468,-25.72966014
1284000000,-17.162014,-18.94671206,-25.74715247
1285000000,-17.129683,-18.95005761,-25.76463431
1286000000,-17.208778,-18.95337131,-25.78213695
1287000000,-17.198496,-18.95665312,-25.79965258
1288000000,-17.184446,-18.95990301,-25.81717333
1289000000,-17.193722,-18.96312096,-25.83471201
1290000000,-17.162292,-18.96630692,-25.8522647
1291000000,-17.183331,-18.96946088,-25.8698235
1292000000,-17.194304,-18.9725828,-25.88740029
1293000000,-17.19841,-18.97567266,-25.90499114
1294000000,-17.181349,-18.97873044,-25.92259208
1295000000,-17.207287,-18.98175609,-25.94019016
1296000000,-17.236837,-18.98474961,-25.95781426
1297000000,-17.210934,-18.98771097,-25.97544846
1298000000,-17.196064,-18.99064014,-25.99309578
1299000000,-17.235144,-18.9935371,-26.01074918
1300000000,-17.265724,-18.99640183,-26.02842877
1301000000,-17.253241,-18.99923432,-26.04610038
1302000000,-17.229612,-19.00203453,-26.06379418
1303000000,-17.257624,-19.00480245,-26.08150721
1304000000,-17.205572,-19.00753807,-26.09922532
1305000000,-17.230831,-19.01024137,-26.11695662
1306000000,-17.240238,-19.01291232,-26.13470721
1307000000,-17.227289,-19.01555092,-26.15246493
1308000000,-17.212801,-19.01815715,-26.17023178
1309000000,-17.232519,-19.02073099,-26.18800572
1310000000,-17.220802,-19.02327244,-26.20580108
1311000000,-17.214151,-19.02578148,-26.22361071
1312000000,-17.240105,-19.0282581,-26.24143055
1313000000,-17.243004,-19.03070229,-26.2592513
1314000000,-17.240776,-19.03311404,-26.27710491
1315000000,-17.250668,-19.03549334,-26.29495222
1316000000,-17.221838,-19.03784018,-26.31282626
1317000000,-17.24263,-19.04015457,-26.33070847
1318000000,-17.266361,-19.04243648,-26.34859881
1319000000,-17.295053,-19.04468592,-26.36650874
1320000000,-17.246181,-19.04690288,-26.38443099
1321000000,-17.267389,-19.04908736,-26.4023614
1322000000,-17.267216,-19.05123936,-26.42030623
1323000000,-17.273251,-19.05335887,-26.43826341
1324000000,-17.281612,-19.05544589,-26.45623399
1325000000,-17.253349,-19.05750043,-26.47421063
1326000000,-17.258024,-19.05952248,-26.49221438
1327000000,-17.281473,-19.06151205,-26.51022737
1328000000,-17.276199,-19.06346914,-26.52823692
1329000000,-17.274588,-19.06539375,-26.54627683
1330000000,-17.307156,-19.06728589,-26.56432706
1331000000,-17.265673,-19.06914556,-26.58239292
1332000000,-17.297373,-19.07097277,-26.60046058
1333000000,-17.308424,-19.07276753,-26.61854494
1334000000,-17.302309,-19.07452985,-26.63665138
1335000000,-17.308834,-19.07625972,-26.65476495
1336000000,-17.273825,-19.07795717,-26.6728792
1337000000,-17.252312,-19.07962221,-26.69102633
1338000000,-17.281235,-19.08125484,-26.70917414
1339000000,-17.277555,-19.08285507,-26.72733445
1340000000,-17.305063,-19.08442293,-26.74551807
1341000000,-17.282129,-19.08595843,-26.76371425
1342000000,-17.31213,-19.08746157,-26.78191973
1343000000,-17.287859,-19.08893239,-26.80013559
1344000000,-17.331224,-19.09037088,-26.81836184
1345000000,-17.282198,-19.09177708,-26.83661373
1346000000,-17.307007,-19.093151,-26.85487932
1347000000,-17.26967,-19.09449265,-26.87314551
1348000000,-17.290823,-19.09580207,-26.89142428
1349000000,-17.284506,-19.09707927,-26.90972773
1350000000,-17.293575,-19.09832427,-26.92804053
1351000000,-17.299873,-19.0995371,-26.94636598
1352000000,-17.320126,-19.10071777,-26.96471072
1353000000,-17.329832,-19.10186633,-26.98306592
1354000000,-17.304878,-19.10298278,-27.00142161
1355000000,-17.325764,-19.10406716,-27.01981106
1356000000,-17.307734,-19.10511949,-27.03820434
1357000000,-17.310215,-19.10613981,-27.05660253
1358000000,-17.320541,-19.10712813,-27.07503128
1359000000,-17.300215,-19.1080845,-27.09346496
1360000000,-17.324394,-19.10900894,-27.11191698
1361000000,-17.334641,-19.10990149,-27.13038627
1362000000,-17.284969,-19.11076217,-27.1488481
1363000000,-17.310818,-19.11159102,-27.16734407
1364000000,-17.308849,-19.11238807,-27.18585286
1365000000,-17.302128,-19.11315336,-27.20437221
1366000000,-17.323357,-19.11388693,-27.22290551
1367000000,-17.3244,-19.11458881,-27.24144143
1368000000,-17.338512,-19.11525904,-27.26000949
1369000000,-17.267786,-19.11589765,-27.27857562
1370000000,-17.3286,-19.11650469,-27.29716828
1371000000,-17.308254,-19.1170802,-27.31577613
1372000000,-17.310043,-19.11762422,-27.3343923
1373000000,-17.304314,-19.11813679,-27.35302367
1374000000,-17.29727,-19.11861794,-27.37166105
1375000000,-17.329025,-19.11906774,-27.39032862
1376000000,-17.300446,-19.11948621,-27.40900454
1377000000,-17.314384,-19.11987341,-27.42768763
1378000000,-17.320141,-19.12022938,-27.44639874
1379000000,-17.310951,-19.12055417,-27.46510428
1380000000,-17.27919,-19.12084782,-27.48383789
1381000000,-17.32732,-19.12111038,-27.50257985
1382000000,-17.311945,-19.12134191,-27.52134999
1383000000,-17.328295,-19.12154245,-27.54012149
1384000000,-17.331858,-19.12171205,-27.5589072
1385000000,-17.314535,-19.12185077,-27.5777083
1386000000,-17.310341,-19.12195865,-27.59652833
1387000000,-17.33943,-19.12203576,-27.61536499
1388000000,-17.325054,-19.12208213,-27.63421003
1389000000,-17.346712,-19.12209784,-27.65306817
1390000000,-17.324085,-19.12208293,-27.67195837
1391000000,-17.315519,-19.12203746,-27.69083919
1392000000,-17.318226,-19.12196149,-27.70974978
1393000000,-17.289566,-19.12185507,-27.72866638
1394000000,-17.309004,-19.12171826,-27.74760808
1395000000,-17.320536,-19.12155113,-27.76655341
1396000000,-17.367615,-19.12135373,-27.78551551
1397000000,-17.312912,-19.12112612,-27.80450283
1398000000,-17.293102,-19.12086837,-27.82348954
1399000000,-17.320147,-19.12058054,-27.84250816
1400000000,-17.304241,-19.12026268,-27.86153462
1401000000,-17.286634,-19.11991487,-27.88057132
1402000000,-17.301712,-19.11953717,-27.89961643
1403000000,-17.319353,-19.11912964,-27.91869058
1404000000,-17.332739,-19.11869235,-27.93778658
1405000000,-17.309122,-19.11822537,-27.95688679
1406000000,-17.317772,-19.11772876,-27.97600154
1407000000,-17.330168,-19.11720259,-27.9951327
1408000000,-17.299681,-19.11664693,-28.01426862
1409000000,-17.293564,-19.11606186,-28.03343939
1410000000,-17.324053,-19.11544743,-28.05262051
1411000000,-17.290155,-19.11480372,-28.0718101
1412000000,-17.292292,-19.1141308,-28.09102298
1413000000,-17.292633,-19.11342875,-28.1102394
1414000000,-17.299868,-19.11269764,-28.12948227
1415000000,-17.323669,-19.11193753,-28.14873302
1416000000,-17.316578,-19.11114851,-28.16799846
1417000000,-17.273005,-19.11033066,-28.18729548
1418000000,-17.324842,-19.10948403,-28.20658916
1419000000,-17.296204,-19.10860872,-28.22590509
1420000000,-17.315102,-19.1077048,-28.24523393
1421000000,-17.308075,-19.10677234,-28.26459013
1422000000,-17.307529,-19.10581142,-28.28395361
1423000000,-17.291658,-19.10482213,-28.3033313
1424000000,-17.326046,-19.10380454,-28.322727
1425000000,-17.306347,-19.10275873,-28.34213694
1426000000,-17.329777,-19.10168479,-28.36156747
1427000000,-17.301294,-19.10058278,-28.3810091
1428000000,-17.278692,-19.09945281,-28.40047139
1429000000,-17.28264,-19.09829494,-28.41994352
1430000000,-17.292406,-19.09710926,-28.43943379
1431000000,-17.292608,-19.09589586,-28.45894481
1432000000,-17.247503,-19.09465481,-28.47845863
1433000000,-17.299837,-19.09338621,-28.49800609
1434000000,-17.288656,-19.09209014,-28.517557
1435000000,-17.293631,-19.09076668,-28.53713069
1436000000,-17.294113,-19.08941592,-28.55672464
1437000000,-17.270948,-19.08803795,-28.57631227
1438000000,-17.291842,-19.08663286,-28.5959312
1439000000,-17.331823,-19.08520073,-28.61558609
1440000000,-17.298391,-19.08374165,-28.63523333
1441000000,-17.301188,-19.08225571,-28.65489244
1442000000,-17.306704,-19.080743,-28.6745811
1443000000,-17.287987,-19.07920362,-28.69428627
1444000000,-17.257914,-19.07763764,-28.714006
1445000000,-17.289766,-19.07604517,-28.73374426
1446000000,-17.265882,-19.0744263,-28.75349513
1447000000,-17.264153,-19.07278111,-28.77325796
1448000000,-17.236597,-19.0711097,-28.79303803
1449000000,-17.260052,-19.06941216,-28.81283671
1450000000,-17.289677,-19.06768859,-28.83267067
1451000000,-17.273722,-19.06593908,-28.85251269
1452000000,-17.26767,-19.06416373,-28.87235472
1453000000,-17.292995,-19.06236263,-28.89222079
1454000000,-17.265535,-19.06053587,-28.91210024
1455000000,-17.256153,-19.05868356,-28.93200113
1456000000,-17.305716,-19.05680578,-28.95193092
1457000000,-17.254486,-19.05490264,-28.97187147
1458000000,-17.268282,-19.05297424,-28.99182752
1459000000,-17.274454,-19.05102066,-29.01179568
1460000000,-17.27355,-19.04904201,-29.03177798
1461000000,-17.282019,-19.04703839,-29.051786
1462000000,-17.28686,-19.0450099,-29.07180618
1463000000,-17.269445,-19.04295663,-29.09184397
1464000000,-17.274298,-19.04087869,-29.11190966
1465000000,-17.254997,-19.03877617,-29.13197728
1466000000,-17.251879,-19.03664919,-29.15207288
1467000000,-17.262169,-19.03449782,-29.17216762
1468000000,-17.238913,-19.03232219,-29.19229798
1469000000,-17.225554,-19.03012239,-29.21245028
1470000000,-17.224133,-19.02789852,-29.23260031
1471000000,-17.279491,-19.02565068,-29.25278338
1472000000,-17.274143,-19.02337899,-29.27298223
1473000000,-17.269825,-19.02108353,-29.2931857
1474000000,-17.234509,-19.01876442,-29.31342448
1475000000,-17.246208,-19.01642176,-29.33367211
1476000000,-17.236048,-19.01405565,-29.35394258
1477000000,-17.20401,-19.0116662,-29.37422611
1478000000,-17.264866,-19.00925351,-29.39452973
1479000000,-17.238728,-19.00681769,-29.41485138
1480000000,-17.220201,-19.00435884,-29.435184
1481000000,-17.199272,-19.00187706,-29.45554458
1482000000,-17.234613,-18.99937248,-29.47591048
1483000000,-17.232975,-18.99684518,-29.49630728
1484000000,-17.205479,-18.99429528,-29.51671012
1485000000,-17.229771,-18.99172288,-29.5371461
1486000000,-17.210781,-18.9891281,-29.55759386
1487000000,-17.207417,-18.98651103,-29.57804263
1488000000,-17.187078,-18.98387179,-29.59852611
1489000000,-17.187674,-18.98121049,-29.61903795
1490000000,-17.172297,-18.97852722,-29.63955514
1491000000,-17.227652,-18.97582211,-29.66009643
1492000000,-17.170319,-18.97309526,-29.68064739
1493000000,-17.185976,-18.97034677,-29.70121816
1494000000,-17.172338,-18.96757677,-29.72180805
1495000000,-17.196983,-18.96478535,-29.74242218
1496000000,-17.179409,-18.96197262,-29.76304821
1497000000,-17.202871,-18.9591387,-29.78368319
1498000000,-17.193336,-18.9562837,-29.80435423
1499000000,-17.188566,-18.95340773,-29.82503941
1500000000,-17.190336,-18.95051089,-29.84574831
1501000000,-17.176167,-18.94759329,-29.8664773
1502000000,-17.169987,-18.94465506,-29.88721606
1503000000,-17.110317,-18.94169629,-29.907969
1504000000,-17.174992,-18.93871711,-29.92876732
1505000000,-17.174658,-18.93571761,-29.94955167
1506000000,-17.139709,-18.93269792,-29.97037334
1507000000,-17.139654,-18.92965814,-29.99120406
1508000000,-17.164366,-18.92659838,-30.01204831
1509000000,-17.178394,-18.92351877,-30.03293008
1510000000,-17.150106,-18.9204194,-30.05382471
1511000000,-17.12245,-18.91730039,-30.07473821
1512000000,-17.163445,-18.91416186,-30.09565852
1513000000,-17.134266,-18.91100391,-30.11661739
1514000000,-17.144949,-18.90782667,-30.13758766
1515000000,-17.131123,-18.90463023,-30.15857387
1516000000,-17.121738,-18.90141471,-30.17957908
1517000000,-17.145506,-18.89818024,-30.2006117
1518000000,-17.1143,-18.89492691,-30.22166341
1519000000,-17.099154,-18.89165484,-30.24272504
1520000000,-17.153313,-18.88836415,-30.26380345
1521000000,-17.13538,-18.88505495,-30.28491023
1522000000,-17.087236,-18.88172735,-30.3060385
1523000000,-17.125919,-18.87838146,-30.32718677
1524000000,-17.115116,-18.87501741,-30.34835584
1525000000,-17.072287,-18.87163529,-30.36953411
1526000000,-17.09272,-18.86823523,-30.3907402
1527000000,-17.114246,-18.86481734,-30.41195471
1528000000,-17.098421,-18.86138172,-30.43320808
1529000000,-17.081387,-18.85792851,-30.45448243
1530000000,-17.078054,-18.8544578,-30.47575585
1531000000,-17.101175,-18.85096972,-30.49706124
1532000000,-17.084885,-18.84746438,-30.5183877
1533000000,-17.070635,-18.84394188,-30.53973683
1534000000,-17.077078,-18.84040235,-30.5610984
1535000000,-17.054655,-18.83684589,-30.58247556
1536000000,-17.074593,-18.83327263,-30.60388024
1537000000,-17.058775,-18.82968267,-30.62531649
1538000000,-17.034441,-18.82607613,-30.64676687
1539000000,-17.042908,-18.82245313,-30.66821935
1540000000,-17.063593,-18.81881377,-30.68970433
1541000000,-17.036812,-18.81515817,-30.71121388
1542000000,-17.010057,-18.81148645,-30.73274724
1543000000,-17.059391,-18.80779871,-30.75429077
1544000000,-17.009361,-18.80409507,-30.77585817
1545000000,-17.031248,-18.80037565,-30.79744868
1546000000,-17.027641,-18.79664055,-30.81905262
1547000000,-17.01298,-18.7928899,-30.84070007
1548000000,-17.001112,-18.78912381,-30.86234473
1549000000,-17.024326,-18.78534238,-30.88402327
1550000000,-16.992828,-18.78154573,-30.9057235
1551000000,-16.973057,-18.77773398,-30.92742742
1552000000,-16.979095,-18.77390724,-30.94917279
1553000000,-16.973064,-18.77006562,-30.97092762
1554000000,-16.996584,-18.76620923,-30.99269517
1555000000,-16.961901,-18.7623382,-31.01451766
1556000000,-17.002354,-18.75845262,-31.03633476
1557000000,-16.963047,-18.75455262,-31.05815549
1558000000,-16.94508,-18.7506383,-31.08002809
1559000000,-16.977301,-18.74670979,-31.1019169
1560000000,-16.951689,-18.74276718,-31.1238261
1561000000,-16.966928,-18.7388106,-31.14573977
1562000000,-16.967039,-18.73484016,-31.16769231
1563000000,-16.963717,-18.73085596,-31.18967377
1564000000,-16.911152,-18.72685813,-31.2116496
