Freq,S21sim,S21mea
1,-0.086268017,0.075243369
1.001,-0.08628952,0.070801236
1.002,-0.086311062,0.082808293
1.003,-0.086332643,0.076650299
1.004,-0.086354264,0.07391312
1.005,-0.086375922,0.090489514
1.006,-0.086397617,0.055391997
1.007,-0.08641935,0.10608042
1.008,-0.08644112,0.10189336
1.009,-0.086462925,0.064422525
1.01,-0.086484766,0.071754821
1.011,-0.086506642,0.10019661
1.012,-0.086528552,0.05794134
1.013,-0.086550497,0.10041723
1.014,-0.086572475,0.088881992
1.015,-0.086594486,0.10853089
1.016,-0.086616529,0.089552648
1.017,-0.086638605,0.078889653
1.018,-0.086660712,0.06765911
1.019,-0.08668285,0.06063835
1.02,-0.086705018,0.099001005
1.021,-0.086727217,0.053126495
1.022,-0.086749445,0.066375993
1.023,-0.086771702,0.078445219
1.024,-0.086793988,0.060974162
1.025,-0.086816302,0.06091281
1.026,-0.086838643,0.096261971
1.027,-0.086861012,0.085771158
1.028,-0.086883407,0.062422898
1.029,-0.086905828,0.067058049
1.03,-0.086928275,0.055603839
1.031,-0.086950748,0.070934214
1.032,-0.086973245,0.055525433
1.033,-0.086995766,0.088185266
1.034,-0.087018312,0.077354744
1.035,-0.08704088,0.074867271
1.036,-0.087063472,0.09077882
1.037,-0.087086086,0.06674093
1.038,-0.087108722,0.079785548
1.039,-0.08713138,0.077722557
1.04,-0.087154058,0.067055099
1.041,-0.087176758,0.090126015
1.042,-0.087199477,0.075542644
1.043,-0.087222216,0.07146728
1.044,-0.087244975,0.072962701
1.045,-0.087267752,0.075430363
1.046,-0.087290548,0.051829625
1.047,-0.087313361,0.11644983
1.048,-0.087336192,0.065640867
1.049,-0.08735904,0.051984683
1.05,-0.087381905,0.064218447
1.051,-0.087404786,0.073544778
1.052,-0.087427683,0.052374434
1.053,-0.087450595,0.063986264
1.054,-0.087473522,0.073993884
1.055,-0.087496463,0.071443342
1.056,-0.087519419,0.055148572
1.057,-0.087542388,0.078583106
1.058,-0.08756537,0.051875073
1.059,-0.087588365,0.06822928
1.06,-0.087611372,0.063268431
1.061,-0.087634392,0.069239654
1.062,-0.087657422,0.073538542
1.063,-0.087680464,0.070924282
1.064,-0.087703517,0.078029305
1.065,-0.087726579,0.074993461
1.066,-0.087749652,0.061932389
1.067,-0.087772734,0.084457539
1.068,-0.087795825,0.081978403
1.069,-0.087818925,0.055160854
1.07,-0.087842032,0.044954296
1.071,-0.087865148,0.044096805
1.072,-0.087888271,0.098468646
1.073,-0.087911401,0.072730124
1.074,-0.087934538,0.070400141
1.075,-0.087957681,0.046471134
1.076,-0.087980829,0.067578971
1.077,-0.088003983,0.073789723
1.078,-0.088027142,0.060787003
1.079,-0.088050306,0.054300029
1.08,-0.088073474,0.068109266
1.081,-0.088096646,0.067056045
1.082,-0.088119821,0.060225572
1.083,-0.088143,0.075693153
1.084,-0.088166181,0.07918366
1.085,-0.088189364,0.0785653
1.086,-0.088212549,0.031664353
1.087,-0.088235736,0.092027716
1.088,-0.088258924,0.087025963
1.089,-0.088282113,0.087134615
1.09,-0.088305302,0.061753452
1.091,-0.088328491,0.071325079
1.092,-0.08835168,0.06028834
1.093,-0.088374868,0.055616125
1.094,-0.088398056,0.073900901
1.095,-0.088421241,0.070981093
1.096,-0.088444425,0.080299512
1.097,-0.088467607,0.052570656
1.098,-0.088490786,0.067990392
1.099,-0.088513962,0.045383207
1.1,-0.088537135,0.068971723
1.101,-0.088560305,0.05236714
1.102,-0.08858347,0.065242037
1.103,-0.088606631,0.078897901
1.104,-0.088629788,0.052382845
1.105,-0.088652939,0.084272966
1.106,-0.088676085,0.10376978
1.107,-0.088699226,0.053971663
1.108,-0.08872236,0.066666588
1.109,-0.088745487,0.07792259
1.11,-0.088768608,0.076791622
1.111,-0.088791722,0.068638489
1.112,-0.088814828,0.061994478
1.113,-0.088837927,0.050213724
1.114,-0.088861017,0.070991352
1.115,-0.088884099,0.073044732
1.116,-0.088907172,0.050417561
1.117,-0.088930236,0.06389831
1.118,-0.08895329,0.035998676
1.119,-0.088976334,0.0316348
