Freq,S21sim,S21mea
1,-0.863814555,-1.0632459
1.001,-0.864875224,-1.0628211
1.002,-0.865936981,-1.062421
1.003,-0.866999811,-1.0789341
1.004,-0.868063702,-1.0784713
1.005,-0.869128638,-1.0515057
1.006,-0.870194605,-1.0444083
1.007,-0.871261589,-1.0548121
1.008,-0.872329577,-1.0542277
1.009,-0.873398553,-1.0587041
1.01,-0.874468505,-1.086044
1.011,-0.875539416,-1.0552534
1.012,-0.876611274,-1.0771253
1.013,-0.877684063,-1.0663085
1.014,-0.878757771,-1.040899
1.015,-0.879832381,-1.0534612
1.016,-0.880907881,-1.0904747
1.017,-0.881984256,-1.07665
1.018,-0.883061491,-1.0716025
1.019,-0.884139572,-1.0922703
1.02,-0.885218486,-1.085054
1.021,-0.886298216,-1.0749222
1.022,-0.88737875,-1.0885677
1.023,-0.888460073,-1.0907733
1.024,-0.889542171,-1.1005883
1.025,-0.890625028,-1.0946635
1.026,-0.891708631,-1.0619063
1.027,-0.892792966,-1.1069081
1.028,-0.893878018,-1.1025909
1.029,-0.894963772,-1.1105968
1.03,-0.896050215,-1.1053853
1.031,-0.897137331,-1.1069963
1.032,-0.898225107,-1.1301643
1.033,-0.899313528,-1.088859
1.034,-0.90040258,-1.0754735
1.035,-0.901492248,-1.0941944
1.036,-0.902582518,-1.0799893
1.037,-0.903673375,-1.1067764
1.038,-0.904764805,-1.117983
1.039,-0.905856795,-1.1054829
1.04,-0.906949328,-1.1018934
1.041,-0.908042391,-1.1141539
1.042,-0.90913597,-1.1169392
1.043,-0.910230049,-1.1046927
1.044,-0.911324616,-1.1318064
1.045,-0.912419654,-1.1305323
1.046,-0.91351515,-1.158093
1.047,-0.91461109,-1.1339713
1.048,-0.915707459,-1.1595237
1.049,-0.916804243,-1.1453083
1.05,-0.917901427,-1.1460662
1.051,-0.918998996,-1.1244982
1.052,-0.920096938,-1.1465508
1.053,-0.921195236,-1.1344231
1.054,-0.922293878,-1.118512
1.055,-0.923392847,-1.1583521
1.056,-0.924492131,-1.1619835
1.057,-0.925591715,-1.1339408
1.058,-0.926691584,-1.1713488
1.059,-0.927791725,-1.1250867
1.06,-0.928892122,-1.1541901
1.061,-0.929992761,-1.1575994
1.062,-0.931093629,-1.1483865
1.063,-0.932194711,-1.1550007
1.064,-0.933295993,-1.14408
1.065,-0.93439746,-1.1445907
1.066,-0.935499098,-1.1310891
1.067,-0.936600893,-1.1649702
1.068,-0.93770283,-1.1629376
1.069,-0.938804896,-1.1703576
1.07,-0.939907077,-1.1589712
1.071,-0.941009357,-1.167028
1.072,-0.942111723,-1.1515571
1.073,-0.943214162,-1.1660967
1.074,-0.944316657,-1.1575599
1.075,-0.945419196,-1.1702216
1.076,-0.946521765,-1.1793922
1.077,-0.947624349,-1.1518308
1.078,-0.948726934,-1.1636304
1.079,-0.949829506,-1.1728573
1.08,-0.950932051,-1.1787438
1.081,-0.952034555,-1.1895653
1.082,-0.953137004,-1.2009914
1.083,-0.954239384,-1.183699
1.084,-0.955341681,-1.2078336
1.085,-0.956443881,-1.1851572
1.086,-0.957545971,-1.2178619
1.087,-0.958647935,-1.2004184
1.088,-0.959749761,-1.1683863
1.089,-0.960851434,-1.1833755
1.09,-0.961952941,-1.1733755
1.091,-0.963054268,-1.1987245
1.092,-0.9641554,-1.204322
1.093,-0.965256325,-1.2217282
1.094,-0.966357028,-1.2118367
1.095,-0.967457495,-1.1891081
1.096,-0.968557714,-1.1950952
1.097,-0.969657669,-1.2118882
1.098,-0.970757348,-1.2075169
1.099,-0.971856737,-1.2077039
1.1,-0.972955823,-1.1724834
1.101,-0.97405459,-1.1985315
1.102,-0.975153027,-1.1914103
1.103,-0.97625112,-1.1932489
1.104,-0.977348854,-1.1986974
1.105,-0.978446217,-1.1892712
1.106,-0.979543195,-1.1953882
1.107,-0.980639774,-1.2146876
1.108,-0.981735942,-1.2436291
1.109,-0.982831684,-1.199687
1.11,-0.983926988,-1.2040063
1.111,-0.98502184,-1.219007
1.112,-0.986116226,-1.2223674
1.113,-0.987210134,-1.2090575
1.114,-0.988303551,-1.1922948
1.115,-0.989396462,-1.2195593
1.116,-0.990488855,-1.2250054
1.117,-0.991580717,-1.21691
1.118,-0.992672035,-1.2386529
1.119,-0.993762795,-1.2224013
1.12,-0.994852985,-1.2273927
1.121,-0.995942591,-1.2244343
1.122,-0.9970316,-1.2283124
1.123,-0.99812,-1.222963
1.124,-0.999207777,-1.2653893
1.125,-1.000294919,-1.237447
1.126,-1.001381413,-1.2442431
1.127,-1.002467246,-1.2464514
1.128,-1.003552405,-1.2500079
