Freq,S21sim,S21mea
1,-0.103779906,-1.0466095
1.001,-0.104720855,-1.1203889
1.002,-0.105660604,-1.0751463
1.003,-0.106599153,-1.0280029
1.004,-0.107536504,-1.2026088
1.005,-0.108472659,-1.0324788
1.006,-0.109407619,-1.0893017
1.007,-0.110341385,-1.0130893
1.008,-0.111273959,-1.0426773
1.009,-0.112205342,-1.1054015
1.01,-0.113135537,-1.2331917
1.011,-0.114064543,-1.0781436
1.012,-0.114992364,-1.1160668
1.013,-0.115919,-0.94568348
1.014,-0.116844453,-0.95966655
1.015,-0.117768724,-1.1749361
1.016,-0.118691814,-0.89549041
1.017,-0.119613726,-1.0367901
1.018,-0.120534461,-1.0908037
1.019,-0.12145402,-0.89263362
1.02,-0.122372404,-1.0716237
1.021,-0.123289615,-1.1177448
1.022,-0.124205655,-1.2679265
1.023,-0.125120525,-1.018997
1.024,-0.126034226,-1.091535
1.025,-0.12694676,-1.063604
1.026,-0.127858128,-0.93648511
1.027,-0.128768332,-1.1675966
1.028,-0.129677373,-1.2562506
1.029,-0.130585253,-1.1249985
1.03,-0.131491973,-1.1063769
1.031,-0.132397535,-1.1930557
1.032,-0.133301939,-1.1060852
1.033,-0.134205188,-1.0651867
1.034,-0.135107282,-1.0924323
1.035,-0.136008224,-0.9852978
1.036,-0.136908014,-1.0906591
1.037,-0.137806655,-1.1388969
1.038,-0.138704147,-0.86436117
1.039,-0.139600492,-1.0324436
1.04,-0.140495691,-1.1051047
1.041,-0.141389746,-0.93907589
1.042,-0.142282659,-1.0734477
1.043,-0.14317443,-1.2111028
1.044,-0.144065061,-1.015277
1.045,-0.144954553,-1.0310956
1.046,-0.145842908,-0.9501425
1.047,-0.146730128,-0.96310705
1.048,-0.147616213,-1.2081287
1.049,-0.148501165,-1.0223821
1.05,-0.149384986,-1.0296708
1.051,-0.150267677,-1.1276445
1.052,-0.151149238,-1.0486428
1.053,-0.152029673,-0.9370262
1.054,-0.152908982,-1.1456369
1.055,-0.153787166,-0.84069932
1.056,-0.154664227,-1.1868272
1.057,-0.155540166,-1.1003995
1.058,-0.156414985,-1.2010443
1.059,-0.157288684,-0.92468446
1.06,-0.158161267,-0.84059733
1.061,-0.159032733,-0.88096708
1.062,-0.159903084,-0.86178547
1.063,-0.160772321,-0.92266858
1.064,-0.161640447,-1.250824
1.065,-0.162507462,-1.1299291
1.066,-0.163373367,-1.1246532
1.067,-0.164238165,-0.87919086
1.068,-0.165101856,-1.0803902
1.069,-0.165964441,-1.0827769
1.07,-0.166825923,-0.91513896
1.071,-0.167686302,-1.0042876
1.072,-0.168545581,-1.0709114
1.073,-0.169403759,-1.0722151
1.074,-0.170260839,-0.78532803
1.075,-0.171116822,-0.97462565
1.076,-0.171971709,-1.0387803
1.077,-0.172825501,-0.91490054
1.078,-0.173678201,-1.0129908
1.079,-0.174529809,-1.0421331
1.08,-0.175380327,-0.96352905
1.081,-0.176229756,-0.72338241
1.082,-0.177078097,-1.014689
1.083,-0.177925352,-0.92634124
1.084,-0.178771521,-1.0036035
1.085,-0.179616608,-1.0923333
1.086,-0.180460612,-0.96999443
1.087,-0.181303535,-0.99148744
1.088,-0.182145378,-0.9759984
1.089,-0.182986143,-0.97875607
1.09,-0.183825831,-0.95152539
1.091,-0.184664444,-1.0664996
1.092,-0.185501982,-1.0325278
1.093,-0.186338447,-0.85887957
1.094,-0.187173841,-1.0723375
1.095,-0.188008164,-0.77911347
1.096,-0.188841418,-0.99527413
1.097,-0.189673604,-1.0109444
1.098,-0.190504724,-0.93573868
1.099,-0.191334779,-1.1826799
1.1,-0.192163771,-1.0047516
1.101,-0.192991699,-0.96223545
1.102,-0.193818567,-1.1220844
1.103,-0.194644374,-0.88380939
1.104,-0.195469124,-0.97115475
1.105,-0.196292815,-0.94983953
1.106,-0.197115451,-0.95466816
1.107,-0.197937033,-1.1070039
1.108,-0.198757561,-1.0584328
1.109,-0.199577036,-1.0775591
1.11,-0.200395461,-1.1105188
1.111,-0.201212837,-1.0696284
1.112,-0.202029164,-0.85511321
1.113,-0.202844445,-0.95697641
1.114,-0.20365868,-0.80997074
1.115,-0.20447187,-1.1311065
1.116,-0.205284018,-0.97208494
1.117,-0.206095124,-1.0393488
1.118,-0.206905189,-0.91418499
1.119,-0.207714215,-0.95185113
1.12,-0.208522203,-1.0534819
1.121,-0.209329154,-1.034296
1.122,-0.21013507,-1.0512551
1.123,-0.210939952,-0.84093052
1.124,-0.211743801,-0.97954595
1.125,-0.212546619,-1.0784127
1.126,-0.213348406,-1.135464
1.127,-0.214149164,-0.93677902
1.128,-0.214948894,-0.97053307
1.129,-0.215747598,-1.0859334
1.13,-0.216545276,-1.1167333
1.131,-0.217341931,-1.0618432
1.132,-0.218137563,-1.0558382
1.133,-0.218932173,-1.0084215
1.134,-0.219725763,-1.0530305
1.135,-0.220518333,-1.0387447
1.136,-0.221309886,-1.1662179
1.137,-0.222100423,-1.0063088
1.138,-0.222889944,-1.1442784
1.139,-0.223678452,-1.0650778
1.14,-0.224465946,-1.1398815
1.141,-0.225252429,-0.86216891
1.142,-0.226037902,-0.95821506
1.143,-0.226822365,-0.89477718
1.144,-0.227605821,-1.0113207
1.145,-0.22838827,-1.1436744
1.146,-0.229169714,-1.030965
1.147,-0.229950153,-0.94326597
1.148,-0.23072959,-1.1155117
1.149,-0.231508025,-1.0353452
1.15,-0.232285459,-0.92776531
1.151,-0.233061895,-0.99634027
1.152,-0.233837332,-1.112324
1.153,-0.234611772,-1.1325386
1.154,-0.235385217,-0.95749229
1.155,-0.236157668,-0.98196018
1.156,-0.236929125,-1.0002427
1.157,-0.237699591,-1.1784095
1.158,-0.238469065,-0.9691456
1.159,-0.23923755,-1.1280606
1.16,-0.240005047,-0.99370569
1.161,-0.240771557,-1.0454421
1.162,-0.241537081,-1.0558844
1.163,-0.24230162,-1.0257349
1.164,-0.243065176,-1.0768161
1.165,-0.243827749,-1.1912775
1.166,-0.244589342,-1.0436302
1.167,-0.245349954,-1.0096794
1.168,-0.246109588,-0.96418476
1.169,-0.246868245,-1.015802
1.17,-0.247625925,-0.9636718
1.171,-0.248382629,-0.97367388
1.172,-0.24913836,-0.94046938
1.173,-0.249893119,-1.0117036
1.174,-0.250646906,-1.1151043
1.175,-0.251399722,-1.1788949
1.176,-0.252151569,-1.0573192
1.177,-0.252902448,-1.1021662
1.178,-0.253652361,-1.0775987
1.179,-0.254401308,-1.0147599
1.18,-0.25514929,-0.91412199
1.181,-0.255896309,-0.94583863
1.182,-0.256642366,-1.1490767
1.183,-0.257387462,-0.83663362
1.184,-0.258131599,-1.0713546
1.185,-0.258874776,-0.87393224
1.186,-0.259616997,-1.0367271
1.187,-0.260358261,-1.0816317
1.188,-0.26109857,-0.92654866
1.189,-0.261837925,-0.84334219
1.19,-0.262576328,-0.92707366
1.191,-0.263313778,-0.89920223
1.192,-0.264050279,-0.85169411
1.193,-0.26478583,-1.0013853
1.194,-0.265520433,-1.0944808
1.195,-0.266254089,-0.86625195
1.196,-0.266986799,-0.88324749
1.197,-0.267718565,-0.86202157
1.198,-0.268449387,-1.1069103
1.199,-0.269179267,-0.93427151
1.2,-0.269908205,-0.97807509
1.201,-0.270636204,-1.0617598
1.202,-0.271363264,-0.94702023
1.203,-0.272089385,-1.2553504
1.204,-0.272814571,-0.9080773
1.205,-0.27353882,-1.0523016
1.206,-0.274262136,-0.79856998
1.207,-0.274984518,-0.87185603
1.208,-0.275705968,-1.1502762
1.209,-0.276426488,-1.1302154
1.21,-0.277146077,-0.82747447
1.211,-0.277864738,-1.0446694
1.212,-0.278582471,-0.97463781
1.213,-0.279299278,-0.87457389
1.214,-0.28001516,-0.94573873
1.215,-0.280730117,-1.0184985
1.216,-0.281444152,-0.93569791
1.217,-0.282157265,-0.98123479
1.218,-0.282869456,-0.95805985
1.219,-0.283580729,-0.98133659
1.22,-0.284291082,-1.0781826
1.221,-0.285000519,-1.0073204
1.222,-0.285709039,-1.1519731
1.223,-0.286416644,-0.98676467
1.224,-0.287123334,-0.84051788
1.225,-0.287829112,-0.8152588
1.226,-0.288533978,-0.95426613
1.227,-0.289237934,-0.92722422
1.228,-0.289940979,-1.0849049
1.229,-0.290643116,-1.065913
1.23,-0.291344346,-0.98676854
1.231,-0.29204467,-0.87076843
1.232,-0.292744088,-0.90413624
1.233,-0.293442602,-1.150485
1.234,-0.294140214,-1.2167265
1.235,-0.294836923,-0.9961403
1.236,-0.295532732,-0.89868057
1.237,-0.296227641,-0.78128093
1.238,-0.296921651,-0.93650764
1.239,-0.297614764,-1.0010996
1.24,-0.298306981,-0.98479432
1.241,-0.298998302,-1.1386894
1.242,-0.299688729,-0.8934201
1.243,-0.300378263,-0.97782528
1.244,-0.301066904,-0.84854221
1.245,-0.301754655,-0.93833971
1.246,-0.302441516,-0.85300398
1.247,-0.303127488,-1.1076087
1.248,-0.303812573,-0.90857559
1.249,-0.304496771,-0.99992126
1.25,-0.305180083,-0.90267193
1.251,-0.305862511,-1.0511382
1.252,-0.306544056,-0.93690699
1.253,-0.307224718,-0.91050017
1.254,-0.307904499,-1.0024191
1.255,-0.3085834,-0.73677957
1.256,-0.309261422,-0.9390344
1.257,-0.309938566,-1.0719634
1.258,-0.310614833,-1.2096918
1.259,-0.311290224,-0.83298892
1.26,-0.31196474,-0.97000664
1.261,-0.312638383,-0.90692097
1.262,-0.313311153,-1.1740721
1.263,-0.313983051,-0.93826044
1.264,-0.314654079,-0.86982435
1.265,-0.315324237,-0.93426371
1.266,-0.315993527,-1.0821443
1.267,-0.31666195,-0.83121216
1.268,-0.317329506,-0.84882623
1.269,-0.317996197,-1.0638871
1.27,-0.318662024,-0.82443017
1.271,-0.319326988,-0.97854304
1.272,-0.319991089,-0.96293223
1.273,-0.32065433,-1.0678716
1.274,-0.321316711,-0.83891195
1.275,-0.321978232,-0.9675613
1.276,-0.322638896,-0.94853216
1.277,-0.323298704,-0.78215617
1.278,-0.323957655,-0.92336899
1.279,-0.324615752,-0.92251074
1.28,-0.325272994,-0.91586637
1.281,-0.325929385,-0.96793121
1.282,-0.326584923,-1.0935503
1.283,-0.327239612,-0.93462676
1.284,-0.32789345,-0.93832278
1.285,-0.32854644,-1.012705
1.286,-0.329198583,-0.84647399
1.287,-0.32984988,-0.99710709
1.288,-0.330500331,-0.91401517
1.289,-0.331149937,-0.88168716
1.29,-0.3317987,-0.91575956
1.291,-0.332446622,-1.0357529
1.292,-0.333093701,-1.1208127
1.293,-0.333739941,-0.97915119
1.294,-0.334385341,-0.83610743
1.295,-0.335029904,-1.1382022
1.296,-0.335673629,-0.97950143
