Freq [GHz],"Simul_dB(S(2,1)) []",Measure_S21 Log Mag(dB)
2.608,-0.010235903,-0.000985738
2.609,-0.010232804,-0.020507673
2.61,-0.010229744,0.00263758
2.611,-0.010226721,-0.024715116
2.612,-0.010223737,-0.012026293
2.613,-0.010220791,-0.019838093
2.614,-0.010217882,-0.026350105
2.615,-0.010215013,-0.024561029
2.616,-0.010212181,0.00106987
2.617,-0.010209387,0.001151401
2.618,-0.010206631,-0.036309924
2.619,-0.010203914,-0.019000461
2.62,-0.010201235,0.006902006
2.621,-0.010198593,-0.00818166
2.622,-0.01019599,-0.010098745
2.623,-0.010193424,-0.055044353
2.624,-0.010190897,-0.009422158
2.625,-0.010188408,-0.008572203
2.626,-0.010185957,-0.018921418
2.627,-0.010183543,0.006709217
2.628,-0.010181168,-0.021114437
2.629,-0.01017883,-0.00319187
2.63,-0.010176531,-0.010864122
2.631,-0.010174269,-0.02426314
2.632,-0.010172046,-0.02911824
2.633,-0.01016986,-0.005280587
2.634,-0.010167712,-0.005609621
2.635,-0.010165602,0.001012485
2.636,-0.01016353,-0.010220921
2.637,-0.010161495,-0.038872283
2.638,-0.010159498,-0.010937322
2.639,-0.010157539,-0.029148912
2.64,-0.010155618,-0.038577519
2.641,-0.010153735,-0.034387715
2.642,-0.010151889,-0.001546814
2.643,-0.010150081,-0.042199634
2.644,-0.010148311,0.017135596
2.645,-0.010146578,-0.025332596
2.646,-0.010144883,0.001304615
2.647,-0.010143226,0.034633122
2.648,-0.010141606,0.010798774
2.649,-0.010140023,-0.009233222
2.65,-0.010138479,-0.001664172
2.651,-0.010136971,-0.024038984
2.652,-0.010135501,-0.029808959
2.653,-0.010134069,-0.007815678
2.654,-0.010132674,-0.01636418
2.655,-0.010131317,-0.012936706
2.656,-0.010129997,-0.031287342
2.657,-0.010128714,-0.015645644
2.658,-0.010127469,0.005831957
2.659,-0.010126261,-0.01684322
2.66,-0.01012509,0.001328549
2.661,-0.010123957,-0.014774482
2.662,-0.01012286,-0.022879645
2.663,-0.010121801,0.001934618
2.664,-0.010120779,0.012598514
2.665,-0.010119795,-0.031804141
2.666,-0.010118847,0.011646911
2.667,-0.010117937,-0.035997309
2.668,-0.010117063,-0.022839561
2.669,-0.010116227,-0.033670355
2.67,-0.010115428,-0.004252364
2.671,-0.010114665,0.001917088
2.672,-0.01011394,-0.011083075
2.673,-0.010113251,-0.009081708
2.674,-0.0101126,-0.001454068
2.675,-0.010111985,-0.02907397
2.676,-0.010111407,-0.009310244
2.677,-0.010110866,-0.044995427
2.678,-0.010110361,0.0064881
2.679,-0.010109894,-0.036844216
2.68,-0.010109463,-0.042270873
2.681,-0.010109068,-0.018887153
2.682,-0.010108711,-0.01012319
2.683,-0.01010839,-0.050084297
2.684,-0.010108105,0.011282709
2.685,-0.010107857,0.027514333
2.686,-0.010107645,-0.016062832
2.687,-0.01010747,-0.008239568
2.688,-0.010107332,-0.004014504
2.689,-0.010107229,0.00583338
2.69,-0.010107163,-0.015326507
2.691,-0.010107133,-0.004251506
2.692,-0.01010714,0.002559978
2.693,-0.010107183,0.012601518
2.694,-0.010107262,-0.030685747
2.695,-0.010107377,-0.032997627
2.696,-0.010107528,-8.63E-05
2.697,-0.010107715,-0.023704359
2.698,-0.010107939,0.009514458
2.699,-0.010108198,-0.016158348
2.7,-0.010108493,-0.040010814
2.701,-0.010108824,-0.00713493
2.702,-0.010109191,-0.023903159
2.703,-0.010109594,-0.039666321
2.704,-0.010110033,-0.016016837
2.705,-0.010110507,-0.035186853
2.706,-0.010111017,-0.014539169
2.707,-0.010111563,-0.004517144
2.708,-0.010112144,-0.018387089
2.709,-0.010112761,-0.015979756
2.71,-0.010113414,-0.015670231
2.711,-0.010114102,-0.029231751
2.712,-0.010114825,0.000683256
2.713,-0.010115584,-0.002738506
2.714,-0.010116378,-0.047978342
2.715,-0.010117207,-0.013667138
2.716,-0.010118072,-0.008822434
2.717,-0.010118972,0.021507066
2.718,-0.010119907,-0.010740203
2.719,-0.010120877,-0.026007749
2.72,-0.010121882,-0.013361313
2.721,-0.010122922,-0.052818164
2.722,-0.010123997,-0.029497357
2.723,-0.010125107,-0.010620181
2.724,-0.010126252,-0.010349274
2.725,-0.010127432,-0.015717024
2.726,-0.010128647,0.006011958
2.727,-0.010129896,-0.026463095
2.728,-0.01013118,-0.001306417
2.729,-0.010132498,0.010442141
2.73,-0.010133852,0.01322831
2.731,-0.010135239,-0.027593175
2.732,-0.010136661,-0.042976245
2.733,-0.010138118,-0.012526638
2.734,-0.010139609,0.020287661
2.735,-0.010141134,0.003335655
2.736,-0.010142694,-0.018999269
2.737,-0.010144287,-0.011390519
2.738,-0.010145915,-0.018671371
2.739,-0.010147577,0.00475923
2.74,-0.010149273,0.004465674
2.741,-0.010151003,0.029241845
2.742,-0.010152767,-1.82E-05
2.743,-0.010154565,-0.018579107
2.744,-0.010156397,0.004513187
2.745,-0.010158262,-0.003713105
2.746,-0.010160161,-0.015925914
2.747,-0.010162094,-0.021458918
2.748,-0.01016406,-0.000398439
2.749,-0.01016606,-0.042151287
2.75,-0.010168094,0.003828117
2.751,-0.01017016,-0.009184945
2.752,-0.010172261,-0.021922434
2.753,-0.010174394,0.016868476
2.754,-0.010176561,-0.016301982
2.755,-0.010178761,-0.039082669
2.756,-0.010180994,0.011668331
2.757,-0.01018326,0.007250077
2.758,-0.010185559,-0.009529393
2.759,-0.010187891,-0.005298747
2.76,-0.010190256,-0.018661663
2.761,-0.010192654,-0.006307558
2.762,-0.010195085,0.011339726
2.763,-0.010197548,-0.016103892
2.764,-0.010200044,-0.001045477
2.765,-0.010202573,0.023527969
2.766,-0.010205134,-0.015260923
2.767,-0.010207727,-0.007040322
2.768,-0.010210353,-0.041737888
2.769,-0.010213011,-0.002535257
2.77,-0.010215702,-0.025099698
2.771,-0.010218424,-0.00339459
2.772,-0.010221179,-0.032502018
2.773,-0.010223966,-0.025763588
2.774,-0.010226785,0.006087218
2.775,-0.010229635,-0.001152531
2.776,-0.010232518,-0.004146776
2.777,-0.010235432,-0.015296116
2.778,-0.010238379,0.017135929
2.779,-0.010241356,-0.02351599
2.78,-0.010244366,-0.013229959
2.781,-0.010247407,0.005698404
2.782,-0.010250479,-0.020165702
2.783,-0.010253583,-0.013528056
2.784,-0.010256718,-0.038078956
2.785,-0.010259884,-0.009994099
2.786,-0.010263082,-0.00090369
2.787,-0.010266311,-0.015680285
2.788,-0.01026957,0.027786698
2.789,-0.010272861,-0.004654362
2.79,-0.010276183,0.007839511
2.791,-0.010279535,-0.046360433
2.792,-0.010282918,-0.002261701
2.793,-0.010286332,0.006376089
2.794,-0.010289776,-0.009279363
2.795,-0.010293251,-0.015947368
2.796,-0.010296757,-0.02591357
2.797,-0.010300293,-0.010581992
2.798,-0.010303859,0.005878678
2.799,-0.010307455,0.005855575
2.8,-0.010311082,-0.00781429
2.801,-0.010314739,-0.004051646
2.802,-0.010318425,0.011675563
2.803,-0.010322142,-0.002691841
2.804,-0.010325889,-0.016050028
2.805,-0.010329665,-0.002789275
2.806,-0.010333471,-0.033148766
2.807,-0.010337307,0.004335031
2.808,-0.010341172,-0.025468213
2.809,-0.010345067,-0.037323412
2.81,-0.010348991,0.018294252
2.811,-0.010352944,-0.009491572
2.812,-0.010356927,-0.017141404
2.813,-0.010360939,-0.024859194
2.814,-0.01036498,0.00964129
2.815,-0.01036905,0.016037965
2.816,-0.010373149,-0.042016
2.817,-0.010377277,-0.021286178
2.818,-0.010381433,-0.014367338
2.819,-0.010385618,-0.012996431
2.82,-0.010389832,-0.015093954
2.821,-0.010394075,0.008765074
2.822,-0.010398346,0.000206082
2.823,-0.010402645,-0.018222842
2.824,-0.010406972,-0.032953236
2.825,-0.010411328,-0.011947813
2.826,-0.010415712,-0.029396541
2.827,-0.010420124,-0.001220762
2.828,-0.010424564,-0.00210491
2.829,-0.010429032,0.008343949
2.83,-0.010433527,-0.015306919
2.831,-0.010438051,-0.017558556
2.832,-0.010442601,-0.012569402
2.833,-0.01044718,-0.039399084
2.834,-0.010451786,-0.022070671
2.835,-0.010456419,-0.000856317
2.836,-0.010461079,0.011221108
2.837,-0.010465767,0.009495903
2.838,-0.010470482,0.003076634
2.839,-0.010475224,-0.030758128
2.84,-0.010479993,-0.011619824
2.841,-0.010484788,-0.012515877
2.842,-0.010489611,-0.013992083
2.843,-0.01049446,-0.017868014
2.844,-0.010499335,-0.038817737
2.845,-0.010504238,0.006319485
2.846,-0.010509166,-0.012360043
2.847,-0.010514121,0.021674821
2.848,-0.010519102,-0.037854336
2.849,-0.010524109,-0.002043347
2.85,-0.010529143,-0.025567099
2.851,-0.010534202,-0.029232541
2.852,-0.010539287,-0.007110334
2.853,-0.010544398,-0.023244984
2.854,-0.010549535,0.020632798
2.855,-0.010554697,-0.018350653
2.856,-0.010559884,-0.005089396
2.857,-0.010565098,-0.040196929
2.858,-0.010570336,-0.021005873
2.859,-0.0105756,-0.021005079
2.86,-0.010580888,0.001654018
2.861,-0.010586202,-0.004696449
2.862,-0.010591541,0.020737773
2.863,-0.010596905,-0.012162336
2.864,-0.010602293,-0.012222073
2.865,-0.010607706,0.003214005
2.866,-0.010613144,0.003448407
2.867,-0.010618606,-0.009951441
2.868,-0.010624092,-0.015684105
2.869,-0.010629603,0.013245636
2.87,-0.010635138,-0.006188741
2.871,-0.010640697,-0.002287308
2.872,-0.01064628,-0.002957522
2.873,-0.010651887,-0.008724655
2.874,-0.010657517,-0.026193567
2.875,-0.010663172,0.008429994
2.876,-0.01066885,0.024064653
2.877,-0.010674551,0.036764856
2.878,-0.010680276,0.018608777
2.879,-0.010686024,-0.014886026
2.88,-0.010691796,0.014605371
2.881,-0.01069759,-0.02006924
2.882,-0.010703408,-0.017023431
2.883,-0.010709249,-0.02864589
2.884,-0.010715112,-0.01132021
2.885,-0.010720998,0.010349021
2.886,-0.010726907,-0.000571052
2.887,-0.010732838,0.014213591
2.888,-0.010738791,-0.004500052
2.889,-0.010744767,0.003511764
2.89,-0.010750765,0.006148886
2.891,-0.010756785,-0.022411069
2.892,-0.010762828,0.013984651
2.893,-0.010768892,-0.008925285
2.894,-0.010774978,0.001457093
2.895,-0.010781085,-0.016969644
2.896,-0.010787214,-0.011731592
2.897,-0.010793365,0.008523046
2.898,-0.010799537,0.022082856
2.899,-0.01080573,-0.029652171
2.9,-0.010811945,-0.000425455
2.901,-0.01081818,0.008632808
2.902,-0.010824437,-0.015452514
2.903,-0.010830714,-0.013703593
2.904,-0.010837013,-0.027989773
2.905,-0.010843331,0.006237055
2.906,-0.010849671,-0.013821051
2.907,-0.010856031,-0.025678594
2.908,-0.010862411,0.005961291
2.909,-0.010868811,-0.009498794
2.91,-0.010875232,-0.02028919
2.911,-0.010881672,-0.018481178
2.912,-0.010888133,0.005358592
2.913,-0.010894613,-0.000992455
2.914,-0.010901113,-0.006568644
2.915,-0.010907632,-0.019642005
2.916,-0.010914171,0.015732925
2.917,-0.010920729,0.024034217
2.918,-0.010927307,-0.008435858
2.919,-0.010933904,0.003116034
2.92,-0.01094052,-0.009087876
2.921,-0.010947154,-0.002547252
2.922,-0.010953808,0.006043543
2.923,-0.01096048,0.022451954
2.924,-0.010967171,-0.016671171
2.925,-0.01097388,0.020680988
2.926,-0.010980608,-0.03202001
2.927,-0.010987354,-0.039006427
2.928,-0.010994118,-0.012511388
2.929,-0.0110009,-0.004462577
2.93,-0.0110077,0.016853636
2.931,-0.011014518,-0.022289054
2.932,-0.011021353,-0.009697683
2.933,-0.011028206,0.00441951
2.934,-0.011035077,-0.000935005
2.935,-0.011041965,0.028052384
2.936,-0.01104887,0.01146637
2.937,-0.011055792,-0.028875014
2.938,-0.011062732,-3.75E-05
2.939,-0.011069688,1.17E-05
2.94,-0.011076661,-0.005659194
2.941,-0.011083651,-0.031551618
2.942,-0.011090657,-0.009074329
2.943,-0.01109768,-0.001177879
2.944,-0.011104719,0.0078338
2.945,-0.011111774,-0.007821228
2.946,-0.011118846,-0.001796051
2.947,-0.011125933,-0.004677382
2.948,-0.011133036,-0.007197777
2.949,-0.011140155,-0.031607132
2.95,-0.01114729,0.01218004
2.951,-0.01115444,0.026598213
2.952,-0.011161606,-0.00679249
2.953,-0.011168786,0.00056813
2.954,-0.011175982,-0.010937314
2.955,-0.011183193,-0.017323049
2.956,-0.011190419,0.018051095
2.957,-0.01119766,-0.011188831
2.958,-0.011204916,-0.002846609
2.959,-0.011212186,0.011714478
2.96,-0.01121947,-0.030227812
2.961,-0.011226769,-0.022189692
2.962,-0.011234082,0.000791736
2.963,-0.011241409,-0.010343537
2.964,-0.01124875,-0.010051358
2.965,-0.011256105,-0.013340381
2.966,-0.011263474,-0.020757997
2.967,-0.011270856,0.019476008
2.968,-0.011278252,0.00364238
2.969,-0.011285661,0.018097699
2.97,-0.011293083,0.000687855
2.971,-0.011300519,-0.014122419
2.972,-0.011307967,0.009924284
2.973,-0.011315429,-0.003096372
2.974,-0.011322903,0.017177388
2.975,-0.01133039,0.009133132
2.976,-0.011337889,0.013211652
2.977,-0.011345401,-0.020777809
2.978,-0.011352925,-0.000317094
2.979,-0.011360461,-0.005578616
2.98,-0.011368009,-0.029920448
2.981,-0.011375569,-0.01245777
2.982,-0.011383141,-0.009472018
2.983,-0.011390724,0.014324886
2.984,-0.011398319,0.019065931
2.985,-0.011405926,-0.0240521
2.986,-0.011413543,0.01658068
2.987,-0.011421172,-0.002299642
2.988,-0.011428812,0.002484969
2.989,-0.011436463,-0.028393563
2.99,-0.011444124,0.010345005
2.991,-0.011451796,-0.000148957
2.992,-0.011459479,0.001753669
2.993,-0.011467172,0.014472523
2.994,-0.011474875,0.018282358
2.995,-0.011482589,0.001678786
2.996,-0.011490313,0.007078946
2.997,-0.011498046,0.021612568
2.998,-0.011505789,0.013517603
2.999,-0.011513542,0.000710472
3,-0.011521304,-0.006379723
3.001,-0.011529076,-0.003301435
3.002,-0.011536857,-0.005345049
3.003,-0.011544647,-0.008526476
3.004,-0.011552446,-0.006339472
3.005,-0.011560254,0.000811068
3.006,-0.011568071,0.000441942
3.007,-0.011575896,-0.001723172
3.008,-0.01158373,0.010610568
3.009,-0.011591572,-0.000951885
3.01,-0.011599423,0.002453186
3.011,-0.011607281,0.000939778
3.012,-0.011615148,-0.001830682
3.013,-0.011623022,-0.000788164
3.014,-0.011630904,0.00448046
3.015,-0.011638794,0.002456081
3.016,-0.011646691,0.000287676
3.017,-0.011654595,0.006142087
3.018,-0.011662507,0.007617515
3.019,-0.011670426,0.002834128
3.02,-0.011678351,0.006742917
3.021,-0.011686283,-0.018442664
3.022,-0.011694223,0.031818457
3.023,-0.011702168,-0.022477867
3.024,-0.01171012,-0.037414927
3.025,-0.011718078,-0.007006283
3.026,-0.011726043,-0.009763181
3.027,-0.011734013,0.003208749
3.028,-0.011741989,0.0279398
3.029,-0.011749971,0.013975062
3.03,-0.011757959,-0.004905323
3.031,-0.011765952,-0.021694517
3.032,-0.01177395,0.003988498
3.033,-0.011781954,-0.022722125
3.034,-0.011789963,-0.006354593
3.035,-0.011797976,0.000692887
3.036,-0.011805995,-0.024705764
3.037,-0.011814018,-0.031445745
3.038,-0.011822046,0.011645382
3.039,-0.011830078,-0.022011068
3.04,-0.011838114,-0.003172701
3.041,-0.011846155,0.015848784
3.042,-0.011854199,0.003830422
3.043,-0.011862248,-0.017907094
3.044,-0.0118703,0.01032804
3.045,-0.011878355,-0.018282702
3.046,-0.011886415,-0.014576288
3.047,-0.011894477,-0.014439737
3.048,-0.011902543,-0.002801476
3.049,-0.011910612,-0.044285882
3.05,-0.011918684,-0.033952937
3.051,-0.011926758,-0.00891128
3.052,-0.011934835,-0.024043942
3.053,-0.011942915,0.016426858
3.054,-0.011950997,0.034842625
3.055,-0.011959082,0.017410804
3.056,-0.011967168,-0.008945654
3.057,-0.011975257,0.006828518
3.058,-0.011983347,0.003500141
3.059,-0.011991439,-0.019566534
3.06,-0.011999532,-0.018878754
3.061,-0.012007627,0.021955503
3.062,-0.012015724,0.015524307
3.063,-0.012023821,-0.006400999
3.064,-0.01203192,-0.005166099
3.065,-0.012040019,-0.004545918
3.066,-0.012048119,0.014109734
3.067,-0.01205622,0.005269399
3.068,-0.012064321,-0.023487899
3.069,-0.012072423,-0.005819718
3.07,-0.012080525,-0.010272456
3.071,-0.012088626,-0.029488033
3.072,-0.012096728,0.022677833
3.073,-0.01210483,-0.016450504
3.074,-0.012112931,-0.026858566
3.075,-0.012121032,-0.010511576
3.076,-0.012129132,-0.006136178
3.077,-0.012137231,-0.003998152
3.078,-0.012145329,0.006530121
3.079,-0.012153427,-0.003632907
3.08,-0.012161523,0.037843373
3.081,-0.012169618,0.009722157
3.082,-0.012177711,0.00454919
3.083,-0.012185803,0.021096578
3.084,-0.012193893,0.003044263
3.085,-0.012201981,0.008474179
3.086,-0.012210067,-0.007675125
3.087,-0.012218151,0.015234094
3.088,-0.012226233,-0.020021886
3.089,-0.012234312,-0.011517675
3.09,-0.012242389,0.014246847
3.091,-0.012250463,0.007428135
3.092,-0.012258534,-0.005289822
3.093,-0.012266602,0.000361753
3.094,-0.012274667,0.026234863
3.095,-0.012282728,0.007215519
3.096,-0.012290787,-0.006973669
3.097,-0.012298842,-0.0037369
3.098,-0.012306893,0.008400508
3.099,-0.01231494,-0.022752015
3.1,-0.012322983,0.00980122
3.101,-0.012331022,-0.018994665
3.102,-0.012339057,-0.034249522
3.103,-0.012347088,-0.015456586
3.104,-0.012355113,-0.030510608
3.105,-0.012363135,0.005245847
3.106,-0.012371151,-0.007362116
3.107,-0.012379163,-0.0030526
3.108,-0.012387169,-0.005485432
3.109,-0.01239517,0.008706086
3.11,-0.012403166,-0.014204949
3.111,-0.012411156,0.001598442
3.112,-0.012419141,0.015757004
3.113,-0.01242712,-0.003569428
3.114,-0.012435092,-0.00152495
3.115,-0.012443059,-0.013631728
3.116,-0.01245102,0.008358462
3.117,-0.012458974,-0.003629035
3.118,-0.012466922,-0.001946379
3.119,-0.012474863,0.026346143
3.12,-0.012482797,-0.015820891
3.121,-0.012490724,-0.015454136
3.122,-0.012498644,-0.004809424
3.123,-0.012506557,-0.003416465
3.124,-0.012514463,0.020024048
3.125,-0.012522361,0.005755478
3.126,-0.012530251,0.025423177
3.127,-0.012538134,-0.004294372
3.128,-0.012546009,0.040749643
3.129,-0.012553876,-0.022160113
3.13,-0.012561734,-0.000208248
3.131,-0.012569584,0.013604537
3.132,-0.012577426,0.001629354
3.133,-0.012585259,-0.024685217
3.134,-0.012593083,-0.043540254
3.135,-0.012600899,-0.005020311
3.136,-0.012608705,0.001003163
3.137,-0.012616502,0.018852092
3.138,-0.01262429,-0.015000221
3.139,-0.012632068,-0.011461223
3.14,-0.012639837,0.007852531
3.141,-0.012647596,-0.024863306
3.142,-0.012655345,0.005157445
3.143,-0.012663084,-0.026204528
3.144,-0.012670812,0.001648075
3.145,-0.012678531,0.0053694
3.146,-0.012686239,0.029934302
3.147,-0.012693936,0.000777345
3.148,-0.012701623,0.016919723
3.149,-0.012709298,-0.001374122
3.15,-0.012716963,-0.016225174
3.151,-0.012724616,0.00566064
3.152,-0.012732258,-0.004011361
3.153,-0.012739889,-0.002261735
3.154,-0.012747508,0.003565585
3.155,-0.012755115,-0.014101825
3.156,-0.012762711,-0.011993895
3.157,-0.012770294,-0.016864514
3.158,-0.012777865,-0.012918585
3.159,-0.012785424,0.011750764
3.16,-0.01279297,0.00855837
3.161,-0.012800504,-0.032101389
3.162,-0.012808025,0.009800331
3.163,-0.012815533,-0.019323938
3.164,-0.012823028,0.046513721
3.165,-0.01283051,0.029616414
3.166,-0.012837979,0.001535753
3.167,-0.012845434,0.036879573
3.168,-0.012852876,0.009337618
3.169,-0.012860304,0.00995945
3.17,-0.012867718,0.019461893
3.171,-0.012875118,-0.040447257
3.172,-0.012882503,-0.003241914
3.173,-0.012889875,0.041052647
3.174,-0.012897232,0.000547026
3.175,-0.012904574,0.006092208
3.176,-0.012911902,-0.00520556
3.177,-0.012919215,-0.020724041
3.178,-0.012926513,-0.012305317
3.179,-0.012933795,0.000560871
3.18,-0.012941063,0.00112038
3.181,-0.012948315,0.018149199
3.182,-0.012955551,-0.011544196
3.183,-0.012962772,0.00039287
3.184,-0.012969977,0.003001087
3.185,-0.012977166,0.013852719
3.186,-0.012984338,-0.021374986
3.187,-0.012991495,-0.011328645
3.188,-0.012998635,-0.001508557
3.189,-0.013005758,-0.007574283
3.19,-0.013012865,0.012063359
3.191,-0.013019955,-0.01303113
3.192,-0.013027028,-0.030679476
3.193,-0.013034084,-0.013210409
3.194,-0.013041123,0.019066546
3.195,-0.013048144,0.01439958
3.196,-0.013055147,-0.009505117
3.197,-0.013062133,-0.010254553
3.198,-0.013069101,-0.046853021
3.199,-0.013076052,-0.003884828
3.2,-0.013082984,-0.020377081
3.201,-0.013089898,0.010905786
3.202,-0.013096793,0.02992228
3.203,-0.01310367,-0.016056744
3.204,-0.013110528,0.014795222
3.205,-0.013117368,0.010534045
3.206,-0.013124188,0.024001623
3.207,-0.01313099,0.026633963
3.208,-0.013137772,-0.010903637
3.209,-0.013144535,0.023118308
3.21,-0.013151279,-0.002615399
3.211,-0.013158002,-0.004536284
3.212,-0.013164706,0.010023112
3.213,-0.013171391,-0.025335247
3.214,-0.013178055,-0.004807252
3.215,-0.013184699,0.015703065
3.216,-0.013191322,-0.034392409
3.217,-0.013197925,0.007903291
3.218,-0.013204508,-0.015968382
3.219,-0.01321107,-0.02531313
3.22,-0.013217611,-0.016853537
3.221,-0.01322413,0.01416931
3.222,-0.013230629,-0.014416867
3.223,-0.013237107,-0.007692264
3.224,-0.013243563,-0.011421076
3.225,-0.013249997,-0.015067103
3.226,-0.01325641,-0.024171233
3.227,-0.013262801,-0.008557337
3.228,-0.01326917,-0.030805206
3.229,-0.013275517,-0.003459283
3.23,-0.013281842,-0.010575334
3.231,-0.013288144,-0.011091698
3.232,-0.013294424,-0.023159508
3.233,-0.013300681,-0.034212988
3.234,-0.013306915,-0.009181344
3.235,-0.013313127,-0.010891307
3.236,-0.013319315,-0.012650758
3.237,-0.01332548,0.011831257
3.238,-0.013331622,-0.041016754
3.239,-0.01333774,-0.004511367
3.24,-0.013343835,-0.019713879
3.241,-0.013349906,0.003551763
3.242,-0.013355953,-0.016868034
3.243,-0.013361976,-0.004242683
3.244,-0.013367975,0.000548119
3.245,-0.01337395,-0.017766248
3.246,-0.013379901,-0.035503179
3.247,-0.013385826,0.004867442
3.248,-0.013391727,0.009172577
3.249,-0.013397604,0.005409217
3.25,-0.013403455,0.031879317
3.251,-0.013409281,-0.00964772
3.252,-0.013415083,-0.014329224
3.253,-0.013420858,0.013042497
3.254,-0.013426609,-0.026764888
3.255,-0.013432333,-0.009902836
3.256,-0.013438032,-0.004651856
3.257,-0.013443705,0.014055411
3.258,-0.013449352,-0.004286198
3.259,-0.013454973,-0.024195651
3.26,-0.013460568,-0.033323303
3.261,-0.013466136,-0.02997358
3.262,-0.013471678,-0.012208724
3.263,-0.013477193,0.008475183
3.264,-0.013482682,-2.65E-05
3.265,-0.013488143,-0.018115733
3.266,-0.013493577,-0.017174361
3.267,-0.013498985,-0.032259174
3.268,-0.013504364,0.00171235
3.269,-0.013509717,-0.01061825
3.27,-0.013515042,-0.019267926
3.271,-0.013520339,-0.003775533
3.272,-0.013525608,-0.033273056
3.273,-0.01353085,-0.018006969
3.274,-0.013536063,-0.030252909
3.275,-0.013541248,-0.027278535
3.276,-0.013546405,-0.057208825
3.277,-0.013551533,0.004570487
3.278,-0.013556633,-0.019495036
3.279,-0.013561704,-0.004651515
3.28,-0.013566746,-0.027793461
3.281,-0.013571759,-0.010885549
3.282,-0.013576743,-0.014044155
3.283,-0.013581698,-0.041463636
3.284,-0.013586623,-0.002468012
3.285,-0.013591519,-0.02766409
3.286,-0.013596385,-0.030704828
3.287,-0.013601222,-0.035215009
3.288,-0.013606028,-0.012708889
3.289,-0.013610805,-0.034465965
3.29,-0.013615552,-0.005392883
3.291,-0.013620268,-0.016189611
3.292,-0.013624954,-0.036475573
3.293,-0.01362961,-0.025837986
3.294,-0.013634235,-0.037514668
3.295,-0.013638829,-0.055013195
3.296,-0.013643392,-0.031972986
3.297,-0.013647924,-0.041299056
3.298,-0.013652426,-0.02432467
3.299,-0.013656896,0.001964193
3.3,-0.013661334,-0.015733635
3.301,-0.013665742,0.010931944
3.302,-0.013670117,-0.033103578
3.303,-0.013674461,-0.034706496
3.304,-0.013678773,-0.051165111
3.305,-0.013683053,-0.045343418
3.306,-0.013687301,-0.026694678
3.307,-0.013691517,-0.015908042
3.308,-0.0136957,-0.058889367
3.309,-0.013699852,-0.04416611
3.31,-0.01370397,-0.038949173
3.311,-0.013708056,-0.018699827
3.312,-0.013712109,-0.00235812
3.313,-0.013716129,-0.042266838
3.314,-0.013720116,-0.030132968
3.315,-0.01372407,-0.020002656
3.316,-0.013727991,-0.047722686
3.317,-0.013731878,-0.012234824
3.318,-0.013735732,-0.046695665
3.319,-0.013739552,-0.051816288
3.32,-0.013743338,-0.030757794
3.321,-0.013747091,-0.031415701
3.322,-0.013750809,-0.048308682
3.323,-0.013754494,-0.048362754
3.324,-0.013758144,-0.000541824
3.325,-0.01376176,-0.00732208
3.326,-0.013765341,-0.057564687
3.327,-0.013768888,-0.030338669
3.328,-0.013772401,-0.060617693
3.329,-0.013775878,-0.05417487
3.33,-0.013779321,-0.043237749
3.331,-0.013782728,-0.014281888
3.332,-0.013786101,-0.030799687
3.333,-0.013789438,-0.029549604
3.334,-0.01379274,-0.031106373
3.335,-0.013796007,-0.022496486
3.336,-0.013799237,-0.014562598
3.337,-0.013802433,-0.014128107
3.338,-0.013805592,-0.034651119
3.339,-0.013808716,-0.026413949
3.34,-0.013811803,-0.050588723
3.341,-0.013814855,-0.025009124
3.342,-0.01381787,-0.024734007
3.343,-0.013820849,-0.047127675
3.344,-0.013823791,-0.048667572
3.345,-0.013826697,-0.055748161
3.346,-0.013829566,-0.047734149
3.347,-0.013832399,-0.042046066
3.348,-0.013835194,-0.029252211
3.349,-0.013837953,-0.034440801
3.35,-0.013840674,-0.052487724
3.351,-0.013843359,-0.029483961
3.352,-0.013846006,-0.037842922
3.353,-0.013848615,-0.017747613
3.354,-0.013851187,-0.017500307
3.355,-0.013853722,-0.026936416
3.356,-0.013856218,-0.039378565
3.357,-0.013858677,-0.038673501
3.358,-0.013861098,-0.042892363
3.359,-0.013863481,-0.056772832
3.36,-0.013865826,-0.009320283
3.361,-0.013868133,-0.05121332
3.362,-0.013870401,-0.008190138
3.363,-0.013872631,-0.025480274
3.364,-0.013874822,-0.059029512
3.365,-0.013876975,-0.037020728
3.366,-0.013879088,-0.04163257
3.367,-0.013881163,-0.046294339
3.368,-0.013883199,-0.051158439
3.369,-0.013885196,-0.036027405
3.37,-0.013887154,-0.040733881
3.371,-0.013889073,-0.034921449
3.372,-0.013890952,-0.044357505
3.373,-0.013892792,-0.055038217
3.374,-0.013894592,-0.073355541
3.375,-0.013896353,-0.0191292
3.376,-0.013898074,-0.057990998
3.377,-0.013899755,-0.036858313
3.378,-0.013901396,-0.059132989
3.379,-0.013902998,-0.038921263
3.38,-0.013904559,-0.0498151
3.381,-0.01390608,-0.04012854
3.382,-0.01390756,-0.056748275
3.383,-0.013909,-0.06818451
3.384,-0.0139104,-0.044237319
3.385,-0.013911759,-0.050847948
3.386,-0.013913078,-0.037541162
3.387,-0.013914355,-0.031985629
3.388,-0.013915592,-0.076709211
3.389,-0.013916788,-0.030604424
3.39,-0.013917943,-0.07128825
3.391,-0.013919057,-0.05070005
3.392,-0.013920129,-0.060503297
3.393,-0.013921161,-0.062580362
3.394,-0.013922151,-0.050925981
3.395,-0.013923099,-0.073373526
