Freq,S21,S31,S32
1.634,-151.59607,-151.64095,-218.57957
1.635,-151.44759,-151.64877,-218.88855
1.636,-151.94702,-151.9666,-219.23828
1.637,-151.62177,-151.86423,-218.87651
1.638,-151.91273,-152.11272,-219.34612
1.639,-152.14767,-152.22244,-219.42232
1.64,-152.18573,-152.30879,-219.55342
1.641,-152.1839,-152.32228,-219.36551
1.642,-152.49051,-152.50511,-219.71812
1.643,-152.37521,-152.61749,-219.82249
1.644,-152.59778,-152.59032,-220.02281
1.645,-152.53546,-152.73645,-220.06213
1.646,-152.74136,-152.74446,-220.30261
1.647,-152.78008,-152.95045,-220.16486
1.648,-152.75555,-152.99826,-220.25366
1.649,-153.03915,-153.07152,-220.39023
1.65,-152.98152,-153.17857,-220.61662
1.651,-153.19705,-153.22961,-220.69196
1.652,-153.41087,-153.33009,-220.77667
1.653,-153.39651,-153.47064,-221.00706
1.654,-153.29453,-153.69641,-221.11256
1.655,-153.53638,-153.7858,-221.15057
1.656,-153.521,-153.6579,-221.18196
1.657,-153.61436,-153.74179,-221.36403
1.658,-153.72284,-153.89848,-221.27844
1.659,-153.89185,-153.91476,-221.71591
1.66,-154.02898,-154.21178,-221.67836
1.661,-153.9164,-154.13551,-222.05272
1.662,-154.25328,-154.30302,-221.94144
1.663,-154.17543,-154.39372,-221.98592
1.664,-154.31947,-154.53256,-222.05138
1.665,-154.37616,-154.54063,-222.22243
1.666,-154.51007,-154.66522,-222.43756
1.667,-154.68811,-154.77551,-222.5675
1.668,-154.74652,-154.82533,-222.61752
1.669,-154.79576,-154.98434,-222.7579
1.67,-155.04272,-155.0705,-222.84682
1.671,-155.07381,-155.19783,-223.1559
1.672,-155.11816,-155.24829,-223.10327
1.673,-155.36186,-155.43222,-223.39034
1.674,-155.29785,-155.52103,-223.49963
1.675,-155.48778,-155.56528,-223.4511
1.676,-155.48346,-155.6006,-223.66008
1.677,-155.73061,-155.72173,-223.57773
1.678,-155.73553,-155.84761,-224.0993
1.679,-155.88966,-156.05905,-224.08244
1.68,-155.7995,-155.99646,-223.8848
1.681,-155.86368,-155.90392,-223.9684
1.682,-156.03847,-156.13536,-224.35239
1.683,-156.19843,-156.31133,-224.47588
1.684,-156.08815,-156.37233,-224.43448
1.685,-156.25688,-156.46072,-224.50609
1.686,-156.4476,-156.72488,-224.73442
1.687,-156.51106,-156.65137,-224.73863
1.688,-156.62836,-156.68384,-224.88499
1.689,-156.72934,-156.97137,-225.03058
1.69,-156.81049,-156.94473,-225.13319
1.691,-156.91995,-157.09157,-225.31003
1.692,-157.02043,-157.17976,-225.52538
1.693,-157.19998,-157.29715,-225.38231
1.694,-157.35056,-157.58194,-225.68095
1.695,-157.24767,-157.68677,-225.45483
1.696,-157.52876,-157.66913,-225.72534
1.697,-157.63492,-157.65161,-225.93987
1.698,-157.63947,-157.7317,-225.87384
1.699,-157.57271,-157.7953,-225.9778
1.7,-157.67928,-157.97844,-226.1497
1.701,-157.84653,-158.00984,-226.31398
1.702,-158.12143,-158.21442,-226.51938
1.703,-158.10919,-158.32152,-226.64911
1.704,-157.97736,-158.25536,-226.50848
1.705,-158.38354,-158.29173,-226.78891
1.706,-158.38065,-158.65311,-226.81415
1.707,-158.51727,-158.80367,-227.1089
1.708,-158.5751,-158.84731,-227.1312
1.709,-158.57907,-158.81714,-227.33147
1.71,-158.73178,-158.96179,-227.47379
1.711,-158.63062,-158.89822,-227.27122
1.712,-158.76057,-158.91924,-227.46066
1.713,-159.07091,-159.36189,-227.78703
1.714,-159.2083,-159.48344,-227.84532
1.715,-159.18611,-159.40326,-227.87535
1.716,-159.38069,-159.56357,-228.20433
1.717,-159.54562,-159.54878,-228.01801
1.718,-159.58185,-159.7986,-228.23946
1.719,-159.57259,-159.75914,-228.41045
1.72,-159.53236,-159.8354,-228.39066
1.721,-159.78358,-159.99831,-228.57433
1.722,-159.80267,-159.98788,-228.64699
1.723,-159.93454,-160.00648,-228.56725
1.724,-160.05037,-160.19708,-228.85928
1.725,-160.00764,-160.30034,-228.83827
1.726,-160.34958,-160.45084,-229.13538
1.727,-160.2542,-160.50272,-229.18033
1.728,-160.36679,-160.52374,-229.18022
1.729,-160.53439,-160.71829,-229.40141
1.73,-160.87805,-160.8289,-229.66733
1.731,-160.54829,-160.83841,-229.60284
1.732,-160.97783,-161.11908,-229.79248
1.733,-161.12256,-161.41153,-230.004
1.734,-161.00441,-161.18695,-230.04143
1.735,-160.97189,-161.15746,-229.87357
1.736,-161.16672,-161.33276,-230.1599
1.737,-161.23021,-161.30264,-230.22609
1.738,-161.56665,-161.73553,-230.26224
1.739,-161.46349,-161.65173,-230.44176
1.74,-161.64935,-161.71083,-230.57526
1.741,-161.86699,-161.8441,-230.69447
1.742,-161.77335,-161.97383,-230.81403
1.743,-161.95872,-162.20573,-230.93837
1.744,-161.89944,-162.08379,-230.9937
1.745,-162.23341,-162.2253,-231.22769
1.746,-162.17233,-162.30789,-231.28444
1.747,-162.29895,-162.52635,-231.30756
1.748,-162.44061,-162.58408,-231.43675
1.749,-162.3159,-162.64073,-231.50104
1.75,-162.66838,-162.73058,-231.78537
1.751,-162.69098,-163.02278,-231.9623
1.752,-162.88979,-162.89308,-232.12633
1.753,-162.7433,-163.01945,-232.03598
1.754,-162.86591,-163.25247,-232.00787
1.755,-163.06064,-163.4021,-232.21231
1.756,-163.0829,-163.32785,-232.42213
1.757,-163.46385,-163.56935,-232.7007
1.758,-163.31186,-163.57425,-232.5672
1.759,-163.51366,-163.63718,-232.858
1.76,-163.4984,-163.69038,-232.78181
1.761,-163.62216,-163.75085,-232.90659
1.762,-163.73589,-163.92812,-232.96202
1.763,-163.75323,-163.98212,-233.06543
1.764,-163.98076,-164.14458,-233.27405
1.765,-164.1805,-164.2827,-233.32303
1.766,-164.19078,-164.35405,-233.3165
1.767,-164.13284,-164.43954,-233.54753
1.768,-164.36157,-164.52408,-233.61731
1.769,-164.33223,-164.43753,-233.54771
1.77,-164.50414,-164.68916,-233.88486
1.771,-164.41917,-164.79434,-234.03171
1.772,-164.78351,-164.96068,-234.14796
1.773,-164.76605,-164.90825,-234.07573
1.774,-164.89906,-165.05222,-234.20303
1.775,-164.88365,-165.04416,-234.38579
1.776,-164.99435,-165.37172,-234.51662
1.777,-165.25276,-165.33815,-234.57001
1.778,-165.34209,-165.41528,-234.6935
1.779,-165.26199,-165.35368,-234.54059
1.78,-165.42896,-165.59801,-234.82527
1.781,-165.46542,-165.79616,-235.0005
1.782,-165.79787,-165.75525,-235.12102
1.783,-165.75301,-166.00507,-235.0556
1.784,-165.96236,-166.11612,-235.38127
1.785,-165.69858,-166.035,-235.33652
1.786,-165.9919,-166.25146,-235.51776
1.787,-166.17847,-166.39946,-235.60541
1.788,-166.18094,-166.22728,-235.75641
1.789,-166.38802,-166.40698,-235.73349
1.79,-166.43344,-166.67574,-236.04562
1.791,-166.5611,-166.6833,-236.22012
1.792,-166.60634,-166.88326,-236.25688
1.793,-166.78883,-166.95395,-236.20059
1.794,-166.67502,-167.04802,-236.31073
1.795,-166.99762,-167.17462,-236.43031
1.796,-166.99776,-167.24991,-236.82819
1.797,-167.29103,-167.26233,-236.70387
1.798,-167.08739,-167.37762,-236.83086
1.799,-167.43156,-167.46782,-236.97186
1.8,-167.27405,-167.4353,-237.12228
1.801,-167.41209,-167.73056,-237.06169
1.802,-167.54776,-167.91109,-237.3656
1.803,-167.70587,-167.93011,-237.23425
1.804,-167.84622,-167.97739,-237.49472
1.805,-167.8358,-168.13641,-237.46524
1.806,-168.0108,-168.24171,-237.73734
1.807,-168.10318,-168.22523,-237.68217
1.808,-168.17133,-168.2655,-237.77007
1.809,-168.46033,-168.61862,-238.10684
1.81,-168.32388,-168.42746,-237.92776
1.811,-168.67743,-168.67465,-238.01595
1.812,-168.49919,-168.73912,-238.34573
1.813,-168.48416,-168.8437,-238.23424
1.814,-168.84056,-168.99567,-238.51628
1.815,-168.89214,-169.15904,-238.67679
1.816,-168.84329,-169.17879,-238.69785
1.817,-169.04434,-169.27365,-238.79953
1.818,-169.12776,-169.38593,-238.89198
1.819,-169.27203,-169.53986,-238.99304
1.82,-169.45576,-169.47498,-239.13799
1.821,-169.33965,-169.53868,-239.17036
1.822,-169.50206,-169.66019,-239.3036
1.823,-169.6633,-169.76291,-239.42616
1.824,-169.6244,-169.72658,-239.36392
1.825,-169.70869,-170.07304,-239.52376
1.826,-169.93419,-170.07278,-239.6367
1.827,-170.08583,-170.14827,-239.7659
1.828,-170.03523,-170.28416,-239.84393
1.829,-170.06987,-170.25041,-239.86119
1.83,-170.24765,-170.42014,-240.12749
1.831,-170.33994,-170.49947,-240.06548
1.832,-170.28067,-170.62708,-240.13416
1.833,-170.32802,-170.77165,-240.34143
1.834,-170.6913,-170.69601,-240.28171
1.835,-170.71266,-170.98709,-240.54271
1.836,-170.70903,-170.93114,-240.54358
1.837,-170.92104,-171.19086,-240.60516
1.838,-171.1618,-171.30756,-240.95171
1.839,-171.11989,-171.27559,-240.89799
1.84,-171.18683,-171.33865,-240.88567
1.841,-171.33409,-171.54036,-241.18152
1.842,-171.3929,-171.66777,-241.24023
1.843,-171.4321,-171.69972,-241.34372
1.844,-171.4767,-171.77248,-241.35416
1.845,-171.68283,-171.86934,-241.61169
1.846,-172.00462,-172.20888,-241.71709
1.847,-171.93881,-172.0764,-241.69855
1.848,-172.02118,-172.2809,-242.06609
1.849,-172.03062,-172.32643,-241.81271
1.85,-172.17427,-172.28459,-241.9586
1.851,-172.23607,-172.33658,-241.91609
1.852,-172.31912,-172.46124,-242.02365
1.853,-172.54118,-172.71819,-242.40279
1.854,-172.47832,-172.68217,-242.2787
1.855,-172.69742,-172.74324,-242.57504
1.856,-172.66574,-173.01683,-242.52745
1.857,-172.90956,-173.0504,-242.8344
1.858,-173.0631,-173.16153,-242.90005
1.859,-172.99385,-173.12465,-242.77307
1.86,-173.27739,-173.35771,-242.79865
1.861,-173.3774,-173.60405,-243.1067
1.862,-173.2113,-173.39642,-243.03952
1.863,-173.27118,-173.72591,-243.17995
1.864,-173.15709,-173.48763,-243.14455
1.865,-173.58664,-173.7934,-243.47758
1.866,-173.68964,-173.76717,-243.47855
1.867,-173.80815,-174.02852,-243.57753
1.868,-173.92267,-173.94243,-243.75569
1.869,-173.86966,-174.06895,-243.65222
1.87,-174.13652,-174.32721,-243.79202
1.871,-174.16496,-174.20998,-243.95207
1.872,-174.27628,-174.66045,-244.09514
1.873,-174.27322,-174.45279,-244.0363
1.874,-174.30594,-174.6396,-244.19975
1.875,-174.4785,-174.76608,-244.44043
1.876,-174.6304,-174.97487,-244.34915
1.877,-174.57668,-174.99127,-244.33644
1.878,-174.96759,-175.06647,-244.62566
1.879,-175.02409,-175.37924,-244.78702
1.88,-175.17345,-175.33032,-244.91393
1.881,-174.95493,-175.25426,-244.75937
1.882,-175.29634,-175.40521,-245.10696
1.883,-175.29892,-175.54961,-245.00888
1.884,-175.37357,-175.68881,-245.03123
1.885,-175.54623,-175.86108,-245.31053
1.886,-175.62991,-176.03323,-245.41794
1.887,-175.83632,-175.9304,-245.39471
1.888,-175.75125,-175.96468,-245.48575
1.889,-175.98604,-176.08768,-245.44968
1.89,-176.10254,-176.08752,-245.85086
1.891,-176.17148,-176.5062,-245.98106
1.892,-176.26181,-176.58131,-245.83102
1.893,-176.33086,-176.479,-245.92722
1.894,-176.38863,-176.51299,-246.0235
1.895,-176.54478,-176.87755,-246.3394
1.896,-176.65009,-176.81708,-246.27553
1.897,-176.65375,-176.96819,-246.4285
1.898,-176.72162,-177.04886,-246.44438
1.899,-176.92233,-177.08519,-246.65628
1.9,-176.95906,-177.2448,-246.72903
1.901,-177.08583,-177.37477,-246.63649
1.902,-176.93898,-177.17816,-246.74709
1.903,-177.35486,-177.5825,-247.01071
1.904,-177.49258,-177.62622,-247.07404
1.905,-177.49434,-177.63805,-247.12718
1.906,-177.53313,-177.82826,-247.1107
1.907,-177.70421,-177.84727,-247.44087
1.908,-177.72534,-177.91371,-247.19843
1.909,-177.72842,-178.04419,-247.38574
1.91,-177.95924,-178.16008,-247.61696
1.911,-177.88321,-178.21523,-247.67683
1.912,-178.12491,-178.35347,-247.66539
1.913,-178.16101,-178.27138,-247.88696
1.914,-178.34003,-178.59067,-247.97838
1.915,-178.41707,-178.56052,-247.92038
1.916,-178.35974,-178.60509,-247.98073
1.917,-178.53461,-178.81996,-248.01511
1.918,-178.63777,-178.88007,-248.16728
1.919,-178.8622,-179.03395,-248.24989
1.92,-178.73218,-179.04933,-248.29558
1.921,-179.05417,-179.19981,-248.41434
1.922,-179.12491,-179.35693,-248.64845
1.923,-179.08958,-179.4234,-248.61739
1.924,-179.12898,-179.43604,-248.59451
1.925,-179.2466,-179.51341,-248.81636
1.926,-179.42014,-179.71327,-248.9648
1.927,-179.68037,-179.5983,-249.10567
1.928,-179.66386,-179.6552,-249.12279
1.929,-179.7356,-179.9547,-249.20451
1.93,-179.9014,-180.02313,-249.27248
1.931,-179.79752,-180.07808,-249.203
1.932,-179.95488,-180.11592,-249.23828
1.933,-179.87502,-180.24947,-249.17186
1.934,-180.20721,-180.3719,-249.53236
1.935,-180.3791,-180.46268,-249.60757
1.936,-180.50577,-180.53806,-249.94629
1.937,-180.48863,-180.56033,-249.67484
1.938,-180.7027,-180.86635,-249.99211
1.939,-180.81129,-180.91669,-249.90305
1.94,-180.65871,-181.03444,-249.96259
1.941,-180.95279,-181.08292,-250.19754
1.942,-180.8634,-181.03476,-250.09019
1.943,-181.11533,-181.31956,-250.47137
1.944,-181.17651,-181.28313,-250.30496
1.945,-181.42896,-181.55177,-250.48213
1.946,-181.47423,-181.60643,-250.49072
1.947,-181.68288,-181.78229,-250.86496
1.948,-181.61728,-181.82143,-250.7984
1.949,-181.87701,-181.77631,-250.77739
1.95,-181.82094,-181.92143,-251.07683
1.951,-181.77806,-181.98486,-251.02692
1.952,-181.8694,-182.017,-250.91754
1.953,-182.12735,-182.35075,-251.02145
1.954,-182.16148,-182.44073,-251.18106
1.955,-182.19559,-182.52516,-251.23979
1.956,-182.36754,-182.50446,-251.39667
1.957,-182.76215,-182.57979,-251.62756
1.958,-182.62376,-182.86348,-251.66417
1.959,-182.64211,-182.97377,-251.48099
1.96,-182.74686,-183.06891,-251.66933
1.961,-183.00456,-183.03198,-251.69838
1.962,-183.07637,-183.18867,-251.87679
1.963,-183.18205,-183.20816,-251.99223
1.964,-183.2168,-183.35637,-252.1398
1.965,-183.36754,-183.52161,-252.21211
1.966,-183.23656,-183.40723,-252.23793
1.967,-183.53441,-183.72913,-252.19095
1.968,-183.44286,-183.68744,-252.43945
1.969,-183.73495,-183.79942,-252.49748
1.97,-183.76778,-183.81107,-252.45148
1.971,-183.98924,-184.09204,-252.68222
1.972,-184.13701,-184.02895,-252.76154
1.973,-184.07626,-184.18002,-252.71021
1.974,-184.19093,-184.50305,-252.82112
1.975,-184.37273,-184.54398,-252.83315
1.976,-184.37526,-184.58563,-253.05656
1.977,-184.31335,-184.56509,-252.90065
1.978,-184.52954,-184.65689,-253.03415
1.979,-184.42696,-184.61073,-253.27748
1.98,-184.60197,-184.7941,-253.20641
1.981,-184.8969,-184.98174,-253.295
1.982,-184.83368,-184.89958,-253.28804
1.983,-184.981,-185.09727,-253.49327
1.984,-185.17311,-185.23576,-253.59288
1.985,-185.22459,-185.38358,-253.56264
1.986,-185.45436,-185.52965,-253.75746
1.987,-185.20016,-185.44641,-253.68457
1.988,-185.56491,-185.68184,-253.77109
1.989,-185.47729,-185.63443,-253.88753
1.99,-185.57816,-185.83301,-253.93221
1.991,-185.67851,-185.99551,-254.14885
1.992,-186.00568,-186.07991,-254.22401
1.993,-186.05197,-186.21823,-254.29086
1.994,-186.12221,-186.27292,-254.32176
1.995,-186.18648,-186.24356,-254.27095
1.996,-186.34056,-186.56566,-254.22363
1.997,-186.46236,-186.72247,-254.67946
1.998,-186.25449,-186.52406,-254.55246
1.999,-186.55884,-186.80814,-254.7621
2,-186.58327,-186.89561,-254.73981
2.001,-186.66058,-186.86198,-254.77191
2.002,-186.83156,-186.89305,-254.68781
2.003,-186.71024,-187.20081,-254.90536
2.004,-186.92027,-187.15887,-254.95657
2.005,-187.14497,-187.25206,-255.14311
2.006,-187.21364,-187.43942,-255.01555
2.007,-187.06828,-187.38145,-254.92734
2.008,-187.3006,-187.62688,-255.18828
2.009,-187.32799,-187.4993,-255.2533
2.01,-187.72084,-187.80591,-255.49312
2.011,-187.46707,-187.77467,-255.04457
2.012,-187.70236,-187.86345,-255.35742
2.013,-187.72435,-188.0108,-255.68256
2.014,-187.89526,-188.16028,-255.76097
2.015,-187.89261,-188.11865,-255.62221
2.016,-188.39462,-188.37361,-255.87143
2.017,-188.26837,-188.57631,-255.90892
2.018,-188.24405,-188.27979,-255.66475
2.019,-188.38745,-188.56386,-255.91725
2.02,-188.67647,-188.75516,-256.0614
2.021,-188.88049,-188.58685,-256.22766
2.022,-188.78253,-188.85019,-256.12344
2.023,-188.73149,-189.01921,-256.36145
2.024,-188.97585,-189.08566,-256.04932
2.025,-189.27551,-189.49306,-256.55661
2.026,-189.06003,-189.23648,-256.35788
2.027,-189.32076,-189.48236,-256.50375
2.028,-189.38016,-189.47,-256.58304
2.029,-189.27089,-189.34384,-256.63309
2.03,-189.50864,-189.61285,-256.50262
2.031,-189.4129,-189.65932,-256.59625
2.032,-189.68903,-189.8297,-256.6413
2.033,-189.7663,-190.06584,-256.96124
2.034,-189.77074,-190.00784,-256.81635
2.035,-189.97232,-190.12534,-256.76898
2.036,-190.13704,-190.31358,-257.01025
2.037,-190.21307,-190.42632,-256.93964
2.038,-190.30518,-190.55083,-257.10043
2.039,-190.26584,-190.31297,-257.05881
2.04,-190.47748,-190.431,-257.23318
2.041,-190.59372,-190.72997,-257.29376
2.042,-190.69536,-190.83096,-257.35663
2.043,-190.79167,-190.91167,-257.4433
2.044,-190.7986,-191.06242,-257.43033
2.045,-190.93219,-190.95494,-257.29166
2.046,-191.01332,-191.1485,-257.41464
2.047,-191.0619,-191.18193,-257.48425
2.048,-191.21983,-191.39111,-257.69772
2.049,-191.34755,-191.68741,-257.76776
2.05,-191.64177,-191.5918,-257.98831
2.051,-191.46225,-191.71918,-257.8476
2.052,-191.60159,-191.85228,-257.82565
2.053,-191.72476,-191.91219,-257.72083
2.054,-191.88492,-192.0759,-258.10327
2.055,-191.99055,-192.28986,-257.92477
2.056,-191.98608,-192.12752,-258.05829
2.057,-192.22639,-192.20103,-258.12781
2.058,-192.3132,-192.47888,-258.37134
2.059,-192.47224,-192.58493,-258.39005
2.06,-192.39145,-192.49461,-258.37177
2.061,-192.59792,-192.64685,-258.31387
2.062,-192.53804,-192.65709,-258.44235
2.063,-192.44186,-192.67787,-258.33069
2.064,-192.79506,-192.90018,-258.44623
2.065,-192.9464,-193.02071,-258.60345
2.066,-193.01744,-193.13779,-258.5954
2.067,-193.01547,-193.14487,-258.58633
2.068,-193.3174,-193.66632,-258.88715
2.069,-193.23851,-193.20059,-258.81131
2.07,-193.32909,-193.53166,-258.78644
2.071,-193.47786,-193.51289,-258.8732
2.072,-193.66696,-193.54811,-258.95096
2.073,-193.60931,-193.767,-258.9014
2.074,-193.65164,-193.7785,-258.95651
2.075,-193.90887,-194.05725,-259.02512
2.076,-193.79881,-194.08768,-259.21146
2.077,-193.97263,-193.97223,-259.14505
2.078,-194.16376,-194.25748,-259.15244
2.079,-194.01683,-194.20164,-259.20389
2.08,-194.30067,-194.4744,-259.25241
2.081,-194.2981,-194.56442,-259.25397
2.082,-194.27179,-194.50839,-259.30328
2.083,-194.63499,-194.85416,-259.51926
2.084,-194.77319,-195.05963,-259.59128
2.085,-195.06799,-195.00392,-259.64221
2.086,-194.91434,-194.87923,-259.45609
2.087,-195.12029,-195.23845,-259.67276
2.088,-194.97995,-195.2188,-259.7168
2.089,-195.25516,-195.11795,-259.37756
2.09,-195.30124,-195.34616,-259.647
2.091,-195.49442,-195.55309,-259.97751
2.092,-195.5838,-195.53465,-259.92169
2.093,-195.63127,-195.41653,-259.75894
2.094,-195.58089,-195.73192,-259.82709
2.095,-195.80154,-195.80186,-260.04636
2.096,-196.1268,-195.92241,-260.00549
2.097,-195.96997,-196.06564,-259.81522
2.098,-196.02031,-196.03595,-259.65793
2.099,-196.02925,-196.21176,-260.10635
2.1,-196.36275,-196.49771,-259.96506
2.101,-196.37489,-196.54549,-260.17859
2.102,-196.36664,-196.49599,-260.20886
2.103,-196.50269,-196.76253,-260.27979
2.104,-196.69466,-196.77574,-260.08957
2.105,-196.57462,-196.56934,-260.05444
2.106,-196.71002,-196.95485,-260.13611
2.107,-196.7925,-197.08769,-260.4068
2.108,-196.98499,-197.17418,-260.59277
2.109,-197.06824,-197.03543,-260.3667
2.11,-197.18565,-197.36176,-260.41437
2.111,-197.28793,-197.42621,-260.63242
2.112,-197.51299,-197.63885,-260.51331
2.113,-197.59372,-197.70908,-260.64468
2.114,-197.56441,-197.78752,-260.64291
2.115,-197.80827,-197.74855,-260.49319
2.116,-197.72414,-197.92059,-260.59952
2.117,-197.9313,-197.99533,-260.64767
2.118,-197.95541,-198.09203,-260.63605
2.119,-197.98701,-198.1236,-260.66315
2.12,-198.05746,-198.08296,-260.55359
2.121,-198.26645,-198.31592,-260.71777
2.122,-198.14975,-198.25142,-260.78796
2.123,-198.50374,-198.61148,-260.76733
2.124,-198.71227,-198.617,-261.20242
2.125,-198.78273,-198.90138,-260.84299
2.126,-198.78775,-198.90706,-260.96698
2.127,-198.72809,-198.73921,-260.83749
2.128,-198.82582,-199.02359,-260.74921
2.129,-199.07057,-199.23251,-261.21921
2.13,-199.13864,-199.0928,-260.84036
2.131,-199.33635,-199.4429,-260.88721
2.132,-199.24197,-199.47713,-261.08472
2.133,-199.42371,-199.41931,-261.01071
2.134,-199.47229,-199.72859,-261.38974
2.135,-199.55656,-199.812,-261.23837
2.136,-199.6497,-199.69722,-261.01736
2.137,-199.76588,-199.89659,-261.14233
2.138,-199.8176,-199.88655,-261.02808
2.139,-200.04008,-200.07274,-261.2182
2.14,-200.1059,-200.20026,-261.29877
2.141,-200.02055,-200.04091,-261.18469
2.142,-200.14079,-200.3228,-261.17615
2.143,-200.35454,-200.60352,-261.23257
2.144,-200.35515,-200.60895,-261.2926
2.145,-200.38188,-200.60402,-261.18094
2.146,-200.81306,-200.7708,-261.33176
2.147,-200.93437,-200.87636,-261.34387
2.148,-200.74103,-200.7484,-261.33203
2.149,-200.96262,-200.97089,-261.22025
2.15,-201.11206,-201.00618,-261.47278
2.151,-201.3933,-201.27077,-261.41656
2.152,-201.30685,-201.37598,-261.54858
2.153,-201.35571,-201.36024,-261.44687
2.154,-201.49663,-201.56,-261.52866
2.155,-201.58833,-201.58344,-261.60522
2.156,-201.4819,-201.63744,-261.37622
2.157,-201.71671,-201.6438,-261.28085
2.158,-201.75435,-201.79277,-261.3681
2.159,-201.78792,-201.86996,-261.24188
2.16,-201.99551,-202.13272,-261.42532
2.161,-202.18068,-202.13124,-261.51758
2.162,-202.38948,-202.28755,-261.65088
2.163,-202.18153,-202.37662,-261.49478
2.164,-202.17578,-202.47813,-261.19348
2.165,-202.49863,-202.57816,-261.41818
2.166,-202.71774,-202.77347,-261.55063
2.167,-202.7338,-202.67,-261.59695
2.168,-202.75777,-202.73599,-261.33792
2.169,-202.72919,-202.94217,-261.50629
2.17,-202.95331,-202.97623,-261.52887
2.171,-203.14354,-203.13855,-261.57288
2.172,-203.27222,-203.23781,-261.50418
2.173,-203.50003,-203.57994,-261.68774
2.174,-203.3644,-203.34979,-261.26807
2.175,-203.59865,-203.5289,-261.40411
2.176,-203.51807,-203.58252,-261.61783
2.177,-203.61603,-203.56586,-261.39108
2.178,-203.87737,-203.85162,-261.41647
2.179,-203.70547,-203.81766,-261.4137
2.18,-203.72685,-203.86446,-261.4563
2.181,-204.0356,-204.00362,-261.35333
2.182,-204.13774,-204.08618,-261.3833
2.183,-204.22171,-204.12547,-261.3024
2.184,-204.15018,-204.39827,-261.39078
2.185,-204.20978,-204.52924,-261.42786
2.186,-204.3846,-204.4252,-261.24826
2.187,-204.68848,-204.54782,-261.45496
2.188,-204.80687,-204.8006,-261.37518
2.189,-204.78947,-204.71053,-261.33954
2.19,-204.77422,-204.65517,-261.13428
2.191,-204.91716,-204.93051,-261.07962
2.192,-204.89668,-204.95883,-261.41147
2.193,-205.31027,-205.34657,-261.53162
2.194,-205.20241,-205.25989,-261.36084
2.195,-205.25926,-205.2059,-261.30301
2.196,-205.5056,-205.56029,-261.32571
2.197,-205.48975,-205.74683,-261.46347
2.198,-205.62527,-205.61478,-261.13269
2.199,-205.79317,-205.73969,-261.42938
2.2,-205.82684,-205.97028,-261.24878
2.201,-206.14145,-206.02589,-261.35361
2.202,-206.05403,-205.98877,-261.23633
2.203,-206.03951,-206.22557,-261.20163
2.204,-206.33719,-206.35918,-261.42227
2.205,-206.35693,-206.32047,-261.2106
2.206,-206.35027,-206.33241,-261.19391
2.207,-206.51292,-206.60033,-261.24399
2.208,-206.61652,-206.66278,-261.15491
2.209,-206.91544,-206.90959,-261.04907
2.21,-206.85471,-206.80273,-261.15732
2.211,-206.76262,-206.71503,-261.07132
2.212,-207.06685,-207.132,-260.95987
2.213,-206.91911,-207.17177,-260.95889
2.214,-207.04721,-207.28532,-261.01031
2.215,-207.14461,-207.24234,-260.87106
2.216,-207.4406,-207.40639,-261.09177
2.217,-207.58276,-207.55783,-260.97659
2.218,-207.60585,-207.66977,-260.81149
2.219,-207.63441,-207.65359,-261.15085
2.22,-207.80605,-207.80791,-260.76627
2.221,-207.86086,-207.90776,-260.88235
2.222,-207.73125,-207.78421,-260.44604
2.223,-207.87082,-207.96342,-260.77405
2.224,-207.91367,-208.08052,-260.5065
2.225,-208.15877,-208.09966,-260.44965
2.226,-208.28497,-208.23347,-260.50232
2.227,-208.48268,-208.4151,-260.63943
2.228,-208.49982,-208.47209,-260.54068
2.229,-208.45534,-208.52951,-260.60934
2.23,-208.63702,-208.73071,-260.46832
2.231,-209.04701,-208.88985,-260.37137
2.232,-208.81583,-208.8136,-260.56665
2.233,-209.09915,-209.00378,-260.34888
2.234,-209.03709,-209.04781,-260.26001
2.235,-209.38777,-209.21587,-260.10321
2.236,-209.13156,-209.09152,-260.27777
2.237,-209.27948,-209.50893,-260.17737
2.238,-209.53474,-209.48132,-260.12732
2.239,-209.54214,-209.5968,-260.04501
2.24,-209.84827,-209.59286,-260.07336
2.241,-209.64633,-209.63922,-259.94205
2.242,-209.78839,-209.8324,-259.83704
2.243,-209.92581,-210.08276,-259.7084
2.244,-209.9019,-210.06918,-259.79108
2.245,-209.95171,-209.94272,-259.62283
2.246,-210.14464,-210.12892,-259.6879
2.247,-210.28148,-210.4196,-259.52661
2.248,-210.29866,-210.4128,-259.62018
2.249,-210.65015,-210.41208,-259.53452
2.25,-210.70987,-210.55617,-259.5166
2.251,-210.5482,-210.86685,-259.52808
2.252,-210.86591,-210.84862,-259.37524
2.253,-210.70543,-210.95108,-259.23627
2.254,-211.03513,-210.84241,-259.267
2.255,-211.11229,-211.20447,-259.26352
2.256,-211.13408,-211.09831,-259.07693
2.257,-211.27568,-211.13777,-258.84793
2.258,-211.42932,-211.28886,-258.83502
2.259,-211.47656,-211.61572,-258.97025
2.26,-211.57845,-211.38293,-258.79132
2.261,-211.55556,-211.56561,-258.76044
2.262,-211.78268,-211.72012,-258.46872
2.263,-211.89957,-211.79507,-258.62659
2.264,-211.8092,-211.80533,-258.7088
2.265,-211.9097,-211.92654,-258.33072
2.266,-212.10808,-212.13025,-258.45801
2.267,-212.19583,-212.17924,-258.53455
2.268,-212.30551,-212.5376,-258.46588
2.269,-212.28682,-212.19939,-257.93347
