"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","dB(S(2,2)) []","dB(S(3,1)) []","dB(S(3,2)) []","dB(S(3,3)) []"
1.078,-12.9441371077798,-3.46433263158515,-13.1577746729601,-3.45467532209494,-7.72778600287575,-13.1787871413483
1.079,-12.9485522432002,-3.46427873525257,-13.1638281903003,-3.45463355562051,-7.73208145860257,-13.1847341352496
1.08,-12.9529655284172,-3.46422506022214,-13.1698833049748,-3.45459201918787,-7.73637619845846,-13.1906825637796
1.081,-12.9573769622974,-3.46417160619569,-13.1759400005602,-3.45455071236827,-7.74067022380271,-13.1966324113013
1.082,-12.9617865437656,-3.46411837287292,-13.1819982606239,-3.45450963473075,-7.74496353600956,-13.202583662164
1.083,-12.9661942718047,-3.46406535995141,-13.1880580687237,-3.45446878584219,-7.74925613646819,-13.2085363007032
1.084,-12.970600145456,-3.46401256712664,-13.1941194084078,-3.45442816526728,-7.75354802658267,-13.2144903112399
1.085,-12.9750041638188,-3.46395999409201,-13.2001822632141,-3.45438777256858,-7.7578392077719,-13.2204456780806
1.086,-12.979406326051,-3.46390764053883,-13.2062466166702,-3.45434760730648,-7.76212968146961,-13.2264023855173
1.087,-12.9838066313684,-3.46385550615636,-13.2123124522932,-3.45430766903926,-7.76641944912422,-13.2323604178265
1.088,-12.9882050790456,-3.46380359063177,-13.2183797535891,-3.45426795732308,-7.77070851219891,-13.2383197592698
1.089,-12.9926016684152,-3.46375189365021,-13.2244485040526,-3.45422847171199,-7.77499687217145,-13.2442803940928
1.09,-12.9969963988682,-3.4637004148948,-13.2305186871672,-3.45418921175794,-7.77928453053427,-13.2502423065256
1.091,-13.0013892698541,-3.46364915404662,-13.2365902864044,-3.45415017701083,-7.78357148879434,-13.256205480782
1.092,-13.0057802808807,-3.46359811078474,-13.2426632852235,-3.45411136701847,-7.78785774847313,-13.2621699010595
1.093,-13.0101694315143,-3.46354728478623,-13.2487376670718,-3.45407278132664,-7.79214331110659,-13.2681355515388
1.094,-13.0145567213794,-3.46349667572616,-13.2548134153836,-3.45403441947907,-7.79642817824509,-13.2741024163838
1.095,-13.0189421501593,-3.46344628327764,-13.2608905135804,-3.45399628101747,-7.80071235145337,-13.2800704797411
1.096,-13.0233257175953,-3.46339610711179,-13.2669689450705,-3.45395836548154,-7.80499583231049,-13.2860397257401
1.097,-13.0277074234876,-3.46334614689779,-13.2730486932487,-3.45392067240899,-7.80927862240981,-13.2920101384921
1.098,-13.0320872676946,-3.46329640230286,-13.2791297414959,-3.45388320133553,-7.81356072335892,-13.2979817020906
1.099,-13.0364652501332,-3.46324687299229,-13.2852120731789,-3.45384595179492,-7.81784213677958,-13.3039544006108
1.1,-13.0408413707788,-3.46319755862945,-13.2912956716503,-3.45380892331895,-7.82212286430773,-13.3099282181095
1.101,-13.0452156296654,-3.46314845887579,-13.2973805202477,-3.45377211543748,-7.82640290759337,-13.3159031386244
1.102,-13.0495880268852,-3.46309957339088,-13.3034666022942,-3.45373552767843,-7.83068226830059,-13.3218791461744
1.103,-13.0539585625893,-3.46305090183237,-13.3095539010971,-3.45369915956781,-7.83496094810746,-13.327856224759
1.104,-13.0583272369871,-3.46300244385604,-13.3156423999487,-3.45366301062974,-7.83923894870603,-13.3338343583578
1.105,-13.0626940503463,-3.46295419911583,-13.321732082125,-3.45362708038643,-7.84351627180225,-13.339813530931
1.106,-13.0670590029934,-3.4629061672638,-13.3278229308861,-3.45359136835824,-7.84779291911597,-13.3457937264182
1.107,-13.0714220953133,-3.46285834795017,-13.3339149294758,-3.45355587406366,-7.85206889238083,-13.3517749287389
1.108,-13.0757833277495,-3.46281074082334,-13.340008061121,-3.45352059701933,-7.85634419334429,-13.3577571217918
1.109,-13.0801427008036,-3.46276334552988,-13.3461023090316,-3.45348553674007,-7.86061882376752,-13.3637402894544
1.11,-13.0845002150363,-3.46271616171454,-13.3521976564003,-3.45345069273887,-7.8648927854254,-13.3697244155834
1.111,-13.0888558710663,-3.46266918902032,-13.3582940864022,-3.45341606452694,-7.86916608010645,-13.3757094840136
1.112,-13.0932096695709,-3.46262242708838,-13.3643915821944,-3.45338165161367,-7.8734387096128,-13.3816954785583
