Freq,S21_HFSS,S31_HFSS,S41_HFSS,S21_Milled,S31_Milled,S41_Milled
1.07,-7.401820479,-6.466264549,-7.948558717,-7.2172799,-5.553966,-6.7506323
1.071,-7.40392178,-6.466431378,-7.951453849,-7.1965151,-5.5842209,-6.7608457
1.072,-7.406023734,-6.466596143,-7.954349316,-7.2115035,-5.5513577,-6.7481852
1.073,-7.408126338,-6.466758839,-7.95724511,-7.2248874,-5.5746565,-6.7876787
1.074,-7.410229589,-6.466919459,-7.960141226,-7.1940217,-5.5671506,-6.7540832
1.075,-7.412333485,-6.467078,-7.963037657,-7.2432046,-5.5972776,-6.7931585
1.076,-7.414438022,-6.467234456,-7.965934397,-7.2336063,-5.5768824,-6.7925639
1.077,-7.416543199,-6.467388823,-7.968831438,-7.2298741,-5.5773139,-6.7872553
1.078,-7.418649013,-6.467541095,-7.971728774,-7.2090383,-5.547164,-6.7570248
1.079,-7.42075546,-6.467691267,-7.974626399,-7.2204576,-5.5776792,-6.7951016
1.08,-7.422862539,-6.467839335,-7.977524307,-7.2302833,-5.5657244,-6.7719302
1.081,-7.424970246,-6.467985294,-7.98042249,-7.2626681,-5.5501676,-6.7981806
1.082,-7.427078579,-6.468129138,-7.983320943,-7.2521286,-5.593111,-6.7872205
1.083,-7.429187535,-6.468270863,-7.986219658,-7.2266693,-5.5636978,-6.7806745
1.084,-7.431297112,-6.468410463,-7.989118629,-7.2133574,-5.5500059,-6.7781715
1.085,-7.433407307,-6.468547934,-7.99201785,-7.2443447,-5.5621362,-6.8085032
1.086,-7.435518117,-6.468683271,-7.994917314,-7.259696,-5.5610871,-6.7965465
1.087,-7.43762954,-6.468816469,-7.997817014,-7.2462287,-5.5542474,-6.772316
1.088,-7.439741573,-6.468947522,-8.000716944,-7.254437,-5.5809054,-6.791481
1.089,-7.441854214,-6.469076426,-8.003617098,-7.2469277,-5.531776,-6.7846661
1.09,-7.443967459,-6.469203176,-8.006517468,-7.2149014,-5.5591683,-6.7711315
1.091,-7.446081307,-6.469327767,-8.009418049,-7.2373562,-5.5535522,-6.7691998
1.092,-7.448195754,-6.469450194,-8.012318833,-7.2281199,-5.5664649,-6.8029799
1.093,-7.450310798,-6.469570452,-8.015219814,-7.2493706,-5.5511613,-6.7588415
1.094,-7.452426437,-6.469688537,-8.018120986,-7.2959471,-5.5659828,-6.8219976
1.095,-7.454542667,-6.469804442,-8.021022342,-7.2501245,-5.5474563,-6.8038611
1.096,-7.456659487,-6.469918163,-8.023923875,-7.2845197,-5.5499635,-6.7945991
1.097,-7.458776893,-6.470029696,-8.026825579,-7.2812352,-5.5446005,-6.8052874
1.098,-7.460894883,-6.470139035,-8.029727447,-7.2599607,-5.5461726,-6.7782068
1.099,-7.463013454,-6.470246175,-8.032629472,-7.2879682,-5.5495796,-6.8475366
1.1,-7.465132605,-6.470351111,-8.035531649,-7.2485199,-5.5367832,-6.8124185
1.101,-7.467252331,-6.470453839,-8.03843397,-7.2929163,-5.558496,-6.8388915
1.102,-7.469372632,-6.470554353,-8.041336428,-7.3091044,-5.5422254,-6.8118277
1.103,-7.471493503,-6.470652649,-8.044239018,-7.2916889,-5.5288386,-6.8178821
1.104,-7.473614943,-6.470748722,-8.047141732,-7.2897573,-5.5218439,-6.8172307
1.105,-7.475736949,-6.470842566,-8.050044565,-7.3046784,-5.5644708,-6.8131924
1.106,-7.477859519,-6.470934177,-8.052947508,-7.2929211,-5.5099268,-6.80404
1.107,-7.479982649,-6.471023549,-8.055850556,-7.3117247,-5.559041,-6.8198829
1.108,-7.482106338,-6.471110678,-8.058753703,-7.305203,-5.5353065,-6.8356972
1.109,-7.484230583,-6.471195559,-8.06165694,-7.2694101,-5.5075707,-6.7906895
1.11,-7.486355381,-6.471278187,-8.064560263,-7.3110271,-5.5271163,-6.8232102
1.111,-7.488480729,-6.471358557,-8.067463664,-7.3173652,-5.5342078,-6.8248525
1.112,-7.490606626,-6.471436664,-8.070367136,-7.2942328,-5.5176816,-6.8138862
1.113,-7.492733069,-6.471512504,-8.073270673,-7.3418741,-5.526473,-6.840147
1.114,-7.494860055,-6.47158607,-8.076174268,-7.3278947,-5.5398707,-6.8546014
1.115,-7.496987581,-6.471657358,-8.079077915,-7.3415341,-5.5266819,-6.8230629
1.116,-7.499115646,-6.471726364,-8.081981607,-7.3245282,-5.5345407,-6.8487968
1.117,-7.501244247,-6.471793082,-8.084885338,-7.2985106,-5.5105362,-6.8164401
1.118,-7.50337338,-6.471857508,-8.087789099,-7.3225484,-5.5514445,-6.8122311
1.119,-7.505503045,-6.471919636,-8.090692886,-7.3124089,-5.5094233,-6.8358855
1.12,-7.507633237,-6.471979461,-8.093596691,-7.3375473,-5.5168667,-6.8352294
1.121,-7.509763956,-6.47203698,-8.096500508,-7.3442116,-5.538631,-6.8513422
1.122,-7.511895197,-6.472092186,-8.09940433,-7.3643479,-5.5377235,-6.8670301
1.123,-7.514026959,-6.472145074,-8.10230815,-7.3172517,-5.4981475,-6.826344
1.124,-7.51615924,-6.472195641,-8.105211962,-7.306397,-5.4712105,-6.8285923
1.125,-7.518292037,-6.47224388,-8.108115759,-7.3427043,-5.5019851,-6.8337073
1.126,-7.520425347,-6.472289788,-8.111019534,-7.35111,-5.5182824,-6.8688827
1.127,-7.522559167,-6.472333358,-8.11392328,-7.3486977,-5.5197639,-6.882091
1.128,-7.524693497,-6.472374587,-8.116826992,-7.3747015,-5.5073524,-6.8616276
1.129,-7.526828332,-6.472413469,-8.119730661,-7.3566179,-5.5170488,-6.8797235
1.13,-7.528963671,-6.472449999,-8.122634282,-7.3834405,-5.5320935,-6.8843513
1.131,-7.531099512,-6.472484172,-8.125537848,-7.3410625,-5.4897203,-6.8753819
1.132,-7.533235851,-6.472515984,-8.128441352,-7.3664017,-5.5021796,-6.8925099
1.133,-7.535372686,-6.47254543,-8.131344788,-7.3531914,-5.4809875,-6.8582859
1.134,-7.537510016,-6.472572504,-8.134248148,-7.3516297,-5.4921103,-6.8318996
1.135,-7.539647836,-6.472597202,-8.137151426,-7.407249,-5.5159435,-6.8732262
1.136,-7.541786146,-6.472619519,-8.140054616,-7.3779011,-5.507843,-6.8880367
1.137,-7.543924943,-6.47263945,-8.14295771,-7.3773046,-5.5246511,-6.8841524
1.138,-7.546064224,-6.472656989,-8.145860701,-7.3632255,-5.4471064,-6.8701549
1.139,-7.548203987,-6.472672133,-8.148763584,-7.3842216,-5.5073595,-6.8944325
1.14,-7.550344229,-6.472684876,-8.151666352,-7.3823204,-5.495172,-6.8793511
1.141,-7.552484949,-6.472695213,-8.154568997,-7.3915815,-5.5164046,-6.8978043
1.142,-7.554626144,-6.47270314,-8.157471513,-7.3948503,-5.4791102,-6.90099
1.143,-7.55676781,-6.472708651,-8.160373893,-7.3598866,-5.4789801,-6.8758383
1.144,-7.558909947,-6.472711741,-8.163276131,-7.4093914,-5.4734888,-6.8998652
1.145,-7.561052552,-6.472712407,-8.166178219,-7.3751116,-5.4882431,-6.890625
1.146,-7.563195622,-6.472710642,-8.169080151,-7.3577962,-5.4767914,-6.8758492
1.147,-7.565339155,-6.472706441,-8.171981921,-7.3635597,-5.4710088,-6.8566694
1.148,-7.567483149,-6.472699801,-8.174883521,-7.372869,-5.5093436,-6.8989573
1.149,-7.569627601,-6.472690716,-8.177784944,-7.4044108,-5.469986,-6.9112725
1.15,-7.571772509,-6.472679181,-8.180686185,-7.3995752,-5.5020728,-6.9103775
1.151,-7.573917871,-6.472665191,-8.183587236,-7.4065132,-5.4922137,-6.9283624
1.152,-7.576063684,-6.472648742,-8.18648809,-7.3929043,-5.451961,-6.8871875
1.153,-7.578209946,-6.472629828,-8.189388742,-7.3890009,-5.4849877,-6.9233212
1.154,-7.580356655,-6.472608445,-8.192289183,-7.4217291,-5.495348,-6.91219
1.155,-7.582503808,-6.472584587,-8.195189407,-7.4191513,-5.4749079,-6.9348483
1.156,-7.584651403,-6.47255825,-8.198089407,-7.3855066,-5.4509602,-6.8856316
1.157,-7.586799439,-6.472529429,-8.200989177,-7.4178419,-5.4627523,-6.9206266
1.158,-7.588947912,-6.472498119,-8.20388871,-7.429491,-5.4719453,-6.9057288
1.159,-7.59109682,-6.472464316,-8.206787999,-7.4306054,-5.4804764,-6.9366012
1.16,-7.593246161,-6.472428013,-8.209687038,-7.4146895,-5.4421816,-6.9057064
1.161,-7.595395933,-6.472389207,-8.212585818,-7.4093804,-5.4536686,-6.9103975
1.162,-7.597546133,-6.472347893,-8.215484335,-7.4341226,-5.452405,-6.9459276
1.163,-7.59969676,-6.472304065,-8.21838258,-7.4539576,-5.4723363,-6.956018
1.164,-7.601847811,-6.472257719,-8.221280547,-7.4348578,-5.496985,-6.934381
1.165,-7.603999283,-6.472208849,-8.22417823,-7.4280453,-5.4500842,-6.9370732
1.166,-7.606151175,-6.472157452,-8.227075621,-7.4258671,-5.4387555,-6.9249353
1.167,-7.608303484,-6.472103522,-8.229972714,-7.4305477,-5.4322176,-6.9187503
1.168,-7.610456208,-6.472047054,-8.232869502,-7.4439464,-5.464211,-6.9365826
1.169,-7.612609345,-6.471988044,-8.235765978,-7.430192,-5.463151,-6.9316792
1.17,-7.614762893,-6.471926486,-8.238662135,-7.4485178,-5.4575949,-6.909977
1.171,-7.616916849,-6.471862376,-8.241557967,-7.4284711,-5.4285302,-6.9276495
1.172,-7.619071212,-6.471795708,-8.244453466,-7.438128,-5.4324813,-6.9397111
1.173,-7.621225978,-6.471726479,-8.247348626,-7.4484911,-5.4512606,-6.9371748
1.174,-7.623381146,-6.471654682,-8.25024344,-7.4864168,-5.4449401,-6.9895997
1.175,-7.625536714,-6.471580314,-8.253137901,-7.4459977,-5.4408813,-6.9358964
1.176,-7.627692679,-6.471503369,-8.256032003,-7.4313946,-5.4052553,-6.9348202
1.177,-7.62984904,-6.471423843,-8.258925737,-7.4925728,-5.4794092,-6.9797211
1.178,-7.632005793,-6.47134173,-8.261819099,-7.4687009,-5.4029274,-6.9373889
1.179,-7.634162938,-6.471257026,-8.264712081,-7.4681082,-5.4216251,-6.9486704
1.18,-7.636320472,-6.471169726,-8.267604675,-7.456202,-5.3888493,-6.9244804
1.181,-7.638478392,-6.471079825,-8.270496876,-7.4609709,-5.4426017,-6.9387455
1.182,-7.640636697,-6.470987318,-8.273388676,-7.466856,-5.4171529,-6.9412808
1.183,-7.642795384,-6.4708922,-8.276280068,-7.4915223,-5.4302649,-6.9464426
1.184,-7.644954451,-6.470794468,-8.279171046,-7.501945,-5.4417596,-6.9874535
1.185,-7.647113897,-6.470694114,-8.282061603,-7.5030398,-5.4271684,-6.9548459
1.186,-7.649273718,-6.470591136,-8.284951731,-7.4792933,-5.3934422,-6.9618664
1.187,-7.651433914,-6.470485527,-8.287841425,-7.4919605,-5.4313111,-6.9605689
1.188,-7.653594481,-6.470377284,-8.290730677,-7.4907932,-5.4048867,-6.976614
1.189,-7.655755419,-6.470266401,-8.29361948,-7.4999123,-5.4244051,-6.9515047
1.19,-7.657916723,-6.470152874,-8.296507827,-7.4797263,-5.3905368,-6.9307642
1.191,-7.660078394,-6.470036697,-8.299395712,-7.4885607,-5.4043646,-6.9909406
1.192,-7.662240428,-6.469917866,-8.302283128,-7.474894,-5.4164195,-6.9588118
1.193,-7.664402823,-6.469796376,-8.305170068,-7.4743834,-5.3978863,-6.9748983
1.194,-7.666565578,-6.469672222,-8.308056524,-7.4841924,-5.4020581,-6.9616852
1.195,-7.66872869,-6.469545399,-8.310942491,-7.5020061,-5.4054923,-6.98736
1.196,-7.670892157,-6.469415903,-8.313827961,-7.488194,-5.4150276,-6.9784145
1.197,-7.673055978,-6.469283729,-8.316712927,-7.4951277,-5.3833818,-6.9769568
1.198,-7.67522015,-6.469148871,-8.319597383,-7.5118194,-5.4010839,-6.9859738
1.199,-7.677384671,-6.469011325,-8.322481321,-7.5097928,-5.3906498,-6.9708037
1.2,-7.679549539,-6.468871087,-8.325364735,-7.5143805,-5.3916888,-6.9893022
1.201,-7.681714752,-6.468728151,-8.328247617,-7.4902139,-5.381568,-6.955646
1.202,-7.683880309,-6.468582512,-8.331129961,-7.509583,-5.3951263,-7.0047131
1.203,-7.686046206,-6.468434166,-8.334011761,-7.516767,-5.4130044,-7.0314465
1.204,-7.688212443,-6.468283109,-8.336893008,-7.5060501,-5.403317,-7.0209308
1.205,-7.690379017,-6.468129334,-8.339773696,-7.5247803,-5.3878098,-7.0005302
1.206,-7.692545926,-6.467972837,-8.342653819,-7.5419779,-5.4050517,-6.9848137
1.207,-7.694713168,-6.467813614,-8.345533369,-7.5319829,-5.3973675,-6.9959726
1.208,-7.696880742,-6.46765166,-8.348412339,-7.5283136,-5.3861618,-7.0072894
1.209,-7.699048644,-6.467486969,-8.351290723,-7.524116,-5.3874264,-6.9924016
1.21,-7.701216875,-6.467319538,-8.354168513,-7.5691967,-5.4076767,-7.0458422
1.211,-7.70338543,-6.467149361,-8.357045704,-7.5458422,-5.3880095,-7.0131011
1.212,-7.705554309,-6.466976433,-8.359922286,-7.5233245,-5.3772221,-6.9881587
1.213,-7.707723509,-6.46680075,-8.362798255,-7.5249681,-5.3677363,-6.9905758
1.214,-7.709893029,-6.466622307,-8.365673602,-7.5393434,-5.3579311,-6.9951138
1.215,-7.712062867,-6.466441099,-8.368548322,-7.5369153,-5.3634715,-7.019073
1.216,-7.714233021,-6.466257121,-8.371422406,-7.5419769,-5.3710189,-6.9954462
1.217,-7.716403488,-6.466070369,-8.374295849,-7.5597358,-5.3509116,-7.0186658
1.218,-7.718574267,-6.465880837,-8.377168642,-7.532515,-5.344758,-6.9959078
1.219,-7.720745357,-6.465688521,-8.38004078,-7.5539951,-5.3648028,-7.0075836
1.22,-7.722916755,-6.465493416,-8.382912255,-7.5393386,-5.3488379,-7.0229855
1.221,-7.725088459,-6.465295518,-8.385783061,-7.55233,-5.3486743,-7.0053911
1.222,-7.727260467,-6.465094821,-8.38865319,-7.5544605,-5.3587594,-6.9967976
1.223,-7.729432778,-6.464891321,-8.391522635,-7.5619855,-5.3498092,-7.0330076
1.224,-7.73160539,-6.464685013,-8.39439139,-7.5359831,-5.3406806,-6.9899521
1.225,-7.733778301,-6.464475893,-8.397259447,-7.5626421,-5.367559,-7.0240235
1.226,-7.735951509,-6.464263954,-8.4001268,-7.567668,-5.3343072,-7.0387087
1.227,-7.738125012,-6.464049194,-8.402993441,-7.5579057,-5.3819461,-7.0494962
1.228,-7.740298808,-6.463831606,-8.405859364,-7.6004143,-5.3879147,-7.0613313
1.229,-7.742472896,-6.463611186,-8.408724562,-7.5721216,-5.3476286,-6.9969935
1.23,-7.744647274,-6.46338793,-8.411589027,-7.5731435,-5.3635588,-7.0304475
1.231,-7.74682194,-6.463161832,-8.414452753,-7.6026244,-5.3578877,-7.0311289
1.232,-7.748996892,-6.462932888,-8.417315733,-7.6106467,-5.3682394,-7.0553703
1.233,-7.751172129,-6.462701093,-8.42017796,-7.5921736,-5.333847,-7.0307245
1.234,-7.753347648,-6.462466443,-8.423039426,-7.6012506,-5.3605933,-7.0837951
1.235,-7.755523449,-6.462228932,-8.425900126,-7.5665393,-5.3068166,-7.0107951
1.236,-7.757699528,-6.461988556,-8.428760051,-7.6089869,-5.3132129,-7.0652242
1.237,-7.759875885,-6.461745309,-8.431619195,-7.585813,-5.3159952,-7.0331211
1.238,-7.762052517,-6.461499189,-8.434477551,-7.6161451,-5.3461719,-7.0661297
1.239,-7.764229424,-6.461250188,-8.437335112,-7.6271429,-5.3465309,-7.0739164
1.24,-7.766406602,-6.460998304,-8.440191871,-7.6144185,-5.3423176,-7.0568075
1.241,-7.768584051,-6.46074353,-8.443047821,-7.637269,-5.3338375,-7.0638881
1.242,-7.770761769,-6.460485863,-8.445902955,-7.588872,-5.3276167,-7.0362558
1.243,-7.772939754,-6.460225297,-8.448757265,-7.5940247,-5.3424163,-7.0800714
1.244,-7.775118004,-6.459961828,-8.451610746,-7.6163101,-5.321279,-7.0779471
1.245,-7.777296517,-6.459695451,-8.45446339,-7.633256,-5.3231649,-7.0898438
1.246,-7.779475293,-6.459426162,-8.457315189,-7.6005864,-5.2880411,-7.0565395
1.247,-7.781654329,-6.459153955,-8.460166138,-7.6436267,-5.314641,-7.0655403
1.248,-7.783833624,-6.458878826,-8.463016228,-7.6287017,-5.3283839,-7.0634818
1.249,-7.786013175,-6.45860077,-8.465865454,-7.6129069,-5.3131537,-7.062542
1.25,-7.788192982,-6.458319783,-8.468713807,-7.6377621,-5.3501039,-7.1113925
1.251,-7.790373043,-6.458035859,-8.471561281,-7.6038775,-5.2941628,-7.0639701
1.252,-7.792553356,-6.457748994,-8.474407869,-7.6088696,-5.2896285,-7.0688243
1.253,-7.794733919,-6.457459183,-8.477253564,-7.6562638,-5.3027039,-7.095314
1.254,-7.79691473,-6.457166422,-8.480098359,-7.6554008,-5.3258862,-7.1137261
1.255,-7.79909579,-6.456870706,-8.482942247,-7.6202421,-5.2921634,-7.0890617
1.256,-7.801277094,-6.45657203,-8.485785221,-7.6374803,-5.2935491,-7.0863004
1.257,-7.803458643,-6.456270389,-8.488627273,-7.6151729,-5.3116665,-7.0763335
1.258,-7.805640434,-6.455965779,-8.491468397,-7.6300921,-5.2831907,-7.0715032
1.259,-7.807822466,-6.455658194,-8.494308586,-7.6517882,-5.2916241,-7.1096563
1.26,-7.810004737,-6.455347631,-8.497147832,-7.6567173,-5.3043036,-7.0994649
1.261,-7.812187246,-6.455034085,-8.49998613,-7.6662259,-5.30406,-7.0998883
1.262,-7.814369991,-6.45471755,-8.502823471,-7.6584406,-5.2792664,-7.1165438
1.263,-7.816552971,-6.454398023,-8.505659848,-7.6051378,-5.2718148,-7.0811353
1.264,-7.818736183,-6.454075497,-8.508495255,-7.673687,-5.3087077,-7.1229043
1.265,-7.820919628,-6.45374997,-8.511329684,-7.6409693,-5.2571282,-7.0948629
1.266,-7.823103302,-6.453421436,-8.514163129,-7.6477108,-5.2768669,-7.0836515
1.267,-7.825287205,-6.45308989,-8.516995583,-7.6434464,-5.2562995,-7.0839691
1.268,-7.827471335,-6.452755327,-8.519827038,-7.6674914,-5.2541018,-7.1038194
1.269,-7.82965569,-6.452417744,-8.522657487,-7.6660285,-5.2560792,-7.120204
1.27,-7.831840269,-6.452077135,-8.525486923,-7.6881242,-5.3049722,-7.1572618
1.271,-7.834025071,-6.451733495,-8.52831534,-7.6619301,-5.2987466,-7.1191015
1.272,-7.836210094,-6.45138682,-8.531142729,-7.65238,-5.2918682,-7.1166315
1.273,-7.838395337,-6.451037106,-8.533969085,-7.6795092,-5.2679009,-7.1328664
1.274,-7.840580798,-6.450684347,-8.5367944,-7.6687827,-5.2613626,-7.1446362
1.275,-7.842766476,-6.450328539,-8.539618667,-7.6783814,-5.244051,-7.1306334
1.276,-7.844952369,-6.449969677,-8.542441879,-7.6922798,-5.2798395,-7.1366162
1.277,-7.847138476,-6.449607757,-8.545264028,-7.7029438,-5.2599864,-7.1555715
1.278,-7.849324795,-6.449242773,-8.548085109,-7.6864071,-5.2559195,-7.1233654
1.279,-7.851511326,-6.448874722,-8.550905113,-7.7048364,-5.2663283,-7.139329
1.28,-7.853698066,-6.448503599,-8.553724034,-7.6909866,-5.2725663,-7.1347003
1.281,-7.855885014,-6.448129398,-8.556541864,-7.7251959,-5.2794824,-7.1615262
1.282,-7.85807217,-6.447752115,-8.559358597,-7.7321501,-5.2723532,-7.1689515
1.283,-7.86025953,-6.447371746,-8.562174225,-7.7099733,-5.264709,-7.1414781
1.284,-7.862447095,-6.446988286,-8.564988741,-7.6710896,-5.2348633,-7.1317697
1.285,-7.864634863,-6.44660173,-8.567802139,-7.6945577,-5.2527633,-7.1703739
1.286,-7.866822833,-6.446212073,-8.570614411,-7.7119131,-5.240449,-7.1513968
1.287,-7.869011002,-6.445819312,-8.57342555,-7.6941381,-5.2529526,-7.1381936
1.288,-7.871199371,-6.445423441,-8.576235549,-7.7137747,-5.2559805,-7.1313753
1.289,-7.873387936,-6.445024455,-8.579044401,-7.7282486,-5.2657475,-7.1712022
1.29,-7.875576698,-6.444622351,-8.581852099,-7.7363214,-5.2595334,-7.1456714
1.291,-7.877765655,-6.444217123,-8.584658636,-7.7090178,-5.2475414,-7.1337814
1.292,-7.879954806,-6.443808766,-8.587464004,-7.7307453,-5.2306423,-7.1792426
1.293,-7.882144149,-6.443397277,-8.590268196,-7.7342114,-5.2529025,-7.1669106
1.294,-7.884333682,-6.44298265,-8.593071206,-7.7099524,-5.2290888,-7.1597877
1.295,-7.886523406,-6.442564881,-8.595873027,-7.7004972,-5.2044559,-7.1550031
1.296,-7.888713318,-6.442143966,-8.59867365,-7.7310362,-5.2469587,-7.1877694
1.297,-7.890903418,-6.441719898,-8.60147307,-7.7538486,-5.2522979,-7.2050052
1.298,-7.893093703,-6.441292675,-8.604271279,-7.7445607,-5.2335968,-7.1763172
1.299,-7.895284174,-6.440862291,-8.60706827,-7.7267566,-5.2122364,-7.1681871
1.3,-7.897474828,-6.440428742,-8.609864035,-7.7162318,-5.2195401,-7.1793895
1.301,-7.899665664,-6.439992023,-8.612658568,-7.7616282,-5.2498569,-7.219492
1.302,-7.901856682,-6.439552129,-8.615451862,-7.7247758,-5.1755795,-7.1802325
