Freq,S11_HFSS,S22_HFSS,S33_HFSS,S44_HFSS,S11_Milled,S22_Milled,S33_Milled,S44_Milled
1.987,-16.05372238,-18.03161424,-15.98626846,-18.04839948,-15.092454,-17.516285,-15.242625,-16.889105
1.988,-16.09230638,-18.05163145,-16.02448256,-18.06780671,-15.115045,-17.482836,-15.286372,-16.881308
1.989,-16.1309393,-18.07169361,-16.06274334,-18.08725377,-15.162457,-17.473011,-15.310089,-16.876833
1.99,-16.16962102,-18.09180053,-16.10105068,-18.10674043,-15.18302,-17.484312,-15.345857,-16.884109
1.991,-16.20835141,-18.11195201,-16.13940445,-18.12626646,-15.22845,-17.501894,-15.400199,-16.906687
1.992,-16.24713034,-18.13214784,-16.17780451,-18.14583164,-15.274595,-17.500643,-15.427709,-16.910358
1.993,-16.28595768,-18.15238784,-16.21625072,-18.16543576,-15.27671,-17.484049,-15.432915,-16.898518
1.994,-16.32483328,-18.1726718,-16.25474294,-18.18507858,-15.299054,-17.506437,-15.482773,-16.914293
1.995,-16.36375701,-18.19299953,-16.29328103,-18.20475989,-15.367104,-17.546991,-15.529826,-16.955294
1.996,-16.40272871,-18.21337082,-16.33186483,-18.22447945,-15.364083,-17.566479,-15.5397,-16.953369
1.997,-16.44174824,-18.23378547,-16.37049418,-18.24423705,-15.422988,-17.563589,-15.59316,-16.964893
1.998,-16.48081543,-18.25424329,-16.40916892,-18.26403245,-15.449912,-17.558416,-15.634136,-16.946507
1.999,-16.51993012,-18.27474407,-16.4478889,-18.28386544,-15.491737,-17.565859,-15.639681,-16.983301
2,-16.55909215,-18.29528761,-16.48665393,-18.30373578,-15.517607,-17.535252,-15.677755,-16.953423
2.001,-16.59830134,-18.31587371,-16.52546385,-18.32364325,-15.535416,-17.560396,-15.706379,-16.996429
2.002,-16.63755752,-18.33650216,-16.56431847,-18.34358762,-15.577326,-17.59964,-15.750528,-17.010189
2.003,-16.6768605,-18.35717277,-16.60321762,-18.36356866,-15.605158,-17.586325,-15.782312,-17.039352
2.004,-16.71621009,-18.37788532,-16.6421611,-18.38358615,-15.614592,-17.638914,-15.776042,-17.027441
2.005,-16.7556061,-18.39863962,-16.68114871,-18.40363985,-15.65653,-17.628344,-15.852052,-17.054258
2.006,-16.79504833,-18.41943546,-16.72018027,-18.42372954,-15.726782,-17.588333,-15.902147,-17.019615
2.007,-16.83453658,-18.44027264,-16.75925556,-18.44385498,-15.725227,-17.610245,-15.903439,-17.057968
2.008,-16.87407063,-18.46115094,-16.79837437,-18.46401595,-15.746498,-17.659237,-15.930703,-17.09111
2.009,-16.91365028,-18.48207016,-16.83753649,-18.48421221,-15.772923,-17.659065,-15.981323,-17.057234
2.01,-16.95327528,-18.5030301,-16.87674169,-18.50444353,-15.811707,-17.601576,-16.001911,-17.041286
2.011,-16.99294542,-18.52403054,-16.91598976,-18.52470969,-15.871618,-17.654419,-16.072577,-17.093046
2.012,-17.03266046,-18.54507128,-16.95528045,-18.54501043,-15.91409,-17.667934,-16.11437,-17.068754
2.013,-17.07242016,-18.5661521,-16.99461353,-18.56534554,-15.909442,-17.657145,-16.134836,-17.073122
2.014,-17.11222427,-18.5872728,-17.03398875,-18.58571477,-15.966516,-17.689627,-16.178476,-17.107561
2.015,-17.15207252,-18.60843316,-17.07340585,-18.6061179,-15.987917,-17.658558,-16.15567,-17.110788
2.016,-17.19196467,-18.62963298,-17.11286459,-18.62655468,-16.040285,-17.68663,-16.231125,-17.131451
2.017,-17.23190044,-18.65087203,-17.1523647,-18.64702487,-16.058222,-17.673557,-16.274652,-17.114111
2.018,-17.27187955,-18.67215012,-17.1919059,-18.66752825,-16.098183,-17.726072,-16.29907,-17.119175
2.019,-17.31190173,-18.69346701,-17.23148791,-18.68806457,-16.15559,-17.734068,-16.37339,-17.175894
2.02,-17.35196667,-18.71482251,-17.27111047,-18.7086336,-16.154797,-17.693764,-16.384781,-17.108364
2.021,-17.39207407,-18.73621638,-17.31077326,-18.72923509,-16.212238,-17.713549,-16.415932,-17.157619
2.022,-17.43222364,-18.75764841,-17.35047599,-18.7498688,-16.233759,-17.688231,-16.453215,-17.10997
2.023,-17.47241506,-18.7791184,-17.39021836,-18.77053449,-16.239866,-17.74571,-16.511349,-17.18409
2.024,-17.512648,-18.8006261,-17.43000005,-18.79123192,-16.246601,-17.725809,-16.499475,-17.158716
2.025,-17.55292214,-18.82217132,-17.46982074,-18.81196085,-16.340094,-17.721529,-16.567244,-17.193802
2.026,-17.59323712,-18.84375382,-17.5096801,-18.83272103,-16.367128,-17.737015,-16.607313,-17.17528
2.027,-17.63359261,-18.86537338,-17.54957779,-18.85351222,-16.408993,-17.710068,-16.632956,-17.169758
2.028,-17.67398825,-18.88702979,-17.58951347,-18.87433418,-16.417774,-17.725571,-16.661682,-17.20607
2.029,-17.71442367,-18.90872282,-17.62948679,-18.89518664,-16.473448,-17.746546,-16.698345,-17.222231
2.03,-17.7548985,-18.93045223,-17.66949738,-18.91606938,-16.473614,-17.777838,-16.695847,-17.265242
2.031,-17.79541235,-18.95221782,-17.70954488,-18.93698214,-16.500469,-17.769596,-16.750957,-17.218777
2.032,-17.83596483,-18.97401934,-17.7496289,-18.95792466,-16.542782,-17.787401,-16.780443,-17.250071
2.033,-17.87655553,-18.99585657,-17.78974906,-18.97889671,-16.629253,-17.756943,-16.859762,-17.227619
2.034,-17.91718405,-19.01772929,-17.82990497,-18.99989803,-16.644114,-17.787416,-16.884216,-17.267916
2.035,-17.95784996,-19.03963726,-17.87009621,-19.02092836,-16.690104,-17.786064,-16.944565,-17.269817
2.036,-17.99855282,-19.06158025,-17.91032237,-19.04198746,-16.668755,-17.8027,-16.93848,-17.263281
2.037,-18.0392922,-19.08355803,-17.95058303,-19.06307507,-16.773071,-17.801151,-16.996954,-17.269245
2.038,-18.08006764,-19.10557036,-17.99087775,-19.08419094,-16.78315,-17.780901,-17.031286,-17.238482
2.039,-18.12087868,-19.12761701,-18.03120609,-19.1053348,-16.788054,-17.803072,-17.04842,-17.264202
2.04,-18.16172484,-19.14969774,-18.07156761,-19.12650641,-16.829496,-17.817514,-17.096521,-17.299557
2.041,-18.20260563,-19.17181232,-18.11196182,-19.1477055,-16.838648,-17.821085,-17.113644,-17.279213
2.042,-18.24352056,-19.1939605,-18.15238827,-19.16893182,-16.87311,-17.804644,-17.146072,-17.31521
2.043,-18.28446912,-19.21614205,-18.19284646,-19.1901851,-16.913429,-17.780888,-17.168623,-17.249052
2.044,-18.32545078,-19.23835673,-18.23333591,-19.21146509,-16.976286,-17.804251,-17.258581,-17.272844
2.045,-18.36646502,-19.26060428,-18.2738561,-19.23277152,-17.022095,-17.835657,-17.285021,-17.289829
2.046,-18.4075113,-19.28288447,-18.31440652,-19.25410412,-17.013531,-17.818197,-17.295166,-17.304911
2.047,-18.44858904,-19.30519706,-18.35498665,-19.27546264,-17.072382,-17.79565,-17.317261,-17.320566
2.048,-18.48969769,-19.32754178,-18.39559594,-19.29684681,-17.085464,-17.830603,-17.349171,-17.334978
2.049,-18.53083666,-19.34991841,-18.43623384,-19.31825635,-17.135921,-17.825703,-17.399561,-17.317507
2.05,-18.57200536,-19.37232668,-18.47689979,-19.33969101,-17.167028,-17.886957,-17.441242,-17.338928
2.051,-18.61320317,-19.39476634,-18.51759321,-19.36115052,-17.204926,-17.862429,-17.474583,-17.348122
2.052,-18.65442949,-19.41723715,-18.55831353,-19.38263459,-17.229609,-17.852516,-17.530207,-17.316654
2.053,-18.69568367,-19.43973885,-18.59906013,-19.40414297,-17.282692,-17.858027,-17.56296,-17.346031
2.054,-18.73696506,-19.46227117,-18.63983242,-19.42567537,-17.343529,-17.857302,-17.602715,-17.346895
2.055,-18.778273,-19.48483388,-18.68062976,-19.44723153,-17.341749,-17.868877,-17.630999,-17.350418
2.056,-18.81960681,-19.5074267,-18.72145153,-19.46881118,-17.380442,-17.862206,-17.655342,-17.348249
2.057,-18.86096581,-19.53004937,-18.76229706,-19.49041402,-17.413469,-17.868229,-17.713207,-17.379244
2.058,-18.90234928,-19.55270164,-18.80316569,-19.51203979,-17.446363,-17.866655,-17.736355,-17.351446
2.059,-18.94375651,-19.57538324,-18.84405676,-19.5336882,-17.48625,-17.849186,-17.792297,-17.365444
2.06,-18.98518676,-19.5980939,-18.88496957,-19.55535898,-17.533224,-17.928593,-17.794903,-17.395346
2.061,-19.02663927,-19.62083336,-18.92590341,-19.57705185,-17.568121,-17.846676,-17.858318,-17.38711
2.062,-19.06811329,-19.64360135,-18.96685756,-19.59876652,-17.598743,-17.921066,-17.891672,-17.424196
2.063,-19.10960801,-19.66639759,-19.0078313,-19.62050271,-17.622978,-17.935497,-17.938004,-17.453983
2.064,-19.15112266,-19.68922183,-19.04882387,-19.64226013,-17.607189,-17.943523,-17.938015,-17.443653
2.065,-19.1926564,-19.71207377,-19.08983452,-19.66403849,-17.690792,-17.954266,-17.999378,-17.462593
2.066,-19.23420841,-19.73495316,-19.13086246,-19.68583751,-17.712906,-17.896788,-18.024517,-17.414335
2.067,-19.27577784,-19.7578597,-19.1719069,-19.7076569,-17.792652,-17.969957,-18.094376,-17.458805
2.068,-19.31736382,-19.78079312,-19.21296704,-19.72949637,-17.809883,-17.904783,-18.126833,-17.412916
2.069,-19.35896546,-19.80375315,-19.25404205,-19.75135563,-17.845865,-17.910837,-18.142046,-17.428549
2.07,-19.40058188,-19.82673949,-19.29513109,-19.77323437,-17.89852,-17.916771,-18.211296,-17.4662
2.071,-19.44221213,-19.84975186,-19.33623331,-19.79513232,-17.914398,-17.957243,-18.21257,-17.470598
2.072,-19.4838553,-19.87278997,-19.37734783,-19.81704916,-17.935207,-17.964397,-18.254616,-17.454327
2.073,-19.52551041,-19.89585355,-19.41847377,-19.83898461,-17.997366,-17.95858,-18.326183,-17.479836
2.074,-19.56717651,-19.91894229,-19.45961021,-19.86093836,-18.01037,-17.999142,-18.321459,-17.50631
2.075,-19.60885258,-19.9420559,-19.50075624,-19.88291011,-18.074436,-17.972605,-18.404737,-17.472658
2.076,-19.65053763,-19.96519409,-19.54191092,-19.90489956,-18.091526,-17.968555,-18.43886,-17.493925
2.077,-19.69223061,-19.98835657,-19.58307329,-19.92690642,-18.114183,-18.002451,-18.435942,-17.544466
2.078,-19.73393048,-20.01154303,-19.62424237,-19.94893036,-18.120626,-18.01083,-18.472347,-17.524845
2.079,-19.77563616,-20.03475318,-19.66541717,-19.9709711,-18.206318,-18.000641,-18.549814,-17.505665
2.08,-19.81734656,-20.05798671,-19.70659669,-19.99302831,-18.254255,-18.030146,-18.599354,-17.570997
2.081,-19.85906056,-20.08124331,-19.74777988,-20.01510169,-18.270016,-18.059528,-18.635773,-17.562969
2.082,-19.90077704,-20.10452269,-19.78896571,-20.03719093,-18.319521,-18.018959,-18.668255,-17.576687
2.083,-19.94249485,-20.12782452,-19.83015311,-20.05929571,-18.349819,-18.02047,-18.674242,-17.55818
2.084,-19.98421279,-20.15114851,-19.87134098,-20.08141573,-18.359526,-18.056839,-18.701349,-17.560736
2.085,-20.02592968,-20.17449434,-19.91252823,-20.10355067,-18.445387,-18.053331,-18.782631,-17.572006
2.086,-20.06764429,-20.19786169,-19.95371373,-20.12570021,-18.429131,-18.054008,-18.799816,-17.598549
2.087,-20.10935539,-20.22125025,-19.99489634,-20.14786402,-18.452339,-18.060867,-18.835077,-17.601252
2.088,-20.15106171,-20.24465969,-20.03607488,-20.17004181,-18.485044,-18.03849,-18.854225,-17.61385
2.089,-20.19276196,-20.2680897,-20.07724819,-20.19223323,-18.505421,-18.059464,-18.898176,-17.614031
2.09,-20.23445484,-20.29153994,-20.11841504,-20.21443797,-18.554224,-18.072895,-18.942331,-17.634899
2.091,-20.27613901,-20.3150101,-20.15957422,-20.2366557,-18.610697,-18.099291,-19.018484,-17.635414
2.092,-20.31781312,-20.33849985,-20.20072448,-20.2588861,-18.657085,-18.124084,-19.012003,-17.667086
2.093,-20.35947579,-20.36200885,-20.24186454,-20.28112884,-18.692146,-18.103922,-19.055489,-17.677528
2.094,-20.40112562,-20.38553677,-20.28299313,-20.30338359,-18.673244,-18.121655,-19.076321,-17.671654
2.095,-20.44276117,-20.40908327,-20.32410893,-20.32565003,-18.755062,-18.126526,-19.143373,-17.724258
2.096,-20.484381,-20.43264802,-20.36521061,-20.3479278,-18.760828,-18.123894,-19.16717,-17.696564
2.097,-20.52598363,-20.45623068,-20.40629681,-20.3702166,-18.802946,-18.139221,-19.231796,-17.733723
2.098,-20.56756756,-20.4798309,-20.44736616,-20.39251607,-18.850294,-18.160139,-19.22957,-17.737814
2.099,-20.60913127,-20.50344835,-20.48841726,-20.41482588,-18.906059,-18.170671,-19.303604,-17.745853
2.1,-20.6506732,-20.52708266,-20.52944869,-20.43714569,-18.903898,-18.185068,-19.339991,-17.753803
2.101,-20.69219178,-20.55073349,-20.570459,-20.45947516,-18.958723,-18.160446,-19.372837,-17.745312
2.102,-20.7336854,-20.57440049,-20.61144673,-20.48181396,-18.957973,-18.13352,-19.381319,-17.760818
2.103,-20.77515245,-20.59808331,-20.65241038,-20.50416172,-19.016909,-18.17979,-19.46636,-17.761463
2.104,-20.81659126,-20.62178158,-20.69334845,-20.52651813,-19.085175,-18.158911,-19.469082,-17.762056
2.105,-20.85800015,-20.64549494,-20.7342594,-20.54888281,-19.120235,-18.208708,-19.515333,-17.8486
2.106,-20.89937742,-20.66922304,-20.77514167,-20.57125543,-19.113298,-18.233534,-19.541111,-17.794458
2.107,-20.94072134,-20.6929655,-20.81599367,-20.59363564,-19.136566,-18.203936,-19.574936,-17.811691
2.108,-20.98203015,-20.71672196,-20.85681379,-20.61602308,-19.21306,-18.231949,-19.676746,-17.834106
2.109,-21.02330205,-20.74049205,-20.89760041,-20.6384174,-19.181725,-18.234085,-19.582211,-17.83975
2.11,-21.06453523,-20.7642754,-20.93835187,-20.66081825,-19.287958,-18.28595,-19.72455,-17.876535
2.111,-21.10572786,-20.78807163,-20.97906648,-20.68322526,-19.298815,-18.257887,-19.740477,-17.864338
2.112,-21.14687807,-20.81188035,-21.01974255,-20.70563809,-19.377012,-18.261135,-19.760267,-17.856613
2.113,-21.18798395,-20.8357012,-21.06037833,-20.72805637,-19.375759,-18.290895,-19.830482,-17.881405
2.114,-21.22904359,-20.85953378,-21.10097209,-20.75047974,-19.399082,-18.319044,-19.833084,-17.919325
2.115,-21.27005503,-20.88337771,-21.14152203,-20.77290783,-19.471685,-18.293596,-19.912851,-17.890966
2.116,-21.31101629,-20.9072326,-21.18202636,-20.79534029,-19.487947,-18.287813,-19.93055,-17.91371
2.117,-21.35192537,-20.93109806,-21.22248324,-20.81777674,-19.528364,-18.302677,-19.993134,-17.916203
2.118,-21.39278022,-20.95497369,-21.26289082,-20.84021682,-19.522921,-18.321445,-20.010263,-17.952631
2.119,-21.43357879,-20.9788591,-21.30324722,-20.86266016,-19.583654,-18.326933,-20.044949,-17.933226
2.12,-21.47431899,-21.00275388,-21.34355054,-20.88510639,-19.62492,-18.344418,-20.060537,-17.969177
2.121,-21.51499869,-21.02665764,-21.38379885,-20.90755513,-19.703281,-18.343933,-20.145987,-17.968403
2.122,-21.55561574,-21.05056996,-21.42399018,-20.93000601,-19.755238,-18.397133,-20.163576,-17.996439
2.123,-21.59616796,-21.07449043,-21.46412257,-20.95245866,-19.716105,-18.373419,-20.206461,-17.970732
2.124,-21.63665316,-21.09841866,-21.504194,-20.97491269,-19.788343,-18.372852,-20.25721,-17.95274
2.125,-21.6770691,-21.12235421,-21.54420244,-20.99736773,-19.829762,-18.366011,-20.298428,-17.99752
2.126,-21.71741352,-21.14629668,-21.58414583,-21.01982339,-19.790073,-18.387398,-20.282078,-17.98633
2.127,-21.75768411,-21.17024564,-21.6240221,-21.0422793,-19.827017,-18.406008,-20.331182,-18.037636
2.128,-21.79787858,-21.19420067,-21.66382914,-21.06473506,-19.943722,-18.411272,-20.410391,-18.03931
2.129,-21.83799457,-21.21816134,-21.7035648,-21.0871903,-19.981686,-18.409006,-20.469824,-18.016848
2.13,-21.87802971,-21.24212723,-21.74322695,-21.10964463,-19.949812,-18.430426,-20.454008,-18.018963
2.131,-21.91798159,-21.2660979,-21.78281338,-21.13209766,-20.048178,-18.41696,-20.527136,-18.043055
2.132,-21.95784778,-21.29007292,-21.8223219,-21.15454899,-20.035473,-18.394737,-20.524302,-18.011591
2.133,-21.99762583,-21.31405185,-21.86175026,-21.17699824,-20.11631,-18.446741,-20.633896,-18.081964
2.134,-22.03731325,-21.33803425,-21.90109622,-21.19944501,-20.134586,-18.432783,-20.626528,-18.070751
2.135,-22.07690754,-21.36201967,-21.94035749,-21.2218889,-20.179066,-18.439676,-20.719482,-18.082394
2.136,-22.11640614,-21.38600768,-21.97953177,-21.24432953,-20.220165,-18.443695,-20.726185,-18.077707
2.137,-22.1558065,-21.40999781,-22.01861671,-21.26676649,-20.237873,-18.465611,-20.753563,-18.084381
2.138,-22.19510602,-21.43398961,-22.05760997,-21.28919938,-20.301172,-18.467419,-20.854254,-18.103472
2.139,-22.23430208,-21.45798264,-22.09650918,-21.31162781,-20.397419,-18.47896,-20.889061,-18.123852
2.14,-22.27339204,-21.48197643,-22.13531191,-21.33405136,-20.391045,-18.45966,-20.918453,-18.119251
2.141,-22.31237323,-21.50597052,-22.17401576,-21.35646964,-20.385902,-18.507868,-20.92452,-18.175348
2.142,-22.35124295,-21.52996444,-22.21261826,-21.37888223,-20.423445,-18.465084,-20.955631,-18.119329
2.143,-22.38999848,-21.55395773,-22.25111695,-21.40128874,-20.446451,-18.474901,-21.002205,-18.11795
2.144,-22.42863708,-21.57794992,-22.28950934,-21.42368875,-20.468256,-18.524221,-21.023926,-18.16927
2.145,-22.46715598,-21.60194052,-22.3277929,-21.44608186,-20.512623,-18.517527,-21.081701,-18.18343
2.146,-22.50555239,-21.62592907,-22.36596511,-21.46846764,-20.536888,-18.522276,-21.111317,-18.173845
2.147,-22.54382348,-21.64991509,-22.40402339,-21.4908457,-20.669315,-18.502359,-21.196711,-18.148729
2.148,-22.58196642,-21.67389808,-22.44196517,-21.51321561,-20.636229,-18.503674,-21.228607,-18.1819
2.149,-22.61997836,-21.69787757,-22.47978784,-21.53557696,-20.699249,-18.540014,-21.220331,-18.181103
2.15,-22.6578564,-21.72185307,-22.5174888,-21.55792933,-20.732117,-18.569445,-21.310091,-18.192097
2.151,-22.69559766,-21.74582408,-22.55506538,-21.58027231,-20.766928,-18.562391,-21.328032,-18.216238
2.152,-22.73319919,-21.76979011,-22.59251494,-21.60260547,-20.756674,-18.566349,-21.349255,-18.249048
2.153,-22.77065807,-21.79375065,-22.6298348,-21.62492839,-20.84326,-18.552311,-21.39043,-18.194885
2.154,-22.80797133,-21.81770521,-22.66702226,-21.64724066,-20.877192,-18.58868,-21.472,-18.291773
2.155,-22.84513598,-21.84165329,-22.7040746,-21.66954184,-20.895178,-18.611032,-21.478172,-18.269182
2.156,-22.88214904,-21.86559437,-22.7409891,-21.69183151,-20.912161,-18.637342,-21.487175,-18.273558
2.157,-22.91900749,-21.88952794,-22.777763,-21.71410925,-20.94096,-18.590454,-21.559406,-18.270573
2.158,-22.9557083,-21.91345349,-22.81439355,-21.73637463,-21.02223,-18.60605,-21.645458,-18.273136
2.159,-22.99224842,-21.9373705,-22.85087797,-21.75862722,-21.012333,-18.615734,-21.628305,-18.306318
2.16,-23.0286248,-21.96127846,-22.88721346,-21.78086659,-21.056244,-18.667942,-21.670563,-18.30648
2.161,-23.06483437,-21.98517684,-22.92339722,-21.8030923,-21.12598,-18.695593,-21.698475,-18.34811
2.162,-23.10087403,-22.0090651,-22.95942643,-21.82530394,-21.130503,-18.660219,-21.729839,-18.302458
2.163,-23.13674069,-22.03294274,-22.99529827,-21.84750106,-21.148546,-18.667412,-21.757549,-18.345165
2.164,-23.17243125,-22.0568092,-23.03100988,-21.86968322,-21.214676,-18.688944,-21.826208,-18.346531
2.165,-23.2079426,-22.08066396,-23.06655843,-21.89185001,-21.241848,-18.64488,-21.872864,-18.303442
2.166,-23.24327159,-22.10450647,-23.10194104,-21.91400097,-21.274944,-18.695097,-21.898966,-18.380659
2.167,-23.27841512,-22.1283362,-23.13715485,-21.93613567,-21.403997,-18.737093,-22.037148,-18.391796
2.168,-23.31337003,-22.15215261,-23.17219699,-21.95825367,-21.368439,-18.696985,-21.995029,-18.398684
2.169,-23.34813319,-22.17595513,-23.20706457,-21.98035453,-21.342245,-18.754377,-21.99231,-18.435608
2.17,-23.38270145,-22.19974323,-23.2417547,-22.00243781,-21.392729,-18.767328,-22.059958,-18.429127
2.171,-23.41707167,-22.22351635,-23.27626449,-22.02450307,-21.464424,-18.73657,-22.084063,-18.418215
2.172,-23.45124068,-22.24727393,-23.31059103,-22.04654987,-21.417568,-18.780941,-22.103989,-18.453094
2.173,-23.48520534,-22.27101542,-23.34473144,-22.06857777,-21.53891,-18.73078,-22.190216,-18.419439
2.174,-23.51896251,-22.29474024,-23.37868281,-22.09058631,-21.629478,-18.775448,-22.248585,-18.465233
2.175,-23.55250904,-22.31844785,-23.41244223,-22.11257506,-21.524216,-18.782,-22.157591,-18.461269
2.176,-23.58584178,-22.34213766,-23.44600682,-22.13454356,-21.6518,-18.801596,-22.319845,-18.512415
2.177,-23.6189576,-22.36580911,-23.47937366,-22.15649138,-21.664145,-18.808939,-22.320143,-18.545494
2.178,-23.65185337,-22.38946162,-23.51253986,-22.17841807,-21.692812,-18.826357,-22.319265,-18.519808
2.179,-23.68452597,-22.41309461,-23.54550253,-22.20032317,-21.7283,-18.843245,-22.420008,-18.52495
2.18,-23.71697228,-22.43670752,-23.57825879,-22.22220624,-21.803446,-18.863857,-22.45838,-18.579432
2.181,-23.7491892,-22.46029974,-23.61080575,-22.24406682,-21.795475,-18.842598,-22.476654,-18.535305
2.182,-23.78117365,-22.48387071,-23.64314055,-22.26590448,-21.882441,-18.898891,-22.52121,-18.582169
2.183,-23.81292255,-22.50741982,-23.67526032,-22.28771876,-21.908243,-18.904078,-22.53373,-18.625666
2.184,-23.84443284,-22.5309465,-23.7071622,-22.3095092,-21.916618,-18.882837,-22.585363,-18.590664
2.185,-23.87570148,-22.55445014,-23.73884337,-22.33127536,-22.036606,-18.899851,-22.649878,-18.595926
2.186,-23.90672545,-22.57793014,-23.77030099,-22.35301678,-21.962866,-18.849028,-22.65469,-18.562561
2.187,-23.93750174,-22.60138592,-23.80153225,-22.37473301,-22.068676,-18.91568,-22.682781,-18.614136
2.188,-23.96802738,-22.62481687,-23.83253436,-22.39642361,-22.081728,-18.934538,-22.753967,-18.652775
2.189,-23.99829942,-22.64822238,-23.86330454,-22.4180881,-22.102736,-18.912439,-22.821585,-18.622223
2.19,-24.0283149,-22.67160185,-23.89384002,-22.43972605,-22.139067,-18.936081,-22.856859,-18.651251
2.191,-24.05807095,-22.69495467,-23.92413807,-22.46133699,-22.217518,-18.912388,-22.883005,-18.663559
2.192,-24.08756467,-22.71828022,-23.95419597,-22.48292048,-22.228737,-18.938421,-22.887512,-18.679083
2.193,-24.11679323,-22.74157789,-23.98401103,-22.50447606,-22.271357,-18.975473,-22.969736,-18.731585
2.194,-24.1457538,-22.76484707,-24.01358057,-22.52600327,-22.279222,-18.984741,-22.982967,-18.720953
2.195,-24.17444362,-22.78808713,-24.04290195,-22.54750166,-22.397047,-18.961895,-23.074503,-18.667431
2.196,-24.20285994,-22.81129746,-24.07197256,-22.56897077,-22.393906,-18.985008,-23.10294,-18.73069
2.197,-24.23100005,-22.83447742,-24.1007898,-22.59041015,-22.457838,-18.990671,-23.14793,-18.722113
2.198,-24.25886128,-22.8576264,-24.12935112,-22.61181935,-22.43206,-19.007603,-23.110355,-18.71982
2.199,-24.286441,-22.88074376,-24.15765399,-22.6331979,-22.526363,-19.017231,-23.231236,-18.751564
2.2,-24.31373663,-22.90382887,-24.18569592,-22.65454536,-22.534288,-19.018404,-23.292738,-18.765301
2.201,-24.34074563,-22.92688109,-24.21347445,-22.67586127,-22.495546,-18.984085,-23.202108,-18.745335
2.202,-24.3674655,-22.9498998,-24.24098716,-22.69714517,-22.635599,-19.067511,-23.375299,-18.829048
2.203,-24.3938938,-22.97288436,-24.26823167,-22.71839662,-22.573664,-19.060108,-23.318064,-18.814983
2.204,-24.42002811,-22.99583412,-24.29520563,-22.73961515,-22.691509,-19.03821,-23.431744,-18.804056
2.205,-24.44586609,-23.01874844,-24.32190673,-22.76080031,-22.714701,-19.110018,-23.49992,-18.854462
2.206,-24.47140544,-23.04162669,-24.34833272,-22.78195165,-22.763865,-19.094093,-23.526957,-18.83507
2.207,-24.49664392,-23.0644682,-24.37448138,-22.80306871,-22.76195,-19.088438,-23.51988,-18.847076
2.208,-24.52157933,-23.08727234,-24.40035053,-22.82415105,-22.752979,-19.095581,-23.490101,-18.829901
2.209,-24.54620955,-23.11003846,-24.42593804,-22.84519821,-22.818172,-19.119957,-23.541786,-18.899168
2.21,-24.5705325,-23.13276591,-24.45124185,-22.86620973,-22.869917,-19.130436,-23.627274,-18.881666
2.211,-24.59454615,-23.15545402,-24.4762599,-22.88718517,-22.875889,-19.153397,-23.596783,-18.908062
2.212,-24.61824857,-23.17810215,-24.50099023,-22.90812408,-22.963129,-19.145561,-23.689215,-18.916441
2.213,-24.64163785,-23.20070964,-24.52543091,-22.929026,-22.911928,-19.151781,-23.687786,-18.906723
2.214,-24.66471216,-23.22327583,-24.54958006,-22.94989048,-22.967045,-19.174343,-23.735411,-18.941977
2.215,-24.68746975,-23.24580007,-24.57343586,-22.97071709,-22.9946,-19.152842,-23.761978,-18.910614
2.216,-24.70990892,-23.26828168,-24.59699654,-22.99150536,-23.067083,-19.174355,-23.80913,-18.965372
2.217,-24.73202803,-23.29072002,-24.6202604,-23.01225485,-23.078447,-19.158516,-23.856102,-18.95285
2.218,-24.75382554,-23.3131144,-24.64322579,-23.03296512,-23.089844,-19.22843,-23.933167,-18.990517
2.219,-24.77529994,-23.33546418,-24.66589111,-23.05363572,-23.165977,-19.193865,-23.944929,-18.987358
2.22,-24.79644982,-23.35776868,-24.68825483,-23.07426621,-23.226593,-19.214411,-23.959703,-19.00979
2.221,-24.81727384,-23.38002723,-24.71031549,-23.09485614,-23.207066,-19.264362,-24.027493,-19.044754
2.222,-24.83777072,-23.40223917,-24.73207167,-23.11540507,-23.200541,-19.243059,-23.970112,-19.030689
2.223,-24.85793926,-23.42440383,-24.75352204,-23.13591255,-23.331873,-19.250193,-24.102171,-19.033909
2.224,-24.87777834,-23.44652053,-24.7746653,-23.15637816,-23.316448,-19.298828,-24.089445,-19.061283
2.225,-24.89728693,-23.4685886,-24.79550026,-23.17680145,-23.368984,-19.246132,-24.130743,-19.031664
2.226,-24.91646404,-23.49060737,-24.81602576,-23.19718198,-23.396236,-19.243849,-24.168949,-19.027479
2.227,-24.93530878,-23.51257617,-24.83624072,-23.21751932,-23.498907,-19.277636,-24.280062,-19.073395
2.228,-24.95382035,-23.53449432,-24.85614413,-23.23781304,-23.501034,-19.294098,-24.334711,-19.055029
2.229,-24.971998,-23.55636115,-24.87573505,-23.25806269,-23.466986,-19.26265,-24.233252,-19.051998
2.23,-24.9898411,-23.57817597,-24.8950126,-23.27826785,-23.52286,-19.336061,-24.286476,-19.091099
2.231,-25.00734906,-23.59993813,-24.91397597,-23.29842809,-23.53821,-19.297291,-24.322222,-19.08605
2.232,-25.02452138,-23.62164693,-24.93262444,-23.31854298,-23.550739,-19.344767,-24.314785,-19.103479
2.233,-25.04135767,-23.64330171,-24.95095734,-23.33861209,-23.642942,-19.361832,-24.471764,-19.146467
2.234,-25.0578576,-23.66490178,-24.96897408,-23.358635,-23.623606,-19.349382,-24.35038,-19.100853
2.235,-25.0740209,-23.68644647,-24.98667414,-23.37861128,-23.639986,-19.384108,-24.386566,-19.145935
