"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []","dB(S(3,1)) []","dB(S(4,1)) []"
1,-4.31717525676594,-6.43627061971241,-11.26672306379,-5.3322093078254
1.001,-4.31375757655856,-6.43902473597628,-11.2831336629183,-5.33084299064725
1.002,-4.31033847391154,-6.44179496832703,-11.2995828296337,-5.32947753857358
1.003,-4.30691797290346,-6.44458140672787,-11.3160704120611,-5.32811297487117
1.004,-4.30349609781781,-6.44738414163761,-11.3325962520423,-5.32674932298832
1.005,-4.30007287314452,-6.45020326401315,-11.3491601850075,-5.32538660655614
1.006,-4.29664832358147,-6.45303886531202,-11.365762039844,-5.32402484938992
1.007,-4.29322247403604,-6.45589103749495,-11.3824016387634,-5.32266407549049
1.008,-4.28979534962664,-6.45875987302841,-11.3990787971659,-5.32130430904546
1.009,-4.28636697568426,-6.46164546488718,-11.415793323503,-5.31994557443067
1.01,-4.28293737775405,-6.46454790655693,-11.4325450191371,-5.31858789621153
1.011,-4.27950658159688,-6.4674672920368,-11.4493336781995,-5.31723129914435
1.012,-4.27607461319092,-6.47040371584197,-11.4661590874457,-5.31587580817775
1.013,-4.27264149873323,-6.47335727300631,-11.4830210261082,-5.31452144845406
1.014,-4.26920726464139,-6.47632805908495,-11.4999192657475,-5.3131682453107
1.015,-4.26577193755508,-6.4793161701569,-11.5168535700998,-5.31181622428157
1.016,-4.26233554433772,-6.48232170282766,-11.5338236949228,-5.31046541109849
1.017,-4.25889811207812,-6.48534475423192,-11.5508293878391,-5.30911583169264
1.018,-4.25545966809208,-6.48838542203612,-11.5678703881766,-5.30776751219594
1.019,-4.25202023992411,-6.49144380444112,-11.584946426807,-5.30642047894256
1.02,-4.24857985534901,-6.49452000018492,-11.6020572259811,-5.3050747584703
1.021,-4.24513854237364,-6.49761410854521,-11.6192024991621,-5.30373037752212
1.022,-4.24169632923854,-6.50072622934214,-11.6363819508559,-5.30238736304757
1.023,-4.23825324441966,-6.50385646294096,-11.653595276439,-5.30104574220427
1.024,-4.23480931663003,-6.5070049102547,-11.6708421619835,-5.29970554235943
1.025,-4.23136457482155,-6.51017167274685,-11.68812228408,-5.29836679109131
1.026,-4.22791904818664,-6.51335685243413,-11.7054353096568,-5.29702951619079
1.027,-4.22447276616003,-6.5165605518891,-11.7227808957978,-5.29569374566281
1.028,-4.22102575842049,-6.51978287424294,-11.7401586895564,-5.29435950772794
1.029,-4.21757805489261,-6.52302392318815,-11.757568327767,-5.29302683082393
1.03,-4.21412968574854,-6.52628380298128,-11.7750094368546,-5.29169574360725
1.031,-4.21068068140983,-6.52956261844566,-11.7924816326404,-5.29036627495461
1.032,-4.20723107254917,-6.53286047497413,-11.8099845201453,-5.28903845396458
1.033,-4.20378089009219,-6.53617747853181,-11.8275176933905,-5.28771230995914
1.034,-4.20033016521936,-6.53951373565881,-11.8450807351953,-5.28638787248526
1.035,-4.19687892936771,-6.54286935347305,-11.862673216972,-5.28506517131652
1.036,-4.19342721423275,-6.54624443967295,-11.8802946985179,-5.28374423645469
1.037,-4.18997505177027,-6.54963910254024,-11.897944727805,-5.28242509813136
1.038,-4.18652247419823,-6.55305345094272,-11.915622840766,-5.28110778680957
1.039,-4.18306951399863,-6.55648759433705,-11.9333285610781,-5.27979233318545
1.04,-4.17961620391939,-6.55994164277152,-11.9510613999439,-5.27847876818984
1.041,-4.17616257697622,-6.56341570688882,-11.968820855869,-5.27716712298995
1.042,-4.17270866645458,-6.56690989792887,-11.9866064144377,-5.27585742899107
1.043,-4.16925450591154,-6.57042432773157,-12.0044175480844,-5.27454971783819
1.044,-4.16580012917776,-6.57395910873965,-12.0222537158638,-5.27324402141773
1.045,-4.1623455703594,-6.57751435400141,-12.0401143632172,-5.2719403718592
1.046,-4.15889086384007,-6.58109017717359,-12.0579989217364,-5.27063880153692
1.047,-4.15543604428283,-6.58468669252411,-12.0759068089243,-5.26933934307174
1.048,-4.15198114663211,-6.58830401493496,-12.0938374279539,-5.2680420293328
1.049,-4.14852620611574,-6.59194225990493,-12.111790167423,-5.26674689343918
