"Freq [GHz]","dB(S(1,1)) []","dB(S(2,2)) []","dB(S(3,3)) []","dB(S(4,4)) []"
1,-4.31717525676594,-10.5261826091645,-4.32898730188744,-10.5759872282339
1.001,-4.31375757655856,-10.5402454090476,-4.32548942875555,-10.5903325626012
1.002,-4.31033847391154,-10.5543557205597,-4.32199008243588,-10.6047259246003
1.003,-4.30691797290346,-10.5685137620242,-4.31848928765394,-10.619167535462
1.004,-4.30349609781781,-10.5827197530365,-4.31498706934384,-10.6336576177155
1.005,-4.30007287314452,-10.5969739144717,-4.3114834526498,-10.6481963951969
1.006,-4.29664832358147,-10.6112764684932,-4.30797846292769,-10.6627840930574
1.007,-4.29322247403604,-10.6256276385603,-4.30447212574652,-10.6774209377718
1.008,-4.28979534962664,-10.640027649437,-4.30096446689002,-10.6921071571472
1.009,-4.28636697568426,-10.6544767271998,-4.29745551235819,-10.7068429803307
1.01,-4.28293737775405,-10.6689750992463,-4.29394528836882,-10.7216286378191
1.011,-4.27950658159688,-10.6835229943035,-4.29043382135912,-10.7364643614666
1.012,-4.27607461319092,-10.6981206424358,-4.28692113798726,-10.7513503844936
1.013,-4.27264149873323,-10.7127682750539,-4.28340726513398,-10.7662869414956
1.014,-4.26920726464139,-10.7274661249232,-4.27989222990417,-10.7812742684519
1.015,-4.26577193755508,-10.742214426172,-4.27637605962852,-10.7963126027341
1.016,-4.26233554433772,-10.7570134143003,-4.27285878186509,-10.811402183115
1.017,-4.25889811207812,-10.7718633261883,-4.269340424401,-10.8265432497777
1.018,-4.25545966809208,-10.7867644001049,-4.26582101525402,-10.8417360443242
1.019,-4.25202023992411,-10.8017168757166,-4.26230058267424,-10.8569808097841
1.02,-4.24857985534901,-10.816720994096,-4.25877915514575,-10.8722777906242
1.021,-4.24513854237364,-10.8317769977307,-4.25525676138829,-10.8876272327571
1.022,-4.24169632923854,-10.8468851305319,-4.25173343035892,-10.90302938355
1.023,-4.23825324441966,-10.8620456378431,-4.24820919125378,-10.9184844918344
1.024,-4.23480931663003,-10.8772587664495,-4.24468407350968,-10.9339928079147
1.025,-4.23136457482155,-10.892524764586,-4.24115810680594,-10.9495545835775
1.026,-4.22791904818664,-10.907843881947,-4.23763132106602,-10.965170072101
1.027,-4.22447276616003,-10.9232163696948,-4.2341037464593,-10.9808395282637
1.028,-4.22102575842049,-10.9386424804686,-4.2305754134028,-10.9965632083543
1.029,-4.21757805489261,-10.9541224683937,-4.22704635256297,-11.0123413701806
1.03,-4.21412968574854,-10.9696565890907,-4.22351659485741,-11.0281742730788
1.031,-4.21068068140983,-10.9852450996838,-4.2199861714567,-11.0440621779231
1.032,-4.20723107254917,-11.000888258811,-4.21645511378614,-11.060005347135
1.033,-4.20378089009219,-11.0165863266323,-4.21292345352758,-11.0760040446925
1.034,-4.20033016521936,-11.0323395648394,-4.20939122262122,-11.0920585361399
1.035,-4.19687892936771,-11.0481482366647,-4.20585845326741,-11.1081690885971
1.036,-4.19342721423275,-11.0640126068903,-4.20232517792854,-11.1243359707691
1.037,-4.18997505177027,-11.0799329418579,-4.19879142933079,-11.1405594529556
1.038,-4.18652247419823,-11.0959095094771,-4.19525724046607,-11.1568398070604
1.039,-4.18306951399863,-11.1119425792357,-4.19172264459384,-11.1731773066013
1.04,-4.17961620391939,-11.1280324222082,-4.18818767524299,-11.1895722267195
1.041,-4.17616257697622,-11.1441793110656,-4.18465236621372,-11.2060248441892
1.042,-4.17270866645458,-11.1603835200844,-4.18111675157945,-11.2225354374273
1.043,-4.16925450591154,-11.1766453251563,-4.17758086568874,-11.2391042865032
1.044,-4.16580012917776,-11.1929650037975,-4.17404474316717,-11.2557316731483
1.045,-4.1623455703594,-11.2093428351578,-4.17050841891929,-11.2724178807659
1.046,-4.15889086384007,-11.2257791000305,-4.16697192813057,-11.2891631944407
1.047,-4.15543604428283,-11.2422740808615,-4.16343530626935,-11.3059679009487
1.048,-4.15198114663211,-11.2588280617585,-4.15989858908878,-11.3228322887671
1.049,-4.14852620611574,-11.2754413285013,-4.15636181262884,-11.3397566480835
1.05,-4.14507125824694,-11.2921141685501,-4.15282501321826,-11.3567412708066
