!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Tuesday, March 08, 2016 15:27:04
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21 Log Mag(dB),S21 Phase(°)
1000000000,-4.4178338,-104.87537
1001000000,-4.4333153,-105.01341
1002000000,-4.4505601,-104.87804
1003000000,-4.4302545,-105.02336
1004000000,-4.3836761,-105.18047
1005000000,-4.4369559,-105.3119
1006000000,-4.4203749,-105.54851
1007000000,-4.4058647,-105.52102
1008000000,-4.4168086,-105.65395
1009000000,-4.4177289,-105.67558
1010000000,-4.3967857,-105.95987
1011000000,-4.4259753,-105.94238
1012000000,-4.4022985,-105.89925
1013000000,-4.3758764,-106.16891
1014000000,-4.4133387,-106.48135
1015000000,-4.3702259,-106.57153
1016000000,-4.3744946,-106.35378
1017000000,-4.3804183,-106.65974
1018000000,-4.3860717,-106.98178
1019000000,-4.3679304,-106.93611
1020000000,-4.3785343,-106.97215
1021000000,-4.3286214,-107.20427
1022000000,-4.3646941,-107.04222
1023000000,-4.3635716,-107.30595
1024000000,-4.3706222,-107.28329
1025000000,-4.392446,-107.51636
1026000000,-4.3605366,-107.59431
1027000000,-4.327023,-107.6143
1028000000,-4.3473339,-107.77934
1029000000,-4.3342462,-107.97079
1030000000,-4.3650851,-108.15267
1031000000,-4.3473792,-108.23184
1032000000,-4.3425107,-108.44624
1033000000,-4.3260317,-108.35654
1034000000,-4.3387427,-108.5543
1035000000,-4.3227758,-108.50444
1036000000,-4.330359,-108.76875
1037000000,-4.2982149,-108.97613
1038000000,-4.2996278,-108.84584
1039000000,-4.2869983,-109.0777
1040000000,-4.302453,-109.2126
1041000000,-4.3174124,-109.31273
1042000000,-4.3273191,-109.2
1043000000,-4.2698369,-109.25573
1044000000,-4.2853217,-109.50434
1045000000,-4.2677937,-109.7673
1046000000,-4.290204,-109.85552
1047000000,-4.2727518,-109.86608
1048000000,-4.293839,-109.95615
1049000000,-4.2543907,-110.00325
1050000000,-4.2816725,-110.14595
1051000000,-4.2784815,-110.41496
1052000000,-4.2795811,-110.47958
1053000000,-4.2928438,-110.49787
1054000000,-4.2559576,-110.73717
1055000000,-4.2649446,-110.9025
1056000000,-4.2477131,-110.75237
1057000000,-4.2591085,-111.0168
1058000000,-4.2565227,-111.18709
1059000000,-4.2456341,-111.26665
1060000000,-4.2428136,-111.39132
1061000000,-4.2556324,-111.31894
1062000000,-4.2345424,-111.56039
1063000000,-4.200336,-111.68274
1064000000,-4.2269306,-111.8847
1065000000,-4.212235,-112.05761
1066000000,-4.2161064,-112.15738
1067000000,-4.2173553,-112.24423
1068000000,-4.2064323,-112.25993
1069000000,-4.2098131,-112.28733
1070000000,-4.2101412,-112.34548
1071000000,-4.1744809,-112.41931
1072000000,-4.2022181,-112.74998
1073000000,-4.209609,-112.62289
1074000000,-4.1731939,-112.72045
1075000000,-4.2029262,-113.04173
1076000000,-4.195827,-113.20536
1077000000,-4.188869,-113.28903
1078000000,-4.149343,-113.33344
1079000000,-4.156847,-113.51466
1080000000,-4.1546888,-113.58422
1081000000,-4.1709232,-113.71156
