!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Tuesday, March 08, 2016 14:54:13
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21 Log Mag(dB),S21 Phase(°)
1000000000,-5.6389937,-70.923004
1001000000,-5.6614752,-70.930199
1002000000,-5.6732559,-70.835045
1003000000,-5.6563005,-71.054657
1004000000,-5.6390166,-71.082954
1005000000,-5.6894259,-70.936028
1006000000,-5.6485128,-71.220581
1007000000,-5.638515,-71.379089
1008000000,-5.6395531,-71.287064
1009000000,-5.6543937,-71.316284
1010000000,-5.6289697,-71.518326
1011000000,-5.6334295,-71.441399
1012000000,-5.6272759,-71.384941
1013000000,-5.6159348,-71.465797
1014000000,-5.6451292,-71.603821
1015000000,-5.6263132,-71.803513
1016000000,-5.6255426,-71.938576
1017000000,-5.6229601,-71.978058
1018000000,-5.6261792,-72.155609
1019000000,-5.6254787,-71.828705
1020000000,-5.6494193,-72.047844
1021000000,-5.5823817,-72.238693
1022000000,-5.6135769,-72.104256
1023000000,-5.6214948,-72.399361
1024000000,-5.6555624,-72.278214
1025000000,-5.6333666,-72.486122
1026000000,-5.6261716,-72.488762
1027000000,-5.581573,-72.56736
1028000000,-5.6192226,-72.715004
1029000000,-5.6030331,-72.713943
1030000000,-5.6247897,-72.825233
1031000000,-5.6229835,-72.792862
1032000000,-5.6088095,-73.126038
1033000000,-5.630734,-72.905533
1034000000,-5.6573911,-73.11467
1035000000,-5.608603,-73.258965
1036000000,-5.6100278,-73.374245
1037000000,-5.6148543,-73.458252
1038000000,-5.5861907,-73.41333
1039000000,-5.6087584,-73.477211
1040000000,-5.5982585,-73.554565
1041000000,-5.6202083,-73.620651
1042000000,-5.619915,-73.684685
1043000000,-5.5698099,-73.761353
1044000000,-5.5919571,-73.642708
1045000000,-5.6164699,-74.040253
1046000000,-5.6177974,-74.241913
1047000000,-5.6033468,-73.872208
1048000000,-5.6066327,-73.834167
1049000000,-5.5853944,-74.057968
1050000000,-5.6063156,-73.997894
1051000000,-5.6019869,-74.248573
1052000000,-5.5987334,-74.49189
1053000000,-5.5886464,-74.420853
1054000000,-5.5785642,-74.462242
1055000000,-5.6095133,-74.456146
1056000000,-5.5899978,-74.621704
1057000000,-5.5655599,-74.741112
1058000000,-5.6169305,-74.728516
1059000000,-5.5900512,-74.952202
1060000000,-5.5696363,-74.885231
1061000000,-5.592031,-74.982933
1062000000,-5.5824003,-75.061623
1063000000,-5.5669384,-75.109886
1064000000,-5.5936556,-75.277924
1065000000,-5.5553541,-75.167824
1066000000,-5.5713391,-75.396935
1067000000,-5.5916924,-75.563927
1068000000,-5.5573025,-75.538536
1069000000,-5.5860167,-75.42588
1070000000,-5.553966,-75.654427
1071000000,-5.5842209,-75.590767
1072000000,-5.5513577,-75.744843
1073000000,-5.5746565,-75.703896
1074000000,-5.5671506,-75.605843
1075000000,-5.5972776,-76.159302
1076000000,-5.5768824,-76.113014
1077000000,-5.5773139,-76.137154
1078000000,-5.547164,-76.069778
1079000000,-5.5776792,-76.3433
1080000000,-5.5657244,-76.311768
1081000000,-5.5501676,-76.358795
1082000000,-5.593111,-76.464661
1083000000,-5.5636978,-76.635078
1084000000,-5.5500059,-76.542915
1085000000,-5.5621362,-76.566727
1086000000,-5.5610871,-76.896774
1087000000,-5.5542474,-76.827187
1088000000,-5.5809054,-76.890083
1089000000,-5.531776,-76.986969
1090000000,-5.5591683,-77.023849
1091000000,-5.5535522,-76.991615
1092000000,-5.5664649,-77.128555
1093000000,-5.5511613,-77.367714
1094000000,-5.5659828,-77.246712
1095000000,-5.5474563,-77.471664
1096000000,-5.5499635,-77.248466
1097000000,-5.5446005,-77.632492
1098000000,-5.5461726,-77.382919
1099000000,-5.5495796,-77.714844
1100000000,-5.5367832,-77.587074
1101000000,-5.558496,-77.947433
1102000000,-5.5422254,-77.9048
1103000000,-5.5288386,-78.079445
1104000000,-5.5218439,-78.122154
1105000000,-5.5644708,-77.99453
1106000000,-5.5099268,-78.23246
1107000000,-5.559041,-78.122711
1108000000,-5.5353065,-78.321732
1109000000,-5.5075707,-78.34269
1110000000,-5.5271163,-78.439049
1111000000,-5.5342078,-78.304359
1112000000,-5.5176816,-78.651009
1113000000,-5.526473,-78.477394
1114000000,-5.5398707,-78.854263
1115000000,-5.5266819,-78.633163
1116000000,-5.5345407,-78.805473
1117000000,-5.5105362,-78.974632
1118000000,-5.5514445,-78.934433
1119000000,-5.5094233,-79.127617
1120000000,-5.5168667,-79.142708
1121000000,-5.538631,-79.446388
1122000000,-5.5377235,-79.299911
1123000000,-5.4981475,-79.130447
1124000000,-5.4712105,-79.418762
1125000000,-5.5019851,-79.60627
1126000000,-5.5182824,-79.431511
