!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Friday, March 04, 2016 13:54:34
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Phase(°),S21 Phase(°)
1000000000,-48.100376,-154.17543
1001000000,-48.311729,-154.17381
1002000000,-49.463772,-154.38792
1003000000,-49.570835,-154.64476
1004000000,-49.870777,-154.7458
1005000000,-50.2467,-154.88464
1006000000,-50.787979,-155.00989
1007000000,-51.595707,-155.08627
1008000000,-52.017139,-155.26732
1009000000,-51.889008,-155.58195
1010000000,-52.234501,-155.5737
1011000000,-52.784367,-155.80786
1012000000,-53.611813,-156.04523
1013000000,-53.807652,-156.15247
1014000000,-53.853096,-156.30428
1015000000,-54.734993,-156.56543
1016000000,-54.587692,-156.87401
1017000000,-55.690105,-156.90285
1018000000,-56.017345,-156.82579
1019000000,-56.175621,-156.91234
1020000000,-56.524612,-157.2301
1021000000,-57.230106,-157.32338
1022000000,-56.67197,-157.57182
1023000000,-57.599007,-157.65395
1024000000,-57.71133,-157.79907
1025000000,-58.281628,-157.88356
1026000000,-58.709774,-158.04762
1027000000,-59.203636,-158.40895
1028000000,-58.846363,-158.44341
1029000000,-59.898922,-158.63072
1030000000,-60.188824,-158.77457
1031000000,-60.301529,-158.98009
1032000000,-60.59705,-159.02353
1033000000,-60.977005,-159.19035
1034000000,-61.067856,-159.37849
1035000000,-61.182186,-159.5632
1036000000,-61.657089,-159.59514
1037000000,-62.122185,-159.70323
1038000000,-62.782883,-159.95859
1039000000,-62.877228,-160.29584
1040000000,-62.902081,-160.29839
1041000000,-63.688202,-160.5928
1042000000,-63.711445,-160.62123
1043000000,-64.166336,-160.78796
1044000000,-64.477966,-160.90114
1045000000,-64.700523,-161.07648
1046000000,-65.211838,-161.23549
1047000000,-65.346581,-161.63493
1048000000,-65.929863,-161.59917
1049000000,-66.237877,-161.74184
1050000000,-66.166443,-161.70052
1051000000,-66.764488,-161.91289
1052000000,-67.134644,-162.2063
1053000000,-67.577972,-162.25842
1054000000,-68.081436,-162.3129
1055000000,-68.547211,-162.39891
1056000000,-68.794136,-162.6423
1057000000,-69.167496,-162.91986
1058000000,-69.203156,-163.26468
1059000000,-69.718651,-163.27446
1060000000,-70.239006,-163.41832
1061000000,-70.545403,-163.32925
1062000000,-70.616089,-163.67645
1063000000,-70.499313,-163.80099
1064000000,-71.668228,-163.99716
1065000000,-71.891945,-164.01672
1066000000,-72.053658,-164.33875
1067000000,-72.194214,-164.40747
1068000000,-72.322952,-164.52026
1069000000,-73.184662,-164.94205
1070000000,-73.313019,-164.87457
1071000000,-73.581284,-165.16835
1072000000,-73.662247,-165.19276
1073000000,-74.4981,-165.6368
1074000000,-74.454765,-165.38686
1075000000,-74.882622,-165.64618
1076000000,-74.785904,-165.75441
1077000000,-75.526985,-165.75307
1078000000,-75.947762,-166.08186
1079000000,-76.085258,-166.3425
1080000000,-76.247818,-166.54662
1081000000,-76.710861,-166.61948
1082000000,-76.880119,-166.88753
1083000000,-77.377846,-166.94456
1084000000,-77.420296,-167.04604
1085000000,-77.685669,-167.02623
1086000000,-78.153305,-167.4446
1087000000,-78.527275,-167.45242
1088000000,-78.926636,-167.67763
1089000000,-78.973312,-167.73074
1090000000,-79.467392,-168.02567
1091000000,-79.696449,-167.96835
1092000000,-80.027847,-168.2953
1093000000,-80.397926,-168.39064
1094000000,-80.884178,-168.64711
1095000000,-81.08992,-168.84959
1096000000,-81.584625,-168.83073
1097000000,-81.80632,-169.13498
1098000000,-81.945442,-169.42787
1099000000,-82.488525,-169.25565
1100000000,-82.561584,-169.49043
1101000000,-83.234558,-169.7262
1102000000,-83.207176,-169.81248
1103000000,-83.672112,-170.10988
1104000000,-83.534729,-170.03107
1105000000,-84.219208,-170.33081
1106000000,-84.569916,-170.35468
1107000000,-84.87748,-170.61641
1108000000,-84.807838,-170.72859
1109000000,-85.190399,-170.82906
1110000000,-85.550255,-170.98943
1111000000,-85.76326,-171.23804
1112000000,-86.067444,-171.34319
1113000000,-86.502663,-171.56877
1114000000,-86.56916,-171.80084
1115000000,-86.891083,-171.75917
1116000000,-87.258339,-171.98874
1117000000,-87.537155,-172.23419
1118000000,-87.869705,-172.1367
1119000000,-87.95092,-172.43268
1120000000,-88.343636,-172.55669
1121000000,-88.687325,-172.66302
1122000000,-88.709946,-172.87973
1123000000,-89.253746,-172.87891
1124000000,-89.366417,-173.09657
1125000000,-89.671097,-173.32123
1126000000,-89.992676,-173.38708
1127000000,-90.1045,-173.51822
1128000000,-90.739105,-173.71774
1129000000,-90.879753,-173.942
1130000000,-91.099136,-174.22867
1131000000,-91.319427,-174.34506
1132000000,-91.686272,-174.58826
1133000000,-92.026993,-174.51964
1134000000,-92.064697,-174.64436
1135000000,-92.404381,-174.78429
1136000000,-92.935387,-175.14445
1137000000,-92.824776,-175.28094
1138000000,-93.41185,-175.4417
1139000000,-93.636368,-175.51329
1140000000,-94.07177,-175.63925
1141000000,-94.320808,-175.94441
1142000000,-94.28199,-176.10905
1143000000,-94.597321,-176.17696
1144000000,-95.152779,-176.34175
1145000000,-95.25898,-176.58858
1146000000,-95.623962,-176.70081
1147000000,-95.777878,-176.74013
1148000000,-95.983315,-177.0537
1149000000,-96.44162,-177.07072
1150000000,-96.651062,-177.13547
1151000000,-96.814468,-177.48747
1152000000,-97.167282,-177.38979
1153000000,-97.461769,-177.80508
1154000000,-97.598793,-177.61838
1155000000,-97.724785,-177.99097
1156000000,-98.161728,-178.21748
1157000000,-98.526009,-178.36488
1158000000,-98.485397,-178.31285
1159000000,-98.765816,-178.45222
1160000000,-99.078888,-178.48099
1161000000,-99.324615,-178.98026
1162000000,-99.605957,-179.06444
1163000000,-99.738297,-179.08031
1164000000,-100.10431,-179.23193
1165000000,-100.64323,-179.67412
1166000000,-100.62513,-179.62483
1167000000,-100.99305,-179.75038
1168000000,-101.23576,-179.99734
1169000000,-101.67094,179.82051
1170000000,-101.77071,179.67784
1171000000,-101.95696,179.61516
1172000000,-102.3828,179.44583
1173000000,-102.34649,179.38188
1174000000,-102.96024,179.22835
1175000000,-102.98317,179.07269
1176000000,-103.39984,178.78642
1177000000,-103.41989,178.5872
1178000000,-103.9901,178.5041
1179000000,-104.06206,178.45189
1180000000,-104.42258,178.18077
1181000000,-104.45087,178.16722
1182000000,-104.80188,178.09349
1183000000,-105.31068,177.62582
1184000000,-105.5448,177.72232
1185000000,-105.69343,177.39919
1186000000,-106.03649,177.31343
1187000000,-106.21329,177.18747
1188000000,-106.44614,177.03761
1189000000,-106.60074,176.80753
1190000000,-106.82105,176.7256
1191000000,-107.11996,176.60255
1192000000,-107.41601,176.3231
1193000000,-107.78934,176.17734
1194000000,-107.83689,176.01109
1195000000,-108.31247,175.75912
1196000000,-108.50384,175.72711
1197000000,-108.66764,175.64296
1198000000,-109.03237,175.57083
1199000000,-109.11116,175.32362
1200000000,-109.41788,175.05652
1201000000,-109.62214,174.97797
1202000000,-109.89935,174.83585
1203000000,-110.06695,174.73653
1204000000,-110.34155,174.69243
1205000000,-110.65029,174.45085
1206000000,-110.78143,174.44055
1207000000,-111.45184,174.0329
1208000000,-111.52668,173.86104
1209000000,-111.67316,173.87971
1210000000,-111.93765,173.68748
1211000000,-112.28108,173.45641
1212000000,-112.48262,173.17093
1213000000,-112.69785,173.20425
1214000000,-112.90813,173.17207
1215000000,-112.99607,172.92969
1216000000,-113.76423,172.45517
1217000000,-113.88425,172.60303
1218000000,-114.05155,172.37718
1219000000,-114.29523,172.35892
1220000000,-114.50578,172.17329
1221000000,-114.90649,171.92984
1222000000,-115.12212,171.81242
1223000000,-115.5362,171.6714
1224000000,-115.77834,171.3246
1225000000,-115.81744,171.25322
1226000000,-116.16884,171.1689
1227000000,-116.30326,171.04457
1228000000,-116.68459,170.86415
1229000000,-116.76498,170.78439
1230000000,-117.06156,170.51093
1231000000,-117.57321,170.45001
1232000000,-117.81945,170.12909
1233000000,-118.00971,169.98749
1234000000,-118.23412,169.78596
1235000000,-118.62891,169.89818
1236000000,-118.77116,169.716
1237000000,-119.11767,169.50787
1238000000,-119.38763,169.30652
1239000000,-119.54003,169.21042
1240000000,-119.82126,169.0656
1241000000,-120.17429,168.71634
1242000000,-120.37981,168.6535
1243000000,-120.70414,168.5488
1244000000,-120.87257,168.27309
1245000000,-121.14713,168.20096
1246000000,-121.33401,168.15317
1247000000,-121.35065,167.96304
1248000000,-121.88843,167.72173
1249000000,-122.17845,167.77565
1250000000,-122.26859,167.52975
