Freq [GHz],"Simul_cang_deg(S(2,1)) [deg]",Measure_S21 Phase(°)
2.752,96.32894595,-84.079758
2.753,96.29834549,-84.286156
2.754,96.26774478,-84.322838
2.755,96.23714383,-84.208473
2.756,96.20654264,-84.145454
2.757,96.17594121,-84.38755
2.758,96.14533954,-84.250702
2.759,96.11473762,-84.406563
2.76,96.08413547,-84.432732
2.761,96.05353307,-84.513893
2.762,96.02293042,-84.563019
2.763,95.99232754,-84.613098
2.764,95.96172441,-84.628479
2.765,95.93112104,-84.835152
2.766,95.90051742,-84.575874
2.767,95.86991356,-84.603958
2.768,95.83930946,-84.622475
2.769,95.80870512,-84.649506
2.77,95.77810053,-84.87439
2.771,95.74749569,-84.84613
2.772,95.71689061,-84.755714
2.773,95.68628529,-84.745384
2.774,95.65567972,-84.814423
2.775,95.6250739,-84.980988
2.776,95.59446785,-84.914536
2.777,95.56386154,-85.089989
2.778,95.53325499,-85.085335
2.779,95.5026482,-84.99482
2.78,95.47204115,-85.064148
2.781,95.44143386,-85.128334
2.782,95.41082633,-85.216087
2.783,95.38021855,-85.172203
2.784,95.34961052,-85.221222
2.785,95.31900225,-85.214523
2.786,95.28839373,-85.134087
2.787,95.25778496,-85.370613
2.788,95.22717594,-85.208527
2.789,95.19656668,-85.359497
2.79,95.16595716,-85.422585
2.791,95.1353474,-85.46804
2.792,95.1047374,-85.632668
2.793,95.07412714,-85.40033
2.794,95.04351663,-85.260529
2.795,95.01290588,-85.357498
2.796,94.98229488,-85.440147
2.797,94.95168363,-85.344597
2.798,94.92107213,-85.822426
2.799,94.89046038,-85.658821
2.8,94.85984838,-85.64534
2.801,94.82923613,-85.836876
2.802,94.79862363,-85.722618
2.803,94.76801088,-85.545036
2.804,94.73739788,-85.893578
2.805,94.70678463,-86.073669
2.806,94.67617112,-85.77607
2.807,94.64555737,-85.817184
2.808,94.61494337,-85.964569
2.809,94.58432911,-85.911766
2.81,94.55371461,-86.217972
2.811,94.52309985,-86.05233
2.812,94.49248484,-85.917137
2.813,94.46186958,-86.092941
2.814,94.43125407,-86.063118
2.815,94.4006383,-86.095215
2.816,94.37002229,-86.170364
2.817,94.33940602,-86.383072
2.818,94.30878949,-86.196419
2.819,94.27817272,-86.403503
2.82,94.24755569,-86.298943
2.821,94.21693841,-86.197357
2.822,94.18632087,-86.416534
2.823,94.15570308,-86.215942
2.824,94.12508504,-86.227028
2.825,94.09446674,-86.294792
2.826,94.06384819,-86.481918
2.827,94.03322938,-86.36924
2.828,94.00261032,-86.598442
2.829,93.97199101,-86.461205
2.83,93.94137144,-86.630569
2.831,93.91075161,-86.420113
2.832,93.88013153,-86.504082
2.833,93.8495112,-86.584221
2.834,93.81889061,-86.921593
2.835,93.78826976,-86.664063
2.836,93.75764866,-86.710762
2.837,93.7270273,-86.871628
2.838,93.69640569,-86.745613
2.839,93.66578382,-86.770462
2.84,93.63516169,-86.816246
2.841,93.6045393,-86.834808
2.842,93.57391666,-87.037201
2.843,93.54329377,-86.914101
2.844,93.51267061,-87.233337
2.845,93.4820472,-86.980057
2.846,93.45142353,-86.922302
2.847,93.4207996,-87.098518
2.848,93.39017541,-87.024681
2.849,93.35955097,-87.215157
2.85,93.32892627,-87.234863
2.851,93.29830131,-87.27462
2.852,93.26767609,-87.240631
2.853,93.23705061,-87.132927
2.854,93.20642488,-87.276573
2.855,93.17579888,-87.197891
2.856,93.14517263,-87.398155
2.857,93.11454611,-87.137428
2.858,93.08391934,-87.169533
2.859,93.05329231,-87.395172
2.86,93.02266502,-87.292007
2.861,92.99203746,-87.625816
2.862,92.96140965,-87.396782
2.863,92.93078158,-87.564384
2.864,92.90015324,-87.443031
2.865,92.86952465,-87.585106
2.866,92.83889579,-87.595467
2.867,92.80826668,-87.665169
2.868,92.7776373,-87.962578
2.869,92.74700766,-87.86412
2.87,92.71637776,-87.747726
2.871,92.6857476,-87.944809
2.872,92.65511718,-87.845749
2.873,92.62448649,-88.035362
2.874,92.59385555,-87.92305
2.875,92.56322434,-87.915619
2.876,92.53259287,-88.163635
2.877,92.50196113,-87.988312
2.878,92.47132913,-87.760246
2.879,92.44069688,-88.026154
2.88,92.41006435,-88.164963
2.881,92.37943157,-87.98558
2.882,92.34879852,-88.189896
2.883,92.3181652,-88.041496
2.884,92.28753163,-88.056381
2.885,92.25689779,-88.186775
2.886,92.22626368,-88.340645
2.887,92.19562931,-88.410965
2.888,92.16499468,-88.371582
2.889,92.13435978,-88.30925
2.89,92.10372462,-88.503029
2.891,92.0730892,-88.436356
2.892,92.04245351,-88.47374
2.893,92.01181755,-88.347458
2.894,91.98118133,-88.558571
2.895,91.95054484,-88.526909
2.896,91.91990809,-88.448196
2.897,91.88927107,-88.57489
2.898,91.85863379,-88.438202
2.899,91.82799624,-88.526344
2.9,91.79735842,-88.567154
2.901,91.76672034,-88.947273
2.902,91.73608199,-88.599396
2.903,91.70544337,-88.814789
2.904,91.67480449,-88.720459
2.905,91.64416534,-88.772156
2.906,91.61352593,-88.830505
2.907,91.58288624,-88.828423
2.908,91.55224629,-88.856674
2.909,91.52160608,-89.019478
2.91,91.49096559,-88.785027
2.911,91.46032484,-88.9664
2.912,91.42968382,-89.024681
2.913,91.39904253,-89.070412
2.914,91.36840097,-89.191101
2.915,91.33775914,-88.987816
2.916,91.30711705,-89.291489
2.917,91.27647469,-89.434853
2.918,91.24583205,-89.273903
2.919,91.21518915,-89.189957
2.92,91.18454598,-89.290939
2.921,91.15390254,-89.471436
2.922,91.12325883,-89.519264
2.923,91.09261486,-89.492355
2.924,91.06197061,-89.424263
2.925,91.03132609,-89.343887
2.926,91.0006813,-89.491554
2.927,90.97003625,-89.454788
2.928,90.93939092,-89.357437
2.929,90.90874532,-89.651382
2.93,90.87809945,-89.506248
2.931,90.84745331,-89.418236
2.932,90.8168069,-89.566902
2.933,90.78616022,-89.678108
2.934,90.75551326,-89.831055
2.935,90.72486604,-89.678841
2.936,90.69421854,-89.779465
2.937,90.66357078,-89.787857
2.938,90.63292274,-89.801659
2.939,90.60227443,-89.836975
2.94,90.57162584,-89.81913
2.941,90.54097699,-89.712204
2.942,90.51032786,-89.898079
2.943,90.47967846,-90.110161
2.944,90.44902879,-90.160378
2.945,90.41837884,-90.00666
2.946,90.38772863,-89.945915
2.947,90.35707814,-90.16433
2.948,90.32642737,-90.077019
2.949,90.29577633,-90.037033
2.95,90.26512502,-90.190819
2.951,90.23447344,-90.27597
2.952,90.20382158,-90.167702
2.953,90.17316945,-90.217331
2.954,90.14251704,-90.468056
2.955,90.11186436,-90.273605
2.956,90.08121141,-90.223732
2.957,90.05055818,-90.362175
2.958,90.01990468,-90.235939
2.959,89.9892509,-90.368904
2.96,89.95859685,-90.412987
2.961,89.92794252,-90.696846
2.962,89.89728792,-90.549706
2.963,89.86663304,-90.643738
2.964,89.83597789,-90.553818
2.965,89.80532246,-90.59124
2.966,89.77466676,-90.702057
2.967,89.74401078,-90.869568
2.968,89.71335452,-90.827141
2.969,89.68269799,-90.681786
2.97,89.65204118,-90.573997
2.971,89.6213841,-90.959435
2.972,89.59072673,-90.703339
2.973,89.5600691,-90.81086
2.974,89.52941118,-91.015091
2.975,89.49875299,-90.827461
2.976,89.46809452,-90.832634
2.977,89.43743578,-90.844574
2.978,89.40677676,-90.742798
2.979,89.37611746,-90.95137
2.98,89.34545788,-91.137215
2.981,89.31479803,-91.03157
2.982,89.28413789,-91.022247
2.983,89.25347748,-91.034332
2.984,89.2228168,-91.159821
2.985,89.19215583,-91.220901
2.986,89.16149458,-91.164955
2.987,89.13083306,-91.317078
2.988,89.10017126,-91.263168
2.989,89.06950918,-91.387794
2.99,89.03884682,-91.454338
2.991,89.00818418,-91.382675
2.992,88.97752127,-91.442261
2.993,88.94685807,-91.444481
2.994,88.91619459,-91.279015
2.995,88.88553084,-91.539635
2.996,88.8548668,-91.555687
2.997,88.82420249,-91.726891
2.998,88.7935379,-91.601395
2.999,88.76287302,-91.790619
3,88.73220787,-91.622787
3.001,88.70154243,-91.682068
3.002,88.67087672,-91.72551
3.003,88.64021072,-91.662476
3.004,88.60954445,-91.821739
3.005,88.57887789,-91.813683
3.006,88.54821105,-91.845947
3.007,88.51754394,-91.876534
3.008,88.48687654,-91.852692
3.009,88.45620886,-91.951324
3.01,88.42554089,-91.783951
3.011,88.39487265,-91.977356
3.012,88.36420413,-92.100975
3.013,88.33353532,-92.080093
3.014,88.30286623,-92.026794
3.015,88.27219686,-92.18013
3.016,88.24152721,-92.175354
3.017,88.21085727,-92.121635
3.018,88.18018705,-92.079155
3.019,88.14951656,-92.281464
3.02,88.11884577,-92.319839
3.021,88.08817471,-92.13826
3.022,88.05750336,-92.281044
3.023,88.02683173,-92.331306
3.024,87.99615982,-92.280197
3.025,87.96548762,-92.292503
3.026,87.93481514,-92.280449
3.027,87.90414238,-92.706848
3.028,87.87346933,-92.334496
3.029,87.842796,-92.712364
3.03,87.81212238,-92.660027
3.031,87.78144849,-92.658531
3.032,87.7507743,-92.512436
3.033,87.72009984,-92.737663
3.034,87.68942509,-92.666527
3.035,87.65875005,-92.707016
3.036,87.62807473,-92.557335
3.037,87.59739913,-92.883102
3.038,87.56672324,-92.899681
3.039,87.53604706,-92.8479
3.04,87.50537061,-92.970528
3.041,87.47469386,-92.877357
3.042,87.44401683,-92.81839
3.043,87.41333952,-92.975777
3.044,87.38266192,-93.033943
3.045,87.35198403,-93.002068
3.046,87.32130586,-93.049789
3.047,87.29062741,-93.014442
3.048,87.25994866,-92.978477
3.049,87.22926963,-93.148857
3.05,87.19859032,-93.390968
3.051,87.16791072,-93.232048
3.052,87.13723083,-93.23774
3.053,87.10655066,-93.3591
3.054,87.0758702,-93.046631
3.055,87.04518945,-93.357338
3.056,87.01450842,-93.644577
3.057,86.9838271,-93.418137
3.058,86.95314549,-93.319283
3.059,86.92246359,-93.37471
3.06,86.89178141,-93.625404
3.061,86.86109894,-93.314865
3.062,86.83041619,-93.598633
3.063,86.79973314,-93.507217
3.064,86.76904981,-93.502426
3.065,86.73836619,-93.637085
3.066,86.70768228,-93.412704
3.067,86.67699809,-93.406425
3.068,86.6463136,-93.758095
3.069,86.61562883,-93.714958
3.07,86.58494377,-93.847862
3.071,86.55425842,-93.896919
3.072,86.52357278,-93.667877
3.073,86.49288686,-93.773964
3.074,86.46220064,-93.924728
3.075,86.43151414,-93.985909
3.076,86.40082735,-93.889
3.077,86.37014026,-93.87027
3.078,86.33945289,-94.133911
3.079,86.30876523,-93.934303
3.08,86.27807728,-94.110558
3.081,86.24738904,-94.259354
3.082,86.21670051,-94.148384
3.083,86.18601169,-93.864754
3.084,86.15532259,-94.110031
3.085,86.12463319,-94.289314
3.086,86.0939435,-94.255318
3.087,86.06325352,-94.225693
3.088,86.03256325,-94.313889
3.089,86.00187269,-94.188324
3.09,85.97118184,-94.440552
3.091,85.9404907,-94.184502
3.092,85.90979927,-94.37426
3.093,85.87910755,-94.540161
3.094,85.84841554,-94.426559
3.095,85.81772323,-94.545288
3.096,85.78703064,-94.59201
3.097,85.75633775,-94.607933
3.098,85.72564458,-94.440819
3.099,85.69495111,-94.632111
3.1,85.66425735,-94.601227
3.101,85.6335633,-94.733681
3.102,85.60286895,-94.719025
3.103,85.57217432,-94.668678
3.104,85.54147939,-94.907845
3.105,85.51078417,-94.743668
3.106,85.48008866,-95.012207
3.107,85.44939286,-94.820198
3.108,85.41869676,-95.034027
3.109,85.38800037,-94.986206
3.11,85.35730369,-95.069313
3.111,85.32660672,-95.051399
3.112,85.29590945,-95.081512
3.113,85.2652119,-94.916321
3.114,85.23451405,-94.948219
3.115,85.2038159,-95.112686
3.116,85.17311746,-95.188164
3.117,85.14241873,-95.031349
3.118,85.11171971,-95.365425
3.119,85.08102039,-95.309364
3.12,85.05032078,-95.145416
3.121,85.01962088,-95.301941
3.122,84.98892068,-95.350197
3.123,84.95822019,-95.548943
3.124,84.9275194,-95.416344
3.125,84.89681832,-95.579521
3.126,84.86611695,-95.451561
3.127,84.83541528,-95.769539
3.128,84.80471332,-95.533211
3.129,84.77401107,-95.706154
3.13,84.74330852,-95.79612
3.131,84.71260567,-95.5327
3.132,84.68190253,-95.693436
3.133,84.6511991,-95.78878
3.134,84.62049537,-95.845802
3.135,84.58979135,-95.941368
3.136,84.55908703,-95.894569
3.137,84.52838241,-95.835327
3.138,84.49767751,-95.909325
3.139,84.4669723,-96.073875
3.14,84.4362668,-95.854958
3.141,84.40556101,-95.906143
3.142,84.37485492,-95.969795
3.143,84.34414853,-95.892296
3.144,84.31344185,-95.866562
3.145,84.28273487,-96.087547
3.146,84.2520276,-96.178291
3.147,84.22132003,-96.233215
3.148,84.19061217,-96.242416
3.149,84.15990401,-96.312126
3.15,84.12919555,-96.344406
3.151,84.0984868,-96.31768
3.152,84.06777775,-96.411263
3.153,84.0370684,-96.452705
3.154,84.00635876,-96.224495
3.155,83.97564882,-96.444771
3.156,83.94493858,-96.319237
3.157,83.91422805,-96.622887
3.158,83.88351722,-96.375092
3.159,83.85280609,-96.63208
3.16,83.82209467,-96.515213
3.161,83.79138295,-96.616196
3.162,83.76067093,-96.546593
3.163,83.72995861,-96.766777
3.164,83.699246,-96.933395
3.165,83.66853309,-96.85334
3.166,83.63781988,-96.658653
3.167,83.60710638,-96.907364
3.168,83.57639258,-96.812668
3.169,83.54567847,-96.885757
3.17,83.51496408,-96.928864
3.171,83.48424938,-96.936249
3.172,83.45353438,-96.789856
3.173,83.42281909,-97.021378
3.174,83.3921035,-97.150871
3.175,83.36138761,-97.238777
3.176,83.33067142,-97.177818
3.177,83.29995494,-97.23494
3.178,83.26923815,-97.09005
3.179,83.23852107,-97.192406
3.18,83.20780369,-97.200081
3.181,83.17708601,-97.294533
3.182,83.14636803,-97.309891
3.183,83.11564975,-97.272835
3.184,83.08493117,-97.616051
3.185,83.05421229,-97.29631
3.186,83.02349312,-97.466347
3.187,82.99277364,-97.432762
3.188,82.96205387,-97.689934
3.189,82.9313338,-97.711937
3.19,82.90061342,-97.445251
3.191,82.86989275,-97.540154
3.192,82.83917178,-97.684319
3.193,82.80845051,-97.540451
3.194,82.77772893,-97.849144
3.195,82.74700706,-97.740463
3.196,82.71628489,-97.678177
3.197,82.68556242,-97.723175
3.198,82.65483965,-97.813896
3.199,82.62411658,-97.802994
3.2,82.59339321,-97.729263
3.201,82.56266953,-97.948021
3.202,82.53194556,-98.033997
3.203,82.50122129,-97.844177
3.204,82.47049671,-97.97065
3.205,82.43977184,-98.05867
3.206,82.40904667,-97.957008
3.207,82.37832119,-98.073395
3.208,82.34759542,-98.05513
3.209,82.31686934,-98.094254
3.21,82.28614296,-98.062599
3.211,82.25541628,-98.193588
3.212,82.2246893,-98.143433
3.213,82.19396202,-98.047012
3.214,82.16323444,-98.450523
3.215,82.13250656,-98.115578
3.216,82.10177837,-98.237961
3.217,82.07104989,-98.388367
3.218,82.0403211,-98.395157
3.219,82.00959201,-98.380539
3.22,81.97886262,-98.751297
3.221,81.94813293,-98.354301
3.222,81.91740293,-98.700829
3.223,81.88667264,-98.580078
3.224,81.85594204,-98.721886
3.225,81.82521114,-98.588364
3.226,81.79447994,-98.66571
3.227,81.76374843,-98.941483
3.228,81.73301663,-98.875954
3.229,81.70228452,-98.819557
3.23,81.67155211,-98.922432
3.231,81.6408194,-98.92971
3.232,81.61008638,-98.866501
3.233,81.57935307,-98.94957
3.234,81.54861945,-99.143028
3.235,81.51788552,-98.978455
3.236,81.4871513,-99.018593
3.237,81.45641677,-99.188042
3.238,81.42568194,-99.227036
3.239,81.39494681,-98.966652
3.24,81.36421137,-99.109642
3.241,81.33347563,-99.183411
3.242,81.30273959,-99.368393
3.243,81.27200324,-99.117744
3.244,81.24126659,-99.33136
3.245,81.21052964,-99.552116
3.246,81.17979239,-99.229843
3.247,81.14905483,-99.548546
3.248,81.11831697,-99.428391
3.249,81.0875788,-99.360863
3.25,81.05684034,-99.333633
3.251,81.02610156,-99.528534
3.252,80.99536249,-99.797829
3.253,80.96462311,-99.751564
3.254,80.93388343,-99.593948
3.255,80.90314344,-99.674736
3.256,80.87240315,-99.704727
3.257,80.84166255,-99.585579
3.258,80.81092166,-99.80172
3.259,80.78018045,-99.828888
3.26,80.74943895,-99.965103
3.261,80.71869714,-99.900032
3.262,80.68795502,-99.796692
3.263,80.6572126,-100.01057
3.264,80.62646988,-100.21387
3.265,80.59572685,-99.963127
3.266,80.56498352,-100.07118
3.267,80.53423988,-99.943123
3.268,80.50349594,-100.18144
3.269,80.4727517,-100.0543
3.27,80.44200715,-100.2979
3.271,80.41126229,-100.25142
3.272,80.38051713,-100.21059
3.273,80.34977167,-100.19949
3.274,80.3190259,-100.16493
3.275,80.28827983,-100.39333
3.276,80.25753345,-100.26494
3.277,80.22678677,-100.54001
3.278,80.19603978,-100.53091
3.279,80.16529248,-100.44038
3.28,80.13454488,-100.54292
3.281,80.10379698,-100.68723
3.282,80.07304877,-100.47274
3.283,80.04230026,-100.67355
3.284,80.01155144,-100.4163
3.285,79.98080231,-100.70226
3.286,79.95005288,-100.62469
3.287,79.91930315,-100.79463
3.288,79.88855311,-100.66331
3.289,79.85780276,-100.74819
3.29,79.82705211,-100.79606
3.291,79.79630115,-100.83745
3.292,79.76554989,-101.03959
3.293,79.73479832,-100.87407
3.294,79.70404644,-100.82662
3.295,79.67329426,-100.86966
3.296,79.64254178,-101.03669
3.297,79.61178898,-100.93918
3.298,79.58103589,-100.84119
3.299,79.55028248,-101.10893
3.3,79.51952877,-101.28722
3.301,79.48877475,-101.15922
3.302,79.45802043,-101.20541
3.303,79.4272658,-101.03348
3.304,79.39651087,-101.35275
3.305,79.36575563,-101.12629
3.306,79.33500008,-101.3939
3.307,79.30424423,-101.41022
3.308,79.27348807,-101.17397
3.309,79.2427316,-101.51348
3.31,79.21197483,-101.37572
3.311,79.18121775,-101.41153
3.312,79.15046036,-101.65795
3.313,79.11970267,-101.66553
3.314,79.08894467,-101.43457
3.315,79.05818637,-101.62215
3.316,79.02742775,-101.65234
3.317,78.99666884,-101.7621
3.318,78.96590961,-101.90383
3.319,78.93515008,-101.55347
3.32,78.90439024,-101.76725
3.321,78.87363009,-101.90592
3.322,78.84286964,-101.91889
3.323,78.81210888,-102.00662
3.324,78.78134781,-101.97523
3.325,78.75058644,-101.78079
3.326,78.71982476,-101.89431
3.327,78.68906277,-101.90705
3.328,78.65830048,-102.10281
3.329,78.62753787,-101.99503
3.33,78.59677497,-102.05565
3.331,78.56601175,-101.90257
3.332,78.53524823,-102.12277
3.333,78.50448439,-102.01864
3.334,78.47372026,-102.23653
3.335,78.44295581,-102.20815
3.336,78.41219106,-102.18719
3.337,78.381426,-102.03387
3.338,78.35066063,-102.40427
3.339,78.31989496,-102.08607
3.34,78.28912897,-102.4464
3.341,78.25836268,-102.3443
3.342,78.22759609,-102.34013
3.343,78.19682918,-102.49288
3.344,78.16606197,-102.50377
3.345,78.13529445,-102.5867
3.346,78.10452662,-102.6422
3.347,78.07375848,-102.49651
3.348,78.04299004,-102.64113
3.349,78.01222129,-102.7553
3.35,77.98145223,-102.66914
3.351,77.95068286,-102.84924
3.352,77.91991319,-102.68537
3.353,77.88914321,-102.65666
3.354,77.85837292,-102.77434
3.355,77.82760232,-102.8016
3.356,77.79683141,-102.71203
3.357,77.7660602,-103.09464
3.358,77.73528868,-103.09776
3.359,77.70451685,-103.0445
3.36,77.67374471,-103.28152
3.361,77.64297226,-103.03678
3.362,77.61219951,-102.89868
3.363,77.58142645,-103.24117
3.364,77.55065308,-103.19338
3.365,77.5198794,-103.24304
3.366,77.48910541,-102.8698
3.367,77.45833112,-103.27013
3.368,77.42755652,-103.28108
3.369,77.39678161,-103.37589
3.37,77.36600639,-103.65791
3.371,77.33523086,-103.34695
3.372,77.30445502,-103.39198
3.373,77.27367888,-103.55502
3.374,77.24290243,-103.39677
3.375,77.21212567,-103.46586
3.376,77.1813486,-103.58665
3.377,77.15057122,-103.59428
3.378,77.11979354,-103.62714
3.379,77.08901554,-103.75676
3.38,77.05823724,-103.63062
3.381,77.02745863,-103.56239
3.382,76.99667971,-103.47231
3.383,76.96590048,-103.71323
3.384,76.93512094,-103.67647
3.385,76.9043411,-103.89935
3.386,76.87356095,-104.02932
3.387,76.84278048,-103.74489
3.388,76.81199971,-103.97266
3.389,76.78121864,-103.96695
3.39,76.75043725,-104.13924
3.391,76.71965555,-103.86494
3.392,76.68887355,-103.90756
3.393,76.65809123,-104.05509
3.394,76.62730861,-103.98775
3.395,76.59652568,-104.19031
3.396,76.56574244,-104.14034
3.397,76.53495889,-104.10037
3.398,76.50417504,-104.27081
3.399,76.47339087,-104.13363
3.4,76.4426064,-104.17113
3.401,76.41182162,-104.18304
3.402,76.38103652,-104.30717
3.403,76.35025112,-104.40826
3.404,76.31946542,-104.53845
3.405,76.2886794,-104.39181
3.406,76.25789307,-104.38981
3.407,76.22710644,-104.52588
3.408,76.19631949,-104.28535
3.409,76.16553224,-104.58846
3.41,76.13474468,-104.59862
3.411,76.10395681,-104.38045
3.412,76.07316863,-104.65209
3.413,76.04238014,-104.46433
3.414,76.01159135,-104.54524
3.415,75.98080224,-104.57143
3.416,75.95001283,-104.80364
3.417,75.9192231,-104.73949
3.418,75.88843307,-104.92287
3.419,75.85764273,-104.72942
3.42,75.82685208,-104.79679
3.421,75.79606112,-104.74107
3.422,75.76526986,-104.99783
3.423,75.73447828,-104.81721
3.424,75.7036864,-104.85425
3.425,75.6728942,-105.00417
3.426,75.6421017,-105.14818
3.427,75.61130889,-105.21062
3.428,75.58051577,-105.04979
3.429,75.54972234,-105.12432
3.43,75.5189286,-105.12051
3.431,75.48813456,-104.97159
3.432,75.4573402,-105.29271
3.433,75.42654554,-105.24029
3.434,75.39575056,-105.2552
3.435,75.36495528,-105.2063
3.436,75.33415969,-105.35671
3.437,75.30336379,-105.48025
3.438,75.27256758,-105.20708
3.439,75.24177107,-105.58035
3.44,75.21097424,-105.4232
3.441,75.18017711,-105.32325
3.442,75.14937966,-105.47777
3.443,75.11858191,-105.64124
3.444,75.08778385,-105.51575
3.445,75.05698548,-105.63303
3.446,75.0261868,-105.60056
3.447,74.99538781,-105.79872
3.448,74.96458852,-105.51685
3.449,74.93378891,-105.66376
3.45,74.902989,-105.53746
3.451,74.87218877,-105.72462
3.452,74.84138824,-105.71902
3.453,74.8105874,-106.00224
3.454,74.77978625,-105.74957
3.455,74.74898479,-105.89525
3.456,74.71818303,-105.98372
3.457,74.68738095,-105.85464
3.458,74.65657857,-105.8391
3.459,74.62577588,-105.75098
3.46,74.59497287,-105.99711
3.461,74.56416956,-106.21129
3.462,74.53336595,-106.07435
3.463,74.50256202,-106.21726
3.464,74.47175778,-106.20654
3.465,74.44095324,-106.15289
3.466,74.41014839,-106.41611
3.467,74.37934322,-105.93945
3.468,74.34853775,-106.2038
3.469,74.31773197,-106.3026
3.47,74.28692589,-106.35174
3.471,74.25611949,-106.24691
3.472,74.22531279,-106.59841
3.473,74.19450577,-106.40313
3.474,74.16369845,-106.54038
3.475,74.13289082,-106.46942
3.476,74.10208288,-106.67427
3.477,74.07127464,-106.4593
3.478,74.04046608,-106.61298
3.479,74.00965722,-106.50761
3.48,73.97884804,-106.49533
3.481,73.94803856,-106.78181
3.482,73.91722877,-106.73156
3.483,73.88641868,-106.41473
3.484,73.85560827,-106.78641
3.485,73.82479756,-106.91837
3.486,73.79398653,-106.72075
3.487,73.7631752,-106.88126
3.488,73.73236356,-106.97993
3.489,73.70155162,-106.81113
3.49,73.67073936,-106.92133
3.491,73.6399268,-106.80935
3.492,73.60911393,-107.02325
3.493,73.57830075,-107.11846
3.494,73.54748726,-107.1665
3.495,73.51667346,-107.1049
3.496,73.48585936,-106.87089
3.497,73.45504495,-107.11722
3.498,73.42423022,-106.99296
3.499,73.3934152,-107.16329
3.5,73.36259986,-107.30191
3.501,73.33178422,-107.11604
3.502,73.30096826,-107.16758
3.503,73.270152,-107.48441
3.504,73.23933544,-107.25941
3.505,73.20851856,-107.30965
3.506,73.17770138,-107.27031
3.507,73.14688388,-107.53432
3.508,73.11606608,-107.57252
3.509,73.08524798,-107.50398
3.51,73.05442956,-107.75727
3.511,73.02361084,-107.70496
3.512,72.99279181,-107.72057
3.513,72.96197247,-107.5079
3.514,72.93115283,-107.66688
3.515,72.90033287,-107.74129
3.516,72.86951261,-107.72822
3.517,72.83869205,-107.69439
3.518,72.80787117,-107.75456
3.519,72.77704999,-107.85178
3.52,72.7462285,-107.52345
3.521,72.7154067,-107.8178
3.522,72.68458459,-107.93902
3.523,72.65376218,-107.98612
3.524,72.62293946,-107.92459
3.525,72.59211643,-108.14935
3.526,72.5612931,-107.87087
3.527,72.53046946,-108.09889
3.528,72.49964551,-108.01242
3.529,72.46882125,-108.02995
3.53,72.43799669,-108.4472
3.531,72.40717182,-108.22707
3.532,72.37634664,-108.20161
3.533,72.34552116,-108.1324
3.534,72.31469537,-108.40913
3.535,72.28386927,-108.33279
3.536,72.25304287,-108.11422
3.537,72.22221616,-108.24263
3.538,72.19138914,-108.61543
3.539,72.16056181,-108.41439
3.54,72.12973418,-108.28599
3.541,72.09890624,-108.53413
3.542,72.068078,-108.56387
3.543,72.03724945,-108.50877
3.544,72.00642059,-108.47773
3.545,71.97559142,-108.56226
3.546,71.94476195,-108.77943
3.547,71.91393217,-108.62193
3.548,71.88310209,-108.64114
3.549,71.8522717,-108.6955
3.55,71.821441,-108.76302
3.551,71.79061,-108.86437
3.552,71.75977869,-108.70558
3.553,71.72894708,-108.97761
3.554,71.69811515,-108.81869
3.555,71.66728293,-108.77114
3.556,71.63645039,-108.86639
3.557,71.60561755,-108.92416
3.558,71.57478441,-108.86983
3.559,71.54395096,-108.81738
3.56,71.5131172,-109.05864
3.561,71.48228314,-109.1734
3.562,71.45144877,-109.0247
3.563,71.42061409,-109.26311
3.564,71.38977911,-109.11965
3.565,71.35894383,-109.19402
3.566,71.32810823,-109.13534
3.567,71.29727234,-109.16671
3.568,71.26643613,-109.35226
3.569,71.23559963,-109.45501
3.57,71.20476281,-109.19215
3.571,71.17392569,-109.28292
3.572,71.14308827,-109.38634
3.573,71.11225054,-109.27951
3.574,71.08141251,-109.34329
3.575,71.05057417,-109.44805
3.576,71.01973552,-109.63691
3.577,70.98889657,-109.36474
3.578,70.95805732,-109.51668
3.579,70.92721776,-109.46072
3.58,70.89637789,-109.42929
3.581,70.86553772,-109.50919
3.582,70.83469725,-109.59691
3.583,70.80385647,-109.5815
3.584,70.77301539,-109.64558
3.585,70.742174,-109.72521
3.586,70.71133231,-109.84395
3.587,70.68049031,-109.82343
3.588,70.64964801,-109.79094
3.589,70.6188054,-109.9017
3.59,70.58796249,-109.65311
3.591,70.55711928,-109.97147
3.592,70.52627576,-110.12686
3.593,70.49543194,-109.70158
3.594,70.46458781,-110.12744
3.595,70.43374338,-110.03345
3.596,70.40289865,-109.99122
3.597,70.37205361,-110.1857
3.598,70.34120826,-110.23703
3.599,70.31036262,-110.09503
3.6,70.27951667,-110.22752
3.601,70.24867041,-110.24879
3.602,70.21782386,-110.19357
3.603,70.186977,-110.38227
3.604,70.15612983,-110.22656
3.605,70.12528236,-110.28938
3.606,70.09443459,-110.3567
3.607,70.06358652,-110.43639
3.608,70.03273814,-110.35488
3.609,70.00188946,-110.64336
3.61,69.97104048,-110.51886
3.611,69.94019119,-110.49393
3.612,69.9093416,-110.41052
3.613,69.87849171,-110.64336
3.614,69.84764151,-110.5164
3.615,69.81679101,-110.61495
3.616,69.78594021,-110.61848
3.617,69.75508911,-110.67991
3.618,69.7242377,-110.89735
3.619,69.69338599,-110.79507
3.62,69.66253398,-110.75285
3.621,69.63168167,-110.8103
3.622,69.60082905,-110.6396
3.623,69.56997613,-110.76264
3.624,69.53912291,-110.82318
