Freq,S11M,S22M,S33M,S44M,S11H,S22H,S33H,S44H
1.886,-11.98392,-5.6361661,-2.5452657,-16.377863,-12.49144785,-5.486788243,-2.518423833,-13.88743579
1.887,-12.029619,-5.6378403,-2.5238788,-16.370279,-12.52479733,-5.475827774,-2.518688686,-13.91262241
1.888,-12.046877,-5.5956912,-2.5228128,-16.356861,-12.55819561,-5.464918359,-2.518973054,-13.93781693
1.889,-12.064396,-5.5968728,-2.5466866,-16.425018,-12.59164267,-5.454059758,-2.519276774,-13.96301931
1.89,-12.114146,-5.5851021,-2.5112798,-16.379286,-12.62513848,-5.443251735,-2.519599686,-13.98822949
1.891,-12.125659,-5.5625224,-2.5079439,-16.358364,-12.65868302,-5.432494052,-2.519941631,-14.01344743
1.892,-12.163315,-5.583437,-2.5354395,-16.371937,-12.69227625,-5.421786474,-2.52030245,-14.03867306
1.893,-12.193675,-5.5629435,-2.5314996,-16.374695,-12.72591817,-5.411128765,-2.520681986,-14.06390635
1.894,-12.21405,-5.5607457,-2.5220091,-16.410349,-12.75960873,-5.400520692,-2.52108008,-14.08914725
1.895,-12.270879,-5.5326366,-2.5437157,-16.427473,-12.79334792,-5.389962021,-2.521496579,-14.11439571
1.896,-12.287134,-5.5314989,-2.5250673,-16.382317,-12.82713572,-5.379452519,-2.521931325,-14.13965168
1.897,-12.336725,-5.5486436,-2.5181346,-16.384415,-12.86097209,-5.368991956,-2.522384166,-14.16491513
1.898,-12.351888,-5.5152006,-2.5358193,-16.380547,-12.89485701,-5.3585801,-2.522854947,-14.19018602
1.899,-12.363408,-5.5076146,-2.5684104,-16.396622,-12.92879046,-5.348216722,-2.523343517,-14.2154643
1.9,-12.387462,-5.4872322,-2.510499,-16.421616,-12.96277241,-5.337901592,-2.523849723,-14.24074993
1.901,-12.432252,-5.4960055,-2.5232668,-16.462433,-12.99680284,-5.327634484,-2.524373415,-14.26604289
1.902,-12.454524,-5.4786735,-2.5072172,-16.433628,-13.03088171,-5.317415169,-2.524914443,-14.29134312
1.903,-12.495691,-5.4541459,-2.5021727,-16.45117,-13.06500902,-5.307243422,-2.525472658,-14.31665061
1.904,-12.498171,-5.4704118,-2.5434947,-16.44766,-13.09918472,-5.297119018,-2.526047912,-14.34196531
1.905,-12.534156,-5.4359422,-2.5315278,-16.488726,-13.1334088,-5.287041731,-2.526640056,-14.36728719
1.906,-12.565678,-5.4514351,-2.5247569,-16.484398,-13.16768122,-5.27701134,-2.527248946,-14.39261623
1.907,-12.643806,-5.3977432,-2.5422468,-16.43177,-13.20200197,-5.26702762,-2.527874434,-14.41795239
1.908,-12.631063,-5.413415,-2.5166728,-16.48048,-13.23637101,-5.257090351,-2.528516377,-14.44329565
1.909,-12.648526,-5.3886361,-2.4971514,-16.464249,-13.27078832,-5.247199312,-2.52917463,-14.46864599
1.91,-12.69912,-5.4000731,-2.5223067,-16.475121,-13.30525386,-5.237354283,-2.529849051,-14.49400336
1.911,-12.710729,-5.3612137,-2.4998636,-16.505697,-13.33976762,-5.227555046,-2.530539496,-14.51936777
1.912,-12.780111,-5.3667898,-2.528028,-16.499687,-13.37432956,-5.217801381,-2.531245824,-14.54473917
1.913,-12.790462,-5.3751755,-2.5145292,-16.465904,-13.40893966,-5.208093073,-2.531967896,-14.57011756
1.914,-12.82499,-5.3699684,-2.5443676,-16.493279,-13.44359789,-5.198429906,-2.532705569,-14.5955029
1.915,-12.851556,-5.3205643,-2.5201039,-16.501051,-13.47830421,-5.188811663,-2.533458707,-14.6208952
1.916,-12.868118,-5.339323,-2.5132802,-16.505215,-13.51305859,-5.179238132,-2.53422717,-14.64629442
1.917,-12.890465,-5.3355751,-2.5083814,-16.535904,-13.54786101,-5.169709098,-2.535010821,-14.67170055
1.918,-12.919097,-5.3151178,-2.5380101,-16.542213,-13.58271144,-5.16022435,-2.535809524,-14.69711359
1.919,-12.970307,-5.299068,-2.5187287,-16.509445,-13.61760984,-5.150783675,-2.536623142,-14.72253351
1.92,-12.997192,-5.3043652,-2.5230546,-16.545675,-13.65255617,-5.141386864,-2.537451541,-14.74796031
1.921,-13.056707,-5.2762575,-2.5361414,-16.544308,-13.68755042,-5.132033706,-2.538294586,-14.77339398
1.922,-13.053103,-5.2766185,-2.513077,-16.539557,-13.72259253,-5.122723994,-2.539152144,-14.7988345
1.923,-13.079436,-5.2677999,-2.5194502,-16.551237,-13.75768249,-5.113457518,-2.540024082,-14.82428189
1.924,-13.10614,-5.2558498,-2.5178905,-16.527054,-13.79282024,-5.104234074,-2.540910269,-14.84973612
1.925,-13.15775,-5.2405744,-2.5225112,-16.546885,-13.82800577,-5.095053454,-2.541810573,-14.87519719
1.926,-13.19503,-5.2337108,-2.5113688,-16.596014,-13.86323902,-5.085915453,-2.542724864,-14.90066511
1.927,-13.226865,-5.2228327,-2.4996626,-16.58025,-13.89851996,-5.076819869,-2.543653013,-14.92613987
1.928,-13.252086,-5.2233176,-2.5154216,-16.582567,-13.93384855,-5.067766497,-2.54459489,-14.95162147
1.929,-13.244643,-5.2182555,-2.518837,-16.63266,-13.96922475,-5.058755135,-2.545550368,-14.97710991
1.93,-13.320309,-5.1999307,-2.5066094,-16.569689,-14.00464853,-5.049785583,-2.546519319,-15.00260521
1.931,-13.329184,-5.1826801,-2.5009243,-16.622578,-14.04011983,-5.040857639,-2.547501618,-15.02810735
1.932,-13.365581,-5.1743093,-2.5410709,-16.589972,-14.07563861,-5.031971105,-2.548497137,-15.05361636
1.933,-13.394546,-5.1666245,-2.5277915,-16.591948,-14.11120484,-5.023125781,-2.549505753,-15.07913223
1.934,-13.422831,-5.16115,-2.5293503,-16.602367,-14.14681846,-5.014321471,-2.550527341,-15.10465497
1.935,-13.45134,-5.1661768,-2.5178051,-16.63002,-14.18247944,-5.005557978,-2.551561778,-15.1301846
1.936,-13.486977,-5.1363258,-2.5176258,-16.604614,-14.21818771,-4.996835106,-2.552608941,-15.15572112
1.937,-13.52919,-5.1362581,-2.4998629,-16.641169,-14.25394323,-4.98815266,-2.553668707,-15.18126456
1.938,-13.559803,-5.1384234,-2.5426431,-16.641111,-14.28974595,-4.979510446,-2.554740956,-15.20681492
1.939,-13.565895,-5.1158471,-2.5105126,-16.654722,-14.32559583,-4.970908272,-2.555825567,-15.23237222
1.94,-13.614765,-5.1037784,-2.5298362,-16.642683,-14.36149279,-4.962345945,-2.556922421,-15.25793648
1.941,-13.645852,-5.0892787,-2.5286665,-16.660109,-14.3974368,-4.953823274,-2.558031397,-15.28350772
1.942,-13.675349,-5.1005144,-2.5257423,-16.642244,-14.4334278,-4.945340069,-2.559152379,-15.30908595
1.943,-13.707844,-5.0743337,-2.5009232,-16.636648,-14.46946571,-4.93689614,-2.560285247,-15.3346712
1.944,-13.71373,-5.0851326,-2.5122616,-16.697544,-14.5055505,-4.9284913,-2.561429886,-15.36026349
1.945,-13.737391,-5.0520611,-2.4974799,-16.64373,-14.54168209,-4.92012536,-2.562586179,-15.38586285
1.946,-13.75425,-5.0381355,-2.4971678,-16.691109,-14.57786042,-4.911798134,-2.563754011,-15.4114693
1.947,-13.792117,-5.0378261,-2.4993303,-16.660547,-14.61408543,-4.903509436,-2.564933266,-15.43708287
1.948,-13.870889,-5.0690637,-2.5245285,-16.660252,-14.65035705,-4.895259082,-2.566123831,-15.46270359
1.949,-13.888621,-5.0543008,-2.5359163,-16.689442,-14.68667521,-4.887046887,-2.567325592,-15.48833148
1.95,-13.928398,-4.9956431,-2.4854531,-16.651205,-14.72303985,-4.878872668,-2.568538436,-15.51396659
1.951,-13.959838,-5.0310678,-2.5255706,-16.674515,-14.75945088,-4.870736244,-2.569762252,-15.53960893
1.952,-13.970322,-5.001256,-2.526412,-16.71883,-14.79590824,-4.862637433,-2.570996928,-15.56525855
1.953,-14.048908,-5.0001369,-2.5375698,-16.671524,-14.83241185,-4.854576054,-2.572242354,-15.59091549
1.954,-14.058227,-4.9738255,-2.5243902,-16.663332,-14.86896163,-4.846551928,-2.573498419,-15.61657977
1.955,-14.055666,-4.9667335,-2.5018277,-16.671202,-14.90555749,-4.838564878,-2.574765014,-15.64225145
1.956,-14.111698,-4.9591665,-2.5206428,-16.671934,-14.94219937,-4.830614724,-2.576042031,-15.66793055
1.957,-14.141962,-4.9542475,-2.5129085,-16.661623,-14.97888716,-4.822701289,-2.577329361,-15.69361712
1.958,-14.181417,-4.9652257,-2.5342505,-16.70289,-15.01562079,-4.814824399,-2.578626898,-15.7193112
1.959,-14.170664,-4.9433203,-2.5213928,-16.67222,-15.05240016,-4.806983878,-2.579934534,-15.74501284
1.96,-14.239492,-4.9430556,-2.5277083,-16.71183,-15.08922517,-4.799179552,-2.581252164,-15.77072208
1.961,-14.24853,-4.9133511,-2.5201941,-16.712109,-15.12609575,-4.791411247,-2.582579682,-15.79643898
1.962,-14.300056,-4.9100351,-2.502537,-16.711681,-15.16301178,-4.783678791,-2.583916983,-15.82216357
1.963,-14.319636,-4.9272966,-2.5446007,-16.725836,-15.19997316,-4.775982012,-2.585263964,-15.8478959
1.964,-14.353114,-4.8888741,-2.5228093,-16.68124,-15.2369798,-4.76832074,-2.586620522,-15.87363604
1.965,-14.397011,-4.8891444,-2.5521545,-16.716431,-15.27403158,-4.760694804,-2.587986552,-15.89938403
1.966,-14.409539,-4.8827462,-2.5180564,-16.731907,-15.3111284,-4.753104036,-2.589361954,-15.92513993
1.967,-14.468564,-4.8790207,-2.5184579,-16.749298,-15.34827014,-4.745548267,-2.590746626,-15.95090379
1.968,-14.488197,-4.8682251,-2.5281634,-16.744987,-15.38545669,-4.73802733,-2.592140467,-15.97667567
1.969,-14.472111,-4.842998,-2.481216,-16.70763,-15.42268793,-4.730541059,-2.593543377,-16.00245562
1.97,-14.535696,-4.8483348,-2.5340598,-16.730724,-15.45996374,-4.723089287,-2.594955255,-16.02824372
1.971,-14.590169,-4.8539391,-2.5243454,-16.767122,-15.497284,-4.71567185,-2.596376004,-16.05404001
1.972,-14.645209,-4.8219242,-2.5199716,-16.707726,-15.53464857,-4.708288585,-2.597805525,-16.07984457
1.973,-14.636564,-4.7928243,-2.5262923,-16.752922,-15.57205733,-4.700939327,-2.59924372,-16.10565745
1.974,-14.713297,-4.8203988,-2.5257607,-16.779253,-15.60951013,-4.693623915,-2.600690492,-16.13147873
1.975,-14.699615,-4.7951536,-2.5334804,-16.798622,-15.64700685,-4.686342186,-2.602145744,-16.15730846
1.976,-14.744302,-4.7947145,-2.5228989,-16.765991,-15.68454733,-4.679093982,-2.60360938,-16.18314673
1.977,-14.766445,-4.783298,-2.5317659,-16.784849,-15.72213144,-4.67187914,-2.605081306,-16.20899359
1.978,-14.793716,-4.7810154,-2.5202787,-16.796791,-15.75975902,-4.664697503,-2.606561426,-16.23484912
1.979,-14.851004,-4.7850294,-2.5384302,-16.838181,-15.79742992,-4.657548913,-2.608049647,-16.2607134
1.98,-14.845906,-4.7731194,-2.5112438,-16.813814,-15.83514398,-4.650433212,-2.609545874,-16.28658649
1.981,-14.885193,-4.7812934,-2.549823,-16.824141,-15.87290104,-4.643350242,-2.611050015,-16.31246848
1.982,-14.945612,-4.7536945,-2.5369184,-16.839497,-15.91070093,-4.63629985,-2.612561978,-16.33835943
1.983,-14.945572,-4.736104,-2.5432653,-16.791941,-15.94854348,-4.629281879,-2.61408167,-16.36425944
1.984,-14.98713,-4.7340345,-2.5301075,-16.837711,-15.98642853,-4.622296175,-2.615609001,-16.39016857
1.985,-15.010576,-4.7314334,-2.5569398,-16.883205,-16.02435588,-4.615342586,-2.617143879,-16.41608692
1.986,-15.078559,-4.7117534,-2.5353463,-16.838428,-16.06232536,-4.608420958,-2.618686215,-16.44201456
1.987,-15.092454,-4.7403064,-2.5259557,-16.889105,-16.10033678,-4.60153114,-2.62023592,-16.46795157
1.988,-15.115045,-4.6903214,-2.5206382,-16.881308,-16.13838994,-4.59467298,-2.621792903,-16.49389806
1.989,-15.162457,-4.7041626,-2.548389,-16.876833,-16.17648465,-4.587846329,-2.623357078,-16.51985409
1.99,-15.18302,-4.7377157,-2.5566328,-16.884109,-16.21462071,-4.581051037,-2.624928356,-16.54581977
1.991,-15.22845,-4.7010727,-2.5398138,-16.906687,-16.2527979,-4.574286956,-2.626506649,-16.57179517
1.992,-15.274595,-4.6851845,-2.5594354,-16.910358,-16.29101601,-4.567553937,-2.628091872,-16.5977804
1.993,-15.27671,-4.6891775,-2.5662992,-16.898518,-16.32927484,-4.560851834,-2.629683937,-16.62377555
1.994,-15.299054,-4.6773324,-2.545022,-16.914293,-16.36757414,-4.554180499,-2.63128276,-16.64978071
1.995,-15.367104,-4.6644626,-2.5501199,-16.955294,-16.4059137,-4.547539789,-2.632888255,-16.67579597
1.996,-15.364083,-4.6480527,-2.5576744,-16.953369,-16.44429329,-4.540929557,-2.634500338,-16.70182144
1.997,-15.422988,-4.6488461,-2.5591078,-16.964893,-16.48271265,-4.53434966,-2.636118925,-16.72785722
1.998,-15.449912,-4.675631,-2.5677669,-16.946507,-16.52117154,-4.527799954,-2.637743932,-16.7539034
1.999,-15.491737,-4.6623797,-2.5553241,-16.983301,-16.55966972,-4.521280298,-2.639375276,-16.77996009
2,-15.517607,-4.613307,-2.5447958,-16.953423,-16.59820693,-4.514790548,-2.641012876,-16.80602739
2.001,-15.535416,-4.6205163,-2.558326,-16.996429,-16.6367829,-4.508330565,-2.642656648,-16.8321054
2.002,-15.577326,-4.6178327,-2.5501454,-17.010189,-16.67539736,-4.501900207,-2.644306513,-16.85819424
2.003,-15.605158,-4.6557493,-2.5838115,-17.039352,-16.71405004,-4.495499336,-2.645962388,-16.88429401
2.004,-15.614592,-4.6101308,-2.5660305,-17.027441,-16.75274065,-4.489127812,-2.647624193,-16.91040481
2.005,-15.65653,-4.5793467,-2.5417802,-17.054258,-16.79146891,-4.482785498,-2.64929185,-16.93652677
2.006,-15.726782,-4.5946326,-2.5414765,-17.019615,-16.83023452,-4.476472256,-2.650965277,-16.96265999
2.007,-15.725227,-4.6065745,-2.5622921,-17.057968,-16.86903717,-4.470187949,-2.652644398,-16.98880459
2.008,-15.746498,-4.5581193,-2.5553703,-17.09111,-16.90787656,-4.463932441,-2.654329133,-17.01496068
2.009,-15.772923,-4.5443869,-2.5606818,-17.057234,-16.94675237,-4.457705598,-2.656019404,-17.04112839
2.01,-15.811707,-4.5182447,-2.5313177,-17.041286,-16.98566428,-4.451507285,-2.657715135,-17.06730782
2.011,-15.871618,-4.549233,-2.5554111,-17.093046,-17.02461195,-4.445337368,-2.659416248,-17.0934991
2.012,-15.91409,-4.5485539,-2.5783319,-17.068754,-17.06359505,-4.439195715,-2.661122667,-17.11970235
2.013,-15.909442,-4.5652623,-2.5756316,-17.073122,-17.10261323,-4.433082191,-2.662834317,-17.14591769
2.014,-15.966516,-4.490891,-2.5377846,-17.107561,-17.14166613,-4.426996667,-2.664551122,-17.17214525
2.015,-15.987917,-4.528779,-2.5862272,-17.110788,-17.1807534,-4.420939012,-2.666273006,-17.19838515
2.016,-16.040285,-4.5261664,-2.5635884,-17.131451,-17.21987466,-4.414909094,-2.667999897,-17.22463752
2.017,-16.058222,-4.4897752,-2.5392272,-17.114111,-17.25902954,-4.408906785,-2.669731719,-17.2509025
2.018,-16.098183,-4.4901156,-2.5311475,-17.119175,-17.29821765,-4.402931955,-2.6714684,-17.2771802
2.019,-16.15559,-4.5087824,-2.5702279,-17.175894,-17.33743859,-4.396984477,-2.673209867,-17.30347076
2.02,-16.154797,-4.4987249,-2.5736885,-17.108364,-17.37669196,-4.391064223,-2.674956046,-17.32977432
2.021,-16.212238,-4.5139184,-2.6003716,-17.157619,-17.41597736,-4.385171065,-2.676706866,-17.35609102
2.022,-16.233759,-4.5131998,-2.5939968,-17.10997,-17.45529434,-4.37930488,-2.678462256,-17.38242098
2.023,-16.239866,-4.4887533,-2.5921748,-17.18409,-17.4946425,-4.373465539,-2.680222144,-17.40876434
2.024,-16.246601,-4.4678731,-2.583163,-17.158716,-17.53402139,-4.36765292,-2.68198646,-17.43512125
2.025,-16.340094,-4.4551125,-2.5682526,-17.193802,-17.57343055,-4.361866897,-2.683755134,-17.46149185
2.026,-16.367128,-4.4705625,-2.5768664,-17.17528,-17.61286953,-4.356107348,-2.685528095,-17.48787627
2.027,-16.408993,-4.4561896,-2.5596886,-17.169758,-17.65233787,-4.350374149,-2.687305275,-17.51427467
2.028,-16.417774,-4.4673195,-2.5997884,-17.20607,-17.69183508,-4.344667179,-2.689086605,-17.54068719
2.029,-16.473448,-4.3994188,-2.5915484,-17.222231,-17.73136068,-4.338986316,-2.690872015,-17.56711397
2.03,-16.473614,-4.4323425,-2.555012,-17.265242,-17.77091416,-4.333331439,-2.69266144,-17.59355517
2.031,-16.500469,-4.4183121,-2.5820944,-17.218777,-17.81049503,-4.327702428,-2.69445481,-17.62001094
2.032,-16.542782,-4.4164658,-2.6002862,-17.250071,-17.85010276,-4.322099163,-2.696252059,-17.64648142
2.033,-16.629253,-4.4090619,-2.577487,-17.227619,-17.88973681,-4.316521526,-2.69805312,-17.67296678
2.034,-16.644114,-4.4048004,-2.6007802,-17.267916,-17.92939666,-4.310969399,-2.699857927,-17.69946716
2.035,-16.690104,-4.414844,-2.5810683,-17.269817,-17.96908175,-4.305442664,-2.701666414,-17.72598272
2.036,-16.668755,-4.4109597,-2.6045659,-17.263281,-18.00879151,-4.299941203,-2.703478516,-17.75251363
2.037,-16.773071,-4.416678,-2.6058249,-17.269245,-18.04852538,-4.294464901,-2.705294167,-17.77906003
2.038,-16.78315,-4.3777285,-2.5676198,-17.238482,-18.08828276,-4.289013642,-2.707113304,-17.8056221
2.039,-16.788054,-4.3930058,-2.5664201,-17.264202,-18.12806306,-4.28358731,-2.708935863,-17.8322
2.04,-16.829496,-4.4055276,-2.604037,-17.299557,-18.16786567,-4.278185792,-2.710761779,-17.85879389
2.041,-16.838648,-4.3477058,-2.5910389,-17.279213,-18.20768997,-4.272808973,-2.712590989,-17.88540393
2.042,-16.87311,-4.3424168,-2.5895419,-17.31521,-18.24753533,-4.267456741,-2.714423431,-17.91203029
2.043,-16.913429,-4.3732624,-2.6047151,-17.249052,-18.28740109,-4.262128982,-2.716259042,-17.93867315
2.044,-16.976286,-4.3615041,-2.6131415,-17.272844,-18.3272866,-4.256825584,-2.718097759,-17.96533268
2.045,-17.022095,-4.3236032,-2.5982287,-17.289829,-18.36719118,-4.251546437,-2.719939522,-17.99200904
2.046,-17.013531,-4.308763,-2.5785053,-17.304911,-18.40711416,-4.24629143,-2.721784269,-18.01870241
2.047,-17.072382,-4.3237381,-2.5796485,-17.320566,-18.44705484,-4.241060451,-2.72363194,-18.04541297
2.048,-17.085464,-4.3300972,-2.587986,-17.334978,-18.48701249,-4.235853392,-2.725482473,-18.07214089
2.049,-17.135921,-4.3401666,-2.6222134,-17.317507,-18.52698641,-4.230670144,-2.727335809,-18.09888636
2.05,-17.167028,-4.3349419,-2.6309555,-17.338928,-18.56697584,-4.225510597,-2.729191888,-18.12564955
2.051,-17.204926,-4.3393931,-2.6043108,-17.348122,-18.60698004,-4.220374646,-2.73105065,-18.15243064
2.052,-17.229609,-4.2934537,-2.5911448,-17.316654,-18.64699823,-4.215262181,-2.732912038,-18.17922983
2.053,-17.282692,-4.2833686,-2.5818527,-17.346031,-18.68702965,-4.210173096,-2.734775992,-18.20604729
2.054,-17.343529,-4.2892389,-2.6058331,-17.346895,-18.72707348,-4.205107286,-2.736642454,-18.23288321
2.055,-17.341749,-4.3042407,-2.574522,-17.350418,-18.76712893,-4.200064644,-2.738511367,-18.25973779
2.056,-17.380442,-4.2778797,-2.6017313,-17.348249,-18.80719515,-4.195045066,-2.740382672,-18.2866112
2.057,-17.413469,-4.3067079,-2.6266534,-17.379244,-18.84727132,-4.190048448,-2.742256314,-18.31350365
2.058,-17.446363,-4.2841191,-2.6105728,-17.351446,-18.88735658,-4.185074685,-2.744132236,-18.34041533
2.059,-17.48625,-4.291625,-2.5890136,-17.365444,-18.92745005,-4.180123675,-2.74601038,-18.36734643
2.06,-17.533224,-4.2296591,-2.5964966,-17.395346,-18.96755085,-4.175195314,-2.747890692,-18.39429715
2.061,-17.568121,-4.2546763,-2.6178615,-17.38711,-19.00765807,-4.170289501,-2.749773116,-18.4212677
2.062,-17.598743,-4.2750564,-2.6206174,-17.424196,-19.04777079,-4.165406133,-2.751657596,-18.44825826
2.063,-17.622978,-4.2527595,-2.6403763,-17.453983,-19.08788807,-4.160545111,-2.753544078,-18.47526904
2.064,-17.607189,-4.2283964,-2.6123691,-17.443653,-19.12800897,-4.155706332,-2.755432508,-18.50230024
2.065,-17.690792,-4.2445359,-2.6417058,-17.462593,-19.16813251,-4.150889699,-2.757322831,-18.52935208
2.066,-17.712906,-4.2415857,-2.6231806,-17.414335,-19.2082577,-4.14609511,-2.759214993,-18.55642476
2.067,-17.792652,-4.2236452,-2.6197312,-17.458805,-19.24838354,-4.141322467,-2.761108941,-18.58351848
2.068,-17.809883,-4.2021909,-2.6117258,-17.412916,-19.28850901,-4.136571673,-2.763004623,-18.61063346
2.069,-17.845865,-4.2227077,-2.6230495,-17.428549,-19.32863307,-4.131842628,-2.764901984,-18.63776992
2.07,-17.89852,-4.2042651,-2.6186709,-17.4662,-19.36875466,-4.127135236,-2.766800974,-18.66492805
2.071,-17.914398,-4.2346439,-2.6553314,-17.470598,-19.40887271,-4.122449401,-2.76870154,-18.69210809
2.072,-17.935207,-4.1851993,-2.6133873,-17.454327,-19.44898612,-4.117785025,-2.77060363,-18.71931025
2.073,-17.997366,-4.2133293,-2.6256673,-17.479836,-19.48909378,-4.113142014,-2.772507193,-18.74653474
2.074,-18.01037,-4.1718912,-2.6178606,-17.50631,-19.52919456,-4.108520271,-2.774412179,-18.77378179
2.075,-18.074436,-4.2339296,-2.6567218,-17.472658,-19.56928732,-4.103919703,-2.776318535,-18.80105162
2.076,-18.091526,-4.176662,-2.6141613,-17.493925,-19.60937087,-4.099340215,-2.778226213,-18.82834446
2.077,-18.114183,-4.1654706,-2.6555204,-17.544466,-19.64944404,-4.094781714,-2.780135161,-18.85566053
2.078,-18.120626,-4.1629868,-2.636586,-17.524845,-19.68950562,-4.090244107,-2.782045331,-18.88300007
2.079,-18.206318,-4.1960869,-2.6632586,-17.505665,-19.72955438,-4.0857273,-2.783956673,-18.91036329
2.08,-18.254255,-4.1709442,-2.6613591,-17.570997,-19.76958907,-4.081231203,-2.785869138,-18.93775044
2.081,-18.270016,-4.1742692,-2.6486728,-17.562969,-19.80960843,-4.076755722,-2.787782677,-18.96516174
2.082,-18.319521,-4.1483049,-2.6448801,-17.576687,-19.84961118,-4.072300768,-2.789697241,-18.99259744
2.083,-18.349819,-4.158442,-2.6458735,-17.55818,-19.889596,-4.06786625,-2.791612784,-19.02005776
2.084,-18.359526,-4.1575646,-2.6480012,-17.560736,-19.92956156,-4.063452077,-2.793529257,-19.04754295
2.085,-18.445387,-4.1821642,-2.6318431,-17.572006,-19.96950653,-4.059058159,-2.795446612,-19.07505325
2.086,-18.429131,-4.1471934,-2.6381285,-17.598549,-20.00942953,-4.054684409,-2.797364803,-19.10258891
2.087,-18.452339,-4.1045294,-2.6253085,-17.601252,-20.04932917,-4.050330737,-2.799283782,-19.13015016
2.088,-18.485044,-4.13026,-2.6545069,-17.61385,-20.08920404,-4.045997054,-2.801203503,-19.15773725
2.089,-18.505421,-4.1001463,-2.682523,-17.614031,-20.12905271,-4.041683274,-2.80312392,-19.18535043
2.09,-18.554224,-4.0897188,-2.6501284,-17.634899,-20.16887372,-4.037389309,-2.805044988,-19.21298996
2.091,-18.610697,-4.1057014,-2.6614802,-17.635414,-20.20866561,-4.033115072,-2.806966659,-19.24065608
2.092,-18.657085,-4.1281018,-2.661644,-17.667086,-20.24842686,-4.028860477,-2.80888889,-19.26834905
2.093,-18.692146,-4.1343856,-2.6791584,-17.677528,-20.28815597,-4.024625439,-2.810811634,-19.29606912
2.094,-18.673244,-4.0678544,-2.6472993,-17.671654,-20.3278514,-4.020409871,-2.812734848,-19.32381655
2.095,-18.755062,-4.076756,-2.663295,-17.724258,-20.36751157,-4.01621369,-2.814658487,-19.35159161
2.096,-18.760828,-4.0723033,-2.6182494,-17.696564,-20.40713491,-4.01203681,-2.816582507,-19.37939454
2.097,-18.802946,-4.0850306,-2.6488757,-17.733723,-20.44671981,-4.007879149,-2.818506864,-19.40722563
2.098,-18.850294,-4.0691214,-2.6374176,-17.737814,-20.48626464,-4.003740621,-2.820431514,-19.43508512
2.099,-18.906059,-4.0798731,-2.6330318,-17.745853,-20.52576774,-3.999621145,-2.822356414,-19.4629733
2.1,-18.903898,-4.0696473,-2.662909,-17.753803,-20.56522744,-3.995520637,-2.824281521,-19.49089043
2.101,-18.958723,-4.0676599,-2.6591527,-17.745312,-20.60464204,-3.991439017,-2.826206793,-19.51883677
2.102,-18.957973,-4.0561152,-2.6676285,-17.760818,-20.64400983,-3.987376201,-2.828132187,-19.54681261
2.103,-19.016909,-4.064394,-2.6519077,-17.761463,-20.68332905,-3.983332109,-2.83005766,-19.57481823
2.104,-19.085175,-4.0358186,-2.6623635,-17.762056,-20.72259795,-3.97930666,-2.831983172,-19.60285388
2.105,-19.120235,-4.0348787,-2.6826267,-17.8486,-20.76181473,-3.975299773,-2.83390868,-19.63091987
2.106,-19.113298,-4.0570965,-2.6882296,-17.794458,-20.80097758,-3.971311369,-2.835834143,-19.65901647
2.107,-19.136566,-4.0505261,-2.6639686,-17.811691,-20.84008467,-3.967341369,-2.837759521,-19.68714395
2.108,-19.21306,-4.0245423,-2.656394,-17.834106,-20.87913413,-3.963389693,-2.839684771,-19.71530262
2.109,-19.181725,-4.0325637,-2.633249,-17.83975,-20.91812408,-3.959456262,-2.841609855,-19.74349275
2.11,-19.287958,-4.0431671,-2.6940103,-17.876535,-20.95705263,-3.955540999,-2.843534731,-19.77171464
2.111,-19.298815,-4.0192552,-2.6711724,-17.864338,-20.99591784,-3.951643826,-2.845459359,-19.79996857
2.112,-19.377012,-4.0129929,-2.6733391,-17.856613,-21.03471777,-3.947764665,-2.847383701,-19.82825485
2.113,-19.375759,-4.0266967,-2.6970019,-17.881405,-21.07345043,-3.943903439,-2.849307716,-19.85657376
2.114,-19.399082,-3.9964306,-2.6638501,-17.919325,-21.11211384,-3.940060073,-2.851231365,-19.88492561
2.115,-19.471685,-4.0105095,-2.6749001,-17.890966,-21.15070597,-3.93623449,-2.853154609,-19.9133107
2.116,-19.487947,-4.0239897,-2.703439,-17.91371,-21.18922479,-3.932426614,-2.85507741,-19.94172932
2.117,-19.528364,-3.9956844,-2.6914449,-17.916203,-21.22766822,-3.92863637,-2.85699973,-19.97018179
2.118,-19.522921,-3.9971576,-2.6787777,-17.952631,-21.26603418,-3.924863684,-2.858921529,-19.99866841
2.119,-19.583654,-3.9888933,-2.6943779,-17.933226,-21.30432056,-3.92110848,-2.860842771,-20.0271895
2.12,-19.62492,-3.9812896,-2.7015848,-17.969177,-21.34252524,-3.917370685,-2.862763417,-20.05574535
2.121,-19.703281,-4.007688,-2.7242706,-17.968403,-21.38064604,-3.913650226,-2.86468343,-20.08433629
2.122,-19.755238,-4.0002422,-2.6864238,-17.996439,-21.41868081,-3.909947029,-2.866602773,-20.11296263
2.123,-19.716105,-3.9685864,-2.728622,-17.970732,-21.45662734,-3.906261021,-2.868521409,-20.14162469
2.124,-19.788343,-3.9455876,-2.6999714,-17.95274,-21.49448341,-3.90259213,-2.870439302,-20.17032278
2.125,-19.829762,-3.9476662,-2.7039621,-17.99752,-21.53224678,-3.898940284,-2.872356414,-20.19905725
2.126,-19.790073,-3.9459541,-2.67786,-17.98633,-21.56991519,-3.895305411,-2.87427271,-20.22782839
