!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Wednesday, March 09, 2016 17:04:11
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21 Log Mag(dB),S21 Phase(°),S11 Log Mag(dB),S11 Phase(°)
1000000000,-0.59544039,-172.56303,-10.48159,87.866035
1001000000,-0.57380378,-172.58542,-10.468872,87.811935
1002000000,-0.6208328,-173.20009,-10.47616,87.329178
1003000000,-0.61636627,-173.14644,-10.473429,87.504807
1004000000,-0.594917,-173.14206,-10.456298,87.208084
1005000000,-0.59708202,-173.54794,-10.434606,87.113014
1006000000,-0.60740924,-173.43713,-10.432443,87.079132
1007000000,-0.59023815,-173.47707,-10.427924,86.891602
1008000000,-0.58251345,-173.84244,-10.393622,86.758896
1009000000,-0.61195385,-174.08977,-10.411601,86.414169
1010000000,-0.60849983,-174.26817,-10.389449,86.345596
1011000000,-0.58921897,-174.43831,-10.387583,86.211494
1012000000,-0.59073532,-174.64026,-10.384805,86.129776
1013000000,-0.6119951,-174.5502,-10.378124,85.999794
1014000000,-0.61474895,-174.86284,-10.373067,85.807549
1015000000,-0.59851569,-174.81592,-10.364674,85.797501
1016000000,-0.60168797,-175.15106,-10.343517,85.529816
1017000000,-0.62442744,-175.44342,-10.342235,85.343994
1018000000,-0.60335392,-175.58528,-10.293057,85.424484
1019000000,-0.58741051,-175.65979,-10.284037,85.137459
1020000000,-0.62839502,-175.74988,-10.352265,85.097534
1021000000,-0.60973924,-176.08928,-10.308144,84.711266
1022000000,-0.61690575,-176.22998,-10.291936,84.768135
1023000000,-0.61031884,-176.4754,-10.27801,84.471329
1024000000,-0.60529459,-176.44412,-10.286854,84.358116
1025000000,-0.61566216,-176.77763,-10.277802,84.240242
1026000000,-0.60284781,-176.81718,-10.238082,84.108955
1027000000,-0.61593068,-177.15697,-10.265948,83.868759
1028000000,-0.59959632,-177.0919,-10.235274,83.805756
1029000000,-0.62400925,-177.30714,-10.248768,83.759148
1030000000,-0.62586117,-177.71413,-10.220644,83.346649
1031000000,-0.63353348,-177.64705,-10.254383,83.357216
1032000000,-0.62023199,-178.00981,-10.219704,83.233315
1033000000,-0.61450529,-178.04182,-10.21044,83.042229
1034000000,-0.61979145,-178.11473,-10.185179,82.795929
1035000000,-0.6319744,-178.43097,-10.22721,82.675941
1036000000,-0.60752553,-178.64458,-10.187465,82.58284
1037000000,-0.61183828,-178.44252,-10.20319,82.910553
1038000000,-0.59468651,-178.92957,-10.160052,82.399147
1039000000,-0.6246624,-179.13435,-10.188078,82.182602
1040000000,-0.62986255,-178.86221,-10.187064,82.274788
1041000000,-0.62982887,-179.13725,-10.162185,82.460892
1042000000,-0.64212459,-179.29636,-10.176752,82.009155
1043000000,-0.65878546,-179.58165,-10.203574,81.581963
1044000000,-0.60003191,-179.85457,-10.136074,81.478401
1045000000,-0.63005322,-179.87546,-10.157821,81.51078
1046000000,-0.66316634,-179.89185,-10.165386,81.468834
1047000000,-0.61907738,-180.29732,-10.131519,80.98391
1048000000,-0.63957101,-180.43176,-10.154802,80.995865
1049000000,-0.63811117,-180.50325,-10.144801,80.803299
1050000000,-0.64929259,-180.70798,-10.151635,80.628868
1051000000,-0.63351756,-180.96623,-10.140138,80.479973
1052000000,-0.63204557,-181.00868,-10.127825,80.346756
1053000000,-0.63003862,-181.1675,-10.124535,80.492233
