Freq(Hz),S11_Phase_90deg,S11_Phase_180deg,S11_Phase_thru,S11_Phase_thru_with_coupling,,
1989000000,74.417007,-388.5481,142.61617,155.14217,,
1990000000,74.102417,-389.32196,142.56529,154.85008,,
1991000000,73.964638,-390.09097,142.66515,154.83371,,
1992000000,73.508499,-390.95731,142.09138,154.57968,,
1993000000,73.332939,-391.72668,142.48395,155.50497,,
1994000000,72.92675,-392.08032,141.91071,154.85622,,
1995000000,72.604195,-392.88519,142.14807,154.62044,,
1996000000,72.392189,-393.66815,141.7052,154.68037,,
1997000000,72.014603,-394.71283,141.95184,155.37006,,
1998000000,71.467056,-395.33139,141.68179,153.75362,,
1999000000,71.554466,-396.16959,141.38564,154.41917,,
2000000000,71.400223,-396.74203,141.76294,154.70999,,
2001000000,71.082245,-397.46292,141.4893,154.46265,,
2002000000,70.825226,-398.3053,140.94118,153.48,,
2003000000,70.449066,-399.25244,140.61478,153.75128,,
2004000000,70.190567,-400.07147,141.3176,154.34254,,
2005000000,69.852669,-400.85083,141.01509,154.37944,,
2006000000,69.562202,-401.35486,140.54675,153.60725,,
2007000000,69.235344,-402.27313,140.61865,153.31242,,
2008000000,69.091446,-403.09073,140.33815,153.48634,,
2009000000,68.835083,-403.71683,140.60536,154.07478,,
2010000000,68.552055,-404.45984,140.09607,153.81032,,
2011000000,68.02932,-405.56097,140.13202,153.31099,,
2012000000,68.088272,-405.97772,140.22186,154.02055,,
2013000000,67.583626,-406.80524,140.10703,153.11885,,
2014000000,67.476204,-407.70978,139.86357,153.12042,,
2015000000,66.849991,-408.14096,139.1012,152.8783,,
2016000000,66.858139,-408.82565,139.86729,153.96428,,
2017000000,66.30867,-409.55573,139.33234,153.02557,,
2018000000,66.063133,-410.63202,139.26062,153.17386,,
2019000000,65.791878,-410.83136,139.08661,153.14067,,
2020000000,65.617645,-411.74734,139.06825,152.96901,,
2021000000,65.364265,-412.65604,138.89119,152.65361,,
2022000000,64.934341,-413.10272,138.64867,152.53322,,
2023000000,64.521004,-413.86011,138.40862,152.73164,,
2024000000,64.387352,-414.61548,138.48659,152.54306,,
2025000000,64.153374,-415.37622,137.9959,152.44855,,
2026000000,63.972698,-416.05536,137.71086,151.68755,,
2027000000,63.516285,-416.60321,138.26028,152.41962,,
2028000000,63.385483,-417.67987,137.69009,151.62907,,
2029000000,62.939327,-418.24817,137.90819,152.5929,,
2030000000,62.792122,-418.71005,137.44427,152.18112,,
2031000000,62.659016,-419.60269,137.56952,152.0145,,
2032000000,62.144455,-420.08755,137.33446,151.67929,,
2033000000,61.709026,-420.86371,137.08041,151.41742,,
2034000000,61.472885,-421.90103,137.18257,151.71988,,
2035000000,61.118134,-422.17993,137.46333,151.9787,,
2036000000,60.904701,-422.93463,136.48096,150.93781,,
2037000000,60.395458,-423.20651,136.68469,151.05998,,
2038000000,60.387009,-424.16589,136.84953,151.55602,,
2039000000,60.124714,-424.65149,136.39909,151.63156,,
2040000000,59.84166,-425.52438,136.95514,151.95334,,
2041000000,59.528759,-426.13867,136.33907,151.10452,,
2042000000,59.231926,-426.94592,136.40552,151.05542,,
2043000000,59.0877,-427.59933,136.27499,151.24803,,
2044000000,58.543743,-428.33423,136.36592,151.45541,,
2045000000,58.325672,-428.72693,136.04919,150.81361,,
2046000000,57.898079,-429.37891,135.41711,150.57953,,
2047000000,57.581089,-429.87094,135.82002,150.68121,,
2048000000,57.083603,-430.56619,135.32486,150.36218,,
2049000000,56.847893,-430.57587,135.55331,150.59012,,
2050000000,56.94669,-431.9841,135.21736,150.57262,,
2051000000,56.466129,-432.09924,135.14435,150.32646,,
2052000000,56.089767,-433.06448,135.00262,150.02664,,
2053000000,55.87796,-434.10706,135.03923,150.65437,,
2054000000,55.3559,-434.46866,134.95262,149.68263,,
2055000000,55.169682,-434.73938,134.70262,149.76506,,
2056000000,54.631783,-435.72549,134.37022,149.75502,,
2057000000,54.520721,-436.04282,134.31537,150.32671,,
2058000000,54.167507,-436.8497,134.48917,149.70557,,
2059000000,54.014011,-437.07071,134.17007,149.54507,,
2060000000,53.593639,-437.77786,133.94984,149.73753,,
2061000000,53.236034,-438.14282,133.58713,149.68237,,
2062000000,52.875008,-439.05542,133.48961,149.19852,,
2063000000,52.671627,-439.44861,133.43047,149.08493,,
2064000000,52.62822,-439.97086,134.21335,150.1474,,
2065000000,52.147667,-440.50967,133.71425,149.5197,,
2066000000,51.851379,-441.01224,133.82697,149.85667,,
2067000000,51.442959,-441.40829,133.02702,148.63837,,
2068000000,51.380409,-442.39063,133.25615,149.27174,,
2069000000,51.010578,-443.00015,133.2571,149.45395,,
2070000000,50.680103,-443.4715,132.96227,148.528,,
2071000000,50.272602,-443.60483,132.67288,148.95335,,
2072000000,50.000469,-444.21866,132.51178,149.05067,,
2073000000,49.541809,-445.45584,132.3212,148.336,,
2074000000,49.291527,-445.60162,132.11086,148.57997,,
2075000000,48.930374,-446.0253,131.93008,148.61911,,
2076000000,48.552101,-446.64478,131.61128,148.26984,,
2077000000,48.500919,-446.90079,132.27208,148.56862,,
2078000000,48.039722,-447.75357,131.84454,147.96657,,
2079000000,47.642422,-448.00769,131.6248,148.45364,,
2080000000,47.505756,-448.59698,131.49113,148.4043,,
2081000000,47.042927,-449.0184,131.1631,148.4187,,
2082000000,46.769203,-449.70154,131.18831,148.17038,,
2083000000,46.516933,-450.10721,131.25693,148.17395,,
2084000000,46.239731,-450.89621,130.96492,148.26971,,
2085000000,45.857685,-451.10333,131.10973,148.14851,,
2086000000,45.457317,-451.86145,130.55911,147.31169,,
2087000000,45.177773,-452.56339,130.54657,147.74759,,
2088000000,44.751011,-452.77582,130.52286,147.55252,,
2089000000,44.491726,-453.1922,130.3354,147.52025,,
2090000000,43.973713,-453.65826,130.30182,147.86349,,
2091000000,43.895618,-454.32745,129.92583,147.61125,,
2092000000,43.528835,-454.8241,129.94662,148.03333,,
2093000000,43.185299,-455.43332,129.86617,147.43568,,
2094000000,43.147163,-455.81604,129.93413,147.92159,,
2095000000,42.699718,-456.24548,129.39417,146.61458,,
2096000000,42.287678,-456.31076,129.15921,147.03336,,
2097000000,41.744778,-457.07053,129.12285,146.38129,,
2098000000,41.692051,-457.46503,129.30379,147.35832,,
2099000000,41.515881,-457.99564,128.96066,146.60947,,
2100000000,41.120338,-458.69257,129.20384,147.38713,,
2101000000,40.47625,-458.87714,128.82016,147.11652,,
2102000000,40.284664,-459.53949,128.74911,146.9547,,
2103000000,39.986301,-459.9968,128.67674,146.76692,,
2104000000,39.706356,-460.47272,128.12085,145.90913,,
2105000000,39.315681,-460.94122,128.35606,146.94701,,
2106000000,39.191013,-461.53058,128.27069,146.77707,,
2107000000,38.762672,-461.87741,128.19443,145.93875,,
2108000000,38.366009,-462.20081,127.7575,146.28847,,
2109000000,38.00153,-462.56265,127.53696,146.38411,,
2110000000,37.723675,-463.16705,127.7233,146.3172,,
2111000000,37.455467,-463.68542,127.49779,145.72328,,
2112000000,37.001827,-463.66696,127.19283,145.86729,,
2113000000,36.738373,-464.23441,127.15535,146.04764,,
2114000000,36.294876,-464.85733,127.36255,146.17357,,
2115000000,36.017151,-465.2778,126.75177,145.95967,,
2116000000,35.642342,-465.35062,127.0994,146.39952,,
2117000000,35.392162,-465.99573,126.78806,146.34216,,
2118000000,34.909515,-466.06705,126.70615,146.33502,,
2119000000,34.551094,-466.99353,126.07647,145.62639,,
2120000000,34.511482,-467.32285,126.30017,145.77754,,
2121000000,34.110195,-467.90567,126.36958,145.5359,,
2122000000,33.648018,-468.18613,126.2805,145.23607,,
2123000000,33.437477,-468.40182,126.10554,145.81825,,
2124000000,32.950871,-468.8497,125.86815,145.53603,,
2125000000,32.664566,-469.46579,125.65942,145.43929,,
2126000000,32.413258,-469.93381,125.84498,145.20486,,
2127000000,32.027794,-470.44922,125.07777,145.53539,,
2128000000,31.935568,-471.01492,125.50814,145.28297,,
2129000000,31.403997,-470.95795,125.27512,145.31186,,
2130000000,31.044456,-471.46896,124.89392,144.88307,,
2131000000,30.920725,-471.68527,125.03216,145.31412,,
2132000000,30.519098,-472.33911,124.89327,145.7009,,
2133000000,29.935575,-472.97144,124.90547,145.3282,,
2134000000,29.818834,-473.00781,124.7009,145.48984,,
2135000000,29.429268,-473.54489,124.43298,144.84973,,
2136000000,29.026617,-474.07529,124.22932,144.72282,,
2137000000,28.694653,-474.3157,123.93612,144.56735,,
2138000000,28.441811,-474.38275,124.26521,145.2155,,
2139000000,28.220875,-474.78766,123.94109,144.81111,,
2140000000,27.620253,-475.52023,123.29932,144.43066,,
2141000000,27.555038,-475.23419,124.02221,145.33951,,
2142000000,26.968079,-476.18823,123.81819,144.74065,,
2143000000,26.823006,-476.5358,123.36594,144.55701,,
2144000000,26.389402,-476.83566,123.2365,144.70949,,
2145000000,26.042629,-477.19986,123.36696,144.69501,,
2146000000,25.673452,-477.51492,123.07229,144.58217,,
2147000000,25.301626,-478.07684,122.89303,144.16653,,
2148000000,25.019167,-478.29248,123.04999,144.81137,,
2149000000,24.522312,-478.73999,122.37196,143.7881,,
2150000000,24.230288,-479.05948,122.40591,144.36441,,
2151000000,23.956167,-479.68292,122.46091,143.41107,,
2152000000,23.508673,-479.89755,121.76684,143.64175,,
2153000000,23.189629,-479.94461,122.10385,144.27162,,
2154000000,22.721502,-480.36258,121.68586,143.88419,,
2155000000,22.571844,-480.72839,121.84199,143.69167,,
2156000000,22.082369,-481.36566,121.33399,143.57864,,
2157000000,21.925333,-481.62878,121.43121,143.90923,,
2158000000,21.422451,-482.09256,121.35203,143.87733,,
2159000000,21.021719,-482.29294,121.20409,143.5907,,
2160000000,20.77409,-482.80319,121.28217,143.40297,,
2161000000,20.400377,-482.9422,120.62225,143.68698,,
2162000000,19.994329,-483.40546,120.68685,143.53157,,
2163000000,19.670729,-483.59012,120.34612,143.10117,,
2164000000,19.483826,-483.83978,120.42286,143.39029,,
2165000000,19.031763,-484.25223,120.45455,143.83104,,
2166000000,18.628244,-484.73602,120.16255,143.39648,,
2167000000,18.306938,-485.32861,119.95712,143.24677,,
2168000000,17.858828,-485.5686,119.99839,142.90431,,
2169000000,17.803566,-485.84091,119.85451,143.30721,,
2170000000,17.271635,-486.06818,119.74987,143.28528,,
2171000000,16.848339,-486.49356,119.47122,142.98114,,
2172000000,16.528507,-486.67862,119.37659,143.13435,,
2173000000,16.243402,-486.68497,119.46066,143.35077,,
2174000000,15.846999,-487.09485,119.43477,143.5013,,
2175000000,15.595183,-487.85928,118.76945,142.20493,,
2176000000,15.087994,-488.49213,118.96815,142.95483,,
2177000000,14.747316,-488.48355,118.5816,143.08675,,
2178000000,14.391294,-488.76169,118.68993,142.9749,,
2179000000,13.967618,-488.93674,118.38177,142.7608,,
2180000000,13.760264,-489.37103,118.24924,142.82176,,
2181000000,13.407161,-489.48993,118.18912,142.49268,,
2182000000,13.022877,-490.43857,118.09748,142.46033,,
2183000000,12.686864,-490.43146,117.90094,142.75053,,
2184000000,12.095436,-490.8927,117.60539,142.1656,,
2185000000,11.903736,-490.84625,117.47364,142.27885,,
2186000000,11.674396,-491.54413,117.58441,142.20628,,
2187000000,11.245131,-492.13443,117.42009,142.3737,,
2188000000,10.927513,-492.35425,116.90639,141.86723,,
2189000000,10.586642,-492.43643,116.82217,141.51181,,
2190000000,10.12432,-492.6203,116.67937,142.21678,,
2191000000,9.7775049,-492.9205,116.62956,142.18687,,
2192000000,9.3356781,-493.45462,116.49259,142.18031,,
2193000000,9.1224604,-493.44937,116.44955,142.24257,,
2194000000,8.6114244,-494.08353,116.11253,141.95244,,
2195000000,8.3836946,-494.39526,115.97797,142.39433,,
2196000000,7.8714919,-495.02512,115.88965,141.67216,,
2197000000,7.4996052,-494.96484,115.50301,141.99081,,
2198000000,7.3417645,-495.03311,115.56011,142.19948,,
2199000000,6.7954569,-495.6369,115.40967,141.93617,,
2200000000,6.4547033,-495.66147,115.2001,141.74257,,
2201000000,6.1666036,-496.26001,115.24525,141.4604,,
2202000000,5.7886934,-496.23215,115.14541,142.11389,,
2203000000,5.3280516,-496.68579,114.71132,141.78139,,
2204000000,4.9653835,-496.96057,114.87041,142.1373,,
2205000000,4.7074919,-497.36298,114.66312,141.83141,,
2206000000,4.3228064,-497.33542,114.5479,141.6611,,
2207000000,3.9212382,-497.91855,114.36633,141.78551,,
2208000000,3.64797,-498.48611,114.06585,141.51311,,
2209000000,3.3122616,-498.2569,114.30862,141.45496,,
2210000000,2.8389843,-498.49246,113.65237,141.18927,,
2211000000,2.5206428,-498.68988,113.92515,142.12537,,
2212000000,2.1497383,-499.39709,113.5043,141.35435,,
2213000000,1.8166007,-500.02792,113.26807,141.25516,,
2214000000,1.4173232,-499.74124,113.38435,141.39716,,
2215000000,1.227514,-500.32962,113.26564,140.69809,,
2216000000,0.7967702,-500.64795,112.80489,141.22119,,
2217000000,0.2533042,-500.95694,112.64583,141.3838,,
2218000000,-0.0874892,-501.16968,112.84837,141.45082,,
2219000000,-0.5113232,-501.62735,112.84845,141.70389,,
2220000000,-0.7490938,-502.04984,112.14761,140.22284,,
2221000000,-1.1908772,-502.43823,112.19981,140.88023,,
2222000000,-1.4486837,-502.3584,112.1553,141.34361,,
2223000000,-1.7488526,-502.42026,111.95311,141.78775,,
2224000000,-2.1375268,-503.01563,111.87296,141.25534,,
2225000000,-2.7441177,-503.26218,111.53332,140.20073,,
2226000000,-2.8728917,-503.08853,111.63729,141.02783,,
2227000000,-3.2605331,-503.88824,111.48262,141.29422,,
2228000000,-3.5521641,-504.11371,111.27937,141.18575,,
2229000000,-4.0166564,-504.53745,111.12299,140.94966,,
2230000000,-4.2688107,-504.77951,110.93269,140.71001,,
2231000000,-4.655941,-505.08215,110.85874,140.58742,,
2232000000,-5.0911927,-505.58319,110.55656,140.7261,,
2233000000,-5.5335975,-505.59988,110.6482,141.18181,,
2234000000,-5.7823567,-506.02631,110.36932,140.99463,,
2235000000,-6.3805127,-506.28296,110.07343,141.09637,,
2236000000,-6.578064,-506.69272,109.98925,140.56328,,
2237000000,-6.9326158,-506.83408,110.03288,140.89146,,
2238000000,-7.1284313,-506.81735,109.84479,141.34285,,
2239000000,-7.8665776,-507.34515,109.48689,140.66112,,
2240000000,-7.971427,-507.60522,109.63853,141.11597,,
2241000000,-8.1282349,-507.96756,109.4106,141.1356,,
2242000000,-8.6198454,-508.24521,109.26141,141.07574,,
2243000000,-8.9508123,-508.96664,108.97676,141.17578,,
2244000000,-9.5143089,-508.85114,108.88023,141.35098,,
2245000000,-9.7279463,-508.94571,108.77791,141.18925,,
2246000000,-10.070677,-509.20459,108.65675,141.17555,,
2247000000,-10.549423,-509.42004,108.58792,141.32251,,
2248000000,-10.652848,-510.00571,108.48158,141.15411,,
2249000000,-11.031122,-509.77521,108.1253,141.64902,,
2250000000,-11.397895,-510.1806,108.08296,141.75714,,
2251000000,-11.78185,-510.9776,107.75737,141.14342,,
2252000000,-12.317929,-510.91083,107.68548,141.42683,,
2253000000,-12.741269,-511.36353,107.47607,141.4256,,
2254000000,-13.276571,-511.19928,107.56284,141.59668,,
2255000000,-13.367562,-511.3476,107.34628,141.92342,,
2256000000,-13.793013,-511.91367,106.81181,141.44862,,
2257000000,-13.911917,-512.34949,106.98401,141.60025,,
2258000000,-14.297375,-512.68854,106.97929,141.64313,,
2259000000,-14.698991,-512.95892,106.71069,141.59744,,
2260000000,-15.258711,-513.11218,106.32916,141.55435,,
2261000000,-15.439075,-513.3252,106.19464,141.36516,,
2262000000,-15.951217,-513.78156,105.96348,140.80267,,
2263000000,-16.288271,-514.41809,105.92142,141.59045,,
2264000000,-16.59132,-514.13074,105.90708,141.78583,,
2265000000,-17.011333,-514.55371,105.60942,140.89961,,
2266000000,-17.12376,-514.56488,105.64045,141.91104,,
2267000000,-17.754885,-514.87286,105.65083,142.03204,,
2268000000,-18.045738,-515.1109,105.06036,141.24037,,
2269000000,-18.343506,-515.51001,105.01456,141.63403,,
2270000000,-18.71756,-515.67389,104.84222,142.06866,,
2271000000,-19.006149,-515.88971,104.63543,141.46718,,
2272000000,-19.396698,-516.34558,104.29161,141.59676,,
2273000000,-19.863525,-516.81439,104.12519,141.16385,,
2274000000,-20.33658,-517.13684,104.1152,141.77666,,
2275000000,-20.748598,-517.13593,103.74609,142.19099,,
2276000000,-21.094162,-517.20166,103.75645,141.8161,,
2277000000,-21.384712,-518.13654,103.4648,141.16359,,
2278000000,-21.81588,-518.07092,103.63949,142.62308,,
2279000000,-21.983347,-518.23517,103.11006,141.47652,,
2280000000,-22.47957,-518.45886,103.05009,142.51132,,
2281000000,-22.543638,-518.68848,103.14536,142.79326,,
2282000000,-23.262562,-519.1416,102.86672,142.28973,,
2283000000,-23.472416,-518.98566,102.78669,142.78583,,
2284000000,-23.787821,-519.94574,102.51659,141.89276,,
2285000000,-24.05909,-519.86108,102.3909,143.02925,,
2286000000,-24.457012,-520.23413,102.30203,142.54323,,
2287000000,-24.737576,-520.15771,101.87736,142.31541,,
2288000000,-25.125797,-520.55103,101.80595,143.07417,,
2289000000,-25.540712,-520.86285,101.67878,143.1805,,
2290000000,-25.946703,-520.7337,101.74062,143.94836,,
2291000000,-26.366581,-521.48901,101.3558,143.4512,,
2292000000,-26.69422,-521.58661,101.31157,143.71164,,
2293000000,-26.975273,-521.8786,101.00641,143.23778,,
2294000000,-27.38517,-522.03229,100.90868,143.42609,,
2295000000,-27.810492,-523.25409,100.61504,143.39018,,
2296000000,-27.953947,-522.7547,100.46989,143.78508,,
2297000000,-28.369141,-522.9455,100.70502,144.57782,,
2298000000,-28.98806,-523.3797,99.945305,143.71129,,
2299000000,-28.971939,-523.41748,100.0739,143.96715,,
2300000000,-29.556271,-523.53638,99.643715,144.64856,,
2301000000,-29.633938,-523.9032,99.795227,144.51358,,
2302000000,-30.33415,-524.1557,99.461929,144.59837,,
2303000000,-30.576937,-524.56964,99.272949,145.21132,,
2304000000,-30.836594,-524.65588,99.014709,145.65454,,
2305000000,-31.187761,-525.0166,99.145515,145.41275,,
2306000000,-31.586336,-525.18585,98.9468,145.41644,,
2307000000,-32.018463,-525.48889,98.548309,145.39989,,
2308000000,-32.510532,-525.93103,98.43512,145.79149,,
2309000000,-32.577816,-525.42719,98.5839,146.82484,,
2310000000,-32.82975,-526.08301,98.272041,146.17976,,
2311000000,-33.263874,-526.78094,97.852051,146.55168,,
2312000000,-33.627464,-526.80225,97.971619,146.51341,,
2313000000,-34.171749,-527.06915,97.694069,146.41515,,
2314000000,-34.555222,-527.40887,97.397095,146.98535,,
2315000000,-34.428432,-527.5119,97.566238,147.40634,,
2316000000,-35.162144,-528.0144,96.906975,147.32388,,
2317000000,-35.650311,-528.17859,97.266495,146.87228,,
2318000000,-35.733524,-528.07324,96.778145,147.5955,,
2319000000,-36.13282,-528.54401,96.622849,147.79619,,
2320000000,-36.651814,-528.79419,96.314247,147.91296,,
2321000000,-37.01123,-529.07782,96.322372,147.95117,,
2322000000,-37.211327,-529.08765,96.092888,148.28903,,
2323000000,-37.699131,-529.56036,95.877602,147.99565,,
2324000000,-37.928532,-529.73206,95.768791,149.01968,,
2325000000,-38.214302,-529.73004,95.796577,149.11725,,
2326000000,-38.602665,-530.185,95.459969,149.37971,,
2327000000,-38.807251,-530.62262,95.15654,148.44592,,
2328000000,-39.333633,-530.78345,94.843132,149.19278,,
2329000000,-39.374699,-530.73358,94.899025,149.80939,,
2330000000,-39.76833,-530.98657,95.021843,150.80341,,
2331000000,-40.148888,-531.45935,94.686592,150.46176,,
2332000000,-40.664158,-531.78357,94.551979,149.90514,,
2333000000,-40.974236,-532.06183,94.198853,150.0347,,
2334000000,-41.428772,-532.07861,94.139275,150.7926,,
2335000000,-41.460472,-532.41321,93.805428,151.5654,,
2336000000,-42.19902,-533.06329,93.657143,150.64751,,
2337000000,-42.374149,-533.13336,93.415283,150.91193,,
2338000000,-42.541466,-533.12384,93.385696,151.73738,,
2339000000,-43.027138,-533.48181,93.21167,152.63518,,
2340000000,-43.159637,-533.43823,93.001137,152.92609,,
2341000000,-43.87542,-534.11761,92.781296,152.17807,,
2342000000,-43.889378,-534.39502,92.476768,152.57364,,
2343000000,-44.161297,-534.20844,92.59903,153.98538,,
2344000000,-44.53524,-534.52563,92.30439,155.45366,,
2345000000,-44.767799,-534.8111,92.195953,154.59575,,
2346000000,-45.381512,-535.25647,91.896461,154.95891,,
2347000000,-45.605442,-535.08563,91.796631,155.21149,,
2348000000,-45.895908,-535.39435,91.489265,155.0538,,
2349000000,-46.595207,-536.12006,91.486267,155.73416,,
2350000000,-46.641155,-535.82373,91.347244,156.63164,,
2351000000,-46.913105,-536.01306,91.191177,157.29868,,
2352000000,-47.026745,-536.44495,91.049843,156.73325,,
2353000000,-47.485039,-536.57184,90.675728,157.93144,,
2354000000,-47.556328,-536.91559,90.51358,157.19191,,
2355000000,-48.134907,-537.27039,90.461914,158.67885,,
2356000000,-48.352539,-537.24438,90.424675,158.70564,,
2357000000,-48.939659,-537.58606,89.937103,159.40672,,
2358000000,-49.217884,-537.70361,90.12796,159.83482,,
2359000000,-49.574844,-538.29529,89.551552,159.41034,,
2360000000,-49.771839,-538.52667,89.456497,160.53137,,
2361000000,-50.371292,-538.65924,89.367188,160.78346,,
2362000000,-50.597721,-538.93011,89.178383,161.52789,,
2363000000,-50.461491,-538.81,89.140633,162.48022,,
2364000000,-51.214504,-539.60583,88.799927,162.20129,,
2365000000,-51.487553,-539.61768,88.465866,162.72946,,
2366000000,-51.780098,-539.92224,88.434555,162.93488,,
2367000000,-51.873886,-540.0108,88.102074,163.81812,,
2368000000,-52.323326,-540.26373,87.85553,163.91287,,
2369000000,-52.817696,-540.43567,87.776207,164.47151,,
2370000000,-53.090919,-540.80334,87.643463,164.80046,,
2371000000,-53.425705,-541,87.377686,165.18808,,
2372000000,-53.93293,-541.01764,87.307968,166.6996,,
2373000000,-54.25425,-541.49969,87.229477,167.02606,,
2374000000,-54.286255,-541.65491,86.895157,166.03256,,
2375000000,-54.598942,-541.85474,86.577057,166.95343,,
2376000000,-54.975918,-542.2865,86.260437,167.82813,,
2377000000,-55.498814,-542.78058,86.297089,168.48424,,
2378000000,-55.520817,-542.52899,85.936905,169.47249,,
2379000000,-56.009392,-542.87762,85.868553,168.95868,,
2380000000,-56.6516,-543.22406,85.59948,170.10297,,
2381000000,-56.853291,-543.48914,85.290794,170.62735,,
2382000000,-56.869865,-543.42059,85.388039,171.62866,,
2383000000,-57.275036,-544.05389,84.82338,172.38095,,
2384000000,-57.623226,-544.21552,84.860214,172.51427,,
2385000000,-57.997978,-544.24194,84.866661,173.1387,,
2386000000,-58.029915,-544.65381,84.608543,174.06342,,
2387000000,-58.536602,-544.70941,84.362526,174.00865,,
2388000000,-58.882954,-545.11078,84.097801,175.54231,,
2389000000,-59.064854,-545.1311,83.915848,175.51422,,
2390000000,-59.570267,-545.87634,83.52578,176.53525,,
2391000000,-59.811291,-545.97235,83.528992,177.27316,,
2392000000,-60.025375,-545.9649,83.364616,177.45872,,
2393000000,-60.445366,-546.23773,83.166061,177.49464,,
2394000000,-60.625168,-546.60516,82.815826,179.11275,,
2395000000,-60.78688,-546.4798,82.854149,180.95358,,
2396000000,-61.114239,-546.55133,82.989632,180.69748,,
2397000000,-61.592522,-546.95435,82.257141,181.15199,,
2398000000,-61.94175,-547.39166,82.026474,181.27255,,
2399000000,-62.308907,-547.58551,81.654465,182.57594,,
2400000000,-62.253029,-547.73761,81.800674,183.10152,,
2401000000,-62.804806,-548.31415,81.498787,183.09346,,
2402000000,-62.956886,-548.19,81.431412,184.42169,,
2403000000,-63.520569,-548.47626,81.046326,184.37144,,
2404000000,-63.746552,-548.91736,80.846611,186.76453,,
2405000000,-63.749374,-548.99213,80.718193,187.33321,,
2406000000,-64.507858,-549.07446,80.679184,187.65118,,
2407000000,-64.53788,-549.51685,80.461861,187.65558,,
2408000000,-64.896805,-549.47516,80.171326,190.30156,,
2409000000,-65.435104,-549.79456,79.918564,189.27336,,
2410000000,-65.609955,-549.99042,79.892105,190.03119,,
2411000000,-65.882011,-550.56494,79.401199,190.31235,,
2412000000,-66.420509,-550.52448,79.340393,192.09041,,
2413000000,-66.6399,-550.91125,79.069633,191.01649,,
2414000000,-66.896301,-551.20422,78.937645,193.41464,,
2415000000,-67.340317,-551.2865,78.68013,194.17142,,
2416000000,-67.347145,-551.6814,78.524948,194.94577,,
2417000000,-67.620407,-551.92169,78.271538,196.09305,,
2418000000,-68.367561,-552.10345,77.88916,196.47272,,
2419000000,-67.950768,-552.11017,78.063179,197.87419,,
2420000000,-68.530304,-552.03723,77.575699,198.59818,,
2421000000,-69.056854,-552.90381,77.406952,198.48239,,
2422000000,-69.387344,-553.1908,77.066681,199.16034,,
2423000000,-69.312569,-552.96448,77.111649,200.16,,
2424000000,-69.825867,-553.21844,77.01564,200.88126,,
2425000000,-69.984207,-553.17383,76.807884,201.61984,,
2426000000,-70.438339,-553.87671,76.334656,202.01756,,
2427000000,-70.643784,-553.79193,76.313232,204.15363,,
2428000000,-71.296417,-554.53381,75.950981,203.55965,,
2429000000,-71.499634,-554.29858,75.589043,205.04843,,
2430000000,-71.775429,-554.8183,75.61882,204.74106,,
2431000000,-71.880096,-554.79346,75.499649,205.19841,,
2432000000,-72.327263,-555.55713,74.679832,206.1517,,
2433000000,-72.483559,-555.5459,74.800278,207.34747,,
2434000000,-72.935501,-555.9234,74.288742,207.89388,,
2435000000,-72.977364,-555.80829,74.247154,208.96931,,
2436000000,-73.62191,-556.34821,74.088989,207.89354,,
2437000000,-73.773804,-556.37738,73.607849,210.61371,,
2438000000,-74.167992,-556.7146,73.676651,210.26089,,
2439000000,-74.526657,-557.06958,73.28463,210.43434,,
2440000000,-74.784889,-557.26715,72.804214,211.4502,,
2441000000,-74.906975,-557.11743,73.003998,212.36833,,
2442000000,-75.210327,-557.4704,72.665642,212.07442,,
2443000000,-75.58532,-557.74396,72.450569,213.76628,,
2444000000,-75.834213,-558.02997,71.972435,214.86658,,
2445000000,-76.223381,-558.36798,71.919312,214.20593,,
2446000000,-76.458282,-558.30573,71.571175,215.15996,,
2447000000,-76.737732,-558.6405,71.397346,215.46861,,
2448000000,-77.098511,-559.27173,71.072365,216.27029,,
2449000000,-77.475815,-558.93683,70.709946,217.11244,,
2450000000,-77.706825,-559.67334,70.503174,216.6291,,
2451000000,-77.747688,-559.73572,70.597534,217.40776,,
2452000000,-78.385345,-560.30701,69.970741,217.91074,,
2453000000,-78.33577,-560.10034,69.696342,219.4478,,
2454000000,-78.866035,-560.70428,69.629837,218.83273,,
2455000000,-78.833801,-560.85681,69.229721,220.15698,,
2456000000,-79.0457,-561.02863,68.98333,220.61012,,
2457000000,-79.577202,-561.10986,68.845802,220.13174,,
2458000000,-79.928207,-561.37109,68.648842,221.64696,,
2459000000,-80.039009,-561.0307,68.510437,221.73193,,
2460000000,-80.189102,-561.93378,68.047745,221.47643,,
2461000000,-80.885414,-561.93524,68.017731,220.9752,,
2462000000,-80.871674,-562.22504,67.617142,222.74879,,
2463000000,-81.413933,-562.65204,67.571571,222.21021,,
2464000000,-81.447777,-562.53571,67.321655,222.4738,,
2465000000,-82.14196,-563.01752,66.824951,222.41014,,
2466000000,-82.358772,-563.56714,66.383003,223.91019,,
2467000000,-82.431351,-563.60077,66.347275,224.63234,,
2468000000,-82.453323,-563.73462,66.144592,224.98627,,
2469000000,-82.905838,-564.07373,65.683517,224.91615,,
2470000000,-83.291344,-564.17322,65.62384,225.65182,,
2471000000,-83.57885,-564.33521,65.394775,225.72139,,
2472000000,-83.820457,-564.71552,65.021599,225.39111,,
2473000000,-84.107872,-564.81451,64.77742,226.72418,,
2474000000,-84.409874,-565.0874,64.600365,225.74385,,
2475000000,-84.500313,-565.32751,64.219788,227.5352,,
