Freq(Hz),S11_90deg,S11_180deg,S11_thru,S11_thru_with_coupling
1058000000,-18.982792,-21.457979,-18.150635,-18.598238
1059000000,-18.969191,-21.542929,-18.11973,-18.551085
1060000000,-18.952299,-21.520048,-18.054321,-18.533375
1061000000,-18.900545,-21.565237,-17.983206,-18.413919
1062000000,-18.920935,-21.557552,-18.044451,-18.459539
1063000000,-18.92964,-21.609035,-17.98348,-18.431372
1064000000,-18.923643,-21.583044,-18.006248,-18.451717
1065000000,-18.877636,-21.612963,-17.930079,-18.374645
1066000000,-18.899414,-21.710651,-17.913027,-18.361629
1067000000,-18.903542,-21.691818,-17.870085,-18.343395
1068000000,-18.91984,-21.690359,-17.861034,-18.338833
1069000000,-18.901701,-21.628767,-17.828497,-18.309284
1070000000,-18.879869,-21.703064,-17.790428,-18.277542
1071000000,-18.89686,-21.694513,-17.782566,-18.29928
1072000000,-18.897104,-21.756332,-17.791374,-18.274559
1073000000,-18.859884,-21.755272,-17.702164,-18.224552
1074000000,-18.897442,-21.734419,-17.707222,-18.263248
1075000000,-18.8564,-21.703028,-17.694273,-18.243959
1076000000,-18.845768,-21.781849,-17.668985,-18.226345
1077000000,-18.890985,-21.831463,-17.57823,-18.165741
1078000000,-18.832302,-21.843861,-17.597902,-18.138052
1079000000,-18.846294,-21.875568,-17.536854,-18.130981
1080000000,-18.849659,-21.876522,-17.489794,-18.068823
1081000000,-18.858374,-21.772507,-17.535049,-18.112835
1082000000,-18.835028,-21.85187,-17.43928,-18.071045
1083000000,-18.817049,-21.964153,-17.408335,-18.027735
1084000000,-18.810596,-21.950871,-17.346737,-17.996231
1085000000,-18.807367,-21.977568,-17.365229,-17.990936
1086000000,-18.802994,-22.023577,-17.331099,-17.948668
1087000000,-18.79155,-22.025356,-17.318775,-17.921183
1088000000,-18.797934,-22.001713,-17.308449,-17.942915
1089000000,-18.800112,-22.065214,-17.298618,-17.960794
1090000000,-18.809752,-22.01593,-17.191444,-17.891081
1091000000,-18.808462,-22.047359,-17.247997,-17.876688
1092000000,-18.81131,-22.112873,-17.219618,-17.878094
1093000000,-18.790854,-22.184017,-17.130285,-17.818052
1094000000,-18.812002,-22.182003,-17.157124,-17.825085
1095000000,-18.842793,-22.095449,-17.152094,-17.900005
1096000000,-18.799854,-22.162601,-17.091017,-17.81045
1097000000,-18.788773,-22.223249,-17.086086,-17.781263
1098000000,-18.823111,-22.224606,-17.100599,-17.774286
1099000000,-18.772631,-22.241533,-17.063046,-17.740551
1100000000,-18.802364,-22.328127,-16.972286,-17.709003
1101000000,-18.794436,-22.270182,-16.992588,-17.74671
1102000000,-18.765215,-22.38442,-16.924578,-17.641697
1103000000,-18.790552,-22.430113,-16.898523,-17.651058
1104000000,-18.786287,-22.45677,-16.934483,-17.614853
1105000000,-18.782217,-22.401503,-16.877764,-17.618431
1106000000,-18.783913,-22.482094,-16.897722,-17.65449
1107000000,-18.788445,-22.412819,-16.891745,-17.649841
1108000000,-18.839018,-22.468529,-16.822563,-17.587044
1109000000,-18.77508,-22.533493,-16.753036,-17.538631
1110000000,-18.826262,-22.561811,-16.817057,-17.592796
1111000000,-18.803791,-22.578363,-16.810053,-17.603474
1112000000,-18.770454,-22.585934,-16.730272,-17.528372
1113000000,-18.778286,-22.691858,-16.693226,-17.510487
1114000000,-18.809677,-22.689146,-16.710785,-17.496061
1115000000,-18.826023,-22.632219,-16.681324,-17.463852
1116000000,-18.826115,-22.753464,-16.68025,-17.454865
1117000000,-18.790751,-22.833406,-16.579275,-17.423422
1118000000,-18.787483,-22.731398,-16.606691,-17.409769
1119000000,-18.851051,-22.850761,-16.610302,-17.434359
1120000000,-18.848389,-22.953497,-16.555235,-17.374712
1121000000,-18.839685,-22.958256,-16.566351,-17.341806
1122000000,-18.852959,-22.895714,-16.574039,-17.368912
1123000000,-18.852634,-22.947165,-16.495377,-17.386414
1124000000,-18.86182,-22.989227,-16.529804,-17.330229
1125000000,-18.810135,-23.05916,-16.460707,-17.297703
1126000000,-18.855038,-23.039309,-16.491791,-17.30792
1127000000,-18.819538,-23.149515,-16.442602,-17.260538
1128000000,-18.826786,-23.147734,-16.48377,-17.300621
1129000000,-18.881134,-23.247513,-16.414555,-17.229891
1130000000,-18.862461,-23.190613,-16.425852,-17.248583
1131000000,-18.866077,-23.250053,-16.38756,-17.215673
1132000000,-18.857222,-23.288164,-16.390673,-17.232254
1133000000,-18.882391,-23.239616,-16.409355,-17.239046
1134000000,-18.886566,-23.345774,-16.33205,-17.178995
1135000000,-18.885557,-23.371134,-16.347765,-17.20092
1136000000,-18.91383,-23.350437,-16.306376,-17.18745
1137000000,-18.901464,-23.345325,-16.279438,-17.159645
1138000000,-18.887184,-23.372223,-16.303047,-17.161301
1139000000,-18.916563,-23.469709,-16.28159,-17.124685
1140000000,-18.908739,-23.485329,-16.263329,-17.106998
1141000000,-18.917776,-23.476879,-16.22826,-17.104618
1142000000,-18.89979,-23.54772,-16.241301,-17.122862
1143000000,-18.928724,-23.698299,-16.199194,-17.047836
1144000000,-18.990191,-23.614141,-16.232327,-17.071722
1145000000,-18.938183,-23.672636,-16.199644,-17.037487
1146000000,-18.928591,-23.670218,-16.189819,-17.047705
1147000000,-18.97843,-23.796133,-16.132162,-17.010519
1148000000,-18.934053,-23.807575,-16.126549,-17.006262
1149000000,-18.945782,-23.849531,-16.073387,-16.951643
1150000000,-18.985054,-23.893742,-16.138712,-16.978853
1151000000,-18.977829,-23.874601,-16.085993,-16.966711
1152000000,-18.981667,-23.826803,-16.085382,-16.947422
1153000000,-19.009323,-23.943563,-16.065302,-16.91922
1154000000,-19.014709,-24.107351,-16.07357,-16.911089
1155000000,-19.032232,-24.041975,-16.048719,-16.93001
1156000000,-19.037443,-23.976393,-15.97292,-16.935884
1157000000,-19.049248,-24.051924,-16.012152,-16.868509
1158000000,-19.031401,-24.127621,-15.946122,-16.84288
1159000000,-19.041744,-24.226057,-15.964602,-16.868607
1160000000,-19.073391,-24.250666,-15.991278,-16.890329
1161000000,-19.085033,-24.295647,-15.957698,-16.88271
1162000000,-19.100817,-24.247265,-15.963408,-16.85878
1163000000,-19.111921,-24.306486,-15.955748,-16.845789
1164000000,-19.106516,-24.396847,-15.93762,-16.805344
1165000000,-19.115906,-24.436438,-15.888852,-16.829029
1166000000,-19.128471,-24.455057,-15.877022,-16.812279
1167000000,-19.152994,-24.598619,-15.872851,-16.763878
1168000000,-19.145882,-24.531418,-15.87979,-16.818319
1169000000,-19.18198,-24.616631,-15.848778,-16.762438
1170000000,-19.189922,-24.591845,-15.852568,-16.756422
1171000000,-19.20149,-24.51675,-15.847262,-16.794874
1172000000,-19.222513,-24.68527,-15.830124,-16.809471
1173000000,-19.244108,-24.740091,-15.830875,-16.766729
1174000000,-19.209682,-24.799343,-15.806212,-16.768127
1175000000,-19.238106,-24.753254,-15.757341,-16.679157
1176000000,-19.305315,-24.872248,-15.811505,-16.73337
1177000000,-19.289583,-24.822987,-15.723491,-16.718479
1178000000,-19.325903,-24.850504,-15.737508,-16.743019
1179000000,-19.286604,-24.925406,-15.709646,-16.645748
1180000000,-19.31789,-24.972635,-15.710615,-16.69309
1181000000,-19.339779,-24.960175,-15.645715,-16.694895
1182000000,-19.365635,-24.96553,-15.716198,-16.676003
1183000000,-19.347128,-25.022194,-15.716886,-16.689898
1184000000,-19.360382,-25.120214,-15.654339,-16.745081
1185000000,-19.3941,-25.089794,-15.634095,-16.664808
1186000000,-19.371223,-25.056396,-15.625333,-16.660444
1187000000,-19.435188,-25.195076,-15.665476,-16.706791
1188000000,-19.44059,-25.276167,-15.612623,-16.670422
1189000000,-19.464008,-25.254698,-15.596138,-16.676033
1190000000,-19.508703,-25.194569,-15.613794,-16.621628
1191000000,-19.474031,-25.305677,-15.568609,-16.620609
1192000000,-19.490175,-25.408236,-15.56951,-16.653114
1193000000,-19.504444,-25.496689,-15.596391,-16.672462
1194000000,-19.547712,-25.357172,-15.525764,-16.625395
1195000000,-19.553066,-25.364061,-15.578981,-16.594381
1196000000,-19.59059,-25.404259,-15.546696,-16.640234
1197000000,-19.602076,-25.383039,-15.503815,-16.59087
1198000000,-19.622791,-25.439604,-15.617077,-16.657438
1199000000,-19.601559,-25.442291,-15.512834,-16.541765
1200000000,-19.667889,-25.377645,-15.472622,-16.589464
1201000000,-19.709286,-25.562269,-15.532079,-16.602493
1202000000,-19.659889,-25.630581,-15.44957,-16.582211
1203000000,-19.742561,-25.443304,-15.455952,-16.604269
1204000000,-19.722198,-25.551823,-15.456016,-16.554689
1205000000,-19.748533,-25.546391,-15.433278,-16.594755
1206000000,-19.772837,-25.564262,-15.48073,-16.580046
1207000000,-19.801188,-25.641939,-15.463053,-16.55176
1208000000,-19.781229,-25.734875,-15.469413,-16.508297
1209000000,-19.847198,-25.680149,-15.437814,-16.5867
1210000000,-19.858644,-25.739204,-15.420244,-16.526917
1211000000,-19.914301,-25.59157,-15.438828,-16.548393
1212000000,-19.866747,-25.879969,-15.396157,-16.486286
1213000000,-19.877319,-25.780619,-15.436301,-16.561569
1214000000,-19.954138,-25.7225,-15.420227,-16.563688
1215000000,-19.964499,-25.811304,-15.418145,-16.566641
1216000000,-19.99321,-25.762842,-15.416436,-16.549198
1217000000,-20.004889,-25.661991,-15.375592,-16.522184
1218000000,-19.99551,-25.778275,-15.360221,-16.507088
1219000000,-20.048101,-25.794458,-15.394469,-16.477024
1220000000,-20.123882,-25.685007,-15.424994,-16.544853
1221000000,-20.077312,-25.834988,-15.385062,-16.520794
1222000000,-20.122738,-25.765331,-15.328444,-16.52393
1223000000,-20.172523,-25.70442,-15.427928,-16.533468
1224000000,-20.152399,-25.764324,-15.362988,-16.505156
1225000000,-20.181484,-25.726717,-15.281992,-16.469902
1226000000,-20.19566,-25.689854,-15.362232,-16.532051
1227000000,-20.285181,-25.743315,-15.376836,-16.528513
1228000000,-20.333694,-25.63855,-15.346194,-16.452045
1229000000,-20.289108,-25.722298,-15.38463,-16.502954
1230000000,-20.331606,-25.674776,-15.345854,-16.545292
1231000000,-20.378351,-25.647604,-15.330484,-16.468754
1232000000,-20.403601,-25.493641,-15.293928,-16.45356
1233000000,-20.405273,-25.679083,-15.316452,-16.475079
1234000000,-20.513418,-25.646677,-15.309122,-16.516609
1235000000,-20.434061,-25.672228,-15.285256,-16.517834
1236000000,-20.468842,-25.604261,-15.267398,-16.432655
1237000000,-20.513124,-25.692129,-15.275193,-16.483759
1238000000,-20.521141,-25.599318,-15.295512,-16.469854
1239000000,-20.586164,-25.540154,-15.281384,-16.503111
1240000000,-20.611368,-25.573294,-15.293767,-16.488552
1241000000,-20.594225,-25.477547,-15.258903,-16.437183
1242000000,-20.640604,-25.390293,-15.251501,-16.418884
1243000000,-20.631258,-25.437136,-15.229793,-16.435585
1244000000,-20.677011,-25.336838,-15.249475,-16.412781
1245000000,-20.729666,-25.425684,-15.264505,-16.447023
1246000000,-20.792751,-25.29653,-15.253856,-16.432549
1247000000,-20.795826,-25.272331,-15.215135,-16.41082
1248000000,-20.80879,-25.249418,-15.218011,-16.418028
1249000000,-20.855076,-25.158028,-15.212005,-16.404434
1250000000,-20.925779,-25.153805,-15.195475,-16.403503
1251000000,-20.880058,-25.023655,-15.215389,-16.41341
1252000000,-20.960564,-25.096266,-15.213577,-16.422377
1253000000,-20.969305,-25.006502,-15.225725,-16.431175
1254000000,-20.943653,-25.086325,-15.168686,-16.419386
1255000000,-21.036589,-24.949286,-15.225027,-16.402708
1256000000,-21.076315,-24.920647,-15.186401,-16.411419
1257000000,-21.093517,-24.918444,-15.178148,-16.333433
1258000000,-21.094028,-24.843287,-15.18826,-16.371714
1259000000,-21.182608,-24.823465,-15.187898,-16.349628
1260000000,-21.210518,-24.727629,-15.210987,-16.429981
1261000000,-21.248522,-24.858028,-15.236313,-16.413923
1262000000,-21.293659,-24.695251,-15.187295,-16.415005
1263000000,-21.301287,-24.588501,-15.158867,-16.386665
1264000000,-21.334206,-24.529556,-15.134776,-16.402733
1265000000,-21.377138,-24.588272,-15.164823,-16.345478
1266000000,-21.410952,-24.505749,-15.12226,-16.425943
1267000000,-21.418196,-24.465408,-15.151308,-16.40007
1268000000,-21.371971,-24.547615,-15.172323,-16.431587
1269000000,-21.535582,-24.324036,-15.139916,-16.433781
1270000000,-21.556589,-24.307919,-15.114117,-16.399847
1271000000,-21.532463,-24.345112,-15.124609,-16.408188
1272000000,-21.646412,-24.238203,-15.163747,-16.392828
1273000000,-21.627367,-24.244736,-15.12478,-16.377268
1274000000,-21.637741,-24.263521,-15.130709,-16.413521
1275000000,-21.748903,-24.108652,-15.168181,-16.420895
1276000000,-21.757566,-24.042763,-15.137225,-16.41328
1277000000,-21.830166,-24.036741,-15.133693,-16.405828
1278000000,-21.789541,-24.067204,-15.133266,-16.384125
1279000000,-21.832825,-23.917681,-15.104557,-16.375643
1280000000,-21.899874,-23.866142,-15.133005,-16.417257
1281000000,-21.928062,-23.891184,-15.141378,-16.417543
1282000000,-22.001966,-23.781172,-15.110213,-16.406651
1283000000,-22.061029,-23.639004,-15.149608,-16.421373
1284000000,-22.147003,-23.556767,-15.147488,-16.442827
1285000000,-22.185625,-23.46697,-15.151585,-16.46566
1286000000,-22.14134,-23.5618,-15.161062,-16.433418
1287000000,-22.141254,-23.610338,-15.09222,-16.378819
1288000000,-22.240208,-23.402138,-15.146025,-16.420446
1289000000,-22.2302,-23.455627,-15.119903,-16.440462
1290000000,-22.316404,-23.375294,-15.168494,-16.44644
1291000000,-22.379337,-23.275202,-15.129592,-16.41054
1292000000,-22.410126,-23.286308,-15.126964,-16.44932
1293000000,-22.478851,-23.169518,-15.11618,-16.422342
1294000000,-22.507774,-23.170113,-15.146716,-16.490973
1295000000,-22.545029,-23.007383,-15.130764,-16.47151
1296000000,-22.593386,-22.910185,-15.109352,-16.449432
1297000000,-22.663183,-22.912838,-15.154305,-16.452684
1298000000,-22.605734,-22.960096,-15.15636,-16.445631
1299000000,-22.711437,-22.887403,-15.148438,-16.468027
1300000000,-22.8025,-22.703775,-15.122627,-16.447144
1301000000,-22.786375,-22.728239,-15.129539,-16.470985
1302000000,-22.88203,-22.678757,-15.151603,-16.485777
1303000000,-22.912445,-22.53636,-15.133287,-16.463902
1304000000,-22.956955,-22.579216,-15.183362,-16.507689
1305000000,-22.963114,-22.51877,-15.126394,-16.490187
1306000000,-23.008804,-22.410147,-15.111375,-16.423512
1307000000,-23.031183,-22.44709,-15.133364,-16.461889
1308000000,-23.166368,-22.317648,-15.164753,-16.492407
1309000000,-23.080603,-22.419884,-15.148075,-16.488676
1310000000,-23.225128,-22.239067,-15.184218,-16.491194
1311000000,-23.336327,-22.139677,-15.172893,-16.516949
1312000000,-23.348204,-22.034565,-15.17012,-16.50293
1313000000,-23.326311,-22.103111,-15.139092,-16.465054
1314000000,-23.405697,-22.013523,-15.177341,-16.510874
1315000000,-23.440645,-21.953468,-15.167373,-16.512499
1316000000,-23.417471,-21.982849,-15.166751,-16.535723
1317000000,-23.515352,-21.834795,-15.18179,-16.475288
1318000000,-23.651747,-21.7591,-15.219504,-16.539997
1319000000,-23.625097,-21.70916,-15.148708,-16.516741
1320000000,-23.72422,-21.671459,-15.198274,-16.542057
1321000000,-23.792082,-21.62557,-15.223612,-16.558125
1322000000,-23.817104,-21.530514,-15.202638,-16.564804
1323000000,-23.763735,-21.573326,-15.200326,-16.578279
1324000000,-23.868219,-21.535177,-15.214612,-16.569315
1325000000,-24.066313,-21.33201,-15.249994,-16.612112
1326000000,-23.940214,-21.402046,-15.207774,-16.548805
1327000000,-24.132326,-21.23597,-15.231309,-16.613306
1328000000,-24.17532,-21.229322,-15.248488,-16.598791
1329000000,-24.078564,-21.225157,-15.20542,-16.626167
1330000000,-24.202793,-21.145296,-15.201306,-16.613003
1331000000,-24.242105,-21.152353,-15.243013,-16.646214
1332000000,-24.301283,-21.03459,-15.189371,-16.612343
1333000000,-24.362795,-20.961008,-15.201432,-16.676962
1334000000,-24.453592,-20.905073,-15.224612,-16.675941
1335000000,-24.550508,-20.789658,-15.273602,-16.643572
1336000000,-24.471378,-20.855501,-15.255392,-16.740929
1337000000,-24.586739,-20.759771,-15.261727,-16.684462
1338000000,-24.607336,-20.700346,-15.247099,-16.682127
1339000000,-24.582914,-20.74304,-15.298727,-16.723211
1340000000,-24.691168,-20.69659,-15.259008,-16.690577
1341000000,-24.691483,-20.597694,-15.257773,-16.704063
1342000000,-24.735554,-20.595819,-15.286225,-16.720985
1343000000,-24.846123,-20.466393,-15.267449,-16.747063
1344000000,-24.978237,-20.342941,-15.279326,-16.769825
1345000000,-24.891787,-20.417713,-15.276013,-16.780043
1346000000,-25.006329,-20.274099,-15.310652,-16.788883
1347000000,-24.959385,-20.330557,-15.258078,-16.744482
1348000000,-25.003813,-20.370255,-15.294743,-16.796265
1349000000,-25.077513,-20.180267,-15.305229,-16.846533
1350000000,-25.105688,-20.202297,-15.32745,-16.826761
1351000000,-25.282497,-20.084629,-15.339629,-16.870327
1352000000,-25.29925,-20.039309,-15.305813,-16.832581
1353000000,-25.251974,-20.035505,-15.340349,-16.900023
1354000000,-25.36717,-19.910883,-15.347688,-16.880323
1355000000,-25.414705,-19.880116,-15.323463,-16.88867
1356000000,-25.469805,-19.894447,-15.316303,-16.941174
1357000000,-25.455715,-19.857792,-15.312994,-16.942566
1358000000,-25.530945,-19.70565,-15.359505,-16.982475
1359000000,-25.545008,-19.664444,-15.308009,-16.990833
1360000000,-25.539152,-19.659267,-15.346794,-17.010216
1361000000,-25.686525,-19.586395,-15.374878,-17.010153
1362000000,-25.830463,-19.447456,-15.369534,-17.043612
1363000000,-25.800034,-19.497566,-15.376439,-17.073137
1364000000,-25.805935,-19.457436,-15.408957,-17.092581
1365000000,-25.891748,-19.352049,-15.386724,-17.147886
1366000000,-25.879536,-19.388668,-15.407712,-17.191544
1367000000,-25.945873,-19.364676,-15.434031,-17.258015
1368000000,-25.804285,-19.337208,-15.458949,-17.265461
1369000000,-26.063568,-19.246153,-15.461985,-17.327072
1370000000,-26.010284,-19.184645,-15.412973,-17.335697
1371000000,-25.987419,-19.171995,-15.467463,-17.363605
1372000000,-26.06245,-19.1341,-15.449983,-17.420441
1373000000,-26.064829,-19.067335,-15.454194,-17.482641
1374000000,-26.112366,-19.026512,-15.48894,-17.495481
1375000000,-26.131865,-18.977411,-15.475589,-17.475182
1376000000,-26.224865,-18.917652,-15.48985,-17.525076
1377000000,-26.227797,-18.844025,-15.480536,-17.526114
1378000000,-26.248648,-18.811047,-15.510218,-17.508169
1379000000,-26.241758,-18.77235,-15.509844,-17.503139
1380000000,-26.29751,-18.752642,-15.557187,-17.481339
1381000000,-26.225634,-18.681961,-15.546279,-17.485807
1382000000,-26.335003,-18.622663,-15.57732,-17.43281
1383000000,-26.289646,-18.667952,-15.560064,-17.364029
1384000000,-26.211987,-18.622351,-15.537005,-17.38089
1385000000,-26.339548,-18.530981,-15.585394,-17.34041
1386000000,-26.351353,-18.406662,-15.607572,-17.323698
1387000000,-26.363008,-18.472498,-15.605042,-17.32612
1388000000,-26.231756,-18.408073,-15.633285,-17.311432
1389000000,-26.350935,-18.393524,-15.672436,-17.31167
1390000000,-26.145836,-18.354448,-15.615645,-17.254568
1391000000,-26.212143,-18.243105,-15.624117,-17.274685
1392000000,-26.251427,-18.241068,-15.648831,-17.24502
1393000000,-26.246197,-18.228701,-15.673605,-17.241232
1394000000,-26.236422,-18.167774,-15.707516,-17.265556
1395000000,-26.132059,-18.109303,-15.662233,-17.260025
1396000000,-26.201372,-18.109459,-15.713758,-17.273321
1397000000,-26.136862,-18.048349,-15.742913,-17.260033
1398000000,-26.090351,-18.041079,-15.745882,-17.251581
1399000000,-25.84078,-17.996922,-15.739621,-17.262465
1400000000,-25.941206,-17.941252,-15.762132,-17.262642
1401000000,-25.806053,-17.935122,-15.799838,-17.31916
1402000000,-25.862194,-17.86652,-15.809537,-17.302605
1403000000,-25.685322,-17.88522,-15.759838,-17.286436
1404000000,-25.624048,-17.822851,-15.830862,-17.306107
1405000000,-25.447247,-17.689816,-15.816776,-17.28569
1406000000,-25.534786,-17.753735,-15.873734,-17.322844
1407000000,-25.376268,-17.681349,-15.85602,-17.327724
1408000000,-25.397261,-17.568192,-15.856307,-17.359396
1409000000,-25.309225,-17.530006,-15.897288,-17.367302
1410000000,-25.128628,-17.603399,-15.869978,-17.356415
1411000000,-25.009007,-17.585201,-15.866935,-17.332174
1412000000,-25.055113,-17.534506,-15.934571,-17.409225
1413000000,-24.980515,-17.415813,-15.942304,-17.394289
1414000000,-24.949907,-17.37051,-15.954309,-17.425549
1415000000,-24.961142,-17.390528,-15.907359,-17.450436
1416000000,-24.935381,-17.355167,-15.945032,-17.451946
1417000000,-24.965458,-17.30319,-15.945312,-17.462267
1418000000,-25.202415,-17.284822,-15.988531,-17.464396
1419000000,-25.44895,-17.22576,-16.036882,-17.496939
1420000000,-25.719584,-17.13991,-16.052673,-17.534666
1421000000,-25.767735,-17.161863,-16.085175,-17.514288
1422000000,-26.111408,-17.122011,-16.062662,-17.562737
1423000000,-26.327242,-17.052311,-16.059443,-17.540482
1424000000,-26.564789,-17.058578,-16.054026,-17.555321
1425000000,-26.781414,-16.949839,-16.131247,-17.60169
1426000000,-27.068333,-16.973299,-16.138752,-17.61726
1427000000,-27.317009,-16.95059,-16.119078,-17.610746
1428000000,-27.344419,-16.865887,-16.081367,-17.603561
1429000000,-27.647015,-16.901678,-16.158892,-17.670225
1430000000,-27.826014,-16.886953,-16.158115,-17.657124
1431000000,-27.794275,-16.784418,-16.202278,-17.672678
1432000000,-27.904985,-16.838034,-16.181721,-17.666687
1433000000,-28.098381,-16.769156,-16.255871,-17.707754
1434000000,-28.071482,-16.777969,-16.239975,-17.694378
1435000000,-28.161331,-16.688023,-16.262709,-17.721598
1436000000,-28.093849,-16.71554,-16.239836,-17.760286
1437000000,-28.352211,-16.662333,-16.280727,-17.722319
1438000000,-28.178579,-16.606705,-16.290167,-17.818548
1439000000,-28.200878,-16.636793,-16.302931,-17.806679
1440000000,-28.111372,-16.555691,-16.37389,-17.834913
1441000000,-28.246065,-16.55434,-16.319202,-17.800545
1442000000,-28.136812,-16.483778,-16.377588,-17.878029
1443000000,-27.895479,-16.379616,-16.407574,-17.865385
1444000000,-27.86735,-16.420435,-16.400255,-17.892664
1445000000,-28.006283,-16.417753,-16.435528,-17.888758
1446000000,-27.799274,-16.349735,-16.487797,-17.939024
1447000000,-27.707087,-16.355793,-16.431526,-17.946234
1448000000,-27.512997,-16.216393,-16.49173,-18.003719
1449000000,-27.699347,-16.313993,-16.51494,-18.003052
1450000000,-27.490711,-16.295673,-16.544003,-18.010042
1451000000,-27.276766,-16.248251,-16.528746,-18.021017
1452000000,-27.239992,-16.195852,-16.536022,-18.040499
1453000000,-27.236963,-16.21846,-16.609375,-18.111145
1454000000,-27.161736,-16.162241,-16.568745,-18.113916
1455000000,-26.915607,-16.171083,-16.605572,-18.094234
1456000000,-26.921631,-16.110163,-16.609653,-18.125927
1457000000,-26.911163,-16.113522,-16.677807,-18.166679
1458000000,-26.686556,-16.025799,-16.712887,-18.208216
1459000000,-26.529709,-15.980744,-16.683956,-18.197205
1460000000,-26.606104,-15.984776,-16.715233,-18.20179
1461000000,-26.364494,-15.93525,-16.789536,-18.293776
1462000000,-26.287579,-15.957323,-16.754189,-18.273922
1463000000,-26.343874,-15.931629,-16.763855,-18.261703
1464000000,-26.178961,-15.900293,-16.799755,-18.281433
1465000000,-26.28038,-15.889831,-16.838245,-18.340464
1466000000,-26.050861,-15.835998,-16.832453,-18.326447
1467000000,-25.900803,-15.827567,-16.848234,-18.344555
1468000000,-25.794834,-15.833772,-16.87314,-18.313295
1469000000,-25.649967,-15.746956,-16.908066,-18.441065
1470000000,-25.637785,-15.765657,-16.923937,-18.396563
1471000000,-25.587151,-15.694796,-16.929152,-18.440239
1472000000,-25.636574,-15.698842,-16.985762,-18.459303
1473000000,-25.413549,-15.636901,-16.968931,-18.455275
1474000000,-25.410337,-15.65167,-16.988281,-18.444517
1475000000,-25.319204,-15.571819,-17.052494,-18.545078
1476000000,-25.198929,-15.607941,-17.050156,-18.552536
1477000000,-25.186604,-15.588906,-17.050621,-18.538311
1478000000,-25.050678,-15.544612,-17.103197,-18.573513
1479000000,-24.995358,-15.563887,-17.082859,-18.551666
1480000000,-24.919605,-15.468126,-17.153215,-18.622633
1481000000,-24.881844,-15.503705,-17.131657,-18.590086
