!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Wednesday, March 09, 2016 18:43:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21 Log Mag(dB),S21 Phase(°),S11 Log Mag(dB),S11 Phase(°)
1000000000,-0.15749606,-146.84077,-25.75783,145.45375
1001000000,-0.14992192,-146.68384,-25.604607,145.46666
1002000000,-0.18739602,-147.27548,-25.802311,144.3916
1003000000,-0.16865447,-147.35283,-25.671936,144.98494
1004000000,-0.1901298,-147.39197,-25.958572,144.17538
1005000000,-0.17682405,-147.84633,-25.720448,144.40678
1006000000,-0.1613418,-147.62088,-25.740858,145.08318
1007000000,-0.15526572,-147.83768,-25.614353,143.77408
1008000000,-0.17180634,-147.96164,-25.633692,143.64944
1009000000,-0.17915292,-148.18144,-25.614788,143.79739
1010000000,-0.16558811,-148.37112,-25.633968,143.50169
1011000000,-0.15719283,-148.34605,-25.61709,143.45689
1012000000,-0.13854952,-148.58923,-25.463108,143.35867
1013000000,-0.16351721,-148.73111,-25.464579,142.88855
1014000000,-0.17958209,-148.77942,-25.530788,142.30589
1015000000,-0.14043939,-149.02162,-25.528059,143.06636
1016000000,-0.17285429,-149.02306,-25.423016,143.66678
1017000000,-0.16823556,-149.35442,-25.297758,141.42371
1018000000,-0.1940717,-149.42046,-25.378515,142.9399
1019000000,-0.16464606,-149.61089,-25.331806,141.21233
1020000000,-0.19806463,-149.79727,-25.489616,141.9006
1021000000,-0.15628327,-149.81293,-25.420546,141.51115
1022000000,-0.19387542,-150.12485,-25.369884,141.33841
1023000000,-0.17306295,-150.13387,-25.385395,141.136
1024000000,-0.17114948,-150.20007,-25.46719,140.68555
1025000000,-0.17702904,-150.54427,-25.375214,139.93575
1026000000,-0.18411468,-150.52527,-25.320812,139.92274
1027000000,-0.19447292,-150.86993,-25.305035,140.341
1028000000,-0.1764947,-150.84232,-25.279499,140.37685
1029000000,-0.18578064,-150.79161,-25.424988,140.62297
1030000000,-0.20191295,-151.34567,-25.323938,139.22208
1031000000,-0.17432866,-151.29288,-25.294731,138.95888
1032000000,-0.1658434,-151.60196,-25.225586,139.22966
1033000000,-0.17083934,-151.55763,-25.215658,139.14397
1034000000,-0.1852023,-151.80386,-25.29335,138.57788
1035000000,-0.17925291,-152.0571,-25.29273,138.881
1036000000,-0.15592976,-152.18814,-25.164818,137.99178
1037000000,-0.17474256,-152.38739,-25.311409,138.13268
1038000000,-0.18807407,-152.76102,-25.171719,137.42014
1039000000,-0.17468315,-152.62733,-25.236168,137.83989
1040000000,-0.15463535,-152.56447,-25.230911,138.32996
1041000000,-0.17515054,-152.89178,-25.224688,137.67587
1042000000,-0.19340439,-152.74866,-25.306942,137.92937
1043000000,-0.17423365,-152.94608,-25.274553,137.61911
1044000000,-0.1454611,-153.37729,-25.076393,137.27051
1045000000,-0.19718923,-153.49236,-25.261608,137.61044
