"Freq [GHz]","ang_deg(S(1,1)) [deg]","ang_deg(S(1,2)) [deg]","ang_deg(S(2,1)) [deg]","ang_deg(S(2,2)) [deg]"
1,102.616183955323,176.983179032187,176.983179032187,100.52028948541
1.001,102.834014565862,176.790014708282,176.790014708282,100.705435099286
1.002,103.074596459065,176.596820144948,176.596820144948,100.91175926089
1.003,103.339816127873,176.403595481276,176.403595481276,101.141043388348
1.004,103.631767537809,176.210340856568,176.210340856568,101.395268879591
1.005,103.952780333785,176.017056410323,176.017056410323,101.676645092827
1.006,104.305452546292,175.823742282224,175.823742282225,101.987641975196
1.007,104.692688599361,175.630398612128,175.630398612128,102.331028219784
1.008,105.117743572993,175.437025540051,175.437025540051,102.70991601299
1.009,105.584274848927,175.243623206159,175.243623206159,103.127813654329
1.01,106.096402472869,175.050191750753,175.050191750753,103.588687596166
1.011,106.658779798731,174.85673131426,174.85673131426,104.097035768616
1.012,107.276676237838,174.663242037216,174.663242037216,104.657974431288
1.013,107.95607420845,174.469724060259,174.469724060259,105.277341232036
1.014,108.703782646751,174.276177524112,174.276177524112,105.961817650184
1.015,109.527569658115,174.082602569572,174.082602569572,106.719074541302
1.016,110.436316981883,173.8889993375,173.8889993375,107.557945040607
1.017,111.440198783648,173.695367968802,173.695367968802,108.488629534955
1.018,112.550886656418,173.501708604426,173.501708604426,109.52293761072
1.019,113.781781243021,173.308021385338,173.308021385338,110.674571518477
1.02,115.148268001805,173.114306452519,173.114306452519,111.959454220984
1.021,116.667989403366,172.920563946948,172.920563946948,113.39610157121
1.022,118.361116857639,172.726794009587,172.726794009587,115.00603103247
1.023,120.250590860969,172.532996781373,172.532996781373,116.814186050176
1.024,122.362274387842,172.339172403201,172.339172403201,118.849331730108
1.025,124.724928985573,172.145321015913,172.145321015913,121.144338028662
1.026,127.369872192735,171.951442760286,171.951442760286,123.736203539063
1.027,130.330108440295,171.757537777016,171.757537777016,126.665578254572
1.028,133.638651628333,171.563606206707,171.563606206707,129.97541490481
1.029,137.325702989879,171.369648189857,171.369648189857,133.708232518097
1.03,141.414372496184,171.175663866847,171.175663866847,137.901376404184
1.031,145.914837751625,170.981653377923,170.981653377923,142.579754256226
1.032,150.81734249903,170.787616863189,170.787616863189,147.746069021059
1.033,156.08529196916,170.593554462588,170.593554462588,153.369812571615
1.034,161.650686693459,170.399466315894,170.399466315894,159.37815837006
1.035,167.414621447466,170.205352562692,170.205352562692,165.653483758168
1.036,173.254730857797,170.011213342371,170.011213342371,172.041763567748
1.037,179.039025146465,169.817048794109,169.817048794109,178.372204882361
1.038,-175.357397852569,169.622859056856,169.622859056856,-175.517294388181
1.039,-170.037772744187,169.428644269324,169.428644269324,-169.757754010683
1.04,-165.075110501593,169.234404569974,169.234404569974,-164.43681370627
1.041,-160.510695880056,169.040140097001,169.040140097001,-159.598011009681
1.042,-156.358041582926,168.845850988317,168.845850988317,-155.248282399368
1.043,-152.609598337979,168.651537381545,168.651537381545,-151.36879231732
1.044,-149.243849554399,168.457199414001,168.457199414001,-147.925326101285
1.045,-146.231377539523,168.262837222677,168.262837222677,-144.876417662467
1.046,-143.539387367198,168.068450944235,168.068450944235,-142.178870532029
1.047,-141.134737935736,167.874040714987,167.874040714987,-139.791079281086
1.048,-138.985774925137,167.679606670885,167.679606670885,-137.674767645382
1.049,-137.063305499648,167.485148947504,167.485148947504,-135.795702399503
1.05,-135.341007399062,167.290667680031,167.290667680031,-134.123800939741
1.051,-133.795491688223,167.096163003251,167.096163003251,-132.632912716701
1.052,-132.406169939789,166.90163505153,166.90163505153,-131.300448554955
1.053,-131.155023248123,166.707083958807,166.707083958807,-130.10695924573
1.054,-130.026332704593,166.512509858573,166.512509858573,-129.035718534762
1.055,-129.006405849573,166.317912883864,166.317912883864,-128.072337692263
1.056,-128.083317663967,166.123293167242,166.123293167242,-127.204422756918
1.057,-127.246674922264,165.928650840782,165.928650840782,-126.421276738353
1.058,-126.487407017406,165.733986036062,165.733986036063,-125.713644574988
1.059,-125.797583183177,165.539298884145,165.539298884145,-125.07349663009
1.06,-125.170254394942,165.344589515565,165.344589515565,-124.49384585586
1.061,-124.599317494952,165.149858060314,165.149858060314,-123.968593811702
1.062,-124.07939887282,164.955104647831,164.955104647831,-123.492401116049
1.063,-123.605755097017,164.760329406982,164.760329406982,-123.060578435422
1.064,-123.174188097714,164.565532466051,164.565532466051,-122.668994660385
1.065,-122.780972763029,164.370713952725,164.370713952725,-122.313999431924
1.066,-122.422795083855,164.175873994076,164.175873994076,-121.992357640327
1.067,-122.096699243124,163.981012716553,163.981012716553,-121.701193915122
1.068,-121.80004228198,163.786130245964,163.786130245964,-121.43794546099
1.069,-121.530455184034,163.591226707463,163.591226707463,-121.200321876241
1.07,-121.285809399339,163.396302225537,163.396302225537,-120.986270824581
1.071,-121.06418798386,163.201356923989,163.201356923989,-120.793948624452
1.072,-120.863860660789,163.006390925928,163.006390925928,-120.621694979829
1.073,-120.68326222002,162.81140435375,162.81140435375,-120.468011207812
1.074,-120.520973764419,162.61639732913,162.61639732913,-120.331541426483
1.075,-120.375706388837,162.421369973003,162.421369973003,-120.211056255592
1.076,-120.246286942513,162.226322405551,162.226322405551,-120.105438656064
1.077,-120.131645579658,162.03125474619,162.031254746191,-120.013671594923
1.078,-120.03080484829,161.836167113557,161.836167113557,-119.934827272381
1.079,-119.942870105366,161.641059625491,161.641059625491,-119.868057689371
1.08,-119.867021078037,161.445932399026,161.445932399026,-119.812586368299
1.081,-119.802504417618,161.25078555037,161.250785550371,-119.767701068527
1.082,-119.748627115314,161.055619194897,161.055619194898,-119.732747362066
1.083,-119.704750667694,160.860433447129,160.860433447129,-119.70712295498
1.084,-119.670285895913,160.665228420721,160.665228420721,-119.69027265685
1.085,-119.644688336183,160.470004228453,160.470004228453,-119.681683914748
1.086,-119.627454130489,160.274760982209,160.274760982209,-119.680882840103
1.087,-119.618116356269,160.079498792967,160.079498792967,-119.687430666892
1.088,-119.616241742089,159.884217770785,159.884217770785,-119.700920588119
1.089,-119.621427723388,159.688918024784,159.688918024784,-119.720974924774
1.09,-119.633299798452,159.493599663137,159.493599663137,-119.747242587635
1.091,-119.651509149915,159.298262793054,159.298262793054,-119.779396797505
1.092,-119.675730501559,159.102907520769,159.102907520769,-119.817133034012
1.093,-119.705660184008,158.907533951523,158.907533951523,-119.860167186889
1.094,-119.741014386173,158.712142189554,158.712142189555,-119.908233887019
1.095,-119.781527572204,158.516732338082,158.516732338082,-119.961084997335
1.096,-119.826951046114,158.32130449929,158.321304499291,-120.018488246139
1.097,-119.877051648417,158.125858774321,158.125858774321,-120.080225987525
1.098,-119.931610570948,157.930395263251,157.930395263252,-120.146094075421
1.099,-119.990422277663,157.734914065088,157.734914065088,-120.215900839376
1.1,-120.053293520618,157.539415277746,157.539415277746,-120.289466151601
1.101,-120.120042441548,157.343898998042,157.343898998042,-120.366620575967
1.102,-120.190497750564,157.148365321674,157.148365321675,-120.447204590755
1.103,-120.264497974402,156.952814343214,156.952814343214,-120.531067877836
1.104,-120.341890767499,156.757246156087,156.757246156087,-120.618068671797
1.105,-120.422532279902,156.561660852563,156.561660852564,-120.708073163239
1.106,-120.506286576653,156.366058523743,156.366058523743,-120.800954951068
1.107,-120.593025103844,156.170439259542,156.170439259542,-120.896594539198
1.108,-120.68262619707,155.974803148676,155.974803148676,-120.994878873524
1.109,-120.774974628417,155.779150278652,155.779150278652,-121.095700915487
1.11,-120.869961188523,155.583480735751,155.583480735752,-121.198959248913
1.111,-120.967482300616,155.387794605016,155.387794605017,-121.304557717145
1.112,-121.067439663716,155.192091970237,155.192091970237,-121.412405087805
1.113,-121.169739922479,154.996372913939,154.996372913939,-121.52241474276
1.114,-121.274294361408,154.800637517367,154.800637517367,-121.634504391129
1.115,-121.381018621356,154.604885860476,154.604885860476,-121.748595803357
1.116,-121.489832436477,154.409118021911,154.409118021912,-121.864614564592
1.117,-121.600659389912,154.213334079003,154.213334079003,-121.982489845741
1.118,-121.713426686699,154.017534107746,154.017534107747,-122.102154190767
1.119,-121.828064942494,153.821718182792,153.821718182792,-122.223543318891
1.12,-121.944507986856,153.625886377429,153.62588637743,-122.346595940508
1.121,-122.062692679932,153.430038763579,153.430038763579,-122.471253585713
1.122,-122.182558741501,153.234175411773,153.234175411773,-122.597460444454
1.123,-122.304048591408,153.038296391146,153.038296391147,-122.725163217409
1.124,-122.427107200537,152.842401769422,152.842401769422,-122.854310976744
1.125,-122.551681951497,152.646491612899,152.646491612899,-122.98485503601
1.126,-122.677722508316,152.450565986437,152.450565986438,-123.116748828495
1.127,-122.805180694456,152.254624953447,152.254624953447,-123.249947793382
1.128,-122.93401037855,152.058668575874,152.058668575874,-123.384409269149
1.129,-123.064167367295,151.862696914188,151.862696914189,-123.520092393678
1.13,-123.195609304979,151.666710027371,151.666710027371,-123.656958010587
1.131,-123.328295579176,151.470707972899,151.470707972899,-123.794968581334
1.132,-123.462187232177,151.274690806736,151.274690806736,-123.934088102691
1.133,-123.597246877743,151.078658583318,151.078658583318,-124.074282029206
1.134,-123.733438622822,150.88261135554,150.88261135554,-124.215517200302
1.135,-123.870727993882,150.686549174745,150.686549174745,-124.3577617717
1.136,-124.00908186756,150.49047209071,150.49047209071,-124.500985150873
1.137,-124.14846840531,150.294380151634,150.294380151634,-124.645157936241
1.138,-124.288856991817,150.098273404125,150.098273404125,-124.790251859878
1.139,-124.430218176896,149.90215189319,149.90215189319,-124.936239733486
1.14,-124.572523620672,149.706015662219,149.706015662219,-125.083095397421
1.141,-124.715746041814,149.509864752975,149.509864752975,-125.230793672572
1.142,-124.85985916863,149.313699205582,149.313699205582,-125.37931031492
1.143,-125.004837692845,149.117519058511,149.117519058511,-125.528621972584
1.144,-125.150657225886,148.92132434857,148.92132434857,-125.678706145217
1.145,-125.29729425752,148.725115110889,148.725115110889,-125.829541145591
1.146,-125.4447261167,148.528891378912,148.528891378912,-125.98110606324
1.147,-125.592930934478,148.33265318438,148.332653184381,-126.133380730034
1.148,-125.74188760887,148.136400557326,148.136400557326,-126.286345687562
1.149,-125.891575771541,147.940133526055,147.940133526055,-126.439982156221
1.15,-126.041975756208,147.743852117138,147.743852117138,-126.594272005893
1.151,-126.193068568657,147.547556355398,147.547556355399,-126.74919772814
1.152,-126.344835858288,147.3512462639,147.3512462639,-126.904742409804
1.153,-126.497259891075,147.154921863935,147.154921863936,-127.060889707937
1.154,-126.65032352389,146.958583175016,146.958583175016,-127.217623825992
1.155,-126.804010180086,146.762230214858,146.762230214858,-127.374929491188
1.156,-126.958303826277,146.565862999372,146.565862999373,-127.53279193299
1.157,-127.11318895026,146.369481542654,146.369481542654,-127.691196862645
1.158,-127.268650539982,146.173085856969,146.17308585697,-127.850130453699
1.159,-127.424674063537,145.976675952745,145.976675952745,-128.009579323455
1.16,-127.581245450093,145.780251838558,145.780251838558,-128.169530515318
1.161,-127.73835107173,145.583813521122,145.583813521122,-128.329971481964
1.162,-127.895977726124,145.38736100528,145.387361005281,-128.490890069307
1.163,-128.054112620036,145.190894293991,145.190894293991,-128.652274501213
1.164,-128.212743353554,144.994413388317,144.994413388317,-128.81411336491
1.165,-128.371857905066,144.797918287417,144.797918287417,-128.976395597075
1.166,-128.53144461691,144.601408988533,144.601408988533,-129.139110470557
1.167,-128.691492181661,144.40488548698,144.40488548698,-129.302247581683
1.168,-128.851989629051,144.208347776135,144.208347776135,-129.465796838155
1.169,-129.012926313445,144.011795847426,144.011795847426,-129.629748447463
1.17,-129.174291901889,143.815229690325,143.815229690325,-129.794092905827
1.171,-129.336076362666,143.618649292331,143.618649292331,-129.958820987614
1.172,-129.498269954355,143.422054638967,143.422054638967,-130.123923735215
1.173,-129.660863215362,143.225445713764,143.225445713764,-130.289392449366
1.174,-129.823846953893,143.028822498253,143.028822498254,-130.455218679874
1.175,-129.987212238361,142.832184971956,142.832184971956,-130.621394216746
1.176,-130.150950388186,142.635533112373,142.635533112373,-130.787911081691
1.177,-130.315052964992,142.438866894975,142.438866894975,-130.954761519972
1.178,-130.479511764163,142.242186293192,142.242186293193,-131.121937992607
1.179,-130.644318806745,142.045491278405,142.045491278405,-131.289433168885
1.18,-130.809466331689,141.848781819933,141.848781819933,-131.457239919197
1.181,-130.974946788401,141.652057885027,141.652057885027,-131.625351308146
1.182,-131.140752829596,141.455319438859,141.455319438859,-131.793760587956
