"Freq [GHz]","ang_deg(S(1,1)) [deg]","ang_deg(S(1,2)) [deg]","ang_deg(S(2,1)) [deg]","ang_deg(S(2,2)) [deg]"
1,-46.9327100534248,38.174236693967,38.1742366939669,-55.3082851582062
1.001,-47.0652403651209,38.0298877586089,38.0298877586089,-55.4502207429823
1.002,-47.1978332619556,37.8855269466784,37.8855269466784,-55.5920471529781
1.003,-47.3304889967556,37.7411542346744,37.7411542346744,-55.7337648062759
1.004,-47.463207822458,37.5967695991015,37.5967695991015,-55.8753741197628
1.005,-47.5959899921131,37.4523730164686,37.4523730164686,-56.0168755091302
1.006,-47.7288357588842,37.30796446329,37.30796446329,-56.1582693888687
1.007,-47.86174537605,37.1635439160845,37.1635439160845,-56.2995561722681
1.008,-47.9947190970055,37.0191113513754,37.0191113513754,-56.4407362714145
1.009,-48.1277571752634,36.8746667456911,36.8746667456911,-56.5818100971862
1.01,-48.2608598644545,36.7302100755647,36.7302100755646,-56.7227780592538
1.011,-48.3940274183306,36.5857413175334,36.5857413175334,-56.863640566076
1.012,-48.5272600907655,36.441260448139,36.441260448139,-57.0043980248984
1.013,-48.6605581357545,36.2967674439282,36.2967674439282,-57.1450508417501
1.014,-48.7939218074185,36.1522622814512,36.1522622814511,-57.285599421443
1.015,-48.9273513600034,36.0077449372631,36.0077449372631,-57.4260441675665
1.016,-49.0608470478822,35.8632153879231,35.8632153879231,-57.5663854824885
1.017,-49.1944091255566,35.7186736099941,35.7186736099941,-57.7066237673514
1.018,-49.3280378476565,35.5741195800441,35.5741195800441,-57.8467594220689
1.019,-49.4617334689452,35.4295532746436,35.4295532746436,-57.9867928453258
1.02,-49.5954962443162,35.2849746703685,35.2849746703685,-58.1267244345737
1.021,-49.7293264287989,35.1403837437973,35.1403837437973,-58.2665545860302
1.022,-49.8632242775566,34.995780471513,34.995780471513,-58.406283694675
1.023,-49.9971900458899,34.8511648301018,34.8511648301018,-58.545912154249
1.024,-50.1312239892369,34.7065367961542,34.7065367961542,-58.6854403572508
1.025,-50.2653263631764,34.5618963462634,34.5618963462634,-58.8248686949353
1.026,-50.399497423427,34.4172434570265,34.4172434570265,-58.9641975573107
1.027,-50.5337374258502,34.2725781050442,34.2725781050442,-59.1034273331358
1.028,-50.6680466264519,34.1279002669194,34.1279002669194,-59.2425584099198
1.029,-50.8024252813826,33.9832099192594,33.9832099192595,-59.3815911739164
1.03,-50.9368736469402,33.8385070386742,33.8385070386742,-59.5205260101242
1.031,-51.0713919795703,33.6937916017764,33.6937916017765,-59.6593633022841
1.032,-51.205980535869,33.5490635851821,33.5490635851821,-59.7981034328749
1.033,-51.3406395725832,33.40432296551,33.40432296551,-59.936746783113
1.034,-51.4753693466132,33.2595697193814,33.2595697193814,-60.0752937329494
1.035,-51.610170115013,33.1148038234207,33.1148038234207,-60.2137446610667
1.036,-51.7450421349933,32.9700252542541,32.9700252542542,-60.3520999448778
1.037,-51.8799856639219,32.8252339885112,32.8252339885112,-60.4903599605222
1.038,-52.0150009593247,32.6804300028235,32.6804300028236,-60.6285250828643
1.039,-52.15008827889,32.5356132738246,32.5356132738247,-60.7665956854912
1.04,-52.2852478804667,32.3907837781508,32.3907837781509,-60.9045721407092
1.041,-52.4204800220681,32.2459414924404,32.2459414924404,-61.0424548195424
1.042,-52.5557849618729,32.1010863933332,32.1010863933332,-61.18024409173
1.043,-52.6911629582266,31.9562184574715,31.9562184574715,-61.3179403257228
1.044,-52.8266142696437,31.8113376614989,31.811337661499,-61.4555438886826
