Freq,Thru2,Thru,S180,S90
1.038,-0.29718584,-0.26652887,-0.39971817,-0.3516579
1.039,-0.29802439,-0.25744739,-0.41073853,-0.36232546
1.04,-0.2912972,-0.26323926,-0.41799405,-0.37824735
1.041,-0.30980268,-0.29064444,-0.41910112,-0.37558222
1.042,-0.32145509,-0.28604472,-0.43069485,-0.40286624
1.043,-0.31656495,-0.29332909,-0.42975414,-0.39148647
1.044,-0.27057385,-0.25521311,-0.38798976,-0.3485164
1.045,-0.28862059,-0.25628856,-0.40816694,-0.38312647
1.046,-0.31103212,-0.28533021,-0.42676064,-0.39489558
1.047,-0.24848212,-0.26081291,-0.39905655,-0.38174692
1.048,-0.32350817,-0.27312189,-0.41767499,-0.39008397
1.049,-0.30714157,-0.26894501,-0.40524945,-0.38099337
1.05,-0.32195905,-0.29335994,-0.42906633,-0.402264
1.051,-0.30202398,-0.28733274,-0.42307407,-0.36788383
1.052,-0.30224249,-0.28317702,-0.40614015,-0.3562746
1.053,-0.29722869,-0.25605825,-0.38258332,-0.37235728
1.054,-0.31226534,-0.27495191,-0.39857185,-0.37374312
1.055,-0.25295585,-0.25314891,-0.37771305,-0.37519309
1.056,-0.30886441,-0.25823268,-0.39145786,-0.39251536
1.057,-0.29809368,-0.27720749,-0.39782017,-0.38248056
1.058,-0.28125066,-0.26121515,-0.4019655,-0.38009933
1.059,-0.30509791,-0.293293,-0.41757044,-0.4152464
1.06,-0.26836103,-0.26533565,-0.389658,-0.34052968
1.061,-0.287752,-0.24735236,-0.36913487,-0.36634019
1.062,-0.29262903,-0.270899,-0.40873599,-0.41245109
1.063,-0.3177717,-0.26846001,-0.40218595,-0.36834115
1.064,-0.29664361,-0.25838628,-0.38197419,-0.37124822
1.065,-0.29719156,-0.25895038,-0.39128238,-0.37642282
1.066,-0.28615627,-0.26226449,-0.39159793,-0.37686145
1.067,-0.31471983,-0.2660228,-0.40900981,-0.36705378
1.068,-0.29983959,-0.25884625,-0.40971601,-0.37690708
1.069,-0.30100572,-0.28532273,-0.40751487,-0.39000392
1.07,-0.28703505,-0.28401607,-0.38266346,-0.3678804
1.071,-0.31260183,-0.290654,-0.41953397,-0.40222019
1.072,-0.32231948,-0.26948223,-0.41511354,-0.40258554
1.073,-0.32947758,-0.28767043,-0.42033833,-0.41254699
1.074,-0.34000626,-0.31706199,-0.42837104,-0.38477096
1.075,-0.3095313,-0.27215144,-0.41988862,-0.40769821
1.076,-0.32417625,-0.29197967,-0.40716234,-0.38196263
1.077,-0.29671255,-0.28521642,-0.40541348,-0.39558941
1.078,-0.30328885,-0.293008,-0.41415954,-0.39497879
1.079,-0.31273609,-0.28385791,-0.42179459,-0.38409343
1.08,-0.32066166,-0.2977457,-0.40443796,-0.40547302
1.081,-0.31402808,-0.26865551,-0.40958202,-0.39113367
1.082,-0.31316173,-0.29503843,-0.41552973,-0.38850418
1.083,-0.28395572,-0.25177708,-0.39090544,-0.36165971
1.084,-0.30520242,-0.26492164,-0.40173891,-0.38167402
1.085,-0.29833984,-0.26230469,-0.39903679,-0.38833895
1.086,-0.30409619,-0.26314417,-0.40549091,-0.37083504
1.087,-0.33842659,-0.26269051,-0.40770051,-0.40671766
1.088,-0.31627586,-0.28971049,-0.42501584,-0.37532064
1.089,-0.30765563,-0.282215,-0.41607684,-0.37229472
1.09,-0.29963386,-0.26403385,-0.40981892,-0.36028662
1.091,-0.30897793,-0.26735476,-0.41511458,-0.39284739
1.092,-0.30683255,-0.26917613,-0.40292293,-0.37069947
1.093,-0.29525581,-0.25501612,-0.39936256,-0.39611101
1.094,-0.31637123,-0.25975212,-0.41978523,-0.37821162
1.095,-0.32005808,-0.25618163,-0.42949474,-0.38255796
1.096,-0.31940487,-0.25769264,-0.38862866,-0.36104074
1.097,-0.31545001,-0.27127576,-0.42369428,-0.39065346
1.098,-0.3192687,-0.29541045,-0.43179807,-0.38741937
1.099,-0.32353905,-0.28742647,-0.39748529,-0.41237348
1.1,-0.31853116,-0.27349329,-0.41890627,-0.37427542
1.101,-0.32142991,-0.28460506,-0.43519804,-0.40352494
1.102,-0.33737022,-0.26928282,-0.4112381,-0.39061615
1.103,-0.33016598,-0.26634097,-0.41661248,-0.38913336
1.104,-0.33001879,-0.28105614,-0.43914187,-0.38761038
1.105,-0.31376955,-0.25573587,-0.4187535,-0.3673141
1.106,-0.31891736,-0.28291816,-0.43340364,-0.38703069
1.107,-0.32873401,-0.27667433,-0.40397862,-0.39579031
1.108,-0.3210291,-0.27159426,-0.42859864,-0.40192664
1.109,-0.32100216,-0.24428436,-0.38976961,-0.37994781
1.11,-0.3457779,-0.29684734,-0.43033698,-0.40375474
1.111,-0.32178369,-0.292739,-0.44631657,-0.41767752
1.112,-0.31741875,-0.29534942,-0.41472614,-0.40716475
1.113,-0.33248377,-0.28593436,-0.43645978,-0.38008827
1.114,-0.33824205,-0.30535725,-0.42677504,-0.4138408
1.115,-0.3401832,-0.28231895,-0.42263779,-0.40889812
1.116,-0.33844173,-0.28504369,-0.41016692,-0.40012237
1.117,-0.29692739,-0.24763101,-0.39973816,-0.37678686
1.118,-0.3566159,-0.2968542,-0.43015274,-0.39962691
1.119,-0.34700647,-0.3020252,-0.43841645,-0.4055064
1.12,-0.34661472,-0.29699546,-0.44952455,-0.40950763
1.121,-0.37338495,-0.29448065,-0.40993819,-0.42880905
1.122,-0.33594295,-0.29795909,-0.42678338,-0.39373797
1.123,-0.34619772,-0.26668575,-0.41449791,-0.39117083
1.124,-0.34014252,-0.27786097,-0.40767211,-0.41017509
1.125,-0.3257814,-0.26671341,-0.4186312,-0.41283455
1.126,-0.36235186,-0.30073136,-0.44402397,-0.41715181
1.127,-0.3395417,-0.26584861,-0.42800617,-0.40069187
1.128,-0.35469267,-0.29840139,-0.44011065,-0.42800051
1.129,-0.3578999,-0.28852451,-0.40915245,-0.41452968
1.13,-0.37363386,-0.31172058,-0.44660291,-0.41120762
1.131,-0.3050006,-0.2443016,-0.40445369,-0.39904436
1.132,-0.33283094,-0.26926646,-0.41300845,-0.38932458
1.133,-0.35229254,-0.26470989,-0.41352838,-0.41512954
1.134,-0.35390687,-0.29828027,-0.42161193,-0.43516466
1.135,-0.38330111,-0.30146018,-0.46168241,-0.44163063
1.136,-0.37563673,-0.28453693,-0.42602238,-0.40690693
1.137,-0.37121466,-0.29144943,-0.42776209,-0.40489796
1.138,-0.36951536,-0.27807385,-0.4543027,-0.42326087
1.139,-0.40005463,-0.3142432,-0.48009703,-0.43430358
1.14,-0.40038863,-0.31240812,-0.46126089,-0.44072077
1.141,-0.39401767,-0.29201338,-0.42053044,-0.42589238
1.142,-0.40432912,-0.29679966,-0.43148315,-0.40588969
1.143,-0.38175255,-0.27980885,-0.4193804,-0.40931514
1.144,-0.43489662,-0.30633071,-0.44999981,-0.47360456
1.145,-0.40610415,-0.28104842,-0.42325017,-0.42743036
1.146,-0.43483901,-0.28477788,-0.42677444,-0.42026761
1.147,-0.41996029,-0.28756893,-0.43311262,-0.43082651
1.148,-0.42963532,-0.29744437,-0.44047162,-0.41282043
1.149,-0.43318191,-0.2890726,-0.43531293,-0.4145717
1.15,-0.4482812,-0.31067336,-0.45203257,-0.43245283
1.151,-0.43137607,-0.26349485,-0.42704794,-0.40747589
1.152,-0.4517706,-0.31807211,-0.45710379,-0.43417767
1.153,-0.44081306,-0.28260985,-0.42336291,-0.43583345
1.154,-0.45491505,-0.28767067,-0.45044622,-0.42137238
1.155,-0.43049878,-0.27857432,-0.41763452,-0.413948
1.156,-0.4500896,-0.29020748,-0.45145941,-0.42406589
1.157,-0.42280629,-0.2830205,-0.44455978,-0.44020018
1.158,-0.43894592,-0.29693431,-0.44132984,-0.43455923
1.159,-0.4285391,-0.28094316,-0.43860099,-0.46044731
1.16,-0.45136887,-0.27475545,-0.44651365,-0.44608715
1.161,-0.43145391,-0.31724462,-0.46030626,-0.46524876
1.162,-0.41968849,-0.29386911,-0.45520198,-0.41542423
1.163,-0.42374372,-0.31230238,-0.44116095,-0.45574528
1.164,-0.39176574,-0.30057418,-0.43128881,-0.44131634
1.165,-0.39520597,-0.28580716,-0.44175926,-0.43324965
1.166,-0.40549675,-0.3240422,-0.44724947,-0.47159985
1.167,-0.389065,-0.26640943,-0.43822795,-0.4253889
1.168,-0.38644913,-0.2960968,-0.43960539,-0.43651158
1.169,-0.39558715,-0.28879523,-0.45885375,-0.46511877
1.17,-0.38009703,-0.30054447,-0.43544364,-0.4444536
1.171,-0.39392602,-0.28694266,-0.42149079,-0.44964245
1.172,-0.38436568,-0.29705417,-0.44256181,-0.46741885
1.173,-0.38587096,-0.31151366,-0.44660032,-0.45810083
1.174,-0.36524537,-0.27587205,-0.44567186,-0.46708921
1.175,-0.36629954,-0.26900494,-0.42511183,-0.47563908
1.176,-0.3746556,-0.28827074,-0.43766385,-0.48263556
1.177,-0.36844736,-0.28574276,-0.41944775,-0.46473208
1.178,-0.38338777,-0.32542369,-0.44216138,-0.48548865
1.179,-0.35850027,-0.29678914,-0.42919981,-0.46349773
1.18,-0.3626653,-0.29997751,-0.43996713,-0.48871616
1.181,-0.36153027,-0.29790127,-0.44802964,-0.49303749
1.182,-0.39344785,-0.29057822,-0.46420845,-0.52319133
1.183,-0.38421652,-0.30785874,-0.44978517,-0.5211761
1.184,-0.37580109,-0.29193151,-0.43717742,-0.52747297
1.185,-0.36173406,-0.28192785,-0.44906574,-0.51226223
1.186,-0.37603793,-0.30158716,-0.42411241,-0.52377772
1.187,-0.41869029,-0.31786701,-0.48324642,-0.57034814
1.188,-0.3959294,-0.31731591,-0.45873785,-0.57008499
1.189,-0.34312278,-0.27910721,-0.42440277,-0.53521121
1.19,-0.37884566,-0.27256387,-0.46454442,-0.56814122
1.191,-0.36130303,-0.278979,-0.43576449,-0.55849105
1.192,-0.37308294,-0.29140282,-0.44798046,-0.58342505
1.193,-0.3818565,-0.31150487,-0.46162486,-0.60548973
1.194,-0.35437706,-0.28566349,-0.44731876,-0.57783359
1.195,-0.37977371,-0.3105624,-0.44386756,-0.57897407
1.196,-0.39729112,-0.30970106,-0.45774254,-0.60607445
1.197,-0.37910768,-0.31281194,-0.45598921,-0.582205
1.198,-0.41116303,-0.30694017,-0.47528452,-0.58383352
1.199,-0.38294074,-0.31860679,-0.43932354,-0.59021389
1.2,-0.36331049,-0.30681717,-0.44493949,-0.5530265
1.201,-0.39268184,-0.32361847,-0.45824483,-0.57425815
1.202,-0.35490945,-0.2946673,-0.4216319,-0.54245782
1.203,-0.35775277,-0.29939795,-0.43348652,-0.55503255
1.204,-0.36295801,-0.29724106,-0.4329302,-0.53362155
1.205,-0.39190614,-0.3217729,-0.44850707,-0.54156238
1.206,-0.36629906,-0.31075671,-0.42959705,-0.5104593
1.207,-0.37636945,-0.31747487,-0.45072606,-0.52407008
1.208,-0.36245495,-0.32653219,-0.45723784,-0.50360322
1.209,-0.38158879,-0.31451568,-0.45920083,-0.48506743
1.21,-0.37783253,-0.29460651,-0.43646193,-0.50069094
1.211,-0.38664746,-0.30942157,-0.4490878,-0.47454002
1.212,-0.36072728,-0.31274104,-0.45786488,-0.46379179
1.213,-0.37983829,-0.31770727,-0.44932687,-0.48345831
1.214,-0.37268949,-0.31438446,-0.45320806,-0.46372125
1.215,-0.37475812,-0.3016735,-0.45106664,-0.47118193
1.216,-0.38360819,-0.30041111,-0.42801759,-0.44640383
1.217,-0.3697727,-0.30217674,-0.44226792,-0.46267793
1.218,-0.36175382,-0.29519406,-0.41310248,-0.45432872
1.219,-0.3727949,-0.31428689,-0.45047367,-0.48386696
1.22,-0.37946758,-0.2973783,-0.42816663,-0.4550845
1.221,-0.41455773,-0.34239084,-0.4662188,-0.46419969
1.222,-0.353937,-0.29607102,-0.42993784,-0.46014318
1.223,-0.39111555,-0.31291956,-0.46490759,-0.45129979
1.224,-0.39135423,-0.30243459,-0.46027222,-0.47141609
1.225,-0.36298999,-0.28721169,-0.44135091,-0.4305304
1.226,-0.39079076,-0.31399685,-0.43558076,-0.45841414
1.227,-0.3914336,-0.32177463,-0.46880889,-0.46355596
1.228,-0.39374712,-0.29145026,-0.46528792,-0.45071259
1.229,-0.39986145,-0.30707636,-0.47837219,-0.47419596
1.23,-0.40182006,-0.30710578,-0.47269931,-0.46475247
1.231,-0.41254425,-0.30000821,-0.44623312,-0.44558743
1.232,-0.3809562,-0.30339864,-0.44299957,-0.43870577
1.233,-0.38937595,-0.31945994,-0.44334236,-0.44964451
1.234,-0.39125505,-0.33421367,-0.45760575,-0.45719147
1.235,-0.38805428,-0.30605286,-0.45322511,-0.46057588
1.236,-0.37235749,-0.28801826,-0.45851216,-0.4514856
1.237,-0.36896774,-0.29241747,-0.46996862,-0.44687757
1.238,-0.37142107,-0.3036409,-0.43682572,-0.44179672
1.239,-0.40221024,-0.3200289,-0.47051072,-0.44664165
1.24,-0.42807049,-0.31946933,-0.44832948,-0.4624376
1.241,-0.37329608,-0.29955575,-0.44027412,-0.44643369
1.242,-0.40311667,-0.28620201,-0.45903957,-0.47023487
1.243,-0.40183565,-0.30260426,-0.45146453,-0.460453
1.244,-0.39456251,-0.31526309,-0.46189162,-0.42798969
1.245,-0.38772663,-0.31565356,-0.48914003,-0.45771223
1.246,-0.39349216,-0.3070682,-0.47273067,-0.4325681
1.247,-0.40571716,-0.33428034,-0.46556735,-0.46659714
1.248,-0.37621427,-0.31065619,-0.45418334,-0.42888159
1.249,-0.40212473,-0.31681737,-0.45566082,-0.42745468
1.25,-0.39819866,-0.30434006,-0.45517331,-0.46048293
1.251,-0.39750534,-0.30675641,-0.43133831,-0.42555106
1.252,-0.3938725,-0.31842738,-0.44992116,-0.45421493
1.253,-0.40789625,-0.31541198,-0.45550832,-0.43747529
1.254,-0.38715303,-0.2922008,-0.45032442,-0.45404866
1.255,-0.42520702,-0.32157123,-0.45892823,-0.47223479
1.256,-0.4028213,-0.32782641,-0.47361875,-0.43061358
1.257,-0.4192079,-0.30688652,-0.45748636,-0.45584363
1.258,-0.3914575,-0.29527107,-0.42911345,-0.44508696
1.259,-0.42713851,-0.31574827,-0.45783746,-0.46553203
1.26,-0.41765839,-0.31670451,-0.4474346,-0.48058903
1.261,-0.44205272,-0.34114799,-0.4700501,-0.47682762
1.262,-0.4430857,-0.32343453,-0.48193485,-0.45337093
1.263,-0.41499043,-0.30700091,-0.44639105,-0.44868284
1.264,-0.43209866,-0.31122583,-0.46583971,-0.44634178
1.265,-0.44309881,-0.31495744,-0.48034251,-0.46048364
1.266,-0.44050843,-0.30425277,-0.44503504,-0.44851378
1.267,-0.44424415,-0.34603742,-0.46296975,-0.46098965
1.268,-0.43046167,-0.30635676,-0.44889995,-0.42490923
1.269,-0.45627809,-0.32523906,-0.43781212,-0.45291212
1.27,-0.46299335,-0.29762524,-0.46340176,-0.44337448
1.271,-0.42664075,-0.30612409,-0.446623,-0.44469771
1.272,-0.46000499,-0.33914104,-0.46883795,-0.46737286
1.273,-0.46332476,-0.31340465,-0.4574725,-0.4461123
1.274,-0.46456799,-0.30832389,-0.46002531,-0.42708233
1.275,-0.4870418,-0.31127998,-0.44918767,-0.4500429
1.276,-0.49038815,-0.30933452,-0.45365241,-0.43790796
1.277,-0.47989076,-0.30566335,-0.46861994,-0.44477758
1.278,-0.49402505,-0.33693293,-0.46328953,-0.47453177
1.279,-0.51724362,-0.3423973,-0.47907522,-0.47191662
1.28,-0.50314838,-0.32236135,-0.4569799,-0.45247027
1.281,-0.53615665,-0.34625012,-0.48227897,-0.47648749
1.282,-0.51040983,-0.31968114,-0.46887287,-0.46824884
1.283,-0.5178616,-0.34148979,-0.46408981,-0.4694145
1.284,-0.56067228,-0.35928473,-0.48014694,-0.49064168
1.285,-0.56667209,-0.32447907,-0.47580594,-0.4607926
1.286,-0.54024136,-0.33625004,-0.44340771,-0.44147795
1.287,-0.56273133,-0.31959423,-0.463193,-0.45971063
1.288,-0.60364217,-0.33677608,-0.46112001,-0.46753874
1.289,-0.58960646,-0.30254275,-0.46120852,-0.4833968
1.29,-0.6330601,-0.32976711,-0.4697898,-0.4762097
1.291,-0.61635089,-0.34093937,-0.48071349,-0.46893451
1.292,-0.64689809,-0.36333582,-0.48744535,-0.48336011
1.293,-0.65365058,-0.32443696,-0.47019407,-0.4652687
1.294,-0.6798417,-0.3323909,-0.47610432,-0.48286089
1.295,-0.66439039,-0.33476433,-0.47758982,-0.46311316
1.296,-0.66941911,-0.31653884,-0.45848718,-0.47744754
1.297,-0.68116915,-0.34677961,-0.48144305,-0.45598903
1.298,-0.67689592,-0.3419629,-0.4789983,-0.46193141
1.299,-0.67542589,-0.32574511,-0.4617103,-0.46951208
1.3,-0.63470733,-0.32230994,-0.46431744,-0.47984195
1.301,-0.65961951,-0.33794382,-0.46876431,-0.46761802
1.302,-0.65522546,-0.35510859,-0.4769496,-0.50668132
1.303,-0.61730731,-0.32100812,-0.46200988,-0.45476219
1.304,-0.63072807,-0.33011425,-0.47960466,-0.47697026
1.305,-0.59096456,-0.30177072,-0.45998493,-0.4382779
1.306,-0.59313136,-0.31392294,-0.45977226,-0.4643628
1.307,-0.59215724,-0.33517689,-0.46639988,-0.46665102
1.308,-0.58340967,-0.34629002,-0.44793299,-0.47196633
1.309,-0.53899282,-0.31976783,-0.4756774,-0.45177722
1.31,-0.55842817,-0.33002338,-0.46689028,-0.46997845
1.311,-0.53867066,-0.33315232,-0.47489572,-0.48149347
1.312,-0.52830189,-0.31147331,-0.46819597,-0.45795566
1.313,-0.54805064,-0.37246042,-0.49936444,-0.46784723
1.314,-0.52897125,-0.35682127,-0.46132061,-0.46525118
1.315,-0.51797271,-0.33870354,-0.46664983,-0.47441989
1.316,-0.49343601,-0.3440896,-0.46166021,-0.47489893
1.317,-0.48329559,-0.31729609,-0.46931836,-0.46035355
1.318,-0.51375622,-0.33138397,-0.47634882,-0.46941906
1.319,-0.49743336,-0.33244303,-0.47356552,-0.48273209
1.32,-0.46759397,-0.33481193,-0.47443163,-0.46349546
1.321,-0.47531477,-0.34429213,-0.48895168,-0.45973074
1.322,-0.50684816,-0.35099226,-0.49286729,-0.49221867
1.323,-0.46446282,-0.34218279,-0.4737328,-0.458873
1.324,-0.47782794,-0.33316579,-0.47403422,-0.47022626
1.325,-0.47467777,-0.32306781,-0.48261034,-0.46342263
1.326,-0.47691053,-0.35852948,-0.47108686,-0.48220286
1.327,-0.46528649,-0.33177632,-0.4866063,-0.48090643
1.328,-0.47485414,-0.33414519,-0.50205964,-0.47669035
1.329,-0.42386115,-0.31346059,-0.45874798,-0.44695643
1.33,-0.43845555,-0.30323973,-0.4755308,-0.44932577
1.331,-0.46598965,-0.34077168,-0.47501341,-0.46355799
1.332,-0.43500462,-0.31978393,-0.47003129,-0.46519566
1.333,-0.43058023,-0.30830356,-0.47645503,-0.44886836
1.334,-0.44769776,-0.31639147,-0.4783563,-0.46511564
1.335,-0.45394522,-0.33224198,-0.45986265,-0.48965949
1.336,-0.46425793,-0.33767155,-0.50427461,-0.4884139
1.337,-0.45864758,-0.35201347,-0.48166439,-0.48279682
1.338,-0.45586231,-0.33389232,-0.462152,-0.45582667
1.339,-0.43846476,-0.32317635,-0.46606305,-0.4607642
1.34,-0.42829719,-0.31654185,-0.45343456,-0.48114273
1.341,-0.45011958,-0.334755,-0.48084819,-0.49352041
1.342,-0.4384343,-0.33737966,-0.4543708,-0.44680461
1.343,-0.43716019,-0.3287355,-0.46019506,-0.47674492
1.344,-0.4335849,-0.32651329,-0.47074997,-0.46102691
1.345,-0.45476821,-0.33027318,-0.48099631,-0.46671817
1.346,-0.4458313,-0.33931953,-0.50061619,-0.46851364
1.347,-0.42684031,-0.31906581,-0.43942517,-0.4629871
1.348,-0.45126912,-0.34988746,-0.47624546,-0.4526259
1.349,-0.45202485,-0.33150879,-0.48258531,-0.49094111
1.35,-0.43754962,-0.31006402,-0.45525682,-0.46195361
1.351,-0.45329699,-0.31601009,-0.49672264,-0.47601259
1.352,-0.43252867,-0.32902512,-0.45936435,-0.44345018
1.353,-0.45689693,-0.34677288,-0.4721269,-0.48194367
1.354,-0.44861254,-0.32613963,-0.48662433,-0.49707386
1.355,-0.45859787,-0.32497162,-0.48278373,-0.46964669
1.356,-0.44741189,-0.32486799,-0.49039629,-0.50329351
1.357,-0.45283198,-0.33688566,-0.47860211,-0.46000776
1.358,-0.44108167,-0.33718675,-0.46937367,-0.48482555
1.359,-0.45671806,-0.33085844,-0.47509345,-0.47395661
1.36,-0.4461998,-0.32118598,-0.48333141,-0.48377731
1.361,-0.4489882,-0.33019122,-0.45274991,-0.47134715
1.362,-0.43035379,-0.33077887,-0.46896607,-0.46273431
1.363,-0.42699969,-0.3250286,-0.46757737,-0.45456013
1.364,-0.45058033,-0.34003687,-0.46292371,-0.44165337
1.365,-0.43119556,-0.31951281,-0.47223035,-0.48269159
1.366,-0.46684065,-0.33010787,-0.47479048,-0.49194539
1.367,-0.45001358,-0.33139071,-0.49412838,-0.49624792
1.368,-0.46460322,-0.33823201,-0.47303233,-0.48891911
1.369,-0.44591182,-0.35076565,-0.50216025,-0.48931989
1.37,-0.47075629,-0.35174388,-0.49085698,-0.49770862
1.371,-0.43884557,-0.35599947,-0.48715881,-0.49017256
1.372,-0.42075577,-0.33431572,-0.47328666,-0.44627476
1.373,-0.46158725,-0.33321843,-0.49802983,-0.45258254
1.374,-0.44935948,-0.3186847,-0.48913074,-0.47391447
1.375,-0.44409496,-0.33978042,-0.47208625,-0.47316462
1.376,-0.44419461,-0.33593538,-0.4775084,-0.48583695
1.377,-0.44257408,-0.32747218,-0.47632119,-0.4876318
1.378,-0.44695213,-0.31789032,-0.47344127,-0.47234315
1.379,-0.46897072,-0.33267817,-0.46928093,-0.47915342
1.38,-0.43661183,-0.328556,-0.47737852,-0.47389147
1.381,-0.4556877,-0.31924257,-0.4674378,-0.48817459
1.382,-0.45385745,-0.3355352,-0.4887799,-0.47667819
1.383,-0.45067808,-0.33940428,-0.46826845,-0.48404437
1.384,-0.45832658,-0.34172153,-0.49568045,-0.49483219
1.385,-0.4769713,-0.35123983,-0.49525115,-0.49118641
1.386,-0.44780102,-0.31986451,-0.46916103,-0.46053469
1.387,-0.45204526,-0.35145968,-0.46935073,-0.4687579
1.388,-0.45335206,-0.36127594,-0.48975891,-0.48766905
1.389,-0.48142448,-0.33895326,-0.49934486,-0.48892978
1.39,-0.44230682,-0.35619053,-0.49207631,-0.48469052
1.391,-0.43356055,-0.32698932,-0.47810388,-0.45266408
1.392,-0.44637457,-0.32687989,-0.47018141,-0.47527671
1.393,-0.46894613,-0.31885183,-0.47776172,-0.47414622
1.394,-0.45121756,-0.3441689,-0.53195894,-0.49402303
1.395,-0.45933336,-0.33730388,-0.5053975,-0.50080454
1.396,-0.4418273,-0.3472369,-0.49693483,-0.47015598
1.397,-0.44686365,-0.33615962,-0.48553285,-0.48357052
1.398,-0.43982199,-0.33638912,-0.49194634,-0.47534236
1.399,-0.45969334,-0.33576784,-0.49101505,-0.48617119
1.4,-0.45174107,-0.33397555,-0.51532042,-0.46618161
1.401,-0.4589507,-0.34451485,-0.53821844,-0.48846585
1.402,-0.46610442,-0.3354319,-0.51390719,-0.50732863
1.403,-0.45466515,-0.32727492,-0.49217334,-0.4645659
1.404,-0.45406669,-0.32863852,-0.49029666,-0.49065736
1.405,-0.43765318,-0.33297354,-0.48286372,-0.4735941
1.406,-0.45399234,-0.34568137,-0.49557921,-0.48189142
1.407,-0.4483276,-0.35448223,-0.49790716,-0.49435791
1.408,-0.44197741,-0.33446622,-0.49328771,-0.49509487
1.409,-0.44406977,-0.34370816,-0.49767745,-0.49480617
1.41,-0.45739028,-0.33259618,-0.50351727,-0.47470722
1.411,-0.46170464,-0.35449815,-0.51472461,-0.492585
1.412,-0.48081565,-0.37643924,-0.5278973,-0.52306026
1.413,-0.47127071,-0.37819389,-0.5272848,-0.48557445
1.414,-0.47013587,-0.34845486,-0.52150816,-0.49950233
1.415,-0.45827025,-0.33261737,-0.51372081,-0.48505303
1.416,-0.45598635,-0.35753158,-0.52287018,-0.49897498
1.417,-0.45645699,-0.34603548,-0.5159868,-0.48883653
1.418,-0.4599418,-0.33738682,-0.49700868,-0.48150662
1.419,-0.46615782,-0.34401497,-0.50689918,-0.50322485
1.42,-0.46070251,-0.35485682,-0.50787926,-0.49406222
1.421,-0.44739428,-0.34540537,-0.51810873,-0.50180352
1.422,-0.45562735,-0.33097368,-0.50417531,-0.47324231
1.423,-0.45428994,-0.34234649,-0.52182931,-0.4940581
1.424,-0.44515055,-0.34215754,-0.48733893,-0.4817372
1.425,-0.44393933,-0.32773387,-0.51358247,-0.45873418
1.426,-0.46069649,-0.34807023,-0.5422616,-0.50397056
1.427,-0.46274695,-0.34152475,-0.51065838,-0.48802227
1.428,-0.45188364,-0.33795461,-0.49440253,-0.46770045
1.429,-0.48162219,-0.36475787,-0.52637959,-0.49685729
1.43,-0.46783659,-0.36586675,-0.5373919,-0.49912992
1.431,-0.44694629,-0.34724212,-0.50746942,-0.47710443
1.432,-0.46426439,-0.344201,-0.52480853,-0.48722884
1.433,-0.47610262,-0.35588542,-0.54630673,-0.49511921
1.434,-0.45296082,-0.34454092,-0.52749509,-0.47962469
1.435,-0.46028948,-0.34739554,-0.55545878,-0.50123894
1.436,-0.46776587,-0.34936526,-0.54026067,-0.4841595
1.437,-0.49196988,-0.35478425,-0.56319481,-0.50997829
