Freq,Thru2,Thru,S180,S90
1.074,-36.73592,-49.447716,147.66588,-72.883034
1.075,-37.03075,-50.156631,147.88509,-73.084129
1.076,-37.106819,-50.203613,147.91148,-73.480103
1.077,-36.814419,-50.362392,147.90018,-73.872513
1.078,-37.007446,-50.37072,147.09163,-74.284714
1.079,-36.964882,-50.955563,147.2926,-74.515381
1.08,-37.361408,-51.318649,147.36247,-74.928078
1.081,-37.569511,-52.023842,146.63026,-73.931534
1.082,-37.898212,-52.44603,147.09615,-74.714142
1.083,-37.666096,-52.206127,146.84648,-75.669106
1.084,-38.092934,-53.030354,147.00522,-75.586235
1.085,-37.986458,-53.209721,146.7972,-75.947433
1.086,-37.826176,-53.074986,146.33565,-76.418442
1.087,-38.256721,-53.673176,146.2666,-76.531746
1.088,-38.602962,-54.288895,145.69551,-76.383232
1.089,-38.667957,-54.597054,145.71973,-76.449127
1.09,-38.616966,-54.969051,145.96454,-76.648224
1.091,-38.925232,-55.258533,145.54884,-76.720734
1.092,-39.072124,-55.698898,145.38187,-77.115852
1.093,-39.127346,-55.765293,145.41847,-78.139168
1.094,-39.29763,-56.364052,145.28928,-77.751854
1.095,-39.812733,-57.154469,145.07465,-77.290848
1.096,-39.71788,-56.907124,144.8098,-78.04567
1.097,-39.789749,-57.490715,144.98703,-78.640694
1.098,-40.002117,-57.685478,143.94115,-78.844109
1.099,-40.144672,-57.977303,144.00116,-78.79908
1.1,-40.313786,-58.671757,144.64223,-79.171494
1.101,-40.604759,-58.899025,143.96309,-78.914246
1.102,-40.442307,-58.885082,143.89912,-80.003853
1.103,-40.757893,-59.255341,144.20422,-80.749199
1.104,-41.105556,-59.909531,143.9579,-80.669556
1.105,-41.158123,-59.835499,143.42178,-80.483109
1.106,-41.04118,-60.21701,143.24263,-80.419479
1.107,-41.613773,-60.869041,143.22252,-80.427521
1.108,-41.405083,-61.029831,143.62231,-80.71386
1.109,-41.54203,-61.240665,143.05644,-81.503052
1.11,-42.201397,-61.663719,142.82646,-81.779686
1.111,-41.976887,-61.457806,142.31297,-81.703033
1.112,-42.359627,-62.473789,142.55695,-81.99604
1.113,-42.7155,-62.592979,142.32071,-82.702072
1.114,-42.812366,-63.099831,142.51894,-82.550209
1.115,-42.989605,-63.414009,142.40868,-82.476532
1.116,-43.328854,-63.6847,142.20598,-83.405762
1.117,-43.347305,-64.017639,142.17276,-83.726288
1.118,-43.618473,-64.234299,141.40363,-83.503365
1.119,-43.714363,-64.270988,141.37633,-84.142296
1.12,-43.934704,-64.608841,141.65556,-84.684616
1.121,-44.14362,-65.160446,141.61926,-84.817337
1.122,-44.220108,-65.283585,141.00368,-84.589516
1.123,-44.923767,-65.946754,140.88065,-84.929459
1.124,-45.060543,-66.531052,141.19966,-85.078102
1.125,-45.043972,-66.663307,141.31352,-85.522034
1.126,-45.514633,-66.926285,140.40054,-85.60627
1.127,-45.609447,-67.017052,140.48088,-86.389343
1.128,-46.006947,-67.488541,140.28896,-86.326935
1.129,-46.238361,-67.820961,140.92712,-86.982185
1.13,-46.60154,-67.984444,139.8499,-86.923576
1.131,-46.908127,-68.895294,140.26889,-87.244568
1.132,-47.114586,-68.816017,139.45837,-87.405434
1.133,-47.540768,-69.434814,139.29243,-87.09417
1.134,-48.074921,-70.007172,139.88469,-87.972885
1.135,-48.209896,-69.892944,138.82085,-88.053207
1.136,-48.76339,-70.616394,139.39841,-88.354774
1.137,-49.297153,-71.005516,138.89346,-88.47319
1.138,-49.367512,-71.190979,138.5387,-88.302124
1.139,-50.027821,-71.390228,138.36397,-89.264496
1.14,-50.413033,-71.678452,137.91393,-89.13958
1.141,-50.572941,-72.024155,138.25963,-89.086586
1.142,-51.339882,-72.570023,137.85159,-89.802292
1.143,-51.689533,-72.78656,138.04375,-90.571388
1.144,-52.401497,-73.452812,137.48546,-90.137634
1.145,-52.692467,-73.461845,137.29506,-91.14991
1.146,-53.037983,-73.812851,137.39175,-90.924232
1.147,-53.641293,-74.186012,137.23297,-91.675774
1.148,-53.804897,-74.193451,137.14734,-91.694901
1.149,-54.196606,-74.675133,137.18224,-92.218559
1.15,-54.714722,-75.151161,136.51582,-92.63205
1.151,-54.55368,-75.319565,136.6326,-92.381004
1.152,-54.812546,-75.908279,136.60155,-92.444725
1.153,-54.910816,-76.345665,136.79845,-93.406403
1.154,-54.581329,-76.068283,136.69456,-94.000664
1.155,-54.385525,-76.915443,136.24937,-94.128578
1.156,-53.758339,-77.029724,136.21725,-93.546303
1.157,-53.529125,-77.329514,136.06668,-94.219765
1.158,-53.094948,-77.567802,136.06319,-94.810448
1.159,-52.719318,-77.618973,135.42444,-95.266663
1.16,-52.410675,-78.119354,135.51938,-95.616402
1.161,-51.955936,-78.35498,134.97836,-96.025337
1.162,-51.625256,-78.906677,135.67522,-96.129372
1.163,-51.153442,-78.895874,134.84753,-96.363182
1.164,-50.990963,-79.383614,134.866,-97.297287
1.165,-51.062305,-79.88446,134.25441,-97.474754
1.166,-50.621471,-79.833122,134.75871,-97.61911
1.167,-50.335297,-80.156746,134.87642,-98.912109
1.168,-50.356464,-80.720314,134.11375,-98.690346
1.169,-50.164368,-80.875069,134.41232,-99.179459
1.17,-50.059944,-81.155449,133.73187,-99.495506
1.171,-50.06604,-81.650993,133.85138,-99.267242
1.172,-50.198231,-82.019096,133.66956,-100.3564
1.173,-50.178833,-82.167343,133.39555,-100.99531
1.174,-50.023441,-82.513252,133.29903,-101.50581
1.175,-50.253532,-83.02182,133.34511,-101.8357
1.176,-50.375923,-83.416847,133.34161,-102.72166
1.177,-50.450451,-83.686699,133.68404,-102.88721
1.178,-50.398521,-83.811287,132.93712,-103.44894
1.179,-50.502975,-84.199638,132.88077,-104.58239
1.18,-50.630142,-84.762016,132.46736,-105.00724
1.181,-50.903374,-85.070381,133.11119,-105.63956
1.182,-50.821011,-85.268944,132.70744,-105.69347
1.183,-51.064865,-85.687569,131.89166,-106.63062
1.184,-51.18758,-86.127167,131.92889,-107.50626
1.185,-51.397148,-86.335655,131.4357,-108.06583
1.186,-51.456421,-86.61866,131.67531,-108.61284
1.187,-51.537998,-87.069504,130.95415,-109.20251
1.188,-51.841934,-87.440414,131.32886,-110.4436
1.189,-52.059162,-88.003937,131.82106,-110.64992
1.19,-52.151676,-88.250549,131.58298,-110.98499
1.191,-52.274181,-88.62896,131.22231,-111.19648
1.192,-52.437847,-88.780289,130.62453,-111.7088
1.193,-52.613434,-89.135399,129.8055,-111.8329
1.194,-52.789013,-89.660782,130.91283,-110.93096
1.195,-52.661926,-89.468849,130.33675,-109.85261
1.196,-53.042862,-90.076225,130.07768,-109.2069
1.197,-53.17004,-90.512665,130.91795,-108.93123
1.198,-53.126877,-90.760788,129.45488,-107.27291
1.199,-53.362705,-90.982376,129.88168,-106.35706
1.2,-53.792171,-91.747513,130.59088,-105.66525
1.201,-53.824173,-91.80764,129.67508,-105.02258
1.202,-54.234253,-92.475632,128.9198,-104.53487
1.203,-54.367691,-92.799927,129.88094,-103.18923
1.204,-54.537304,-93.005432,129.29941,-102.95014
1.205,-54.508934,-93.163582,129.42526,-102.46638
1.206,-54.773506,-93.586922,128.90906,-101.77584
1.207,-54.988571,-93.926331,129.09711,-102.22183
1.208,-55.019558,-94.213989,128.28481,-101.64734
1.209,-55.38562,-94.923103,128.89519,-101.99141
1.21,-55.501575,-94.885887,128.15775,-101.75235
1.211,-55.738018,-95.442223,128.08299,-101.31058
1.212,-55.977364,-95.68158,128.12474,-102.47902
1.213,-56.075211,-96.158035,126.91331,-100.96661
1.214,-56.268646,-96.393173,127.14388,-101.5362
1.215,-56.651558,-96.871536,127.47188,-102.42058
1.216,-56.698929,-97.021454,127.29877,-102.10064
1.217,-56.798397,-97.540321,127.73489,-102.03199
1.218,-57.097317,-97.894485,126.51286,-102.04452
1.219,-57.508472,-98.416687,127.1067,-103.08289
1.22,-57.392624,-98.61203,127.95858,-102.91168
1.221,-57.673313,-98.82003,126.50004,-103.61317
1.222,-57.696712,-99.29586,126.17558,-103.06605
1.223,-57.844006,-99.539787,126.3035,-103.35444
1.224,-58.063126,-99.988991,125.45701,-102.9709
1.225,-58.444168,-100.28699,126.41457,-104.50958
1.226,-58.547234,-100.88954,125.77741,-104.02573
1.227,-58.631145,-101.13371,126.04944,-104.52982
1.228,-58.977077,-101.56672,125.78026,-104.66989
1.229,-59.090309,-101.68479,125.05386,-104.73877
1.23,-59.301884,-102.01169,125.3902,-104.90696
1.231,-59.532215,-102.58416,125.1239,-105.51974
1.232,-59.613289,-102.91185,126.09109,-105.81807
1.233,-59.802055,-103.22745,125.1464,-105.94166
1.234,-60.116817,-103.41071,125.31927,-106.84776
1.235,-60.26321,-103.85559,124.7118,-106.56243
1.236,-60.346745,-104.40032,124.23817,-106.5173
1.237,-60.590015,-104.68935,124.23331,-107.23974
1.238,-60.764771,-105.17648,124.60954,-107.76277
1.239,-61.043526,-105.14961,124.61116,-107.95398
1.24,-61.216869,-105.66991,124.32362,-108.10299
1.241,-61.33617,-105.9839,124.42662,-108.30703
1.242,-61.615658,-106.56737,124.61185,-108.51116
1.243,-61.756432,-106.88102,124.10615,-108.41772
1.244,-61.948616,-107.15625,123.95364,-108.72239
1.245,-62.202847,-107.65685,123.48165,-109.11113
1.246,-62.45919,-108.04546,124.12373,-109.87276
1.247,-62.540028,-107.87872,124.1152,-110.17729
1.248,-62.825146,-108.60961,123.42193,-109.63732
1.249,-63.044216,-108.79085,123.97234,-110.2686
1.25,-63.110886,-109.22185,123.87669,-110.55309
1.251,-63.194504,-109.73293,123.46767,-110.07784
1.252,-63.815277,-110.02588,123.45888,-111.30402
1.253,-63.617748,-110.13511,122.64909,-110.40353
1.254,-63.9963,-110.76819,122.5164,-111.03799
1.255,-64.284248,-111.00778,122.66644,-111.10143
1.256,-64.608963,-111.12185,122.94566,-111.89578
1.257,-64.688637,-111.64443,122.7543,-112.26282
1.258,-65.194939,-112.33981,122.55701,-111.97124
1.259,-65.304123,-112.10702,122.49934,-112.71792
1.26,-65.542496,-112.49071,122.44722,-112.19736
1.261,-65.84713,-112.90245,121.8844,-113.11188
1.262,-66.01609,-113.19066,122.04909,-113.11035
1.263,-66.338837,-113.73509,122.4873,-113.38322
1.264,-66.394531,-113.89086,122.28248,-113.2344
1.265,-66.817947,-114.32815,121.99899,-113.6329
1.266,-67.367126,-114.97051,121.6368,-114.50434
1.267,-67.579094,-115.08589,122.04153,-114.77692
1.268,-67.817406,-115.47978,120.82523,-114.29852
1.269,-68.227318,-115.63632,121.39784,-115.08491
1.27,-68.719025,-116.20328,121.80585,-116.09613
1.271,-68.86705,-116.55965,120.90269,-115.46727
1.272,-69.247261,-116.56844,120.99615,-115.48194
1.273,-69.569229,-117.10969,120.88947,-115.99918
1.274,-70.043304,-117.64814,120.55025,-116.05232
1.275,-70.516258,-117.62649,120.72565,-116.54263
1.276,-70.870102,-117.94852,120.83815,-116.25887
1.277,-71.314392,-118.29524,120.64149,-117.20323
1.278,-71.981979,-118.59476,119.86536,-117.48959
1.279,-72.299294,-118.85595,119.83033,-117.22478
1.28,-72.951706,-119.36549,120.06243,-117.56958
1.281,-73.300766,-119.35816,119.69134,-117.40982
1.282,-74.128593,-119.90366,119.93956,-118.00071
1.283,-74.854958,-120.22623,120.3022,-118.23877
1.284,-75.322296,-120.1854,120.63385,-117.98961
1.285,-76.12986,-120.97523,120.83224,-119.2367
1.286,-76.947197,-121.23341,119.71986,-118.92717
1.287,-77.741142,-121.8191,118.90278,-119.29637
1.288,-78.384842,-121.93023,119.85093,-119.80761
1.289,-79.285614,-122.72737,118.72082,-119.92788
1.29,-80.127487,-122.96006,118.91761,-120.48296
1.291,-80.721291,-123.13731,118.9887,-120.24129
1.292,-81.170059,-123.19685,118.72766,-120.03465
1.293,-81.895851,-123.56757,118.86876,-121.03191
1.294,-82.441811,-124.04765,118.66263,-120.72055
1.295,-82.935585,-124.24994,119.13596,-121.18401
1.296,-83.342644,-124.71979,119.6147,-121.45957
1.297,-83.351311,-125.12283,119.24693,-121.64548
1.298,-83.444023,-125.35365,118.22161,-121.95557
1.299,-83.209564,-125.80277,118.43802,-121.8354
1.3,-82.726135,-125.85531,119.54946,-122.22234
1.301,-82.545731,-126.566,118.38005,-123.29239
1.302,-81.843742,-126.67496,118.98872,-123.02058
1.303,-80.910774,-126.95647,119.40154,-122.49776
1.304,-80.038422,-127.18912,118.43357,-122.85275
1.305,-79.706879,-127.97956,118.68906,-124.23081
1.306,-79.020966,-128.17888,118.86715,-124.37753
1.307,-78.07357,-128.56581,117.93628,-124.0533
1.308,-77.191635,-128.29134,118.62817,-124.03069
1.309,-76.780891,-129.44905,117.27337,-124.59585
1.31,-76.039513,-129.38873,118.52024,-124.53432
1.311,-75.35759,-129.36679,119.40821,-124.45478
1.312,-74.928955,-129.9689,119.28375,-124.73665
1.313,-74.819778,-130.76227,117.88759,-125.57149
1.314,-74.243706,-130.435,118.22402,-125.72069
1.315,-74.245461,-131.18582,118.73177,-126.71135
1.316,-73.766655,-131.43535,118.00343,-126.04333
1.317,-73.520256,-131.77409,118.98314,-126.075
1.318,-73.203766,-131.82712,119.45871,-126.1975
1.319,-72.954475,-132.10023,118.84078,-125.93707
1.32,-73.022934,-132.23283,119.03775,-126.97666
1.321,-72.921417,-132.65771,118.71461,-127.21232
1.322,-72.975586,-132.8557,119.3014,-127.25125
1.323,-73.091286,-133.69809,118.07298,-128.24089
1.324,-72.699265,-133.63371,118.11612,-127.59585
1.325,-72.71315,-133.56781,119.9546,-127.46779
1.326,-72.807419,-134.21539,118.43326,-127.97029
1.327,-72.929878,-134.49878,119.92004,-128.26852
1.328,-72.610893,-134.4523,119.35004,-128.27545
1.329,-73.096771,-135.39287,118.50736,-128.61794
1.33,-72.982811,-135.49121,118.89682,-129.01393
1.331,-73.193993,-135.75513,118.76736,-129.44914
1.332,-72.995407,-135.62746,119.25761,-129.28761
1.333,-73.451691,-136.74559,119.42485,-130.47751
1.334,-73.367905,-136.7963,119.3278,-130.03174
1.335,-73.561378,-136.68405,121.08193,-129.84846
1.336,-73.487274,-137.42131,118.98082,-130.58144
1.337,-73.743065,-137.56898,119.95,-131.02975
1.338,-73.920723,-138.0782,119.62991,-131.43568
1.339,-73.877205,-138.46385,119.33076,-131.1922
1.34,-73.988014,-139.05991,119.52763,-131.1898
1.341,-74.394676,-139.33463,118.95926,-131.91586
1.342,-73.991203,-139.24831,119.42221,-131.56129
1.343,-74.12944,-139.12231,120.75179,-131.04747
1.344,-74.392967,-139.68515,121.53573,-132.12743
1.345,-74.655434,-140.20612,119.94644,-132.48744
1.346,-74.912231,-140.11896,120.94865,-132.96251
1.347,-75.061752,-141.2692,120.27699,-132.90279
1.348,-75.036827,-140.97684,119.00916,-132.93611
1.349,-75.171677,-141.37712,120.36445,-133.68791
1.35,-75.015114,-141.97118,120.65349,-133.30765
1.351,-75.271431,-141.85367,121.86675,-133.8241
1.352,-75.823921,-142.64227,121.68061,-134.50142
1.353,-75.483627,-142.84857,121.61546,-133.72874
1.354,-76.188171,-143.21657,122.20853,-135.36707
1.355,-75.852341,-143.1817,123.2514,-134.49797
1.356,-76.171394,-143.77693,123.00219,-134.65686
1.357,-76.055252,-143.76874,123.11879,-134.52524
1.358,-76.48436,-143.92516,123.95903,-135.6684
1.359,-76.648933,-144.1631,123.66045,-136.10252
1.36,-76.721581,-144.76472,123.70847,-136.11308
1.361,-76.665771,-144.87067,124.05752,-135.91905
1.362,-77.292038,-145.1969,126.78891,-136.26241
1.363,-76.809532,-145.63058,125.87717,-135.58086
1.364,-77.201218,-146.04889,125.91647,-136.50418
1.365,-77.266441,-146.12332,126.94322,-136.71422
1.366,-77.616798,-146.58772,126.09969,-137.23206
1.367,-77.801498,-146.78159,126.75535,-137.35124
1.368,-77.912651,-147.58624,125.46931,-138.09384
1.369,-78.023277,-147.21179,127.78413,-138.07791
1.37,-78.423813,-147.71581,127.45071,-138.45009
1.371,-78.328613,-148.07227,127.54284,-138.34016
1.372,-78.539742,-148.42738,129.75795,-138.4149
1.373,-78.633034,-148.63252,129.35309,-139.16209
1.374,-79.020363,-149.09613,129.36197,-139.35126
1.375,-79.016258,-149.08878,130.0473,-139.60341
1.376,-79.348747,-149.28912,131.35405,-139.67282
1.377,-79.28801,-149.9147,132.15738,-140.04059
1.378,-79.345573,-149.95911,133.05067,-140.089
1.379,-79.650856,-150.42902,133.25972,-140.76183
1.38,-79.771729,-150.517,134.30586,-140.58549
1.381,-80.198563,-151.20045,134.13992,-141.03979
1.382,-80.262718,-150.94984,135.73576,-141.55789
1.383,-80.059044,-151.8317,135.52441,-140.88229
1.384,-80.529266,-152.2113,135.12894,-141.81935
1.385,-80.496117,-152.345,138.03987,-141.74857
1.386,-80.92495,-152.315,138.78159,-142.83025
1.387,-80.809837,-152.6913,140.08783,-141.67421
1.388,-81.186485,-153.38824,138.56755,-143.01855
1.389,-81.025742,-153.33078,140.68207,-142.33943
1.39,-81.460213,-153.91998,139.48491,-143.14784
1.391,-81.61882,-153.89891,141.93527,-143.26096
1.392,-81.554977,-154.0665,142.92854,-143.48958
1.393,-81.825111,-154.47379,144.35861,-143.9511
1.394,-82.015808,-154.77788,145.6544,-143.73277
1.395,-82.143768,-155.09094,147.01117,-144.15916
1.396,-81.793213,-154.99661,147.9277,-143.76506
1.397,-82.377708,-155.614,149.3475,-143.95602
1.398,-82.690491,-155.88161,148.82988,-144.50484
1.399,-82.830391,-156.131,147.79602,-145.42509
1.4,-82.837784,-156.32121,150.69786,-145.01424
1.401,-83.273911,-156.72382,149.65187,-145.98633
1.402,-83.188934,-156.69806,152.26065,-145.78818
1.403,-83.150642,-157.41498,152.63962,-145.55954
1.404,-83.4785,-157.7123,152.92862,-146.47603
1.405,-83.779465,-157.97078,153.93138,-147.12601
1.406,-83.913559,-158.00154,156.32266,-146.97136
1.407,-84.097931,-158.46898,156.44861,-147.23994
1.408,-83.909966,-157.97986,160.52682,-146.53215
1.409,-84.392891,-158.53801,159.46603,-147.85648
1.41,-84.536827,-159.28467,159.88673,-147.68211
1.411,-84.251831,-159.57837,161.4341,-147.38109
1.412,-84.795654,-159.70239,161.7496,-148.29288
1.413,-85.012024,-159.76794,162.59795,-148.87146
1.414,-85.375832,-160.26846,163.3783,-149.36682
1.415,-85.353966,-160.4478,164.70654,-149.45409
1.416,-85.379166,-161.0719,165.44954,-149.3501
1.417,-85.887978,-161.57983,164.32504,-150.71141
1.418,-85.787987,-161.47946,166.21986,-150.78053
1.419,-85.765984,-161.53624,169.66019,-149.573
1.42,-86.403603,-161.25587,168.64095,-151.16826
1.421,-86.20594,-162.19643,169.34625,-150.86821
1.422,-86.393349,-162.2663,170.99649,-150.85786
1.423,-86.609459,-162.49022,171.52525,-151.71716
1.424,-86.732605,-163.06169,172.11853,-151.39677
1.425,-87.254974,-163.34512,171.69656,-152.62891
1.426,-87.419472,-163.63318,173.99937,-152.55835
1.427,-87.168327,-163.65613,174.16042,-152.58775
1.428,-87.473328,-164.38126,174.03111,-153.44614
1.429,-87.56823,-164.37817,176.42482,-152.80188
1.43,-87.531013,-164.77075,177.72508,-152.64212
1.431,-87.96537,-165.25902,176.38466,-153.96146
1.432,-87.981949,-165.60719,177.64192,-153.19283
1.433,-88.239609,-165.35138,178.18282,-153.78732
1.434,-88.089653,-165.68997,179.46581,-153.68274
1.435,-88.093048,-165.82217,180.66042,-153.33731
1.436,-88.613319,-166.77098,179.42769,-154.79025
1.437,-88.358749,-166.61978,181.59451,-153.67279
1.438,-89.022354,-166.66771,179.46124,-155.41196
1.439,-88.791206,-167.02,180.80043,-154.76595
1.44,-89.128571,-167.17197,180.19421,-155.6474
1.441,-88.96946,-167.79944,182.20474,-155.00743
1.442,-89.368385,-167.60725,181.86909,-155.69206
1.443,-89.821335,-168.10211,180.99176,-156.79333
1.444,-89.717026,-168.04042,181.34552,-156.62347
1.445,-89.791191,-168.3924,182.14996,-156.21715
1.446,-90.277763,-168.98825,180.95377,-157.6539
1.447,-90.19619,-169.24286,181.78773,-157.11482
1.448,-90.61335,-168.84854,180.10048,-158.61838
1.449,-90.230843,-169.42073,182.46161,-157.12683
1.45,-90.650551,-170.09969,181.23584,-158.42867
1.451,-90.867569,-170.46872,180.4776,-158.89453
1.452,-91.200417,-170.69296,180.21527,-159.65823
1.453,-91.057777,-170.58061,181.13008,-159.23
1.454,-91.137444,-170.97443,181.802,-159.41479
1.455,-91.582138,-172.16298,181.38925,-160.20366
1.456,-91.601379,-171.95226,181.90062,-160.61407
1.457,-91.582863,-171.72176,183.69676,-160.49812
1.458,-92.014557,-171.72488,184.2359,-161.13831
1.459,-92.402023,-172.66685,185.12619,-161.75867
1.46,-92.296028,-172.73189,188.46721,-161.17368
1.461,-92.812355,-172.64189,188.42155,-162.748
1.462,-92.459846,-173.49677,192.62148,-162.25839
1.463,-92.757591,-173.93689,195.64052,-162.66109
1.464,-93.111946,-173.95245,198.3705,-163.02245
1.465,-92.83358,-173.85828,202.00079,-162.19919
1.466,-92.971748,-174.44891,203.59262,-163.25209
1.467,-93.456512,-175.01617,206.67596,-164.04778
1.468,-93.571991,-175.58846,209.65332,-164.32991
1.469,-93.969322,-175.31984,209.95746,-165.48143
1.47,-93.796692,-175.7431,213.04173,-164.83481
1.471,-94.134361,-175.96864,214.98393,-164.98286
1.472,-94.108284,-175.62396,215.08746,-164.00624
1.473,-94.542076,-176.24928,216.23059,-165.87035
1.474,-94.18821,-176.52951,219.04721,-164.95055
1.475,-94.579956,-176.72824,217.81482,-166.05197
1.476,-94.75666,-177.22267,219.00742,-166.13234
1.477,-94.936394,-177.60049,219.88948,-166.17708
1.478,-95.115585,-177.7299,219.68564,-166.75316
1.479,-95.278374,-178.6628,220.59155,-167.56989
1.48,-95.400627,-178.30939,220.29808,-167.16161
1.481,-95.13839,-178.54131,221.41273,-166.47829
1.482,-95.574203,-179.35828,221.08864,-167.70985
1.483,-95.781738,-179.0513,220.54909,-168.19464
1.484,-95.745201,-179.62061,221.36389,-167.93221
1.485,-96.415741,-179.7829,220.70334,-168.93263
1.486,-96.073486,-179.90205,221.07019,-167.95996
1.487,-96.668396,-180.57433,220.77402,-170.48082
1.488,-96.656967,-181.04549,222.01913,-169.09459
1.489,-96.881981,-180.97972,220.76665,-170.58046
1.49,-97.102699,-181.34338,221.17815,-170.80983
1.491,-97.339195,-181.57582,220.31737,-171.61397
1.492,-97.156601,-182.20358,221.49843,-170.8968
1.493,-97.56221,-181.85986,220.91179,-171.98688
1.494,-97.51577,-182.07178,221.00293,-171.81628
1.495,-97.76738,-182.67389,221.06082,-172.38428
1.496,-97.81279,-183.1691,221.00841,-172.47707
1.497,-97.914108,-182.95099,220.68729,-172.50717
1.498,-98.308098,-183.1431,220.03835,-173.14291
1.499,-98.249413,-183.47685,220.87759,-172.9287
1.5,-98.395752,-183.76837,220.39955,-173.09814
1.501,-98.271347,-184.67339,221.32506,-172.49957
1.502,-99.019485,-185.03159,220.6701,-174.3157
1.503,-99.078156,-185.37283,220.85211,-175.53093
1.504,-99.167946,-185.33357,220.45268,-174.84131
1.505,-99.506821,-185.43869,219.75461,-176.16219
1.506,-99.359367,-185.61162,220.24677,-175.83119
1.507,-99.196518,-185.92705,220.35063,-174.90672
1.508,-99.540787,-186.53743,220.25278,-175.94002
1.509,-99.642532,-186.62971,220.06979,-175.13849
1.51,-99.755432,-186.82097,220.15251,-176.19882
1.511,-100.0913,-187.08684,220.09821,-177.30977
1.512,-99.921104,-187.39426,219.88342,-175.63875
1.513,-100.22395,-187.33665,219.94385,-177.02419
1.514,-100.31095,-187.77287,219.54776,-177.37096
1.515,-100.67846,-188.39471,219.65535,-178.86615
1.516,-100.41111,-188.4191,219.66231,-177.00381
1.517,-100.91283,-188.62935,218.78308,-178.96848
1.518,-101.26904,-189.33521,219.09892,-179.67451
1.519,-100.86512,-189.71881,219.51933,-178.8723
