Freq,Thru2,Thru,S180,S90
1.219,-189.39612,-179.62627,97.137199,118.04825
1.22,-189.44073,-179.70219,97.128326,117.98305
1.221,-189.72012,-179.98196,96.682884,117.71032
1.222,-189.87427,-180.06755,96.427261,117.53101
1.223,-189.72606,-180.0892,96.321167,117.26199
1.224,-189.89879,-180.28038,96.078308,117.04169
1.225,-190.5316,-180.56009,95.701118,116.79091
1.226,-190.45837,-180.71912,95.393028,116.54549
1.227,-190.53004,-180.90376,95.466988,116.45378
1.228,-190.91141,-181.11459,95.018936,116.04849
1.229,-190.85146,-181.11935,94.889412,116.04994
1.23,-191.24196,-181.23526,94.759575,115.69275
1.231,-191.4471,-181.48726,94.381485,115.52421
1.232,-191.36482,-181.52118,94.351219,115.22822
1.233,-191.54761,-181.77769,94.152252,115.18764
1.234,-191.75107,-181.81596,93.888847,114.9333
1.235,-191.75775,-181.83434,93.942154,114.97507
1.236,-192.23956,-182.41989,93.342262,114.40719
1.237,-192.10193,-182.2282,93.264664,114.43192
1.238,-192.26146,-182.43422,93.016937,114.28276
1.239,-192.6447,-182.46468,92.755722,113.94997
1.24,-192.66664,-182.70665,92.639893,113.78758
1.241,-192.96924,-182.92061,92.32943,113.29925
1.242,-192.98349,-183.00453,92.192047,113.39874
1.243,-193.23277,-183.3053,91.94754,113.25302
1.244,-193.25369,-183.11256,91.827171,112.99249
1.245,-193.47804,-183.53943,91.501167,112.80675
1.246,-193.49892,-183.54341,91.276016,112.61397
1.247,-193.77948,-183.63191,91.057373,112.38853
1.248,-194.09068,-184.00253,90.891556,112.04589
1.249,-194.28622,-184.13272,90.534767,111.88391
1.25,-194.09398,-184.07463,90.545265,111.79343
1.251,-194.46791,-184.40718,90.252457,111.46316
1.252,-194.79178,-184.54031,89.930504,111.16917
1.253,-194.77208,-184.65121,89.646538,111.01491
1.254,-195.07401,-184.80647,89.462799,110.81377
1.255,-195.1629,-184.90819,89.304939,110.6682
1.256,-195.39018,-185.08287,89.060326,110.43793
1.257,-195.53198,-185.2043,88.828506,110.34197
1.258,-195.65128,-185.33186,88.724655,110.29697
1.259,-195.86053,-185.46979,88.437683,109.88612
1.26,-196.16101,-185.68471,88.150665,109.66456
1.261,-196.14334,-185.85034,87.996361,109.45866
1.262,-196.21536,-185.94327,87.85614,109.41499
1.263,-196.45728,-186.11522,87.644699,109.13682
1.264,-196.81099,-186.24979,87.374153,108.86425
1.265,-196.85732,-186.46526,87.197624,108.88362
1.266,-197.01932,-186.63937,86.867386,108.5549
1.267,-197.15021,-186.59415,86.870918,108.409
1.268,-197.2652,-186.72948,86.647728,108.2726
1.269,-197.40871,-186.8405,86.177223,107.83193
1.27,-197.58331,-187.12234,86.177895,107.64115
1.271,-197.74573,-187.28989,85.925667,107.48618
1.272,-197.93149,-187.40962,85.738144,107.2868
1.273,-198.01622,-187.62755,85.366974,107.03055
1.274,-198.28044,-187.83786,85.185776,106.86943
1.275,-198.39191,-187.64529,85.076454,106.7654
1.276,-198.77065,-187.9846,84.887306,106.52782
1.277,-198.73958,-188.07668,84.517586,106.40144
1.278,-199.1049,-188.28683,84.241898,105.9557
1.279,-199.25368,-188.5256,83.995171,105.76289
1.28,-199.36623,-188.57478,83.85421,105.58031
1.281,-199.26717,-188.52249,83.732079,105.6956
1.282,-199.64186,-188.82759,83.45433,105.39413
1.283,-199.91307,-189.14388,83.170303,105.2095
1.284,-199.95694,-189.08771,83.174217,104.87025
1.285,-200.12903,-189.38824,82.800858,104.63454
1.286,-200.36267,-189.4816,82.591171,104.41905
1.287,-200.47194,-189.67998,82.34343,104.34346
1.288,-200.6691,-189.97746,82.063942,103.95692
1.289,-200.60107,-190.00002,81.875603,103.9926
1.29,-200.74431,-190.15784,81.635262,103.66448
1.291,-200.72542,-190.13831,81.479538,103.61835
1.292,-200.8188,-190.26744,81.325981,103.26105
1.293,-200.92644,-190.59914,80.843529,103.00817
1.294,-200.97905,-190.67639,80.932137,102.85645
1.295,-201.10953,-190.83975,80.539886,102.55885
1.296,-201.15733,-190.96968,80.478348,102.46233
1.297,-201.116,-191.15147,80.218948,102.12078
1.298,-201.24098,-191.30486,80.021339,102.00704
1.299,-201.22961,-191.3338,79.850105,102.03447
1.3,-201.26964,-191.57002,79.520706,101.59179
1.301,-201.24084,-191.67085,79.271927,101.52502
1.302,-201.25006,-191.85573,79.210426,101.16077
1.303,-201.36908,-191.94968,79.1325,101.16273
1.304,-201.53874,-192.18459,78.562592,100.8627
1.305,-201.57838,-192.10033,78.617813,100.76102
1.306,-201.72957,-192.37672,78.244637,100.50123
1.307,-202.00298,-192.67276,77.95369,100.11602
1.308,-201.96713,-192.52486,77.792351,100.13692
1.309,-202.13342,-193.00374,77.513359,99.887352
1.31,-202.26524,-193.07793,77.349854,99.635078
1.311,-202.25146,-192.96623,77.484283,99.754425
1.312,-202.49301,-193.28723,76.983994,99.466537
1.313,-202.88414,-193.65717,76.610153,98.976021
1.314,-202.80132,-193.46397,76.532074,98.91954
1.315,-203.13829,-193.73473,76.237633,98.590988
1.316,-203.27876,-193.94061,76.115555,98.319572
1.317,-203.28252,-193.98463,76.091934,98.341125
1.318,-203.18759,-193.82845,75.859268,98.434624
1.319,-203.65524,-194.30533,75.412338,97.999519
1.32,-204.00079,-194.39725,75.227654,97.739456
1.321,-203.93459,-194.62691,75.108742,97.654221
1.322,-204.16733,-194.64227,74.894859,97.481262
1.323,-204.44603,-194.86734,74.585281,97.049767
1.324,-204.58156,-195.07292,74.362099,96.984161
1.325,-204.75342,-195.03813,74.125969,96.782524
1.326,-204.95557,-195.35493,73.802216,96.454697
1.327,-205.21542,-195.58009,73.660194,96.242691
1.328,-205.00821,-195.25507,73.680244,96.302193
1.329,-205.47281,-195.77309,73.346436,95.952431
1.33,-205.65247,-195.93376,72.98745,95.663353
1.331,-205.84979,-196.12102,72.798622,95.519547
1.332,-205.9424,-196.09576,72.486893,95.232918
1.333,-205.98753,-196.47646,72.493843,95.15773
1.334,-206.29301,-196.53206,72.131531,94.906662
1.335,-206.36705,-196.64345,72.086845,94.823715
1.336,-206.4395,-196.759,71.790627,94.488335
1.337,-206.73721,-196.88826,71.554825,94.256256
1.338,-206.92245,-197.0699,71.129456,94.108498
1.339,-206.9312,-197.14261,71.03112,94.066589
1.34,-207.17552,-197.39029,70.838005,93.637222
1.341,-207.53177,-197.70288,70.494347,93.54686
1.342,-207.41823,-197.67014,70.523346,93.479729
1.343,-207.64702,-197.7135,70.273537,93.303307
1.344,-207.84674,-197.91713,69.94175,92.863205
1.345,-208.07426,-198.2132,69.752853,92.716743
1.346,-208.06938,-198.0869,69.638046,92.816246
1.347,-208.46552,-198.53577,69.309654,92.19812
1.348,-208.60849,-198.49365,69.041824,92.091766
1.349,-208.70859,-198.76082,68.773888,91.796219
1.35,-208.81116,-198.9742,68.637512,91.706436
1.351,-208.9805,-198.76953,68.430565,91.624283
1.352,-209.30899,-199.23125,68.125587,91.08744
1.353,-209.39807,-199.34207,68.061722,91.132294
1.354,-209.58101,-199.62003,67.685036,90.854248
1.355,-209.62462,-199.61462,67.611084,90.746017
1.356,-209.8042,-199.75275,67.332199,90.432312
1.357,-209.84456,-199.76407,67.221252,90.362923
1.358,-210.08319,-199.98196,66.977486,90.161461
1.359,-210.31055,-200.06917,66.66198,89.87043
1.36,-210.51245,-200.32077,66.402458,89.676498
1.361,-210.58296,-200.4016,66.193474,89.525505
1.362,-210.85136,-200.63599,66.014488,89.39045
1.363,-210.75108,-200.80334,65.729675,89.163483
1.364,-211.08788,-201.03461,65.518066,88.975616
1.365,-211.25578,-201.13765,65.364357,88.839622
1.366,-211.30661,-201.12056,65.12706,88.630775
1.367,-211.39006,-201.2379,64.983925,88.478767
1.368,-211.49217,-201.4146,64.700325,88.163254
1.369,-211.83455,-201.62363,64.362564,87.792809
1.37,-212.04105,-201.76358,64.242851,87.72747
1.371,-212.00502,-201.7541,64.184151,87.756561
1.372,-212.32895,-202.12009,63.889816,87.379257
1.373,-212.58392,-202.2516,63.508533,86.955498
1.374,-212.74109,-202.43404,63.28054,86.972565
1.375,-212.96217,-202.57234,62.997307,86.623917
1.376,-212.98753,-202.53241,62.945393,86.553658
1.377,-213.31757,-203.00893,62.577812,86.120483
1.378,-213.22551,-202.7926,62.646667,86.195602
1.379,-213.50671,-203.15135,62.26572,85.927322
1.38,-213.70731,-203.18697,62.035919,85.651756
1.381,-213.7561,-203.35556,61.861092,85.721306
1.382,-214.02351,-203.54759,61.628212,85.244278
1.383,-214.18027,-203.79793,61.368607,85.104706
1.384,-214.23865,-203.9574,61.140003,84.896515
1.385,-214.41309,-204.12286,61.002605,84.743446
1.386,-214.54715,-204.25768,60.791286,84.497543
1.387,-214.83395,-204.3595,60.536781,84.396805
1.388,-214.82129,-204.58553,60.261852,84.120354
1.389,-214.88652,-204.55722,60.028198,83.994614
1.39,-215.29073,-204.86102,59.818798,83.687141
1.391,-215.1577,-204.94688,59.730709,83.761429
1.392,-215.36749,-205.11967,59.366837,83.362564
1.393,-215.73866,-205.26018,59.243484,82.9785
1.394,-215.77524,-205.32198,59.101566,82.838951
1.395,-215.94754,-205.75302,58.705948,82.696457
1.396,-215.94276,-205.67804,58.363235,82.481949
1.397,-216.19647,-205.84628,58.322701,82.435913
1.398,-216.50197,-205.97762,58.004025,82.03463
1.399,-216.40112,-205.9704,57.976376,82.127838
1.4,-216.58115,-206.17441,57.741062,81.84481
1.401,-216.97383,-206.39317,57.384499,81.687965
1.402,-216.95888,-206.40849,57.144264,81.270142
1.403,-217.12596,-206.60811,56.931187,81.237312
1.404,-217.28479,-206.81233,56.703831,80.919441
1.405,-217.53177,-207.00552,56.379406,80.646301
1.406,-217.63853,-207.2188,56.223804,80.54747
1.407,-217.87006,-207.28246,56.021622,80.231384
1.408,-218.01605,-207.38329,55.946743,80.20507
1.409,-217.98705,-207.52036,55.559616,79.962936
1.41,-218.39059,-207.74641,55.492649,79.735817
1.411,-218.37976,-207.72681,55.207321,79.565796
1.412,-218.711,-208.10063,54.896252,79.251106
1.413,-218.74989,-208.21458,54.717632,79.150429
1.414,-218.87186,-208.29591,54.548794,78.970741
1.415,-218.97598,-208.38486,54.330914,78.73613
1.416,-219.21777,-208.6731,54.15461,78.577545
1.417,-219.35548,-208.8551,53.71986,78.221024
1.418,-219.4877,-208.91541,53.645508,78.085419
1.419,-219.60033,-208.98111,53.469578,78.040672
1.42,-219.91365,-209.08955,53.093864,77.749489
1.421,-219.96472,-209.39369,52.962746,77.544296
1.422,-220.19307,-209.42967,52.724659,77.307953
1.423,-220.37567,-209.5558,52.476715,76.986488
1.424,-220.44167,-209.7169,52.277645,76.954842
1.425,-220.59073,-209.91071,52.106499,76.857178
1.426,-220.75063,-209.96751,51.945587,76.615959
1.427,-220.8963,-210.14653,51.476555,76.316475
1.428,-221.05579,-210.44153,51.555889,76.170647
1.429,-221.29945,-210.50204,51.209377,75.953331
1.43,-221.4545,-210.8089,50.939152,75.638496
1.431,-221.48064,-210.96432,50.567905,75.485146
1.432,-221.73882,-210.81847,50.550137,75.622849
1.433,-221.79924,-210.92448,50.319912,75.429985
1.434,-221.8726,-211.13606,49.942661,75.012054
1.435,-221.92606,-211.2216,49.962284,74.904236
1.436,-222.22508,-211.66443,49.56546,74.564804
1.437,-222.47169,-211.68449,49.343616,74.35228
1.438,-222.67363,-211.90756,49.07972,74.120293
1.439,-222.75397,-211.94034,48.935711,73.919968
1.44,-222.88049,-212.12273,48.620564,73.763649
1.441,-223.11668,-212.39534,48.395512,73.517006
1.442,-223.26714,-212.41301,48.302734,73.288254
1.443,-223.3345,-212.61206,48.045303,73.1968
1.444,-223.53333,-212.658,47.76619,72.956734
1.445,-223.67767,-212.71074,47.528782,72.82029
1.446,-223.92305,-213.11139,47.270653,72.464005
1.447,-224.12268,-213.18469,47.155586,72.489754
1.448,-224.00269,-213.07829,47.020958,72.282829
1.449,-224.35037,-213.37741,46.761471,72.017632
1.45,-224.43645,-213.57054,46.494827,71.757675
1.451,-224.61897,-213.69601,46.27422,71.693237
1.452,-224.89749,-213.92615,46.011703,71.314583
1.453,-224.83728,-214.08084,45.942154,71.188904
1.454,-224.99803,-214.11795,45.712826,71.033882
1.455,-225.29767,-214.46469,45.452957,70.767517
1.456,-225.49414,-214.72807,45.163483,70.31633
1.457,-225.50952,-214.52417,45.111984,70.341805
1.458,-225.59424,-214.56093,45.028839,70.285515
1.459,-225.85347,-214.9799,44.904373,70.005737
1.46,-226.08186,-215.10956,44.6451,69.731361
1.461,-226.26726,-215.21785,44.641518,69.618675
1.462,-226.09149,-215.3109,44.453835,69.504646
1.463,-226.55246,-215.79102,43.960217,68.858147
1.464,-226.74852,-215.57063,43.911011,69.016716
1.465,-226.82471,-215.74997,43.851608,68.841537
1.466,-226.86732,-216.02472,43.619923,68.546242
1.467,-227.0209,-216.02971,43.663937,68.356972
1.468,-227.08434,-216.19688,43.283642,68.282082
1.469,-227.39337,-216.42632,42.964848,67.960266
1.47,-227.28218,-216.39955,43.087162,67.877609
1.471,-227.77441,-216.72475,42.676441,67.587997
1.472,-227.93217,-216.83476,42.43639,67.320572
1.473,-227.92026,-216.8868,42.265278,67.170174
1.474,-227.89494,-216.79968,42.422279,67.199905
1.475,-228.1595,-217.26422,41.945889,66.8265
1.476,-228.36899,-217.36116,41.595455,66.629692
1.477,-228.50694,-217.50122,41.541519,66.390755
1.478,-228.83487,-217.67693,41.229603,66.198463
1.479,-228.81506,-217.80962,41.002514,65.951019
1.48,-228.99959,-217.90103,40.866299,65.866852
1.481,-229.08348,-218.04919,40.529339,65.513695
1.482,-229.26115,-218.31052,40.183926,65.394516
1.483,-229.35573,-218.35344,40.159676,65.142738
1.484,-229.63194,-218.57916,40.03994,65.025932
1.485,-229.84267,-218.59988,39.76215,64.936783
1.486,-229.95415,-218.86714,39.300072,64.625122
1.487,-230.23303,-219.11671,39.126446,64.243698
1.488,-230.43588,-219.25246,38.951382,64.08786
1.489,-230.3728,-219.32849,38.832455,63.916168
1.49,-230.55722,-219.41229,38.530838,63.773216
1.491,-230.84406,-219.71683,38.131611,63.532024
1.492,-230.90146,-219.83304,38.013809,63.344971
1.493,-231.0867,-219.78555,38.018112,63.148926
1.494,-231.2112,-220.00423,37.566769,62.975956
1.495,-231.30362,-220.18748,37.440964,62.73724
1.496,-231.38605,-220.38249,37.085289,62.455627
1.497,-231.48326,-220.30998,37.032207,62.557251
1.498,-231.77733,-220.70995,36.544224,62.089584
1.499,-232.08855,-220.87465,36.511654,61.836285
1.5,-232.04707,-221.03729,36.253109,61.780987
1.501,-232.34427,-221.10721,36.045315,61.464161
1.502,-232.51691,-221.35217,35.814514,61.433453
1.503,-232.6707,-221.50537,35.539383,61.071255
1.504,-232.64977,-221.61526,35.406223,61.112591
1.505,-232.91782,-221.71085,35.148499,60.732601
1.506,-232.93977,-221.80528,34.984482,60.702236
1.507,-233.08272,-222.04626,34.731209,60.429485
1.508,-233.31746,-222.26462,34.407192,60.264954
1.509,-233.62544,-222.35034,34.126637,59.939781
1.51,-233.71619,-222.45299,33.983059,59.699139
1.511,-233.87445,-222.48128,33.740833,59.476864
1.512,-233.94846,-222.74776,33.620323,59.501076
1.513,-234.10258,-222.75357,33.479118,59.193768
1.514,-234.27049,-222.92055,33.199909,58.96661
1.515,-234.33751,-223.10724,32.846268,58.759338
1.516,-234.53748,-223.18602,32.741631,58.625637
1.517,-234.85406,-223.55739,32.296459,58.202332
1.518,-234.87073,-223.52638,32.284515,58.259686
1.519,-234.84221,-223.58113,32.074345,58.097786
1.52,-235.15604,-223.86984,31.666803,57.892437
1.521,-235.3754,-224.05251,31.667236,57.60751
1.522,-235.53206,-224.23253,31.191555,57.335648
1.523,-235.79172,-224.30865,31.144321,57.228947
1.524,-235.62325,-224.31572,31.066864,57.142456
1.525,-235.99323,-224.68021,30.679705,56.7855
1.526,-236.06178,-224.80112,30.585526,56.676609
1.527,-236.29507,-224.90244,30.189953,56.347374
1.528,-236.51964,-225.27837,30.00778,56.098125
1.529,-236.51924,-225.25682,29.808414,55.927139
1.53,-236.70444,-225.24982,29.557913,55.754036
1.531,-237.00775,-225.5451,29.23044,55.48069
1.532,-236.9505,-225.56421,29.211781,55.432308
1.533,-237.01718,-225.72287,28.89555,55.248055
1.534,-237.15149,-225.89401,28.757879,54.971619
1.535,-237.45131,-226.17218,28.399019,54.730724
1.536,-237.62138,-226.36958,28.124966,54.348225
1.537,-237.79388,-226.30029,28.010471,54.458954
1.538,-238.01753,-226.64223,27.604834,54.152893
1.539,-238.01791,-226.51784,27.569698,54.103001
1.54,-238.24591,-226.7755,27.257761,53.768986
1.541,-238.40849,-227.00491,27.196875,53.563972
1.542,-238.5271,-227.1293,26.923634,53.320297
1.543,-238.63547,-227.07443,26.811501,53.261684
1.544,-238.82703,-227.36882,26.544519,52.876263
1.545,-239.04922,-227.65271,26.195728,52.67326
