!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Wednesday, March 02, 2016 16:36:21
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB)
1000000000,-31.061617,-0.17847541
1001000000,-30.988901,-0.21062383
1002000000,-31.242565,-0.20388556
1003000000,-30.668032,-0.18044828
1004000000,-30.61338,-0.18078588
1005000000,-30.754894,-0.20937018
1006000000,-30.595579,-0.18906744
1007000000,-30.448359,-0.17680433
1008000000,-30.267532,-0.17269707
1009000000,-30.440475,-0.20414053
1010000000,-30.471321,-0.20056053
1011000000,-30.190632,-0.1808995
1012000000,-30.043676,-0.20798834
1013000000,-30.403748,-0.21946342
1014000000,-30.12772,-0.18443494
1015000000,-29.928497,-0.20605132
1016000000,-30.126682,-0.19487843
1017000000,-29.759653,-0.22810943
1018000000,-29.905474,-0.1709545
1019000000,-29.818121,-0.20169474
1020000000,-29.881031,-0.18522701
1021000000,-29.741379,-0.19705135
1022000000,-29.627645,-0.18792544
1023000000,-29.564402,-0.18819289
1024000000,-29.726078,-0.17456546
1025000000,-29.329578,-0.20511663
1026000000,-29.473707,-0.18768035
1027000000,-29.49453,-0.17476925
1028000000,-29.399515,-0.1689672
1029000000,-29.286255,-0.15675417
1030000000,-29.274202,-0.20694011
1031000000,-29.176928,-0.20228423
1032000000,-28.806156,-0.19638689
1033000000,-29.226042,-0.20419014
1034000000,-28.924425,-0.18984182
1035000000,-29.119242,-0.20681298
1036000000,-28.927265,-0.1866881
1037000000,-28.873365,-0.20576006
1038000000,-28.97084,-0.2360815
1039000000,-28.956688,-0.20916085
1040000000,-28.830868,-0.2246709
1041000000,-28.81596,-0.22197101
1042000000,-28.662323,-0.2000743
1043000000,-28.701696,-0.22259897
1044000000,-28.586847,-0.2013661
1045000000,-28.649445,-0.22158144
1046000000,-28.413315,-0.17995992
1047000000,-28.600464,-0.21302678
1048000000,-28.49337,-0.21179937
1049000000,-28.37035,-0.21670829
1050000000,-28.290388,-0.1910044
1051000000,-28.350451,-0.19316807
1052000000,-28.283888,-0.23067163
1053000000,-28.296728,-0.20609601
1054000000,-28.290258,-0.19944148
1055000000,-28.313221,-0.2120564
1056000000,-28.183432,-0.17917751
1057000000,-28.122723,-0.19780259
1058000000,-27.93672,-0.21252318
1059000000,-28.062754,-0.20916934
1060000000,-28.042105,-0.19774622
1061000000,-27.998405,-0.19566412
1062000000,-27.848679,-0.18589534
1063000000,-27.887812,-0.16726726
1064000000,-27.970686,-0.21655357
1065000000,-27.892017,-0.25538501
1066000000,-27.791079,-0.21901223
1067000000,-27.620956,-0.18295418
1068000000,-27.752531,-0.19452299
1069000000,-27.695143,-0.20647973
1070000000,-27.551805,-0.18810497
1071000000,-27.626757,-0.19446604
1072000000,-27.536419,-0.20766632
1073000000,-27.562237,-0.23064297
1074000000,-27.49671,-0.17666548
1075000000,-27.565933,-0.20117696
1076000000,-27.479914,-0.22030902
1077000000,-27.558496,-0.22850806
1078000000,-27.411772,-0.18715087
1079000000,-27.313276,-0.20178095
1080000000,-27.153021,-0.18989436
1081000000,-27.287979,-0.21720675
1082000000,-27.186659,-0.19018655
1083000000,-27.262466,-0.21918039
1084000000,-27.204185,-0.21032365
1085000000,-27.19278,-0.21999942
1086000000,-27.241648,-0.21201319
1087000000,-27.11397,-0.19322091
1088000000,-27.09247,-0.19637339
1089000000,-26.983797,-0.20052503
1090000000,-26.915194,-0.21251689
1091000000,-27.038033,-0.22402267
1092000000,-26.949953,-0.21207781
1093000000,-26.970095,-0.22214468
1094000000,-26.88171,-0.21116248
1095000000,-26.926216,-0.22065955
1096000000,-26.759422,-0.19981219
1097000000,-26.778572,-0.20650163
1098000000,-26.799055,-0.22322524
1099000000,-26.764807,-0.24173805
1100000000,-26.770664,-0.22544202
1101000000,-26.70566,-0.22407606
1102000000,-26.649874,-0.1933023
1103000000,-26.603304,-0.21251991
1104000000,-26.680157,-0.22037791
1105000000,-26.591932,-0.22300391
1106000000,-26.501873,-0.23204373
1107000000,-26.525587,-0.2179876
1108000000,-26.456945,-0.18396129
1109000000,-26.418976,-0.21163949
1110000000,-26.451653,-0.21890758
1111000000,-26.448139,-0.19205578
1112000000,-26.380644,-0.22116788
1113000000,-26.352547,-0.21065569
1114000000,-26.346964,-0.20146161
1115000000,-26.405865,-0.217151
1116000000,-26.237745,-0.20371071
1117000000,-26.272991,-0.18837766
1118000000,-26.284081,-0.21403208
1119000000,-26.145424,-0.20252237
1120000000,-26.193878,-0.22620928
1121000000,-26.203548,-0.225392
1122000000,-26.146755,-0.22087219
1123000000,-26.141619,-0.22448304
1124000000,-26.062935,-0.21380143
1125000000,-26.001749,-0.201858
1126000000,-25.959171,-0.21173376
1127000000,-26.016794,-0.21550287
1128000000,-26.068066,-0.21111381
1129000000,-25.950428,-0.22160175
1130000000,-25.959017,-0.21347399
1131000000,-25.970116,-0.21905908
1132000000,-25.876955,-0.19767565
1133000000,-25.904074,-0.19779325
1134000000,-25.805702,-0.18276852
1135000000,-25.840231,-0.23125495
1136000000,-25.840063,-0.24572949
1137000000,-25.841194,-0.22531551
1138000000,-25.782408,-0.2029371
1139000000,-25.752012,-0.20329964
1140000000,-25.783855,-0.21690078
1141000000,-25.730436,-0.21246639
1142000000,-25.770477,-0.22116931
1143000000,-25.690531,-0.22481816
1144000000,-25.691393,-0.21856053
1145000000,-25.649206,-0.19712004
1146000000,-25.63382,-0.23800318
1147000000,-25.576508,-0.20437427
1148000000,-25.593508,-0.19713764
1149000000,-25.636469,-0.20729268
1150000000,-25.589104,-0.23913699
1151000000,-25.487665,-0.21573648
1152000000,-25.551762,-0.21186805
1153000000,-25.4797,-0.22342567
1154000000,-25.493219,-0.20216726
1155000000,-25.550707,-0.26551104
1156000000,-25.5655,-0.24549264
1157000000,-25.479036,-0.22432452
1158000000,-25.439745,-0.21319206
1159000000,-25.452116,-0.24689141
1160000000,-25.503572,-0.25222915
1161000000,-25.488531,-0.24820594
1162000000,-25.457804,-0.24316317
1163000000,-25.474895,-0.2337905
1164000000,-25.341084,-0.2116763
1165000000,-25.397245,-0.20688665
1166000000,-25.359259,-0.23025629
1167000000,-25.372757,-0.24388112
1168000000,-25.374462,-0.22374366
1169000000,-25.370642,-0.26373276
1170000000,-25.324854,-0.22780709
1171000000,-25.32811,-0.25052965
1172000000,-25.314192,-0.24838044
1173000000,-25.269279,-0.21668427
1174000000,-25.266603,-0.23980014
1175000000,-25.255289,-0.23640399
1176000000,-25.194334,-0.21077543
1177000000,-25.215826,-0.20479709
1178000000,-25.253424,-0.23437284
1179000000,-25.220112,-0.2293139
1180000000,-25.172054,-0.21819554
1181000000,-25.158083,-0.22644138
1182000000,-25.152199,-0.23943913
1183000000,-25.151621,-0.22972965
1184000000,-25.102098,-0.21564959
1185000000,-25.144321,-0.22850987
1186000000,-25.14645,-0.22605878
1187000000,-25.100336,-0.23340094
1188000000,-25.071688,-0.23136671
1189000000,-25.02005,-0.21555391
1190000000,-25.058414,-0.24958864
1191000000,-25.04273,-0.25138798
1192000000,-25.077387,-0.24895868
1193000000,-25.06225,-0.25072601
1194000000,-25.042789,-0.22244032
1195000000,-24.960548,-0.22448041
1196000000,-25.016819,-0.25626457
1197000000,-25.045637,-0.2528396
1198000000,-24.94895,-0.24429762
1199000000,-24.946247,-0.23050514
1200000000,-24.9552,-0.24481642
1201000000,-24.961073,-0.25200334
1202000000,-24.915232,-0.24672553
1203000000,-24.897051,-0.22951458
1204000000,-24.851973,-0.23105808
1205000000,-24.858156,-0.2265999
1206000000,-24.836462,-0.22847146
1207000000,-24.842728,-0.22937958
1208000000,-24.8811,-0.25082752
1209000000,-24.84671,-0.25325716
1210000000,-24.825247,-0.22292852
1211000000,-24.797783,-0.23240088
1212000000,-24.799047,-0.23142588
1213000000,-24.780554,-0.23547117
1214000000,-24.777857,-0.22067201
1215000000,-24.764101,-0.24882419
1216000000,-24.706945,-0.23170084
1217000000,-24.745842,-0.25326505
1218000000,-24.789356,-0.25343758
1219000000,-24.678394,-0.20646483
1220000000,-24.710842,-0.22288042
1221000000,-24.688065,-0.23235758
1222000000,-24.708385,-0.24307692
1223000000,-24.696873,-0.2227093
1224000000,-24.708294,-0.24882512
1225000000,-24.693357,-0.24788857
1226000000,-24.665024,-0.24822079
1227000000,-24.694212,-0.25235629
1228000000,-24.629349,-0.22132875
1229000000,-24.637306,-0.24821497
1230000000,-24.649069,-0.23487844
1231000000,-24.614428,-0.25450438
1232000000,-24.63098,-0.25082043
1233000000,-24.610258,-0.23841421
1234000000,-24.639746,-0.22672965
1235000000,-24.597754,-0.24880786
1236000000,-24.592762,-0.24829227
1237000000,-24.58798,-0.2361958
1238000000,-24.594776,-0.24599077
1239000000,-24.568939,-0.25803867
1240000000,-24.54707,-0.2490335
1241000000,-24.558744,-0.23756421
1242000000,-24.552891,-0.25834247
1243000000,-24.58514,-0.25304046
1244000000,-24.52799,-0.24161591
1245000000,-24.456312,-0.22679542
