Freq [GHz],"dB(S(1,1)) []","dB(S(2,1)) []","dB(S(2,2)) []","dB(S(3,1)) []","dB(S(3,2)) []","dB(S(3,3)) []"
1.027,-13.7315230906,-3.3760595172,-17.2438280132,-3.3704150137,-9.6293607879,-17.3030748142
1.028,-13.7372036881,-3.375970304,-17.2532610382,-3.3703140554,-9.6358377313,-17.3128069719
1.029,-13.7428814598,-3.3758814449,-17.262681665,-3.3702134317,-9.6423157422,-17.3225274709
1.03,-13.7485563939,-3.3757929396,-17.2720897945,-3.3701131423,-9.6487948327,-17.3322362078
1.031,-13.7542284783,-3.3757047876,-17.2814853271,-3.3700131868,-9.655275015,-17.3419330791
1.032,-13.7598977013,-3.3756169883,-17.2908681632,-3.369913565,-9.6617563012,-17.3516179808
1.033,-13.7655640511,-3.3755295414,-17.3002382027,-3.3698142764,-9.6682387037,-17.3612908086
1.034,-13.7712275161,-3.3754424463,-17.3095953453,-3.3697153208,-9.6747222346,-17.3709514579
1.035,-13.7768880846,-3.3753557026,-17.3189394906,-3.3696166978,-9.6812069062,-17.380599824
1.036,-13.7825457451,-3.3752693098,-17.3282705379,-3.3695184071,-9.6876927307,-17.3902358016
1.037,-13.7882004862,-3.3751832673,-17.3375883861,-3.3694204483,-9.6941797205,-17.3998592853
1.038,-13.7938522965,-3.3750975748,-17.346892934,-3.369322821,-9.700667888,-17.4094701695
1.039,-13.7995011646,-3.3750122317,-17.3561840801,-3.369225525,-9.7071572454,-17.419068348
1.04,-13.8051470794,-3.3749272375,-17.3654617228,-3.3691285599,-9.7136478051,-17.4286537147
1.041,-13.8107900297,-3.3748425918,-17.37472576,-3.3690319253,-9.7201395796,-17.4382261629
1.042,-13.8164300044,-3.3747582939,-17.3839760897,-3.3689356209,-9.7266325813,-17.4477855858
1.043,-13.8220669926,-3.3746743436,-17.3932126094,-3.3688396463,-9.7331268226,-17.4573318763
1.044,-13.8277009833,-3.3745907401,-17.4024352165,-3.3687440011,-9.7396223161,-17.4668649269
1.045,-13.8333319657,-3.3745074831,-17.411643808,-3.3686486851,-9.7461190741,-17.4763846301
1.046,-13.8389599291,-3.3744245721,-17.4208382811,-3.3685536978,-9.7526171092,-17.4858908778
1.047,-13.8445848627,-3.3743420064,-17.4300185323,-3.3684590388,-9.759116434,-17.4953835619
1.048,-13.850206756,-3.3742597857,-17.4391844581,-3.3683647079,-9.765617061,-17.5048625739
1.049,-13.8558255984,-3.3741779093,-17.4483359548,-3.3682707046,-9.7721190028,-17.514327805
1.05,-13.8614413796,-3.3740963769,-17.4574729186,-3.3681770285,-9.778622272,-17.5237791464
1.051,-13.867054089,-3.3740151878,-17.4665952451,-3.3680836794,-9.7851268813,-17.5332164888
1.052,-13.8726637166,-3.3739343415,-17.4757028302,-3.3679906567,-9.7916328433,-17.5426397227
1.053,-13.878270252,-3.3738538376,-17.4847955693,-3.3678979602,-9.7981401707,-17.5520487383
1.054,-13.8838736851,-3.3737736755,-17.4938733575,-3.3678055895,-9.8046488761,-17.5614434258
1.055,-13.8894740059,-3.3736938546,-17.5029360901,-3.3677135441,-9.8111589724,-17.5708236749
1.056,-13.8950712045,-3.3736143745,-17.5119836618,-3.3676218238,-9.8176704722,-17.5801893752
1.057,-13.900665271,-3.3735352346,-17.5210159674,-3.367530428,-9.8241833883,-17.5895404159
1.058,-13.9062561955,-3.3734564344,-17.5300329013,-3.3674393565,-9.8306977335,-17.5988766862
1.059,-13.9118439684,-3.3733779734,-17.5390343579,-3.3673486088,-9.8372135207,-17.608198075
1.06,-13.91742858,-3.373299851,-17.5480202312,-3.3672581846,-9.8437307626,-17.6175044709
1.061,-13.9230100208,-3.3732220666,-17.5569904154,-3.3671680834,-9.8502494721,-17.6267957623
1.062,-13.9285882813,-3.3731446198,-17.5659448041,-3.3670783049,-9.856769662,-17.6360718374
1.063,-13.9341633521,-3.37306751,-17.5748832911,-3.3669888487,-9.8632913454,-17.6453325843
1.064,-13.9397352239,-3.3729907366,-17.5838057697,-3.3668997144,-9.869814535,-17.6545778906
1.065,-13.9453038876,-3.3729142992,-17.5927121333,-3.3668109015,-9.8763392438,-17.663807644
1.066,-13.9508693339,-3.3728381971,-17.601602275,-3.3667224097,-9.8828654849,-17.6730217319
1.067,-13.9564315539,-3.3727624298,-17.6104760878,-3.3666342386,-9.8893932711,-17.6822200415
1.068,-13.9619905385,-3.3726869968,-17.6193334646,-3.3665463877,-9.8959226155,-17.6914024597
1.069,-13.9675462788,-3.3726118975,-17.628174298,-3.3664588567,-9.9024535311,-17.7005688733
1.07,-13.9730987662,-3.3725371313,-17.6369984806,-3.3663716452,-9.908986031,-17.7097191689
1.071,-13.9786479917,-3.3724626977,-17.6458059049,-3.3662847527,-9.9155201282,-17.718853233
1.072,-13.9841939469,-3.3723885962,-17.654596463,-3.3661981788,-9.9220558358,-17.7279709519
1.073,-13.9897366232,-3.3723148261,-17.6633700473,-3.3661119232,-9.9285931669,-17.7370722115
1.074,-13.9952760121,-3.372241387,-17.6721265496,-3.3660259854,-9.9351321346,-17.7461568979
1.075,-14.0008121052,-3.3721682782,-17.680865862,-3.365940365,-9.9416727522,-17.7552248966
1.076,-14.0063448943,-3.3720954992,-17.6895878761,-3.3658550616,-9.9482150327,-17.7642760934
1.077,-14.0118743711,-3.3720230494,-17.6982924836,-3.3657700748,-9.9547589894,-17.7733103737
1.078,-14.0174005275,-3.3719509283,-17.7069795762,-3.3656854041,-9.9613046354,-17.7823276227
1.079,-14.0229233555,-3.3718791353,-17.7156490453,-3.3656010491,-9.9678519841,-17.7913277255
1.08,-14.0284428472,-3.3718076697,-17.7243007822,-3.3655170095,-9.9744010486,-17.8003105671
1.081,-14.0339589945,-3.3717365311,-17.7329346781,-3.3654332847,-9.9809518422,-17.8092760323
1.082,-14.0394717899,-3.3716657189,-17.7415506243,-3.3653498744,-9.9875043783,-17.8182240059
1.083,-14.0449812256,-3.3715952325,-17.7501485118,-3.3652667781,-9.9940586701,-17.8271543724
1.084,-14.0504872939,-3.3715250712,-17.7587282316,-3.3651839954,-10.000614731,-17.8360670162
1.085,-14.0559899874,-3.3714552346,-17.7672896746,-3.3651015259,-10.0071725743,-17.8449618217
1.086,-14.0614892987,-3.3713857221,-17.7758327316,-3.3650193691,-10.0137322134,-17.8538386731
1.087,-14.0669852203,-3.371316533,-17.7843572935,-3.3649375247,-10.0202936617,-17.8626974544
1.088,-14.0724777451,-3.3712476668,-17.7928632508,-3.3648559921,-10.0268569326,-17.8715380497
1.089,-14.0779668658,-3.3711791229,-17.8013504942,-3.364774771,-10.0334220396,-17.8803603428
1.09,-14.0834525754,-3.3711109007,-17.8098189144,-3.3646938608,-10.039988996,-17.8891642175
1.091,-14.0889348668,-3.3710429997,-17.8182684017,-3.3646132613,-10.0465578154,-17.8979495575
1.092,-14.0944137333,-3.3709754192,-17.8266988468,-3.3645329719,-10.0531285113,-17.9067162464
1.093,-14.0998891678,-3.3709081586,-17.8351101399,-3.3644529922,-10.0597010971,-17.9154641677
1.094,-14.1053611637,-3.3708412174,-17.8435021716,-3.3643733217,-10.0662755865,-17.9241932049
1.095,-14.1108297144,-3.3707745949,-17.8518748321,-3.3642939601,-10.0728519929,-17.9329032413
1.096,-14.1162948132,-3.3707082907,-17.8602280118,-3.3642149068,-10.0794303299,-17.9415941602
1.097,-14.1217564538,-3.370642304,-17.868561601,-3.3641361615,-10.0860106111,-17.9502658449
1.098,-14.1272146296,-3.3705766342,-17.8768754899,-3.3640577237,-10.0925928501,-17.9589181785
1.099,-14.1326693345,-3.3705112809,-17.8851695689,-3.3639795928,-10.0991770605,-17.9675510441
1.1,-14.1381205621,-3.3704462434,-17.8934437282,-3.3639017686,-10.1057632561,-17.976164325
1.101,-14.1435683064,-3.370381521,-17.901697858,-3.3638242505,-10.1123514504,-17.984757904
1.102,-14.1490125614,-3.3703171132,-17.9099318486,-3.3637470382,-10.1189416571,-17.9933316642
1.103,-14.154453321,-3.3702530194,-17.9181455904,-3.363670131,-10.12553389,-18.0018854885
1.104,-14.1598905795,-3.370189239,-17.9263389734,-3.3635935287,-10.1321281627,-18.01041926
1.105,-14.165324331,-3.3701257714,-17.9345118881,-3.3635172307,-10.138724489,-18.0189328615
1.106,-14.1707545698,-3.3700626159,-17.9426642247,-3.3634412366,-10.1453228827,-18.027426176
1.107,-14.1761812904,-3.369999772,-17.9507958736,-3.3633655459,-10.1519233575,-18.0358990863
1.108,-14.1816044873,-3.369937239,-17.9589067251,-3.3632901582,-10.1585259272,-18.0443514754
1.109,-14.1870241549,-3.3698750165,-17.9669966697,-3.363215073,-10.1651306057,-18.0527832262
1.11,-14.1924402881,-3.3698131036,-17.9750655978,-3.3631402899,-10.1717374067,-18.0611942216
1.111,-14.1978528814,-3.3697514999,-17.9831133999,-3.3630658084,-10.1783463442,-18.0695843444
1.112,-14.2032619299,-3.3696902047,-17.9911399666,-3.362991628,-10.184957432,-18.0779534778
1.113,-14.2086674283,-3.3696292174,-17.9991451884,-3.3629177483,-10.1915706839,-18.0863015046
1.114,-14.2140693717,-3.3695685374,-18.0071289561,-3.3628441689,-10.1981861139,-18.0946283079
1.115,-14.2194677553,-3.3695081641,-18.0150911604,-3.3627708892,-10.2048037359,-18.1029337707
1.116,-14.2248625741,-3.3694480969,-18.0230316921,-3.3626979089,-10.2114235639,-18.1112177761
1.117,-14.2302538235,-3.3693883351,-18.0309504421,-3.3626252274,-10.2180456117,-18.1194802072
1.118,-14.2356414989,-3.3693288782,-18.0388473014,-3.3625528442,-10.2246698935,-18.1277209473
1.119,-14.2410255956,-3.3692697255,-18.0467221612,-3.362480759,-10.2312964231,-18.1359398797
1.12,-14.2464061093,-3.3692108764,-18.0545749125,-3.3624089713,-10.2379252146,-18.1441368875
1.121,-14.2517830355,-3.3691523303,-18.0624054467,-3.3623374805,-10.244556282,-18.1523118544
1.122,-14.25715637,-3.3690940866,-18.0702136552,-3.3622662863,-10.2511896394,-18.1604646637
1.123,-14.2625261085,-3.3690361447,-18.0779994295,-3.3621953881,-10.2578253008,-18.168595199
1.124,-14.267892247,-3.3689785038,-18.0857626612,-3.3621247855,-10.2644632804,-18.1767033441
1.125,-14.2732547814,-3.3689211635,-18.0935032421,-3.362054478,-10.2711035921,-18.1847889826
1.126,-14.2786137078,-3.3688641231,-18.1012210641,-3.3619844652,-10.2777462502,-18.1928519984
1.127,-14.2839690223,-3.368807382,-18.1089160192,-3.3619147465,-10.2843912687,-18.2008922757
1.128,-14.2893207212,-3.3687509395,-18.1165879997,-3.3618453216,-10.2910386619,-18.2089096984
1.129,-14.2946688008,-3.3686947951,-18.1242368978,-3.3617761899,-10.2976884438,-18.2169041508
1.13,-14.3000132574,-3.3686389481,-18.1318626061,-3.361707351,-10.3043406288,-18.2248755173
1.131,-14.3053540876,-3.3685833978,-18.1394650173,-3.3616388044,-10.3109952309,-18.2328236823
1.132,-14.310691288,-3.3685281437,-18.147044024,-3.3615705496,-10.3176522644,-18.2407485306
1.133,-14.3160248552,-3.3684731852,-18.1545995195,-3.3615025862,-10.3243117435,-18.248649947
1.134,-14.321354786,-3.3684185216,-18.1621313968,-3.3614349136,-10.3309736826,-18.2565278165
1.135,-14.3266810772,-3.3683641523,-18.1696395494,-3.3613675315,-10.3376380958,-18.264382024
1.136,-14.3320037257,-3.3683100766,-18.1771238707,-3.3613004393,-10.3443049974,-18.2722124551
1.137,-14.3373227286,-3.368256294,-18.1845842547,-3.3612336366,-10.3509744018,-18.2800189952
1.138,-14.3426380828,-3.3682028038,-18.1920205952,-3.3611671228,-10.3576463233,-18.2878015299
1.139,-14.3479497857,-3.3681496054,-18.1994327865,-3.3611008976,-10.3643207763,-18.2955599451
1.14,-14.3532578344,-3.3680966981,-18.206820723,-3.3610349604,-10.370997775,-18.3032941269
1.141,-14.3585622264,-3.3680440814,-18.2141842993,-3.3609693108,-10.3776773338,-18.3110039616
1.142,-14.3638629589,-3.3679917546,-18.2215234103,-3.3609039483,-10.3843594672,-18.3186893357
1.143,-14.3691600297,-3.3679397171,-18.2288379512,-3.3608388724,-10.3910441896,-18.3263501358
1.144,-14.3744534361,-3.3678879683,-18.2361278172,-3.3607740826,-10.3977315153,-18.333986249
1.145,-14.379743176,-3.3678365075,-18.2433929041,-3.3607095785,-10.4044214589,-18.3415975623
1.146,-14.3850292471,-3.3677853341,-18.2506331076,-3.3606453596,-10.4111140347,-18.3491839633
1.147,-14.3903116473,-3.3677344474,-18.257848324,-3.3605814254,-10.4178092572,-18.3567453396
1.148,-14.3955903744,-3.3676838469,-18.2650384495,-3.3605177754,-10.424507141,-18.3642815791
1.149,-14.4008654264,-3.367633532,-18.272203381,-3.3604544092,-10.4312077005,-18.37179257
1.15,-14.4061368016,-3.3675835019,-18.2793430154,-3.3603913262,-10.4379109502,-18.3792782007
1.151,-14.411404498,-3.3675337561,-18.2864572499,-3.3603285261,-10.4446169048,-18.3867383601
1.152,-14.416668514,-3.3674842939,-18.2935459821,-3.3602660083,-10.4513255786,-18.3941729371
1.153,-14.4219288478,-3.3674351148,-18.3006091099,-3.3602037723,-10.4580369864,-18.4015818211
1.154,-14.4271854978,-3.367386218,-18.3076465314,-3.3601418177,-10.4647511427,-18.4089649016
1.155,-14.4324384627,-3.367337603,-18.3146581452,-3.360080144,-10.4714680621,-18.4163220686
1.156,-14.4376877409,-3.3672892691,-18.3216438501,-3.3600187506,-10.4781877592,-18.4236532123
1.157,-14.4429333312,-3.3672412157,-18.3286035451,-3.3599576373,-10.4849102487,-18.4309582233
1.158,-14.4481752323,-3.3671934422,-18.3355371299,-3.3598968033,-10.4916355451,-18.4382369925
1.159,-14.453413443,-3.367145948,-18.3424445042,-3.3598362484,-10.4983636632,-18.445489411
1.16,-14.4586479622,-3.3670987323,-18.3493255682,-3.359775972,-10.5050946177,-18.4527153705
1.161,-14.4638787889,-3.3670517947,-18.3561802224,-3.3597159735,-10.5118284232,-18.4599147629
1.162,-14.4691059221,-3.3670051344,-18.3630083678,-3.3596562527,-10.5185650944,-18.4670874804
1.163,-14.4743293611,-3.3669587509,-18.3698099056,-3.3595968089,-10.5253046461,-18.4742334157
1.164,-14.479549105,-3.3669126435,-18.3765847375,-3.3595376416,-10.5320470931,-18.4813524618
1.165,-14.4847651531,-3.3668668115,-18.3833327654,-3.3594787505,-10.53879245,-18.4884445121
1.166,-14.4899775048,-3.3668212545,-18.3900538919,-3.3594201351,-10.5455407317,-18.4955094604
1.167,-14.4951861596,-3.3667759717,-18.3967480198,-3.3593617947,-10.5522919529,-18.5025472009
1.168,-14.500391117,-3.3667309624,-18.4034150522,-3.3593037291,-10.5590461285,-18.509557628
1.169,-14.5055923766,-3.3666862262,-18.4100548929,-3.3592459377,-10.5658032733,-18.5165406369
1.17,-14.510789938,-3.3666417624,-18.4166674458,-3.35918842,-10.572563402,-18.5234961229
1.171,-14.5159838011,-3.3665975703,-18.4232526154,-3.3591311755,-10.5793265297,-18.5304239818
1.172,-14.5211739657,-3.3665536493,-18.4298103068,-3.3590742038,-10.586092671,-18.53732411
1.173,-14.5263604316,-3.3665099988,-18.4363404251,-3.3590175045,-10.592861841,-18.5441964041
1.174,-14.531543199,-3.3664666182,-18.4428428762,-3.3589610769,-10.5996340545,-18.5510407612
1.175,-14.5367222677,-3.3664235068,-18.4493175664,-3.3589049207,-10.6064093264,-18.5578570791
1.176,-14.541897638,-3.366380664,-18.4557644023,-3.3588490354,-10.6131876716,-18.5646452556
1.177,-14.5470693101,-3.3663380893,-18.4621832912,-3.3587934204,-10.6199691052,-18.5714051895
1.178,-14.5522372842,-3.366295782,-18.4685741406,-3.3587380754,-10.626753642,-18.5781367796
1.179,-14.5574015607,-3.3662537414,-18.4749368587,-3.3586829998,-10.633541297,-18.5848399255
1.18,-14.56256214,-3.366211967,-18.481271354,-3.3586281932,-10.6403320853,-18.5915145272
1.181,-14.5677190226,-3.3661704581,-18.4875775357,-3.3585736552,-10.6471260217,-18.5981604852
1.182,-14.5728722091,-3.3661292141,-18.4938553134,-3.3585193851,-10.6539231214,-18.6047777004
1.183,-14.5780217001,-3.3660882344,-18.5001045972,-3.3584653826,-10.6607233994,-18.6113660744
1.184,-14.5831674963,-3.3660475185,-18.5063252976,-3.3584116472,-10.6675268707,-18.6179255092
1.185,-14.5883095986,-3.3660070655,-18.5125173258,-3.3583581784,-10.6743335503,-18.6244559074
1.186,-14.5934480076,-3.365966875,-18.5186805934,-3.3583049757,-10.6811434535,-18.6309571721
1.187,-14.5985827245,-3.3659269464,-18.5248150127,-3.3582520387,-10.6879565952,-18.6374292068
1.188,-14.60371375,-3.365887279,-18.5309204963,-3.3581993669,-10.6947729905,-18.6438719159
1.189,-14.6088410853,-3.3658478721,-18.5369969576,-3.3581469599,-10.7015926546,-18.650285204
1.19,-14.6139647316,-3.3658087253,-18.5430443103,-3.3580948171,-10.7084156027,-18.6566689765
1.191,-14.6190846899,-3.3657698379,-18.5490624688,-3.3580429381,-10.7152418498,-18.6630231392
1.192,-14.6242009616,-3.3657312092,-18.5550513481,-3.3579913224,-10.7220714112,-18.6693475987
1.193,-14.6293135479,-3.3656928387,-18.5610108636,-3.3579399696,-10.728904302,-18.675642262
1.194,-14.6344224503,-3.3656547257,-18.5669409315,-3.3578888792,-10.7357405374,-18.6819070368
1.195,-14.6395276701,-3.3656168697,-18.5728414685,-3.3578380507,-10.7425801326,-18.6881418312
1.196,-14.644629209,-3.3655792701,-18.5787123917,-3.3577874837,-10.7494231029,-18.6943465543
1.197,-14.6497270684,-3.3655419261,-18.5845536191,-3.3577371776,-10.7562694635,-18.7005211155
1.198,-14.65482125,-3.3655048373,-18.5903650692,-3.3576871321,-10.7631192297,-18.7066654248
1.199,-14.6599117555,-3.3654680031,-18.596146661,-3.3576373467,-10.7699724166,-18.7127793931
1.2,-14.6649985867,-3.3654314227,-18.6018983141,-3.3575878209,-10.7768290397,-18.7188629317
1.201,-14.6700817454,-3.3653950957,-18.607619949,-3.3575385542,-10.7836891141,-18.7249159527
1.202,-14.6751612334,-3.3653590213,-18.6133114866,-3.3574895462,-10.7905526553,-18.7309383687
1.203,-14.6802370527,-3.3653231991,-18.6189728484,-3.3574407965,-10.7974196785,-18.736930093
1.204,-14.6853092054,-3.3652876284,-18.6246039567,-3.3573923045,-10.804290199,-18.7428910398
1.205,-14.6903776934,-3.3652523087,-18.6302047343,-3.3573440698,-10.8111642323,-18.7488211237
1.206,-14.695442519,-3.3652172392,-18.6357751048,-3.3572960919,-10.8180417937,-18.75472026
1.207,-14.7005036842,-3.3651824195,-18.6413149923,-3.3572483705,-10.8249228986,-18.7605883648
1.208,-14.7055611913,-3.3651478489,-18.6468243218,-3.357200905,-10.8318075624,-18.7664253549
1.209,-14.7106150427,-3.3651135269,-18.6523030187,-3.3571536949,-10.8386958005,-18.7722311477
1.21,-14.7156652405,-3.3650794528,-18.6577510092,-3.3571067399,-10.8455876283,-18.7780056614
1.211,-14.7207117874,-3.365045626,-18.6631682203,-3.3570600395,-10.8524830612,-18.7837488149
1.212,-14.7257546856,-3.3650120461,-18.6685545795,-3.3570135931,-10.8593821148,-18.7894605277
1.213,-14.7307939378,-3.3649787122,-18.6739100151,-3.3569674005,-10.8662848045,-18.7951407203
1.214,-14.7358295464,-3.364945624,-18.6792344561,-3.3569214611,-10.8731911457,-18.8007893136
1.215,-14.7408615142,-3.3649127808,-18.6845278322,-3.3568757744,-10.880101154,-18.8064062295
1.216,-14.7458898437,-3.364880182,-18.6897900737,-3.35683034,-10.8870148449,-18.8119913906
1.217,-14.7509145377,-3.3648478271,-18.6950211119,-3.3567851575,-10.8939322339,-18.8175447202
1.218,-14.755935599,-3.3648157154,-18.7002208785,-3.3567402265,-10.9008533365,-18.8230661424
1.219,-14.7609530304,-3.3647838463,-18.7053893062,-3.3566955464,-10.9077781684,-18.828555582
1.22,-14.7659668347,-3.3647522194,-18.7105263283,-3.3566511168,-10.914706745,-18.8340129647
1.221,-14.7709770149,-3.364720834,-18.7156318788,-3.3566069374,-10.921639082,-18.8394382169
1.222,-14.7759835739,-3.3646896895,-18.7207058926,-3.3565630076,-10.9285751949,-18.8448312658
1.223,-14.7809865149,-3.3646587853,-18.7257483052,-3.356519327,-10.9355150993,-18.8501920394
1.224,-14.7859858407,-3.364628121,-18.7307590531,-3.3564758951,-10.942458811,-18.8555204665
1.225,-14.7909815545,-3.3645976959,-18.7357380732,-3.3564327116,-10.9494063454,-18.8608164767
1.226,-14.7959736595,-3.3645675094,-18.7406853035,-3.3563897759,-10.9563577184,-18.8660800004
1.227,-14.8009621589,-3.364537561,-18.7456006826,-3.3563470878,-10.9633129455,-18.871310969
1.228,-14.8059470559,-3.3645078501,-18.7504841499,-3.3563046466,-10.9702720424,-18.8765093144
1.229,-14.8109283538,-3.3644783761,-18.7553356458,-3.356262452,-10.9772350248,-18.8816749696
1.23,-14.815906056,-3.3644491386,-18.7601551111,-3.3562205035,-10.9842019084,-18.8868078684
1.231,-14.8208801657,-3.3644201368,-18.7649424877,-3.3561788008,-10.9911727089,-18.8919079452
1.232,-14.8258506864,-3.3643913703,-18.7696977182,-3.3561373433,-10.9981474422,-18.8969751357
1.233,-14.8308176215,-3.3643628385,-18.7744207461,-3.3560961307,-11.0051261239,-18.902009376
1.234,-14.8357809745,-3.3643345408,-18.7791115156,-3.3560551625,-11.0121087697,-18.9070106033
1.235,-14.8407407491,-3.3643064767,-18.7837699717,-3.3560144384,-11.0190953955,-18.9119787558
1.236,-14.8456969486,-3.3642786456,-18.7883960603,-3.3559739577,-11.0260860171,-18.9169137721
1.237,-14.8506495767,-3.364251047,-18.7929897282,-3.3559337203,-11.0330806503,-18.9218155923
1.238,-14.855598637,-3.3642236802,-18.7975509229,-3.3558937255,-11.0400793108,-18.9266841569
1.239,-14.8605441333,-3.3641965449,-18.8020795927,-3.3558539731,-11.0470820146,-18.9315194074
1.24,-14.8654860692,-3.3641696404,-18.8065756869,-3.3558144625,-11.0540887774,-18.9363212864
1.241,-14.8704244484,-3.3641429661,-18.8110391556,-3.3557751934,-11.0610996151,-18.9410897372
1.242,-14.8753592748,-3.3641165216,-18.8154699497,-3.3557361653,-11.0681145436,-18.9458247041
1.243,-14.8802905521,-3.3640903063,-18.8198680209,-3.3556973779,-11.0751335788,-18.9505261322
1.244,-14.8852182841,-3.3640643196,-18.8242333219,-3.3556588306,-11.0821567366,-18.9551939677
1.245,-14.8901424748,-3.364038561,-18.8285658063,-3.3556205232,-11.089184033,-18.9598281575
1.246,-14.895063128,-3.36401303,-18.8328654283,-3.3555824551,-11.0962154837,-18.9644286496
1.247,-14.8999802476,-3.363987726,-18.8371321433,-3.355544626,-11.1032511048,-18.9689953928
1.248,-14.9048938376,-3.3639626485,-18.8413659074,-3.3555070355,-11.1102909122,-18.9735283371
1.249,-14.909803902,-3.3639377969,-18.8455666775,-3.3554696831,-11.117334922,-18.978027433
1.25,-14.9147104447,-3.3639131708,-18.8497344116,-3.3554325685,-11.12438315,-18.9824926324
1.251,-14.9196134699,-3.3638887696,-18.8538690685,-3.3553956912,-11.1314356124,-18.9869238878
1.252,-14.9245129815,-3.3638645928,-18.8579706078,-3.3553590509,-11.138492325,-18.9913211529
1.253,-14.9294089836,-3.3638406399,-18.8620389902,-3.355322647,-11.1455533039,-18.9956843823
1.254,-14.9343014804,-3.3638169103,-18.8660741771,-3.3552864794,-11.1526185653,-19.0000135314
1.255,-14.9391904759,-3.3637934034,-18.8700761309,-3.3552505474,-11.159688125,-19.0043085567
1.256,-14.9440759743,-3.3637701189,-18.8740448149,-3.3552148509,-11.1667619992,-19.0085694158
1.257,-14.9489579798,-3.3637470562,-18.8779801933,-3.3551793892,-11.173840204,-19.012796067
1.258,-14.9538364965,-3.3637242147,-18.8818822312,-3.3551441621,-11.1809227555,-19.0169884699
1.259,-14.9587115286,-3.363701594,-18.8857508947,-3.3551091692,-11.1880096697,-19.0211465847
1.26,-14.9635830804,-3.3636791935,-18.8895861507,-3.35507441,-11.1951009629,-19.0252703729
1.261,-14.9684511561,-3.3636570128,-18.8933879672,-3.3550398842,-11.202196651,-19.029359797
1.262,-14.9733157599,-3.3636350513,-18.897156313,-3.3550055914,-11.2092967504,-19.0334148202
1.263,-14.9781768962,-3.3636133085,-18.9008911578,-3.3549715312,-11.2164012771,-19.0374354069
1.264,-14.9830345691,-3.3635917839,-18.9045924723,-3.3549377032,-11.2235102473,-19.0414215227
1.265,-14.987888783,-3.3635704771,-18.9082602281,-3.3549041071,-11.2306236772,-19.0453731337
1.266,-14.9927395422,-3.3635493875,-18.9118943979,-3.3548707424,-11.2377415831,-19.0492902076
1.267,-14.9975868511,-3.3635285146,-18.9154949551,-3.3548376088,-11.2448639811,-19.0531727126
1.268,-15.0024307138,-3.3635078579,-18.9190618742,-3.3548047059,-11.2519908875,-19.0570206183
