Freq(Hz),S21 Log Mag(dB),S21 Phase,S11 Log Mag(dB),S11 Phase
1881000000,-0.96829224,-5.3567691,-10.16397,150.35551
1882000000,-0.97814679,-5.6682858,-10.141273,150.04688
1883000000,-0.9645716,-6.0193372,-10.131184,149.95743
1884000000,-0.96693689,-6.0426149,-10.144574,149.95934
1885000000,-0.97544742,-5.9837508,-10.176908,150.1245
1886000000,-0.95683855,-6.3453088,-10.14205,149.92937
1887000000,-0.9562062,-6.5872388,-10.163463,149.86549
1888000000,-0.97669953,-6.625741,-10.166941,149.93671
1889000000,-0.95090699,-7.091114,-10.129786,149.62646
1890000000,-0.99452871,-7.0871515,-10.187916,149.78084
1891000000,-0.95265818,-7.191473,-10.162777,149.63785
1892000000,-0.95541722,-7.2774668,-10.187121,149.67976
1893000000,-0.98366696,-7.5696468,-10.182753,149.36835
1894000000,-0.97530299,-7.731482,-10.154424,149.45572
1895000000,-0.97224396,-8.1298447,-10.189897,149.24918
1896000000,-0.95283592,-8.2039433,-10.161951,149.14799
1897000000,-0.9798888,-8.2595158,-10.19735,149.33798
1898000000,-0.95415068,-8.4455872,-10.179057,149.07733
1899000000,-0.97837675,-8.7020922,-10.192446,148.86497
1900000000,-0.96016508,-8.984375,-10.18498,148.89902
1901000000,-0.98712426,-9.1075354,-10.204714,148.97432
1902000000,-0.98292804,-9.3500662,-10.202168,148.68623
1903000000,-0.96003449,-9.5997601,-10.172179,148.61438
1904000000,-0.96957564,-9.6040001,-10.23014,148.88548
1905000000,-0.95434976,-9.7137842,-10.212124,148.79916
1906000000,-0.96520269,-10.03243,-10.240101,148.49805
1907000000,-0.95491129,-10.203033,-10.198284,148.6933
1908000000,-0.98267323,-10.428384,-10.238156,148.27681
1909000000,-0.94111997,-10.542726,-10.170941,148.45363
1910000000,-0.94923085,-10.770971,-10.231965,148.16725
1911000000,-0.94230253,-11.278296,-10.22412,147.89281
1912000000,-1.0142411,-11.123249,-10.26407,148.10303
1913000000,-0.98527384,-11.458531,-10.24316,147.98958
1914000000,-0.93720871,-11.68723,-10.205564,147.933
1915000000,-0.98747635,-11.644395,-10.281196,148.12323
1916000000,-0.98859161,-11.924559,-10.250863,147.8756
1917000000,-0.9516418,-12.072949,-10.222496,147.77831
1918000000,-0.92750925,-12.120889,-10.203506,147.91808
1919000000,-0.95535988,-12.459051,-10.269504,147.82893
1920000000,-0.98911649,-12.487773,-10.288433,147.81981
1921000000,-0.94293213,-12.932353,-10.226606,147.5217
1922000000,-0.94768631,-13.256829,-10.234118,147.25883
1923000000,-0.98040622,-13.183431,-10.307574,147.325
1924000000,-0.94234419,-13.512561,-10.250836,147.22139
1925000000,-0.96091497,-13.780836,-10.269308,147.14357
1926000000,-0.9801836,-13.828783,-10.300267,147.15886
1927000000,-0.94922775,-13.970529,-10.2592,147.28352
1928000000,-0.95201516,-14.127662,-10.287742,147.13333
1929000000,-0.99464929,-14.517991,-10.329493,146.75763
1930000000,-0.95452291,-14.612022,-10.282173,146.78801
1931000000,-0.98281342,-14.703801,-10.326782,146.78185
1932000000,-0.95576471,-14.878513,-10.280863,146.73964
1933000000,-0.98338914,-15.364296,-10.330504,146.43944
1934000000,-0.93334919,-15.299335,-10.325525,146.59962
1935000000,-0.97561318,-15.667566,-10.346543,146.21417
1936000000,-0.95104003,-15.812058,-10.290469,146.2845
1937000000,-0.9528693,-16.026817,-10.320997,146.34589
1938000000,-0.95878732,-16.036417,-10.336484,146.35902
1939000000,-0.96349281,-16.363077,-10.326179,146.19427
1940000000,-0.96790898,-16.401258,-10.370681,145.88812
1941000000,-0.96145809,-16.591209,-10.337283,146.1545
1942000000,-0.96394056,-16.728647,-10.388559,146.04399
1943000000,-0.94966501,-17.135496,-10.349107,145.91241
1944000000,-0.95907092,-17.135965,-10.37121,145.88492
1945000000,-0.96755224,-17.364229,-10.394614,145.89815
1946000000,-0.97683543,-17.670488,-10.3971,145.75612
1947000000,-0.95536965,-17.874317,-10.397115,145.74089
1948000000,-0.978522,-18.119682,-10.433771,145.42979
1949000000,-0.95477271,-18.154734,-10.389132,145.51517
1950000000,-0.97630244,-18.267883,-10.444944,145.67546
1951000000,-0.95512646,-18.613178,-10.399761,145.52554
1952000000,-0.97172451,-18.795504,-10.45825,145.42332
1953000000,-0.99661487,-18.766085,-10.471281,145.64142
1954000000,-0.9632504,-19.147491,-10.454888,145.50334
1955000000,-0.95088547,-19.248129,-10.471958,145.35327
1956000000,-0.93823683,-19.50123,-10.444469,145.14943
1957000000,-0.96374053,-19.561356,-10.45255,145.11563
1958000000,-0.94826764,-19.91469,-10.488223,145.08746
1959000000,-0.95828468,-20.243076,-10.497547,144.7811
1960000000,-0.95952725,-20.319279,-10.488601,144.78606
1961000000,-0.95204979,-20.540087,-10.466455,144.71916
1962000000,-0.94187081,-20.836355,-10.462778,144.87114
1963000000,-0.94375992,-21.051226,-10.511585,144.67729
1964000000,-0.96319735,-21.195971,-10.517154,144.53276
1965000000,-0.94733638,-21.145538,-10.54089,144.65865
1966000000,-0.95844352,-21.40123,-10.521935,144.22278
1967000000,-0.93395627,-21.70912,-10.518429,144.44917
1968000000,-0.94961089,-21.715933,-10.522798,144.66342
1969000000,-0.95680344,-21.901934,-10.555939,144.50386
1970000000,-0.91717076,-22.265165,-10.521669,144.35417
1971000000,-0.91511863,-22.362917,-10.545315,144.15973
1972000000,-0.93302464,-22.555668,-10.578489,144.23996
1973000000,-0.95276976,-22.886259,-10.609896,143.97433
1974000000,-0.93591636,-23.003212,-10.592855,144.01027
1975000000,-0.91583043,-23.025354,-10.576156,144.24254
1976000000,-0.93127567,-23.391396,-10.578008,143.88445
1977000000,-0.93874055,-23.577265,-10.584778,144.06154
1978000000,-0.93971473,-23.747068,-10.633683,143.63281
1979000000,-0.91870701,-23.881414,-10.615535,144.08101
1980000000,-0.97568291,-24.067814,-10.648813,143.66649
1981000000,-0.9584018,-24.223532,-10.658016,143.61021
1982000000,-0.92336112,-24.498022,-10.654949,143.41481
1983000000,-0.95659912,-24.372581,-10.643685,143.7153
1984000000,-0.94314432,-24.840326,-10.676822,143.51894
1985000000,-0.93524909,-25.009054,-10.67643,143.45592
1986000000,-0.92948943,-25.156082,-10.682142,143.49254
1987000000,-0.94665015,-25.508036,-10.689846,143.3129
1988000000,-0.95066184,-25.494444,-10.712276,143.32089
1989000000,-0.92228723,-25.858498,-10.718827,143.40738
1990000000,-0.91267955,-26.017803,-10.668174,143.38768
1991000000,-0.95020437,-26.363691,-10.740916,143.01947
1992000000,-0.91498673,-26.358099,-10.771009,143.07202
1993000000,-0.92978364,-26.589813,-10.760789,143.15814
1994000000,-0.93249393,-26.815607,-10.758303,143.03058
1995000000,-0.92635185,-27.085899,-10.737252,143.10539
1996000000,-0.91381705,-27.03813,-10.786241,143.12187
1997000000,-0.95564014,-27.417219,-10.81834,142.92999
1998000000,-0.94173199,-27.342421,-10.815542,142.96489
1999000000,-0.93302947,-27.783833,-10.769143,142.60939
2000000000,-0.94484979,-27.897446,-10.831619,142.67047
2001000000,-0.92109078,-27.961885,-10.837345,142.57892
2002000000,-0.95651436,-28.324205,-10.864601,142.48817
2003000000,-0.94788259,-28.470072,-10.90257,142.34816
2004000000,-0.91660488,-28.74106,-10.875305,142.43918
2005000000,-0.89875162,-28.873484,-10.852999,142.56133
2006000000,-0.90468228,-28.976877,-10.849901,142.61888
2007000000,-0.92554569,-29.154749,-10.895855,142.33015
2008000000,-0.89727753,-29.32259,-10.855004,142.17938
2009000000,-0.92149895,-29.465736,-10.88488,142.43971
2010000000,-0.94280058,-29.697916,-10.943789,142.29872
2011000000,-0.90593922,-30.047693,-10.942106,142.09734
2012000000,-0.92084688,-30.213802,-10.903368,141.82498
2013000000,-0.94463354,-30.389431,-10.942247,142.30896
2014000000,-0.92601061,-30.895514,-10.94662,141.70593
2015000000,-0.8872059,-30.622658,-10.950053,141.92871
2016000000,-0.90229899,-30.847757,-10.957027,141.92889
2017000000,-0.92293501,-31.069721,-10.999228,141.8308
2018000000,-0.94633144,-31.36862,-11.004093,141.72263
2019000000,-0.92708403,-31.583368,-11.039351,141.65714
2020000000,-0.93645793,-31.696241,-11.063185,141.76537
2021000000,-0.93713045,-31.899334,-11.044857,141.79893
2022000000,-0.92117143,-32.27589,-11.052169,141.6498
2023000000,-0.92506361,-32.02935,-11.064766,141.73946
2024000000,-0.91642356,-32.52692,-11.043583,141.37376
2025000000,-0.91461766,-32.615791,-11.086257,141.74519
2026000000,-0.91681212,-32.776424,-11.081061,141.49474
2027000000,-0.92140561,-33.059002,-11.124211,141.4241
2028000000,-0.87556988,-33.099297,-11.096158,141.52211
2029000000,-0.89428341,-33.344688,-11.149651,141.44899
2030000000,-0.91327184,-33.544678,-11.1583,141.13374
2031000000,-0.90541106,-33.860703,-11.139681,141.00783
2032000000,-0.89385176,-34.089111,-11.135933,141.08864
2033000000,-0.9319641,-34.09462,-11.18595,141.36841
2034000000,-0.92110556,-34.51202,-11.172709,141.03461
2035000000,-0.9076224,-34.472198,-11.237791,141.01852
2036000000,-0.93025446,-34.849483,-11.238608,141.04578
2037000000,-0.86845481,-34.870773,-11.219052,140.91112
2038000000,-0.88785148,-35.018917,-11.259031,140.93753
2039000000,-0.91938466,-35.360779,-11.259443,140.67909
2040000000,-0.87620598,-35.529411,-11.275824,140.72884
2041000000,-0.89909345,-35.822025,-11.276674,140.85789
2042000000,-0.88151681,-35.963745,-11.273199,140.71407
2043000000,-0.91540509,-36.308556,-11.327059,140.52625
2044000000,-0.93628943,-36.515156,-11.398461,140.27315
2045000000,-0.87194616,-36.544659,-11.32435,140.62489
2046000000,-0.89692384,-36.724064,-11.325249,140.26817
2047000000,-0.89154869,-36.870289,-11.396667,140.52811
2048000000,-0.89841354,-37.12801,-11.395854,140.47511
2049000000,-0.92107624,-37.10133,-11.446363,140.62947
2050000000,-0.87976772,-37.622078,-11.373339,140.43372
2051000000,-0.91369337,-37.700291,-11.443492,140.35765
2052000000,-0.89159077,-37.836578,-11.417755,140.55028
2053000000,-0.88819015,-38.132713,-11.433123,140.08998
2054000000,-0.88323569,-38.375984,-11.443744,140.2148
2055000000,-0.89027977,-38.571751,-11.515821,140.35403
2056000000,-0.86736685,-38.784843,-11.493398,140.26317
2057000000,-0.89359933,-38.856701,-11.472924,140.224
2058000000,-0.89347374,-39.068245,-11.490047,140.07773
2059000000,-0.86064446,-39.333664,-11.528039,140.16063
2060000000,-0.88879919,-39.328152,-11.541766,140.22935
2061000000,-0.91116244,-39.631042,-11.537727,140.16429
2062000000,-0.90024728,-39.835514,-11.585443,140.09601
2063000000,-0.89688134,-39.910595,-11.627025,140.04468
2064000000,-0.88089812,-40.380508,-11.595639,139.77342
2065000000,-0.91399163,-40.257046,-11.658826,140.21744
2066000000,-0.89606196,-40.743374,-11.668271,139.90419
2067000000,-0.88989133,-40.786884,-11.649581,139.98445
2068000000,-0.87951559,-41.074509,-11.655174,139.52588
2069000000,-0.86841917,-41.223457,-11.671081,139.7377
2070000000,-0.86126375,-41.337769,-11.732635,140.06856
2071000000,-0.88490605,-41.599293,-11.717744,139.76897
2072000000,-0.89149982,-41.569122,-11.772731,140.17249
2073000000,-0.90107489,-41.99646,-11.764532,139.65768
2074000000,-0.85842562,-42.089619,-11.745861,139.87659
2075000000,-0.89291388,-42.379299,-11.800982,139.7346
2076000000,-0.86956847,-42.376556,-11.795801,139.97508
2077000000,-0.88207293,-42.720974,-11.800515,139.17091
2078000000,-0.88699073,-42.860592,-11.842244,139.72757
2079000000,-0.89626086,-43.211693,-11.839192,139.51067
2080000000,-0.89669198,-43.120548,-11.893247,139.72856
2081000000,-0.87275887,-43.619656,-11.877369,139.22862
2082000000,-0.86311609,-43.657295,-11.873007,139.48302
2083000000,-0.86890233,-43.952522,-11.894467,139.3969
2084000000,-0.87172818,-44.219662,-11.934345,139.51718
2085000000,-0.87015456,-44.236282,-11.951998,139.50809
2086000000,-0.87115985,-44.738441,-11.955888,139.15642
2087000000,-0.8882497,-44.729858,-11.969689,139.26051
2088000000,-0.87662965,-44.751183,-11.994129,139.4097
2089000000,-0.84376115,-45.030941,-11.979328,139.57042
2090000000,-0.83900529,-45.301346,-11.976182,139.29593
2091000000,-0.8573283,-45.534653,-12.005861,139.19904
2092000000,-0.86684865,-45.769581,-12.033665,139.34579
2093000000,-0.87365597,-45.957291,-12.084188,139.2485
2094000000,-0.8890785,-45.981167,-12.093359,139.14658
2095000000,-0.84489942,-46.169956,-12.094907,139.21004
2096000000,-0.87792617,-46.495914,-12.114565,139.15436
2097000000,-0.87208003,-46.720989,-12.124962,139.12962
2098000000,-0.84607649,-46.917423,-12.097579,139.13541
2099000000,-0.85820723,-46.941475,-12.144762,139.33762
2100000000,-0.86295599,-47.301857,-12.181305,139.20796
2101000000,-0.87396657,-47.367867,-12.230268,138.92119
2102000000,-0.84606963,-47.534985,-12.230175,139.19054
2103000000,-0.87244421,-47.79031,-12.240778,139.16441
2104000000,-0.82682598,-48.035885,-12.215461,138.99416
2105000000,-0.83014899,-48.244415,-12.270634,139.29823
2106000000,-0.83048123,-48.378025,-12.294747,139.02203
2107000000,-0.83086497,-48.410076,-12.27643,139.5923
2108000000,-0.85440463,-48.7705,-12.315815,139.01817
2109000000,-0.82063377,-48.942104,-12.313296,139.06529
2110000000,-0.85192257,-49.066139,-12.364893,139.3533
2111000000,-0.82751054,-49.276276,-12.38049,139.14795
2112000000,-0.83643222,-49.456894,-12.371219,139.35747
2113000000,-0.84548855,-49.839268,-12.378951,138.8239
2114000000,-0.87137961,-50.085079,-12.470446,139.05379
2115000000,-0.85858691,-50.119038,-12.44164,138.94513
2116000000,-0.84384394,-50.393726,-12.45769,139.04494
2117000000,-0.84232646,-50.577377,-12.507163,138.94325
2118000000,-0.86312127,-50.97625,-12.535012,138.80777
2119000000,-0.84528399,-51.012543,-12.516176,139.0126
2120000000,-0.83610713,-51.21751,-12.533087,139.13405
2121000000,-0.83664978,-51.297859,-12.532556,139.29153
2122000000,-0.8205145,-51.446777,-12.592638,139.17021
2123000000,-0.83804166,-51.85614,-12.575996,138.93404
2124000000,-0.83576596,-52.081299,-12.607273,138.64696
2125000000,-0.84321505,-52.023113,-12.635807,139.25693
2126000000,-0.81852639,-52.261753,-12.637445,139.00282
2127000000,-0.80402362,-52.706856,-12.637972,139.13768
2128000000,-0.82318938,-52.716381,-12.664038,138.97424
2129000000,-0.82606453,-53.051857,-12.688398,138.94171
2130000000,-0.85330164,-53.17231,-12.727661,139.03534
2131000000,-0.85487944,-53.088669,-12.753939,139.22746
2132000000,-0.82390189,-53.724949,-12.743327,138.74908
2133000000,-0.81309021,-53.685833,-12.772758,139.01256
2134000000,-0.82496941,-53.936562,-12.822977,139.04404
2135000000,-0.81969899,-54.18943,-12.804857,139.06226
2136000000,-0.83829051,-54.370522,-12.837836,138.97586
2137000000,-0.82696855,-54.517712,-12.847318,138.98169
2138000000,-0.82533467,-55.039524,-12.876137,138.82622
2139000000,-0.79196,-54.952908,-12.872008,139.11017
2140000000,-0.81399983,-54.960835,-12.958084,139.05472
2141000000,-0.7985568,-55.446056,-12.916516,139.11108
2142000000,-0.82936788,-55.595772,-13.02852,139.13028
2143000000,-0.82364476,-55.814899,-12.989452,139.03918
2144000000,-0.82586789,-55.756008,-13.032184,139.22015
2145000000,-0.82352775,-56.147301,-13.009901,138.85736
2146000000,-0.81174737,-56.325699,-13.031952,139.28435
2147000000,-0.8145678,-56.694298,-13.057471,139.07506
2148000000,-0.81364185,-56.549866,-13.061541,139.2832
2149000000,-0.7993167,-56.784363,-13.080029,139.36983
2150000000,-0.80848348,-57.338047,-13.13698,139.25638
2151000000,-0.80977869,-57.213081,-13.156894,139.67741
2152000000,-0.8003428,-57.690258,-13.161797,139.28363
2153000000,-0.81983501,-57.762787,-13.147058,139.40755
2154000000,-0.79064876,-57.80241,-13.151869,139.37143
2155000000,-0.79444802,-58.072311,-13.254848,139.67758
2156000000,-0.80304402,-58.441006,-13.214632,139.28802
2157000000,-0.79382855,-58.33802,-13.265551,139.53563
2158000000,-0.82043588,-58.747906,-13.322842,139.10526
2159000000,-0.78911388,-58.7719,-13.317379,139.51331
2160000000,-0.81736016,-59.196903,-13.381046,139.81308
2161000000,-0.79932714,-59.215561,-13.404567,139.44052
2162000000,-0.82475799,-59.515408,-13.4041,139.55524
2163000000,-0.78148335,-59.52264,-13.363567,139.94522
2164000000,-0.83503616,-59.521812,-13.456535,140.149
2165000000,-0.81369889,-60.085331,-13.441934,140.17352
2166000000,-0.81095266,-60.227432,-13.481953,139.85831
2167000000,-0.81665432,-60.632698,-13.501698,139.76285
2168000000,-0.78273576,-60.629684,-13.505734,139.8848
2169000000,-0.79990757,-60.853279,-13.571514,139.86272
2170000000,-0.80284005,-61.188538,-13.55431,139.70403
2171000000,-0.79623383,-61.077328,-13.595493,139.99324
2172000000,-0.79147899,-61.427921,-13.585196,140.28142
2173000000,-0.77157897,-61.548775,-13.648798,139.89531
2174000000,-0.80219162,-61.87825,-13.687489,140.1391
2175000000,-0.82030058,-62.101734,-13.733683,140.1423
2176000000,-0.80176425,-62.413635,-13.713038,139.77698
2177000000,-0.7962265,-62.476986,-13.72262,140.48514
2178000000,-0.81787902,-62.962711,-13.741796,140.09477
2179000000,-0.77873075,-62.747726,-13.780821,140.3396
2180000000,-0.79392374,-63.088585,-13.788968,140.45854
2181000000,-0.8002798,-63.443325,-13.812592,140.30588
2182000000,-0.77789754,-63.504108,-13.84866,140.22162
2183000000,-0.77436709,-63.722218,-13.909456,140.24426
2184000000,-0.79084873,-63.69775,-13.882547,140.69514
2185000000,-0.7761907,-64.142586,-13.894179,140.35103
2186000000,-0.81210119,-64.309731,-13.924486,140.4325
2187000000,-0.78431433,-64.234924,-13.96099,140.52119
2188000000,-0.76245105,-64.502373,-13.99078,141.00072
2189000000,-0.77858859,-64.93055,-13.980648,140.57956
2190000000,-0.7686938,-64.951569,-14.005746,140.88637
2191000000,-0.77776217,-65.151642,-14.036875,141.12889
2192000000,-0.79100811,-65.534286,-14.082397,140.99089
2193000000,-0.81252372,-65.791084,-14.120234,140.89009
2194000000,-0.77645212,-65.853828,-14.122263,141.45206
2195000000,-0.7825076,-66.236244,-14.11148,140.88673
2196000000,-0.82772976,-66.255432,-14.20252,140.95076
2197000000,-0.81759191,-66.523407,-14.213643,141.25443
2198000000,-0.786641,-66.4664,-14.24087,141.48816
2199000000,-0.79296637,-66.811829,-14.224327,141.12926
2200000000,-0.75173438,-67.295258,-14.223558,141.04951
2201000000,-0.78856289,-67.110374,-14.314919,141.51956
2202000000,-0.79127336,-67.523659,-14.333904,141.54225
2203000000,-0.78241849,-67.715027,-14.324585,141.59352
2204000000,-0.7744711,-67.783463,-14.366117,141.69339
2205000000,-0.7522037,-67.887062,-14.428817,141.97224
2206000000,-0.76758772,-68.013313,-14.389075,141.82242
2207000000,-0.77171028,-68.518234,-14.422668,141.49405
2208000000,-0.79756415,-68.696228,-14.518335,141.89426
2209000000,-0.76142633,-69.052475,-14.510798,141.88501
2210000000,-0.7918492,-69.210236,-14.545239,141.81764
2211000000,-0.80640674,-69.313225,-14.578673,142.11617
2212000000,-0.78181303,-69.420212,-14.579258,142.04324
2213000000,-0.80509245,-69.457825,-14.68497,142.42093
2214000000,-0.78361446,-69.910812,-14.584728,141.98714
2215000000,-0.78351241,-70.161064,-14.637599,142.59981
2216000000,-0.76300979,-70.178757,-14.661286,142.45255
2217000000,-0.76086622,-70.575974,-14.72112,142.66161
2218000000,-0.76369262,-70.472107,-14.713915,143.16541
2219000000,-0.78450948,-70.981255,-14.797603,142.83656
2220000000,-0.80962241,-71.232468,-14.843995,142.90669
2221000000,-0.80863875,-71.246811,-14.856703,142.9325
2222000000,-0.7888999,-71.386841,-14.841564,143.20879
2223000000,-0.78069693,-71.568718,-14.85781,143.23453
2224000000,-0.78289419,-71.695839,-14.93433,143.61223
2225000000,-0.77191383,-72.021591,-14.857336,143.7599
2226000000,-0.77811092,-72.056168,-14.932533,143.83583
2227000000,-0.73054534,-72.54068,-14.938596,143.69577
2228000000,-0.75911891,-72.71566,-15.040683,143.71494
2229000000,-0.77372169,-72.970573,-14.955742,143.48553
2230000000,-0.77868861,-73.297462,-15.024097,143.6749
2231000000,-0.77184749,-73.39592,-15.093158,144.01451
2232000000,-0.76995039,-73.542542,-15.073192,144.15565
2233000000,-0.76975173,-73.836205,-15.125548,144.02382
2234000000,-0.75527185,-73.847168,-15.164103,144.24727
2235000000,-0.76801074,-74.085815,-15.161417,144.66336
2236000000,-0.73863906,-74.310005,-15.189347,144.29828
2237000000,-0.75834209,-74.636848,-15.237794,144.95166
2238000000,-0.74557066,-74.715034,-15.183523,144.55196
2239000000,-0.74985522,-75.01783,-15.298401,144.48157
2240000000,-0.77550554,-75.230232,-15.297315,145.09625
2241000000,-0.77033859,-75.448364,-15.317704,144.83716
2242000000,-0.77276027,-75.43737,-15.354667,144.97879
2243000000,-0.76729602,-75.788261,-15.409196,145.20284
2244000000,-0.77095407,-75.851311,-15.432974,145.45369
2245000000,-0.79427379,-76.152069,-15.456518,145.20915
2246000000,-0.76161093,-76.291832,-15.474832,145.55977
2247000000,-0.7589342,-76.419029,-15.509991,145.86238
2248000000,-0.77932316,-76.638672,-15.551036,145.53995
2249000000,-0.78407681,-77.152687,-15.534395,145.95988
2250000000,-0.73196381,-77.035027,-15.530687,146.34668
2251000000,-0.74978298,-77.322586,-15.597363,146.16592
2252000000,-0.76509571,-77.319107,-15.645565,146.64696
2253000000,-0.80341059,-77.766769,-15.636726,146.53932
2254000000,-0.76764172,-77.775291,-15.675634,146.79375
2255000000,-0.75982529,-78.120071,-15.676075,146.94861
2256000000,-0.76295626,-78.490036,-15.720298,147.09943
2257000000,-0.76633763,-78.683769,-15.759576,147.12024
2258000000,-0.76580679,-78.849068,-15.774715,147.15817
2259000000,-0.72990209,-79.006935,-15.792789,147.50739
2260000000,-0.76220191,-79.148308,-15.816609,147.54663
2261000000,-0.75282484,-79.394165,-15.812286,147.41818
2262000000,-0.78455794,-79.71048,-15.88582,147.77112
2263000000,-0.72961652,-79.730118,-15.907022,148.45424
2264000000,-0.77936608,-79.937225,-15.931877,148.38858
2265000000,-0.72797316,-80.062599,-15.870693,148.61693
2266000000,-0.76028103,-80.344261,-15.960588,148.74495
2267000000,-0.75354218,-80.74321,-15.942259,148.59375
2268000000,-0.75630009,-80.938751,-16.005596,148.75833
2269000000,-0.73231328,-81.201714,-15.937203,148.79306
2270000000,-0.73630816,-81.286407,-16.040031,149.48718
2271000000,-0.76536012,-81.273552,-16.091326,149.7979
2272000000,-0.76286995,-81.732498,-16.170261,149.41936
2273000000,-0.79446197,-81.842484,-16.135986,149.33429
2274000000,-0.7601186,-81.966331,-16.195454,149.63226
2275000000,-0.73692983,-81.995766,-16.212521,150.38092
2276000000,-0.74092406,-82.674118,-16.177704,150.28319
2277000000,-0.72473025,-82.769447,-16.181862,150.21414
2278000000,-0.75545883,-82.835716,-16.209949,151.12064
2279000000,-0.74757558,-82.974518,-16.247568,151.14807
2280000000,-0.76950258,-83.349731,-16.309229,150.74255
2281000000,-0.76789165,-83.359955,-16.331831,151.19746
2282000000,-0.74074513,-83.403069,-16.348286,151.75024
2283000000,-0.76435089,-83.999107,-16.438965,151.6279
2284000000,-0.7280311,-84.163246,-16.34701,151.73962
2285000000,-0.75412238,-84.213608,-16.417061,152.00578
2286000000,-0.74449605,-84.307701,-16.402752,152.2375
2287000000,-0.76754785,-84.716187,-16.471922,152.1662
2288000000,-0.76266962,-84.897499,-16.46632,152.53416
2289000000,-0.72675031,-84.991501,-16.407385,152.4599
2290000000,-0.75882334,-85.177528,-16.480326,153.00783
2291000000,-0.73073286,-85.642067,-16.562286,153.23947
2292000000,-0.73673081,-85.493958,-16.566204,153.35524
2293000000,-0.7602548,-85.849586,-16.612528,153.60188
2294000000,-0.73054159,-86.076828,-16.569069,153.71616
2295000000,-0.75021595,-86.144691,-16.702694,153.85269
2296000000,-0.76410204,-86.469734,-16.685293,153.84642
2297000000,-0.75847685,-86.61869,-16.69212,154.44249
2298000000,-0.78549963,-86.836563,-16.716646,154.27635
2299000000,-0.77700901,-87.095634,-16.798231,154.24467
2300000000,-0.78783548,-87.222687,-16.746582,154.95911
2301000000,-0.76004857,-87.487999,-16.810127,154.89915
2302000000,-0.75487882,-87.710411,-16.766308,155.4137
2303000000,-0.7293219,-87.839287,-16.793705,155.39886
2304000000,-0.74874187,-88.153206,-16.82785,155.85356
2305000000,-0.7587924,-88.264114,-16.860235,156.10118
2306000000,-0.74728036,-88.25943,-16.891872,156.5623
2307000000,-0.74548221,-88.716522,-16.817263,156.77361
2308000000,-0.74597454,-88.791039,-16.957216,157.05171
2309000000,-0.73466545,-89.029686,-16.90377,157.05339
2310000000,-0.75630033,-89.145081,-16.920376,157.46574
2311000000,-0.72413141,-89.486115,-16.953726,157.22009
2312000000,-0.77107364,-89.586235,-17.006857,157.51781
2313000000,-0.75583982,-89.811508,-16.998718,158.01094
2314000000,-0.71696901,-90.079773,-16.9853,158.05963
2315000000,-0.79022115,-90.168114,-17.001709,158.27672
2316000000,-0.75901055,-90.439468,-17.039553,158.74451
2317000000,-0.77540737,-90.838066,-17.078596,158.44531
2318000000,-0.76698911,-90.871872,-17.115955,159.03802
2319000000,-0.78368855,-91.106972,-17.092918,159.10509
2320000000,-0.77719533,-91.396896,-17.141918,159.56168
2321000000,-0.71350133,-91.525253,-17.04137,160.21432
2322000000,-0.73030627,-91.828491,-17.132589,159.88399
2323000000,-0.74803263,-92.076378,-17.134296,160.29811
2324000000,-0.76588178,-91.955681,-17.17094,160.67299
2325000000,-0.75061411,-92.466942,-17.185078,160.38829
2326000000,-0.73131025,-92.604309,-17.171816,161.28033
2327000000,-0.74282318,-92.663605,-17.205536,161.35651
2328000000,-0.76367217,-92.935417,-17.228123,161.99182
2329000000,-0.71411341,-93.083893,-17.143703,162.30907
2330000000,-0.75636381,-93.520645,-17.238926,162.03294
2331000000,-0.76340348,-93.634666,-17.285557,161.97478
2332000000,-0.78324026,-93.742981,-17.295116,162.4173
2333000000,-0.72909987,-94.103828,-17.297443,163.0433
2334000000,-0.79330176,-93.925766,-17.381302,163.49554
2335000000,-0.74538642,-94.514366,-17.296686,163.24438
2336000000,-0.77291393,-94.664917,-17.317545,164.00117
2337000000,-0.73522019,-94.768166,-17.298431,164.03581
2338000000,-0.7705822,-95.176743,-17.339407,164.21782
2339000000,-0.74018335,-95.246498,-17.366764,164.60526
2340000000,-0.71941888,-95.347076,-17.357752,165.14101
2341000000,-0.74651349,-95.683304,-17.369875,165.58269
2342000000,-0.75714755,-96.011787,-17.451176,165.43024
2343000000,-0.76645857,-95.958305,-17.389004,165.68585
2344000000,-0.75391483,-96.444176,-17.429859,166.23248
2345000000,-0.74092299,-96.572334,-17.485073,166.4429
2346000000,-0.75405914,-96.617615,-17.423712,166.78183
2347000000,-0.77141052,-96.803757,-17.477682,166.91757
2348000000,-0.74336284,-97.155975,-17.410242,166.99969
2349000000,-0.7479949,-97.067825,-17.513479,167.68489
2350000000,-0.73348719,-97.452065,-17.427502,167.91722
2351000000,-0.76765674,-97.772636,-17.50757,167.92775
2352000000,-0.76397794,-97.890572,-17.488079,168.41605
2353000000,-0.77556485,-98.204414,-17.547272,168.21408
2354000000,-0.76559901,-98.129646,-17.516447,169.21199
2355000000,-0.74993747,-98.528076,-17.450485,169.52182
2356000000,-0.76903427,-98.797668,-17.501139,169.59311
2357000000,-0.77619153,-99.091003,-17.551716,169.84349
2358000000,-0.77068871,-99.111702,-17.470257,169.99832
2359000000,-0.75628173,-99.315231,-17.535467,170.46054
2360000000,-0.77444416,-99.463463,-17.55323,170.52025
