Freq(Hz),Line S21 Phase,,Thru S21 Phase,,Line S21 Phase Sim,,Thru S21 Phase Sim
1826000000,-56.063416,,-0.73528588,,-3.379796681,,-117.2637966
1827000000,-55.814102,,-0.59335357,,-3.480961607,,-117.328525
1828000000,-56.064735,,-0.57709169,,-3.582127001,,-117.3932537
1829000000,-56.062908,,-0.70742923,,-3.683292863,,-117.4579827
1830000000,-56.253231,,-0.78048944,,-3.784459195,,-117.5227119
1831000000,-56.039276,,-0.58366251,,-3.885625999,,-117.5874415
1832000000,-56.265141,,-0.81203306,,-3.986793276,,-117.6521713
1833000000,-56.447617,,-0.73982078,,-4.087961027,,-117.7169015
1834000000,-56.176918,,-0.6604889,,-4.189129254,,-117.7816319
1835000000,-56.3615,,-0.67767411,,-4.290297958,,-117.8463627
1836000000,-56.2346,,-0.79282904,,-4.39146714,,-117.9110937
1837000000,-56.291527,,-0.80018508,,-4.492636802,,-117.9758251
1838000000,-56.441895,,-0.81395352,,-4.593806945,,-118.0405567
1839000000,-56.322582,,-0.72939348,,-4.694977571,,-118.1052887
1840000000,-56.123161,,-0.55547035,,-4.79614868,,-118.1700209
1841000000,-56.397373,,-0.76554984,,-4.897320275,,-118.2347535
1842000000,-56.595451,,-0.67315054,,-4.998492357,,-118.2994863
1843000000,-56.615879,,-0.69991535,,-5.099664926,,-118.3642195
1844000000,-56.549553,,-0.69876564,,-5.200837985,,-118.4289529
1845000000,-56.361214,,-0.55401158,,-5.302011535,,-118.4936867
1846000000,-56.658691,,-0.773938,,-5.403185576,,-118.5584208
1847000000,-56.668514,,-0.63231689,,-5.504360111,,-118.6231552
1848000000,-56.529705,,-0.69864744,,-5.605535141,,-118.6878899
1849000000,-56.636208,,-0.73874378,,-5.706710667,,-118.7526249
1850000000,-56.719429,,-0.66964984,,-5.807886691,,-118.8173602
1851000000,-56.788853,,-0.67527151,,-5.909063213,,-118.8820959
1852000000,-56.677776,,-0.55365998,,-6.010240236,,-118.9468318
1853000000,-56.816429,,-0.72119373,,-6.11141776,,-119.0115681
1854000000,-56.747616,,-0.64926898,,-6.212595787,,-119.0763047
1855000000,-56.895897,,-0.67511863,,-6.313774318,,-119.1410416
1856000000,-57.066498,,-0.69286227,,-6.414953355,,-119.2057788
1857000000,-56.865654,,-0.81679749,,-6.516132899,,-119.2705163
1858000000,-56.940945,,-0.81260836,,-6.617312951,,-119.3352541
1859000000,-56.974937,,-0.57109445,,-6.718493513,,-119.3999923
1860000000,-56.881702,,-0.67630029,,-6.819674585,,-119.4647308
1861000000,-56.988594,,-0.64327466,,-6.92085617,,-119.5294696
1862000000,-57.147972,,-0.75154972,,-7.022038269,,-119.5942087
1863000000,-57.060822,,-0.65619665,,-7.123220882,,-119.6589482
1864000000,-57.272976,,-0.896909,,-7.224404012,,-119.7236879
1865000000,-57.02512,,-0.54625732,,-7.325587659,,-119.788428
1866000000,-57.380169,,-0.88381642,,-7.426771826,,-119.8531684
1867000000,-57.442875,,-0.81805217,,-7.527956512,,-119.9179092
1868000000,-57.174908,,-0.64753199,,-7.62914172,,-119.9826503
1869000000,-57.463768,,-0.68896061,,-7.730327451,,-120.0473917
1870000000,-57.480358,,-0.92594314,,-7.831513707,,-120.1121334
1871000000,-57.288933,,-0.62627494,,-7.932700487,,-120.1768754
1872000000,-57.558674,,-0.76083702,,-8.033887795,,-120.2416178
1873000000,-57.447144,,-0.82409471,,-8.135075631,,-120.3063605
1874000000,-57.634148,,-0.89792889,,-8.236263996,,-120.3711036
1875000000,-57.377975,,-0.52148247,,-8.337452892,,-120.435847
1876000000,-57.547569,,-0.70549434,,-8.438642321,,-120.5005907
1877000000,-57.58474,,-0.79299557,,-8.539832282,,-120.5653347
1878000000,-57.599136,,-0.78514552,,-8.641022779,,-120.6300791
1879000000,-57.700981,,-0.69028521,,-8.742213811,,-120.6948238
1880000000,-57.603268,,-0.73503822,,-8.843405381,,-120.7595689
1881000000,-57.699772,,-0.95600933,,-8.944597489,,-120.8243143
1882000000,-57.745903,,-0.84993356,,-9.045790138,,-120.88906
1883000000,-57.857113,,-0.78051412,,-9.146983327,,-120.9538061
1884000000,-57.864277,,-0.79632705,,-9.248177059,,-121.0185525
1885000000,-57.739727,,-0.76032984,,-9.349371335,,-121.0832992
1886000000,-57.692539,,-0.68937385,,-9.450566156,,-121.1480463
1887000000,-57.70422,,-0.69268495,,-9.551761523,,-121.2127937
1888000000,-57.801739,,-0.64529222,,-9.652957439,,-121.2775415
1889000000,-57.818836,,-0.68189144,,-9.754153903,,-121.3422896
1890000000,-57.953247,,-0.65147024,,-9.855350917,,-121.4070381
1891000000,-57.977501,,-0.69363576,,-9.956548483,,-121.4717869
1892000000,-58.064007,,-0.65938085,,-10.0577466,,-121.536536
1893000000,-58.006905,,-0.70726055,,-10.15894527,,-121.6012855
1894000000,-58.087639,,-0.7576043,,-10.2601445,,-121.6660354
1895000000,-58.007095,,-0.60822648,,-10.36134429,,-121.7307855
1896000000,-58.039028,,-0.71963471,,-10.46254463,,-121.7955361
1897000000,-58.232903,,-0.79300755,,-10.56374553,,-121.860287
1898000000,-58.344028,,-0.71481168,,-10.66494699,,-121.9250382
1899000000,-58.234337,,-0.71267712,,-10.76614902,,-121.9897898
1900000000,-58.279171,,-0.66984737,,-10.86735161,,-122.0545418
1901000000,-58.137184,,-0.47351408,,-10.96855476,,-122.119294
1902000000,-58.141937,,-0.66147095,,-11.06975847,,-122.1840467
1903000000,-58.402264,,-0.56719095,,-11.17096276,,-122.2487997
1904000000,-58.156078,,-0.60345179,,-11.27216761,,-122.3135531
1905000000,-58.436714,,-0.80478615,,-11.37337303,,-122.3783068
1906000000,-58.266151,,-0.51356786,,-11.47457902,,-122.4430608
1907000000,-58.393002,,-0.71021932,,-11.57578558,,-122.5078153
1908000000,-58.690109,,-0.83316433,,-11.67699272,,-122.5725701
1909000000,-58.432152,,-0.55175012,,-11.77820043,,-122.6373252
1910000000,-58.582958,,-0.70182317,,-11.87940872,,-122.7020807
1911000000,-58.599846,,-0.48268452,,-11.98061758,,-122.7668366
1912000000,-58.708591,,-0.68953228,,-12.08182702,,-122.8315928
1913000000,-58.523827,,-0.51289612,,-12.18303704,,-122.8963494
1914000000,-58.768391,,-0.72717357,,-12.28424764,,-122.9611064
1915000000,-58.666714,,-0.79846424,,-12.38545882,,-123.0258637
1916000000,-58.717537,,-0.76831001,,-12.48667059,,-123.0906214
1917000000,-58.812103,,-0.59179074,,-12.58788294,,-123.1553794
1918000000,-58.897507,,-0.79124039,,-12.68909587,,-123.2201378
1919000000,-58.708637,,-0.64835942,,-12.79030939,,-123.2848966
1920000000,-58.821404,,-0.50273401,,-12.8915235,,-123.3496557
1921000000,-58.831287,,-0.66491669,,-12.9927382,,-123.4144153
1922000000,-58.853821,,-0.57692319,,-13.09395349,,-123.4791751
1923000000,-58.820538,,-0.65446198,,-13.19516937,,-123.5439354
1924000000,-59.151844,,-0.73385519,,-13.29638584,,-123.608696
1925000000,-59.144993,,-0.67549288,,-13.39760291,,-123.673457
1926000000,-59.135143,,-0.60331118,,-13.49882057,,-123.7382184
1927000000,-59.24147,,-0.87504065,,-13.60003883,,-123.8029801
1928000000,-59.19294,,-0.61397314,,-13.70125769,,-123.8677422
1929000000,-59.0868,,-0.79247689,,-13.80247714,,-123.9325047
1930000000,-59.342773,,-0.82189929,,-13.9036972,,-123.9972676
1931000000,-59.217381,,-0.66426367,,-14.00491785,,-124.0620308
1932000000,-59.327297,,-0.73815942,,-14.10613911,,-124.1267944
1933000000,-59.251633,,-0.58993345,,-14.20736098,,-124.1915584
1934000000,-59.406212,,-0.69680387,,-14.30858344,,-124.2563228
1935000000,-59.371815,,-0.79745823,,-14.40980652,,-124.3210876
1936000000,-59.39822,,-0.82557547,,-14.5110302,,-124.3858527
1937000000,-59.396759,,-0.68631589,,-14.61225448,,-124.4506182
1938000000,-59.230129,,-0.62504554,,-14.71347938,,-124.5153841
1939000000,-59.516075,,-0.73071444,,-14.81470489,,-124.5801503
1940000000,-59.222378,,-0.54557115,,-14.91593101,,-124.644917
1941000000,-59.30801,,-0.58839959,,-15.01715774,,-124.709684
1942000000,-59.4547,,-0.64817977,,-15.11838509,,-124.7744515
1943000000,-59.461899,,-0.69108403,,-15.21961306,,-124.8392193
1944000000,-59.43169,,-0.48982239,,-15.32084164,,-124.9039875
1945000000,-59.482944,,-0.55475724,,-15.42207083,,-124.968756
1946000000,-59.664757,,-0.71521991,,-15.52330065,,-125.033525
1947000000,-59.829365,,-0.80795598,,-15.62453109,,-125.0982943
1948000000,-59.669327,,-0.72311836,,-15.72576215,,-125.1630641
1949000000,-59.792332,,-0.67136246,,-15.82699383,,-125.2278342
1950000000,-59.658398,,-0.62880731,,-15.92822613,,-125.2926047
1951000000,-59.906239,,-0.72910303,,-16.02945906,,-125.3573756
1952000000,-59.832588,,-0.71564579,,-16.13069262,,-125.4221469
1953000000,-59.750401,,-0.59948826,,-16.2319268,,-125.4869186
1954000000,-60.021271,,-0.74821287,,-16.33316161,,-125.5516907
1955000000,-60.134781,,-0.9786486,,-16.43439705,,-125.6164632
1956000000,-59.910172,,-0.65523231,,-16.53563312,,-125.681236
1957000000,-59.996307,,-0.66654849,,-16.63686982,,-125.7460093
1958000000,-59.807663,,-0.54612094,,-16.73810715,,-125.810783
1959000000,-60.119164,,-0.5611316,,-16.83934512,,-125.875557
1960000000,-60.115719,,-0.76558721,,-16.94058373,,-125.9403315
1961000000,-60.333225,,-0.77853477,,-17.04182297,,-126.0051063
1962000000,-59.941597,,-0.57473737,,-17.14306284,,-126.0698815
1963000000,-60.221565,,-0.66233623,,-17.24430336,,-126.1346572
1964000000,-60.289116,,-0.74220377,,-17.34554451,,-126.1994332
1965000000,-59.981266,,-0.55158353,,-17.44678631,,-126.2642097
1966000000,-60.328167,,-0.61758888,,-17.54802875,,-126.3289865
1967000000,-60.224335,,-0.60589641,,-17.64927183,,-126.3937638
1968000000,-60.241444,,-0.70884544,,-17.75051555,,-126.4585414
1969000000,-60.243717,,-0.7568574,,-17.85175992,,-126.5233195
1970000000,-60.304043,,-0.77013862,,-17.95300494,,-126.5880979
1971000000,-60.16547,,-0.59829891,,-18.0542506,,-126.6528768
1972000000,-60.288952,,-0.5019927,,-18.15549692,,-126.7176561
1973000000,-60.50864,,-0.65924901,,-18.25674388,,-126.7824357
1974000000,-60.429962,,-0.59733361,,-18.35799149,,-126.8472158
1975000000,-60.622902,,-0.67196739,,-18.45923976,,-126.9119963
1976000000,-60.386421,,-0.69572634,,-18.56048867,,-126.9767772
1977000000,-60.544792,,-0.62198782,,-18.66173825,,-127.0415585
1978000000,-60.548069,,-0.67617548,,-18.76298847,,-127.1063402
1979000000,-60.684532,,-0.53363538,,-18.86423936,,-127.1711223
1980000000,-60.70726,,-0.50964755,,-18.9654909,,-127.2359048
1981000000,-60.900726,,-0.63172966,,-19.0667431,,-127.3006878
1982000000,-60.665966,,-0.64189124,,-19.16799595,,-127.3654711
1983000000,-61.026375,,-0.70851314,,-19.26924947,,-127.4302549
1984000000,-61.062527,,-0.6823585,,-19.37050365,,-127.4950391
1985000000,-60.760666,,-0.58417362,,-19.4717585,,-127.5598237
1986000000,-61.053333,,-0.64660889,,-19.573014,,-127.6246087
1987000000,-61.184246,,-0.8516072,,-19.67427018,,-127.6893941
1988000000,-60.837471,,-0.60802507,,-19.77552702,,-127.7541799
1989000000,-60.791531,,-0.4940795,,-19.87678452,,-127.8189662
1990000000,-60.933483,,-0.49803281,,-19.97804269,,-127.8837528
1991000000,-61.055218,,-0.72935289,,-20.07930154,,-127.9485399
1992000000,-61.198128,,-0.64146632,,-20.18056105,,-128.0133274
1993000000,-60.916996,,-0.5068959,,-20.28182123,,-128.0781154
1994000000,-61.308456,,-0.69741273,,-20.38308209,,-128.1429037
1995000000,-61.200359,,-0.65375412,,-20.48434362,,-128.2076925
1996000000,-61.201817,,-0.53573948,,-20.58560582,,-128.2724817
1997000000,-61.001247,,-0.68080688,,-20.6868687,,-128.3372713
1998000000,-61.273315,,-0.52468318,,-20.78813226,,-128.4020613
1999000000,-61.317749,,-0.73190111,,-20.88939649,,-128.4668518
2000000000,-61.3512,,-0.70793265,,-20.99066141,,-128.5316426
2001000000,-61.17931,,-0.50278026,,-21.091927,,-128.5964339
2002000000,-61.273544,,-0.68002629,,-21.19319327,,-128.6612257
2003000000,-61.3493,,-0.63023949,,-21.29446023,,-128.7260178
2004000000,-61.358952,,-0.65865618,,-21.39572786,,-128.7908104
2005000000,-61.358109,,-0.59459555,,-21.49699618,,-128.8556034
2006000000,-61.426754,,-0.61701739,,-21.59826519,,-128.9203968
2007000000,-61.643887,,-0.70373434,,-21.69953488,,-128.9851907
2008000000,-61.55542,,-0.73746133,,-21.80080526,,-129.049985
2009000000,-61.677544,,-0.64624542,,-21.90207633,,-129.1147797
2010000000,-61.538387,,-0.60846543,,-22.00334808,,-129.1795749
2011000000,-61.602226,,-0.58792233,,-22.10462053,,-129.2443705
2012000000,-61.806519,,-0.85255611,,-22.20589367,,-129.3091665
2013000000,-61.621338,,-0.56791365,,-22.3071675,,-129.3739629
2014000000,-61.648518,,-0.57110113,,-22.40844202,,-129.4387598
2015000000,-61.735435,,-0.71016645,,-22.50971723,,-129.5035571
2016000000,-61.71875,,-0.58179706,,-22.61099314,,-129.5683549
2017000000,-61.92384,,-0.76003438,,-22.71226975,,-129.633153
2018000000,-61.79221,,-0.68028659,,-22.81354705,,-129.6979517
2019000000,-61.752945,,-0.6492151,,-22.91482506,,-129.7627507
2020000000,-61.986172,,-0.7224158,,-23.01610376,,-129.8275502
2021000000,-61.822849,,-0.56503373,,-23.11738316,,-129.8923501
2022000000,-62.154156,,-0.83204597,,-23.21866326,,-129.9571505
2023000000,-62.124962,,-0.6356734,,-23.31994406,,-130.0219513
2024000000,-61.966953,,-0.64101553,,-23.42122557,,-130.0867525
2025000000,-62.042385,,-0.69481272,,-23.52250778,,-130.1515542
2026000000,-61.893139,,-0.63529533,,-23.62379069,,-130.2163563
2027000000,-62.084957,,-0.61228436,,-23.72507431,,-130.2811589
2028000000,-61.943272,,-0.32912865,,-23.82635864,,-130.3459619
2029000000,-62.068928,,-0.6129716,,-23.92764368,,-130.4107654
2030000000,-62.282883,,-0.50412917,,-24.02892942,,-130.4755692
2031000000,-62.267059,,-0.69365329,,-24.13021588,,-130.5403736
2032000000,-62.208988,,-0.47249281,,-24.23150304,,-130.6051784
2033000000,-62.400364,,-0.70011359,,-24.33279092,,-130.6699836
2034000000,-62.395103,,-0.67887008,,-24.43407951,,-130.7347892
2035000000,-62.505348,,-0.76681864,,-24.53536881,,-130.7995954
2036000000,-62.479431,,-0.52648234,,-24.63665882,,-130.8644019
2037000000,-62.452923,,-0.73497683,,-24.73794956,,-130.9292089
2038000000,-62.437595,,-0.62868744,,-24.83924101,,-130.9940164
2039000000,-62.557178,,-0.67611057,,-24.94053317,,-131.0588243
2040000000,-62.403728,,-0.52349985,,-25.04182606,,-131.1236326
2041000000,-62.553135,,-0.58900499,,-25.14311966,,-131.1884414
2042000000,-62.462353,,-0.45565233,,-25.24441399,,-131.2532507
2043000000,-62.74955,,-0.81707919,,-25.34570903,,-131.3180604
2044000000,-62.73518,,-0.53603303,,-25.4470048,,-131.3828705
2045000000,-62.549232,,-0.52400011,,-25.54830129,,-131.4476811
2046000000,-62.637199,,-0.58140862,,-25.6495985,,-131.5124922
2047000000,-62.695183,,-0.53162098,,-25.75089644,,-131.5773037
2048000000,-62.758041,,-0.54356515,,-25.85219511,,-131.6421157
2049000000,-62.795197,,-0.37608847,,-25.9534945,,-131.7069281
2050000000,-62.693138,,-0.58509582,,-26.05479462,,-131.771741
2051000000,-62.962318,,-0.59546423,,-26.15609546,,-131.8365543
2052000000,-62.903618,,-0.73224211,,-26.25739704,,-131.9013681
2053000000,-62.766224,,-0.52245021,,-26.35869935,,-131.9661823
2054000000,-62.98373,,-0.6080054,,-26.46000239,,-132.030997
2055000000,-63.071354,,-0.67540258,,-26.56130616,,-132.0958122
2056000000,-62.906479,,-0.62640709,,-26.66261066,,-132.1606278
2057000000,-62.990391,,-0.60876238,,-26.7639159,,-132.2254438
2058000000,-63.155079,,-0.72550678,,-26.86522187,,-132.2902604
2059000000,-63.073322,,-0.55499554,,-26.96652858,,-132.3550774
2060000000,-63.202808,,-0.66191596,,-27.06783602,,-132.4198948
2061000000,-63.121025,,-0.52007848,,-27.1691442,,-132.4847127
2062000000,-63.171066,,-0.62055159,,-27.27045312,,-132.5495311
2063000000,-63.24424,,-0.51351768,,-27.37176278,,-132.61435
2064000000,-63.36237,,-0.5711959,,-27.47307318,,-132.6791693
2065000000,-63.325867,,-0.47166833,,-27.57438433,,-132.743989
2066000000,-63.526581,,-0.63131893,,-27.67569621,,-132.8088092
2067000000,-63.121643,,-0.42002741,,-27.77700883,,-132.8736299
2068000000,-63.429474,,-0.61111856,,-27.8783222,,-132.9384511
2069000000,-63.235531,,-0.57100236,,-27.97963632,,-133.0032727
2070000000,-63.360325,,-0.57351536,,-28.08095118,,-133.0680948
2071000000,-63.497341,,-0.59207541,,-28.18226678,,-133.1329174
2072000000,-63.656139,,-0.69437593,,-28.28358313,,-133.1977404
2073000000,-63.411674,,-0.42921007,,-28.38490024,,-133.2625639
2074000000,-63.557793,,-0.71235895,,-28.48621808,,-133.3273879
2075000000,-63.424046,,-0.43936154,,-28.58753668,,-133.3922123
2076000000,-63.706085,,-0.66349053,,-28.68885603,,-133.4570372
2077000000,-63.440289,,-0.55199796,,-28.79017613,,-133.5218626
2078000000,-63.708359,,-0.53249508,,-28.89149699,,-133.5866884
2079000000,-63.719601,,-0.73236358,,-28.99281859,,-133.6515147
2080000000,-63.595661,,-0.34467009,,-29.09414095,,-133.7163415
2081000000,-63.911999,,-0.6695472,,-29.19546407,,-133.7811688
2082000000,-63.665028,,-0.54067189,,-29.29678794,,-133.8459965
2083000000,-63.972523,,-0.69260848,,-29.39811257,,-133.9108247
2084000000,-63.884968,,-0.61807251,,-29.49943795,,-133.9756534
2085000000,-63.722679,,-0.41458431,,-29.60076409,,-134.0404825
2086000000,-63.946491,,-0.79141289,,-29.70209099,,-134.1053122
2087000000,-63.944019,,-0.53700376,,-29.80341865,,-134.1701423
2088000000,-63.884605,,-0.63472956,,-29.90474708,,-134.2349729
2089000000,-63.794434,,-0.46015614,,-30.00607626,,-134.2998039
2090000000,-64.058136,,-0.36673304,,-30.1074062,,-134.3646354
2091000000,-63.881142,,-0.70981687,,-30.20873691,,-134.4294675
2092000000,-63.967747,,-0.64558786,,-30.31006838,,-134.4943
2093000000,-64.134377,,-0.78197563,,-30.41140062,,-134.5591329
2094000000,-64.05851,,-0.42213559,,-30.51273362,,-134.6239664
2095000000,-64.119263,,-0.72808665,,-30.61406739,,-134.6888003
2096000000,-64.333611,,-0.62250686,,-30.71540192,,-134.7536347
2097000000,-64.374519,,-0.55519372,,-30.81673723,,-134.8184696
2098000000,-64.253883,,-0.47382528,,-30.9180733,,-134.883305
2099000000,-64.233116,,-0.55809319,,-31.01941014,,-134.9481408
2100000000,-64.354767,,-0.53092963,,-31.12074775,,-135.0129772
2101000000,-64.388817,,-0.61801326,,-31.22208613,,-135.077814
2102000000,-64.574142,,-0.64025539,,-31.32342528,,-135.1426513
2103000000,-64.546051,,-0.71065986,,-31.42476521,,-135.2074891
2104000000,-64.309052,,-0.52033854,,-31.52610591,,-135.2723274
2105000000,-64.432762,,-0.46159181,,-31.62744738,,-135.3371662
2106000000,-64.380348,,-0.67376733,,-31.72878963,,-135.4020054
2107000000,-64.527855,,-0.4674606,,-31.83013265,,-135.4668451
2108000000,-64.727432,,-0.80290788,,-31.93147645,,-135.5316854
2109000000,-64.438011,,-0.60566127,,-32.03282103,,-135.5965261
2110000000,-64.554436,,-0.69309825,,-32.13416638,,-135.6613673
2111000000,-64.598511,,-0.64112228,,-32.23551251,,-135.726209
2112000000,-64.563156,,-0.40875387,,-32.33685943,,-135.7910511
2113000000,-64.64798,,-0.67521757,,-32.43820712,,-135.8558938
2114000000,-64.602943,,-0.48329633,,-32.53955559,,-135.9207369
2115000000,-64.762283,,-0.56018919,,-32.64090485,,-135.9855806
2116000000,-64.63855,,-0.54259062,,-32.74225489,,-136.0504247
2117000000,-64.687592,,-0.43371961,,-32.84360571,,-136.1152694
2118000000,-64.706947,,-0.45995408,,-32.94495731,,-136.1801145
2119000000,-64.959106,,-0.65099561,,-33.0463097,,-136.2449601
2120000000,-64.988235,,-0.61537081,,-33.14766288,,-136.3098062
2121000000,-64.961578,,-0.56878614,,-33.24901684,,-136.3746528
2122000000,-64.954094,,-0.47513726,,-33.35037159,,-136.4394999
2123000000,-64.909683,,-0.48679003,,-33.45172712,,-136.5043475
2124000000,-64.906128,,-0.60977548,,-33.55308345,,-136.5691956
2125000000,-65.088921,,-0.69385689,,-33.65444056,,-136.6340441
2126000000,-65.109108,,-0.66321295,,-33.75579846,,-136.6988932
2127000000,-65.141068,,-0.59485298,,-33.85715715,,-136.7637428
2128000000,-65.195396,,-0.67356944,,-33.95851664,,-136.8285929
2129000000,-65.243607,,-0.7299186,,-34.05987691,,-136.8934434
2130000000,-65.26619,,-0.73768336,,-34.16123798,,-136.9582945
2131000000,-65.290581,,-0.61333323,,-34.26259984,,-137.0231461
2132000000,-65.291763,,-0.62704277,,-34.3639625,,-137.0879981
2133000000,-65.429153,,-0.65780288,,-34.46532595,,-137.1528507
2134000000,-65.26371,,-0.60628885,,-34.56669019,,-137.2177038
2135000000,-65.383934,,-0.451195,,-34.66805523,,-137.2825573
2136000000,-65.281189,,-0.53915626,,-34.76942107,,-137.3474114
2137000000,-65.384254,,-0.65702021,,-34.87078771,,-137.4122659
2138000000,-65.591103,,-0.58841717,,-34.97215514,,-137.477121
2139000000,-65.423218,,-0.58646286,,-35.07352338,,-137.5419766
2140000000,-65.53524,,-0.67613369,,-35.17489241,,-137.6068327
2141000000,-65.358261,,-0.55529451,,-35.27626224,,-137.6716892
2142000000,-65.89502,,-0.77463996,,-35.37763287,,-137.7365463
2143000000,-65.569626,,-0.69357973,,-35.47900431,,-137.8014039
2144000000,-65.883392,,-0.69357455,,-35.58037655,,-137.866262
2145000000,-65.632614,,-0.51007652,,-35.68174959,,-137.9311206
2146000000,-65.798698,,-0.50554317,,-35.78312343,,-137.9959797
2147000000,-65.71608,,-0.61165464,,-35.88449808,,-138.0608393
2148000000,-65.790649,,-0.56885535,,-35.98587353,,-138.1256994
2149000000,-65.708282,,-0.62214154,,-36.08724979,,-138.1905601
2150000000,-65.63974,,-0.62052834,,-36.18862685,,-138.2554212
2151000000,-65.771217,,-0.42232835,,-36.29000473,,-138.3202828
2152000000,-65.764557,,-0.58497137,,-36.39138341,,-138.385145
2153000000,-65.91008,,-0.65211022,,-36.49276289,,-138.4500076
2154000000,-65.853264,,-0.3475962,,-36.59414319,,-138.5148708
2155000000,-65.911423,,-0.66525984,,-36.69552429,,-138.5797345
2156000000,-66.267708,,-0.67798907,,-36.79690621,,-138.6445987
2157000000,-65.985794,,-0.77222055,,-36.89828894,,-138.7094634
2158000000,-65.972168,,-0.48438346,,-36.99967247,,-138.7743286
2159000000,-66.124199,,-0.61565161,,-37.10105682,,-138.8391943
2160000000,-66.065422,,-0.48177013,,-37.20244199,,-138.9040605
2161000000,-66.278915,,-0.53229105,,-37.30382796,,-138.9689273
2162000000,-66.224815,,-0.83663017,,-37.40521475,,-139.0337945
2163000000,-66.194405,,-0.66329199,,-37.50660236,,-139.0986623
2164000000,-66.35817,,-0.65328187,,-37.60799078,,-139.1635306
2165000000,-66.216843,,-0.407547,,-37.70938001,,-139.2283994
2166000000,-66.364738,,-0.79092628,,-37.81077006,,-139.2932687
2167000000,-66.328056,,-0.55966723,,-37.91216093,,-139.3581386
2168000000,-66.429779,,-0.58709055,,-38.01355262,,-139.4230089
2169000000,-66.439705,,-0.63982338,,-38.11494512,,-139.4878798
2170000000,-66.405853,,-0.66154039,,-38.21633844,,-139.5527512
2171000000,-66.525787,,-0.66000789,,-38.31773259,,-139.6176231
2172000000,-66.468498,,-0.71897346,,-38.41912755,,-139.6824955
2173000000,-66.534836,,-0.71431065,,-38.52052333,,-139.7473684
2174000000,-66.478867,,-0.54344511,,-38.62191994,,-139.8122419
2175000000,-66.60511,,-0.68779844,,-38.72331736,,-139.8771159
2176000000,-66.469917,,-0.56229949,,-38.82471561,,-139.9419904
2177000000,-66.609047,,-0.59844601,,-38.92611469,,-140.0068654
2178000000,-66.612831,,-0.53572947,,-39.02751458,,-140.0717409
2179000000,-66.59301,,-0.56610042,,-39.1289153,,-140.136617
2180000000,-66.70742,,-0.5221284,,-39.23031685,,-140.2014936
2181000000,-66.568893,,-0.49735475,,-39.33171922,,-140.2663707
2182000000,-66.658478,,-0.43675539,,-39.43312241,,-140.3312483
2183000000,-66.845123,,-0.49039909,,-39.53452643,,-140.3961264
2184000000,-66.697136,,-0.55605298,,-39.63593128,,-140.4610051
2185000000,-66.881874,,-0.4874886,,-39.73733696,,-140.5258843
2186000000,-66.812874,,-0.54129642,,-39.83874347,,-140.590764
2187000000,-66.825668,,-0.47365388,,-39.9401508,,-140.6556443
2188000000,-66.948952,,-0.54282796,,-40.04155896,,-140.720525
2189000000,-66.93119,,-0.60109341,,-40.14296796,,-140.7854063
2190000000,-67.2258,,-0.75486118,,-40.24437778,,-140.8502881
2191000000,-67.151131,,-0.72855175,,-40.34578843,,-140.9151705
2192000000,-66.828087,,-0.4579269,,-40.44719992,,-140.9800534
2193000000,-67.142181,,-0.41632646,,-40.54861224,,-141.0449368
2194000000,-67.277428,,-0.65438443,,-40.65002539,,-141.1098207
2195000000,-66.953621,,-0.47764158,,-40.75143938,,-141.1747051
2196000000,-67.490646,,-0.5464372,,-40.85285419,,-141.2395901
2197000000,-67.31591,,-0.80085957,,-40.95426985,,-141.3044756
2198000000,-67.317078,,-0.61607409,,-41.05568633,,-141.3693617
2199000000,-67.329796,,-0.66293859,,-41.15710366,,-141.4342482
2200000000,-67.323395,,-0.50876737,,-41.25852181,,-141.4991353
2201000000,-67.346565,,-0.67972618,,-41.35994081,,-141.564023
2202000000,-67.341179,,-0.54853487,,-41.46136064,,-141.6289111
2203000000,-67.395988,,-0.69551158,,-41.56278131,,-141.6937998
2204000000,-67.410408,,-0.74797374,,-41.66420282,,-141.7586891
2205000000,-67.358147,,-0.47029811,,-41.76562516,,-141.8235788
2206000000,-67.44722,,-0.63004822,,-41.86704835,,-141.8884691
2207000000,-67.478065,,-0.77913088,,-41.96847237,,-141.9533599
2208000000,-67.528168,,-0.55876672,,-42.06989724,,-142.0182513
2209000000,-67.620903,,-0.81381673,,-42.17132294,,-142.0831432
2210000000,-67.406517,,-0.67677307,,-42.27274949,,-142.1480356
2211000000,-67.630402,,-0.56025231,,-42.37417687,,-142.2129285
2212000000,-67.782433,,-0.71548921,,-42.4756051,,-142.277822
2213000000,-67.884933,,-0.55457187,,-42.57703418,,-142.3427161
2214000000,-67.824158,,-0.71914649,,-42.67846409,,-142.4076106
2215000000,-67.703514,,-0.45179856,,-42.77989485,,-142.4725057
2216000000,-67.770554,,-0.40651813,,-42.88132645,,-142.5374014
2217000000,-68.01664,,-0.66956246,,-42.9827589,,-142.6022975
2218000000,-68.336792,,-0.84809005,,-43.08419219,,-142.6671942
2219000000,-67.982147,,-0.55566132,,-43.18562633,,-142.7320915
2220000000,-67.874641,,-0.58424026,,-43.28706131,,-142.7969893
2221000000,-67.797974,,-0.53551358,,-43.38849715,,-142.8618876
2222000000,-67.970177,,-0.57986116,,-43.48993382,,-142.9267865
2223000000,-67.874519,,-0.43875715,,-43.59137135,,-142.9916859
2224000000,-67.917091,,-0.62354797,,-43.69280972,,-143.0565858
