"Freq [GHz]","cang_deg(S(2,1)) [deg]"
1,80.1331726321764
1.001,80.0320951630552
1.002,79.9310172317733
1.003,79.8299388423811
1.004,79.7288599989124
1.005,79.627780705384
1.006,79.5267009657964
1.007,79.4256207841327
1.008,79.32454016436
1.009,79.2234591104283
1.01,79.1223776262711
1.011,79.0212957158051
1.012,78.9202133829305
1.013,78.8191306315309
1.014,78.7180474654731
1.015,78.6169638886077
1.016,78.5158799047683
1.017,78.4147955177721
1.018,78.3137107314198
1.019,78.2126255494957
1.02,78.1115399757673
1.021,78.010454013986
1.022,77.9093676678864
1.023,77.8082809411867
1.024,77.7071938375889
1.025,77.6061063607784
1.026,77.5050185144242
1.027,77.403930302179
1.028,77.3028417276791
1.029,77.2017527945444
1.03,77.1006635063787
1.031,76.9995738667693
1.032,76.8984838792872
1.033,76.7973935474873
1.034,76.6963028749082
1.035,76.5952118650722
1.036,76.4941205214854
1.037,76.3930288476379
1.038,76.2919368470033
1.039,76.1908445230394
1.04,76.0897518791877
1.041,75.9886589188737
1.042,75.8875656455066
1.043,75.7864720624798
1.044,75.6853781731706
1.045,75.5842839809401
1.046,75.4831894891335
1.047,75.3820947010802
1.048,75.2809996200933
1.049,75.1799042494703
1.05,75.0788085924926
1.051,74.9777126524258
1.052,74.8766164325194
1.053,74.7755199360073
1.054,74.6744231661076
1.055,74.5733261260224
1.056,74.472228818938
1.057,74.3711312480252
1.058,74.2700334164389
1.059,74.1689353273181
1.06,74.0678369837865
1.061,73.9667383889517
1.062,73.865639545906
1.063,73.7645404577259
1.064,73.6634411274723
1.065,73.5623415581905
1.066,73.4612417529104
1.067,73.3601417146462
1.068,73.2590414463966
1.069,73.1579409511449
1.07,73.0568402318587
1.071,72.9557392914906
1.072,72.8546381329774
1.073,72.7535367592405
1.074,72.6524351731863
1.075,72.5513333777054
1.076,72.4502313756733
1.077,72.3491291699503
1.078,72.2480267633812
1.079,72.1469241587957
1.08,72.0458213590082
1.081,71.9447183668178
1.082,71.8436151850088
1.083,71.7425118163499
1.084,71.641408263595
1.085,71.5403045294826
1.086,71.4392006167363
1.087,71.3380965280647
1.088,71.2369922661613
1.089,71.1358878337046
1.09,71.034783233358
1.091,70.9336784677701
1.092,70.8325735395746
1.093,70.73146845139
1.094,70.6303632058205
1.095,70.5292578054548
1.096,70.4281522528673
1.097,70.3270465506171
1.098,70.2259407012489
1.099,70.1248347072925
1.1,70.0237285712632
1.101,69.9226222956612
1.102,69.8215158829723
1.103,69.7204093356677
1.104,69.6193026562037
1.105,69.5181958470224
1.106,69.4170889105508
1.107,69.315981849202
1.108,69.2148746653741
1.109,69.1137673614509
1.11,69.0126599398017
1.111,68.9115524027813
1.112,68.8104447527303
1.113,68.7093369919748
1.114,68.6082291228263
1.115,68.5071211475825
1.116,68.4060130685262
1.117,68.3049048879264
1.118,68.2037966080377
1.119,68.1026882311003
1.12,68.0015797593406
1.121,67.9004711949704
1.122,67.7993625401875
1.123,67.6982537971759
1.124,67.597144968105
1.125,67.4960360551305
1.126,67.3949270603941
1.127,67.2938179860231
1.128,67.1927088341313
1.129,67.0915996068184
1.13,66.9904903061699
1.131,66.8893809342577
1.132,66.7882714931399
1.133,66.6871619848605
1.134,66.5860524114499
1.135,66.4849427749246
1.136,66.3838330772875
1.137,66.2827233205274
1.138,66.18161350662
1.139,66.0805036375267
1.14,65.9793937151957
1.141,65.8782837415615
1.142,65.7771737185448
1.143,65.676063648053
1.144,65.5749535319799
1.145,65.4738433722057
1.146,65.3727331705972
1.147,65.2716229290078
1.148,65.1705126492774
1.149,65.0694023332326
1.15,64.9682919826866
1.151,64.8671815994391
1.152,64.7660711852768
1.153,64.6649607419731
1.154,64.5638502712878
1.155,64.4627397749678
1.156,64.3616292547468
1.157,64.2605187123453
1.158,64.1594081494705
1.159,64.0582975678168
1.16,63.9571869690653
1.161,63.8560763548841
1.162,63.7549657269284
1.163,63.6538550868402
1.164,63.5527444362489
1.165,63.4516337767705
1.166,63.3505231100085
1.167,63.2494124375532
1.168,63.1483017609824
1.169,63.0471910818609
1.17,62.9460804017406
1.171,62.8449697221609
1.172,62.7438590446483
1.173,62.6427483707167
1.174,62.5416377018673
1.175,62.4405270395885
1.176,62.3394163853563
1.177,62.2383057406343
1.178,62.1371951068729
1.179,62.0360844855107
1.18,61.9349738779733
1.181,61.8338632856742
1.182,61.7327527100142
1.183,61.6316421523818
1.184,61.530531614153
1.185,61.4294210966918
1.186,61.3283106013496
1.187,61.2272001294654
1.188,61.1260896823662
1.189,61.0249792613668
1.19,60.9238688677694
1.191,60.8227585028646
1.192,60.7216481679305
1.193,60.620537864233
1.194,60.5194275930262
1.195,60.418317355552
1.196,60.3172071530403
1.197,60.2160969867089
1.198,60.1149868577641
1.199,60.0138767673995
1.2,59.9127667167973
1.201,59.811656707128
1.202,59.7105467395496
1.203,59.6094368152089
1.204,59.5083269352407
1.205,59.4072171007679
1.206,59.3061073129019
1.207,59.2049975727422
1.208,59.1038878813769
1.209,59.002778239882
1.21,58.9016686493225
1.211,58.8005591107514
1.212,58.6994496252102
1.213,58.5983401937289
1.214,58.497230817326
1.215,58.3961214970088
1.216,58.2950122337729
1.217,58.1939030286024
1.218,58.0927938824704
1.219,57.9916847963381
1.22,57.890575771156
1.221,57.7894668078631
1.222,57.6883579073868
1.223,57.5872490706437
1.224,57.4861402985392
1.225,57.3850315919672
1.226,57.2839229518107
1.227,57.1828143789418
1.228,57.081705874221
1.229,56.9805974384981
1.23,56.879489072612
1.231,56.7783807773902
1.232,56.6772725536497
1.233,56.5761644021962
1.234,56.4750563238247
1.235,56.3739483193194
1.236,56.2728403894534
1.237,56.1717325349891
1.238,56.0706247566784
1.239,55.9695170552621
1.24,55.8684094314702
1.241,55.7673018860225
1.242,55.6661944196277
1.243,55.5650870329841
1.244,55.4639797267791
1.245,55.3628725016899
1.246,55.2617653583831
1.247,55.1606582975144
1.248,55.0595513197296
1.249,54.9584444256635
1.25,54.8573376159409
1.251,54.7562308911758
1.252,54.6551242519724
1.253,54.554017698924
1.254,54.4529112326138
1.255,54.3518048536148
1.256,54.2506985624898
1.257,54.1495923597912
1.258,54.0484862460612
1.259,53.9473802218321
1.26,53.8462742876257
1.261,53.7451684439542
1.262,53.6440626913191
1.263,53.5429570302125
1.264,53.4418514611159
1.265,53.3407459845014
1.266,53.2396406008306
1.267,53.1385353105556
1.268,53.0374301141183
1.269,52.9363250119509
1.27,52.8352200044758
1.271,52.7341150921054
1.272,52.6330102752427
1.273,52.5319055542804
1.274,52.430800929602
1.275,52.329696401581
1.276,52.2285919705814
1.277,52.1274876369574
1.278,52.0263834010538
1.279,51.9252792632058
1.28,51.8241752237388
1.281,51.7230712829691
1.282,51.6219674412031
1.283,51.5208636987382
1.284,51.4197600558618
1.285,51.3186565128524
1.286,51.217553069979
1.287,51.116449727501
1.288,51.015346485669
1.289,50.9142433447237
1.29,50.8131403048971
1.291,50.7120373664118
1.292,50.610934529481
1.293,50.5098317943089
1.294,50.4087291610906
1.295,50.3076266300121
1.296,50.2065242012502
1.297,50.1054218749728
1.298,50.0043196513386
1.299,49.9032175304975
1.3,49.8021155125904
1.301,49.7010135977491
1.302,49.5999117860966
1.303,49.4988100777472
1.304,49.3977084728061
1.305,49.2966069713698
1.306,49.1955055735259
1.307,49.0944042793534
1.308,48.9933030889225
1.309,48.8922020022946
1.31,48.7911010195227
1.311,48.6900001406508
1.312,48.5888993657145
1.313,48.4877986947408
1.314,48.3866981277481
1.315,48.2855976647462
1.316,48.1844973057365
1.317,48.0833970507119
1.318,47.9822968996569
1.319,47.8811968525474
1.32,47.7800969093512
1.321,47.6789970700275
1.322,47.5778973345271
1.323,47.4767977027929
1.324,47.375698174759
1.325,47.2745987503517
1.326,47.173499429489
1.327,47.0724002120803
1.328,46.9713010980272
1.329,46.8702020872233
1.33,46.7691031795538
1.331,46.6680043748958
1.332,46.5669056731187
1.333,46.4658070740834
1.334,46.3647085776432
1.335,46.2636101836432
1.336,46.1625118919208
1.337,46.0614137023051
1.338,45.9603156146177
1.339,45.8592176286722
1.34,45.7581197442743
1.341,45.6570219612221
1.342,45.5559242793055
1.343,45.4548266983073
1.344,45.3537292180021
1.345,45.2526318381569
1.346,45.1515345585311
1.347,45.0504373788766
1.348,44.9493402989373
1.349,44.84824331845
1.35,44.7471464371436
1.351,44.6460496547397
1.352,44.5449529709522
1.353,44.4438563854878
1.354,44.3427598980454
1.355,44.2416635083168
1.356,44.1405672159863
1.357,44.0394710207308
1.358,43.93837492222
1.359,43.8372789201162
1.36,43.7361830140744
1.361,43.6350872037424
1.362,43.5339914887607
1.363,43.4328958687628
1.364,43.3318003433749
1.365,43.2307049122161
1.366,43.1296095748982
1.367,43.0285143310262
1.368,42.9274191801979
1.369,42.8263241220041
1.37,42.7252291560285
1.371,42.624134281848
1.372,42.5230394990325
1.373,42.4219448071447
1.374,42.3208502057409
1.375,42.2197556943702
1.376,42.1186612725748
1.377,42.0175669398904
1.378,41.9164726958456
1.379,41.8153785399623
1.38,41.7142844717558
1.381,41.6131904907348
1.382,41.5120965964008
1.383,41.4110027882491
1.384,41.3099090657684
1.385,41.2088154284405
1.386,41.1077218757408
1.387,41.0066284071381
1.388,40.9055350220947
1.389,40.8044417200664
1.39,40.7033485005026
1.391,40.6022553628461
1.392,40.5011623065334
1.393,40.4000693309946
1.394,40.2989764356534
1.395,40.1978836199272
1.396,40.096790883227
1.397,39.9956982249576
1.398,39.8946056445175
1.399,39.793513141299
1.4,39.6924207146882
1.401,39.5913283640649
1.402,39.490236088803
1.403,39.3891438882699
1.404,39.2880517618272
1.405,39.1869597088303
1.406,39.0858677286286
1.407,38.9847758205654
1.408,38.883683983978
1.409,38.7825922181978
1.41,38.6815005225503
1.411,38.5804088963548
1.412,38.4793173389251
1.413,38.3782258495688
1.414,38.2771344275876
1.415,38.1760430722778
1.416,38.0749517829296
1.417,37.9738605588275
1.418,37.87276939925
1.419,37.7716783034704
1.42,37.6705872707559
1.421,37.5694963003681
1.422,37.4684053915631
1.423,37.3673145435912
1.424,37.2662237556971
1.425,37.1651330271203
1.426,37.0640423570942
1.427,36.9629517448471
1.428,36.8618611896016
1.429,36.7607706905749
1.43,36.6596802469788
1.431,36.5585898580196
1.432,36.4574995228983
1.433,36.3564092408103
1.434,36.255319010946
1.435,36.1542288324902
1.436,36.0531387046225
1.437,35.9520486265174
1.438,35.8509585973438
1.439,35.7498686162656
1.44,35.6487786824416
1.441,35.5476887950252
1.442,35.4465989531648
1.443,35.3455091560037
1.444,35.2444194026799
1.445,35.1433296923265
1.446,35.0422400240717
1.447,34.9411503970383
1.448,34.8400608103443
1.449,34.7389712631028
1.45,34.6378817544217
1.451,34.5367922834044
1.452,34.4357028491489
1.453,34.3346134507488
1.454,34.2335240872922
1.455,34.1324347578632
1.456,34.0313454615404
1.457,33.9302561973979
1.458,33.8291669645051
1.459,33.7280777619265
1.46,33.6269885887221
1.461,33.5258994439469
1.462,33.4248103266516
1.463,33.3237212358818
1.464,33.2226321706791
1.465,33.12154313008
1.466,33.0204541131165
1.467,32.9193651188164
1.468,32.8182761462025
1.469,32.7171871942935
1.47,32.6160982621034
1.471,32.5150093486417
1.472,32.4139204529137
1.473,32.3128315739201
1.474,32.2117427106574
1.475,32.1106538621175
1.476,32.0095650272881
1.477,31.9084762051528
1.478,31.8073873946905
1.479,31.706298594876
1.48,31.60520980468
1.481,31.5041210230688
1.482,31.4030322490046
1.483,31.3019434814454
1.484,31.2008547193452
1.485,31.0997659616533
1.486,30.9986772073158
1.487,30.897588455274
1.488,30.7964997044653
1.489,30.6954109538232
1.49,30.5943222022774
1.491,30.493233448753
1.492,30.3921446921715
1.493,30.2910559314505
1.494,30.1899671655037
1.495,30.0888783932405
1.496,29.9877896135671
1.497,29.8867008253852
1.498,29.7856120275929
1.499,29.6845232190847
1.5,29.5834343987511
1.501,29.4823455654788
1.502,29.3812567181508
1.503,29.2801678556465
1.504,29.1790789768413
1.505,29.0779900806073
1.506,28.9769011658128
1.507,28.8758122313223
1.508,28.7747232759968
1.509,28.6736342986938
1.51,28.5725452982672
1.511,28.4714562735673
1.512,28.3703672234409
1.513,28.2692781467312
1.514,28.1681890422781
1.515,28.0670999089179
1.516,27.9660107454835
1.517,27.8649215508044
1.518,27.7638323237069
1.519,27.6627430630134
1.52,27.5616537675436
1.521,27.4605644361133
1.522,27.3594750675354
1.523,27.2583856606193
1.524,27.1572962141712
1.525,27.056206726994
1.526,26.9551171978875
1.527,26.8540276256483
1.528,26.7529380090696
1.529,26.6518483469416
1.53,26.5507586380515
1.531,26.4496688811831
1.532,26.3485790751172
1.533,26.2474892186317
1.534,26.1463993105011
1.535,26.0453093494974
1.536,25.944219334389
1.537,25.8431292639416
1.538,25.742039136918
1.539,25.640948952078
1.54,25.5398587081782
1.541,25.4387684039728
1.542,25.3376780382127
1.543,25.236587609646
1.544,25.1354971170181
1.545,25.0344065590715
1.546,24.9333159345458
1.547,24.832225242178
1.548,24.7311344807023
1.549,24.6300436488499
1.55,24.5289527453496
1.551,24.4278617689274
1.552,24.3267707183065
1.553,24.2256795922075
1.554,24.1245883893485
1.555,24.0234971084449
1.556,23.9224057482091
1.557,23.8213143073517
1.558,23.7202227845801
1.559,23.6191311785994
1.56,23.5180394881122
1.561,23.4169477118184
1.562,23.3158558484157
1.563,23.2147638965992
1.564,23.1136718550614
1.565,23.0125797224928
1.566,22.9114874975809
1.567,22.8103951790114
1.568,22.7093027654673
