"Freq [GHz]","cang_deg(S(2,1)) [deg]"
1.081,-69.0462769564222
1.082,-69.1111075362611
1.083,-69.1759375089292
1.084,-69.2407668754366
1.085,-69.3055956367974
1.086,-69.37042379403
1.087,-69.4352513481564
1.088,-69.5000783002029
1.089,-69.5649046511996
1.09,-69.6297304021804
1.091,-69.6945555541831
1.092,-69.7593801082493
1.093,-69.8242040654246
1.094,-69.8890274267581
1.095,-69.9538501933029
1.096,-70.0186723661154
1.097,-70.0834939462562
1.098,-70.1483149347892
1.099,-70.2131353327818
1.1,-70.2779551413055
1.101,-70.3427743614348
1.102,-70.4075929942481
1.103,-70.472411040827
1.104,-70.537228502257
1.105,-70.6020453796266
1.106,-70.6668616740281
1.107,-70.7316773865568
1.108,-70.7964925183115
1.109,-70.8613070703946
1.11,-70.9261210439114
1.111,-70.9909344399707
1.112,-71.0557472596845
1.113,-71.1205595041681
1.114,-71.1853711745398
1.115,-71.2501822719213
1.116,-71.3149927974373
1.117,-71.3798027522157
1.118,-71.4446121373872
1.119,-71.5094209540861
1.12,-71.5742292034492
1.121,-71.6390368866166
1.122,-71.7038440047314
1.123,-71.7686505589394
1.124,-71.8334565503897
1.125,-71.898261980234
1.126,-71.9630668496271
1.127,-72.0278711597264
1.128,-72.0926749116925
1.129,-72.1574781066884
1.13,-72.2222807458803
1.131,-72.2870828304367
1.132,-72.3518843615292
1.133,-72.416685340332
1.134,-72.481485768022
1.135,-72.5462856457786
1.136,-72.6110849747842
1.137,-72.6758837562233
1.138,-72.7406819912835
1.139,-72.8054796811547
1.14,-72.8702768270294
1.141,-72.9350734301026
1.142,-72.9998694915719
1.143,-73.0646650126372
1.144,-73.129459994501
1.145,-73.1942544383681
1.146,-73.259048345446
1.147,-73.3238417169442
1.148,-73.3886345540749
1.149,-73.4534268580524
1.15,-73.5182186300934
1.151,-73.5830098714169
1.152,-73.6478005832443
1.153,-73.7125907667991
1.154,-73.7773804233071
1.155,-73.8421695539963
1.156,-73.9069581600969
1.157,-73.9717462428413
1.158,-74.036533803464
1.159,-74.1013208432017
1.16,-74.1661073632931
1.161,-74.2308933649792
1.162,-74.2956788495028
1.163,-74.360463818109
1.164,-74.4252482720446
1.165,-74.490032212559
1.166,-74.5548156409028
1.167,-74.6195985583293
1.168,-74.6843809660933
1.169,-74.7491628654517
1.17,-74.8139442576634
1.171,-74.8787251439889
1.172,-74.9435055256908
1.173,-75.0082854040336
1.174,-75.0730647802835
1.175,-75.1378436557085
1.176,-75.2026220315786
1.177,-75.2673999091654
1.178,-75.3321772897422
1.179,-75.3969541745842
1.18,-75.4617305649684
1.181,-75.5265064621733
1.182,-75.5912818674793
1.183,-75.6560567821681
1.184,-75.7208312075234
1.185,-75.7856051448305
1.186,-75.8503785953763
1.187,-75.9151515604491
1.188,-75.9799240413391
1.189,-76.0446960393378
1.19,-76.1094675557384
1.191,-76.1742385918356
1.192,-76.2390091489256
1.193,-76.3037792283061
1.194,-76.3685488312763
1.195,-76.4333179591369
1.196,-76.4980866131898
1.197,-76.5628547947387
1.198,-76.6276225050885
1.199,-76.6923897455456
1.2,-76.7571565174176
1.201,-76.8219228220138
1.202,-76.8866886606444
1.203,-76.9514540346213
1.204,-77.0162189452576
1.205,-77.0809833938677
1.206,-77.1457473817673
1.207,-77.2105109102733
1.208,-77.275273980704
1.209,-77.3400365943788
1.21,-77.4047987526183
1.211,-77.4695604567446
1.212,-77.5343217080806
1.213,-77.5990825079506
1.214,-77.6638428576801
1.215,-77.7286027585957
1.216,-77.793362212025
1.217,-77.858121219297
1.218,-77.9228797817415
1.219,-77.9876379006896
1.22,-78.0523955774735
1.221,-78.1171528134262
1.222,-78.181909609882
1.223,-78.2466659681762
1.224,-78.3114218896451
1.225,-78.3761773756259
1.226,-78.4409324274569
1.227,-78.5056870464774
1.228,-78.5704412340277
1.229,-78.6351949914488
1.23,-78.6999483200829
1.231,-78.764701221273
1.232,-78.8294536963631
1.233,-78.8942057466981
1.234,-78.9589573736235
1.235,-79.0237085784861
1.236,-79.0884593626333
1.237,-79.1532097274135
1.238,-79.2179596741755
1.239,-79.2827092042696
1.24,-79.3474583190464
1.241,-79.4122070198575
1.242,-79.4769553080551
1.243,-79.5417031849924
1.244,-79.6064506520233
1.245,-79.6711977105023
1.246,-79.7359443617846
1.247,-79.8006906072264
1.248,-79.8654364481844
1.249,-79.9301818860161
1.25,-79.9949269220795
1.251,-80.0596715577334
1.252,-80.1244157943373
1.253,-80.1891596332512
1.254,-80.2539030758358
1.255,-80.3186461234526
1.256,-80.3833887774633
1.257,-80.4481310392307
1.258,-80.5128729101176
1.259,-80.577614391488
1.26,-80.6423554847059
1.261,-80.7070961911364
1.262,-80.7718365121448
1.263,-80.8365764490967
1.264,-80.9013160033587
1.265,-80.9660551762978
1.266,-81.0307939692812
1.267,-81.0955323836769
1.268,-81.1602704208532
1.269,-81.225008082179
1.27,-81.2897453690234
1.271,-81.3544822827563
1.272,-81.4192188247477
1.273,-81.4839549963683
1.274,-81.5486907989889
1.275,-81.613426233981
1.276,-81.6781613027162
1.277,-81.7428960065668
1.278,-81.8076303469052
1.279,-81.8723643251042
1.28,-81.9370979425371
1.281,-82.0018312005774
1.282,-82.0665641005989
1.283,-82.1312966439759
1.284,-82.1960288320827
1.285,-82.2607606662942
1.286,-82.3254921479854
1.287,-82.3902232785317
1.288,-82.4549540593086
1.289,-82.5196844916921
1.29,-82.5844145770581
1.291,-82.6491443167832
1.292,-82.7138737122437
1.293,-82.7786027648166
1.294,-82.8433314758788
1.295,-82.9080598468074
1.296,-82.9727878789799
1.297,-83.0375155737738
1.298,-83.1022429325669
1.299,-83.1669699567371
1.3,-83.2316966476624
1.301,-83.2964230067209
1.302,-83.361149035291
1.303,-83.4258747347512
1.304,-83.49060010648
1.305,-83.5553251518562
1.306,-83.6200498722583
1.307,-83.6847742690655
1.308,-83.7494983436564
1.309,-83.8142220974102
1.31,-83.878945531706
1.311,-83.9436686479228
1.312,-84.0083914474399
1.313,-84.0731139316364
1.314,-84.1378361018917
1.315,-84.202557959585
1.316,-84.2672795060954
1.317,-84.3320007428025
1.318,-84.3967216710853
1.319,-84.4614422923232
1.32,-84.5261626078954
1.321,-84.5908826191811
1.322,-84.6556023275595
1.323,-84.7203217344099
1.324,-84.7850408411111
1.325,-84.8497596490422
1.326,-84.9144781595822
1.327,-84.9791963741101
1.328,-85.0439142940044
1.329,-85.108631920644
1.33,-85.1733492554075
1.331,-85.2380662996733
1.332,-85.3027830548197
1.333,-85.3674995222252
1.334,-85.4322157032677
1.335,-85.4969315993253
1.336,-85.5616472117758
1.337,-85.6263625419968
1.338,-85.691077591366
1.339,-85.7557923612605
1.34,-85.8205068530578
1.341,-85.8852210681346
1.342,-85.9499350078678
1.343,-86.0146486736341
1.344,-86.0793620668099
1.345,-86.1440751887712
1.346,-86.2087880408942
1.347,-86.2735006245545
1.348,-86.3382129411278
1.349,-86.4029249919891
1.35,-86.4676367785136
1.351,-86.5323483020761
1.352,-86.597059564051
1.353,-86.6617705658127
1.354,-86.7264813087351
1.355,-86.7911917941918
1.356,-86.8559020235563
1.357,-86.9206119982018
1.358,-86.985321719501
1.359,-87.0500311888264
1.36,-87.1147404075502
1.361,-87.1794493770443
1.362,-87.2441580986802
1.363,-87.3088665738292
1.364,-87.3735748038621
1.365,-87.4382827901495
1.366,-87.5029905340614
1.367,-87.5676980369679
1.368,-87.6324053002381
1.369,-87.6971123252414
1.37,-87.7618191133463
1.371,-87.8265256659212
1.372,-87.891231984334
1.373,-87.9559380699522
1.374,-88.020643924143
1.375,-88.0853495482731
1.376,-88.1500549437087
1.377,-88.2147601118158
1.378,-88.2794650539599
1.379,-88.344169771506
1.38,-88.4088742658186
1.381,-88.4735785382619
1.382,-88.5382825901997
1.383,-88.6029864229951
1.384,-88.6676900380109
1.385,-88.7323934366095
1.386,-88.7970966201527
1.387,-88.8617995900018
1.388,-88.9265023475178
1.389,-88.991204894061
1.39,-89.0559072309914
1.391,-89.1206093596683
1.392,-89.1853112814505
1.393,-89.2500129976967
1.394,-89.3147145097645
1.395,-89.3794158190113
1.396,-89.4441169267939
1.397,-89.5088178344687
1.398,-89.5735185433913
1.399,-89.638219054917
1.4,-89.7029193704004
1.401,-89.7676194911955
1.402,-89.8323194186561
1.403,-89.8970191541349
1.404,-89.9617186989845
1.405,-90.0264180545566
1.406,-90.0911172222026
1.407,-90.155816203273
1.408,-90.2205149991179
1.409,-90.2852136110869
1.41,-90.3499120405288
1.411,-90.414610288792
1.412,-90.4793083572239
1.413,-90.5440062471718
1.414,-90.6087039599821
1.415,-90.6734014970005
1.416,-90.7380988595722
1.417,-90.8027960490419
1.418,-90.8674930667533
1.419,-90.9321899140498
1.42,-90.996886592274
1.421,-91.0615831027679
1.422,-91.1262794468726
1.423,-91.190975625929
1.424,-91.255671641277
1.425,-91.3203674942559
1.426,-91.3850631862043
1.427,-91.4497587184601
1.428,-91.5144540923608
1.429,-91.5791493092428
1.43,-91.6438443704419
1.431,-91.7085392772934
1.432,-91.7732340311319
1.433,-91.837928633291
1.434,-91.9026230851038
1.435,-91.9673173879027
1.436,-92.0320115430193
1.437,-92.0967055517845
1.438,-92.1613994155285
1.439,-92.2260931355808
1.44,-92.29078671327
1.441,-92.3554801499241
1.442,-92.4201734468704
1.443,-92.4848666054353
1.444,-92.5495596269445
1.445,-92.6142525127231
1.446,-92.6789452640951
1.447,-92.7436378823841
1.448,-92.8083303689127
1.449,-92.8730227250028
1.45,-92.9377149519755
1.451,-93.0024070511512
1.452,-93.0670990238493
1.453,-93.1317908713887
1.454,-93.1964825950874
1.455,-93.2611741962624
1.456,-93.3258656762302
1.457,-93.3905570363062
1.458,-93.4552482778054
1.459,-93.5199394020417
1.46,-93.584630410328
1.461,-93.6493213039768
1.462,-93.7140120842995
1.463,-93.7787027526068
1.464,-93.8433933102085
1.465,-93.9080837584136
1.466,-93.9727740985302
1.467,-94.0374643318657
1.468,-94.1021544597265
1.469,-94.1668444834182
1.47,-94.2315344042457
1.471,-94.2962242235127
1.472,-94.3609139425224
1.473,-94.4256035625768
1.474,-94.4902930849774
1.475,-94.5549825110246
1.476,-94.6196718420179
1.477,-94.6843610792561
1.478,-94.7490502240369
1.479,-94.8137392776573
1.48,-94.8784282414134
1.481,-94.9431171166002
1.482,-95.007805904512
1.483,-95.0724946064423
1.484,-95.1371832236834
1.485,-95.2018717575269
1.486,-95.2665602092636
1.487,-95.3312485801829
1.488,-95.395936871574
1.489,-95.4606250847246
1.49,-95.5253132209217
1.491,-95.5900012814514
1.492,-95.6546892675989
1.493,-95.7193771806483
1.494,-95.784065021883
1.495,-95.8487527925852
1.496,-95.9134404940364
1.497,-95.9781281275171
1.498,-96.0428156943067
1.499,-96.1075031956839
1.5,-96.1721906329263
1.501,-96.2368780073105
1.502,-96.3015653201122
1.503,-96.3662525726063
1.504,-96.4309397660663
1.505,-96.4956269017654
1.506,-96.5603139809753
1.507,-96.6250010049668
1.508,-96.6896879750098
1.509,-96.7543748923735
1.51,-96.8190617583255
1.511,-96.8837485741331
1.512,-96.948435341062
1.513,-97.0131220603774
1.514,-97.0778087333433
1.515,-97.1424953612226
1.516,-97.2071819452775
1.517,-97.2718684867688
1.518,-97.3365549869567
1.519,-97.4012414471002
1.52,-97.4659278684572
1.521,-97.5306142522848
1.522,-97.595300599839
1.523,-97.6599869123746
1.524,-97.7246731911458
1.525,-97.7893594374054
1.526,-97.8540456524054
1.527,-97.9187318373966
1.528,-97.9834179936289
1.529,-98.0481041223512
1.53,-98.1127902248112
1.531,-98.1774763022557
1.532,-98.2421623559304
1.533,-98.30684838708
1.534,-98.3715343969482
1.535,-98.4362203867776
1.536,-98.5009063578097
1.537,-98.565592311285
1.538,-98.630278248443
1.539,-98.6949641705221
1.54,-98.7596500787596
1.541,-98.8243359743918
1.542,-98.8890218586538
1.543,-98.95370773278
1.544,-99.0183935980033
1.545,-99.0830794555558
1.546,-99.1477653066684
1.547,-99.2124511525711
1.548,-99.2771369944925
1.549,-99.3418228336605
1.55,-99.4065086713017
1.551,-99.4711945086416
1.552,-99.5358803469048
1.553,-99.6005661873146
1.554,-99.6652520310932
1.555,-99.7299378794621
1.556,-99.7946237336412
1.557,-99.8593095948496
1.558,-99.9239954643053
1.559,-99.9886813432249
1.56,-100.053367232824
1.561,-100.118053134318
1.562,-100.18273904892
1.563,-100.247424977842
1.564,-100.312110922296
1.565,-100.376796883492
1.566,-100.441482862638
1.567,-100.506168860944
1.568,-100.570854879615
1.569,-100.635540919858
1.57,-100.700226982876
1.571,-100.764913069875
1.572,-100.829599182055
1.573,-100.894285320618
1.574,-100.958971486765
1.575,-101.023657681694
1.576,-101.088343906602
1.577,-101.153030162688
1.578,-101.217716451146
1.579,-101.282402773171
1.58,-101.347089129956
1.581,-101.411775522693
1.582,-101.476461952573
1.583,-101.541148420786
1.584,-101.605834928521
1.585,-101.670521476965
1.586,-101.735208067305
1.587,-101.799894700727
1.588,-101.864581378413
1.589,-101.929268101547
1.59,-101.993954871311
1.591,-102.058641688886
1.592,-102.12332855545
1.593,-102.188015472183
1.594,-102.252702440261
1.595,-102.31738946086
1.596,-102.382076535156
1.597,-102.446763664321
1.598,-102.511450849529
1.599,-102.57613809195
1.6,-102.640825392755
1.601,-102.705512753113
1.602,-102.770200174191
1.603,-102.834887657156
1.604,-102.899575203173
1.605,-102.964262813407
1.606,-103.02895048902
1.607,-103.093638231175
1.608,-103.158326041032
1.609,-103.223013919751
1.61,-103.287701868489
1.611,-103.352389888405
1.612,-103.417077980653
1.613,-103.481766146389
1.614,-103.546454386767
1.615,-103.611142702937
1.616,-103.675831096053
1.617,-103.740519567262
1.618,-103.805208117715
1.619,-103.869896748559
1.62,-103.934585460939
1.621,-103.999274256002
1.622,-104.063963134891
1.623,-104.128652098748
1.624,-104.193341148716
1.625,-104.258030285934
1.626,-104.322719511541
1.627,-104.387408826676
1.628,-104.452098232474
1.629,-104.516787730072
1.63,-104.581477320604
1.631,-104.646167005202
1.632,-104.710856784998
1.633,-104.775546661123
1.634,-104.840236634706
1.635,-104.904926706876
1.636,-104.969616878758
1.637,-105.034307151479
1.638,-105.098997526163
1.639,-105.163688003933
1.64,-105.228378585911
1.641,-105.293069273218
1.642,-105.357760066974
1.643,-105.422450968296
1.644,-105.487141978301
1.645,-105.551833098106
1.646,-105.616524328825
1.647,-105.681215671571
1.648,-105.745907127456
1.649,-105.810598697592
1.65,-105.875290383086
1.651,-105.939982185049
1.652,-106.004674104587
1.653,-106.069366142806
1.654,-106.13405830081
1.655,-106.198750579703
1.656,-106.263442980587
1.657,-106.328135504562
1.658,-106.392828152729
1.659,-106.457520926186
1.66,-106.522213826029
1.661,-106.586906853355
1.662,-106.651600009258
1.663,-106.716293294832
1.664,-106.780986711168
1.665,-106.845680259358
1.666,-106.910373940491
1.667,-106.975067755655
1.668,-107.039761705937
1.669,-107.104455792424
1.67,-107.169150016199
1.671,-107.233844378346
1.672,-107.298538879947
1.673,-107.363233522082
1.674,-107.427928305831
1.675,-107.492623232273
1.676,-107.557318302483
1.677,-107.622013517539
1.678,-107.686708878513
1.679,-107.75140438648
1.68,-107.816100042511
1.681,-107.880795847677
1.682,-107.945491803046
1.683,-108.010187909688
1.684,-108.074884168668
1.685,-108.139580581052
1.686,-108.204277147905
1.687,-108.268973870289
1.688,-108.333670749266
1.689,-108.398367785896
1.69,-108.463064981239
1.691,-108.527762336351
1.692,-108.592459852291
1.693,-108.657157530112
1.694,-108.72185537087
1.695,-108.786553375615
1.696,-108.851251545401
1.697,-108.915949881277
1.698,-108.980648384291
1.699,-109.045347055492
1.7,-109.110045895925
1.701,-109.174744906636
1.702,-109.239444088668
1.703,-109.304143443064
1.704,-109.368842970865
1.705,-109.43354267311
1.706,-109.498242550837
1.707,-109.562942605085
1.708,-109.627642836889
1.709,-109.692343247284
1.71,-109.757043837303
1.711,-109.821744607978
1.712,-109.88644556034
1.713,-109.951146695418
1.714,-110.01584801424
1.715,-110.080549517834
1.716,-110.145251207224
1.717,-110.209953083436
1.718,-110.274655147491
1.719,-110.339357400412
1.72,-110.40405984322
1.721,-110.468762476932
1.722,-110.533465302567
1.723,-110.598168321142
1.724,-110.662871533671
1.725,-110.727574941168
1.726,-110.792278544646
1.727,-110.856982345117
1.728,-110.921686343589
1.729,-110.986390541072
1.73,-111.051094938573
1.731,-111.115799537098
1.732,-111.180504337651
1.733,-111.245209341237
1.734,-111.309914548857
1.735,-111.374619961512
1.736,-111.439325580202
1.737,-111.504031405924
1.738,-111.568737439676
1.739,-111.633443682453
1.74,-111.698150135249
1.741,-111.762856799058
1.742,-111.827563674871
1.743,-111.892270763677
1.744,-111.956978066468
1.745,-112.021685584228
1.746,-112.086393317947
1.747,-112.151101268607
1.748,-112.215809437194
1.749,-112.28051782469
1.75,-112.345226432075
1.751,-112.409935260329
1.752,-112.474644310432
1.753,-112.539353583359
1.754,-112.604063080088
1.755,-112.668772801592
1.756,-112.733482748846
1.757,-112.798192922819
1.758,-112.862903324485
1.759,-112.92761395481
1.76,-112.992324814765
1.761,-113.057035905314
1.762,-113.121747227424
1.763,-113.186458782059
1.764,-113.25117057018
1.765,-113.315882592751
1.766,-113.38059485073
1.767,-113.445307345076
1.768,-113.510020076747
1.769,-113.574733046699
1.77,-113.639446255886
1.771,-113.704159705263
1.772,-113.768873395781
1.773,-113.833587328391
1.774,-113.898301504042
1.775,-113.963015923683
1.776,-114.02773058826
1.777,-114.092445498719
1.778,-114.157160656005
1.779,-114.221876061059
1.78,-114.286591714825
1.781,-114.35130761824
1.782,-114.416023772246
1.783,-114.480740177779
1.784,-114.545456835776
1.785,-114.610173747171
1.786,-114.674890912898
1.787,-114.739608333889
1.788,-114.804326011076
1.789,-114.869043945387
1.79,-114.933762137752
1.791,-114.998480589097
1.792,-115.063199300348
1.793,-115.127918272429
1.794,-115.192637506264
1.795,-115.257357002773
1.796,-115.322076762877
1.797,-115.386796787496
1.798,-115.451517077546
1.799,-115.516237633946
1.8,-115.580958457608
1.801,-115.645679549447
1.802,-115.710400910376
1.803,-115.775122541306
1.804,-115.839844443146
1.805,-115.904566616804
1.806,-115.969289063188
1.807,-116.034011783204
1.808,-116.098734777756
1.809,-116.163458047747
1.81,-116.228181594079
1.811,-116.292905417652
1.812,-116.357629519366
1.813,-116.422353900118
1.814,-116.487078560804
1.815,-116.551803502321
1.816,-116.616528725561
1.817,-116.681254231418
1.818,-116.745980020781
1.819,-116.810706094542
1.82,-116.875432453589
1.821,-116.940159098808
1.822,-117.004886031087
1.823,-117.069613251308
1.824,-117.134340760356
1.825,-117.199068559112
1.826,-117.263796648457
1.827,-117.32852502927
1.828,-117.393253702429
1.829,-117.45798266881
1.83,-117.522711929289
1.831,-117.58744148474
1.832,-117.652171336035
1.833,-117.716901484046
1.834,-117.781631929642
1.835,-117.846362673691
1.836,-117.911093717063
1.837,-117.975825060621
1.838,-118.040556705231
1.839,-118.105288651756
1.84,-118.170020901058
1.841,-118.234753453998
1.842,-118.299486311435
1.843,-118.364219474227
1.844,-118.428952943231
1.845,-118.493686719301
1.846,-118.558420803293
1.847,-118.623155196058
1.848,-118.687889898448
1.849,-118.752624911313
1.85,-118.817360235502
1.851,-118.882095871862
1.852,-118.946831821239
1.853,-119.011568084478
1.854,-119.076304662422
1.855,-119.141041555913
1.856,-119.205778765793
1.857,-119.2705162929
1.858,-119.335254138073
1.859,-119.399992302148
1.86,-119.464730785961
1.861,-119.529469590345
1.862,-119.594208716135
1.863,-119.658948164161
1.864,-119.723687935253
1.865,-119.78842803024
1.866,-119.85316844995
1.867,-119.917909195209
1.868,-119.982650266842
1.869,-120.047391665672
1.87,-120.112133392521
1.871,-120.176875448211
1.872,-120.241617833561
1.873,-120.306360549389
1.874,-120.371103596512
1.875,-120.435846975746
1.876,-120.500590687905
1.877,-120.565334733802
1.878,-120.630079114248
1.879,-120.694823830055
1.88,-120.75956888203
1.881,-120.824314270982
1.882,-120.889059997718
1.883,-120.953806063041
1.884,-121.018552467756
1.885,-121.083299212665
1.886,-121.148046298569
1.887,-121.212793726269
1.888,-121.277541496562
1.889,-121.342289610245
1.89,-121.407038068115
1.891,-121.471786870966
1.892,-121.536536019591
1.893,-121.601285514782
1.894,-121.66603535733
1.895,-121.730785548023
1.896,-121.79553608765
1.897,-121.860286976997
1.898,-121.92503821685
1.899,-121.989789807992
1.9,-122.054541751206
1.901,-122.119294047274
1.902,-122.184046696975
1.903,-122.248799701089
1.904,-122.313553060392
1.905,-122.378306775661
1.906,-122.443060847671
1.907,-122.507815277194
1.908,-122.572570065004
1.909,-122.63732521187
1.91,-122.702080718563
1.911,-122.766836585851
1.912,-122.8315928145
1.913,-122.896349405276
1.914,-122.961106358944
1.915,-123.025863676266
1.916,-123.090621358004
1.917,-123.155379404919
1.918,-123.220137817769
1.919,-123.284896597313
1.92,-123.349655744306
1.921,-123.414415259504
1.922,-123.47917514366
1.923,-123.543935397528
1.924,-123.608696021858
1.925,-123.6734570174
1.926,-123.738218384903
1.927,-123.802980125114
1.928,-123.86774223878
1.929,-123.932504726644
1.93,-123.99726758945
1.931,-124.06203082794
1.932,-124.126794442856
1.933,-124.191558434936
1.934,-124.256322804918
1.935,-124.32108755354
1.936,-124.385852681537
1.937,-124.450618189644
1.938,-124.515384078592
1.939,-124.580150349115
1.94,-124.644917001942
1.941,-124.709684037803
1.942,-124.774451457424
1.943,-124.839219261534
1.944,-124.903987450856
1.945,-124.968756026115
1.946,-125.033524988033
1.947,-125.098294337331
1.948,-125.16306407473
1.949,-125.227834200949
1.95,-125.292604716704
1.951,-125.357375622712
1.952,-125.422146919687
1.953,-125.486918608343
1.954,-125.551690689393
1.955,-125.616463163547
1.956,-125.681236031515
1.957,-125.746009294005
1.958,-125.810782951724
1.959,-125.875557005378
1.96,-125.940331455672
1.961,-126.005106303309
1.962,-126.06988154899
1.963,-126.134657193416
1.964,-126.199433237287
1.965,-126.264209681301
1.966,-126.328986526154
1.967,-126.393763772542
1.968,-126.458541421159
1.969,-126.523319472698
1.97,-126.58809792785
1.971,-126.652876787306
1.972,-126.717656051755
1.973,-126.782435721885
1.974,-126.847215798382
1.975,-126.911996281931
1.976,-126.976777173216
1.977,-127.041558472921
1.978,-127.106340181726
1.979,-127.171122300311
1.98,-127.235904829355
1.981,-127.300687769536
1.982,-127.365471121529
1.983,-127.430254886011
1.984,-127.495039063654
1.985,-127.559823655132
1.986,-127.624608661114
1.987,-127.689394082271
1.988,-127.754179919272
1.989,-127.818966172784
1.99,-127.883752843473
1.991,-127.948539932004
1.992,-128.013327439039
1.993,-128.078115365243
1.994,-128.142903711274
1.995,-128.207692477794
1.996,-128.272481665461
1.997,-128.337271274931
1.998,-128.40206130686
1.999,-128.466851761904
2,-128.531642640715
2.001,-128.596433943946
2.002,-128.661225672248
2.003,-128.726017826269
2.004,-128.790810406659
2.005,-128.855603414064
2.006,-128.92039684913
2.007,-128.985190712502
2.008,-129.049985004822
2.009,-129.114779726733
2.01,-129.179574878876
2.011,-129.24437046189
2.012,-129.309166476413
2.013,-129.373962923082
2.014,-129.438759802533
2.015,-129.5035571154
2.016,-129.568354862316
2.017,-129.633153043914
2.018,-129.697951660824
2.019,-129.762750713675
2.02,-129.827550203095
2.021,-129.892350129712
2.022,-129.957150494151
2.023,-130.021951297036
2.024,-130.086752538991
2.025,-130.151554220638
2.026,-130.216356342597
2.027,-130.281158905487
2.028,-130.345961909927
2.029,-130.410765356533
2.03,-130.475569245921
2.031,-130.540373578706
2.032,-130.605178355501
2.033,-130.669983576918
2.034,-130.734789243567
2.035,-130.799595356058
2.036,-130.864401914998
2.037,-130.929208920996
2.038,-130.994016374656
2.039,-131.058824276583
2.04,-131.123632627381
2.041,-131.18844142765
2.042,-131.253250677993
2.043,-131.318060379008
2.044,-131.382870531294
2.045,-131.447681135448
2.046,-131.512492192066
2.047,-131.577303701741
2.048,-131.642115665068
2.049,-131.706928082639
2.05,-131.771740955044
2.051,-131.836554282873
2.052,-131.901368066715
2.053,-131.966182307156
2.054,-132.030997004783
2.055,-132.095812160181
2.056,-132.160627773932
2.057,-132.225443846619
2.058,-132.290260378823
2.059,-132.355077371124
2.06,-132.4198948241
2.061,-132.48471273833
2.062,-132.549531114388
2.063,-132.61434995285
2.064,-132.67916925429
2.065,-132.74398901928
2.066,-132.80880924839
2.067,-132.873629942193
2.068,-132.938451101255
2.069,-133.003272726145
2.07,-133.068094817429
2.071,-133.132917375673
2.072,-133.197740401439
2.073,-133.262563895291
2.074,-133.327387857791
2.075,-133.392212289499
2.076,-133.457037190973
2.077,-133.521862562772
2.078,-133.586688405453
2.079,-133.65151471957
2.08,-133.716341505678
2.081,-133.78116876433
2.082,-133.845996496078
2.083,-133.910824701473
2.084,-133.975653381064
2.085,-134.040482535399
2.086,-134.105312165025
2.087,-134.170142270488
2.088,-134.234972852333
2.089,-134.299803911103
2.09,-134.36463544734
2.091,-134.429467461585
2.092,-134.494299954378
2.093,-134.559132926258
2.094,-134.623966377762
2.095,-134.688800309426
2.096,-134.753634721785
2.097,-134.818469615374
2.098,-134.883304990724
2.099,-134.948140848367
2.1,-135.012977188834
2.101,-135.077814012653
2.102,-135.142651320353
2.103,-135.207489112459
2.104,-135.272327389498
2.105,-135.337166151994
2.106,-135.402005400469
2.107,-135.466845135446
2.108,-135.531685357446
2.109,-135.596526066988
2.11,-135.66136726459
2.111,-135.726208950769
2.112,-135.791051126043
2.113,-135.855893790924
2.114,-135.920736945928
2.115,-135.985580591566
2.116,-136.05042472835
2.117,-136.11526935679
2.118,-136.180114477395
2.119,-136.244960090672
