"Freq [GHz]","dB(S(1,1)) []","dB(S(2,1)) []"
1,-34.1285508257533,-0.529036942890995
1.001,-34.3876602696614,-0.529465149679973
1.002,-34.6535378229352,-0.529897451914329
1.003,-34.9264265534828,-0.530333851858005
1.004,-35.2065664890508,-0.530774351535245
1.005,-35.4941898199604,-0.531218952730011
1.006,-35.7895145110683,-0.531667656985422
1.007,-36.0927358612565,-0.532120465603206
1.008,-36.4040154220611,-0.532577379643178
1.009,-36.7234665301223,-0.533038399922696
1.01,-37.0511355175379,-0.53350352701619
1.011,-37.3869774394453,-0.533972761254647
1.012,-37.7308249052962,-0.534446102725146
1.013,-38.0823483379656,-0.534923551270405
1.014,-38.4410057545137,-0.535405106488324
1.015,-38.8059800441786,-0.535890767731571
1.016,-39.1761018551026,-0.536380534107152
1.017,-39.5497568261658,-0.536874404476029
1.018,-39.9247773750301,-0.537372377452726
1.019,-40.2983220842259,-0.537874451404956
1.02,-40.6667505307691,-0.538380624453289
1.021,-41.0255087449088,-0.538890894470795
1.022,-41.369050463566,-0.539405259082732
1.023,-41.6908308519174,-0.539923715666233
1.024,-41.9834190281864,-0.540446261350035
1.025,-42.2387770843618,-0.540972893014178
1.026,-42.4487374903725,-0.541503607289768
1.027,-42.6056704719494,-0.542038400558722
1.028,-42.7032700004429,-0.542577268953551
1.029,-42.7373199357809,-0.543120208357146
1.03,-42.7062643365413,-0.543667214402579
1.031,-42.6114296063364,-0.544218282472934
1.032,-42.4568347730839,-0.544773407701137
1.033,-42.2486444525645,-0.545332584969817
1.034,-41.9944118506634,-0.545895808911172
1.035,-41.7022884442265,-0.546463073906858
1.036,-41.3803434310534,-0.547034374087894
1.037,-41.0360699524951,-0.547609703334582
1.038,-40.6760908676541,-0.548189055276441
1.039,-40.3060344782194,-0.548772423292161
1.04,-39.9305330264954,-0.549359800509577
1.041,-39.5532971053996,-0.54995117980565
1.042,-39.1772283928367,-0.550546553806471
1.043,-38.8045446447362,-0.551145914887286
1.044,-38.4369010487303,-0.55174925517253
1.045,-38.0754996002793,-0.552356566535877
1.046,-37.7211831533211,-0.552967840600311
1.047,-37.3745137638488,-0.553583068738227
1.048,-37.0358365083238,-0.554202242071517
1.049,-36.7053306370482,-0.554825351471697
1.05,-36.3830500878256,-0.555452387560053
1.051,-36.0689552812314,-0.556083340707788
1.052,-35.7629378939043,-0.556718201036201
1.053,-35.464840044604,-0.557356958416867
1.054,-35.174469073228,-0.55799960247186
1.055,-34.8916088656169,-0.558646122573955
1.056,-34.6160284835718,-0.559296507846895
1.057,-34.3474886999693,-0.55995074716563
1.058,-34.0857469098797,-0.560608829156595
1.059,-33.8305607857574,-0.561270742198014
