"Freq [GHz]","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
1,43.3873977414029,112.554558358411
1.001,43.8489914066952,112.296814176827
1.002,44.3542659877981,112.039040033639
1.003,44.9072250831585,111.781236070748
1.004,45.5123336317537,111.523402430175
1.005,46.1745782743391,111.265539254048
1.006,46.8995354006636,111.007646684594
1.007,47.6934473707613,110.74972486412
1.008,48.5633071092816,110.491773935005
1.009,49.5169507577226,110.233794039683
1.01,50.5631572133081,109.975785320633
1.011,51.7117520167726,109.717747920363
1.012,52.9737109384685,109.459681981401
1.013,54.3612554321639,109.201587646276
1.014,55.8879274627886,108.94346505751
1.015,57.5686245686624,108.685314357601
1.016,59.4195668703532,108.427135689014
1.017,61.4581557163619,108.168929194162
1.018,63.702668902143,107.910695015395
1.019,66.1717212443916,107.65243329499
1.02,68.8834053571831,107.394144175132
1.021,71.8540231595083,107.135827797902
1.022,75.0963365296782,106.877484305266
1.023,78.6173232917591,106.61911383906
1.024,82.4155408119709,106.360716540972
1.025,86.4783810186233,106.102292552537
1.026,90.7797227552986,105.843842015114
1.027,95.2786725015644,105.58536506988
1.028,99.9201055010665,105.32686185781
1.029,104.637454670351,105.068332519668
1.03,109.357632293379,104.809777195989
1.031,114.007287461733,104.551196027067
1.032,118.519119196184,104.292589152944
1.033,122.836944230926,104.033956713389
1.034,126.918671508008,103.775298847891
1.035,130.737014022932,103.51661569564
1.036,134.27834996324,103.257907395516
1.037,137.540435582704,102.999174086073
1.038,140.529670527583,102.740415905526
1.039,143.258439293232,102.481632991738
1.04,145.74282971149,102.222825482201
1.041,148.000843039651,101.963993514027
1.042,150.051088832834,101.705137223933
1.043,151.911895937781,101.446256748224
1.044,153.600750550093,101.187352222779
1.045,155.133975343767,100.928423783042
1.046,156.526577177037,100.669471564
1.047,157.792207028391,100.410495700175
1.048,158.943190755218,100.151496325605
1.049,159.990601525816,99.8924735738327
1.05,160.944354146072,99.6334275778902
1.051,161.813308331088,99.3743584702846
1.052,162.60537277588,99.1152663829829
1.053,163.327605162306,98.8561514473989
1.054,163.986305425293,98.5970137943775
1.055,164.587101018374,98.3378535541813
1.056,165.135023808857,98.0786708564754
1.057,165.634578769693,97.8194658303132
1.058,166.089804939085,97.5602386041221
1.059,166.50432927263,97.3009893056888
1.06,166.881414072147,97.0417180621448
1.061,167.223998677282,96.7824249999521
1.062,167.534736074748,96.5231102448886
1.063,167.816025031298,96.2637739220337
1.064,168.070038299971,96.0044161557532
1.065,168.298747391034,95.7450370696861
1.066,168.503944342594,95.4856367867286
1.067,168.687260873342,95.2262154290207
1.068,168.850185251976,94.9667731179311
1.069,168.994077174922,94.7073099740429
1.07,169.120180906039,94.4478261171392
1.071,169.229636898557,94.1883216661883
