"Freq [GHz]","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
1.524,142.120950185184,-136.657143155836
1.525,141.954354240545,-136.87488772162
1.526,141.788025371464,-137.092660131341
1.527,141.621966828319,-137.310460430742
1.528,141.456181910979,-137.528288665658
1.529,141.290673969713,-137.746144882016
1.53,141.125446406115,-137.964029125838
1.531,140.960502674046,-138.181941443238
1.532,140.795846280602,-138.399881880425
1.533,140.631480787098,-138.617850483699
1.534,140.46740981008,-138.835847299457
1.535,140.30363702235,-139.053872374188
1.536,140.140166154025,-139.271925754475
1.537,139.977000993609,-139.490007486997
1.538,139.814145389096,-139.708117618526
1.539,139.651603249093,-139.926256195928
1.54,139.489378543972,-140.144423266166
1.541,139.327475307044,-140.362618876296
1.542,139.165897635763,-140.58084307347
1.543,139.004649692955,-140.799095904933
1.544,138.843735708075,-141.017377418029
1.545,138.683159978494,-141.235687660195
1.546,138.522926870814,-141.454026678965
1.547,138.363040822212,-141.672394521967
1.548,138.203506341818,-141.890791236926
1.549,138.044328012125,-142.109216871664
1.55,137.885510490426,-142.327671474098
1.551,137.727058510289,-142.546155092243
1.552,137.568976883069,-142.764667774208
1.553,137.411270499446,-142.9832095682
1.554,137.25394433101,-143.201780522525
1.555,137.097003431876,-143.420380685583
1.556,136.940452940338,-143.639010105872
1.557,136.784298080566,-143.857668831988
1.558,136.628544164339,-144.076356912626
1.559,136.47319659282,-144.295074396575
1.56,136.318260858378,-144.513821332724
1.561,136.163742546448,-144.732597770061
1.562,136.009647337436,-144.95140375767
1.563,135.855981008676,-145.170239344735
1.564,135.70274943643,-145.389104580537
1.565,135.549958597932,-145.607999514457
1.566,135.397614573495,-145.826924195975
1.567,135.245723548654,-146.045878674668
1.568,135.094291816377,-146.264863000214
1.569,134.943325779315,-146.483877222389
1.57,134.792831952123,-146.70292139107
1.571,134.642816963825,-146.921995556233
1.572,134.493287560248,-147.141099767952
1.573,134.344250606513,-147.360234076403
1.574,134.195713089586,-147.579398531862
1.575,134.047682120897,-147.798593184704
1.576,133.900164939028,-148.017818085406
1.577,133.753168912456,-148.237073284544
1.578,133.606701542384,-148.456358832797
1.579,133.460770465631,-148.675674780942
1.58,133.3153834576,-148.895021179859
1.581,133.170548435324,-149.114398080529
1.582,133.026273460587,-149.333805534035
1.583,132.882566743129,-149.55324359156
1.584,132.739436643937,-149.772712304389
1.585,132.596891678609,-149.992211723911
1.586,132.454940520824,-150.211741901615
1.587,132.313592005887,-150.431302889094
1.588,132.172855134378,-150.65089473804
1.589,132.032739075896,-150.870517500253
1.59,131.893253172891,-151.090171227631
1.591,131.754406944618,-151.309855972177
1.592,131.616210091176,-151.529571785997
1.593,131.478672497673,-151.749318721301
1.594,131.341804238487,-151.969096830401
1.595,131.205615581656,-152.188906165714
1.596,131.070116993374,-152.408746779759
1.597,130.935319142622,-152.628618725162
1.598,130.801232905914,-152.848522054651
1.599,130.66786937218,-153.068456821058
1.6,130.535239847779,-153.288423077322
1.601,130.403355861652,-153.508420876484
1.602,130.272229170615,-153.728450271691
1.603,130.141871764805,-153.948511316195
1.604,130.012295873268,-154.168604063355
1.605,129.883513969709,-154.388728566633
1.606,129.755538778403,-154.608884879597
1.607,129.628383280271,-154.829073055922
1.608,129.502060719123,-155.049293149389
1.609,129.376584608087,-155.269545213884
1.61,129.251968736211,-155.4898293034
1.611,129.128227175258,-155.710145472036
1.612,129.00537428669,-155.930493774
1.613,128.883424728863,-156.150874263604
1.614,128.762393464414,-156.37128699527
1.615,128.642295767871,-156.591732023524
1.616,128.523147233482,-156.812209403003
1.617,128.404963783264,-157.032719188448
1.618,128.287761675298,-157.253261434713
1.619,128.171557512254,-157.473836196755
1.62,128.056368250172,-157.694443529642
1.621,127.942211207504,-157.91508348855
1.622,127.82910407441,-158.135756128763
1.623,127.717064922345,-158.356461505676
1.624,127.606112213915,-158.577199674791
1.625,127.496264813035,-158.79797069172
1.626,127.387541995387,-159.018774612185
1.627,127.279963459187,-159.239611492016
1.628,127.173549336283,-159.460481387155
1.629,127.068320203576,-159.681384353654
1.63,126.964297094791,-159.902320447673
1.631,126.861501512606,-160.123289725484
1.632,126.759955441138,-160.344292243472
1.633,126.659681358818,-160.565328058129
1.634,126.560702251656,-160.786397226061
1.635,126.463041626903,-161.007499803984
1.636,126.366723527139,-161.228635848726
1.637,126.27177254479,-161.449805417226
1.638,126.178213837088,-161.671008566536
1.639,126.086073141496,-161.892245353821
1.64,125.9953767916,-162.113515836356
1.641,125.906151733504,-162.334820071532
1.642,125.818425542721,-162.556158116849
1.643,125.732226441595,-162.777530029923
1.644,125.647583317257,-162.998935868482
1.645,125.564525740147,-163.220375690369
1.646,125.483083983105,-163.441849553538
1.647,125.403289041063,-163.663357516061
1.648,125.325172651351,-163.88489963612
1.649,125.248767314629,-164.106475972014
1.65,125.174106316487,-164.328086582156
1.651,125.10122374971,-164.549731525074
1.652,125.030154537246,-164.771410859412
1.653,124.96093445589,-164.993124643928
1.654,124.893600160709,-165.214872937495
1.655,124.828189210243,-165.436655799104
1.656,124.764740092474,-165.658473287862
1.657,124.703292251634,-165.88032546299
1.658,124.643886115827,-166.102212383827
1.659,124.586563125537,-166.324134109829
1.66,124.531365763007,-166.54609070057
1.661,124.478337582546,-166.768082215738
1.662,124.427523241779,-166.990108715142
1.663,124.378968533862,-167.212170258707
1.664,124.332720420696,-167.434266906477
1.665,124.288827067177,-167.656398718613
1.666,124.24733787649,-167.878565755395
1.667,124.208303526494,-168.100768077223
1.668,124.171776007213,-168.323005744615
1.669,124.137808659479,-168.545278818207
1.67,124.106456214733,-168.767587358758
1.671,124.077774836035,-168.989931427143
1.672,124.051822160296,-169.21231108436
1.673,124.02865734177,-169.434726391525
1.674,124.008341096823,-169.657177409877
1.675,123.990935750019,-169.879664200773
1.676,123.976505281534,-170.102186825694
1.677,123.965115375938,-170.324745346241
1.678,123.956833472358,-170.547339824136
1.679,123.951728816042,-170.769970321225
1.68,123.949872511351,-170.992636899473
1.681,123.951337576193,-171.215339620971
1.682,123.956198997913,-171.438078547931
1.683,123.96453379065,-171.660853742687
1.684,123.976421054164,-171.883665267699
1.685,123.99194203415,-172.106513185548
1.686,124.011180184022,-172.32939755894
1.687,124.034221228165,-172.552318450706
1.688,124.061153226652,-172.7752759238
1.689,124.092066641386,-172.998270041301
1.69,124.127054403665,-173.221300866413
1.691,124.166211983098,-173.444368462467
1.692,124.209637457872,-173.667472892918
1.693,124.257431586267,-173.890614221346
1.694,124.309697879375,-174.113792511459
1.695,124.36654267494,-174.337007827091
