!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Friday, March 04, 2016 14:45:14
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Phase(°),S21 Phase(°)
1000000000,-114.11719,173.57712
1001000000,-114.46307,173.40599
1002000000,-113.61416,173.30722
1003000000,-113.6086,173.22786
1004000000,-113.16366,172.88252
1005000000,-112.74345,172.80209
1006000000,-112.31264,172.59409
1007000000,-111.38975,172.51248
1008000000,-111.26517,172.12592
1009000000,-111.06688,171.93207
1010000000,-111.37875,171.81044
1011000000,-111.3289,171.28807
1012000000,-110.93526,171.26529
1013000000,-110.69262,170.88852
1014000000,-110.74467,170.73247
1015000000,-110.0713,170.67865
1016000000,-110.13462,170.38025
1017000000,-109.7374,170.19171
1018000000,-109.79842,170.06648
1019000000,-109.77684,169.93138
1020000000,-109.43105,169.77513
1021000000,-109.29264,169.41531
1022000000,-109.84189,169.40485
1023000000,-109.60276,169.09491
1024000000,-109.64098,168.8989
1025000000,-109.08714,168.74513
1026000000,-109.47855,168.54756
1027000000,-109.16838,168.19458
1028000000,-109.00298,167.96977
1029000000,-109.03191,167.89104
1030000000,-109.19257,167.64615
1031000000,-109.1113,167.44037
1032000000,-108.75779,167.34996
1033000000,-109.0106,166.97261
1034000000,-109.0223,166.8174
1035000000,-109.06733,166.66696
1036000000,-108.92999,166.53204
1037000000,-109.20346,166.26144
1038000000,-109.17942,165.98174
1039000000,-109.05494,165.83777
1040000000,-109.48296,165.62506
1041000000,-109.32623,165.41498
1042000000,-109.49335,165.37109
1043000000,-109.09689,165.04883
1044000000,-109.67663,164.74457
1045000000,-109.27495,164.65625
1046000000,-109.76667,164.44388
1047000000,-110.25625,164.07446
1048000000,-109.85691,164.02025
1049000000,-109.88128,163.85391
1050000000,-109.96564,163.71013
1051000000,-110.68159,163.23959
1052000000,-110.62032,163.09344
1053000000,-110.15723,163.00272
1054000000,-110.2506,163.05325
1055000000,-110.40562,162.64244
1056000000,-110.72739,162.44096
1057000000,-110.93777,162.14232
1058000000,-110.55699,161.88533
1059000000,-110.94212,161.79742
1060000000,-110.73863,161.71365
1061000000,-110.68225,161.58046
1062000000,-111.20248,161.21629
1063000000,-111.56738,161.00278
1064000000,-111.51006,160.72707
1065000000,-111.20951,160.75548
1066000000,-111.62523,160.35724
1067000000,-111.53515,160.21562
1068000000,-111.39233,160.08449
1069000000,-111.91498,159.76755
1070000000,-111.87382,159.62221
