"Freq [GHz]","im(Z(1,1)) []"
1.696,-1213.95453736227
1.697,-1212.81100869407
1.698,-1211.66944165478
1.699,-1210.52983228033
1.7,-1209.39217661587
1.701,-1208.25647071576
1.702,-1207.1227106435
1.703,-1205.99089247184
1.704,-1204.86101228262
1.705,-1203.73306616683
1.706,-1202.60705022451
1.707,-1201.48296056477
1.708,-1200.3607933058
1.709,-1199.24054457477
1.71,-1198.12221050786
1.711,-1197.00578725019
1.712,-1195.89127095583
1.713,-1194.77865778777
1.714,-1193.66794391789
1.715,-1192.55912552698
1.716,-1191.45219880462
1.717,-1190.34715994916
1.718,-1189.24400516789
1.719,-1188.14273067678
1.72,-1187.04333270054
1.721,-1185.94580747259
1.722,-1184.85015123508
1.723,-1183.75636023885
1.724,-1182.66443074337
1.725,-1181.57435901678
1.726,-1180.48614133569
1.727,-1179.39977398544
1.728,-1178.31525325985
1.729,-1177.23257546131
1.73,-1176.1517369007
1.731,-1175.07273389737
1.732,-1173.99556277913
1.733,-1172.92021988234
1.734,-1171.84670155161
1.735,-1170.77500414004
1.736,-1169.70512400907
1.737,-1168.63705752856
1.738,-1167.57080107659
1.739,-1166.5063510396
1.74,-1165.44370381229
1.741,-1164.3828557977
1.742,-1163.32380340695
1.743,-1162.2665430595
1.744,-1161.21107118296
1.745,-1160.15738421312
1.746,-1159.10547859388
1.747,-1158.05535077731
1.748,-1157.00699722354
1.749,-1155.9604144008
1.75,-1154.91559878541
1.751,-1153.87254686169
1.752,-1152.83125512199
1.753,-1151.7917200666
1.754,-1150.75393820383
1.755,-1149.71790604996
1.756,-1148.68362012922
1.757,-1147.65107697359
1.758,-1146.62027312311
1.759,-1145.59120512564
1.76,-1144.5638695368
1.761,-1143.53826292015
1.762,-1142.51438184694
1.763,-1141.49222289629
1.764,-1140.47178265503
1.765,-1139.4530577177
1.766,-1138.43604468667
1.767,-1137.42074017185
1.768,-1136.40714079097
1.769,-1135.39524316926
1.77,-1134.38504393978
1.771,-1133.37653974303
1.772,-1132.36972722716
1.773,-1131.36460304793
1.774,-1130.36116386859
1.775,-1129.35940635995
1.776,-1128.35932720037
1.777,-1127.36092307562
1.778,-1126.36419067902
1.779,-1125.36912671128
1.78,-1124.37572788055
1.781,-1123.38399090243
1.782,-1122.39391249989
1.783,-1121.40548940325
1.784,-1120.41871835018
1.785,-1119.43359608575
1.786,-1118.45011936226
1.787,-1117.46828493928
1.788,-1116.4880895838
1.789,-1115.50953006992
1.79,-1114.53260317903
1.791,-1113.55730569969
1.792,-1112.58363442774
1.793,-1111.61158616612
1.794,-1110.64115772495
1.795,-1109.67234592156
1.796,-1108.70514758021
1.797,-1107.73955953244
1.798,-1106.77557861679
1.799,-1105.81320167891
1.8,-1104.85242557145
1.801,-1103.89324715407
1.802,-1102.93566329353
1.803,-1101.9796708634
1.804,-1101.02526674441
1.805,-1100.07244782411
1.806,-1099.12121099707
1.807,-1098.17155316466
1.808,-1097.22347123527
1.809,-1096.27696212408
1.81,-1095.33202275313
1.811,-1094.38865005138
1.812,-1093.44684095453
1.813,-1092.50659240507
1.814,-1091.56790135235
1.815,-1090.63076475243
1.816,-1089.69517956814
1.817,-1088.76114276904
1.818,-1087.82865133136
1.819,-1086.8977022381
1.82,-1085.96829247889
1.821,-1085.04041905001
1.822,-1084.11407895447
1.823,-1083.18926920174
1.824,-1082.26598680805
1.825,-1081.34422879614
1.826,-1080.42399219536
1.827,-1079.50527404158
1.828,-1078.58807137725
1.829,-1077.67238125126
1.83,-1076.75820071909
1.831,-1075.84552684266
1.832,-1074.93435669041
1.833,-1074.02468733711
1.834,-1073.1165158641
1.835,-1072.20983935907
1.836,-1071.30465491612
1.837,-1070.40095963573
1.838,-1069.49875062475
1.839,-1068.59802499636
1.84,-1067.6987798701
1.841,-1066.80101237184
1.842,-1065.90471963369
1.843,-1065.00989879408
1.844,-1064.11654699777
1.845,-1063.22466139562
1.846,-1062.33423914485
1.847,-1061.44527740884
1.848,-1060.55777335721
1.849,-1059.67172416568
1.85,-1058.78712701625
1.851,-1057.90397909703
1.852,-1057.02227760221
1.853,-1056.14201973218
1.854,-1055.26320269335
1.855,-1054.38582369829
1.856,-1053.50987996561
1.857,-1052.63536872
1.858,-1051.76228719215
1.859,-1050.89063261877
1.86,-1050.02040224264
1.861,-1049.15159331248
1.862,-1048.28420308299
1.863,-1047.41822881485
1.864,-1046.55366777466
1.865,-1045.69051723495
1.866,-1044.82877447423
1.867,-1043.96843677681
1.868,-1043.10950143295
1.869,-1042.25196573872
1.87,-1041.39582699613
1.871,-1040.54108251293
1.872,-1039.6877296028
1.873,-1038.83576558508
1.874,-1037.98518778506
1.875,-1037.13599353366
1.876,-1036.28818016769
1.877,-1035.44174502962
1.878,-1034.5966854677
1.879,-1033.75299883584
1.88,-1032.91068249373
1.881,-1032.06973380667
1.882,-1031.23015014566
1.883,-1030.3919288874
1.884,-1029.55506741413
1.885,-1028.71956311383
1.886,-1027.88541338005
1.887,-1027.05261561189
1.888,-1026.22116721408
1.889,-1025.39106559695
1.89,-1024.56230817629
1.891,-1023.73489237354
1.892,-1022.90881561558
1.893,-1022.08407533485
1.894,-1021.26066896925
1.895,-1020.43859396222
1.896,-1019.61784776259
1.897,-1018.79842782471
1.898,-1017.98033160833
1.899,-1017.16355657865
1.9,-1016.34810020627
1.901,-1015.53395996719
1.902,-1014.72113334277
1.903,-1013.90961781984
1.904,-1013.09941089041
1.905,-1012.290510052
1.906,-1011.48291280737
1.907,-1010.67661666461
1.908,-1009.87161913711
1.909,-1009.06791774356
1.91,-1008.26551000793
1.911,-1007.46439345939
1.912,-1006.66456563241
1.913,-1005.86602406672
1.914,-1005.0687663072
1.915,-1004.27278990397
1.916,-1003.47809241234
1.917,-1002.6846713928
1.918,-1001.89252441097
1.919,-1001.1016490377
1.92,-1000.31204284891
1.921,-999.523703425644
1.922,-998.736628354102
1.923,-997.950815225558
1.924,-997.166261636376
1.925,-996.382965187996
1.926,-995.60092348688
1.927,-994.820134144606
1.928,-994.040594777746
1.929,-993.262303007849
1.93,-992.485256461569
1.931,-991.70945277045
1.932,-990.934889571123
1.933,-990.161564505095
1.934,-989.389475218874
1.935,-988.618619363904
1.936,-987.848994596583
1.937,-987.080598578185
1.938,-986.313428974898
1.939,-985.547483457837
1.94,-984.782759702946
1.941,-984.019255391086
1.942,-983.256968207938
1.943,-982.495895844041
1.944,-981.736035994796
1.945,-980.977386360328
1.946,-980.219944645645
1.947,-979.463708560523
1.948,-978.70867581955
1.949,-977.954844142045
1.95,-977.202211252115
1.951,-976.450774878533
1.952,-975.70053275491
1.953,-974.951482619526
1.954,-974.203622215364
1.955,-973.456949290127
1.956,-972.711461596145
1.957,-971.967156890476
1.958,-971.224032934839
1.959,-970.482087495554
1.96,-969.741318343644
1.961,-969.001723254704
1.962,-968.263300008923
1.963,-967.526046391159
1.964,-966.78996019079
1.965,-966.055039201829
1.966,-965.321281222822
1.967,-964.588684056874
1.968,-963.857245511627
1.969,-963.12696339925
1.97,-962.397835536471
1.971,-961.669859744441
1.972,-960.943033848911
1.973,-960.217355680037
1.974,-959.492823072493
1.975,-958.769433865367
1.976,-958.047185902245
1.977,-957.326077031122
1.978,-956.606105104472
1.979,-955.887267979085
1.98,-955.169563516258
1.981,-954.452989581636
1.982,-953.737544045231
1.983,-953.023224781456
1.984,-952.310029669049
1.985,-951.597956591181
1.986,-950.887003435259
1.987,-950.177168093036
1.988,-949.468448460665
1.989,-948.760842438519
1.99,-948.054347931251
1.991,-947.348962847902
1.992,-946.644685101653
1.993,-945.941512610078
1.994,-945.239443294896
1.995,-944.538475082115
1.996,-943.838605901951
1.997,-943.13983368889
1.998,-942.442156381544
1.999,-941.745571922774
2,-941.050078259655
2.001,-940.355673343364
2.002,-939.662355129296
2.003,-938.970121576972
2.004,-938.278970650067
2.005,-937.588900316407
2.006,-936.899908547957
2.007,-936.2119933207
2.008,-935.525152614831
2.009,-934.839384414578
2.01,-934.154686708272
2.011,-933.471057488298
2.012,-932.788494751116
2.013,-932.106996497228
2.014,-931.426560731213
2.015,-930.747185461593
2.016,-930.068868701013
2.017,-929.391608466073
2.018,-928.715402777357
2.019,-928.0402496595
2.02,-927.366147141059
2.021,-926.693093254554
2.022,-926.021086036527
2.023,-925.35012352744
2.024,-924.680203771666
2.025,-924.011324817534
2.026,-923.343484717316
2.027,-922.676681527119
2.028,-922.010913307048
2.029,-921.346178121024
2.03,-920.682474036881
2.031,-920.019799126297
2.032,-919.358151464858
2.033,-918.697529131976
2.034,-918.037930210874
2.035,-917.379352788655
2.036,-916.721794956201
2.037,-916.065254808284
2.038,-915.409730443369
2.039,-914.755219963793
2.04,-914.10172147566
2.041,-913.44923308883
2.042,-912.797752916966
2.043,-912.147279077446
2.044,-911.497809691397
2.045,-910.849342883703
2.046,-910.201876782983
2.047,-909.555409521568
2.048,-908.909939235466
2.049,-908.265464064411
2.05,-907.621982151829
2.051,-906.979491644823
2.052,-906.337990694147
2.053,-905.697477454269
2.054,-905.057950083284
2.055,-904.419406742877
2.056,-903.78184559846
2.057,-903.145264818996
2.058,-902.509662577126
2.059,-901.875037049044
2.06,-901.241386414579
2.061,-900.608708857152
2.062,-899.977002563727
2.063,-899.346265724876
2.064,-898.716496534737
2.065,-898.087693190952
2.066,-897.459853894776
2.067,-896.83297685094
2.068,-896.207060267755
2.069,-895.582102357017
2.07,-894.958101334029
2.071,-894.335055417639
2.072,-893.712962830116
2.073,-893.091821797282
2.074,-892.471630548392
2.075,-891.852387316164
2.076,-891.234090336829
2.077,-890.616737849977
2.078,-890.00032809873
2.079,-889.384859329584
