Freq,S21sim,S21mea
1,-0.021849803,0.064007699
1.001,-0.02187585,0.049001426
1.002,-0.021901775,0.10179503
1.003,-0.021927579,0.070962027
1.004,-0.021953262,0.064582214
1.005,-0.021978824,0.072323769
1.006,-0.022004267,0.079134174
1.007,-0.02202959,0.098458953
1.008,-0.022054793,0.073355116
1.009,-0.022079878,0.058750443
1.01,-0.022104845,0.10081871
1.011,-0.022129694,0.11263729
1.012,-0.022154425,0.10334518
1.013,-0.022179039,0.094235457
1.014,-0.022203536,0.062196512
1.015,-0.022227917,0.086493209
1.016,-0.022252182,0.074844293
1.017,-0.022276332,0.082766496
1.018,-0.022300366,0.067847282
1.019,-0.022324286,0.071309783
1.02,-0.022348091,0.10956316
1.021,-0.022371782,0.05685281
1.022,-0.02239536,0.075946279
1.023,-0.022418825,0.080943294
1.024,-0.022442177,0.064191937
1.025,-0.022465416,0.056992374
1.026,-0.022488544,0.071352445
1.027,-0.02251156,0.095453158
1.028,-0.022534465,0.06392473
1.029,-0.022557259,0.055980735
1.03,-0.022579942,0.089354329
1.031,-0.022602516,0.06281884
1.032,-0.022624979,0.071821347
1.033,-0.022647334,0.082721934
1.034,-0.022669579,0.064355761
1.035,-0.022691716,0.055072661
1.036,-0.022713745,0.068892866
1.037,-0.022735666,0.067046687
1.038,-0.022757479,0.072139174
1.039,-0.022779186,0.092271797
1.04,-0.022800785,0.082610972
1.041,-0.022822278,0.091976486
1.042,-0.022843665,0.095124513
1.043,-0.022864947,0.07386785
1.044,-0.022886123,0.075601384
1.045,-0.022907195,0.070291862
1.046,-0.022928161,0.064849235
1.047,-0.022949024,0.088838771
1.048,-0.022969783,0.086014494
1.049,-0.022990438,0.050546292
1.05,-0.02301099,0.0811553
1.051,-0.023031439,0.091046147
1.052,-0.023051786,0.066927098
1.053,-0.023072031,0.080359995
1.054,-0.023092174,0.06394127
1.055,-0.023112215,0.075917304
1.056,-0.023132156,0.057324532
1.057,-0.023151996,0.090488553
1.058,-0.023171735,0.044830117
1.059,-0.023191374,0.071176685
1.06,-0.023210914,0.067095287
1.061,-0.023230354,0.066274852
1.062,-0.023249696,0.057453427
1.063,-0.023268938,0.068633616
1.064,-0.023288082,0.075639717
1.065,-0.023307128,0.065071329
1.066,-0.023326077,0.067811258
1.067,-0.023344928,0.06788221
1.068,-0.023363682,0.0797721
1.069,-0.023382339,0.071131587
1.07,-0.0234009,0.066398136
1.071,-0.023419365,0.074637264
1.072,-0.023437734,0.047543474
1.073,-0.023456007,0.073716745
1.074,-0.023474186,0.081902184
1.075,-0.02349227,0.056333739
1.076,-0.023510259,0.066119611
1.077,-0.023528154,0.060571983
1.078,-0.023545956,0.064471491
1.079,-0.023563663,0.04730659
1.08,-0.023581278,0.10013388
1.081,-0.0235988,0.085078113
1.082,-0.023616229,0.057646338
1.083,-0.023633565,0.094414681
1.084,-0.02365081,0.065630369
1.085,-0.023667964,0.066487566
1.086,-0.023685025,0.032871563
1.087,-0.023701996,0.076529108
1.088,-0.023718876,0.10997231
1.089,-0.023735666,0.076432981
1.09,-0.023752365,0.044949226
1.091,-0.023768975,0.062773317
1.092,-0.023785495,0.054372922
1.093,-0.023801926,0.065522194
1.094,-0.023818268,0.040464263
1.095,-0.023834521,0.072678618
1.096,-0.023850686,0.047044154
1.097,-0.023866763,0.047681428
1.098,-0.023882752,0.067154601
1.099,-0.023898654,0.031379052
1.1,-0.023914469,0.052271962
1.101,-0.023930196,0.067147881
1.102,-0.023945837,0.064696237
1.103,-0.023961392,0.067790352
1.104,-0.02397686,0.076721497
1.105,-0.023992243,0.087039061
1.106,-0.024007541,0.086245552
1.107,-0.024022753,0.065985449
1.108,-0.02403788,0.061802085
1.109,-0.024052923,0.07918293
1.11,-0.024067882,0.094144441
1.111,-0.024082756,0.077037781
