Freq,S21sim,S21mea
1,-4.795135353,-5.2874308
1.001,-4.805309352,-5.3171759
1.002,-4.815497907,-5.3030806
1.003,-4.825701023,-5.3132071
1.004,-4.835918705,-5.3475323
1.005,-4.846150955,-5.3196044
1.006,-4.856397779,-5.3461051
1.007,-4.866659179,-5.3415923
1.008,-4.876935161,-5.3546457
1.009,-4.887225727,-5.3702078
1.01,-4.897530881,-5.3803959
1.011,-4.907850627,-5.3719831
1.012,-4.91818497,-5.4359045
1.013,-4.928533911,-5.3967099
1.014,-4.938897455,-5.4008646
1.015,-4.949275606,-5.4487448
1.016,-4.959668367,-5.4440131
1.017,-4.97007574,-5.4888592
1.018,-4.980497731,-5.4700451
1.019,-4.99093434,-5.5136719
1.02,-5.001385573,-5.484416
1.021,-5.011851433,-5.5205593
1.022,-5.022331921,-5.5256367
1.023,-5.032827042,-5.5262604
1.024,-5.043336798,-5.5547829
1.025,-5.053861192,-5.5472083
1.026,-5.064400227,-5.560616
1.027,-5.074953907,-5.5423069
1.028,-5.085522233,-5.5926299
1.029,-5.096105209,-5.5867929
1.03,-5.106702837,-5.6081891
1.031,-5.117315119,-5.6472716
1.032,-5.127942059,-5.6600418
1.033,-5.138583659,-5.6310492
1.034,-5.149239921,-5.6281214
1.035,-5.159910847,-5.6238132
1.036,-5.170596441,-5.6644597
1.037,-5.181296704,-5.6811638
1.038,-5.192011638,-5.7106938
1.039,-5.202741245,-5.6973701
1.04,-5.213485529,-5.7057781
1.041,-5.224244489,-5.71666
1.042,-5.23501813,-5.7109232
1.043,-5.245806452,-5.7255163
1.044,-5.256609457,-5.7572107
1.045,-5.267427148,-5.7586546
1.046,-5.278259526,-5.7643399
1.047,-5.289106592,-5.7704396
1.048,-5.299968348,-5.815907
1.049,-5.310844796,-5.8073826
1.05,-5.321735937,-5.829309
1.051,-5.332641773,-5.8337984
1.052,-5.343562305,-5.8366961
1.053,-5.354497534,-5.854506
1.054,-5.365447462,-5.8613682
1.055,-5.376412089,-5.8982682
1.056,-5.387391417,-5.9029732
1.057,-5.398385447,-5.898561
1.058,-5.409394181,-5.9243155
1.059,-5.420417617,-5.9293447
1.06,-5.431455759,-5.9256916
1.061,-5.442508606,-5.9637713
1.062,-5.45357616,-5.9376402
1.063,-5.46465842,-5.971272
1.064,-5.475755388,-5.9442453
1.065,-5.486867064,-5.9897575
1.066,-5.497993448,-5.995719
1.067,-5.509134542,-6.0256047
1.068,-5.520290345,-6.0264354
1.069,-5.531460857,-6.0240946
1.07,-5.54264608,-6.0443702
1.071,-5.553846012,-6.0754948
1.072,-5.565060655,-6.043119
1.073,-5.576290007,-6.0882931
1.074,-5.58753407,-6.0711803
1.075,-5.598792843,-6.1060591
1.076,-5.610066326,-6.0969234
1.077,-5.621354518,-6.1144567
1.078,-5.63265742,-6.1284366
1.079,-5.64397503,-6.1459241
1.08,-5.655307349,-6.1395736
1.081,-5.666654377,-6.1855574
1.082,-5.678016111,-6.207808
1.083,-5.689392552,-6.2012014
1.084,-5.7007837,-6.2113109
1.085,-5.712189552,-6.2153363
1.086,-5.72361011,-6.2204819
1.087,-5.73504537,-6.2367649
1.088,-5.746495334,-6.2484951
1.089,-5.757959998,-6.2492604
1.09,-5.769439364,-6.273344
1.091,-5.780933428,-6.3018479
1.092,-5.79244219,-6.2860913
1.093,-5.803965649,-6.3348627
1.094,-5.815503803,-6.3358908
1.095,-5.827056651,-6.3407884
1.096,-5.838624191,-6.3204556
1.097,-5.850206422,-6.3427172
1.098,-5.861803341,-6.3751259
1.099,-5.873414948,-6.3945947
1.1,-5.88504124,-6.4133987
1.101,-5.896682215,-6.4119191
1.102,-5.908337872,-6.4031754
1.103,-5.920008208,-6.4633131
1.104,-5.931693221,-6.4489956
1.105,-5.943392909,-6.4384294
1.106,-5.95510727,-6.463028
1.107,-5.966836302,-6.4713564
1.108,-5.978580002,-6.495739
1.109,-5.990338367,-6.4781828
1.11,-6.002111395,-6.4934907
1.111,-6.013899083,-6.5295444
1.112,-6.02570143,-6.5660982
1.113,-6.037518431,-6.5505738
1.114,-6.049350084,-6.5492258
1.115,-6.061196386,-6.6057601
1.116,-6.073057334,-6.6032686
1.117,-6.084932925,-6.6088438
1.118,-6.096823156,-6.6245761
1.119,-6.108728024,-6.6202803
1.12,-6.120647524,-6.6280661
1.121,-6.132581655,-6.6684618
1.122,-6.144530412,-6.6713252
1.123,-6.156493792,-6.6743932
1.124,-6.168471791,-6.6767936
1.125,-6.180464406,-6.6883879
1.126,-6.192471632,-6.7112098
1.127,-6.204493466,-6.7320194
1.128,-6.216529905,-6.7077885
1.129,-6.228580943,-6.7484145
1.13,-6.240646577,-6.7432308
1.131,-6.252726803,-6.7978177
1.132,-6.264821616,-6.7889585
1.133,-6.276931013,-6.7728157
1.134,-6.289054988,-6.7988682
1.135,-6.301193537,-6.8236318
1.136,-6.313346656,-6.8565068
1.137,-6.32551434,-6.8559499
1.138,-6.337696584,-6.8682098
1.139,-6.349893384,-6.8728771
1.14,-6.362104734,-6.9118614
1.141,-6.37433063,-6.8952885
1.142,-6.386571066,-6.8829684
1.143,-6.398826038,-6.8959465
1.144,-6.41109554,-6.9612365
