!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Wednesday, March 09, 2016 17:48:46
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21 Log Mag(dB),S21 Phase(°),S11 Log Mag(dB),S11 Phase(°)
1000000000,-0.70427519,178.09052,-11.603447,-176.71014
1001000000,-0.68425131,178.1261,-11.624733,-176.4875
1002000000,-0.7065708,177.36983,-11.653419,-177.06535
1003000000,-0.70669907,177.41873,-11.645421,-176.93407
1004000000,-0.71955913,177.31888,-11.711628,-177.16074
1005000000,-0.68801183,177.05568,-11.660939,-177.22386
1006000000,-0.67838091,176.88251,-11.69291,-177.23203
1007000000,-0.68088722,176.70326,-11.696028,-177.65309
1008000000,-0.69161797,176.50362,-11.720605,-177.5145
1009000000,-0.69105071,176.16962,-11.699565,-177.85783
1010000000,-0.68639112,175.99704,-11.720428,-177.76477
1011000000,-0.66907048,175.65468,-11.722984,-178.34525
1012000000,-0.67984319,175.47911,-11.778498,-178.13611
1013000000,-0.68918204,175.36002,-11.780001,-178.3819
1014000000,-0.69515795,175.13083,-11.83245,-178.20316
1015000000,-0.67606753,175.09589,-11.778167,-178.31934
1016000000,-0.68100071,174.81509,-11.82309,-178.61124
1017000000,-0.6902014,174.28867,-11.844865,-179.0386
1018000000,-0.70602304,174.43073,-11.844809,-178.7267
1019000000,-0.68316698,173.9987,-11.817366,-179.00592
1020000000,-0.70198685,173.83934,-11.868385,-179.24757
1021000000,-0.67252505,173.62619,-11.87554,-179.31091
1022000000,-0.68099928,173.38783,-11.874177,-179.46498
1023000000,-0.67152524,173.13339,-11.914469,-179.68436
1024000000,-0.66324389,173.11797,-11.893192,-179.75562
1025000000,-0.66425002,172.62,-11.898853,-180.1256
1026000000,-0.67516899,172.49364,-11.91435,-180.09158
1027000000,-0.66942525,172.18225,-11.951601,-180.26735
1028000000,-0.63848579,172.01642,-11.930093,-180.47566
1029000000,-0.68682575,171.97827,-11.975871,-180.14619
1030000000,-0.69027138,171.44656,-12.013497,-180.80943
1031000000,-0.69665289,171.41333,-12.042708,-180.77884
1032000000,-0.6467784,171.045,-11.996413,-181.03363
1033000000,-0.65125573,171.12047,-11.994807,-180.85216
1034000000,-0.64169335,170.68576,-12.002605,-181.36931
1035000000,-0.66841996,170.38524,-12.058005,-181.21059
1036000000,-0.65333503,170.20486,-12.052329,-181.39769
1037000000,-0.66603297,170.0302,-12.068153,-181.34935
1038000000,-0.6523577,169.70853,-12.067994,-181.59116
1039000000,-0.65138435,169.5551,-12.099434,-181.7683
1040000000,-0.66092783,169.47377,-12.122835,-181.84236
1041000000,-0.65992856,169.24654,-12.125101,-181.79778
1042000000,-0.68095237,169.22006,-12.149741,-181.76717
1043000000,-0.68421501,168.78412,-12.190881,-182.32454
1044000000,-0.63257456,168.48561,-12.145619,-182.42343
1045000000,-0.65771365,168.36784,-12.180624,-182.41162
1046000000,-0.67024803,168.17938,-12.171619,-182.30536
1047000000,-0.65087384,167.95418,-12.186771,-182.65727
1048000000,-0.64441508,167.591,-12.205602,-182.72108
