"Freq [GHz]","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]","ang_deg(S(3,1)) [deg]","ang_deg(S(4,1)) [deg]"
1.096,155.43302496444,-56.3211731883028,-78.9972260310174,-62.1097439318718
1.097,155.394698749454,-56.3587072765157,-79.0666642906446,-62.1648963631976
1.098,155.356340263949,-56.3962026159221,-79.1361042681651,-62.2200586972007
1.099,155.317949483477,-56.43365911221,-79.2055460057544,-62.2752309467017
1.1,155.27952638352,-56.4710766708885,-79.2749895457045,-62.3304131246312
1.101,155.241070939488,-56.5084551972896,-79.3444349304245,-62.3856052440355
1.102,155.202583126724,-56.5457945965694,-79.4138822024401,-62.4408073180821
1.103,155.164062920501,-56.5830947737122,-79.4833314043948,-62.4960193600675
1.104,155.12551029602,-56.6203556335313,-79.5527825790492,-62.551241383422
1.105,155.086925228415,-56.6575770806726,-79.6222357692815,-62.6064734017169
1.106,155.048307692748,-56.694759019616,-79.6916910180883,-62.6617154286706
1.107,155.009657664013,-56.7319013546785,-79.7611483685837,-62.7169674781544
1.108,154.970975117132,-56.7690039900156,-79.8306078640004,-62.7722295641996
1.109,154.932260026959,-56.8060668296248,-79.9000695476891,-62.8275017010031
1.11,154.893512368276,-56.8430897773476,-79.9695334631201,-62.8827839029346
1.111,154.854732115799,-56.8800727368718,-80.0389996538815,-62.9380761845418
1.112,154.815919244168,-56.9170156117341,-80.1084681636816,-62.9933785605582
1.113,154.777073727959,-56.9539183053226,-80.1779390363471,-63.0486910459082
1.114,154.738195541673,-56.9907807208793,-80.2474123158246,-63.1040136557142
1.115,154.699284659743,-57.0276027615028,-80.3168880461805,-63.1593464053028
1.116,154.660341056533,-57.0643843301507,-80.3863662716011,-63.2146893102112
1.117,154.621364706335,-57.1011253296412,-80.4558470363925,-63.2700423861931
1.118,154.58235558337,-57.1378256626581,-80.5253303849817,-63.3254056492263
1.119,154.54331366179,-57.1744852317505,-80.5948163619158,-63.3807791155178
1.12,154.504238915678,-57.2111039393379,-80.6643050118629,-63.4361628015113
1.121,154.465131319044,-57.2476816877109,-80.7337963796122,-63.4915567238924
1.122,154.425990845828,-57.284218379035,-80.8032905100735,-63.5469608995958
1.123,154.386817469901,-57.320713915353,-80.8727874482787,-63.6023753458122
1.124,154.347611165061,-57.3571681985878,-80.942287239381,-63.6578000799932
1.125,154.308371905038,-57.3935811305445,-81.0117899286554,-63.7132351198589
1.126,154.269099663491,-57.4299526129139,-81.0812955614993,-63.7686804834037
1.127,154.229794414005,-57.4662825472746,-81.1508041834315,-63.8241361889028
1.128,154.190456130099,-57.5025708350961,-81.2203158400942,-63.8796022549189
1.129,154.151084785217,-57.5388173777419,-81.2898305772518,-63.9350787003077
1.13,154.111680352736,-57.5750220764712,-81.3593484407919,-63.9905655442251
1.131,154.072242805958,-57.6111848324428,-81.4288694767245,-64.0460628061328
1.132,154.032772118117,-57.6473055467177,-81.4983937311838,-64.1015705058055
1.133,153.993268262374,-57.6833841202612,-81.5679212504271,-64.1570886633361
1.134,153.953731211822,-57.719420453947,-81.6374520808355,-64.2126172991428
1.135,153.914160939479,-57.7554144485586,-81.7069862689141,-64.268156433975
1.136,153.874557418294,-57.7913660047937,-81.7765238612921,-64.3237060889191
1.137,153.834920621144,-57.8272750232659,-81.8460649047233,-64.3792662854059
1.138,153.795250520835,-57.8631414045082,-81.9156094460859,-64.4348370452156
1.139,153.755547090101,-57.8989650489764,-81.9851575323831,-64.4904183904847
1.14,153.715810301606,-57.9347458570505,-82.0547092107433,-64.5460103437115
1.141,153.67604012794,-57.9704837290395,-82.1242645284199,-64.6016129277631
1.142,153.636236541625,-58.006178565183,-82.1938235327915,-64.6572261658801
1.143,153.596399515107,-58.0418302656554,-82.2633862713634,-64.7128500816844
1.144,153.556529020764,-58.0774387305676,-82.3329527917658,-64.7684846991839
1.145,153.5166250309,-58.1130038599713,-82.4025231417559,-64.8241300427792
1.146,153.476687517748,-58.1485255538613,-82.4720973692167,-64.8797861372691
1.147,153.436716453468,-58.1840037121787,-82.541675522158,-64.9354530078568
1.148,153.396711810151,-58.2194382348141,-82.6112576487165,-64.9911306801558
1.149,153.356673559811,-58.2548290216106,-82.6808437971558,-65.0468191801956
1.15,153.316601674395,-58.2901759723672,-82.7504340158668,-65.102518534428
1.151,153.276496125774,-58.3254789868415,-82.8200283533679,-65.1582287697321
1.152,153.236356885748,-58.3607379647533,-82.8896268583055,-65.2139499134211
1.153,153.196183926046,-58.3959528057874,-82.9592295794536,-65.2696819932468
1.154,153.155977218322,-58.4311234095969,-83.0288365657142,-65.3254250374065
1.155,153.11573673416,-58.4662496758066,-83.0984478661182,-65.3811790745476
1.156,153.075462445069,-58.5013315040156,-83.1680635298248,-65.436944133774
1.157,153.035154322488,-58.5363687938017,-83.2376836061221,-65.4927202446512
1.158,152.99481233778,-58.5713614447233,-83.3073081444271,-65.548507437212
1.159,152.954436462238,-58.6063093563237,-83.3769371942864,-65.6043057419617
1.16,152.914026667081,-58.6412124281335,-83.4465708053757,-65.6601151898837
1.161,152.873582923455,-58.6760705596751,-83.5162090275011,-65.7159358124455
1.162,152.833105202433,-58.7108836504646,-83.5858519105979,-65.7717676416029
1.163,152.792593475015,-58.7456516000158,-83.655499504732,-65.8276107098054
1.164,152.752047712126,-58.7803743078443,-83.7251518600999,-65.8834650500031
1.165,152.711467884622,-58.8150516734692,-83.7948090270283,-65.9393306956491
1.166,152.67085396328,-58.8496835964177,-83.8644710559751,-65.9952076807072
1.167,152.630205918808,-58.8842699762284,-83.9341379975292,-66.0510960396555
1.168,152.589523721838,-58.9188107124537,-84.0038099024106,-66.1069958074917
1.169,152.54880734293,-58.9533057046648,-84.0734868214715,-66.1629070197385
1.17,152.508056752568,-58.9877548524537,-84.1431688056954,-66.218829712448
1.171,152.467271921165,-59.0221580554375,-84.2128559061977,-66.2747639222066
1.172,152.426452819057,-59.0565152132613,-84.2825481742264,-66.3307096861404
1.173,152.385599416508,-59.0908262256022,-84.352245661162,-66.3866670419188
1.174,152.344711683708,-59.1250909921724,-84.4219484185174,-66.4426360277602
1.175,152.303789590771,-59.1593094127227,-84.4916564979386,-66.4986166824367
1.176,152.262833107739,-59.1934813870461,-84.5613699512048,-66.554609045277
1.177,152.221842204577,-59.2276068149817,-84.6310888302287,-66.6106131561735
1.178,152.180816851178,-59.2616855964176,-84.7008131870566,-66.6666290555846
1.179,152.139757017359,-59.2957176312945,-84.7705430738683,-66.7226567845398
1.18,152.098662672863,-59.3297028196101,-84.8402785429785,-66.7786963846443
1.181,152.057533787357,-59.3636410614214,-84.9100196468355,-66.8347478980827
1.182,152.016370330434,-59.3975322568493,-84.9797664380222,-66.8908113676234
1.183,151.975172271612,-59.4313763060821,-85.0495189692568,-66.9468868366232
1.184,151.933939580335,-59.4651731093783,-85.1192772933923,-67.0029743490307
1.185,151.892672225969,-59.4989225670712,-85.1890414634169,-67.05907394939
1.186,151.851370177807,-59.532624579572,-85.2588115324542,-67.1151856828457
1.187,151.810033405066,-59.5662790473737,-85.3285875537639,-67.1713095951459
1.188,151.768661876888,-59.5998858710543,-85.398369580741,-67.2274457326461
1.189,151.727255562337,-59.6334449512816,-85.4681576669178,-67.2835941423132
1.19,151.685814430405,-59.6669561888152,-85.537951865962,-67.3397548717288
1.191,151.644338450006,-59.7004194845118,-85.6077522316784,-67.3959279690931
1.192,151.602827589977,-59.733834739328,-85.6775588180089,-67.4521134832279
1.193,151.561281819083,-59.7672018543241,-85.7473716790321,-67.5083114635807
1.194,151.519701106007,-59.8005207306685,-85.8171908689644,-67.5645219602273
1.195,151.478085419361,-59.8337912696401,-85.8870164421595,-67.6207450238757
1.196,151.436434727678,-59.867013372634,-85.9568484531093,-67.676980705869
1.197,151.394748999415,-59.9001869411633,-86.0266869564434,-67.7332290581883
1.198,151.353028202954,-59.933311876864,-86.09653200693,-67.7894901334566
1.199,151.311272306596,-59.9663880814988,-86.1663836594759,-67.8457639849408
1.2,151.269481278571,-59.9994154569606,-86.2362419691265,-67.9020506665553
1.201,151.227655087027,-60.032393905276,-86.3061069910663,-67.9583502328644
1.202,151.185793700038,-60.0653233286099,-86.3759787806193,-68.0146627390852
1.203,151.1438970856,-60.0982036292686,-86.4458573932486,-68.0709882410903
1.204,151.101965211632,-60.1310347097044,-86.5157428845574,-68.1273267954108
1.205,151.059998045974,-60.1638164725186,-86.5856353102888,-68.1836784592378
1.206,151.017995556392,-60.1965488204662,-86.6555347263262,-68.2400432904263
1.207,150.97595771057,-60.229231656459,-86.7254411886932,-68.296421347496
1.208,150.933884476117,-60.2618648835701,-86.7953547535544,-68.352812689635
1.209,150.891775820565,-60.2944484050375,-86.8652754772152,-68.409217376701
1.21,150.849631711365,-60.3269821242678,-86.9352034161222,-68.4656354692242
1.211,150.807452115892,-60.359465944841,-87.0051386268635,-68.5220670284089
1.212,150.765237001443,-60.3918997705131,-87.0750811661686,-68.5785121161354
1.213,150.722986335235,-60.4242835052212,-87.1450310909094,-68.6349707949627
1.214,150.680700084409,-60.4566170530866,-87.2149884580994,-68.6914431281293
1.215,150.638378216024,-60.4889003184196,-87.2849533248949,-68.7479291795557
1.216,150.596020697064,-60.5211332057224,-87.3549257485945,-68.8044290138455
1.217,150.553627494432,-60.553315619694,-87.4249057866397,-68.8609426962879
1.218,150.511198574952,-60.5854474652339,-87.4948934966154,-68.9174702928582
1.219,150.46873390537,-60.6175286474457,-87.5648889362496,-68.9740118702202
1.22,150.426233452352,-60.6495590716416,-87.6348921634138,-69.0305674957266
1.221,150.383697182485,-60.6815386433458,-87.7049032361233,-69.0871372374207
1.222,150.341125062275,-60.7134672682998,-87.774922212538,-69.1437211640386
1.223,150.298517058153,-60.7453448524642,-87.844949150961,-69.2003193450085
1.224,150.255873136464,-60.7771713020253,-87.9149841098412,-69.2569318504531
1.225,150.213193263477,-60.808946523397,-87.9850271477714,-69.3135587511903
1.226,150.170477405382,-60.8406704232262,-88.0550783234899,-69.3702001187341
1.227,150.127725528285,-60.8723429083958,-88.1251376958796,-69.4268560252947
1.228,150.084937598215,-60.9039638860298,-88.1952053239697,-69.4835265437808
1.229,150.04211358112,-60.9355332634965,-88.2652812669345,-69.5402117477984
1.23,149.999253442866,-60.9670509484131,-88.3353655840949,-69.5969117116536
1.231,149.956357149241,-60.9985168486496,-88.4054583349174,-69.6536265103508
1.232,149.913424665949,-61.0299308723325,-88.4755595790152,-69.7103562195948
1.233,149.870455958615,-61.0612929278495,-88.5456693761481,-69.7671009157906
1.234,149.827450992784,-61.0926029238534,-88.6157877862232,-69.8238606760437
1.235,149.784409733918,-61.1238607692657,-88.6859148692943,-69.8806355781601
1.236,149.741332147397,-61.1550663732818,-88.7560506855631,-69.9374257006473
1.237,149.698218198523,-61.1862196453734,-88.8261952953782,-69.9942311227132
1.238,149.655067852512,-61.2173204952947,-88.8963487592371,-70.0510519242672
1.239,149.611881074502,-61.2483688330845,-88.9665111377845,-70.1078881859192
1.24,149.568657829548,-61.2793645690717,-89.0366824918139,-70.1647399889799
1.241,149.525398082621,-61.3103076138789,-89.1068628822675,-70.2216074154609
1.242,149.482101798613,-61.3411978784265,-89.1770523702361,-70.2784905480735
1.243,149.438768942333,-61.372035273937,-89.2472510169597,-70.3353894702298
1.244,149.395399478504,-61.402819711939,-89.3174588838279,-70.3923042660403
1.245,149.351993371772,-61.4335511042714,-89.3876760323792,-70.4492350203152
1.246,149.308550586697,-61.4642293630876,-89.4579025243027,-70.5061818185629
1.247,149.265071087756,-61.4948544008595,-89.5281384214368,-70.5631447469893
1.248,149.221554839345,-61.5254261303817,-89.5983837857709,-70.6201238924978
1.249,149.178001805775,-61.5559444647757,-89.6686386794442,-70.6771193426875
1.25,149.134411951275,-61.5864093174942,-89.7389031647471,-70.734131185853
1.251,149.090785239989,-61.6168206023249,-89.8091773041212,-70.7911595109839
1.252,149.04712163598,-61.6471782333949,-89.8794611601587,-70.8482044077626
1.253,149.003421103225,-61.677482125175,-89.9497547956039,-70.9052659665641
1.254,148.959683605618,-61.7077321924833,-90.0200582733521,-70.9623442784548
1.255,148.91590910697,-61.7379283504903,-90.0903716564516,-71.0194394351913
1.256,148.872097571006,-61.768070514722,-90.1606950081017,-71.0765515292186
1.257,148.828248961369,-61.7981586010651,-90.2310283916551,-71.1336806536697
1.258,148.784363241615,-61.8281925257703,-90.3013718706165,-71.1908269023635
1.259,148.740440375217,-61.8581722054571,-90.3717255086438,-71.2479903698036
1.26,148.696480325564,-61.8880975571176,-90.4420893695479,-71.3051711511767
1.261,148.652483055958,-61.917968498121,-90.5124635172933,-71.3623693423514
1.262,148.608448529619,-61.9477849462173,-90.5828480159978,-71.419585039876
1.263,148.564376709678,-61.9775468195423,-90.6532429299334,-71.4768183409773
1.264,148.520267559185,-62.0072540366209,-90.7236483235256,-71.5340693435584
1.265,148.476121041101,-62.0369065163714,-90.7940642613547,-71.5913381461972
1.266,148.431937118304,-62.0665041781106,-90.8644908081556,-71.6486248481444
1.267,148.387715753585,-62.096046941557,-90.9349280288175,-71.705929549322
1.268,148.343456909649,-62.1255347268352,-91.005375988385,-71.7632523503201
1.269,148.299160549116,-62.1549674544803,-91.0758347520578,-71.8205933523965
1.27,148.254826634518,-62.1843450454421,-91.1463043851911,-71.8779526574736
1.271,148.210455128304,-62.2136674210891,-91.2167849532958,-71.9353303681358
1.272,148.166045992832,-62.2429345032126,-91.2872765220389,-71.9927265876289
1.273,148.121599190378,-62.2721462140313,-91.3577791572431,-72.0501414198562
1.274,148.077114683128,-62.3013024761951,-91.4282929248881,-72.1075749693769
1.275,148.032592433182,-62.3304032127891,-91.4988178911096,-72.1650273414038
1.276,147.988032402554,-62.359448347339,-91.5693541222011,-72.222498641801
1.277,147.943434553171,-62.3884378038131,-91.6399016846121,-72.2799889770806
1.278,147.898798846869,-62.417371506629,-91.7104606449501,-72.3374984544014
1.279,147.854125245402,-62.4462493806555,-91.7810310699802,-72.3950271815653
1.28,147.809413710432,-62.4750713512183,-91.8516130266246,-72.4525752670151
1.281,147.764664203536,-62.5038373441037,-91.9222065819645,-72.5101428198321
1.282,147.7198766862,-62.5325472855628,-91.9928118032387,-72.5677299497332
1.283,147.675051119826,-62.561201102315,-92.0634287578444,-72.6253367670675
1.284,147.630187465725,-62.5897987215534,-92.1340575133376,-72.6829633828143
1.285,147.58528568512,-62.6183400709483,-92.2046981374336,-72.7406099085805
1.286,147.540345739145,-62.6468250786511,-92.2753506980063,-72.7982764565966
1.287,147.495367588848,-62.6752536732989,-92.3460152630894,-72.8559631397151
1.288,147.450351195185,-62.7036257840186,-92.4166919008758,-72.9136700714061
1.289,147.405296519024,-62.7319413404309,-92.4873806797185,-72.9713973657557
1.29,147.360203521146,-62.7602002726545,-92.5580816681307,-73.0291451374621
1.291,147.315072162239,-62.7884025113101,-92.6287949347853,-73.0869135018322
1.292,147.269902402905,-62.816547987525,-92.6995205485161,-73.1447025747799
1.293,147.224694203654,-62.8446366329368,-92.7702585783175,-73.2025124728213
1.294,147.179447524908,-62.8726683796973,-92.8410090933448,-73.2603433130724
1.295,147.134162326999,-62.9006431604777,-92.9117721629146,-73.318195213246
1.296,147.088838570167,-62.9285609084715,-92.9825478565047,-73.3760682916479
1.297,147.043476214565,-62.9564215573996,-93.0533362437546,-73.4339626671737
1.298,146.998075220254,-62.9842250415131,-93.1241373944652,-73.4918784593057
1.299,146.952635547204,-63.0119712955992,-93.1949513786003,-73.5498157881098
1.3,146.907157155295,-63.0396602549838,-93.2657782662848,-73.6077747742308
1.301,146.861640004318,-63.0672918555365,-93.336618127807,-73.665755538891
1.302,146.81608405397,-63.0948660336741,-93.4074710336176,-73.7237582038848
1.303,146.770489263859,-63.1223827263651,-93.4783370543298,-73.7817828915767
1.304,146.724855593501,-63.1498418711337,-93.5492162607203,-73.8398297248964
1.305,146.679183002323,-63.1772434060635,-93.6201087237289,-73.8978988273369
1.306,146.633471449657,-63.2045872698024,-93.6910145144592,-73.9559903229492
1.307,146.587720894745,-63.2318734015655,-93.761933704178,-74.01410433634
1.308,146.541931296739,-63.2591017411405,-93.8328663643167,-74.0722409926678
1.309,146.496102614697,-63.2862722288906,-93.9038125664705,-74.1304004176386
1.31,146.450234807585,-63.3133848057593,-93.9747723823987,-74.188582737503
1.311,146.404327834279,-63.340439413274,-94.0457458840256,-74.2467880790523
1.312,146.35838165356,-63.36743599355,-94.1167331434399,-74.3050165696144
1.313,146.312396224117,-63.3943744892954,-94.1877342328958,-74.3632683370511
1.314,146.266371504549,-63.4212548438136,-94.2587492248121,-74.421543509753
1.315,146.22030745336,-63.4480770010087,-94.3297781917734,-74.4798422166366
1.316,146.174204028961,-63.4748409053888,-94.4008212065294,-74.5381645871406
1.317,146.128061189672,-63.5015465020702,-94.4718783419962,-74.5965107512213
1.318,146.081878893718,-63.5281937367814,-94.5429496712555,-74.6548808393499
1.319,146.035657099231,-63.5547825558669,-94.6140352675552,-74.7132749825077
1.32,145.989395764251,-63.5813129062915,-94.6851352043097,-74.7716933121828
1.321,145.943094846723,-63.6077847356437,-94.7562495550999,-74.8301359603658
1.322,145.896754304499,-63.6341979921406,-94.8273783936734,-74.8886030595468
1.323,145.850374095338,-63.660552624631,-94.898521793945,-74.9470947427105
1.324,145.803954176903,-63.6868485825996,-94.9696798299965,-75.0056111433325
1.325,145.757494506764,-63.713085816171,-95.040852576077,-75.0641523953763
1.326,145.710995042399,-63.7392642761138,-95.1120401066033,-75.1227186332882
1.327,145.664455741188,-63.7653839138441,-95.1832424961601,-75.1813099919942
1.328,145.617876560419,-63.7914446814297,-95.2544598194993,-75.2399266068953
1.329,145.571257457284,-63.8174465315939,-95.3256921515418,-75.2985686138647
1.33,145.524598388883,-63.8433894177195,-95.3969395673761,-75.3572361492426
1.331,145.477899312217,-63.8692732938528,-95.46820214226,-75.415929349833
1.332,145.431160184196,-63.8950981147067,-95.5394799516188,-75.4746483528995
1.333,145.384380961633,-63.9208638356659,-95.6107730710479,-75.5333932961617
1.334,145.337561601246,-63.9465704127894,-95.6820815763107,-75.5921643177905
1.335,145.290702059658,-63.9722178028154,-95.7534055433407,-75.6509615564049
1.336,145.243802293396,-63.9978059631643,-95.8247450482401,-75.7097851510675
1.337,145.196862258893,-64.0233348519431,-95.8961001672808,-75.7686352412804
1.338,145.149881912484,-64.0488044279491,-95.9674709769048,-75.8275119669825
1.339,145.10286121041,-64.0742146506737,-96.0388575537237,-75.8864154685434
1.34,145.055800108816,-64.099565480306,-96.1102599745193,-75.9453458867615
1.341,145.008698563751,-64.1248568777366,-96.1816783162436,-76.0043033628584
1.342,144.961556531167,-64.1500888045618,-96.2531126560191,-76.0632880384761
1.343,144.914373966919,-64.175261223087,-96.3245630711391,-76.1223000556722
1.344,144.86715082677,-64.2003740963302,-96.396029639067,-76.1813395569165
1.345,144.819887066381,-64.2254273880265,-96.4675124374378,-76.2404066850869
1.346,144.77258264132,-64.2504210626313,-96.5390115440574,-76.299501583465
1.347,144.725237507057,-64.275355085324,-96.6105270369028,-76.3586243957328
1.348,144.677851618966,-64.300229422012,-96.6820589941228,-76.4177752659683
1.349,144.630424932323,-64.3250440393343,-96.7536074940375,-76.476954338642
1.35,144.582957402309,-64.3497989046648,-96.8251726151385,-76.5361617586118
1.351,144.535448984005,-64.3744939861168,-96.8967544360898,-76.5953976711209
1.352,144.487899632398,-64.399129252546,-96.968353035727,-76.6546622217923
1.353,144.440309302376,-64.4237046735541,-97.0399684930585,-76.7139555566255
1.354,144.392677948729,-64.4482202194932,-97.1116008872641,-76.7732778219928
1.355,144.345005526151,-64.4726758614688,-97.1832502976971,-76.8326291646352
1.356,144.297291989239,-64.4970715713432,-97.2549168038827,-76.8920097316577
1.357,144.24953729249,-64.5214073217399,-97.3266004855193,-76.951419670527
1.358,144.201741390304,-64.5456830860469,-97.3983014224781,-77.0108591290667
1.359,144.153904236985,-64.5698988384198,-97.4700196948032,-77.0703282554531
1.36,144.106025786738,-64.5940545537859,-97.5417553827123,-77.1298271982123
1.361,144.058105993669,-64.6181502078479,-97.6135085665962,-77.1893561062154
1.362,144.010144811787,-64.6421857770868,-97.685279327019,-77.2489151286752
1.363,143.962142195003,-64.6661612387663,-97.7570677447189,-77.3085044151426
1.364,143.914098097129,-64.6900765709355,-97.8288739006075,-77.3681241155026
1.365,143.86601247188,-64.7139317524329,-97.9006978757701,-77.4277743799696
1.366,143.817885272871,-64.73772676289,-97.9725397514667,-77.4874553590857
