"Freq [GHz]","ang_deg(S(2,1)) [deg]","ang_deg(S(2,3)) [deg]","ang_deg(S(2,2)) [deg]","ang_deg(S(2,4)) [deg]"
1,-59.5843014885439,-110.20144106418,99.6292578671051,-105.431455397311
1.001,-59.6593741636867,-110.33556043862,99.4592804901214,-105.531802211769
1.002,-59.7344850212633,-110.4696827653,99.2894396718022,-105.632224992187
1.003,-59.8096339422224,-110.603808775059,99.1197426604977,-105.732724033735
1.004,-59.8848208053512,-110.737939200007,98.9501967352797,-105.833299631721
1.005,-59.9600454872505,-110.872074773531,98.7808092052118,-105.93395208159
1.006,-60.0353078623091,-111.006216230292,98.6115874086161,-106.03468167892
1.007,-60.1106078026808,-111.140364306233,98.4425387123371,-106.135488719425
1.008,-60.1859451782571,-111.274519738576,98.2736705110017,-106.23637349895
1.009,-60.2613198566425,-111.408683265829,98.1049902262793,-106.33733631347
1.01,-60.3367317031287,-111.542855627782,97.9365053061374,-106.43837745909
1.011,-60.4121805806676,-111.677037565518,97.768223224098,-106.53949723204
1.012,-60.4876663498457,-111.811229821405,97.6001514784908,-106.64069592868
1.013,-60.5631888688575,-111.945433139105,97.4322975917069,-106.741973845492
1.014,-60.6387479934768,-112.079648263573,97.264669109454,-106.84333127908
1.015,-60.7143435770319,-112.213875941058,97.0972736000062,-106.944768526169
1.016,-60.7899754703753,-112.348116919106,96.9301186534621,-107.046285883605
1.017,-60.8656435218575,-112.48237194656,96.7632118809968,-107.147883648349
1.018,-60.9413475772983,-112.616641773562,96.59656091412,-107.24956211748
1.019,-61.0170874799577,-112.750927151556,96.4301734039334,-107.351321588188
1.02,-61.0928630705075,-112.885228833284,96.2640570203916,-107.453162357776
1.021,-61.168674187002,-113.019547572795,96.0982194515652,-107.555084723659
1.022,-61.2445206648478,-113.153884125438,95.9326684029073,-107.657088983356
1.023,-61.3204023367752,-113.288239247866,95.7674115965223,-107.759175434494
1.024,-61.3963190328064,-113.422613698038,95.6024567704411,-107.861344374804
1.025,-61.472270580226,-113.557008235218,95.4378116778976,-107.963596102118
1.026,-61.5482568035503,-113.691423619978,95.2734840866117,-108.065930914368
1.027,-61.6242775244945,-113.825860614192,95.109481778079,-108.168349109584
1.028,-61.700332561943,-113.960319981045,94.9458125468616,-108.27085098589
1.029,-61.7764217319165,-114.094802485026,94.7824841998894,-108.373436841503
1.03,-61.8525448475393,-114.229308891933,94.6195045557658,-108.476106974733
1.031,-61.9287017190074,-114.363839968868,94.4568814440803,-108.578861683975
1.032,-62.004892153555,-114.498396484243,94.2946227047279,-108.681701267711
1.033,-62.0811159554215,-114.632979207774,94.1327361872379,-108.784626024509
1.034,-62.1573729258176,-114.767588910486,93.9712297501083,-108.887636253014
1.035,-62.2336628628904,-114.902226364705,93.8101112601509,-108.990732251952
1.036,-62.3099855616899,-115.036892344067,93.6493885918435,-109.093914320125
1.037,-62.3863408141337,-115.171587623509,93.4890696266923,-109.197182756407
1.038,-62.4627284089716,-115.306312979273,93.3291622526032,-109.300537859745
1.039,-62.5391481317495,-115.441069188904,93.169674363264,-109.403979929152
1.04,-62.6155997647747,-115.575857031246,93.0106138575355,-109.507509263706
1.041,-62.6920830870772,-115.710677286447,92.8519886388551,-109.611126162549
1.042,-62.768597874375,-115.845530735951,92.6938066146502,-109.714830924882
1.043,-62.845143899035,-115.980418162501,92.5360756957626,-109.818623849963
1.044,-62.9217209300369,-116.115340350136,92.3788037958865,-109.922505237103
1.045,-62.9983287329332,-116.250298084189,92.2219988310167,-110.026475385666
1.046,-63.0749670698122,-116.385292151286,92.0656687189102,-110.130534595061
1.047,-63.1516356992578,-116.520323339344,91.9098213785616,-110.234683164744
1.048,-63.2283343763111,-116.655392437567,91.7544647296886,-110.338921394213
1.049,-63.3050628524296,-116.790500236448,91.5996066922341,-110.443249583002
1.05,-63.3818208754471,-116.925647527761,91.4452551858803,-110.547668030682
1.051,-63.4586081895333,-117.060835104566,91.2914181295769,-110.652177036857
1.052,-63.5354245351517,-117.196063761197,91.1381034410856,-110.756776901157
1.053,-63.6122696490189,-117.331334293268,90.9853190365355,-110.861467923241
1.054,-63.6891432640615,-117.466647497666,90.8330728299972,-110.966250402787
1.055,-63.7660451093742,-117.602004172548,90.6813727330689,-111.071124639493
1.056,-63.8429749101756,-117.737405117337,90.5302266544819,-111.176090933071
1.057,-63.9199323877662,-117.872851132723,90.3796424997164,-111.281149583246
1.058,-63.9969172594823,-118.008343020655,90.2296281706385,-111.386300889748
1.059,-64.0739292386528,-118.143881584338,90.0801915651505,-111.491545152315
1.06,-64.1509680345541,-118.279467628235,89.9313405768575,-111.596882670682
1.061,-64.2280333523633,-118.415101958052,89.7830830947526,-111.702313744582
1.062,-64.3051248931134,-118.550785380747,89.6354270029166,-111.807838673742
1.063,-64.382242353646,-118.686518704514,89.4883801802367,-111.913457757875
1.064,-64.4593854265639,-118.822302738788,89.3419505001414,-112.019171296682
1.065,-64.5365538001839,-118.958138294235,89.1961458303529,-112.124979589843
1.066,-64.6137471584883,-119.094026182748,89.0509740326578,-112.230882937015
1.067,-64.690965181076,-119.229967217446,88.9064429626947,-112.33688163783
1.068,-64.7682075431136,-119.365962212664,88.7625604697597,-112.442975991885
1.069,-64.8454739152855,-119.50201198395,88.6193343966316,-112.549166298745
1.07,-64.9227639637426,-119.638117348061,88.4767725794136,-112.655452857934
1.071,-65.0000773500521,-119.774279122957,88.3348828473933,-112.761835968929
1.072,-65.0774137311458,-119.910498127792,88.1936730229231,-112.868315931164
1.073,-65.1547727592679,-120.046775182914,88.0531509213168,-112.974893044015
1.074,-65.2321540819223,-120.183111109856,87.9133243507663,-113.081567606803
