frequency,e',e''
200000000,19.9044,3.9277
209600000,19.816,4.1795
219200000,19.8754,4.2409
228800000,19.9056,4.4292
238400000,19.8686,4.5441
248000000,19.8603,4.4945
257600000,19.7576,4.6467
267200000,19.6659,4.7668
276800000,19.7093,4.8187
286400000,19.6963,4.97
296000000,19.6664,5.1143
305600000,19.6342,5.1649
315200000,19.6489,5.2174
324800000,19.5827,5.292
334400000,19.5502,5.2974
344000000,19.4272,5.4804
353600000,19.4244,5.5583
363200000,19.3822,5.6982
372800000,19.2884,5.8219
382400000,19.3034,5.8893
392000000,19.2286,5.9927
401600000,19.1597,6.1251
411200000,19.0723,6.1709
420800000,19.0169,6.182
430400000,18.9038,6.2425
440000000,18.8478,6.4058
449600000,18.722,6.4572
459200000,18.7117,6.5355
468800000,18.643,6.6377
478400000,18.631,6.6774
488000000,18.4973,6.7506
497600000,18.4586,6.799
507200000,18.3107,6.9136
516800000,18.2409,6.9509
526400000,18.1781,6.9813
536000000,17.998,7.0293
545600000,17.9049,7.1006
555200000,17.8085,7.1767
564800000,17.6911,7.2171
574400000,17.6655,7.3213
584000000,17.5411,7.3695
593600000,17.4979,7.4273
603200000,17.3874,7.4214
612800000,17.3033,7.4611
622400000,17.2683,7.4807
632000000,17.1514,7.5387
641600000,17.0762,7.5752
651200000,16.9633,7.6731
660800000,16.8672,7.6781
670400000,16.7644,7.7824
680000000,16.6993,7.7736
689600000,16.6093,7.8499
699200000,16.5344,7.8106
708800000,16.4426,7.7355
718400000,16.3661,7.7024
728000000,16.3389,7.6997
737600000,16.3106,7.7426
747200000,16.2836,7.8599
756800000,16.1967,7.9434
766400000,16.096,8.0325
776000000,16.0202,8.0426
785600000,15.9244,8.087
795200000,15.7749,8.1226
804800000,15.6546,8.1365
814400000,15.5243,8.1324
824000000,15.3775,8.1387
833600000,15.3331,8.1926
843200000,15.2363,8.2014
852800000,15.1222,8.1444
862400000,15.1262,8.1371
872000000,15.1237,8.1346
881600000,15.0546,8.1609
891200000,15.0842,8.2025
900800000,14.9899,8.2657
910400000,14.8715,8.2789
920000000,14.7446,8.3527
929600000,14.6824,8.3566
939200000,14.5922,8.4218
948800000,14.5201,8.3961
958400000,14.4491,8.4013
968000000,14.3534,8.3613
977600000,14.3046,8.4269
987200000,14.2252,8.4113
996800000,14.1452,8.3754
1006400000,14.052,8.3847
1016000000,13.9832,8.396
1025600000,13.8885,8.4273
1035200000,13.7698,8.4334
1044800000,13.7453,8.4408
1054400000,13.6821,8.4293
1064000000,13.5755,8.4146
1073600000,13.5493,8.404
1083200000,13.4822,8.3768
1092800000,13.3805,8.4013
1102400000,13.2938,8.4076
1112000000,13.207,8.3614
1121600000,13.1618,8.4139
1131200000,13.0906,8.4157
1140800000,13.0052,8.3616
1150400000,12.9993,8.3626
1160000000,12.944,8.3534
1169600000,12.8708,8.3518
1179200000,12.7429,8.3286
1188800000,12.7228,8.3034
1198400000,12.6608,8.3332
1208000000,12.5466,8.3286
1217600000,12.5224,8.3235
1227200000,12.4544,8.3021
1236800000,12.4188,8.3016
1246400000,12.3757,8.2905
1256000000,12.3013,8.2954
1265600000,12.2427,8.2668
1275200000,12.1784,8.2164
1284800000,12.1286,8.2269
1294400000,12.0759,8.2302
1304000000,12.0061,8.2067
1313600000,11.9457,8.1929
1323200000,11.8834,8.1988
1332800000,11.8653,8.1736
1342400000,11.815,8.1374
1352000000,11.7579,8.1381
1361600000,11.7176,8.0962
1371200000,11.6526,8.0994
1380800000,11.597,8.0952
1390400000,11.5181,8.0737
1400000000,11.4844,8.1022
1409600000,11.4472,8.0771
1419200000,11.3868,8.0675
1428800000,11.3411,8.0494
1438400000,11.2955,8.0267
1448000000,11.2668,8.0144
1457600000,11.2152,7.9716
1467200000,11.1749,7.978
1476800000,11.1093,7.9507
1486400000,11.0883,7.9016
1496000000,11.0543,7.8966
1505600000,10.9717,7.8974
1515200000,10.9973,7.8748
1524800000,10.9441,7.8546
1534400000,10.8989,7.8404
1544000000,10.8686,7.847
1553600000,10.8087,7.8241
1563200000,10.7147,7.7782
1572800000,10.6841,7.804
1582400000,10.6667,7.7661
1592000000,10.6164,7.7484
1601600000,10.5428,7.7353
1611200000,10.5412,7.7046
1620800000,10.5107,7.7058
1630400000,10.4556,7.6779
1640000000,10.4619,7.6685
1649600000,10.4034,7.632
1659200000,10.3535,7.6225
1668800000,10.3319,7.6117
1678400000,10.2944,7.6127
1688000000,10.2372,7.5997
1697600000,10.2348,7.6067
1707200000,10.207,7.5814
1716800000,10.181,7.5786
1726400000,10.1375,7.5711
1736000000,10.107,7.5513
1745600000,10.069,7.5485
1755200000,10.0321,7.521
1764800000,9.9908,7.5038
1774400000,9.9292,7.495
1784000000,9.9388,7.462
1793600000,9.891,7.4794
1803200000,9.8586,7.4648
1812800000,9.8267,7.4536
1822400000,9.8065,7.4393
1832000000,9.7648,7.4242
1841600000,9.7375,7.4073
1851200000,9.7004,7.3912
1860800000,9.6538,7.3818
1870400000,9.6442,7.3605
1880000000,9.6052,7.3461
1889600000,9.5743,7.3356
1899200000,9.5342,7.315
1908800000,9.5074,7.3059
1918400000,9.4771,7.2973
1928000000,9.438,7.2803
1937600000,9.4064,7.2452
1947200000,9.3782,7.2169
1956800000,9.336,7.2173
1966400000,9.3095,7.1909
1976000000,9.2695,7.1664
1985600000,9.2434,7.1706
1995200000,9.2187,7.1632
2004800000,9.1911,7.1231
2014400000,9.1633,7.1109
2024000000,9.1257,7.091
2033600000,9.0925,7.0655
2043200000,9.071,7.0461
2052800000,9.0335,7.0271
2062400000,9.0024,7.0079
2072000000,8.9707,7.01
2081600000,8.9321,6.9959
2091200000,8.913,6.9852
2100800000,8.8856,6.9624
2110400000,8.859,6.9494
2120000000,8.8371,6.9184
2129600000,8.8049,6.9064
2139200000,8.7942,6.8819
2148800000,8.7639,6.8889
2158400000,8.7504,6.8809
2168000000,8.7193,6.8594
2177600000,8.6922,6.8298
2187200000,8.6707,6.8126
2196800000,8.6466,6.7994
2206400000,8.6254,6.8013
2216000000,8.6091,6.7688
2225600000,8.5824,6.7543
2235200000,8.5622,6.7246
2244800000,8.5554,6.7075
2254400000,8.5175,6.7084
2264000000,8.4899,6.6742
2273600000,8.4806,6.668
2283200000,8.4664,6.663
2292800000,8.4435,6.6297
2302400000,8.4269,6.6292
2312000000,8.4165,6.5997
2321600000,8.387,6.586
2331200000,8.3695,6.5702
2340800000,8.3578,6.5498
2350400000,8.3264,6.5394
2360000000,8.3245,6.5168
2369600000,8.2946,6.4935
2379200000,8.2746,6.4724
2388800000,8.2542,6.4618
2398400000,8.2369,6.442
2408000000,8.2178,6.4187
2417600000,8.1893,6.4029
2427200000,8.1725,6.3823
2436800000,8.147,6.3838
2446400000,8.1382,6.3541
2456000000,8.1236,6.3501
2465600000,8.1078,6.3361
2475200000,8.0806,6.3211
2484800000,8.0739,6.2987
2494400000,8.0519,6.2665
2504000000,8.0353,6.271
2513600000,8.0145,6.2509
2523200000,7.9948,6.2434
2532800000,7.9701,6.2285
2542400000,7.9561,6.221
2552000000,7.9354,6.2109
2561600000,7.9232,6.2073
2571200000,7.9065,6.1956
2580800000,7.8904,6.1829
2590400000,7.8666,6.1541
2600000000,7.8418,6.1444
2609600000,7.8313,6.1394
2619200000,7.8148,6.1353
2628800000,7.7954,6.1309
2638400000,7.7771,6.1154
2648000000,7.773,6.112
2657600000,7.7644,6.0855
2667200000,7.7456,6.0742
2676800000,7.741,6.0523
2686400000,7.7106,6.0412
2696000000,7.6897,6.0412
2705600000,7.6772,6.0214
2715200000,7.6607,6.0095
2724800000,7.6504,6.0096
2734400000,7.6382,5.9944
2744000000,7.6323,5.9776
2753600000,7.6255,5.9696
2763200000,7.6138,5.9582
2772800000,7.6036,5.9266
2782400000,7.5802,5.921
2792000000,7.5643,5.9048
2801600000,7.553,5.8917
2811200000,7.5394,5.8805
2820800000,7.5128,5.8664
2830400000,7.5114,5.856
2840000000,7.5,5.8397
2849600000,7.4869,5.8179
2859200000,7.4714,5.8014
2868800000,7.4534,5.7863
2878400000,7.4344,5.7764
2888000000,7.4053,5.7569
2897600000,7.3901,5.7484
2907200000,7.375,5.7262
2916800000,7.3601,5.7134
2926400000,7.3529,5.7025
2936000000,7.3338,5.6915
2945600000,7.3217,5.6717
2955200000,7.3034,5.6652
2964800000,7.2829,5.6484
2974400000,7.2744,5.6233
2984000000,7.2493,5.6206
2993600000,7.2389,5.5959
3003200000,7.2199,5.5892
3012800000,7.209,5.5898
3022400000,7.1908,5.5836
3032000000,7.1816,5.5822
3041600000,7.1675,5.5696
3051200000,7.1562,5.5554
3060800000,7.1413,5.5372
3070400000,7.1283,5.5288
3080000000,7.1169,5.5254
3089600000,7.0993,5.5088
3099200000,7.0972,5.5147
3108800000,7.0857,5.4984
3118400000,7.086,5.4938
3128000000,7.0827,5.4799
3137600000,7.0787,5.4724
3147200000,7.0653,5.4632
3156800000,7.0631,5.4524
3166400000,7.0531,5.4446
3176000000,7.0463,5.4262
3185600000,7.0378,5.4154
3195200000,7.0339,5.4075
3204800000,7.0251,5.3881
3214400000,7.0171,5.3987
3224000000,7.012,5.3786
3233600000,7.0014,5.3673
3243200000,6.9964,5.3549
3252800000,6.9864,5.3342
3262400000,6.9787,5.3236
3272000000,6.9609,5.3086
3281600000,6.9504,5.293
3291200000,6.9376,5.2836
3300800000,6.9259,5.2719
3310400000,6.9186,5.2634
3320000000,6.9072,5.2496
3329600000,6.9006,5.2329
3339200000,6.8929,5.2221
3348800000,6.8737,5.2023
3358400000,6.8666,5.1908
3368000000,6.8493,5.1736
3377600000,6.8337,5.1586
3387200000,6.8148,5.1514
3396800000,6.8031,5.1333
3406400000,6.794,5.1219
3416000000,6.7724,5.1149
3425600000,6.7629,5.1129
3435200000,6.755,5.0922
3444800000,6.7476,5.0913
3454400000,6.7266,5.0754
3464000000,6.7159,5.0652
3473600000,6.6991,5.0498
3483200000,6.6872,5.044
3492800000,6.6676,5.0464
3502400000,6.6563,5.0333
3512000000,6.6541,5.0399
3521600000,6.6435,5.0178
3531200000,6.6353,5.0204
3540800000,6.6286,5.009
3550400000,6.6147,5.0007
3560000000,6.6063,4.9828
3569600000,6.6044,4.9742
3579200000,6.5925,4.9719
3588800000,6.5872,4.9771
3598400000,6.5849,4.9687
3608000000,6.5851,4.9626
3617600000,6.5826,4.9573
3627200000,6.5828,4.947
3636800000,6.5799,4.9284
3646400000,6.5732,4.9237
3656000000,6.571,4.915
3665600000,6.5672,4.9016
3675200000,6.5618,4.8927
3684800000,6.5546,4.8897
3694400000,6.5537,4.8823
3704000000,6.5546,4.8775
3713600000,6.5552,4.8695
3723200000,6.5509,4.8582
3732800000,6.545,4.8404
3742400000,6.5345,4.8255
3752000000,6.5269,4.8136
3761600000,6.5146,4.8013
3771200000,6.5121,4.7972
3780800000,6.4962,4.777
3790400000,6.4881,4.7733
3800000000,6.4832,4.7637
3809600000,6.4749,4.7408
3819200000,6.4662,4.7354
3828800000,6.456,4.7151
3838400000,6.4471,4.7016
3848000000,6.4304,4.6898
3857600000,6.4216,4.6805
3867200000,6.4082,4.6743
3876800000,6.3876,4.6707
3886400000,6.3846,4.6592
3896000000,6.3749,4.651
3905600000,6.3659,4.6401
3915200000,6.347,4.6292
3924800000,6.3342,4.6162
3934400000,6.3125,4.6063
3944000000,6.2974,4.5947
3953600000,6.278,4.5902
3963200000,6.2725,4.5981
3972800000,6.2702,4.5959
3982400000,6.2628,4.5874
3992000000,6.2635,4.5887
4001600000,6.2658,4.5757
4011200000,6.2566,4.5633
4020800000,6.2515,4.5413
4030400000,6.2426,4.5327
4040000000,6.2347,4.5303
4049600000,6.2331,4.5229
4059200000,6.2244,4.5217
4068800000,6.2172,4.5439
4078400000,6.2243,4.5421
4088000000,6.2324,4.5395
4097600000,6.2368,4.5349
4107200000,6.2395,4.5212
4116800000,6.238,4.5096
4126400000,6.2348,4.5003
4136000000,6.2236,4.4899
4145600000,6.2146,4.488
4155200000,6.2089,4.4931
4164800000,6.2094,4.4775
4174400000,6.2092,4.4746
4184000000,6.2071,4.4674
4193600000,6.2081,4.4572
4203200000,6.2068,4.4386
4212800000,6.199,4.4235
4222400000,6.1945,4.4078
4232000000,6.1845,4.4004
4241600000,6.1759,4.3895
4251200000,6.166,4.3889
4260800000,6.1637,4.3759
4270400000,6.1605,4.3673
4280000000,6.153,4.36
4289600000,6.1487,4.3496
4299200000,6.1433,4.3312
4308800000,6.1321,4.3217
4318400000,6.1189,4.3046
4328000000,6.1041,4.2932
4337600000,6.0939,4.2892
4347200000,6.0803,4.2811
4356800000,6.0742,4.2794
4366400000,6.0626,4.2717
4376000000,6.0545,4.2604
4385600000,6.0421,4.2472
4395200000,6.0332,4.2307
4404800000,6.0224,4.2223
4414400000,6.0094,4.2213
4424000000,5.9947,4.213
4433600000,5.9687,4.209
4443200000,5.9761,4.2062
4452800000,5.9726,4.2069
4462400000,5.971,4.1985
4472000000,5.9703,4.1916
4481600000,5.962,4.1898
4491200000,5.9612,4.1815
4500800000,5.9501,4.176
4510400000,5.9475,4.1691
4520000000,5.9327,4.1728
4529600000,5.9434,4.1653
4539200000,5.9454,4.1732
4548800000,5.9487,4.1708
4558400000,5.9513,4.1737
4568000000,5.958,4.1604
4577600000,5.9579,4.1572
4587200000,5.9585,4.144
4596800000,5.96,4.1398
4606400000,5.9587,4.1335
4616000000,5.9582,4.1256
4625600000,5.9555,4.1267
4635200000,5.9626,4.1226
4644800000,5.9618,4.1211
4654400000,5.9645,4.1126
4664000000,5.9656,4.0987
4673600000,5.9613,4.089
4683200000,5.9534,4.0785
4692800000,5.9461,4.0627
4702400000,5.9313,4.0564
4712000000,5.9168,4.0531
4721600000,5.9191,4.0422
4731200000,5.912,4.0368
4740800000,5.9072,4.0238
4750400000,5.8987,4.0099
4760000000,5.894,3.9993
4769600000,5.8823,3.9815
4779200000,5.871,3.9665
