"Freq [GHz]","ang_deg(S(1,1)) [deg]","ang_deg(S(2,1)) [deg]"
1,-49.7898561849131,37.9255986486854
1.001,-49.8985802569557,37.7806002236549
1.002,-50.0074344690973,37.6355893407992
1.003,-50.1164188392703,37.4905659769227
1.004,-50.2255333853197,37.3455301088283
1.005,-50.3347781250042,37.2004817133166
1.006,-50.4441530759944,37.0554207671866
1.007,-50.5536582558735,36.9103472472351
1.008,-50.6632936821368,36.7652611302568
1.009,-50.7730593721904,36.6201623930445
1.01,-50.8829553433511,36.4750510123883
1.011,-50.9929816128468,36.3299269650766
1.012,-51.1031381978151,36.1847902278954
1.013,-51.2134251153029,36.0396407776283
1.014,-51.3238423822675,35.8944785910562
1.015,-51.4343900155741,35.7493036449579
1.016,-51.545068031997,35.6041159161094
1.017,-51.6558764482185,35.4589153812839
1.018,-51.7668152808282,35.3137020172529
1.019,-51.8778845463242,35.168475800784
1.02,-51.9890842611107,35.0232367086425
1.021,-52.1004144414993,34.8779847175909
1.022,-52.211875103708,34.7327198043883
1.023,-52.3234662638609,34.5874419457916
1.024,-52.4351879379873,34.442151118554
1.025,-52.5470401420236,34.2968472994254
1.026,-52.6590228918094,34.1515304651533
1.027,-52.7711362030907,34.0062005924811
1.028,-52.8833800915183,33.860857658149
1.029,-52.995754572646,33.7155016388944
1.03,-53.1082596619331,33.5701325114503
1.031,-53.2208953747428,33.4247502525466
1.032,-53.3336617263413,33.2793548389094
1.033,-53.4465587318982,33.1339462472614
1.034,-53.5595864064876,32.9885244543208
1.035,-53.6727447650851,32.8430894368029
1.036,-53.7860338225703,32.697641171418
1.037,-53.8994535937249,32.5521796348728
1.038,-54.0130040932333,32.4067048038704
1.039,-54.1266853356825,32.261216655109
1.04,-54.2404973355615,32.1157151652823
1.041,-54.3544401072608,31.9702003110806
1.042,-54.468513665074,31.8246720691891
1.043,-54.5827180231958,31.6791304162885
1.044,-54.6970531957231,31.5335753290546
1.045,-54.8115191966534,31.3880067841597
1.046,-54.9261160398875,31.2424247582697
1.047,-55.0408437392259,31.0968292280471
1.048,-55.155702308372,30.9512201701483
1.049,-55.27069176093,30.8055975612251
1.05,-55.3858121104056,30.6599613779242
1.051,-55.5010633702058,30.5143115968873
1.052,-55.6164455536393,30.3686481947502
1.053,-55.7319586739153,30.2229711481441
1.054,-55.8476027441461,30.0772804336938
1.055,-55.9633777773439,29.9315760280191
1.056,-56.0792837864236,29.785857907734
1.057,-56.195320784201,29.6401260494464
1.058,-56.3114887833935,29.4943804297592
1.059,-56.427787796621,29.3486210252685
1.06,-56.5442178364053,29.2028478125643
1.061,-56.6607789151694,29.0570607682312
1.062,-56.7774710452395,28.9112598688467
1.063,-56.8942942388436,28.7654450909826
1.064,-57.0112485081127,28.6196164112038
1.065,-57.1283338650798,28.4737738060692
1.066,-57.2455503216818,28.3279172521302
1.067,-57.3628978897584,28.1820467259322
1.068,-57.4803765810527,28.0361622040136
1.069,-57.5979864072118,27.8902636629053
1.07,-57.7157273797863,27.744351079132
1.071,-57.8335995102313,27.5984244292105
1.072,-57.9516028099071,27.4524836896509
1.073,-58.069737290078,27.3065288369555
1.074,-58.1880029619147,27.1605598476191
1.075,-58.3063998364921,27.0145766981296
1.076,-58.424927924793,26.868579364966
1.077,-58.5435872377052,26.7225678246009
1.078,-58.6623777860239,26.576542053498
1.079,-58.7812995804519,26.4305020281132
1.08,-58.9003526316002,26.2844477248943
1.081,-59.0195369499866,26.1383791202812
1.082,-59.1388525460397,25.9922961907047
1.083,-59.2582994300957,25.8461989125881
1.084,-59.3778776124018,25.7000872623452
1.085,-59.4975871031157,25.5539612163815
1.086,-59.6174279123056,25.4078207510941
1.087,-59.7374000499521,25.2616658428702
1.088,-59.8575035259471,25.1154964680891
1.089,-59.9777383500968,24.96931260312
1.09,-60.0981045321197,24.8231142243237
1.091,-60.2186020816502,24.6769013080503
1.092,-60.3392310082364,24.5306738306421
1.093,-60.4599913213435,24.3844317684303
1.094,-60.5808830303524,24.2381750977371
1.095,-60.7019061445617,24.0919037948747
1.096,-60.8230606731889,23.9456178361453
1.097,-60.9443466253691,23.799317197841
1.098,-61.0657640101591,23.6530018562438
1.099,-61.1873128365361,23.5066717876246
1.1,-61.3089931133983,23.3603269682449
1.101,-61.4308048495677,23.2139673743548
1.102,-61.5527480537891,23.0675929821942
1.103,-61.6748227347334,22.9212037679917
1.104,-61.7970289009958,22.7747997079651
1.105,-61.9193665610991,22.6283807783211
1.106,-62.0418357234943,22.4819469552553
1.107,-62.1644363965605,22.3354982149517
1.108,-62.2871685886081,22.1890345335827
1.109,-62.4100323078783,22.0425558873093
1.11,-62.5330275625446,21.8960622522808
1.111,-62.6561543607148,21.7495536046344
1.112,-62.779412710431,21.6030299204955
1.113,-62.9028026196729,21.4564911759769
1.114,-63.0263240963569,21.3099373471797
1.115,-63.1499771483386,21.1633684101919
1.116,-63.2737617834142,21.0167843410898
1.117,-63.3976780093209,20.8701851159363
1.118,-63.5217258337411,20.7235707107814
1.119,-63.6459052642994,20.5769411016628
1.12,-63.7702163085684,20.4302962646046
1.121,-63.8946589740677,20.283636175618
1.122,-64.0192332682673,20.1369608107
1.123,-64.1439391985868,19.9902701458349
1.124,-64.2687767723995,19.8435641569934
