Freq(Hz),S11 Log Mag(dB),S11 Phase(�),S22 Log Mag(dB),S22 Phase(�),S21 Log Mag(dB),S21 Phase(�),S31 Log Mag(dB),S31 Phase(�),S32 Log Mag(dB),S32 Phase(�),S33 Log Mag(dB),S33 Phase(�)
1576000000,-19.646364,91.116692,-16.879416,-15.256015,-3.2608821,-146.14679,-3.2227108,-146.16971,-14.205645,-212.25948,-17.685543,-17.479685
1577000000,-19.699387,91.093292,-16.856815,-15.685104,-3.2546463,-146.41869,-3.2452464,-146.42502,-14.245837,-212.30461,-17.687462,-18.079451
1578000000,-19.736101,91.103134,-16.878363,-15.144627,-3.2866433,-146.29478,-3.2595639,-146.38602,-14.261272,-212.1185,-17.713526,-17.547453
1579000000,-19.742447,90.813538,-16.886116,-15.421449,-3.2775531,-146.45799,-3.2717862,-146.52069,-14.282462,-212.72939,-17.686619,-17.686625
1580000000,-19.784153,90.805321,-16.883511,-15.399473,-3.2593775,-146.45142,-3.2595224,-146.45932,-14.25511,-212.60394,-17.696869,-17.676468
1581000000,-19.779921,90.628265,-16.846474,-15.563897,-3.2586708,-146.44107,-3.2517958,-146.68004,-14.256531,-212.56262,-17.659109,-17.665443
1582000000,-19.813868,90.910057,-16.888231,-15.307272,-3.2635136,-146.58821,-3.2583802,-146.76291,-14.280267,-212.67923,-17.692673,-17.526003
1583000000,-19.796873,91.01123,-16.895132,-15.377002,-3.2667298,-146.79739,-3.2464314,-146.8347,-14.28054,-212.89702,-17.711735,-17.616629
1584000000,-19.863749,90.49366,-16.859442,-15.810343,-3.2673273,-146.88559,-3.2631495,-147.08232,-14.287267,-213.17532,-17.687662,-17.968201
1585000000,-19.821636,90.567261,-16.849768,-15.34554,-3.2852015,-146.95375,-3.2505331,-146.89496,-14.299287,-213.02422,-17.6518,-17.775751
1586000000,-19.898886,90.418076,-16.862501,-16.049765,-3.2859094,-147.27812,-3.2653995,-147.32413,-14.338271,-213.34265,-17.686396,-18.325083
1587000000,-19.890944,90.597076,-16.865662,-15.746916,-3.2672796,-147.02803,-3.2620444,-147.13481,-14.314644,-213.18587,-17.672541,-18.083113
1588000000,-19.928926,90.220543,-16.860718,-15.772139,-3.2840807,-147.24789,-3.2762909,-147.2438,-14.315535,-213.37494,-17.686083,-18.132242
1589000000,-19.913124,90.606544,-16.857639,-15.845183,-3.2650204,-147.30676,-3.2567167,-147.3231,-14.363604,-213.5717,-17.677572,-18.160959
1590000000,-19.982647,90.610466,-16.853846,-15.924788,-3.251796,-147.4575,-3.240236,-147.52882,-14.347739,-213.72711,-17.667933,-18.23984
1591000000,-19.988844,90.405685,-16.850565,-15.848501,-3.2864976,-147.55971,-3.2701201,-147.52992,-14.366105,-213.83609,-17.657324,-18.278404
1592000000,-20.026083,90.328545,-16.81316,-16.007893,-3.3096747,-147.74835,-3.2684913,-147.67551,-14.378706,-213.85027,-17.63591,-18.399529
1593000000,-20.025459,90.389626,-16.856867,-15.97579,-3.2595415,-147.79135,-3.2272806,-147.75439,-14.369376,-213.96347,-17.625744,-18.367487
1594000000,-20.07181,90.046013,-16.814819,-16.193068,-3.2595665,-147.77527,-3.2768843,-147.79305,-14.412133,-214.03523,-17.631815,-18.475147
1595000000,-20.105627,90.306419,-16.813803,-16.035002,-3.2770584,-147.86041,-3.2550955,-147.99751,-14.399481,-214.27159,-17.617823,-18.559134
1596000000,-20.098082,89.972046,-16.824051,-16.000944,-3.2839093,-147.94308,-3.2558963,-148.00563,-14.429337,-214.17821,-17.61235,-18.398756
1597000000,-20.029936,90.081505,-16.815825,-15.809414,-3.2753091,-147.96463,-3.2667708,-148.12038,-14.457509,-214.55704,-17.628187,-18.278627
1598000000,-20.118912,90.317329,-16.807362,-16.255016,-3.2329786,-148.21156,-3.2406714,-148.33707,-14.415188,-214.48015,-17.598415,-18.717525
1599000000,-20.153023,89.756401,-16.800583,-16.050667,-3.255949,-148.34244,-3.2422779,-148.33827,-14.460277,-214.80682,-17.606077,-18.594919
1600000000,-20.178343,89.884575,-16.77264,-16.268822,-3.2395539,-148.39073,-3.2268121,-148.54503,-14.475613,-214.8064,-17.589928,-18.685661
1601000000,-20.212183,90.063728,-16.811123,-16.374189,-3.2369206,-148.52437,-3.2384484,-148.45638,-14.450949,-214.81361,-17.6264,-18.855507
1602000000,-20.228643,89.579842,-16.784887,-16.23049,-3.256933,-148.63753,-3.232399,-148.73187,-14.471151,-215.25768,-17.573092,-18.795126
1603000000,-20.339312,89.616623,-16.802393,-16.797495,-3.2802453,-148.54655,-3.258836,-148.72693,-14.473116,-214.91637,-17.578762,-19.219988
1604000000,-20.210085,89.745331,-16.753017,-16.553646,-3.2257924,-148.81242,-3.2525294,-148.83665,-14.497061,-215.55954,-17.567369,-19.112873
1605000000,-20.288763,89.777977,-16.760527,-16.388279,-3.2503417,-148.74026,-3.2482231,-148.86534,-14.521572,-215.48463,-17.565361,-18.820942
1606000000,-20.331717,89.517601,-16.781429,-16.480701,-3.2622783,-148.87631,-3.2427504,-148.99071,-14.535167,-215.69383,-17.570168,-18.98785
1607000000,-20.370312,89.375252,-16.756557,-16.535782,-3.2564433,-149.12512,-3.2562728,-149.06667,-14.539671,-215.82329,-17.554663,-19.113943
1608000000,-20.407017,89.309441,-16.743408,-16.51598,-3.2673202,-149.03731,-3.2634935,-149.27008,-14.568048,-215.73416,-17.523712,-19.045511
1609000000,-20.354799,89.335304,-16.74136,-16.695002,-3.267195,-149.41571,-3.26209,-149.42993,-14.554997,-216.20586,-17.543497,-19.271086
1610000000,-20.435141,89.528481,-16.741308,-16.861071,-3.2738316,-149.37326,-3.2537851,-149.48238,-14.551021,-216.18977,-17.536839,-19.284302
1611000000,-20.490404,89.253059,-16.741468,-16.906832,-3.2628918,-149.49535,-3.2399759,-149.73756,-14.558666,-216.18544,-17.545521,-19.480291
1612000000,-20.490007,89.306419,-16.740923,-16.832382,-3.2681186,-149.49519,-3.2517262,-149.50394,-14.566955,-216.12279,-17.527777,-19.470921
1613000000,-20.428118,89.429283,-16.724783,-16.652258,-3.241859,-149.56111,-3.2452457,-149.73729,-14.615386,-216.27994,-17.52446,-19.268251
1614000000,-20.551222,89.120949,-16.735649,-16.768639,-3.2757566,-149.70692,-3.2799625,-149.6725,-14.605687,-216.40485,-17.509495,-19.532381
1615000000,-20.503017,89.214409,-16.749466,-16.819572,-3.2603264,-149.61301,-3.2425811,-149.728,-14.610649,-216.52963,-17.518066,-19.443426
1616000000,-20.550377,89.445763,-16.751684,-16.988285,-3.2777057,-149.85777,-3.2531383,-149.89635,-14.620668,-216.78996,-17.518988,-19.68742
1617000000,-20.574995,89.017525,-16.730814,-16.810045,-3.2787862,-149.76324,-3.2398658,-149.95454,-14.625573,-216.73863,-17.508186,-19.553623
1618000000,-20.596004,89.159317,-16.714441,-16.949703,-3.2715766,-150.05945,-3.2328246,-150.17062,-14.673543,-217.06947,-17.495283,-19.60146
1619000000,-20.603472,88.9347,-16.70562,-16.826431,-3.2417443,-150.21596,-3.2113574,-150.26982,-14.663764,-217.18245,-17.495905,-19.588428
1620000000,-20.609783,89.039185,-16.720713,-17.289175,-3.2451274,-150.3441,-3.2349949,-150.48322,-14.681919,-217.48128,-17.506308,-19.954535
1621000000,-20.675156,88.659294,-16.681269,-17.062506,-3.24208,-150.36363,-3.2377141,-150.27434,-14.658206,-217.21956,-17.470266,-19.848177
1622000000,-20.667351,89.178413,-16.711859,-17.074734,-3.2623065,-150.31876,-3.261678,-150.55388,-14.712229,-217.16621,-17.510519,-19.908756
1623000000,-20.699621,88.776192,-16.676689,-17.224976,-3.2426484,-150.53293,-3.247009,-150.67386,-14.70624,-217.6848,-17.474922,-19.879683
1624000000,-20.723001,88.470146,-16.651573,-17.278881,-3.2722163,-150.59213,-3.2293878,-150.66824,-14.704028,-217.43826,-17.450275,-20.09194
1625000000,-20.773035,88.703995,-16.681969,-17.197062,-3.2534637,-150.6758,-3.2479312,-150.8857,-14.727489,-217.81673,-17.475775,-19.977768
1626000000,-20.846888,88.596352,-16.661692,-17.407305,-3.3022563,-150.72339,-3.2688563,-150.71295,-14.752915,-217.77603,-17.460039,-20.217388
1627000000,-20.83095,88.512978,-16.668503,-17.34812,-3.2599843,-150.82867,-3.2523205,-150.99348,-14.731569,-217.76479,-17.456615,-20.173159
1628000000,-20.820309,88.618492,-16.702868,-17.408504,-3.2592297,-150.96272,-3.2765276,-151.11932,-14.772646,-218.24933,-17.475021,-20.189661
1629000000,-20.879587,88.64592,-16.710608,-17.443796,-3.2775605,-151.07117,-3.2653668,-151.27397,-14.782693,-218.26598,-17.489202,-20.263981
1630000000,-20.859652,88.43531,-16.651508,-17.507727,-3.2499268,-151.30414,-3.2436295,-151.32921,-14.780632,-218.55284,-17.438192,-20.325462
1631000000,-20.916443,88.623383,-16.67655,-17.619781,-3.2697029,-151.35152,-3.2566631,-151.43788,-14.803467,-218.38058,-17.441029,-20.451284
1632000000,-21.014555,88.564445,-16.633076,-17.674118,-3.2438173,-151.38962,-3.2493634,-151.44507,-14.784264,-218.61154,-17.404461,-20.655733
1633000000,-20.90012,88.682381,-16.673687,-17.670851,-3.2430785,-151.5392,-3.2374377,-151.55684,-14.817949,-218.68126,-17.462946,-20.468788
1634000000,-21.011436,88.257668,-16.62677,-17.633392,-3.2768664,-151.59607,-3.2618632,-151.64095,-14.854597,-218.57957,-17.415995,-20.523529
1635000000,-21.023773,88.607475,-16.621367,-17.72032,-3.2551811,-151.44759,-3.2485425,-151.64877,-14.843279,-218.88855,-17.414278,-20.675129
1636000000,-21.035759,88.570244,-16.666615,-17.830076,-3.2545776,-151.94702,-3.2673903,-151.9666,-14.832608,-219.23828,-17.434528,-20.698807
1637000000,-21.039537,88.393669,-16.592707,-17.699579,-3.2449696,-151.62177,-3.2234993,-151.86423,-14.854921,-218.87651,-17.387182,-20.65711
1638000000,-21.077772,88.293999,-16.613062,-17.90402,-3.2477674,-151.91273,-3.2420788,-152.11272,-14.850799,-219.34612,-17.384678,-20.875174
1639000000,-21.094797,88.21978,-16.617214,-18.019283,-3.2386079,-152.14767,-3.2333789,-152.22244,-14.865009,-219.42232,-17.403702,-20.92651
1640000000,-21.118849,88.467751,-16.679365,-18.125591,-3.278605,-152.18573,-3.2617145,-152.30879,-14.880233,-219.55342,-17.456888,-21.093773
1641000000,-21.168951,88.424835,-16.63583,-17.936001,-3.2663832,-152.1839,-3.2389593,-152.32228,-14.920248,-219.36551,-17.413815,-20.987453
1642000000,-21.181177,88.124069,-16.621376,-18.065535,-3.2402143,-152.49051,-3.2449608,-152.50511,-14.877683,-219.71812,-17.404432,-21.002872
1643000000,-21.183756,88.225525,-16.595314,-18.187099,-3.2600985,-152.37521,-3.240464,-152.61749,-14.914987,-219.82249,-17.385418,-21.130428
1644000000,-21.208611,88.166924,-16.592592,-18.150183,-3.2581575,-152.59778,-3.2303343,-152.59032,-14.924611,-220.02281,-17.370621,-21.116709
1645000000,-21.305813,87.96347,-16.602066,-18.313219,-3.2748725,-152.53546,-3.2229226,-152.73645,-14.982225,-220.06213,-17.383331,-21.302431
1646000000,-21.292618,87.675461,-16.5926,-18.28721,-3.252059,-152.74136,-3.2616291,-152.74446,-14.956204,-220.30261,-17.382147,-21.278187
1647000000,-21.336128,88.404099,-16.598698,-18.50403,-3.2466476,-152.78008,-3.22594,-152.95045,-14.944783,-220.16486,-17.36821,-21.454626
1648000000,-21.377861,88.11132,-16.589314,-18.450758,-3.2261603,-152.75555,-3.2479696,-152.99826,-14.964706,-220.25366,-17.370407,-21.464811
1649000000,-21.388288,87.811974,-16.569551,-18.412098,-3.2584794,-153.03915,-3.2451253,-153.07152,-15.003667,-220.39023,-17.346056,-21.570351
1650000000,-21.404276,87.819756,-16.562305,-18.543217,-3.2463417,-152.98152,-3.2316263,-153.17857,-14.9925,-220.61662,-17.345789,-21.518944
1651000000,-21.41161,88.073387,-16.585629,-18.459742,-3.257889,-153.19705,-3.245398,-153.22961,-15.003487,-220.69196,-17.34988,-21.592337
1652000000,-21.470741,87.601906,-16.548347,-18.732456,-3.2350609,-153.41087,-3.2461848,-153.33009,-14.998868,-220.77667,-17.325289,-21.91979
1653000000,-21.485018,87.657776,-16.585318,-18.635185,-3.2429984,-153.39651,-3.2590432,-153.47064,-15.030703,-221.00706,-17.353012,-21.72167
1654000000,-21.489733,87.449318,-16.546341,-18.70569,-3.2407022,-153.29453,-3.2305465,-153.69641,-15.035365,-221.11256,-17.318144,-21.87155
1655000000,-21.560181,87.564056,-16.536394,-18.80876,-3.2612269,-153.53638,-3.2372401,-153.7858,-15.08912,-221.15057,-17.302479,-21.847372
1656000000,-21.57391,87.886276,-16.557388,-18.819883,-3.2336619,-153.521,-3.2437589,-153.6579,-15.047735,-221.18196,-17.331333,-21.931919
1657000000,-21.673412,87.570862,-16.521029,-18.876713,-3.2567987,-153.61436,-3.2513528,-153.74179,-15.07529,-221.36403,-17.288397,-21.996733
1658000000,-21.666502,87.753517,-16.546001,-18.925972,-3.2545936,-153.72284,-3.2473536,-153.89848,-15.089793,-221.27844,-17.314037,-22.073345
1659000000,-21.697136,87.394386,-16.508829,-18.915594,-3.2453506,-153.89185,-3.2452188,-153.91476,-15.106536,-221.71591,-17.280998,-22.12216
1660000000,-21.669538,87.043449,-16.504429,-18.989492,-3.2634628,-154.02898,-3.2494974,-154.21178,-15.092028,-221.67836,-17.26693,-22.251328
1661000000,-21.757421,87.366249,-16.559841,-19.088552,-3.2496586,-153.9164,-3.2325521,-154.13551,-15.138485,-222.05272,-17.320301,-22.314108
1662000000,-21.791517,87.304176,-16.497814,-19.161377,-3.2460449,-154.25328,-3.2574456,-154.30302,-15.158567,-221.94144,-17.250921,-22.372437
1663000000,-21.809084,87.424316,-16.472368,-19.121279,-3.255897,-154.17543,-3.2268722,-154.39372,-15.146217,-221.98592,-17.255413,-22.337141
1664000000,-21.778841,87.184326,-16.493509,-19.180023,-3.2413473,-154.31947,-3.2396126,-154.53256,-15.144851,-222.05138,-17.247255,-22.383537
1665000000,-21.86447,87.206139,-16.47496,-19.245241,-3.2401702,-154.37616,-3.2483051,-154.54063,-15.140962,-222.22243,-17.24398,-22.522503
1666000000,-21.868595,87.321281,-16.48506,-19.254736,-3.2253623,-154.51007,-3.218112,-154.66522,-15.140236,-222.43756,-17.239,-22.56225
1667000000,-21.932089,87.408302,-16.474949,-19.605036,-3.2472839,-154.68811,-3.2287352,-154.77551,-15.185386,-222.5675,-17.244663,-23.032299
1668000000,-21.998035,87.244141,-16.490526,-19.63179,-3.2548599,-154.74652,-3.2591879,-154.82533,-15.226,-222.61752,-17.257586,-22.879465
1669000000,-21.965742,87.171547,-16.454885,-19.597412,-3.2501757,-154.79576,-3.2389257,-154.98434,-15.236658,-222.7579,-17.223465,-22.823376
1670000000,-22.000053,87.614029,-16.459602,-19.540848,-3.2516005,-155.04272,-3.2390027,-155.0705,-15.218031,-222.84682,-17.23502,-22.863531
1671000000,-22.07349,87.236847,-16.465422,-19.699644,-3.237807,-155.07381,-3.2343731,-155.19783,-15.233534,-223.1559,-17.216005,-23.025154
1672000000,-22.077866,87.203316,-16.454372,-19.795128,-3.2353971,-155.11816,-3.2474642,-155.24829,-15.27286,-223.10327,-17.222858,-23.051672
1673000000,-22.154478,87.262215,-16.458172,-19.703465,-3.2518852,-155.36186,-3.2440262,-155.43222,-15.262045,-223.39034,-17.214037,-23.056686
1674000000,-22.131748,87.11055,-16.427801,-19.70174,-3.2486777,-155.29785,-3.2422364,-155.52103,-15.265662,-223.49963,-17.200617,-23.069845
1675000000,-22.167643,87.150558,-16.44187,-20.030378,-3.2571495,-155.48778,-3.2255046,-155.56528,-15.255637,-223.4511,-17.209103,-23.310289
1676000000,-22.168259,87.248779,-16.44717,-19.829685,-3.258363,-155.48346,-3.2723181,-155.6006,-15.3308,-223.66008,-17.208544,-23.282543
1677000000,-22.214916,87.097763,-16.438435,-19.917345,-3.2411861,-155.73061,-3.2541506,-155.72173,-15.305575,-223.57773,-17.204268,-23.193974
1678000000,-22.232622,86.883301,-16.424259,-19.869339,-3.2372963,-155.73553,-3.2569094,-155.84761,-15.347469,-224.0993,-17.163027,-23.234474
1679000000,-22.305902,87.011864,-16.450932,-20.100065,-3.2620504,-155.88966,-3.2472851,-156.05905,-15.310807,-224.08244,-17.205805,-23.521099
1680000000,-22.350328,87.201019,-16.408054,-20.209435,-3.2478015,-155.7995,-3.2500095,-155.99646,-15.367972,-223.8848,-17.167934,-23.592371
1681000000,-22.375092,87.343231,-16.392515,-20.078924,-3.2485864,-155.86368,-3.2631681,-155.90392,-15.356317,-223.9684,-17.172813,-23.433458
1682000000,-22.392214,87.047829,-16.411539,-20.411991,-3.2275531,-156.03847,-3.2515779,-156.13536,-15.389363,-224.35239,-17.15933,-23.772585
1683000000,-22.424465,86.737434,-16.373907,-20.263144,-3.2176728,-156.19843,-3.2142532,-156.31133,-15.356931,-224.47588,-17.135393,-23.619762
1684000000,-22.529222,87.368149,-16.393209,-20.504126,-3.2461629,-156.08815,-3.2363617,-156.37233,-15.380329,-224.43448,-17.154261,-23.951426
1685000000,-22.514868,87.41555,-16.404411,-20.334885,-3.2515087,-156.25688,-3.2298071,-156.46072,-15.411119,-224.50609,-17.155308,-23.681479
1686000000,-22.574202,86.817032,-16.359758,-20.615904,-3.2528405,-156.4476,-3.2616398,-156.72488,-15.426021,-224.73442,-17.119816,-24.050848
1687000000,-22.550945,86.809402,-16.377031,-20.657063,-3.222317,-156.51106,-3.2286503,-156.65137,-15.418067,-224.73863,-17.138203,-23.915035
1688000000,-22.580095,87.282616,-16.415598,-20.422892,-3.2533889,-156.62836,-3.2539032,-156.68384,-15.435019,-224.88499,-17.15284,-23.805941
1689000000,-22.63423,86.774361,-16.387623,-20.658186,-3.2558823,-156.72934,-3.2279937,-156.97137,-15.45552,-225.03058,-17.117077,-24.113665
1690000000,-22.740181,86.769859,-16.340731,-20.698658,-3.251585,-156.81049,-3.2421927,-156.94473,-15.411867,-225.13319,-17.077993,-24.167664
1691000000,-22.677786,86.738205,-16.36129,-20.690941,-3.2315538,-156.91995,-3.2347906,-157.09157,-15.467727,-225.31003,-17.103682,-24.034698
1692000000,-22.681774,86.604523,-16.354588,-20.688652,-3.2252975,-157.02043,-3.2246785,-157.17976,-15.462595,-225.52538,-17.106272,-24.168425
1693000000,-22.745674,86.289833,-16.336021,-20.881676,-3.2570279,-157.19998,-3.2680192,-157.29715,-15.499821,-225.38231,-17.070723,-24.335802
1694000000,-22.78459,86.56665,-16.346903,-20.74972,-3.2210567,-157.35056,-3.2288542,-157.58194,-15.446801,-225.68095,-17.081129,-24.166677
1695000000,-22.868671,86.536896,-16.358711,-20.948694,-3.2346847,-157.24767,-3.2473984,-157.68677,-15.519477,-225.45483,-17.090553,-24.30723
1696000000,-22.868702,86.663727,-16.330614,-21.155712,-3.2053959,-157.52876,-3.1999705,-157.66913,-15.472601,-225.72534,-17.036707,-24.588768
1697000000,-22.873869,86.574883,-16.341873,-20.959816,-3.2646539,-157.63492,-3.2464614,-157.65161,-15.542252,-225.93987,-17.080791,-24.427664
1698000000,-22.947689,86.831192,-16.325874,-21.077959,-3.2370677,-157.63947,-3.2324586,-157.7317,-15.589911,-225.87384,-17.066509,-24.65575
1699000000,-22.964449,86.658661,-16.313766,-21.254211,-3.220413,-157.57271,-3.2112539,-157.7953,-15.552733,-225.9778,-17.021761,-24.862305
1700000000,-23.010971,86.7547,-16.337624,-21.172266,-3.2454093,-157.67928,-3.2360945,-157.97844,-15.571384,-226.1497,-17.065414,-24.705128
1701000000,-23.052721,86.613686,-16.322872,-21.417931,-3.2377315,-157.84653,-3.2275186,-158.00984,-15.576214,-226.31398,-17.035311,-24.940548
1702000000,-23.103733,86.75676,-16.325903,-21.502678,-3.2409761,-158.12143,-3.2393456,-158.21442,-15.596658,-226.51938,-17.055082,-25.023838
1703000000,-23.116821,86.31356,-16.300852,-21.360207,-3.2431967,-158.10919,-3.2444768,-158.32152,-15.592118,-226.64911,-17.022375,-24.832058
1704000000,-23.170771,86.656647,-16.321152,-21.513571,-3.2643142,-157.97736,-3.246686,-158.25536,-15.61633,-226.50848,-17.029861,-25.08691
1705000000,-23.202061,86.673836,-16.310392,-21.525339,-3.2456284,-158.38354,-3.23983,-158.29173,-15.648369,-226.78891,-17.039528,-25.025581
1706000000,-23.237862,86.696686,-16.287979,-21.389442,-3.2234247,-158.38065,-3.2382503,-158.65311,-15.623487,-226.81415,-17.002645,-25.117197
1707000000,-23.231186,86.842812,-16.324223,-21.627319,-3.2507083,-158.51727,-3.2506294,-158.80367,-15.675797,-227.1089,-17.042885,-25.147326
1708000000,-23.240396,86.883423,-16.299061,-21.780291,-3.2213526,-158.5751,-3.2252491,-158.84731,-15.642748,-227.1312,-16.999165,-25.377531
1709000000,-23.331133,87.108276,-16.294807,-21.745264,-3.2290061,-158.57907,-3.2454143,-158.81714,-15.672008,-227.33147,-16.991262,-25.297886
1710000000,-23.341568,86.612206,-16.271524,-21.804623,-3.2447963,-158.73178,-3.2109644,-158.96179,-15.674841,-227.47379,-16.976563,-25.431757
1711000000,-23.398178,86.538841,-16.270548,-21.785028,-3.2320287,-158.63062,-3.253577,-158.89822,-15.703856,-227.27122,-16.970114,-25.310883
1712000000,-23.413462,86.79213,-16.262152,-21.899818,-3.2266676,-158.76057,-3.2276876,-158.91924,-15.691483,-227.46066,-16.971897,-25.346287
1713000000,-23.418661,86.503044,-16.268057,-21.851643,-3.2475424,-159.07091,-3.2385476,-159.36189,-15.724121,-227.78703,-16.981262,-25.361609
1714000000,-23.493431,86.381042,-16.249393,-21.856277,-3.2573736,-159.2083,-3.234354,-159.48344,-15.740225,-227.84532,-16.939098,-25.506666
1715000000,-23.528093,86.593163,-16.254602,-21.93574,-3.2399633,-159.18611,-3.2320871,-159.40326,-15.737914,-227.87535,-16.962812,-25.595684
1716000000,-23.612547,86.689079,-16.280685,-22.194473,-3.2498569,-159.38069,-3.2739675,-159.56357,-15.76597,-228.20433,-16.972389,-25.73905
1717000000,-23.603634,86.639839,-16.229952,-22.08145,-3.2352989,-159.54562,-3.2247915,-159.54878,-15.765043,-228.01801,-16.929977,-25.83215
1718000000,-23.617077,86.899811,-16.255613,-22.219009,-3.2460296,-159.58185,-3.2642221,-159.7986,-15.800331,-228.23946,-16.972786,-25.944252
1719000000,-23.623564,86.675652,-16.235929,-22.257265,-3.2481968,-159.57259,-3.2498488,-159.75914,-15.809713,-228.41045,-16.94478,-25.915846
1720000000,-23.707266,86.587395,-16.232023,-22.265284,-3.2298598,-159.53236,-3.2278535,-159.8354,-15.818338,-228.39066,-16.920805,-25.938204
1721000000,-23.799246,86.865227,-16.218975,-22.410692,-3.2499263,-159.78358,-3.241015,-159.99831,-15.833679,-228.57433,-16.909355,-26.109451
1722000000,-23.820541,86.834114,-16.212439,-22.370644,-3.2454746,-159.80267,-3.2366312,-159.98788,-15.829259,-228.64699,-16.906422,-25.970219
1723000000,-23.821266,86.602036,-16.228603,-22.31275,-3.2524562,-159.93454,-3.2569525,-160.00648,-15.855924,-228.56725,-16.898659,-26.049528
1724000000,-23.865082,86.97567,-16.230755,-22.48317,-3.2288201,-160.05037,-3.2358501,-160.19708,-15.859164,-228.85928,-16.908356,-26.14366
1725000000,-23.902531,86.831268,-16.222231,-22.533298,-3.2365477,-160.00764,-3.2515364,-160.30034,-15.884971,-228.83827,-16.892406,-26.19268
1726000000,-23.972488,86.796844,-16.201641,-22.723587,-3.209233,-160.34958,-3.232347,-160.45084,-15.888497,-229.13538,-16.883743,-26.347818
1727000000,-23.945244,86.934631,-16.214323,-22.661917,-3.2250898,-160.2542,-3.223664,-160.50272,-15.894668,-229.18033,-16.896938,-26.355476
1728000000,-24.093916,86.7416,-16.192579,-22.752071,-3.2383099,-160.36679,-3.2294984,-160.52374,-15.930565,-229.18022,-16.870352,-26.43615
1729000000,-24.055981,87.026161,-16.208557,-22.68014,-3.2360864,-160.53439,-3.2531948,-160.71829,-15.925783,-229.40141,-16.898237,-26.517443
1730000000,-24.062149,86.761612,-16.190529,-22.79735,-3.2515163,-160.87805,-3.2504385,-160.8289,-15.937421,-229.66733,-16.876371,-26.569567
1731000000,-24.204535,87.278,-16.175364,-22.93527,-3.2118926,-160.54829,-3.2081814,-160.83841,-15.931156,-229.60284,-16.858644,-26.746201
1732000000,-24.231394,86.734962,-16.177364,-22.939146,-3.2182019,-160.97783,-3.2473752,-161.11908,-15.938336,-229.79248,-16.849077,-26.685591
1733000000,-24.245514,87.042053,-16.192486,-23.058029,-3.2172151,-161.12256,-3.2366924,-161.41153,-15.97698,-230.004,-16.868591,-26.741011
1734000000,-24.340647,86.83831,-16.17499,-23.082336,-3.2322149,-161.00441,-3.230473,-161.18695,-15.978633,-230.04143,-16.853167,-26.899466
1735000000,-24.385151,87.009872,-16.173744,-23.332979,-3.2296102,-160.97189,-3.2421956,-161.15746,-15.978239,-229.87357,-16.831635,-26.941029
1736000000,-24.30699,86.760216,-16.146734,-23.190046,-3.2009821,-161.16672,-3.2298388,-161.33276,-15.987726,-230.1599,-16.8099,-27.008617
1737000000,-24.441833,86.848076,-16.144289,-23.232552,-3.2168665,-161.23021,-3.2362111,-161.30264,-16.01305,-230.22609,-16.828098,-27.084915
1738000000,-24.474514,87.35231,-16.162401,-23.288946,-3.1894374,-161.56665,-3.2229843,-161.73553,-16.038248,-230.26224,-16.830181,-27.241463
1739000000,-24.547331,87.224899,-16.137829,-23.545044,-3.2008913,-161.46349,-3.2268066,-161.65173,-16.029604,-230.44176,-16.816357,-27.297878
1740000000,-24.512444,87.598587,-16.16272,-23.484701,-3.2292585,-161.64935,-3.2353473,-161.71083,-16.076561,-230.57526,-16.81369,-27.267675
1741000000,-24.521887,87.557457,-16.141096,-23.435793,-3.2409298,-161.86699,-3.2234526,-161.8441,-16.093798,-230.69447,-16.816484,-27.23736
1742000000,-24.620123,87.397568,-16.143135,-23.561966,-3.2241836,-161.77335,-3.2570753,-161.97383,-16.117022,-230.81403,-16.808945,-27.21501
1743000000,-24.682671,87.342545,-16.139599,-23.748646,-3.2244012,-161.95872,-3.2459812,-162.20573,-16.104706,-230.93837,-16.781879,-27.592968
1744000000,-24.738018,87.415855,-16.136297,-23.712687,-3.2110729,-161.89944,-3.2217104,-162.08379,-16.11315,-230.9937,-16.797096,-27.561304
1745000000,-24.776859,87.979492,-16.129606,-23.864157,-3.2098279,-162.23341,-3.2250159,-162.2253,-16.124796,-231.22769,-16.783381,-27.791101
1746000000,-24.759268,87.754875,-16.137644,-23.524902,-3.2265143,-162.17233,-3.2410319,-162.30789,-16.151899,-231.28444,-16.808344,-27.508518
1747000000,-24.883917,87.449097,-16.094213,-23.858149,-3.2350643,-162.29895,-3.2520599,-162.52635,-16.145638,-231.30756,-16.746958,-27.914074
1748000000,-24.925478,88.367607,-16.134003,-24.002289,-3.2448812,-162.44061,-3.2630506,-162.58408,-16.215668,-231.43675,-16.767368,-27.915501
1749000000,-24.942465,87.633507,-16.114822,-23.936953,-3.247571,-162.3159,-3.2432151,-162.64073,-16.197632,-231.50104,-16.787119,-27.822792
1750000000,-24.989328,87.849823,-16.091869,-24.127996,-3.2281313,-162.66838,-3.2271454,-162.73058,-16.157385,-231.78537,-16.742601,-28.135332
1751000000,-25.078043,88.080643,-16.087643,-24.158127,-3.225271,-162.69098,-3.2229311,-163.02278,-16.213501,-231.9623,-16.740122,-28.147482
1752000000,-25.038948,88.249756,-16.104961,-24.179642,-3.1973133,-162.88979,-3.2324154,-162.89308,-16.205217,-232.12633,-16.765907,-28.130047
1753000000,-25.121344,88.55146,-16.135525,-24.170666,-3.2170885,-162.7433,-3.2316988,-163.01945,-16.221598,-232.03598,-16.776766,-28.236565
