Freq(Hz),S11 Log Mag(dB),S11 Phase(�),S22 Log Mag(dB),S22 Phase(�),S21 Log Mag(dB),S21 Phase(�),S31 Log Mag(dB),S31 Phase(�),S32 Log Mag(dB),S32 Phase(�),S33 Log Mag(dB),S33 Phase(�)
4193000000,-10.338487,-185.96062,-6.4570708,-160.75066,-4.3686972,-397.87723,-4.1665735,-397.79593,-7.029573,-365.53564,-7.0340071,-159.80431
4194000000,-10.337547,-185.82848,-6.4546809,-160.83859,-4.3794303,-397.91699,-4.1759639,-397.67444,-7.0321069,-365.64114,-7.0523815,-159.9045
4195000000,-10.314784,-185.96205,-6.4228425,-161.12669,-4.363729,-398.08334,-4.1461368,-397.85059,-7.0168142,-365.90344,-6.9936705,-160.16138
4196000000,-10.289425,-186.21397,-6.4367042,-161.40964,-4.3629298,-398.00995,-4.1609254,-397.93118,-6.9895124,-366.01306,-7.0050559,-160.26753
4197000000,-10.295444,-185.995,-6.4305053,-161.27925,-4.3677135,-398.15967,-4.1820936,-398.10428,-7.018898,-366.09393,-7.0183048,-160.34198
4198000000,-10.300977,-186.08299,-6.4381862,-161.4594,-4.3726921,-398.21365,-4.1880136,-398.13467,-7.0139661,-366.49814,-7.0303569,-160.44513
4199000000,-10.28267,-186.47025,-6.4105916,-161.70654,-4.3561916,-398.40799,-4.1578107,-398.31714,-7.0014205,-366.65143,-6.9982491,-160.88043
4200000000,-10.296627,-185.99394,-6.4278083,-161.58473,-4.3424268,-398.4502,-4.1646895,-398.18454,-6.9628987,-366.79132,-6.9906669,-160.67038
4201000000,-10.299345,-186.30965,-6.4217935,-161.9814,-4.3805413,-398.49597,-4.1617165,-398.64212,-6.9554996,-367.09033,-6.9973211,-161.07838
4202000000,-10.323069,-186.48476,-6.4481225,-162.25482,-4.3565216,-398.44421,-4.1608143,-398.46262,-6.9720044,-367.02216,-7.0263205,-161.46323
4203000000,-10.313464,-186.40604,-6.4377174,-162.10373,-4.3867817,-398.55872,-4.1635203,-398.56906,-6.9628329,-367.30164,-7.0179281,-161.32239
4204000000,-10.317404,-186.58835,-6.4402113,-162.46053,-4.3720913,-398.79254,-4.1613903,-398.87476,-6.939383,-367.55533,-7.0353503,-161.57275
4205000000,-10.307935,-186.5668,-6.4339666,-162.623,-4.3479371,-399.01251,-4.1629777,-399.01636,-6.9472823,-367.6911,-7.0099764,-161.66815
4206000000,-10.322498,-186.66046,-6.433064,-162.78035,-4.4130373,-398.84766,-4.1989813,-398.90088,-6.9630089,-367.81891,-7.0369616,-161.96483
4207000000,-10.341287,-186.70039,-6.4479761,-162.88704,-4.3920717,-399.02371,-4.1879096,-398.99042,-6.9491391,-368.15253,-7.0224729,-161.99745
4208000000,-10.303098,-186.75494,-6.452908,-163.08157,-4.4076438,-398.97113,-4.1855364,-399.00888,-6.9606514,-368.04785,-7.0211849,-162.3472
4209000000,-10.328512,-186.73874,-6.4581962,-163.10274,-4.3479285,-399.1922,-4.1553793,-399.06857,-6.917429,-368.33099,-6.9902287,-162.34602
4210000000,-10.337102,-186.75993,-6.4468908,-163.49493,-4.3665276,-399.36325,-4.1643386,-399.32034,-6.9026289,-368.50055,-7.0298414,-162.58928
4211000000,-10.328872,-186.87462,-6.4340453,-163.53088,-4.3790503,-399.30347,-4.1811862,-399.30869,-6.9280171,-368.63708,-7.0180106,-162.67604
4212000000,-10.295741,-186.97342,-6.421351,-163.80003,-4.3581452,-399.32599,-4.1705813,-399.40369,-6.9009943,-368.84622,-6.997087,-163.04907
4213000000,-10.302268,-186.98334,-6.4221282,-163.90645,-4.3994393,-399.42828,-4.1811008,-399.5173,-6.9325619,-368.88589,-6.9897013,-163.17876
4214000000,-10.371054,-187.13652,-6.4743891,-164.02466,-4.3753862,-399.56134,-4.1671982,-399.62897,-6.8867741,-369.08173,-7.0301862,-163.21474
4215000000,-10.325352,-187.10515,-6.4385843,-164.16663,-4.3892241,-399.73233,-4.1526465,-399.66928,-6.9095092,-369.38403,-6.9865446,-163.45728
4216000000,-10.351646,-187.17047,-6.4483738,-164.29285,-4.3798461,-399.52765,-4.187283,-399.85544,-6.8927422,-369.3819,-7.0307927,-163.51634
4217000000,-10.335544,-187.18553,-6.4544497,-164.5416,-4.3679776,-399.79062,-4.1897106,-399.99496,-6.8799467,-369.81818,-7.0144687,-163.70122
4218000000,-10.324307,-187.15614,-6.4354839,-164.69449,-4.3684597,-399.95874,-4.1629124,-399.83356,-6.8566208,-369.94952,-7.0122223,-163.79268
4219000000,-10.318292,-187.3382,-6.4360285,-164.86621,-4.3527536,-400.02536,-4.1774373,-400.08847,-6.854816,-370.08188,-6.9997125,-164.06161
4220000000,-10.342172,-187.13829,-6.4375153,-164.67046,-4.3896251,-399.95071,-4.1855249,-400.19556,-6.873702,-369.95496,-6.992661,-164.02292
4221000000,-10.321939,-187.42126,-6.4270186,-165.16086,-4.3739643,-400.12973,-4.1917486,-400.17725,-6.8532972,-370.42322,-6.9856372,-164.37297
4222000000,-10.312931,-187.56584,-6.4281721,-165.30325,-4.3592925,-400.17609,-4.1681061,-400.32523,-6.8453708,-370.52005,-6.9904895,-164.60956
4223000000,-10.303288,-187.68367,-6.4308753,-165.4346,-4.3747644,-400.29752,-4.1695395,-400.59378,-6.8236446,-370.88745,-6.9902902,-164.82909
4224000000,-10.293229,-187.49544,-6.4126892,-165.33354,-4.3567095,-400.49362,-4.1937761,-400.59277,-6.8246417,-370.89288,-6.9631295,-164.69585
4225000000,-10.334579,-187.69823,-6.4452586,-165.56622,-4.3730788,-400.45517,-4.1989851,-400.73203,-6.8436584,-371.24094,-7.0079489,-165.02635
4226000000,-10.32077,-187.72752,-6.4423432,-165.75316,-4.3697057,-400.642,-4.184968,-400.66293,-6.8184071,-371.18973,-7.0018158,-165.20752
4227000000,-10.33992,-187.73532,-6.451736,-165.93947,-4.3758817,-400.60004,-4.1652689,-400.7453,-6.8304696,-371.40002,-6.9999228,-165.30557
4228000000,-10.335714,-187.73486,-6.4434824,-166.02132,-4.3760257,-400.70142,-4.1905904,-400.98001,-6.8181186,-371.67117,-6.9994993,-165.29179
4229000000,-10.311772,-187.84348,-6.4364529,-166.30695,-4.3920503,-400.93832,-4.1851263,-401.09918,-6.841126,-371.98291,-7.0048013,-165.80206
4230000000,-10.310472,-187.90913,-6.4461374,-166.38371,-4.373095,-400.80634,-4.1955094,-401.07523,-6.8028393,-371.84613,-6.9926105,-165.70566
4231000000,-10.285074,-187.77908,-6.4032483,-166.49658,-4.4006243,-400.96774,-4.205018,-401.228,-6.8109417,-372.1868,-6.9612064,-165.79964
4232000000,-10.342093,-188.0148,-6.4491119,-166.75215,-4.3523345,-400.96521,-4.1691461,-401.14761,-6.7831383,-372.3306,-7.0016899,-166.14046
4233000000,-10.319837,-188.1189,-6.4224734,-166.94249,-4.3952246,-401.2764,-4.2010579,-401.36557,-6.8135543,-372.51917,-6.9889588,-166.24982
4234000000,-10.30839,-188.09946,-6.4248323,-166.9994,-4.4040985,-401.38004,-4.1948414,-401.47672,-6.7947474,-372.71359,-6.9815011,-166.40813
4235000000,-10.335251,-188.29208,-6.4394436,-167.34178,-4.3633218,-401.47543,-4.1912909,-401.59412,-6.7863679,-372.78732,-6.9901614,-166.71037
4236000000,-10.303273,-188.06931,-6.4146457,-167.28313,-4.3716235,-401.19177,-4.1720443,-401.58807,-6.7586718,-372.84476,-6.9559236,-166.73112
4237000000,-10.295723,-188.37988,-6.4092207,-167.66234,-4.3918505,-401.59702,-4.2088046,-401.70026,-6.7620659,-373.09598,-6.9605012,-167.12862
4238000000,-10.293622,-188.33125,-6.3988438,-167.58974,-4.4131684,-401.39874,-4.2060108,-401.70703,-6.7626915,-373.2478,-6.9528832,-167.21268
4239000000,-10.308499,-188.42671,-6.4240451,-167.87767,-4.3903179,-401.7114,-4.2266574,-401.95859,-6.7576642,-373.50867,-6.970943,-167.25633
4240000000,-10.320582,-188.51964,-6.4257393,-168.03448,-4.38415,-401.59818,-4.1921391,-401.82867,-6.7638354,-373.51828,-6.9639707,-167.44981
4241000000,-10.288134,-188.43655,-6.4047551,-168.07861,-4.374208,-401.78976,-4.1852274,-402.04422,-6.7339211,-373.79718,-6.9413786,-167.59547
4242000000,-10.332151,-188.61417,-6.4387183,-168.33441,-4.3821068,-401.85052,-4.2085333,-402.08417,-6.7402215,-373.94791,-6.9895511,-167.99582
4243000000,-10.318734,-188.56444,-6.4332685,-168.32816,-4.3777742,-402.0004,-4.1967912,-402.27493,-6.7624111,-374.19122,-6.9480467,-167.78642
4244000000,-10.285927,-188.57123,-6.4086304,-168.48807,-4.3952956,-402.08145,-4.2108808,-402.28452,-6.760457,-374.43375,-6.9374518,-168.03787
4245000000,-10.372737,-188.67992,-6.4690609,-168.67848,-4.3915634,-402.07394,-4.2258201,-402.3855,-6.7345724,-374.47458,-7.0179873,-168.22238
4246000000,-10.328003,-188.79236,-6.4257421,-168.76547,-4.3755956,-402.17062,-4.2026658,-402.48526,-6.7288594,-374.60452,-6.9566264,-168.38548
4247000000,-10.321756,-188.97279,-6.4422145,-169.07521,-4.3943977,-402.4953,-4.1884007,-402.58508,-6.7318025,-374.87259,-6.9601722,-168.67131
4248000000,-10.314601,-188.83896,-6.4284678,-169.22835,-4.3825355,-402.3558,-4.222959,-402.77048,-6.7407842,-374.92917,-6.9724507,-168.77107
4249000000,-10.301087,-189.04143,-6.4216146,-169.41736,-4.3716264,-402.42627,-4.2090201,-402.70264,-6.7187452,-375.103,-6.9579692,-168.86049
4250000000,-10.321895,-189.08954,-6.4317951,-169.58852,-4.4026918,-402.43054,-4.2249398,-402.73569,-6.7017808,-375.2128,-6.9757676,-169.07874
4251000000,-10.351256,-189.20615,-6.4503536,-169.63594,-4.3599386,-402.64871,-4.2115698,-403.07278,-6.6966834,-375.48257,-6.9783678,-169.35022
4252000000,-10.353955,-189.16971,-6.4340963,-169.80472,-4.3780313,-402.79694,-4.2243032,-403.02332,-6.7040081,-375.73804,-6.9933167,-169.41809
4253000000,-10.317195,-189.25136,-6.4461241,-169.9902,-4.4041662,-402.77017,-4.2188325,-402.97827,-6.700645,-375.75876,-6.9738827,-169.66318
4254000000,-10.369374,-189.12964,-6.4604459,-169.98077,-4.3741798,-402.87796,-4.199512,-403.23965,-6.6929588,-376.00281,-6.9921751,-169.61166
4255000000,-10.351758,-189.27339,-6.4617167,-170.201,-4.3870182,-402.93811,-4.1949935,-403.09064,-6.6952982,-376.10385,-6.984118,-169.78954
4256000000,-10.339766,-189.28693,-6.446517,-170.41576,-4.385428,-403.11038,-4.1902499,-403.52063,-6.6634874,-376.35828,-6.9527359,-169.88506
4257000000,-10.379174,-189.31172,-6.4571352,-170.58783,-4.3763819,-403.01752,-4.1924191,-403.3403,-6.6518092,-376.58914,-6.9790339,-170.10031
4258000000,-10.351075,-189.31,-6.4323907,-170.64221,-4.3851566,-403.13312,-4.1904974,-403.41751,-6.6635714,-376.67422,-6.9667125,-170.2399
4259000000,-10.350426,-189.55647,-6.4618807,-170.85335,-4.4000778,-403.31534,-4.2021713,-403.57413,-6.6720309,-377.0014,-6.9769473,-170.50677
4260000000,-10.356609,-189.38017,-6.448669,-170.99579,-4.3847504,-403.50497,-4.1911149,-403.80624,-6.6554546,-377.02194,-6.9647155,-170.56554
4261000000,-10.391368,-189.32175,-6.4651465,-170.99873,-4.3929434,-403.40637,-4.2146645,-403.6698,-6.6632724,-377.03302,-6.9947052,-170.65781
4262000000,-10.367236,-189.59666,-6.4497652,-171.26718,-4.3733311,-403.57397,-4.2048869,-403.90536,-6.6523919,-377.28455,-7.0034442,-171.01463
4263000000,-10.343801,-189.66484,-6.4410152,-171.64264,-4.3696628,-403.60092,-4.1861167,-403.96051,-6.6270733,-377.56464,-6.9754176,-171.29654
4264000000,-10.332814,-189.54707,-6.454988,-171.6252,-4.3872008,-403.67142,-4.2038918,-404.23199,-6.6395664,-377.77951,-6.9807549,-171.24631
4265000000,-10.33188,-189.72842,-6.4373927,-171.95813,-4.3901777,-403.81891,-4.2261877,-404.15659,-6.6546659,-377.90253,-6.9534578,-171.51202
4266000000,-10.31822,-189.65807,-6.459795,-171.84781,-4.3920541,-403.85455,-4.225666,-404.28531,-6.6262784,-378.0965,-6.9731402,-171.55821
4267000000,-10.345765,-189.93135,-6.4499569,-172.16458,-4.3897309,-403.97324,-4.2196736,-404.30313,-6.6197195,-378.16525,-6.9816332,-171.94028
4268000000,-10.318577,-190.01465,-6.4328666,-172.36642,-4.4067278,-404.03171,-4.2219291,-404.50308,-6.6278024,-378.29453,-6.9554195,-172.04227
4269000000,-10.3517,-189.94264,-6.4637742,-172.29794,-4.387176,-404.19611,-4.2080483,-404.58817,-6.6027207,-378.70901,-7.0043731,-172.07776
4270000000,-10.367236,-189.78313,-6.4917603,-172.45428,-4.3874536,-404.24347,-4.1761632,-404.59625,-6.6225438,-378.70374,-7.0002789,-172.22009
4271000000,-10.347669,-190.04512,-6.4762049,-172.72716,-4.4054255,-404.44626,-4.2030239,-404.71753,-6.6280527,-378.97305,-6.975647,-172.45399
4272000000,-10.343135,-190.01543,-6.4597774,-172.95296,-4.3697844,-404.41501,-4.1988411,-404.88684,-6.6205525,-379.22165,-6.9822879,-172.66653
4273000000,-10.358264,-190.11696,-6.4630437,-172.89114,-4.3877125,-404.70715,-4.2103977,-405.10181,-6.6044388,-379.38364,-6.9697523,-172.64787
4274000000,-10.360363,-190.01773,-6.4800415,-173.04625,-4.4012961,-404.43549,-4.2194104,-404.78067,-6.6110368,-379.25555,-6.9903827,-172.88066
4275000000,-10.3506,-190.38187,-6.486824,-173.5417,-4.3794475,-404.49338,-4.2208023,-405.14713,-6.5836825,-379.54004,-6.9870296,-173.21924
4276000000,-10.36706,-190.34982,-6.5022407,-173.41043,-4.3811669,-404.71878,-4.2192292,-405.19876,-6.5696306,-379.82443,-7.0112529,-173.20381
4277000000,-10.337224,-190.35146,-6.468039,-173.64716,-4.3879004,-404.77219,-4.233027,-405.24051,-6.5713921,-380.02408,-6.9521608,-173.46097
4278000000,-10.362767,-190.4859,-6.4674048,-173.75047,-4.4011178,-405.07706,-4.2373939,-405.31885,-6.5906796,-380.07986,-6.9829473,-173.60139
4279000000,-10.364956,-190.35695,-6.4971342,-173.7755,-4.3731041,-404.99716,-4.199965,-405.56021,-6.5649567,-380.27985,-7.016171,-173.798
4280000000,-10.359357,-190.6033,-6.4682045,-174.1906,-4.3705759,-405.29593,-4.2018785,-405.60614,-6.5660706,-380.495,-7.0072942,-173.96268
4281000000,-10.351953,-190.22639,-6.4651031,-173.93285,-4.3764396,-405.08179,-4.227777,-405.59778,-6.5679483,-380.52563,-6.9516935,-173.91867
4282000000,-10.361761,-190.68156,-6.4938617,-174.42867,-4.4174237,-405.29126,-4.2337632,-405.86191,-6.579813,-380.95581,-7.0058956,-174.22993
4283000000,-10.348048,-190.70247,-6.4764967,-174.46138,-4.3834786,-405.28143,-4.1955318,-405.87723,-6.5410128,-380.95297,-6.9911017,-174.29398
4284000000,-10.368026,-191.0442,-6.4931545,-174.79131,-4.3838439,-405.59573,-4.2148528,-406.0304,-6.5488043,-381.26755,-7.0091639,-174.81873
4285000000,-10.359749,-190.5844,-6.4597807,-174.84438,-4.4225793,-405.6008,-4.2275758,-405.97458,-6.5333686,-381.39047,-6.9594755,-174.864
4286000000,-10.351632,-190.94553,-6.4803543,-174.98257,-4.3763657,-405.5882,-4.2128191,-406.02359,-6.5275941,-381.51126,-7.0033131,-174.89307
4287000000,-10.39639,-191.05354,-6.5181584,-175.23128,-4.4088931,-405.58423,-4.232553,-406.06268,-6.5677385,-381.64328,-7.0202999,-175.14891
4288000000,-10.369349,-190.76825,-6.4881172,-175.20705,-4.3808393,-405.87698,-4.2435918,-406.315,-6.5519013,-381.77789,-7.0032911,-175.31348
4289000000,-10.372606,-190.96153,-6.5153203,-175.46295,-4.3828735,-405.76645,-4.22087,-406.2482,-6.5406733,-381.87613,-7.0075893,-175.36415
4290000000,-10.401188,-191.03812,-6.5116453,-175.63956,-4.4047771,-405.90686,-4.2181039,-406.41205,-6.515377,-382.20059,-7.0031028,-175.52164
4291000000,-10.363459,-191.01576,-6.5090947,-175.62877,-4.3888106,-406.11221,-4.2383986,-406.55133,-6.5196304,-382.31589,-7.0091591,-175.65887
4292000000,-10.353766,-190.97679,-6.5030851,-175.88365,-4.3653622,-406.08612,-4.2089896,-406.67838,-6.5137029,-382.61121,-6.9998364,-175.97873
4293000000,-10.379961,-191.27382,-6.4793129,-176.19196,-4.4002881,-406.15619,-4.2438521,-406.79352,-6.5121083,-382.76517,-7.0021806,-176.0378
4294000000,-10.392938,-191.09891,-6.5129337,-176.188,-4.3989749,-406.17114,-4.2426987,-406.72256,-6.5364981,-382.75424,-7.013319,-176.11661
4295000000,-10.367342,-191.38313,-6.5091701,-176.38017,-4.3788762,-406.42551,-4.2052283,-406.87921,-6.500278,-382.89725,-6.9846983,-176.43594
4296000000,-10.370155,-191.29419,-6.5090876,-176.60493,-4.3783393,-406.47266,-4.2162256,-407.01422,-6.5028672,-383.28082,-6.9980021,-176.64102
4297000000,-10.424773,-191.40013,-6.5304852,-176.75639,-4.4020157,-406.64688,-4.2225804,-407.10757,-6.5154352,-383.38818,-7.0275397,-176.78648
4298000000,-10.398614,-191.50253,-6.51123,-177.00264,-4.3644857,-406.72943,-4.220129,-407.13269,-6.5082173,-383.67139,-7.0122232,-176.99585
4299000000,-10.394906,-191.6111,-6.5244169,-177.12164,-4.3799305,-406.66858,-4.2265611,-407.28827,-6.4790521,-383.64734,-7.0112157,-177.19037
4300000000,-10.386913,-191.58957,-6.5325933,-177.24669,-4.4057398,-406.84225,-4.2173371,-407.10953,-6.5008798,-383.80212,-6.9954414,-177.36504
4301000000,-10.378148,-191.63348,-6.5122657,-177.24715,-4.3881888,-406.83032,-4.225625,-407.36581,-6.504169,-383.9364,-7.0161657,-177.50703
4302000000,-10.399051,-191.70921,-6.5517755,-177.48111,-4.3962522,-407.09302,-4.2352977,-407.52509,-6.4882259,-384.18021,-7.0328498,-177.55292
4303000000,-10.417195,-191.68443,-6.5415707,-177.61746,-4.3682685,-406.99847,-4.2074375,-407.57831,-6.4551506,-384.25552,-7.0370774,-177.58827
4304000000,-10.385216,-191.61841,-6.5178618,-177.78314,-4.4056082,-407.14316,-4.2472334,-407.59665,-6.4589257,-384.55359,-7.0245214,-177.86467
4305000000,-10.402507,-191.71722,-6.5347786,-177.87509,-4.3792977,-407.20358,-4.2396193,-407.87592,-6.4675541,-384.73883,-7.0332623,-178.10275
4306000000,-10.396932,-191.70168,-6.5555267,-178.08266,-4.3845015,-407.36276,-4.2084503,-407.88593,-6.4598432,-384.84717,-7.0204892,-178.03577
4307000000,-10.398149,-191.93068,-6.5247388,-178.23849,-4.3657036,-407.35052,-4.2104063,-407.75244,-6.4511638,-384.99551,-7.0587764,-178.41653
4308000000,-10.418918,-191.82521,-6.5479231,-178.40085,-4.3884716,-407.48071,-4.2192822,-408.17685,-6.4633455,-385.13547,-7.0273991,-178.37871
4309000000,-10.430581,-192.09892,-6.5607352,-178.71428,-4.364481,-407.59915,-4.197432,-408.34601,-6.4225335,-385.43539,-7.0504594,-178.8692
4310000000,-10.421191,-191.82809,-6.5517926,-178.60588,-4.3764486,-407.48773,-4.2266011,-408.06512,-6.4539161,-385.50027,-7.0457873,-178.77545
4311000000,-10.440012,-192.13715,-6.5808229,-178.80577,-4.3956728,-407.5929,-4.2258143,-408.22818,-6.4595895,-385.81973,-7.0598931,-179.10608
4312000000,-10.438515,-191.92436,-6.5887256,-178.88945,-4.3713398,-407.76608,-4.2280293,-408.22665,-6.4413805,-385.77332,-7.0639958,-178.95085
4313000000,-10.436868,-192.1647,-6.5762968,-179.1618,-4.4205065,-407.74744,-4.2290912,-408.5054,-6.4548631,-385.90265,-7.0546064,-179.40883
4314000000,-10.4403,-191.98241,-6.5900683,-179.15816,-4.3866568,-408.08722,-4.2281756,-408.68683,-6.4328651,-386.25623,-7.0653648,-179.30472
4315000000,-10.433894,-192.1172,-6.6126208,-179.45996,-4.403688,-408.05185,-4.2221813,-408.70172,-6.4397926,-386.3436,-7.0780048,-179.55544
4316000000,-10.413602,-192.22913,-6.5624242,-179.64633,-4.3606658,-408.01785,-4.2239695,-408.63995,-6.413043,-386.47586,-7.0650144,-179.81682
4317000000,-10.445755,-192.26503,-6.5801744,-179.71542,-4.3599563,-408.29239,-4.2131815,-408.82196,-6.4071169,-386.80127,-7.0521712,-179.79709
4318000000,-10.437755,-192.33342,-6.6223469,-179.78334,-4.3794346,-408.25015,-4.2204061,-408.88904,-6.4052291,-386.87549,-7.1079798,-180.07094
4319000000,-10.455306,-192.04752,-6.5931349,-179.80724,-4.3745565,-408.5629,-4.2333865,-409.13004,-6.4141088,-387.10184,-7.0828242,-179.94794
4320000000,-10.445683,-192.4113,-6.6213317,-180.23155,-4.3645759,-408.35446,-4.2220721,-409.01065,-6.4113827,-386.97156,-7.097342,-180.36583
4321000000,-10.429716,-192.17947,-6.6019406,-180.15991,-4.3733034,-408.68802,-4.231142,-409.29706,-6.3661227,-387.47787,-7.0846643,-180.40945
4322000000,-10.426044,-192.43767,-6.5961294,-180.53049,-4.3897004,-408.90366,-4.225915,-409.522,-6.4150577,-387.7948,-7.0715666,-180.70668
4323000000,-10.418124,-192.45261,-6.5978622,-180.61909,-4.3694353,-408.77411,-4.217082,-409.34088,-6.3895688,-387.77048,-7.0717998,-180.73689
4324000000,-10.430463,-192.5479,-6.6063318,-180.69884,-4.3841047,-408.76288,-4.2395945,-409.60135,-6.380331,-387.91687,-7.095181,-180.94693
4325000000,-10.451194,-192.54515,-6.5992789,-180.7531,-4.3834386,-409.00305,-4.2209816,-409.4241,-6.391655,-387.91592,-7.0856547,-180.99551
4326000000,-10.4468,-192.91336,-6.6152959,-181.11769,-4.3864112,-408.90237,-4.2248378,-409.5625,-6.4065456,-388.10461,-7.0963874,-181.32718
4327000000,-10.477184,-192.72041,-6.6332788,-181.05869,-4.3764839,-409.02249,-4.2044101,-409.6246,-6.3796039,-388.53751,-7.1123033,-181.43948
4328000000,-10.473963,-192.61435,-6.6512671,-181.3147,-4.3622284,-408.94553,-4.2388949,-409.67398,-6.3657303,-388.37137,-7.1124773,-181.57178
4329000000,-10.442893,-192.70387,-6.621614,-181.3844,-4.400136,-409.29504,-4.2274108,-409.93524,-6.3953843,-388.75699,-7.0849915,-181.66638
4330000000,-10.44194,-192.77171,-6.6165981,-181.603,-4.3972011,-409.21454,-4.2562771,-409.88348,-6.3816566,-388.7869,-7.0996585,-181.94702
4331000000,-10.434106,-192.55031,-6.6203518,-181.59079,-4.381238,-409.50082,-4.2153478,-410.00854,-6.3618937,-389.06287,-7.1002021,-181.85756
4332000000,-10.503893,-192.81764,-6.6496506,-181.95549,-4.3902416,-409.53757,-4.2389498,-410.26187,-6.3795428,-389.2316,-7.1189733,-182.14514
4333000000,-10.480297,-192.71828,-6.6370602,-181.97687,-4.3703609,-409.54819,-4.2182713,-410.20889,-6.3628192,-389.5249,-7.1228175,-182.29088
4334000000,-10.470235,-192.57013,-6.6771493,-182.06392,-4.3732405,-409.66986,-4.2249694,-410.40775,-6.3335371,-389.52036,-7.1109948,-182.48141
4335000000,-10.474619,-193.11485,-6.6637874,-182.27361,-4.3606253,-409.76794,-4.2174211,-410.55685,-6.3303342,-389.77975,-7.1265464,-182.59012
4336000000,-10.437236,-193.07442,-6.6708865,-182.40387,-4.3922019,-409.9501,-4.2309856,-410.41684,-6.3579073,-389.89035,-7.133328,-182.79784
4337000000,-10.511821,-192.98703,-6.676836,-182.63947,-4.3992467,-410.04004,-4.2254333,-410.8045,-6.3584714,-390.15344,-7.1381192,-183.01524
4338000000,-10.471543,-193.07753,-6.6854682,-182.71556,-4.3858666,-410.1131,-4.2214499,-410.67056,-6.3329387,-390.34671,-7.1358075,-183.03763
4339000000,-10.484574,-193.18227,-6.7079005,-182.94133,-4.3642559,-410.18527,-4.2170405,-410.70993,-6.3525729,-390.52512,-7.1562252,-183.21545
4340000000,-10.457048,-193.13452,-6.6554322,-183.11067,-4.3692508,-410.01587,-4.2285614,-410.62,-6.3569593,-390.57471,-7.127852,-183.3103
4341000000,-10.494264,-193.13187,-6.6766415,-183.13388,-4.3646679,-410.12128,-4.218729,-410.95303,-6.3187947,-390.71747,-7.117465,-183.4371
4342000000,-10.489248,-192.94844,-6.7015615,-183.14801,-4.3544502,-410.39655,-4.2178192,-411.11011,-6.3263321,-390.9306,-7.154727,-183.51396
4343000000,-10.45534,-193.38585,-6.6735492,-183.52946,-4.3487892,-410.45972,-4.2276583,-411.16949,-6.3016729,-390.96573,-7.1303992,-183.9464
4344000000,-10.516611,-192.97675,-6.6905828,-183.54457,-4.3705568,-410.62036,-4.2288465,-411.25592,-6.3316956,-391.27502,-7.15308,-183.86232
4345000000,-10.482803,-193.11821,-6.6752,-183.51221,-4.3865824,-410.59113,-4.2522321,-411.34073,-6.344089,-391.38669,-7.1258702,-184.02853
4346000000,-10.487386,-193.54886,-6.705646,-183.9397,-4.3687978,-410.75974,-4.2427664,-411.4126,-6.3092651,-391.60016,-7.1614428,-184.35706
4347000000,-10.487167,-193.44363,-6.6846213,-184.04453,-4.3350844,-410.86221,-4.2164788,-411.46017,-6.2997541,-391.87073,-7.1469789,-184.43314
4348000000,-10.511145,-193.4135,-6.7380943,-184.14977,-4.358356,-411.09637,-4.2229075,-411.73206,-6.3147783,-392.13269,-7.1832933,-184.69099
4349000000,-10.534217,-193.53343,-6.73247,-184.32242,-4.3435264,-411.07602,-4.2039995,-411.7337,-6.2918496,-392.16348,-7.1937833,-184.742
4350000000,-10.519983,-193.48448,-6.7080841,-184.29993,-4.3620634,-410.97855,-4.2526584,-411.61212,-6.3030877,-392.19705,-7.1579094,-184.7886
4351000000,-10.529507,-193.61211,-6.7414103,-184.60172,-4.3531566,-411.13602,-4.2431903,-411.83582,-6.2787089,-392.48718,-7.2028751,-185.00899
4352000000,-10.516839,-193.51678,-6.7126942,-184.82825,-4.3682685,-411.18155,-4.2524281,-411.89545,-6.3083458,-392.65359,-7.1862836,-185.14374
4353000000,-10.550875,-193.53729,-6.7572689,-184.91747,-4.3648767,-411.20535,-4.2342744,-411.99655,-6.2991548,-392.72726,-7.2093744,-185.25804
4354000000,-10.507598,-193.53999,-6.7605181,-184.97612,-4.3460155,-411.45615,-4.2134466,-412.17697,-6.3044248,-392.97144,-7.1817865,-185.50806
4355000000,-10.504553,-193.53743,-6.7569642,-185.28644,-4.3759208,-411.68124,-4.2389183,-412.45197,-6.3220539,-393.24884,-7.1930232,-185.64636
4356000000,-10.511874,-193.61838,-6.7707853,-185.34172,-4.3608346,-411.70313,-4.2336764,-412.40015,-6.2833762,-393.31589,-7.1927919,-185.86182
4357000000,-10.516909,-193.73218,-6.7705817,-185.36295,-4.3537097,-411.76743,-4.2083201,-412.4704,-6.2916842,-393.44208,-7.1866264,-185.86386
4358000000,-10.531107,-193.89973,-6.7759132,-185.61993,-4.3843837,-411.72198,-4.2465196,-412.46613,-6.3051596,-393.59253,-7.2219129,-186.14488
4359000000,-10.506693,-193.70761,-6.7654142,-185.72609,-4.3561163,-411.83353,-4.2377119,-412.69684,-6.2845607,-393.86356,-7.2146173,-186.20724
4360000000,-10.541177,-193.92921,-6.776835,-186.02667,-4.3484006,-411.87909,-4.2366447,-412.55878,-6.2725363,-393.80881,-7.2025595,-186.30652
4361000000,-10.515311,-194.06979,-6.7789516,-186.01982,-4.3544893,-412.12085,-4.2364688,-412.92422,-6.275075,-394.27905,-7.20787,-186.57677
4362000000,-10.532652,-193.88063,-6.762722,-186.01219,-4.3599091,-412.12057,-4.2266283,-412.90686,-6.2791457,-394.32498,-7.2071443,-186.47493
