"Freq [GHz]","S(1,1) []"
2.575,-0.700197212873907 + 0.654975656104881i
2.576,-0.699359362438105 + 0.655594748564225i
2.577,-0.698517917566943 + 0.6562141969279i
2.578,-0.697672854895347 + 0.656833996132187i
2.579,-0.696824150871617 + 0.65745414100247i
2.58,-0.695971781755814 + 0.65807462625136i
2.581,-0.695115723618112 + 0.658695446476803i
2.582,-0.694255952337161 + 0.659316596160148i
2.583,-0.693392443598418 + 0.659938069664179i
2.584,-0.692525172892475 + 0.660559861231123i
2.585,-0.691654115513366 + 0.661181964980622i
2.586,-0.690779246556874 + 0.661804374907664i
2.587,-0.689900540918806 + 0.662427084880488i
2.588,-0.689017973293273 + 0.66305008863845i
2.589,-0.688131518170943 + 0.66367337978985i
2.59,-0.68724114983729 + 0.66429695180973i
2.591,-0.686346842370821 + 0.664920798037625i
2.592,-0.685448569641302 + 0.66554491167529i
2.593,-0.684546305307955 + 0.666169285784369i
2.594,-0.683640022817653 + 0.666793913284045i
2.595,-0.682729695403101 + 0.667418786948634i
2.596,-0.681815296080994 + 0.668043899405149i
2.597,-0.680896797650176 + 0.668669243130822i
2.598,-0.679974172689775 + 0.669294810450574i
2.599,-0.679047393557324 + 0.669920593534453i
2.6,-0.678116432386881 + 0.670546584395026i
2.601,-0.67718126108712 + 0.671172774884722i
2.602,-0.676241851339418 + 0.671799156693139i
2.603,-0.675298174595928 + 0.672425721344293i
2.604,-0.674350202077638 + 0.673052460193832i
2.605,-0.673397904772414 + 0.673679364426196i
2.606,-0.672441253433035 + 0.674306425051732i
2.607,-0.67148021857521 + 0.674933632903756i
2.608,-0.670514770475589 + 0.675560978635568i
2.609,-0.669544879169751 + 0.676188452717417i
2.61,-0.66857051445019 + 0.676816045433412i
2.611,-0.66759164586428 + 0.67744374687838i
2.612,-0.666608242712232 + 0.678071546954674i
2.613,-0.665620274045036 + 0.678699435368923i
2.614,-0.664627708662399 + 0.679327401628726i
2.615,-0.663630515110651 + 0.679955435039296i
2.616,-0.662628661680663 + 0.680583524700035i
2.617,-0.661622116405736 + 0.681211659501066i
2.618,-0.660610847059487 + 0.681839828119688i
2.619,-0.659594821153717 + 0.682468019016785i
2.62,-0.658574005936275 + 0.683096220433169i
2.621,-0.657548368388903 + 0.683724420385855i
2.622,-0.656517875225076 + 0.684352606664278i
2.623,-0.655482492887826 + 0.684980766826446i
2.624,-0.654442187547563 + 0.685608888195022i
2.625,-0.653396925099875 + 0.686236957853343i
2.626,-0.652346671163325 + 0.686864962641368i
2.627,-0.651291391077241 + 0.68749288915156i
2.628,-0.650231049899485 + 0.688120723724691i
2.629,-0.649165612404224 + 0.688748452445584i
2.63,-0.648095043079688 + 0.689376061138772i
2.631,-0.647019306125913 + 0.690003535364088i
2.632,-0.645938365452488 + 0.690630860412182i
2.633,-0.644852184676284 + 0.69125802129995i
2.634,-0.643760727119177 + 0.691885002765899i
2.635,-0.642663955805766 + 0.692511789265418i
2.636,-0.641561833461087 + 0.693138364965981i
2.637,-0.640454322508309 + 0.693764713742251i
2.638,-0.639341385066438 + 0.694390819171118i
2.639,-0.638222982948003 + 0.695016664526638i
2.64,-0.637099077656749 + 0.69564223277489i
2.641,-0.635969630385309 + 0.696267506568744i
2.642,-0.634834602012895 + 0.696892468242538i
2.643,-0.633693953102958 + 0.69751709980666i
2.644,-0.632547643900867 + 0.698141382942047i
2.645,-0.631395634331576 + 0.698765298994575i
2.646,-0.630237883997286 + 0.699388828969362i
2.647,-0.629074352175116 + 0.700011953524968i
2.648,-0.627904997814761 + 0.7006346529675i
2.649,-0.626729779536161 + 0.701256907244605i
2.65,-0.625548655627165 + 0.70187869593937i
2.651,-0.624361584041194 + 0.702499998264111i
2.652,-0.623168522394912 + 0.703120793054056i
2.653,-0.6219694279659 + 0.703741058760916i
2.654,-0.620764257690328 + 0.704360773446351i
2.655,-0.619552968160632 + 0.704979914775315i
2.656,-0.618335515623209 + 0.705598460009294i
2.657,-0.617111855976102 + 0.70621638599942i
2.658,-0.615881944766703 + 0.706833669179468i
2.659,-0.614645737189459 + 0.707450285558739i
2.66,-0.613403188083589 + 0.708066210714804i
2.661,-0.612154251930816 + 0.708681419786139i
2.662,-0.610898882853107 + 0.709295887464626i
2.663,-0.609637034610418 + 0.709909587987916i
2.664,-0.608368660598473 + 0.710522495131677i
2.665,-0.607093713846538 + 0.711134582201693i
2.666,-0.605812147015219 + 0.711745822025831i
2.667,-0.604523912394286 + 0.712356186945875i
2.668,-0.603228961900504 + 0.712965648809208i
2.669,-0.601927247075487 + 0.71357417896036i
2.67,-0.600618719083585 + 0.714181748232403i
2.671,-0.59930332870978 + 0.7147883269382i
2.672,-0.597981026357614 + 0.715393884861505i
2.673,-0.596651762047153 + 0.715998391247903i
2.674,-0.595315485412958 + 0.716601814795602i
2.675,-0.593972145702108 + 0.717204123646058i
2.676,-0.592621691772244 + 0.71780528537444i
2.677,-0.591264072089649 + 0.718405266979937i
2.678,-0.589899234727364 + 0.719004034875889i
2.679,-0.588527127363349 + 0.719601554879752i
2.68,-0.587147697278666 + 0.720197792202892i
2.681,-0.585760891355731 + 0.720792711440195i
2.682,-0.584366656076583 + 0.721386276559511i
2.683,-0.582964937521225 + 0.721978450890904i
2.684,-0.581555681365989 + 0.722569197115723i
2.685,-0.580138832881978 + 0.72315847725549i
2.686,-0.578714336933547 + 0.723746252660579i
2.687,-0.577282137976841 + 0.724332483998727i
2.688,-0.575842180058396 + 0.724917131243324i
2.689,-0.574394406813809 + 0.725500153661518i
2.69,-0.572938761466458 + 0.726081509802106i
2.691,-0.571475186826307 + 0.726661157483224i
2.692,-0.570003625288772 + 0.727239053779826i
2.693,-0.568524018833661 + 0.727815155010945i
2.694,-0.567036309024201 + 0.728389416726741i
2.695,-0.565540437006136 + 0.728961793695323i
2.696,-0.564036343506919 + 0.729532239889355i
2.697,-0.562523968834986 + 0.730100708472423i
2.698,-0.561003252879121 + 0.73066715178518i
2.699,-0.559474135107931 + 0.731231521331247i
2.7,-0.557936554569398 + 0.731793767762887i
2.701,-0.556390449890558 + 0.732353840866418i
2.702,-0.554835759277273 + 0.7329116895474i
2.703,-0.553272420514128 + 0.733467261815555i
2.704,-0.551700370964427 + 0.734020504769443i
2.705,-0.55011954757034 + 0.734571364580874i
2.706,-0.548529886853145 + 0.735119786479059i
2.707,-0.546931324913626 + 0.7356657147345i
2.708,-0.545323797432594 + 0.736209092642601i
2.709,-0.543707239671561 + 0.736749862507011i
2.71,-0.54208158647355 + 0.737287965622686i
2.711,-0.54044677226407 + 0.737823342258671i
2.712,-0.538802731052238 + 0.738355931640595i
2.713,-0.537149396432083 + 0.73888567193287i
2.714,-0.535486701584 + 0.739412500220602i
2.715,-0.533814579276401 + 0.739936352491201i
2.716,-0.532132961867537 + 0.740457163615681i
2.717,-0.530441781307519 + 0.740974867329666i
2.718,-0.528740969140531 + 0.741489396214068i
2.719,-0.527030456507255 + 0.742000681675458i
2.72,-0.525310174147498 + 0.742508653926114i
2.721,-0.523580052403049 + 0.743013241963746i
2.722,-0.521840021220761 + 0.74351437355089i
2.723,-0.520090010155863 + 0.74401197519396i
2.724,-0.518329948375523 + 0.744505972121977i
2.725,-0.516559764662664 + 0.744996288264944i
2.726,-0.514779387420033 + 0.745482846231875i
2.727,-0.512988744674551 + 0.74596556728848i
2.728,-0.511187764081935 + 0.746444371334482i
2.729,-0.509376372931617 + 0.746919176880583i
2.73,-0.507554498151948 + 0.747389901025064i
2.731,-0.505722066315733 + 0.747856459430009i
2.732,-0.503879003646065 + 0.748318766297164i
2.733,-0.502025236022501 + 0.748776734343418i
2.734,-0.500160688987582 + 0.74923027477589i
2.735,-0.498285287753694 + 0.749679297266646i
2.736,-0.496398957210305 + 0.750123709927015i
2.737,-0.494501621931575 + 0.750563419281513i
2.738,-0.492593206184355 + 0.75099833024137i
2.739,-0.490673633936588 + 0.751428346077652i
2.74,-0.488742828866129 + 0.751853368393974i
2.741,-0.486800714369986 + 0.75227329709881i
2.742,-0.484847213574004 + 0.752688030377383i
2.743,-0.482882249343024 + 0.753097464663133i
2.744,-0.480905744291484 + 0.753501494608774i
2.745,-0.478917620794528 + 0.753900013056918i
2.746,-0.476917800999613 + 0.754292911010267i
2.747,-0.474906206838623 + 0.754680077601383i
2.748,-0.472882760040535 + 0.755061400062018i
2.749,-0.470847382144623 + 0.755436763692003i
2.75,-0.468799994514231 + 0.755806051827699i
2.751,-0.466740518351136 + 0.75616914581001i
2.752,-0.464668874710522 + 0.756525924951932i
2.753,-0.462584984516554 + 0.75687626650568i
2.754,-0.460488768578623 + 0.757220045629342i
2.755,-0.458380147608231 + 0.757557135353089i
2.756,-0.456259042236568 + 0.757887406544939i
2.757,-0.454125373032788 + 0.75821072787605i
2.758,-0.451979060523014 + 0.758526965785568i
2.759,-0.449820025210078 + 0.758835984445019i
2.76,-0.447648187594045 + 0.759137645722232i
2.761,-0.445463468193513 + 0.759431809144818i
2.762,-0.443265787567738 + 0.759718331863183i
2.763,-0.441055066339592 + 0.759997068613086i
2.764,-0.438831225219389 + 0.760267871677737i
2.765,-0.436594185029595 + 0.760530590849451i
2.766,-0.434343866730458 + 0.760785073390836i
2.767,-0.43208019144658 + 0.761031163995536i
2.768,-0.429803080494453 + 0.761268704748528i
2.769,-0.427512455410996 + 0.761497535085971i
2.77,-0.425208237983116 + 0.761717491754606i
2.771,-0.422890350278326 + 0.761928408770735i
2.772,-0.420558714676449 + 0.762130117378752i
2.773,-0.418213253902429 + 0.762322446009251i
2.774,-0.415853891060307 + 0.762505220236719i
2.775,-0.413480549668351 + 0.762678262736808i
2.776,-0.41109315369543 + 0.7628413932432i
2.777,-0.408691627598601 + 0.762994428504068i
2.778,-0.406275896362003 + 0.763137182238167i
2.779,-0.403845885537053 + 0.763269465090512i
2.78,-0.401401521283994 + 0.763391084587714i
2.781,-0.398942730414836 + 0.76350184509295i
2.782,-0.39646944043772 + 0.763601547760568i
2.783,-0.393981579602745 + 0.763689990490391i
2.784,-0.391479076949299 + 0.763766967881671i
2.785,-0.388961862354937 + 0.763832271186765i
2.786,-0.386429866585832 + 0.763885688264505i
2.787,-0.383883021348858 + 0.763927003533306i
2.788,-0.381321259345344 + 0.763955997924031i
2.789,-0.378744514326527 + 0.763972448832607i
2.79,-0.376152721150765 + 0.763976130072452i
2.791,-0.373545815842556 + 0.763966811826705i
2.792,-0.370923735653382 + 0.763944260600287i
2.793,-0.368286419124457 + 0.763908239171845i
2.794,-0.365633806151416 + 0.763858506545566i
2.795,-0.362965838050973 + 0.763794817902928i
2.796,-0.360282457629619 + 0.763716924554387i
2.797,-0.357583609254413 + 0.763624573891056i
2.798,-0.35486923892589 + 0.763517509336389i
2.799,-0.352139294353154 + 0.763395470297932i
2.8,-0.349393725031217 + 0.763258192119156i
2.801,-0.346632482320614 + 0.763105406031415i
2.802,-0.343855519529353 + 0.762936839106087i
2.803,-0.341062791997277 + 0.762752214206917i
2.804,-0.338254257182843 + 0.762551249942641i
2.805,-0.335429874752432 + 0.762333660619905i
2.806,-0.332589606672192 + 0.762099156196554i
2.807,-0.329733417302503 + 0.761847442235335i
2.808,-0.326861273495107 + 0.761578219858074i
2.809,-0.323973144692964 + 0.761291185700389i
2.81,-0.321069003032882 + 0.760986031866987i
2.811,-0.318148823450988 + 0.760662445887627i
2.812,-0.315212583791101 + 0.760320110673808i
2.813,-0.312260264916034 + 0.759958704476253i
2.814,-0.309291850821942 + 0.759577900843263i
2.815,-0.306307328755694 + 0.759177368580023i
2.816,-0.303306689335412 + 0.758756771708937i
2.817,-0.300289926674159 + 0.758315769431075i
2.818,-0.297257038506878 + 0.757854016088818i
2.819,-0.294208026320641 + 0.757371161129806i
2.82,-0.291142895488221 + 0.756866849072264i
2.821,-0.288061655405098 + 0.756340719471828i
2.822,-0.284964319629924 + 0.755792406889948i
2.823,-0.28185090602849 + 0.755221540864002i
2.824,-0.278721436921289 + 0.754627745879219i
2.825,-0.275575939234684 + 0.754010641342523i
2.826,-0.272414444655759 + 0.75336984155844i
2.827,-0.269236989790908 + 0.752704955707155i
2.828,-0.266043616328176 + 0.752015587824903i
2.829,-0.262834371203435 + 0.751301336786776i
2.83,-0.259609306770429 + 0.750561796292116i
2.831,-0.256368480974726 + 0.749796554852644i
2.832,-0.253111957531613 + 0.749005195783443i
2.833,-0.249839806107994 + 0.748187297196994i
2.834,-0.246552102508298 + 0.747342432000386i
2.835,-0.243248928864459 + 0.746470167895897i
2.836,-0.239930373829966 + 0.745570067385091i
2.837,-0.236596532778049 + 0.744641687776643i
2.838,-0.233247508003965 + 0.743684581198046i
2.839,-0.229883408931481 + 0.742698294611385i
2.84,-0.226504352323489 + 0.741682369833421i
2.841,-0.223110462496821 + 0.740636343560118i
2.842,-0.219701871541225 + 0.739559747395889i
2.843,-0.21627871954255 + 0.738452107887709i
2.844,-0.21284115481008 + 0.737312946564372i
2.845,-0.209389334108043 + 0.736141779981087i
2.846,-0.205923422891268 + 0.734938119769644i
2.847,-0.20244359554495 + 0.733701472694403i
2.848,-0.19895003562851 + 0.732431340714343i
2.849,-0.195442936123499 + 0.731127221051426i
2.85,-0.191922499685499 + 0.729788606265514i
2.851,-0.188388938899964 + 0.728414984336144i
2.852,-0.184842476541953 + 0.727005838751379i
2.853,-0.181283345839633 + 0.725560648604055i
2.854,-0.177711790741531 + 0.724078888695668i
2.855,-0.174128066187391 + 0.722560029648228i
2.856,-0.170532438382542 + 0.72100353802433i
2.857,-0.166925185075678 + 0.719408876455766i
2.858,-0.163306595839897 + 0.717775503780994i
2.859,-0.159676972356861 + 0.71610287519172i
2.86,-0.156036628703929 + 0.71439044238898i
2.861,-0.152385891644102 + 0.712637653748959i
2.862,-0.148725100918561 + 0.710843954498956i
2.863,-0.14505460954164 + 0.70900878690373i
2.864,-0.141374784098002 + 0.707131590462638i
2.865,-0.13768600504177 + 0.705211802117835i
2.866,-0.133988666997406 + 0.703248856473905i
2.867,-0.130283179062034 + 0.701242186029264i
2.868,-0.12656996510894 + 0.699191221419633i
2.869,-0.122849464091956 + 0.69709539167397i
2.87,-0.11912213035038 + 0.694954124483176i
2.871,-0.115388433914126 + 0.692766846481901i
2.872,-0.111648860808702 + 0.690532983543823i
2.873,-0.10790391335967 + 0.688251961090702i
2.874,-0.104154110496146 + 0.68592320441557i
2.875,-0.100399988052951 + 0.683546139020353i
2.876,-0.0966420990709136 + 0.681120190968303i
2.877,-0.0928810140949 + 0.678644787251486i
2.878,-0.0891173214690245 + 0.676119356173717i
2.879,-0.0853516276285567 + 0.673543327749188i
2.88,-0.0815845573879299 + 0.670916134117118i
2.881,-0.0778167542243319 + 0.668237209972672i
2.882,-0.0740488805562156 + 0.66550599301449i
2.883,-0.0702816180161393 + 0.662721924409021i
2.884,-0.0665156677172724 + 0.659884449271918i
2.885,-0.0627517505128811 + 0.656993017166779i
2.886,-0.0589906072480627 + 0.654047082621361i
2.887,-0.0552329990030394 + 0.651046105661531i
2.888,-0.0514797073271906 + 0.647989552363107i
2.889,-0.0477315344630588 + 0.644876895421691i
2.89,-0.043989303559507 + 0.641707614740687i
2.891,-0.0402538588731627 + 0.638481198037581i
2.892,-0.0365260659572934 + 0.635197141468496i
2.893,-0.0328068118371683 + 0.631854950271156i
2.894,-0.0290970051710452 + 0.628454139426178i
2.895,-0.0253975763957423 + 0.624994234336709i
2.896,-0.021709477855869 + 0.621474771526331i
2.897,-0.0180336839157129 + 0.617895299355118i
2.898,-0.0143711910526917 + 0.614255378753716i
2.899,-0.0107230179313909 + 0.610554583975219i
2.9,-0.00709020545707356 + 0.606792503364649i
2.901,-0.00347381680756409 + 0.6029687401457i
2.902,0.000125062557588651 + 0.599082913224457i
2.903,0.00370532491180225 + 0.595134658009672i
2.904,0.00726584030116006 + 0.591123627249127i
2.905,0.0108054566102541 + 0.587049491881632i
2.906,0.0143229996553683 + 0.582911941904047i
2.907,0.0178172733061384 + 0.578710687252705i
2.908,0.0212870596369072 + 0.574445458698551i
2.909,0.0247311191089195 + 0.570116008755258i
2.91,0.0281481907845623 + 0.565722112599406i
2.911,0.0315369925748215 + 0.561263569001919i
2.912,0.0348962215211072 + 0.556740201269745i
2.913,0.0382245541126422 + 0.552151858196684i
2.914,0.0415206466404923 + 0.547498415022319i
2.915,0.0447831355894329 + 0.542779774397786i
2.916,0.0480106380686966 + 0.5379958673571i
2.917,0.0512017522827024 + 0.533146654292711i
2.918,0.0543550580427607 + 0.528232125933808i
2.919,0.0574691173208171 + 0.523252304325851i
2.92,0.0605424748461327 + 0.518207243809728i
2.921,0.0635736587458164 + 0.513097031998839i
2.922,0.0665611812300963 + 0.507921790752342i
2.923,0.0695035393230707 + 0.502681677142684i
2.924,0.0723992156397041 + 0.497376884415513i
2.925,0.0752466792096891 + 0.492007642939914i
2.926,0.0780443863487999 + 0.486574221146928i
2.927,0.0807907815781483 + 0.481076926454136i
2.928,0.0834842985918549 + 0.475516106174086i
2.929,0.086123361273315 + 0.469892148404266i
2.93,0.0887063847603892 + 0.46420548289623i
2.931,0.091231776559513 + 0.458456581901408i
2.932,0.0936979377087679 + 0.45264596099115i
2.933,0.096103263989748 + 0.446774179848426i
2.934,0.0984461471879698 + 0.440841843028544i
2.935,0.100724976401399 + 0.434849600686299i
2.936,0.102938139396612 + 0.428798149266817i
2.937,0.105084024011845 + 0.422688232157406i
2.938,0.107161019606155 + 0.416520640297665i
2.939,0.109167518553695 + 0.410296212745085i
2.94,0.11110191778196 + 0.404015837193434i
2.941,0.112962620352702 + 0.39768045044106i
2.942,0.114748037084077 + 0.391291038806498i
2.943,0.116456588212343 + 0.384848638488541i
2.944,0.118086705091365 + 0.37835433586812i
2.945,0.119636831927914 + 0.371809267749356i
2.946,0.12110542755059 + 0.365214621537139i
2.947,0.122490967210145 + 0.35857163534871i
2.948,0.123791944408574 + 0.351881598056772i
2.949,0.125006872754425 + 0.345145849261771i
2.95,0.1261342878414 + 0.338365779190999i
2.951,0.127172749147309 + 0.331542828522431i
2.952,0.128120841950144 + 0.324678488131163i
2.953,0.128977179257963 + 0.317774298756578i
2.954,0.129740403749095 + 0.310831850588448i
2.955,0.130409189719007 + 0.303852782770379i
2.956,0.130982245030069 + 0.296838782819106i
2.957,0.131458313060253 + 0.289791585958432i
2.958,0.131836174646752 + 0.28271297436671i
2.959,0.132114650020366 + 0.275604776336991i
2.96,0.132292600726303 + 0.268468865349223i
2.961,0.132368931527128 + 0.261307159054043i
2.962,0.132342592283322 + 0.254121618167961i
2.963,0.132212579806989 + 0.246914245280029i
2.964,0.131977939684085 + 0.239687083570254i
2.965,0.131637768060597 + 0.232442215440311i
2.966,0.131191213387989 + 0.22518176105739i
2.967,0.130637478123273 + 0.217907876812285i
2.968,0.12997582037909 + 0.210622753693016i
2.969,0.129205555519119 + 0.203328615575697i
2.97,0.1283260576943 + 0.196027717434522i
2.971,0.12733676131531 + 0.188722343473034i
2.972,0.126237162456871 + 0.181414805179209i
2.973,0.12502682018954 + 0.17410743930705i
2.974,0.123705357834764 + 0.166802605787677i
2.975,0.122272464139108 + 0.159502685573273i
2.976,0.1207278943637 + 0.152210078417344i
2.977,0.119071471285146 + 0.144927200595125i
2.978,0.117303086104334 + 0.137656482568163i
