frequency, S11, S12, S13, S21, S22, S23, S31, S32, S33
1042000000,-13.0938538,-3.845902494,-3.845902494,-3.845902494,-21.81242347,-10.98226721,-3.845902494,-10.98226721,-21.81242083
1043000000,-13.0983287,-3.84555226,-3.84555226,-3.845551385,-21.82763631,-10.99043651,-3.845550509,-10.99043472,-21.82763499
1044000000,-13.10281001,-3.845200288,-3.845200288,-3.845199412,-21.8428571,-10.99860085,-3.845199412,-10.99859996,-21.84285776
1045000000,-13.10729887,-3.844849203,-3.844849203,-3.844847452,-21.8580938,-11.00677187,-3.844848328,-11.00677008,-21.85809247
1046000000,-13.11178974,-3.844494629,-3.844494629,-3.844494629,-21.87332321,-11.0149397,-3.844494629,-11.0149406,-21.87332254
1047000000,-13.11628926,-3.844143569,-3.844143569,-3.844142694,-21.8885672,-11.02310972,-3.844142694,-11.02311152,-21.88857252
1048000000,-13.12079634,-3.843790771,-3.843790771,-3.843789895,-21.90381848,-11.03128284,-3.843790771,-11.03128463,-21.90382181
1049000000,-13.12530657,-3.84343711,-3.84343711,-3.84343711,-21.91908105,-11.03945724,-3.84343711,-11.03945724,-21.91908239
1050000000,-13.12982215,-3.843083461,-3.843085211,-3.843082585,-21.93433756,-11.04763113,-3.843083461,-11.04763293,-21.93434491
1051000000,-13.13434864,-3.842731575,-3.842731575,-3.842731575,-21.94961939,-11.05580811,-3.842731575,-11.05580811,-21.94961805
1052000000,-13.13887828,-3.842378827,-3.842378827,-3.842378827,-21.96489982,-11.06398908,-3.842378827,-11.06398998,-21.96490451
1053000000,-13.14341331,-3.842025215,-3.84202434,-3.84202434,-21.9801902,-11.07216683,-3.84202434,-11.07216773,-21.98018886
1054000000,-13.14795705,-3.841670741,-3.841671616,-3.841670741,-21.99548721,-11.08034856,-3.841670741,-11.08034675,-21.99548653
1055000000,-13.15250508,-3.841318905,-3.841318905,-3.841317155,-22.01079149,-11.08852977,-3.841318905,-11.08853067,-22.01079553
1056000000,-13.15706185,-3.840964456,-3.840964456,-3.840963581,-22.02610439,-11.09671405,-3.840965331,-11.09671496,-22.02610574
1057000000,-13.16162291,-3.840612645,-3.84061177,-3.84061177,-22.04142526,-11.10490414,-3.84061177,-11.10490414,-22.04143133
1058000000,-13.16619162,-3.840258221,-3.840258221,-3.840257346,-22.05675678,-11.11308917,-3.840258221,-11.11309098,-22.05675813
1059000000,-13.17076352,-3.839902935,-3.83990206,-3.83990206,-22.07208678,-11.12127818,-3.83990206,-11.12127909,-22.07208611
1060000000,-13.17534531,-3.839550286,-3.839549411,-3.839549411,-22.08743151,-11.12946938,-3.839551161,-11.12946847,-22.08743083
1061000000,-13.1799292,-3.83919415,-3.83919415,-3.83919415,-22.10277671,-11.13766002,-3.8391959,-11.13766002,-22.10277943
1062000000,-13.1845241,-3.838840651,-3.838840651,-3.838840651,-22.11813734,-11.14585375,-3.838840651,-11.14585375,-22.11813666
1063000000,-13.18912,-3.838487165,-3.838485415,-3.838483665,-22.13349979,-11.15404965,-3.838485415,-11.15404783,-22.13350388
1064000000,-13.19372693,-3.838132816,-3.838132816,-3.838131066,-22.14888178,-11.1622459,-3.838131941,-11.16224681,-22.14887974
1065000000,-13.19833822,-3.83777673,-3.837777605,-3.837775855,-22.1642615,-11.17044705,-3.83777673,-11.17044796,-22.16426287
1066000000,-13.20295609,-3.837422407,-3.837422407,-3.837421532,-22.17964574,-11.17864673,-3.837421532,-11.17864582,-22.17964163
1067000000,-13.20757834,-3.837068096,-3.837068096,-3.837067221,-22.19504682,-11.18684676,-3.837066346,-11.18684585,-22.19504408
1068000000,-13.2122083,-3.836711173,-3.836710298,-3.836709423,-22.21044213,-11.19504804,-3.836710298,-11.19504986,-22.21045106
1069000000,-13.21684488,-3.836355138,-3.836354263,-3.836354263,-22.22585636,-11.2032533,-3.836355138,-11.2032533,-22.22586187
1070000000,-13.22148697,-3.83599999,-3.836000864,-3.835999115,-22.24128131,-11.21145982,-3.835999115,-11.21146074,-22.24128406
1071000000,-13.22613792,-3.835645729,-3.835645729,-3.835645729,-22.25670938,-11.21967034,-3.835645729,-11.21967034,-22.25670938
1072000000,-13.23079439,-3.835288857,-3.835288857,-3.835288857,-22.27214402,-11.22787844,-3.835290606,-11.22787936,-22.27214748
1073000000,-13.23545528,-3.834934622,-3.834934622,-3.834932872,-22.2875866,-11.2360942,-3.834932872,-11.2360942,-22.2875873
1074000000,-13.24012281,-3.83457865,-3.83457865,-3.834577775,-22.30303921,-11.24430754,-3.8345769,-11.24430571,-22.30303782
1075000064,-13.24479813,-3.83422269,-3.834221816,-3.834220941,-22.31849699,-11.25252213,-3.834220941,-11.25252213,-22.31849907
1076000000,-13.249479,-3.833865869,-3.833865869,-3.83386412,-22.33396271,-11.26073703,-3.833865869,-11.26073611,-22.33396896
1076999936,-13.25416431,-3.833509935,-3.833508186,-3.833507312,-22.34943776,-11.26895685,-3.833508186,-11.26895593,-22.34943915
1077999872,-13.25885854,-3.833152265,-3.833153139,-3.83315139,-22.36491448,-11.27717331,-3.83315139,-11.27717423,-22.36492075
1078999808,-13.26355835,-3.832795482,-3.832795482,-3.832793733,-22.3804082,-11.28539652,-3.832794607,-11.28539652,-22.38041449
1079999744,-13.26826261,-3.832439586,-3.832439586,-3.832438711,-22.39590498,-11.2936182,-3.832437837,-11.2936182,-22.39590498
1080999680,-13.27297583,-3.832082828,-3.832081954,-3.832081079,-22.4114076,-11.30184388,-3.832081954,-11.30184481,-22.4114125
1081999616,-13.27769465,-3.831724335,-3.831725209,-3.831724335,-22.42693077,-11.31006987,-3.831726083,-11.31007079,-22.42693358
1082999552,-13.28242019,-3.831369351,-3.831368477,-3.831367603,-22.44244927,-11.31830078,-3.831368477,-11.31830078,-22.44244505
1083999488,-13.28715134,-3.831011757,-3.831010883,-3.831011757,-22.45797569,-11.32653107,-3.831010883,-11.32653107,-22.45797851
1084999424,-13.29188924,-3.830654177,-3.830654177,-3.830654177,-22.47351639,-11.33476259,-3.830655051,-11.33476259,-22.47351991
1085999360,-13.29663614,-3.830297483,-3.830297483,-3.830297483,-22.48906645,-11.34299718,-3.830297483,-11.34299718,-22.48906504
1086999296,-13.30138755,-3.829940801,-3.829940801,-3.829939927,-22.50462587,-11.35123577,-3.829940801,-11.35123392,-22.50462446
1087999232,-13.30614235,-3.82958151,-3.829582385,-3.829580636,-22.52017838,-11.35947281,-3.829580636,-11.35947281,-22.52017838
1088999168,-13.3109073,-3.829224855,-3.829223981,-3.829223981,-22.53575937,-11.36771199,-3.829223981,-11.36771106,-22.53575157
1089999104,-13.31567678,-3.828865589,-3.828866464,-3.828864715,-22.55132417,-11.37595332,-3.828865589,-11.37595424,-22.5513263
1090999040,-13.32045306,-3.828508085,-3.828508085,-3.828507211,-22.56691039,-11.38419679,-3.828507211,-11.38419679,-22.56691039
1091998976,-13.32523726,-3.828148846,-3.828148846,-3.828148846,-22.5825074,-11.39244241,-3.828148846,-11.39244241,-22.58250812
1092998912,-13.33002602,-3.827793115,-3.827792241,-3.827791367,-22.59811022,-11.4006911,-3.827792241,-11.4006911,-22.59811022
1093998848,-13.33482386,-3.827433901,-3.827434775,-3.827434775,-22.61371954,-11.40894008,-3.827434775,-11.40893821,-22.61371668
1094998784,-13.33962626,-3.8270747,-3.8270747,-3.827072952,-22.62933465,-11.41719213,-3.827073826,-11.41719026,-22.6293325
1095998720,-13.34443549,-3.826718134,-3.82671726,-3.826716386,-22.64496844,-11.42544539,-3.82671726,-11.42544446,-22.64497059
1096998656,-13.34925044,-3.826358959,-3.826357211,-3.826356337,-22.66060085,-11.43369986,-3.826356337,-11.43370173,-22.66060444
1097998592,-13.35407337,-3.825998923,-3.825998923,-3.825998923,-22.67624694,-11.44195554,-3.825998923,-11.4419546,-22.6762419
1098998528,-13.35889976,-3.825639773,-3.825640647,-3.825638899,-22.69189161,-11.45021616,-3.825638899,-11.45021429,-22.69188873
1099998464,-13.36373642,-3.825280637,-3.825280637,-3.825280637,-22.7075543,-11.45847518,-3.825280637,-11.45847611,-22.70755502
1100998400,-13.36857769,-3.824921513,-3.824921513,-3.824920639,-22.72321771,-11.46673914,-3.824920639,-11.46673914,-22.72321771
1101998336,-13.37342585,-3.824562402,-3.824562402,-3.824562402,-22.73889627,-11.47500525,-3.824562402,-11.47500525,-22.73889483
1102998272,-13.3782809,-3.824203305,-3.824204178,-3.824203305,-22.75458496,-11.4832735,-3.824202431,-11.48327256,-22.75457843
1103998208,-13.38314285,-3.823843346,-3.823843346,-3.823843346,-22.77027724,-11.49154107,-3.823843346,-11.49154201,-22.77027796
1104998144,-13.38800945,-3.823485148,-3.823484274,-3.8234834,-22.78597599,-11.49981171,-3.8234834,-11.49981171,-22.78597308
1105998080,-13.39288637,-3.823124341,-3.823123468,-3.823125215,-22.80168558,-11.50808637,-3.823125215,-11.50808637,-22.80168267
1106998016,-13.39776567,-3.822766169,-3.822765295,-3.822763548,-22.81739801,-11.51636129,-3.822764422,-11.51636129,-22.81740166
1107997952,-13.40265533,-3.822405388,-3.822405388,-3.822404515,-22.83312858,-11.52464023,-3.822405388,-11.52463834,-22.83312931
1108997888,-13.40754851,-3.822044621,-3.822044621,-3.822042874,-22.84885978,-11.53291753,-3.822044621,-11.53291753,-22.8488649
1109997824,-13.41244979,-3.82168474,-3.82168474,-3.82168474,-22.86460184,-11.54119979,-3.821685613,-11.54119979,-22.86460477
1110997760,-13.41735461,-3.821322252,-3.821323125,-3.821322252,-22.88035183,-11.5494823,-3.821323999,-11.54948136,-22.88035183
1111997696,-13.42227097,-3.820965017,-3.820964144,-3.82096327,-22.89611931,-11.55776979,-3.820964144,-11.55777073,-22.89611931
1112997632,-13.42719088,-3.820602555,-3.820603428,-3.820602555,-22.91187633,-11.56605751,-3.820602555,-11.56605656,-22.91187928
1113997568,-13.43211892,-3.820244473,-3.820244473,-3.820243599,-22.92766043,-11.57434737,-3.820244473,-11.57434832,-22.92766338
1114997504,-13.43705625,-3.819883783,-3.819883783,-3.819883783,-22.9434488,-11.58263936,-3.819883783,-11.58264031,-22.94344732
1115997440,-13.44199373,-3.819522233,-3.819522233,-3.819522233,-22.95923549,-11.59093538,-3.819522233,-11.59093633,-22.95923993
1116997376,-13.4469428,-3.81916157,-3.819162443,-3.819160697,-22.97504343,-11.59923354,-3.819160697,-11.59923354,-22.97504714
1117997312,-13.45189661,-3.81880092,-3.818799173,-3.818799173,-22.99084893,-11.60753098,-3.818799173,-11.60753288,-22.99085487
1118997248,-13.45685516,-3.818438536,-3.818438536,-3.818438536,-23.0066683,-11.6158334,-3.818438536,-11.6158315,-23.00666904
1119997184,-13.4618219,-3.818077912,-3.818077912,-3.818076165,-23.0224889,-11.62413415,-3.818078785,-11.62413701,-23.02249337
1120997120,-13.46679684,-3.817716427,-3.817716427,-3.817715554,-23.03833531,-11.63244179,-3.817716427,-11.63244179,-23.0383286
1121997056,-13.47177769,-3.817354956,-3.817354956,-3.817354083,-23.05417848,-11.6407487,-3.817354083,-11.64074775,-23.05417998
1122996992,-13.47676676,-3.816995244,-3.81699437,-3.816991751,-23.07003183,-11.64906157,-3.816993497,-11.64906157,-23.07002959
1123996928,-13.48176061,-3.816632925,-3.816632052,-3.816632052,-23.08589686,-11.65737465,-3.816631179,-11.65737178,-23.08589236
1124996864,-13.48676155,-3.81627062,-3.81627062,-3.816268874,-23.10176307,-11.66568796,-3.81627062,-11.665687,-23.10176457
1125996800,-13.49176959,-3.815910074,-3.815909201,-3.815909201,-23.11764171,-11.67400339,-3.815909201,-11.67400531,-23.11764397
1126996736,-13.49678358,-3.815547795,-3.815547795,-3.815546049,-23.13352829,-11.68232479,-3.815546922,-11.68232574,-23.13353281
1127996672,-13.50180469,-3.815186402,-3.815184656,-3.815184656,-23.1494243,-11.6906464,-3.815185529,-11.69064832,-23.14942732
1128996608,-13.50683522,-3.814825022,-3.814825022,-3.814823276,-23.16532824,-11.69897014,-3.814825022,-11.69897206,-23.16533353
1129996544,-13.51186829,-3.814461036,-3.814461036,-3.814461036,-23.18124768,-11.70729793,-3.814461909,-11.70729889,-23.1812439
1130996480,-13.5169085,-3.81409881,-3.81409881,-3.81409881,-23.19716825,-11.71562881,-3.81409881,-11.71562689,-23.19717053
1131996416,-13.521957,-3.813735724,-3.813735724,-3.813734851,-23.21309751,-11.72395702,-3.813735724,-11.72395895,-23.21310055
1132996352,-13.52700922,-3.813373523,-3.813372651,-3.813370905,-23.22903469,-11.73228832,-3.813371778,-11.73229024,-23.22903545
1133996288,-13.53207321,-3.813011336,-3.813012209,-3.813011336,-23.24498589,-11.74062752,-3.813010463,-11.74062752,-23.24498513
1134996224,-13.53714207,-3.812649162,-3.812649162,-3.812648289,-23.26094122,-11.74896597,-3.812650035,-11.74896693,-23.26094427
1135996160,-13.54221812,-3.812286129,-3.812286129,-3.812287001,-23.27691134,-11.75730751,-3.812287001,-11.75730654,-23.27691134
1136996096,-13.54730022,-3.811923981,-3.811923981,-3.811923108,-23.292881,-11.76565022,-3.811923108,-11.76565118,-23.29288559
1137996032,-13.55239068,-3.811562719,-3.811562719,-3.811560974,-23.30887083,-11.77399602,-3.811561846,-11.77399892,-23.30887083
1138995968,-13.55748489,-3.811198852,-3.811197979,-3.811197107,-23.32486248,-11.78234298,-3.811197107,-11.78234395,-23.32486248
1139995904,-13.56258747,-3.810834999,-3.810834999,-3.810834999,-23.34086666,-11.79069498,-3.810835871,-11.79069402,-23.34086513
1140995840,-13.5676973,-3.810470286,-3.810470286,-3.810470286,-23.35687648,-11.79904912,-3.810470286,-11.79904718,-23.35687802
1141995776,-13.57281205,-3.810108204,-3.810108204,-3.810107331,-23.37289346,-11.80740247,-3.810107331,-11.80740247,-23.37289577
1142995712,-13.57793521,-3.809745262,-3.809745262,-3.809743518,-23.38891914,-11.81576281,-3.80974439,-11.81576378,-23.38892377
1143995648,-13.58306679,-3.809381462,-3.809381462,-3.809381462,-23.40496357,-11.82412333,-3.809383207,-11.82412333,-23.40496589
1144995584,-13.58820449,-3.809018547,-3.809018547,-3.809018547,-23.42100976,-11.83248794,-3.809017675,-11.83248599,-23.42100511
1145995520,-13.59334715,-3.8086539,-3.808653028,-3.808652156,-23.43705923,-11.84085175,-3.8086539,-11.84085272,-23.43706156
1146995456,-13.59849942,-3.808291012,-3.808291012,-3.808289267,-23.45312594,-11.84922159,-3.80829014,-11.84922159,-23.45312827
1147995392,-13.60365551,-3.807928136,-3.807927264,-3.807926392,-23.46919514,-11.85759162,-3.80792552,-11.85759162,-23.46919826
1148995328,-13.60882007,-3.807564402,-3.807564402,-3.807562657,-23.48528319,-11.86596572,-3.80756353,-11.8659667,-23.48528631
1149995264,-13.61399311,-3.807200681,-3.807200681,-3.807198936,-23.50137528,-11.87434099,-3.807198936,-11.87434196,-23.50137997
1150995200,-13.61917116,-3.806835228,-3.806834356,-3.8068361,-23.51747531,-11.88272327,-3.806834356,-11.88272229,-23.51747531
1151995136,-13.62435654,-3.806471534,-3.806471534,-3.806471534,-23.53359112,-11.8911028,-3.806471534,-11.89110084,-23.53358249
1152995072,-13.62954811,-3.80610698,-3.80610698,-3.806105236,-23.54970153,-11.89948739,-3.806106108,-11.89948837,-23.5497031
1153995008,-13.63474703,-3.805741568,-3.80574244,-3.80574244,-23.56582771,-11.90787412,-3.80574244,-11.90787314,-23.56582457
1154994944,-13.63995449,-3.805377913,-3.805377913,-3.805377913,-23.58196419,-11.91626102,-3.805377913,-11.91626102,-23.58196656
1155994880,-13.645167,-3.805014271,-3.805014271,-3.805011655,-23.59811176,-11.92465398,-3.805014271,-11.92465398,-23.59811334
1156994816,-13.65038689,-3.804648898,-3.804648898,-3.804648898,-23.61426727,-11.93304809,-3.804648898,-11.93304809,-23.61426806
1157994752,-13.65561535,-3.804286155,-3.804286155,-3.804284411,-23.63043072,-11.94144827,-3.804285283,-11.94144827,-23.63043072
1158994688,-13.66085004,-3.803921681,-3.803921681,-3.803921681,-23.64660924,-11.94984961,-3.803920809,-11.94984666,-23.64660924
1159994624,-13.66608865,-3.803555477,-3.803555477,-3.803553733,-23.66278063,-11.95824914,-3.803554605,-11.95824619,-23.66278301
1160994560,-13.67134053,-3.803191029,-3.803191029,-3.803189285,-23.67898775,-11.96665672,-3.803191029,-11.96665672,-23.67898616
1161994496,-13.67659399,-3.802826595,-3.802826595,-3.802825723,-23.69517418,-11.97506446,-3.802826595,-11.97506446,-23.69517418
1162994432,-13.68185608,-3.802460431,-3.802460431,-3.802459559,-23.71139005,-11.98347434,-3.802460431,-11.98347336,-23.71138925
1163994368,-13.68712444,-3.802095152,-3.802096023,-3.802096023,-23.72760987,-11.99188735,-3.80209428,-11.99188537,-23.72760907
1164994304,-13.69240145,-3.801730757,-3.801731629,-3.801728142,-23.74384164,-12.00030645,-3.801729886,-12.00030546,-23.74384324
1165994240,-13.69768592,-3.801366377,-3.801366377,-3.801366377,-23.76008135,-12.00872373,-3.801366377,-12.00872373,-23.76008215
1166994176,-13.70297554,-3.800999394,-3.800999394,-3.800999394,-23.7763274,-12.01714611,-3.800998522,-12.01714611,-23.776325
1167994112,-13.70827383,-3.80063504,-3.800634168,-3.800634168,-23.79258622,-12.02557362,-3.800634168,-12.02557263,-23.79258059
1168994048,-13.71357963,-3.800268956,-3.800268956,-3.800270699,-23.80885217,-12.03400227,-3.800268956,-12.03400029,-23.80885137
1169993984,-13.71889059,-3.799904628,-3.799904628,-3.799902013,-23.82512849,-12.04243208,-3.799903756,-12.04243208,-23.82513091
1170993920,-13.72421025,-3.799540314,-3.799540314,-3.799538571,-23.84141921,-12.05086601,-3.799538571,-12.05086402,-23.8414087
1171993856,-13.72953627,-3.799173398,-3.799173398,-3.799172527,-23.85770737,-12.05930009,-3.79917427,-12.05930308,-23.85770898
1172993792,-13.73486631,-3.798806496,-3.798807367,-3.798806496,-23.87400669,-12.0677383,-3.798807367,-12.0677393,-23.87400506
1173993728,-13.74020979,-3.79844135,-3.79844135,-3.798440479,-23.89032287,-12.07618265,-3.79844135,-12.07618364,-23.89032368
1174993664,-13.74555612,-3.798075346,-3.798074475,-3.798074475,-23.90664619,-12.08462914,-3.798074475,-12.08462814,-23.90664456
1175993600,-13.75090885,-3.797708485,-3.797708485,-3.797708485,-23.9229799,-12.09307378,-3.797708485,-12.09307678,-23.92298153
1176993536,-13.75627153,-3.797343379,-3.79734425,-3.797341636,-23.93932482,-12.10152756,-3.797342508,-12.10152556,-23.93932156
1177993472,-13.76163944,-3.796977415,-3.796977415,-3.796978287,-23.95567524,-12.10998149,-3.796976544,-12.10997949,-23.95567116
1178993408,-13.7670185,-3.796613208,-3.796612336,-3.796611465,-23.97204098,-12.11843857,-3.796612336,-12.11844057,-23.97203934
1179993344,-13.77239927,-3.796244657,-3.796244657,-3.796246399,-23.98840483,-12.12689879,-3.796244657,-12.12689779,-23.98840483
1180993280,-13.77779003,-3.795878733,-3.795878733,-3.795878733,-24.00478728,-12.13536117,-3.795878733,-12.13536117,-24.004784
1181993216,-13.78318843,-3.795513694,-3.795512823,-3.795513694,-24.02118098,-12.1438287,-3.795513694,-12.14382971,-24.02117604
1182993152,-13.78859448,-3.795146055,-3.795146055,-3.795146927,-24.03757769,-12.15229839,-3.795147798,-12.15229839,-24.03758017
1183993088,-13.79400582,-3.794780172,-3.794780172,-3.794780172,-24.0539906,-12.16077023,-3.794780172,-12.16077023,-24.0539873
1184993024,-13.79942483,-3.794415173,-3.794415173,-3.794413431,-24.07040816,-12.16924523,-3.79441256,-12.16924523,-24.07040402
1185992960,-13.80485152,-3.794047575,-3.794046704,-3.794046704,-24.08683614,-12.17772238,-3.794046704,-12.17772338,-24.08683449
1186992896,-13.81028352,-3.793679118,-3.79367999,-3.793678247,-24.10327373,-12.1862047,-3.793678247,-12.18620269,-24.10327125
1187992832,-13.81572441,-3.79331416,-3.793312418,-3.793312418,-24.1197201,-12.19468818,-3.793311547,-12.19468919,-24.11971678
1188992768,-13.82117301,-3.792945731,-3.792945731,-3.79294486,-24.13617941,-12.2031738,-3.79294486,-12.20317481,-24.13617941
1189992704,-13.82662815,-3.792579057,-3.792579057,-3.792579057,-24.15264585,-12.21166563,-3.792580799,-12.21166462,-24.15264585
1190992640,-13.8320922,-3.792213268,-3.792212397,-3.792212397,-24.16912774,-12.22016062,-3.792212397,-12.22016163,-24.16912691
1191992576,-13.837564,-3.791846621,-3.79184575,-3.79184575,-24.18561342,-12.22865778,-3.79184575,-12.22865778,-24.18561258
1192992512,-13.84303879,-3.791477375,-3.791477375,-3.791477375,-24.20210286,-12.23715507,-3.791477375,-12.23715507,-24.20210369
1193992448,-13.84852611,-3.791111626,-3.791111626,-3.791112497,-24.21862037,-12.24565959,-3.791111626,-12.2456606,-24.21861785
1194992384,-13.85401525,-3.790743278,-3.790743278,-3.790743278,-24.23513409,-12.2541683,-3.790743278,-12.25416627,-24.23513325
1195992320,-13.85951693,-3.790378426,-3.790377556,-3.790377556,-24.25166419,-12.26267714,-3.790377556,-12.26267816,-24.25166587
1196992256,-13.86502284,-3.790010105,-3.790010105,-3.790009235,-24.26819972,-12.27118815,-3.790010105,-12.27118815,-24.26819972
1197992192,-13.87053357,-3.789641798,-3.789640927,-3.789640927,-24.28474405,-12.27970234,-3.789640927,-12.27970336,-24.2847432
1198992128,-13.87605688,-3.789275245,-3.789276116,-3.789274375,-24.30130309,-12.28822582,-3.789274375,-12.28822582,-24.30130309
1199992064,-13.88158504,-3.788907835,-3.788906965,-3.788906965,-24.31786926,-12.29674842,-3.788906965,-12.29674638,-24.31786417
1200992000,-13.88712164,-3.788539569,-3.788539569,-3.788538698,-24.33444593,-12.3052742,-3.788538698,-12.30527318,-24.33444338
1201991936,-13.89266489,-3.788172186,-3.788172186,-3.788171315,-24.35102801,-12.31380012,-3.788171315,-12.31380012,-24.35103141
1202991872,-13.8982154,-3.787804817,-3.787804817,-3.787803075,-24.36762229,-12.32233433,-3.787803075,-12.32233637,-24.36762911
1203991808,-13.90377498,-3.787437461,-3.787437461,-3.787437461,-24.38423221,-12.33087276,-3.78743659,-12.33087072,-24.38423733
