Freq(Hz),S21 Phase_measured(deg),S21 Phase_HFSS(deg)
1728000000,-0.68871039,-0.408632123
1729000000,-0.8188206,-0.408888801
1730000000,-0.77339828,-0.409144975
1731000000,-0.70628762,-0.409400643
1732000000,-0.6258651,-0.409655808
1733000000,-0.79328424,-0.409910471
1734000000,-0.57512379,-0.410164632
1735000000,-0.9156813,-0.410418293
1736000000,-0.72114956,-0.410671455
1737000000,-0.66071075,-0.410924119
1738000000,-0.78984779,-0.411176285
1739000000,-0.81001139,-0.411427956
1740000000,-0.59386855,-0.411679132
1741000000,-0.6885283,-0.411929814
1742000000,-0.70917225,-0.412180003
1743000000,-0.89291281,-0.412429701
1744000000,-0.56140727,-0.412678908
1745000000,-0.70702279,-0.412927626
1746000000,-0.74043566,-0.413175855
1747000000,-0.60699403,-0.413423597
1748000000,-0.7886647,-0.413670853
1749000000,-0.83166504,-0.413917624
1750000000,-0.60769111,-0.41416391
1751000000,-0.77397943,-0.414409713
1752000000,-0.7620694,-0.414655035
1753000000,-0.62580007,-0.414899875
1754000000,-0.78991759,-0.415144236
1755000000,-0.84589148,-0.415388117
1756000000,-0.74929285,-0.415631522
1757000000,-0.79156041,-0.415874449
1758000000,-0.72232014,-0.416116901
1759000000,-0.59637964,-0.416358878
1760000000,-0.63706023,-0.416600381
1761000000,-0.85200977,-0.416841412
1762000000,-0.81693608,-0.417081972
1763000000,-0.85727727,-0.417322061
1764000000,-0.72880411,-0.417561681
1765000000,-0.78073716,-0.417800833
1766000000,-0.64777887,-0.418039517
1767000000,-0.73764712,-0.418277736
1768000000,-0.82228148,-0.418515489
1769000000,-0.77397776,-0.418752778
1770000000,-0.80139256,-0.418989604
1771000000,-0.70520729,-0.419225968
1772000000,-0.69098514,-0.419461871
1773000000,-0.68129492,-0.419697314
1774000000,-0.72599667,-0.419932298
1775000000,-0.66607022,-0.420166824
1776000000,-0.78755993,-0.420400894
1777000000,-0.72967011,-0.420634507
1778000000,-0.63055527,-0.420867666
1779000000,-0.57732952,-0.421100371
1780000000,-0.66986096,-0.421332624
1781000000,-0.71483123,-0.421564424
1782000000,-0.63449919,-0.421795774
1783000000,-0.78590614,-0.422026675
1784000000,-0.55223131,-0.422257126
1785000000,-0.87241644,-0.42248713
1786000000,-0.70967525,-0.422716688
1787000000,-0.65170026,-0.4229458
1788000000,-0.56711549,-0.423174467
1789000000,-0.71748024,-0.423402691
1790000000,-0.72969967,-0.423630472
1791000000,-0.58762741,-0.423857812
1792000000,-0.62876797,-0.424084711
1793000000,-0.68939584,-0.424311171
1794000000,-0.57960314,-0.424537193
1795000000,-0.71121693,-0.424762776
1796000000,-0.61067772,-0.424987924
1797000000,-0.72526807,-0.425212636
1798000000,-0.78259528,-0.425436913
1799000000,-0.51647884,-0.425660757
1800000000,-0.7183513,-0.425884169
1801000000,-0.80773938,-0.426107149
1802000000,-0.61797178,-0.426329698
1803000000,-0.66509581,-0.426551819
1804000000,-0.77899653,-0.42677351
1805000000,-0.61298907,-0.426994775
1806000000,-0.70952284,-0.427215612
1807000000,-0.87007564,-0.427436025
1808000000,-0.57014215,-0.427656012
1809000000,-0.70781267,-0.427875576
1810000000,-0.65832549,-0.428094718
1811000000,-0.90608704,-0.428313438
1812000000,-0.6916216,-0.428531738
1813000000,-0.59917283,-0.428749618
1814000000,-0.78688157,-0.428967079
1815000000,-0.70195854,-0.429184123
1816000000,-0.58038783,-0.429400751
1817000000,-0.71391064,-0.429616962
1818000000,-0.734519,-0.429832759
1819000000,-0.77718556,-0.430048142
1820000000,-0.66384143,-0.430263113
1821000000,-0.5942592,-0.430477671
1822000000,-0.65472883,-0.430691819
1823000000,-0.67567044,-0.430905557
1824000000,-0.80379492,-0.431118887
1825000000,-0.56647128,-0.431331808
1826000000,-0.73528588,-0.431544323
1827000000,-0.59335357,-0.431756431
1828000000,-0.57709169,-0.431968135
1829000000,-0.70742923,-0.432179434
1830000000,-0.78048944,-0.432390331
1831000000,-0.58366251,-0.432600825
1832000000,-0.81203306,-0.432810918
1833000000,-0.73982078,-0.433020611
1834000000,-0.6604889,-0.433229905
1835000000,-0.67767411,-0.433438801
1836000000,-0.79282904,-0.433647299
1837000000,-0.80018508,-0.433855401
1838000000,-0.81395352,-0.434063107
1839000000,-0.72939348,-0.434270419
1840000000,-0.55547035,-0.434477338
1841000000,-0.76554984,-0.434683863
1842000000,-0.67315054,-0.434889998
1843000000,-0.69991535,-0.435095741
1844000000,-0.69876564,-0.435301095
1845000000,-0.55401158,-0.43550606
1846000000,-0.773938,-0.435710637
1847000000,-0.63231689,-0.435914827
1848000000,-0.69864744,-0.436118631
1849000000,-0.73874378,-0.43632205
1850000000,-0.66964984,-0.436525085
1851000000,-0.67527151,-0.436727737
1852000000,-0.55365998,-0.436930006
1853000000,-0.72119373,-0.437131894
1854000000,-0.64926898,-0.437333402
1855000000,-0.67511863,-0.43753453
1856000000,-0.69286227,-0.43773528
1857000000,-0.81679749,-0.437935652
1858000000,-0.81260836,-0.438135647
1859000000,-0.57109445,-0.438335267
1860000000,-0.67630029,-0.438534511
1861000000,-0.64327466,-0.438733382
1862000000,-0.75154972,-0.43893188
1863000000,-0.65619665,-0.439130005
1864000000,-0.896909,-0.43932776
1865000000,-0.54625732,-0.439525144
1866000000,-0.88381642,-0.439722158
1867000000,-0.81805217,-0.439918805
1868000000,-0.64753199,-0.440115083
1869000000,-0.68896061,-0.440310995
1870000000,-0.92594314,-0.440506542
1871000000,-0.62627494,-0.440701723
1872000000,-0.76083702,-0.440896541
1873000000,-0.82409471,-0.441090995
1874000000,-0.89792889,-0.441285088
1875000000,-0.52148247,-0.441478819
1876000000,-0.70549434,-0.44167219
1877000000,-0.79299557,-0.441865201
1878000000,-0.78514552,-0.442057854
1879000000,-0.69028521,-0.442250149
1880000000,-0.73503822,-0.442442087
1881000000,-0.95600933,-0.44263367
1882000000,-0.84993356,-0.442824898
1883000000,-0.78051412,-0.443015771
1884000000,-0.79632705,-0.443206292
1885000000,-0.76032984,-0.44339646
1886000000,-0.68937385,-0.443586277
1887000000,-0.69268495,-0.443775743
1888000000,-0.64529222,-0.443964859
1889000000,-0.68189144,-0.444153627
1890000000,-0.65147024,-0.444342047
1891000000,-0.69363576,-0.44453012
1892000000,-0.65938085,-0.444717847
1893000000,-0.70726055,-0.444905228
1894000000,-0.7576043,-0.445092265
1895000000,-0.60822648,-0.445278959
1896000000,-0.71963471,-0.44546531
1897000000,-0.79300755,-0.445651319
1898000000,-0.71481168,-0.445836987
1899000000,-0.71267712,-0.446022316
1900000000,-0.66984737,-0.446207305
1901000000,-0.47351408,-0.446391956
1902000000,-0.66147095,-0.446576269
1903000000,-0.56719095,-0.446760246
1904000000,-0.60345179,-0.446943887
1905000000,-0.80478615,-0.447127194
1906000000,-0.51356786,-0.447310166
1907000000,-0.71021932,-0.447492805
1908000000,-0.83316433,-0.447675112
1909000000,-0.55175012,-0.447857088
1910000000,-0.70182317,-0.448038733
1911000000,-0.48268452,-0.448220048
1912000000,-0.68953228,-0.448401034
1913000000,-0.51289612,-0.448581693
1914000000,-0.72717357,-0.448762024
1915000000,-0.79846424,-0.448942029
1916000000,-0.76831001,-0.449121708
1917000000,-0.59179074,-0.449301063
1918000000,-0.79124039,-0.449480094
1919000000,-0.64835942,-0.449658802
1920000000,-0.50273401,-0.449837188
1921000000,-0.66491669,-0.450015253
1922000000,-0.57692319,-0.450192997
1923000000,-0.65446198,-0.450370422
1924000000,-0.73385519,-0.450547528
1925000000,-0.67549288,-0.450724316
1926000000,-0.60331118,-0.450900787
1927000000,-0.87504065,-0.451076942
1928000000,-0.61397314,-0.451252781
1929000000,-0.79247689,-0.451428306
1930000000,-0.82189929,-0.451603517
1931000000,-0.66426367,-0.451778415
1932000000,-0.73815942,-0.451953
1933000000,-0.58993345,-0.452127275
1934000000,-0.69680387,-0.452301239
1935000000,-0.79745823,-0.452474893
1936000000,-0.82557547,-0.452648239
1937000000,-0.68631589,-0.452821276
1938000000,-0.62504554,-0.452994007
1939000000,-0.73071444,-0.453166431
1940000000,-0.54557115,-0.453338549
1941000000,-0.58839959,-0.453510362
1942000000,-0.64817977,-0.453681872
1943000000,-0.69108403,-0.453853079
1944000000,-0.48982239,-0.454023983
1945000000,-0.55475724,-0.454194585
1946000000,-0.71521991,-0.454364887
1947000000,-0.80795598,-0.454534889
1948000000,-0.72311836,-0.454704592
1949000000,-0.67136246,-0.454873996
1950000000,-0.62880731,-0.455043103
1951000000,-0.72910303,-0.455211914
1952000000,-0.71564579,-0.455380428
1953000000,-0.59948826,-0.455548647
1954000000,-0.74821287,-0.455716572
1955000000,-0.9786486,-0.455884203
1956000000,-0.65523231,-0.456051542
1957000000,-0.66654849,-0.456218589
1958000000,-0.54612094,-0.456385344
1959000000,-0.5611316,-0.456551809
1960000000,-0.76558721,-0.456717985
1961000000,-0.77853477,-0.456883871
1962000000,-0.57473737,-0.45704947
1963000000,-0.66233623,-0.457214782
1964000000,-0.74220377,-0.457379807
1965000000,-0.55158353,-0.457544546
1966000000,-0.61758888,-0.457709
1967000000,-0.60589641,-0.457873171
1968000000,-0.70884544,-0.458037058
1969000000,-0.7568574,-0.458200662
1970000000,-0.77013862,-0.458363985
1971000000,-0.59829891,-0.458527026
1972000000,-0.5019927,-0.458689788
1973000000,-0.65924901,-0.458852269
1974000000,-0.59733361,-0.459014473
1975000000,-0.67196739,-0.459176398
1976000000,-0.69572634,-0.459338046
1977000000,-0.62198782,-0.459499418
1978000000,-0.67617548,-0.459660513
1979000000,-0.53363538,-0.459821335
1980000000,-0.50964755,-0.459981882
1981000000,-0.63172966,-0.460142155
1982000000,-0.64189124,-0.460302156
1983000000,-0.70851314,-0.460461885
1984000000,-0.6823585,-0.460621343
1985000000,-0.58417362,-0.460780531
1986000000,-0.64660889,-0.460939449
1987000000,-0.8516072,-0.461098098
1988000000,-0.60802507,-0.46125648
1989000000,-0.4940795,-0.461414594
1990000000,-0.49803281,-0.461572441
1991000000,-0.72935289,-0.461730022
1992000000,-0.64146632,-0.461887339
1993000000,-0.5068959,-0.46204439
1994000000,-0.69741273,-0.462201179
1995000000,-0.65375412,-0.462357704
1996000000,-0.53573948,-0.462513968
1997000000,-0.68080688,-0.46266997
1998000000,-0.52468318,-0.462825711
1999000000,-0.73190111,-0.462981192
2000000000,-0.70793265,-0.463136414
2001000000,-0.50278026,-0.463291378
2002000000,-0.68002629,-0.463446084
2003000000,-0.63023949,-0.463600533
2004000000,-0.65865618,-0.463754726
2005000000,-0.59459555,-0.463908663
2006000000,-0.61701739,-0.464062346
2007000000,-0.70373434,-0.464215774
2008000000,-0.73746133,-0.464368949
2009000000,-0.64624542,-0.464521871
2010000000,-0.60846543,-0.464674542
2011000000,-0.58792233,-0.464826961
2012000000,-0.85255611,-0.46497913
2013000000,-0.56791365,-0.465131049
2014000000,-0.57110113,-0.465282719
2015000000,-0.71016645,-0.46543414
2016000000,-0.58179706,-0.465585314
2017000000,-0.76003438,-0.465736241
2018000000,-0.68028659,-0.465886922
2019000000,-0.6492151,-0.466037358
2020000000,-0.7224158,-0.466187548
2021000000,-0.56503373,-0.466337495
2022000000,-0.83204597,-0.466487198
2023000000,-0.6356734,-0.466636659
2024000000,-0.64101553,-0.466785877
2025000000,-0.69481272,-0.466934855
2026000000,-0.63529533,-0.467083592
2027000000,-0.61228436,-0.467232089
2028000000,-0.32912865,-0.467380347
2029000000,-0.6129716,-0.467528366
2030000000,-0.50412917,-0.467676148
2031000000,-0.69365329,-0.467823692
2032000000,-0.47249281,-0.467971001
2033000000,-0.70011359,-0.468118073
2034000000,-0.67887008,-0.468264911
2035000000,-0.76681864,-0.468411514
2036000000,-0.52648234,-0.468557884
2037000000,-0.73497683,-0.46870402
2038000000,-0.62868744,-0.468849925
2039000000,-0.67611057,-0.468995598
2040000000,-0.52349985,-0.46914104
2041000000,-0.58900499,-0.469286252
2042000000,-0.45565233,-0.469431234
2043000000,-0.81707919,-0.469575988
2044000000,-0.53603303,-0.469720513
2045000000,-0.52400011,-0.469864811
2046000000,-0.58140862,-0.470008882
2047000000,-0.53162098,-0.470152727
2048000000,-0.54356515,-0.470296347
2049000000,-0.37608847,-0.470439742
2050000000,-0.58509582,-0.470582912
2051000000,-0.59546423,-0.470725859
2052000000,-0.73224211,-0.470868584
2053000000,-0.52245021,-0.471011086
2054000000,-0.6080054,-0.471153367
2055000000,-0.67540258,-0.471295427
2056000000,-0.62640709,-0.471437267
2057000000,-0.60876238,-0.471578888
2058000000,-0.72550678,-0.471720289
2059000000,-0.55499554,-0.471861473
2060000000,-0.66191596,-0.472002439
2061000000,-0.52007848,-0.472143188
2062000000,-0.62055159,-0.472283721
2063000000,-0.51351768,-0.472424039
2064000000,-0.5711959,-0.472564142
2065000000,-0.47166833,-0.47270403
2066000000,-0.63131893,-0.472843705
2067000000,-0.42002741,-0.472983167
2068000000,-0.61111856,-0.473122417
2069000000,-0.57100236,-0.473261455
2070000000,-0.57351536,-0.473400282
2071000000,-0.59207541,-0.473538899
2072000000,-0.69437593,-0.473677306
2073000000,-0.42921007,-0.473815504
2074000000,-0.71235895,-0.473953494
2075000000,-0.43936154,-0.474091275
2076000000,-0.66349053,-0.47422885
2077000000,-0.55199796,-0.474366218
2078000000,-0.53249508,-0.474503381
2079000000,-0.73236358,-0.474640338
2080000000,-0.34467009,-0.47477709
2081000000,-0.6695472,-0.474913639
2082000000,-0.54067189,-0.475049984
2083000000,-0.69260848,-0.475186127
2084000000,-0.61807251,-0.475322067
2085000000,-0.41458431,-0.475457806
2086000000,-0.79141289,-0.475593344
2087000000,-0.53700376,-0.475728682
2088000000,-0.63472956,-0.47586382
2089000000,-0.46015614,-0.475998759
2090000000,-0.36673304,-0.4761335
2091000000,-0.70981687,-0.476268044
2092000000,-0.64558786,-0.47640239
2093000000,-0.78197563,-0.476536539
2094000000,-0.42213559,-0.476670493
2095000000,-0.72808665,-0.476804251
2096000000,-0.62250686,-0.476937815
2097000000,-0.55519372,-0.477071185
2098000000,-0.47382528,-0.477204361
2099000000,-0.55809319,-0.477337345
2100000000,-0.53092963,-0.477470136
2101000000,-0.61801326,-0.477602735
2102000000,-0.64025539,-0.477735144
2103000000,-0.71065986,-0.477867362
2104000000,-0.52033854,-0.47799939
2105000000,-0.46159181,-0.478131229
2106000000,-0.67376733,-0.47826288
2107000000,-0.4674606,-0.478394342
2108000000,-0.80290788,-0.478525618
2109000000,-0.60566127,-0.478656706
2110000000,-0.69309825,-0.478787608
2111000000,-0.64112228,-0.478918324
2112000000,-0.40875387,-0.479048856
2113000000,-0.67521757,-0.479179202
2114000000,-0.48329633,-0.479309366
2115000000,-0.56018919,-0.479439345
2116000000,-0.54259062,-0.479569142
2117000000,-0.43371961,-0.479698757
2118000000,-0.45995408,-0.479828191
2119000000,-0.65099561,-0.479957443
2120000000,-0.61537081,-0.480086516
2121000000,-0.56878614,-0.480215408
2122000000,-0.47513726,-0.480344121
2123000000,-0.48679003,-0.480472656
2124000000,-0.60977548,-0.480601012
2125000000,-0.69385689,-0.480729192
2126000000,-0.66321295,-0.480857194
2127000000,-0.59485298,-0.48098502
2128000000,-0.67356944,-0.48111267
2129000000,-0.7299186,-0.481240145
2130000000,-0.73768336,-0.481367445
2131000000,-0.61333323,-0.481494572
2132000000,-0.62704277,-0.481621525
2133000000,-0.65780288,-0.481748305
2134000000,-0.60628885,-0.481874913
2135000000,-0.451195,-0.482001349
2136000000,-0.53915626,-0.482127613
2137000000,-0.65702021,-0.482253707
2138000000,-0.58841717,-0.482379632
2139000000,-0.58646286,-0.482505386
2140000000,-0.67613369,-0.482630972
2141000000,-0.55529451,-0.482756389
2142000000,-0.77463996,-0.482881638
2143000000,-0.69357973,-0.48300672
2144000000,-0.69357455,-0.483131635
2145000000,-0.51007652,-0.483256384
2146000000,-0.50554317,-0.483380968
2147000000,-0.61165464,-0.483505386
2148000000,-0.56885535,-0.48362964
2149000000,-0.62214154,-0.48375373
2150000000,-0.62052834,-0.483877656
2151000000,-0.42232835,-0.48400142
2152000000,-0.58497137,-0.484125021
2153000000,-0.65211022,-0.48424846
2154000000,-0.3475962,-0.484371738
2155000000,-0.66525984,-0.484494855
2156000000,-0.67798907,-0.484617812
2157000000,-0.77222055,-0.48474061
2158000000,-0.48438346,-0.484863248
2159000000,-0.61565161,-0.484985728
2160000000,-0.48177013,-0.485108049
2161000000,-0.53229105,-0.485230213
2162000000,-0.83663017,-0.48535222
2163000000,-0.66329199,-0.485474071
2164000000,-0.65328187,-0.485595765
2165000000,-0.407547,-0.485717305
2166000000,-0.79092628,-0.485838689
2167000000,-0.55966723,-0.485959919
2168000000,-0.58709055,-0.486080995
2169000000,-0.63982338,-0.486201918
2170000000,-0.66154039,-0.486322688
2171000000,-0.66000789,-0.486443306
2172000000,-0.71897346,-0.486563772
2173000000,-0.71431065,-0.486684087
2174000000,-0.54344511,-0.486804251
2175000000,-0.68779844,-0.486924265
2176000000,-0.56229949,-0.487044129
2177000000,-0.59844601,-0.487163844
2178000000,-0.53572947,-0.48728341
2179000000,-0.56610042,-0.487402829
2180000000,-0.5221284,-0.487522099
2181000000,-0.49735475,-0.487641223
2182000000,-0.43675539,-0.487760199
2183000000,-0.49039909,-0.48787903
2184000000,-0.55605298,-0.487997715
2185000000,-0.4874886,-0.488116255
2186000000,-0.54129642,-0.488234651
2187000000,-0.47365388,-0.488352902
2188000000,-0.54282796,-0.48847101
2189000000,-0.60109341,-0.488588974
2190000000,-0.75486118,-0.488706796
2191000000,-0.72855175,-0.488824476
2192000000,-0.4579269,-0.488942014
2193000000,-0.41632646,-0.489059412
2194000000,-0.65438443,-0.489176668
2195000000,-0.47764158,-0.489293784
2196000000,-0.5464372,-0.489410761
2197000000,-0.80085957,-0.489527599
2198000000,-0.61607409,-0.489644298
2199000000,-0.66293859,-0.489760858
2200000000,-0.50876737,-0.489877282
2201000000,-0.67972618,-0.489993567
2202000000,-0.54853487,-0.490109717
2203000000,-0.69551158,-0.490225729
2204000000,-0.74797374,-0.490341607
2205000000,-0.47029811,-0.490457349
2206000000,-0.63004822,-0.490572956
2207000000,-0.77913088,-0.490688428
2208000000,-0.55876672,-0.490803767
2209000000,-0.81381673,-0.490918973
2210000000,-0.67677307,-0.491034046
2211000000,-0.56025231,-0.491148986
2212000000,-0.71548921,-0.491263794
2213000000,-0.55457187,-0.491378471
2214000000,-0.71914649,-0.491493017
2215000000,-0.45179856,-0.491607432
2216000000,-0.40651813,-0.491721718
2217000000,-0.66956246,-0.491835873
2218000000,-0.84809005,-0.4919499
2219000000,-0.55566132,-0.492063798
2220000000,-0.58424026,-0.492177567
2221000000,-0.53551358,-0.492291209
2222000000,-0.57986116,-0.492404724
2223000000,-0.43875715,-0.492518112
2224000000,-0.62354797,-0.492631373
2225000000,-0.37755892,-0.492744509
2226000000,-0.68307054,-0.492857519
2227000000,-0.617423,-0.492970404
2228000000,-0.70299047,-0.493083165
2229000000,-0.35265127,-0.493195801
2230000000,-0.58442867,-0.493308314
2231000000,-0.66778398,-0.493420704
2232000000,-0.52767164,-0.493532971
2233000000,-0.6635102,-0.493645116
2234000000,-0.45336613,-0.493757138
2235000000,-0.68903852,-0.49386904
2236000000,-0.6879313,-0.49398082
2237000000,-0.58476204,-0.494092481
2238000000,-0.61162305,-0.49420402
2239000000,-0.71012241,-0.494315441
2240000000,-0.43043309,-0.494426742
2241000000,-0.60242963,-0.494537924
2242000000,-0.48943648,-0.494648989
2243000000,-0.38523278,-0.494759935
2244000000,-0.56505334,-0.494870764
2245000000,-0.55887485,-0.494981476
2246000000,-0.60410583,-0.495092071
2247000000,-0.61542147,-0.49520255
2248000000,-0.62750047,-0.495312914
2249000000,-0.79864478,-0.495423162
2250000000,-0.4682267,-0.495533296
2251000000,-0.40440229,-0.495643315
2252000000,-0.42937663,-0.49575322
2253000000,-0.58502752,-0.495863011
2254000000,-0.71270418,-0.49597269
2255000000,-0.67862773,-0.496082255
2256000000,-0.39851737,-0.496191709
2257000000,-0.62984556,-0.49630105
2258000000,-0.56501889,-0.49641028
2259000000,-0.62445498,-0.496519399
2260000000,-0.57050866,-0.496628408
2261000000,-0.63615131,-0.496737306
2262000000,-0.71625262,-0.496846095
2263000000,-0.58149326,-0.496954774
2264000000,-0.60728687,-0.497063345
2265000000,-0.68965805,-0.497171806
2266000000,-0.64971358,-0.49728016
2267000000,-0.712035,-0.497388406
2268000000,-0.62189388,-0.497496545
2269000000,-0.63942397,-0.497604576
2270000000,-0.48669943,-0.497712502
2271000000,-0.47273836,-0.497820321
2272000000,-0.54328346,-0.497928035
2273000000,-0.62849051,-0.498035643
2274000000,-0.79914188,-0.498143147
2275000000,-0.52586025,-0.498250546
2276000000,-0.61427617,-0.498357841
2277000000,-0.36628348,-0.498465032
2278000000,-0.53212452,-0.49857212
2279000000,-0.69127977,-0.498679105
2280000000,-0.54952544,-0.498785988
2281000000,-0.65424281,-0.498892769
2282000000,-0.43079603,-0.498999448
2283000000,-0.65573525,-0.499106026
2284000000,-0.53827763,-0.499212503
2285000000,-0.58093679,-0.499318879
2286000000,-0.47144297,-0.499425155
2287000000,-0.58278042,-0.499531332
2288000000,-0.50133079,-0.499637409
2289000000,-0.30284297,-0.499743388
2290000000,-0.75916189,-0.499849267
2291000000,-0.58435005,-0.499955049
2292000000,-0.62819678,-0.500060733
2293000000,-0.60852093,-0.500166319
2294000000,-0.44001877,-0.500271809
2295000000,-0.57169545,-0.500377201
2296000000,-0.7535004,-0.500482498
2297000000,-0.68891805,-0.500587698
2298000000,-0.62844265,-0.500692804
2299000000,-0.58529311,-0.500797814
2300000000,-0.67144805,-0.500902729
2301000000,-0.51963919,-0.50100755
2302000000,-0.52002543,-0.501112276
2303000000,-0.51751584,-0.50121691
2304000000,-0.44858569,-0.50132145
2305000000,-0.58101261,-0.501425897
2306000000,-0.50885111,-0.501530251
2307000000,-0.87328166,-0.501634514
2308000000,-0.65048432,-0.501738684
2309000000,-0.51211947,-0.501842763
2310000000,-0.58089358,-0.501946751
2311000000,-0.62761384,-0.502050649
2312000000,-0.5434581,-0.502154456
2313000000,-0.50596505,-0.502258173
2314000000,-0.56452388,-0.5023618
2315000000,-0.52804101,-0.502465338
2316000000,-0.63227439,-0.502568788
2317000000,-0.55388051,-0.502672148
2318000000,-0.40142658,-0.502775421
2319000000,-0.61227393,-0.502878606
2320000000,-0.5386734,-0.502981703
2321000000,-0.50024068,-0.503084713
2322000000,-0.54742795,-0.503187637
2323000000,-0.7707538,-0.503290473
2324000000,-0.56485158,-0.503393224
2325000000,-0.62713975,-0.503495889
2326000000,-0.60795432,-0.503598469
2327000000,-0.67092234,-0.503700964
2328000000,-0.62614918,-0.503803374
2329000000,-0.37067473,-0.5039057
2330000000,-0.55469829,-0.504007942
2331000000,-0.39787301,-0.5041101
2332000000,-0.65145302,-0.504212174
2333000000,-0.46127748,-0.504314166
2334000000,-0.48201066,-0.504416075
2335000000,-0.49343097,-0.504517902
2336000000,-0.4281151,-0.504619647
2337000000,-0.48873729,-0.504721311
2338000000,-0.43780211,-0.504822893
2339000000,-0.39728558,-0.504924394
2340000000,-0.36753902,-0.505025814
2341000000,-0.4269003,-0.505127154
2342000000,-0.48540261,-0.505228415
2343000000,-0.45617932,-0.505329595
2344000000,-0.57548583,-0.505430697
2345000000,-0.4113051,-0.505531719
2346000000,-0.61053866,-0.505632663
2347000000,-0.59139389,-0.505733528
2348000000,-0.41516015,-0.505834316
2349000000,-0.70212865,-0.505935025
2350000000,-0.50080895,-0.506035658
2351000000,-0.43886027,-0.506136213
2352000000,-0.65240133,-0.506236692
2353000000,-0.41792047,-0.506337095
2354000000,-0.41706535,-0.506437421
2355000000,-0.49587533,-0.506537671
2356000000,-0.58663213,-0.506637847
2357000000,-0.59259278,-0.506737947
2358000000,-0.47672987,-0.506837972
2359000000,-0.3662447,-0.506937923
2360000000,-0.40569386,-0.507037799
2361000000,-0.78641915,-0.507137602
2362000000,-0.72198486,-0.507237332
2363000000,-0.36553013,-0.507336988
2364000000,-0.58061147,-0.507436571
2365000000,-0.51863521,-0.507536081
2366000000,-0.69280577,-0.50763552
2367000000,-0.72085536,-0.507734886
2368000000,-0.58796722,-0.50783418
2369000000,-0.56698209,-0.507933404
2370000000,-0.69998014,-0.508032556
2371000000,-0.53135657,-0.508131637
2372000000,-0.48632216,-0.508230648
2373000000,-0.36314294,-0.508329588
2374000000,-0.7751807,-0.508428459
2375000000,-0.34020251,-0.50852726
2376000000,-0.71046853,-0.508625992
2377000000,-0.68428719,-0.508724655
2378000000,-0.50582379,-0.50882325
2379000000,-0.40385392,-0.508921775
2380000000,-0.56143552,-0.509020233
2381000000,-0.6164223,-0.509118623
2382000000,-0.68699288,-0.509216946
2383000000,-0.5859462,-0.509315201
2384000000,-0.39465305,-0.509413389
2385000000,-0.37035009,-0.509511511
2386000000,-0.64580226,-0.509609566
2387000000,-0.47978264,-0.509707555
2388000000,-0.52801859,-0.509805478
2389000000,-0.5859046,-0.509903336
2390000000,-0.60717446,-0.510001129
2391000000,-0.54809123,-0.510098857
2392000000,-0.52773225,-0.51019652
2393000000,-0.41457203,-0.510294119
2394000000,-0.42428017,-0.510391653
2395000000,-0.59691018,-0.510489124
2396000000,-0.49965033,-0.510586531
2397000000,-0.4275471,-0.510683875
2398000000,-0.21106942,-0.510781156
2399000000,-0.7090016,-0.510878375
2400000000,-0.62971848,-0.51097553
2401000000,-0.51211542,-0.511072624
2402000000,-0.47647998,-0.511169656
2403000000,-0.4593693,-0.511266626
2404000000,-0.52248996,-0.511363535
2405000000,-0.5224781,-0.511460383
2406000000,-0.67468506,-0.51155717
2407000000,-0.36028281,-0.511653896
2408000000,-0.32150403,-0.511750563
2409000000,-0.36392888,-0.511847169
2410000000,-0.43065125,-0.511943715
2411000000,-0.39948902,-0.512040202
2412000000,-0.43213829,-0.51213663
2413000000,-0.61623019,-0.512232999
2414000000,-0.52667767,-0.512329309
2415000000,-0.48569369,-0.512425561
2416000000,-0.42261133,-0.512521754
2417000000,-0.56583649,-0.51261789
2418000000,-0.41163436,-0.512713968
2419000000,-0.52447581,-0.512809988
2420000000,-0.42997926,-0.512905951
2421000000,-0.51114321,-0.513001858
2422000000,-0.45614228,-0.513097708
2423000000,-0.37410587,-0.513193501
2424000000,-0.46820959,-0.513289239
2425000000,-0.49668297,-0.51338492
2426000000,-0.49980861,-0.513480546
2427000000,-0.36743459,-0.513576116
2428000000,-0.52127922,-0.513671632
2429000000,-0.43297705,-0.513767092
2430000000,-0.44051075,-0.513862498
2431000000,-0.66468716,-0.51395785
2432000000,-0.50147116,-0.514053147
2433000000,-0.43722084,-0.51414839
2434000000,-0.58548045,-0.51424358
2435000000,-0.51854253,-0.514338716
2436000000,-0.43980247,-0.514433799
2437000000,-0.54286307,-0.514528829
2438000000,-0.3837235,-0.514623807
2439000000,-0.42557701,-0.514718732
2440000000,-0.52930832,-0.514813605
2441000000,-0.39892349,-0.514908425
2442000000,-0.52463335,-0.515003195
2443000000,-0.53327644,-0.515097912
2444000000,-0.55535364,-0.515192578
2445000000,-0.53182214,-0.515287194
2446000000,-0.37450275,-0.515381758
2447000000,-0.51891124,-0.515476272
2448000000,-0.42794573,-0.515570735
2449000000,-0.4538196,-0.515665148
2450000000,-0.41515452,-0.515759512
2451000000,-0.38181537,-0.515853826
2452000000,-0.24724816,-0.51594809
2453000000,-0.52164513,-0.516042305
2454000000,-0.41027638,-0.516136471
2455000000,-0.39778581,-0.516230588
2456000000,-0.45577383,-0.516324657
2457000000,-0.54676533,-0.516418677
2458000000,-0.42671174,-0.51651265
2459000000,-0.32405195,-0.516606574
2460000000,-0.59569657,-0.516700451
2461000000,-0.49477816,-0.51679428
2462000000,-0.36199877,-0.516888063
