Freq(Hz),S21 Log Mag_measured(dB),S21 Log Mag_HFSS(dB)
1000000000,0.064007699,-0.021704874
1001000000,0.049001426,-0.021735912
1002000000,0.10179503,-0.021766773
1003000000,0.070962027,-0.021797456
1004000000,0.064582214,-0.021827964
1005000000,0.072323769,-0.021858296
1006000000,0.079134174,-0.021888453
1007000000,0.098458953,-0.021918437
1008000000,0.073355116,-0.021948246
1009000000,0.058750443,-0.021977883
1010000000,0.10081871,-0.022007348
1011000000,0.11263729,-0.022036642
1012000000,0.10334518,-0.022065765
1013000000,0.094235457,-0.022094718
1014000000,0.062196512,-0.022123501
1015000000,0.086493209,-0.022152116
1016000000,0.074844293,-0.022180562
1017000000,0.082766496,-0.022208841
1018000000,0.067847282,-0.022236954
1019000000,0.071309783,-0.0222649
1020000000,0.10956316,-0.02229268
1021000000,0.05685281,-0.022320296
1022000000,0.075946279,-0.022347748
1023000000,0.080943294,-0.022375036
1024000000,0.064191937,-0.022402161
1025000000,0.056992374,-0.022429123
1026000000,0.071352445,-0.022455924
1027000000,0.095453158,-0.022482564
1028000000,0.06392473,-0.022509044
1029000000,0.055980735,-0.022535364
1030000000,0.089354329,-0.022561525
1031000000,0.06281884,-0.022587527
1032000000,0.071821347,-0.022613371
1033000000,0.082721934,-0.022639058
1034000000,0.064355761,-0.022664588
1035000000,0.055072661,-0.022689962
1036000000,0.068892866,-0.022715181
1037000000,0.067046687,-0.022740245
1038000000,0.072139174,-0.022765155
1039000000,0.092271797,-0.022789911
1040000000,0.082610972,-0.022814514
1041000000,0.091976486,-0.022838964
1042000000,0.095124513,-0.022863263
1043000000,0.07386785,-0.022887411
1044000000,0.075601384,-0.022911407
1045000000,0.070291862,-0.022935254
1046000000,0.064849235,-0.022958952
1047000000,0.088838771,-0.0229825
1048000000,0.086014494,-0.0230059
1049000000,0.050546292,-0.023029153
1050000000,0.0811553,-0.023052258
1051000000,0.091046147,-0.023075217
1052000000,0.066927098,-0.02309803
1053000000,0.080359995,-0.023120697
1054000000,0.06394127,-0.02314322
1055000000,0.075917304,-0.023165599
1056000000,0.057324532,-0.023187833
1057000000,0.090488553,-0.023209925
1058000000,0.044830117,-0.023231874
1059000000,0.071176685,-0.023253682
1060000000,0.067095287,-0.023275347
1061000000,0.066274852,-0.023296872
1062000000,0.057453427,-0.023318257
1063000000,0.068633616,-0.023339502
1064000000,0.075639717,-0.023360608
1065000000,0.065071329,-0.023381575
1066000000,0.067811258,-0.023402404
1067000000,0.06788221,-0.023423095
1068000000,0.0797721,-0.02344365
1069000000,0.071131587,-0.023464068
1070000000,0.066398136,-0.02348435
1071000000,0.074637264,-0.023504497
1072000000,0.047543474,-0.023524509
1073000000,0.073716745,-0.023544386
1074000000,0.081902184,-0.02356413
1075000000,0.056333739,-0.023583741
1076000000,0.066119611,-0.023603219
1077000000,0.060571983,-0.023622565
1078000000,0.064471491,-0.023641779
1079000000,0.04730659,-0.023660863
1080000000,0.10013388,-0.023679815
1081000000,0.085078113,-0.023698638
1082000000,0.057646338,-0.023717331
1083000000,0.094414681,-0.023735895
1084000000,0.065630369,-0.02375433
1085000000,0.066487566,-0.023772638
1086000000,0.032871563,-0.023790818
1087000000,0.076529108,-0.023808871
1088000000,0.10997231,-0.023826797
1089000000,0.076432981,-0.023844598
1090000000,0.044949226,-0.023862273
1091000000,0.062773317,-0.023879823
1092000000,0.054372922,-0.023897249
1093000000,0.065522194,-0.023914551
1094000000,0.040464263,-0.02393173
1095000000,0.072678618,-0.023948785
1096000000,0.047044154,-0.023965718
1097000000,0.047681428,-0.023982529
1098000000,0.067154601,-0.023999219
1099000000,0.031379052,-0.024015788
1100000000,0.052271962,-0.024032236
1101000000,0.067147881,-0.024048564
1102000000,0.064696237,-0.024064773
1103000000,0.067790352,-0.024080862
1104000000,0.076721497,-0.024096833
1105000000,0.087039061,-0.024112686
1106000000,0.086245552,-0.024128422
1107000000,0.065985449,-0.02414404
1108000000,0.061802085,-0.024159542
1109000000,0.07918293,-0.024174927
1110000000,0.094144441,-0.024190197
1111000000,0.077037781,-0.024205352
1112000000,0.064884603,-0.024220391
1113000000,0.083730109,-0.024235317
1114000000,0.057202403,-0.024250129
1115000000,0.088071719,-0.024264827
1116000000,0.044993225,-0.024279412
1117000000,0.052237961,-0.024293885
1118000000,0.078933351,-0.024308246
1119000000,0.047637481,-0.024322496
1120000000,0.085827954,-0.024336634
1121000000,0.060154974,-0.024350662
1122000000,0.082607567,-0.02436458
1123000000,0.078233279,-0.024378387
1124000000,0.056218203,-0.024392086
1125000000,0.062685199,-0.024405676
1126000000,0.046701964,-0.024419157
1127000000,0.08912921,-0.024432531
1128000000,0.052243315,-0.024445796
1129000000,0.082698323,-0.024458955
1130000000,0.075734138,-0.024472008
1131000000,0.024080113,-0.024484954
1132000000,0.041752357,-0.024497794
1133000000,0.048626423,-0.024510529
1134000000,0.073664844,-0.024523159
1135000000,0.060729854,-0.024535685
1136000000,0.059030719,-0.024548107
1137000000,0.057343978,-0.024560425
