!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Thursday, May 05, 2016 14:49:51
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S11 Phase(°),S21 Phase(°)
2000000000,-5.0240445,-7.4813581,-46.266438,-4.3565521
2001000000,-4.9961205,-7.6404972,-46.338234,-6.2463341
2002000000,-4.960762,-7.8244228,-46.616924,-8.0081854
2003000000,-4.9572067,-8.0449858,-46.875969,-9.5742702
2004000000,-4.9467607,-8.2954426,-47.075146,-10.575268
2005000000,-4.9525228,-8.5424032,-47.395824,-11.267904
2006000000,-4.9557052,-8.7685385,-47.657753,-11.647361
2007000000,-4.9688883,-9.0430508,-48.036945,-11.854976
2008000000,-5.0174704,-9.3157187,-48.240009,-11.488128
2009000000,-5.0782151,-9.5397158,-48.540195,-10.983051
2010000000,-5.1009898,-9.7482796,-48.74614,-10.036056
2011000000,-5.1569505,-9.8845959,-48.848221,-8.7499571
2012000000,-5.1967072,-10.006462,-48.921947,-7.491549
2013000000,-5.2331223,-10.057006,-48.857948,-5.9129181
2014000000,-5.2952595,-10.069894,-48.822163,-4.2064004
2015000000,-5.3159771,-10.016102,-48.727039,-2.7785318
2016000000,-5.3285742,-9.9104424,-48.551155,-1.1823434
2017000000,-5.3112631,-9.7323675,-48.560242,0.12072551
2018000000,-5.3351827,-9.515564,-48.384644,1.3331599
2019000000,-5.3345957,-9.255374,-48.541599,2.3579159
2020000000,-5.3089991,-8.9675303,-48.438358,3.0657434
2021000000,-5.305759,-8.6268024,-48.391937,3.3431263
2022000000,-5.2680016,-8.2928047,-48.5858,3.209559
2023000000,-5.2718291,-7.9443483,-48.710876,2.7315872
2024000000,-5.2725387,-7.6199055,-48.970215,1.7618932
2025000000,-5.274013,-7.3299408,-49.114388,0.35721469
2026000000,-5.2939763,-7.0723643,-49.523682,-1.3683382
2027000000,-5.3170481,-6.8363438,-49.786884,-3.3754332
2028000000,-5.3527293,-6.6792216,-49.924141,-5.4801579
2029000000,-5.4031839,-6.5984473,-50.002254,-7.632215
2030000000,-5.4358602,-6.5291018,-50.09491,-10.084959
2031000000,-5.4615331,-6.5044355,-50.135227,-12.35162
2032000000,-5.4959607,-6.5729795,-50.165249,-14.587884
2033000000,-5.5306015,-6.6902471,-49.906532,-16.695181
2034000000,-5.5302515,-6.8333621,-49.766888,-18.315886
2035000000,-5.5348759,-7.0378523,-49.650845,-19.918306
2036000000,-5.5164938,-7.24475,-49.588467,-21.174919
2037000000,-5.5012331,-7.4824839,-49.548138,-22.361195
2038000000,-5.4644203,-7.7196198,-49.580357,-22.881098
2039000000,-5.4567132,-8.0055285,-49.557861,-23.1534
2040000000,-5.4019728,-8.2153912,-49.918545,-23.277464
2041000000,-5.3958774,-8.4284277,-50.269798,-23.005753
2042000000,-5.3985763,-8.6470566,-50.704517,-22.484652
2043000000,-5.4242721,-8.8546953,-51.012695,-21.411018
2044000000,-5.4441161,-8.9730682,-51.445499,-20.199295
2045000000,-5.4804754,-9.0995913,-51.853146,-18.826006
2046000000,-5.5299058,-9.1555376,-52.222607,-17.321697
2047000000,-5.5866947,-9.1032724,-52.250011,-15.798702
2048000000,-5.6614866,-9.0420456,-52.18166,-14.030338
2049000000,-5.7299638,-8.9261227,-52.144241,-12.595524
2050000000,-5.7736812,-8.7548361,-52.107059,-11.296894
2051000000,-5.7947354,-8.5163012,-51.839401,-10.1753
2052000000,-5.8405252,-8.2469702,-51.53772,-9.5984564
2053000000,-5.8585248,-7.958601,-51.345402,-9.0556259
2054000000,-5.8536134,-7.6529622,-51.004181,-8.8462915
2055000000,-5.8255758,-7.3503733,-50.814728,-8.9696674
2056000000,-5.7975836,-7.0291357,-50.787182,-9.7251415
2057000000,-5.7581573,-6.7138352,-50.828293,-10.416883
2058000000,-5.7264652,-6.4213099,-50.858978,-11.779489
2059000000,-5.6816821,-6.1682792,-51.153938,-13.237266
2060000000,-5.650641,-5.9288397,-51.311089,-14.956393
2061000000,-5.6725807,-5.7664747,-51.691662,-17.208391
2062000000,-5.6829534,-5.6782064,-52.047466,-19.327011
2063000000,-5.700417,-5.5998058,-52.416523,-21.67811
2064000000,-5.7556219,-5.5900402,-52.568306,-23.830471
2065000000,-5.8065567,-5.6199718,-52.705158,-26.0898
2066000000,-5.8554296,-5.7389984,-52.71043,-27.998693
2067000000,-5.8811121,-5.8687892,-52.80909,-29.734283
2068000000,-5.9279375,-6.0591292,-52.635727,-31.267668
2069000000,-5.9594831,-6.2379398,-52.507454,-32.565151
2070000000,-5.9595332,-6.4595351,-52.183983,-33.680618
2071000000,-5.9469275,-6.6698542,-52.121769,-34.205353
2072000000,-5.9424658,-6.9215813,-51.858559,-34.714901
2073000000,-5.9144144,-7.1408839,-51.804668,-34.796886
2074000000,-5.8904476,-7.372242,-51.751038,-34.624577
2075000000,-5.8332353,-7.549931,-51.785152,-34.267944
2076000000,-5.8113575,-7.7401085,-51.992989,-33.641129
2077000000,-5.76893,-7.913383,-52.134647,-32.506882
2078000000,-5.7484975,-7.978363,-52.448677,-31.52463
2079000000,-5.7345939,-8.037281,-52.953403,-29.930283
2080000000,-5.7249999,-8.0611172,-53.365231,-28.466858
2081000000,-5.760808,-7.9985433,-53.734753,-26.94327
2082000000,-5.8123803,-7.9152389,-54.292374,-25.460594
2083000000,-5.8495693,-7.7663608,-54.444759,-24.262671
2084000000,-5.9117084,-7.5534921,-54.773323,-23.008308
2085000000,-6.0040975,-7.3066802,-54.787918,-22.373247
2086000000,-6.0516367,-7.0312781,-54.77536,-21.87676
2087000000,-6.1187844,-6.7283335,-54.537552,-21.607477
2088000000,-6.1592669,-6.4592314,-54.207603,-21.918634
2089000000,-6.1914783,-6.140202,-53.930786,-22.371061
2090000000,-6.1669345,-5.8918991,-53.389687,-23.166992
2091000000,-6.1371922,-5.6078119,-52.978981,-24.125113
2092000000,-6.091702,-5.3571405,-52.8008,-25.670834
2093000000,-6.0249372,-5.1461611,-52.850414,-27.203115
2094000000,-5.9605136,-4.9750328,-52.964977,-29.038282
2095000000,-5.9163146,-4.8369813,-53.202606,-31.058592
2096000000,-5.8584199,-4.7471819,-53.637756,-33.247955
2097000000,-5.847322,-4.7166338,-54.094883,-35.1707
2098000000,-5.8658605,-4.7546887,-54.640228,-37.32568
2099000000,-5.8798575,-4.8244667,-55.00806,-39.364353
2100000000,-5.9561801,-4.9354239,-55.476147,-41.177444
2101000000,-5.9980121,-5.087101,-55.657345,-42.707577
2102000000,-6.0703712,-5.2818708,-55.660599,-44.016918
2103000000,-6.1149306,-5.4445205,-55.669674,-45.192772
2104000000,-6.1630449,-5.6773682,-55.453823,-45.975552
2105000000,-6.1905632,-5.8925514,-55.207581,-46.523346
2106000000,-6.2147655,-6.1125484,-55.170322,-46.931812
2107000000,-6.2005506,-6.2976298,-54.703152,-46.833534
2108000000,-6.2123904,-6.5020375,-54.487427,-46.507938
2109000000,-6.1717334,-6.6642413,-54.370697,-46.04813
2110000000,-6.1324062,-6.825541,-54.27533,-45.323673
2111000000,-6.0724406,-6.9244952,-54.239708,-44.133198
2112000000,-6.043098,-7.0143147,-54.395432,-43.321644
2113000000,-5.9993529,-7.0384631,-54.517975,-42.042767
2114000000,-5.9333339,-7.0079718,-54.77264,-40.861858
2115000000,-5.9280329,-6.9651933,-55.171013,-39.546085
2116000000,-5.9002628,-6.8969812,-55.542381,-38.276955
2117000000,-5.9245625,-6.7359591,-56.056667,-37.403778
2118000000,-5.9202485,-6.5478811,-56.329212,-36.346516
2119000000,-5.9445739,-6.3142996,-56.824692,-35.751797
2120000000,-5.9876781,-6.0728564,-57.148441,-35.399742
2121000000,-6.0492768,-5.7994928,-57.467319,-35.483215
2122000000,-6.1262536,-5.5594163,-57.426399,-35.82061
2123000000,-6.158947,-5.2792253,-57.437267,-36.384892
2124000000,-6.2256646,-4.9981718,-57.182911,-37.303967
2125000000,-6.220098,-4.7725415,-56.842701,-38.59737
2126000000,-6.2404733,-4.6046896,-56.638451,-39.83004
2127000000,-6.2210703,-4.4408727,-56.37656,-41.517506
2128000000,-6.191462,-4.3251967,-56.21405,-43.25798
2129000000,-6.1410456,-4.2315807,-56.16515,-44.936024
2130000000,-6.0655074,-4.1824112,-56.189327,-46.771938
2131000000,-6.0108409,-4.1761675,-56.583046,-48.878201
2132000000,-5.9524727,-4.2313666,-56.90535,-50.553764
2133000000,-5.9333091,-4.2950377,-57.430969,-52.25946
2134000000,-5.9447665,-4.4465261,-58.099449,-53.963596
2135000000,-5.9848385,-4.5990152,-58.528378,-55.256294
2136000000,-6.0328074,-4.7467752,-59.156734,-56.377056
2137000000,-6.08534,-4.936964,-59.265579,-57.247467
2138000000,-6.1565394,-5.1608772,-59.508701,-57.702164
2139000000,-6.2252865,-5.3438735,-59.461197,-57.96307
2140000000,-6.2828336,-5.5479898,-59.314949,-57.949211
2141000000,-6.3293262,-5.7321515,-59.12524,-57.875389
2142000000,-6.3325839,-5.8558297,-58.722656,-57.515274
2143000000,-6.3552032,-5.9804955,-58.498932,-56.973492
2144000000,-6.3423676,-6.1056457,-58.262012,-56.168087
2145000000,-6.3204098,-6.1860085,-58.079632,-55.183781
2146000000,-6.2756495,-6.231987,-57.879967,-54.43174
2147000000,-6.2082338,-6.2296143,-57.94231,-53.233433
2148000000,-6.1539321,-6.1572499,-57.9212,-52.16721
2149000000,-6.1084781,-6.1342468,-58.110233,-51.323944
2150000000,-6.0672956,-5.995163,-58.334538,-50.377331
2151000000,-6.0192986,-5.8753414,-58.800613,-49.452114
2152000000,-6.0034699,-5.6967769,-59.216396,-48.837574
2153000000,-5.9805756,-5.4585972,-59.599144,-48.491474
2154000000,-5.9940958,-5.2251668,-60.16666,-48.474548
2155000000,-5.9989982,-4.9975581,-60.507759,-48.71077
2156000000,-6.0408072,-4.7668281,-61.044453,-49.36396
2157000000,-6.0933175,-4.5369377,-61.150139,-49.856236
2158000000,-6.1252866,-4.3430114,-61.418911,-50.880615
2159000000,-6.1757808,-4.1552677,-61.44891,-52.110188
2160000000,-6.2142644,-4.0178437,-61.450535,-53.492466
2161000000,-6.2308874,-3.8850822,-61.38438,-54.898369
2162000000,-6.247323,-3.8305292,-61.212757,-56.663284
2163000000,-6.2345819,-3.7987566,-61.133846,-58.28688
2164000000,-6.2187848,-3.7899654,-60.947529,-59.901142
2165000000,-6.18469,-3.8271101,-60.925297,-61.262638
2166000000,-6.1320691,-3.8993278,-61.000774,-62.776592
2167000000,-6.0987749,-3.9906979,-61.401966,-64.232811
2168000000,-6.0563073,-4.1278677,-61.705734,-65.414833
2169000000,-6.051446,-4.2749314,-62.216953,-66.57592
2170000000,-6.0358582,-4.4456038,-62.718063,-67.173874
2171000000,-6.0915837,-4.5890708,-63.148746,-67.614075
2172000000,-6.113091,-4.7812772,-63.640617,-67.86158
2173000000,-6.1787515,-4.9586954,-64.086731,-68.07618
2174000000,-6.2265096,-5.1200366,-64.157356,-67.779892
2175000000,-6.3100905,-5.2363524,-64.401466,-67.652634
2176000000,-6.3659134,-5.3567152,-64.161659,-66.989563
2177000000,-6.4012141,-5.444654,-64.08049,-66.33252
2178000000,-6.4392152,-5.5104108,-63.613235,-65.411079
2179000000,-6.4199061,-5.5076904,-63.535458,-64.473564
2180000000,-6.4262762,-5.5010829,-63.225361,-63.734005
2181000000,-6.3998661,-5.4487286,-62.984699,-62.980614
2182000000,-6.3713603,-5.3716464,-62.9324,-62.224506
2183000000,-6.3022099,-5.277173,-62.912636,-61.310833
2184000000,-6.242631,-5.1573806,-63.066551,-60.551937
2185000000,-6.1900244,-4.9672065,-63.321754,-60.311909
2186000000,-6.1468387,-4.8033237,-63.677593,-60.027523
2187000000,-6.092351,-4.5981355,-64.141136,-59.995255
2188000000,-6.0881019,-4.4121323,-64.640884,-60.261925
2189000000,-6.0840249,-4.1928349,-65.041725,-60.937195
2190000000,-6.1145124,-4.0104384,-65.698891,-61.39661
2191000000,-6.1458101,-3.8347862,-66.118164,-62.461685
2192000000,-6.193315,-3.6552811,-66.461632,-63.505741
2193000000,-6.2402663,-3.5551956,-66.648582,-64.786621
2194000000,-6.2835851,-3.4526033,-66.83802,-66.174278
2195000000,-6.3477468,-3.3933601,-66.909256,-67.699066
2196000000,-6.3726311,-3.3669174,-66.949638,-69.253143
2197000000,-6.3853936,-3.3764312,-66.714577,-70.652184
2198000000,-6.3858681,-3.4192107,-66.577148,-71.966499
2199000000,-6.3691182,-3.49018,-66.730049,-73.297462
2200000000,-6.3618684,-3.5820243,-66.608727,-74.448524
2201000000,-6.3337407,-3.6791236,-66.762924,-75.561256
2202000000,-6.298759,-3.8440959,-66.933174,-76.293945
2203000000,-6.2585936,-4.0082932,-67.15023,-76.848145
2204000000,-6.2328858,-4.1276212,-67.643776,-77.491333
2205000000,-6.2267075,-4.2744517,-68.032509,-77.532089
2206000000,-6.2450337,-4.4535718,-68.429413,-77.572594
2207000000,-6.279685,-4.5997953,-69.093727,-77.385063
2208000000,-6.3148317,-4.695178,-69.581161,-76.963387
2209000000,-6.3555312,-4.8287902,-69.855873,-76.457458
2210000000,-6.4230695,-4.8575258,-70.019386,-75.744843
2211000000,-6.477879,-4.8912287,-70.35144,-74.787262
2212000000,-6.5639367,-4.8898859,-70.061584,-74.055069
2213000000,-6.6137667,-4.8306026,-70.132233,-73.384056
2214000000,-6.6465869,-4.7734799,-69.923668,-72.466118
2215000000,-6.642736,-4.7094235,-69.669952,-71.918526
2216000000,-6.6628156,-4.5490789,-69.429451,-71.466393
2217000000,-6.6055841,-4.4253826,-69.290764,-71.011108
2218000000,-6.5636134,-4.2503858,-69.159904,-70.989494
2219000000,-6.5192537,-4.0784717,-69.099716,-70.786766
2220000000,-6.4491186,-3.8924217,-69.450829,-70.940559
2221000000,-6.3979754,-3.7055602,-69.71804,-71.285507
2222000000,-6.3460112,-3.5402534,-70.307457,-71.852348
2223000000,-6.3508682,-3.3562567,-70.808266,-72.842308
2224000000,-6.3583007,-3.2151484,-71.450996,-73.858978
2225000000,-6.3866224,-3.106272,-72.136299,-75.026695
2226000000,-6.4414487,-3.0001531,-72.558952,-76.294205
2227000000,-6.476048,-2.9351172,-73.010178,-77.809647
2228000000,-6.5560656,-2.9084597,-73.334465,-79.062927
2229000000,-6.6198454,-2.9136508,-73.403214,-80.653282
2230000000,-6.6961532,-2.930264,-73.367821,-81.924469
2231000000,-6.7294617,-3.0121362,-73.24437,-83.313637
2232000000,-6.7463861,-3.0872295,-73.169258,-84.468552
2233000000,-6.7639661,-3.1858828,-73.098289,-85.355949
2234000000,-6.7520666,-3.3114905,-72.763748,-86.192131
2235000000,-6.7269688,-3.4662833,-72.683662,-86.867615
2236000000,-6.687561,-3.6177876,-72.811775,-87.391029
2237000000,-6.640306,-3.7466197,-73.074844,-87.623917
2238000000,-6.6096911,-3.9002621,-73.230698,-87.768921
2239000000,-6.5606136,-4.081254,-73.515564,-87.756592
2240000000,-6.5404849,-4.1672153,-74.077934,-87.329491
2241000000,-6.5367541,-4.2809415,-74.572594,-86.859665
2242000000,-6.5757585,-4.3641272,-75.170204,-86.176956
2243000000,-6.5615883,-4.4012132,-75.750633,-85.396919
2244000000,-6.6392894,-4.4401178,-76.459778,-84.596054
