!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Thursday, May 05, 2016 14:49:09
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB),S11 Phase(°),S21 Phase(°)
2000000000,-4.3347197,-5.5637927,-48.190655,-84.918213
2001000000,-4.4070797,-5.7039237,-48.566612,-86.419609
2002000000,-4.4552417,-5.8607779,-48.85001,-87.71772
2003000000,-4.5382123,-6.0471344,-49.092896,-88.988701
2004000000,-4.5996079,-6.2498355,-49.050053,-89.740761
2005000000,-4.6579981,-6.4460497,-48.896706,-90.237595
2006000000,-4.6758637,-6.6489787,-48.635792,-90.441933
2007000000,-4.6906543,-6.8486032,-48.55983,-90.632317
2008000000,-4.6857429,-7.0582356,-48.308914,-90.269913
2009000000,-4.6790829,-7.2396827,-48.284847,-89.855629
2010000000,-4.6332531,-7.4154634,-48.272049,-89.17543
2011000000,-4.6075039,-7.5244422,-48.360168,-88.207428
2012000000,-4.5751419,-7.6521516,-48.567806,-87.185501
2013000000,-4.5280976,-7.7061849,-48.839172,-86.039604
2014000000,-4.5344315,-7.7265821,-49.186642,-84.6763
2015000000,-4.5052147,-7.7146287,-49.585358,-83.308922
2016000000,-4.4882388,-7.6152463,-50.025928,-81.994164
2017000000,-4.4851189,-7.5135436,-50.493832,-80.824432
2018000000,-4.5147471,-7.3321109,-50.955074,-79.824692
2019000000,-4.5590158,-7.1263237,-51.526169,-78.950577
2020000000,-4.5909343,-6.8928037,-51.896091,-78.334869
2021000000,-4.6458521,-6.6110854,-52.091702,-77.981941
2022000000,-4.6905823,-6.3417816,-52.330841,-78.069679
2023000000,-4.7516074,-6.0747013,-52.524956,-78.608017
2024000000,-4.8144159,-5.813272,-52.573784,-79.314049
2025000000,-4.8609586,-5.5914316,-52.559135,-80.498184
2026000000,-4.8997254,-5.3986015,-52.492504,-81.682739
2027000000,-4.9050903,-5.2154484,-52.423996,-83.392494
2028000000,-4.9041047,-5.0807314,-52.310207,-85.00174
2029000000,-4.8917475,-5.0157666,-52.284328,-86.780037
2030000000,-4.8580346,-4.9769764,-52.400482,-88.707191
2031000000,-4.8181653,-4.9495168,-52.619087,-90.49279
2032000000,-4.8001189,-5.0132689,-53.078167,-92.333046
2033000000,-4.7944837,-5.1212778,-53.464638,-94.133743
2034000000,-4.7853136,-5.2634983,-53.872761,-95.623787
2035000000,-4.8105779,-5.4305182,-54.50177,-96.862808
2036000000,-4.8381953,-5.6111979,-55.081066,-97.913521
2037000000,-4.9050965,-5.8357081,-55.296555,-98.760078
2038000000,-4.9850307,-6.065094,-55.696587,-99.118835
2039000000,-5.0728045,-6.3169227,-55.850121,-99.165512
2040000000,-5.1327701,-6.4996252,-55.989952,-99.152718
2041000000,-5.2110958,-6.6845388,-55.99369,-98.737099
2042000000,-5.2679992,-6.8487444,-55.843189,-98.088898
2043000000,-5.3289285,-7.0019894,-55.416527,-97.23494
2044000000,-5.3305154,-7.0975223,-55.247292,-96.231277
2045000000,-5.3351879,-7.1994162,-55.06625,-95.21199
2046000000,-5.303288,-7.2555985,-54.890732,-93.987602
2047000000,-5.2677689,-7.2310872,-54.685726,-92.81144
2048000000,-5.2272029,-7.2093387,-54.556744,-91.319107
2049000000,-5.1740541,-7.1328826,-54.760532,-90.251793
2050000000,-5.1160398,-6.9969254,-55.072922,-88.914871
2051000000,-5.058567,-6.8370476,-55.467518,-87.810562
2052000000,-5.0435486,-6.6198578,-56.056839,-87.152344
2053000000,-5.0581465,-6.3726921,-56.6824,-86.529564
2054000000,-5.0809474,-6.1231217,-57.222553,-86.240921
2055000000,-5.1029401,-5.862637,-57.741779,-86.319061
2056000000,-5.1597052,-5.5946112,-58.303547,-86.923027
2057000000,-5.2109933,-5.3177214,-58.739845,-87.468163
2058000000,-5.3053617,-5.0869069,-59.140415,-88.783302
2059000000,-5.3789973,-4.8977838,-59.254269,-89.930809
2060000000,-5.4440427,-4.7072263,-59.205643,-91.440536
2061000000,-5.528717,-4.6071467,-59.087025,-93.267296
2062000000,-5.5703335,-4.5237756,-58.902809,-95.056046
2063000000,-5.5853305,-4.4897346,-58.883259,-96.977486
2064000000,-5.5818644,-4.4855332,-58.481461,-98.589996
2065000000,-5.5852346,-4.5243959,-58.477192,-100.4326
2066000000,-5.5489964,-4.6203294,-58.520821,-101.94452
2067000000,-5.5067158,-4.7544789,-58.68008,-103.46587
2068000000,-5.4987559,-4.9270463,-58.874325,-104.79704
2069000000,-5.4735227,-5.0752487,-59.261139,-105.76283
2070000000,-5.4699874,-5.3173571,-59.68869,-106.76306
2071000000,-5.4630232,-5.5010262,-60.298653,-107.09284
2072000000,-5.4964466,-5.7408152,-60.694046,-107.40609
2073000000,-5.5228729,-5.954411,-61.228802,-107.31908
2074000000,-5.5864253,-6.1510015,-61.723553,-106.97894
2075000000,-5.6666451,-6.3341126,-61.997677,-106.36018
2076000000,-5.7452655,-6.4915295,-62.305656,-105.70265
2077000000,-5.8199167,-6.6345043,-62.441425,-104.51895
2078000000,-5.8972101,-6.6628814,-62.343803,-103.43293
2079000000,-5.9895692,-6.6988363,-62.342388,-102.0901
2080000000,-6.0501132,-6.6941547,-62.038548,-100.80604
2081000000,-6.0842967,-6.6252894,-61.819988,-99.483482
2082000000,-6.114255,-6.5587277,-61.568802,-98.389603
2083000000,-6.0961742,-6.4523735,-61.276318,-97.434067
2084000000,-6.0567541,-6.2546453,-61.011745,-96.414902
2085000000,-6.0274401,-6.0778794,-60.977718,-95.899323
2086000000,-5.9539394,-5.8543811,-60.922985,-95.447235
2087000000,-5.9160447,-5.6178603,-61.181644,-95.180275
2088000000,-5.8646312,-5.3917413,-61.488266,-95.336639
2089000000,-5.8153048,-5.1129155,-62.240025,-95.586143
2090000000,-5.8039579,-4.897634,-62.885784,-96.268356
2091000000,-5.833549,-4.6648893,-63.446384,-97.226776
2092000000,-5.8850837,-4.4547882,-64.061966,-98.540695
2093000000,-5.9518332,-4.2840643,-64.757622,-100.04298
2094000000,-6.049243,-4.1629987,-65.166718,-101.62345
2095000000,-6.1543865,-4.065928,-65.371796,-103.45885
2096000000,-6.2606292,-4.0570459,-65.425949,-105.2654
2097000000,-6.3442335,-4.0557709,-65.212288,-106.79449
2098000000,-6.3909864,-4.1117682,-65.074982,-108.41086
2099000000,-6.4202218,-4.1788564,-64.63887,-109.96737
2100000000,-6.4525495,-4.3030314,-64.54715,-111.37822
2101000000,-6.4331236,-4.4317069,-64.282486,-112.63058
2102000000,-6.407424,-4.6073856,-64.057343,-113.52595
2103000000,-6.3769722,-4.7521148,-64.079811,-114.42947
2104000000,-6.3370357,-4.9628286,-64.26075,-115.09848
2105000000,-6.3054996,-5.1765857,-64.379494,-115.41558
2106000000,-6.2903748,-5.3793297,-64.906288,-115.7042
2107000000,-6.2620201,-5.5664268,-65.147156,-115.49229
2108000000,-6.2761784,-5.7407107,-65.70723,-114.89582
2109000000,-6.3016071,-5.9045963,-66.371696,-114.31841
2110000000,-6.3364825,-6.0384417,-66.821907,-113.49809
2111000000,-6.3898201,-6.0898409,-67.278969,-112.13683
2112000000,-6.4580898,-6.1677074,-67.696495,-111.1175
2113000000,-6.5362468,-6.1597867,-68.065025,-109.96448
2114000000,-6.6044612,-6.0945001,-68.229576,-108.82267
2115000000,-6.7039657,-6.0320239,-68.20697,-107.67667
2116000000,-6.7871814,-5.9398093,-68.33744,-106.69876
2117000000,-6.8613162,-5.7685843,-68.171616,-106.01755
2118000000,-6.9238958,-5.6107078,-67.783852,-105.36001
2119000000,-6.9334235,-5.4117513,-67.674889,-105.067
2120000000,-6.9707179,-5.218832,-67.506042,-104.84055
2121000000,-6.9606462,-4.9881821,-67.171844,-105.07072
2122000000,-6.938899,-4.8127799,-66.974739,-105.47209
2123000000,-6.8906298,-4.5887895,-67.032669,-106.05953
2124000000,-6.8661742,-4.366838,-67.02433,-106.88673
2125000000,-6.8164849,-4.2071819,-67.304893,-107.85458
2126000000,-6.7962842,-4.0808868,-67.862862,-109.06644
2127000000,-6.797545,-3.9646237,-68.306519,-110.46877
2128000000,-6.8425975,-3.8920717,-69.007065,-112.04308
2129000000,-6.8988037,-3.8608453,-69.473778,-113.51286
2130000000,-6.9698143,-3.8563144,-69.962219,-114.95601
2131000000,-7.0589471,-3.8979592,-70.243652,-116.70329
2132000000,-7.152297,-3.9730525,-70.35434,-117.95586
2133000000,-7.2558985,-4.0540724,-70.306252,-119.22535
2134000000,-7.31949,-4.2041163,-70.123528,-120.28708
2135000000,-7.3824077,-4.340241,-69.774544,-121.17424
2136000000,-7.4013925,-4.467134,-69.570389,-121.83387
2137000000,-7.410912,-4.6411672,-69.184258,-122.41518
2138000000,-7.4037857,-4.8232508,-68.964859,-122.63013
2139000000,-7.379786,-4.9800572,-68.920799,-122.71625
