Freq(Hz),S21 Log Mag(dB),S21 Phase(�)
1790000000,-7.0180058,-59.382198
1791000000,-6.9770217,-59.584209
1792000000,-6.9396868,-59.513809
1793000000,-6.9533076,-59.435944
1794000000,-6.897799,-59.496227
1795000000,-6.9008827,-59.685623
1796000000,-6.9017038,-59.937328
1797000000,-6.8916497,-59.639961
1798000000,-6.8884883,-59.860825
1799000000,-6.8450971,-60.109352
1800000000,-6.8151212,-60.018322
1801000000,-6.8332353,-60.145374
1802000000,-6.7659812,-60.243931
1803000000,-6.7861218,-60.34082
1804000000,-6.7513723,-60.481953
1805000000,-6.7552905,-60.402546
1806000000,-6.7198768,-60.621059
1807000000,-6.7356234,-60.488956
1808000000,-6.6923957,-60.720997
1809000000,-6.6997585,-61.019333
1810000000,-6.6794057,-60.737259
1811000000,-6.657198,-61.006279
1812000000,-6.6336737,-61.005878
1813000000,-6.6533279,-60.843086
1814000000,-6.6305866,-61.33749
1815000000,-6.5938993,-61.33844
1816000000,-6.5803556,-61.254238
1817000000,-6.5685968,-61.429745
1818000000,-6.5138836,-61.438351
1819000000,-6.5646744,-61.627037
1820000000,-6.5059743,-61.82444
1821000000,-6.5059881,-61.567818
1822000000,-6.4980216,-61.939701
1823000000,-6.4797106,-61.947769
1824000000,-6.4568481,-61.782032
1825000000,-6.4179149,-61.983784
1826000000,-6.4476895,-62.013481
1827000000,-6.3879843,-62.238209
1828000000,-6.3766956,-62.495071
1829000000,-6.3818688,-62.360119
1830000000,-6.3714533,-62.58783
1831000000,-6.3248248,-62.508335
1832000000,-6.3458004,-62.561752
1833000000,-6.3462701,-62.88274
1834000000,-6.2874765,-62.581341
1835000000,-6.2728076,-62.949974
1836000000,-6.2707434,-62.979897
1837000000,-6.2749567,-63.046185
1838000000,-6.2368336,-63.24614
1839000000,-6.242528,-63.147278
1840000000,-6.2449207,-63.325184
1841000000,-6.2003474,-63.433483
1842000000,-6.2156458,-63.589302
1843000000,-6.1689548,-63.779377
1844000000,-6.1690316,-63.679092
1845000000,-6.1418529,-63.72081
1846000000,-6.1212854,-64.116203
1847000000,-6.1587281,-64.055336
1848000000,-6.1287618,-64.119614
1849000000,-6.108954,-64.305527
1850000000,-6.1086249,-64.074791
1851000000,-6.0773811,-64.305794
1852000000,-6.0793552,-64.283897
1853000000,-6.0625339,-64.447342
1854000000,-6.05825,-64.57164
1855000000,-6.023911,-64.655762
1856000000,-6.0386744,-64.862602
1857000000,-5.9714274,-64.969528
1858000000,-6.0114293,-65.071251
1859000000,-5.9772935,-65.121841
1860000000,-5.9787707,-65.377243
1861000000,-5.9730825,-65.49073
1862000000,-5.9292502,-65.350998
1863000000,-5.9023523,-65.487068
1864000000,-5.9050527,-65.30014
1865000000,-5.8919406,-65.650146
1866000000,-5.9028425,-65.715263
1867000000,-5.8922076,-65.84771
1868000000,-5.8978567,-66.038185
1869000000,-5.8730531,-65.740067
1870000000,-5.8504047,-66.082039
1871000000,-5.8214083,-66.179977
1872000000,-5.7738733,-66.37262
1873000000,-5.8076878,-66.14373
1874000000,-5.801681,-66.465164
1875000000,-5.8141427,-66.437538
1876000000,-5.7485213,-66.57962
1877000000,-5.7290511,-66.750305
1878000000,-5.6990705,-66.818916
1879000000,-5.7398152,-67.050377
1880000000,-5.7160602,-67.154472
1881000000,-5.692564,-66.983223
1882000000,-5.703908,-67.298805
1883000000,-5.692318,-67.304749
1884000000,-5.676373,-67.328102
1885000000,-5.6547318,-67.519279
1886000000,-5.6361661,-67.500557
1887000000,-5.6378403,-67.891571
1888000000,-5.5956912,-67.902145
1889000000,-5.5968728,-67.902344
1890000000,-5.5851021,-68.057899
1891000000,-5.5625224,-68.035362
1892000000,-5.583437,-68.208527
1893000000,-5.5629435,-68.158356
1894000000,-5.5607457,-68.377502
1895000000,-5.5326366,-68.595863
1896000000,-5.5314989,-68.658142
1897000000,-5.5486436,-68.626465
1898000000,-5.5152006,-68.671005
1899000000,-5.5076146,-69.024155
1900000000,-5.4872322,-68.909866
1901000000,-5.4960055,-68.98745
1902000000,-5.4786735,-68.956924
1903000000,-5.4541459,-69.279221
1904000000,-5.4704118,-69.469681
1905000000,-5.4359422,-69.410469
1906000000,-5.4514351,-69.597046
1907000000,-5.3977432,-69.638214
1908000000,-5.413415,-69.773331
1909000000,-5.3886361,-69.795975
1910000000,-5.4000731,-69.96228
1911000000,-5.3612137,-70.043053
1912000000,-5.3667898,-70.06353
1913000000,-5.3751755,-70.203606
1914000000,-5.3699684,-70.209801
1915000000,-5.3205643,-70.353134
1916000000,-5.339323,-70.408966
1917000000,-5.3355751,-70.457687
1918000000,-5.3151178,-70.635681
1919000000,-5.299068,-70.793724
1920000000,-5.3043652,-70.894226
1921000000,-5.2762575,-70.86367
1922000000,-5.2766185,-71.077835
1923000000,-5.2677999,-71.041985
1924000000,-5.2558498,-71.046761
1925000000,-5.2405744,-71.314255
1926000000,-5.2337108,-71.45771
1927000000,-5.2228327,-71.51445
1928000000,-5.2233176,-71.528908
1929000000,-5.2182555,-71.730446
1930000000,-5.1999307,-71.841469
1931000000,-5.1826801,-71.90432
1932000000,-5.1743093,-71.899254
1933000000,-5.1666245,-72.057777
1934000000,-5.16115,-72.139328
1935000000,-5.1661768,-72.102272
1936000000,-5.1363258,-72.635262
1937000000,-5.1362581,-72.396553
1938000000,-5.1384234,-72.644951
1939000000,-5.1158471,-72.795464
1940000000,-5.1037784,-72.700996
1941000000,-5.0892787,-72.959641
1942000000,-5.1005144,-72.847183
1943000000,-5.0743337,-73.10733
1944000000,-5.0851326,-73.172615
1945000000,-5.0520611,-73.392914
1946000000,-5.0381355,-73.667549
1947000000,-5.0378261,-73.473587
1948000000,-5.0690637,-73.645508
1949000000,-5.0543008,-73.751785
1950000000,-4.9956431,-73.811325
1951000000,-5.0310678,-73.719521
1952000000,-5.001256,-73.88736
1953000000,-5.0001369,-74.060951
1954000000,-4.9738255,-74.346153
1955000000,-4.9667335,-74.120476
1956000000,-4.9591665,-74.333984
1957000000,-4.9542475,-74.568047
1958000000,-4.9652257,-74.656944
1959000000,-4.9433203,-74.680252
1960000000,-4.9430556,-74.806633
1961000000,-4.9133511,-74.889198
1962000000,-4.9100351,-75.095161
1963000000,-4.9272966,-75.127052
1964000000,-4.8888741,-75.111618
1965000000,-4.8891444,-75.239021
1966000000,-4.8827462,-75.498436
1967000000,-4.8790207,-75.540039
1968000000,-4.8682251,-75.635269
1969000000,-4.842998,-75.702965
1970000000,-4.8483348,-75.720474
1971000000,-4.8539391,-76.043953
1972000000,-4.8219242,-75.983902
1973000000,-4.7928243,-76.035744
1974000000,-4.8203988,-76.192062
1975000000,-4.7951536,-76.401688
1976000000,-4.7947145,-76.39267
1977000000,-4.783298,-76.284515
1978000000,-4.7810154,-76.486778
1979000000,-4.7850294,-76.711235
1980000000,-4.7731194,-76.703827
1981000000,-4.7812934,-76.900269
1982000000,-4.7536945,-76.908516
1983000000,-4.736104,-77.13205
1984000000,-4.7340345,-77.280945
1985000000,-4.7314334,-77.278496
1986000000,-4.7117534,-77.534691
1987000000,-4.7403064,-77.360092
1988000000,-4.6903214,-77.563316
1989000000,-4.7041626,-77.589073
1990000000,-4.7377157,-77.765221
1991000000,-4.7010727,-77.966103
1992000000,-4.6851845,-78.066032
1993000000,-4.6891775,-78.145447
1994000000,-4.6773324,-78.097099
1995000000,-4.6644626,-78.148468
1996000000,-4.6480527,-78.519676
1997000000,-4.6488461,-78.501244
1998000000,-4.675631,-78.331123
1999000000,-4.6623797,-78.634148
2000000000,-4.613307,-78.700348
2001000000,-4.6205163,-78.793839
2002000000,-4.6178327,-78.725128
2003000000,-4.6557493,-79.184013
2004000000,-4.6101308,-79.166832
2005000000,-4.5793467,-79.228279
2006000000,-4.5946326,-79.310608
2007000000,-4.6065745,-79.100639
2008000000,-4.5581193,-79.542702
2009000000,-4.5443869,-79.379875
2010000000,-4.5182447,-79.759094
2011000000,-4.549233,-79.518631
2012000000,-4.5485539,-79.634254
2013000000,-4.5652623,-79.972458
2014000000,-4.490891,-80.11145
2015000000,-4.528779,-80.175758
2016000000,-4.5261664,-80.390495
2017000000,-4.4897752,-80.417252
2018000000,-4.4901156,-80.446762
2019000000,-4.5087824,-80.583084
2020000000,-4.4987249,-80.610069
2021000000,-4.5139184,-80.81179
2022000000,-4.5131998,-80.77565
2023000000,-4.4887533,-81.09156
2024000000,-4.4678731,-80.935699
2025000000,-4.4551125,-81.419266
2026000000,-4.4705625,-81.248703
2027000000,-4.4561896,-81.370331
2028000000,-4.4673195,-81.381744
2029000000,-4.3994188,-81.531082
2030000000,-4.4323425,-81.632736
2031000000,-4.4183121,-81.722458
2032000000,-4.4164658,-81.774895
2033000000,-4.4090619,-81.968109
2034000000,-4.4048004,-81.893692
2035000000,-4.414844,-82.247772
2036000000,-4.4109597,-82.392097
2037000000,-4.416678,-82.212036
2038000000,-4.3777285,-82.565704
2039000000,-4.3930058,-82.350365
2040000000,-4.4055276,-82.446754
2041000000,-4.3477058,-82.495377
2042000000,-4.3424168,-82.889511
2043000000,-4.3732624,-82.786041
2044000000,-4.3615041,-83.08873
2045000000,-4.3236032,-83.110298
2046000000,-4.308763,-83.340683
2047000000,-4.3237381,-83.395638
2048000000,-4.3300972,-83.374779
2049000000,-4.3401666,-83.509743
2050000000,-4.3349419,-83.678741
2051000000,-4.3393931,-83.743713
2052000000,-4.2934537,-83.789726
2053000000,-4.2833686,-83.861618
2054000000,-4.2892389,-83.878944
2055000000,-4.3042407,-84.075165
2056000000,-4.2778797,-83.933907
2057000000,-4.3067079,-84.276657
2058000000,-4.2841191,-84.42643
2059000000,-4.291625,-84.547386
2060000000,-4.2296591,-84.709129
2061000000,-4.2546763,-84.674217
2062000000,-4.2750564,-84.933617
2063000000,-4.2527595,-84.752708
2064000000,-4.2283964,-84.944801
2065000000,-4.2445359,-85.136421
2066000000,-4.2415857,-85.186531
2067000000,-4.2236452,-85.286926
2068000000,-4.2021909,-85.613533
2069000000,-4.2227077,-85.540497
2070000000,-4.2042651,-85.525177
2071000000,-4.2346439,-85.618141
2072000000,-4.1851993,-85.590752
2073000000,-4.2133293,-85.895569
2074000000,-4.1718912,-85.763481
2075000000,-4.2339296,-86.160423
2076000000,-4.176662,-86.007912
2077000000,-4.1654706,-86.193077
2078000000,-4.1629868,-86.234848
2079000000,-4.1960869,-86.321266
2080000000,-4.1709442,-86.491158
2081000000,-4.1742692,-86.659149
2082000000,-4.1483049,-86.667892
2083000000,-4.158442,-86.956009
2084000000,-4.1575646,-87.151314
2085000000,-4.1821642,-87.041786
2086000000,-4.1471934,-87.188728
2087000000,-4.1045294,-87.317642
2088000000,-4.13026,-87.321953
2089000000,-4.1001463,-87.433502
2090000000,-4.0897188,-87.486877
2091000000,-4.1057014,-87.555618
2092000000,-4.1281018,-87.674744
2093000000,-4.1343856,-87.746658
2094000000,-4.0678544,-87.804703
2095000000,-4.076756,-87.853668
2096000000,-4.0723033,-88.133347
2097000000,-4.0850306,-88.114059
2098000000,-4.0691214,-88.238304
2099000000,-4.0798731,-88.387878
2100000000,-4.0696473,-88.556602
2101000000,-4.0676599,-88.671539
2102000000,-4.0561152,-88.732887
2103000000,-4.064394,-88.889305
2104000000,-4.0358186,-88.815826
2105000000,-4.0348787,-88.851471
2106000000,-4.0570965,-88.9925
2107000000,-4.0505261,-89.190765
2108000000,-4.0245423,-89.297829
2109000000,-4.0325637,-89.373199
2110000000,-4.0431671,-89.347717
2111000000,-4.0192552,-89.573463
2112000000,-4.0129929,-89.709312
2113000000,-4.0266967,-89.873116
2114000000,-3.9964306,-89.815933
2115000000,-4.0105095,-89.902718
2116000000,-4.0239897,-90.107063
2117000000,-3.9956844,-90.06823
2118000000,-3.9971576,-90.372101
2119000000,-3.9888933,-90.21167
2120000000,-3.9812896,-90.399635
2121000000,-4.007688,-90.465637
2122000000,-4.0002422,-90.511955
2123000000,-3.9685864,-90.692741
2124000000,-3.9455876,-90.970642
2125000000,-3.9476662,-90.957085
2126000000,-3.9459541,-91.27832
2127000000,-3.9544897,-91.024399
2128000000,-3.9756472,-91.040886
2129000000,-3.9514556,-91.326675
2130000000,-3.9610531,-91.302605
2131000000,-3.9499469,-91.470818
2132000000,-3.9646671,-91.660355
2133000000,-3.933223,-91.62178
2134000000,-3.9645872,-91.916138
2135000000,-3.9445944,-92.13575
2136000000,-3.9353707,-91.94191
2137000000,-3.9230695,-92.039795
2138000000,-3.9190218,-92.254181
2139000000,-3.9354246,-92.280914
2140000000,-3.9101436,-92.464264
2141000000,-3.9051797,-92.30571
2142000000,-3.9098134,-92.412689
2143000000,-3.8877544,-92.63588
2144000000,-3.8916004,-92.744217
2145000000,-3.8875406,-92.699112
2146000000,-3.8485978,-93.001862
2147000000,-3.8786867,-93.031578
2148000000,-3.8769121,-93.10054
2149000000,-3.9108825,-93.061569
2150000000,-3.8652604,-93.371704
2151000000,-3.8536639,-93.490395
2152000000,-3.8686478,-93.539505
2153000000,-3.8607528,-93.496826
2154000000,-3.8502209,-93.737862
2155000000,-3.8819516,-93.906067
2156000000,-3.8593349,-93.896675
2157000000,-3.8595066,-93.883156
2158000000,-3.8157082,-94.054634
2159000000,-3.8367896,-93.945061
2160000000,-3.8293681,-94.148651
2161000000,-3.8431566,-94.38797
2162000000,-3.7998946,-94.621819
2163000000,-3.822217,-94.598145
2164000000,-3.865371,-94.382912
2165000000,-3.8345304,-94.851768
2166000000,-3.8159723,-95.106972
2167000000,-3.8087015,-94.92794
2168000000,-3.8066549,-95.036224
2169000000,-3.8052514,-94.996063
2170000000,-3.8283114,-95.307625
2171000000,-3.81251,-95.284714
2172000000,-3.8019149,-95.183929
2173000000,-3.7948658,-95.596191
2174000000,-3.8017461,-95.561172
2175000000,-3.7686405,-95.637131
2176000000,-3.8196144,-95.678391
2177000000,-3.7875962,-95.761749
2178000000,-3.7455359,-95.912933
2179000000,-3.7864852,-95.932701
2180000000,-3.7972245,-96.075005
2181000000,-3.7632897,-96.236984
2182000000,-3.7733917,-96.462944
2183000000,-3.7824504,-96.345634
2184000000,-3.7664695,-96.536469
2185000000,-3.7467248,-96.63385
2186000000,-3.7388916,-96.397308
2187000000,-3.7491536,-96.856735
2188000000,-3.7582588,-96.944084
2189000000,-3.7470772,-97.041939
2190000000,-3.735615,-96.768875
2191000000,-3.7479568,-97.084435
2192000000,-3.7246287,-97.18882
2193000000,-3.7408018,-97.478157
2194000000,-3.7522435,-97.544983
2195000000,-3.7580824,-97.550194
2196000000,-3.7257948,-97.804413
2197000000,-3.727694,-97.902412
2198000000,-3.6899993,-97.907196
2199000000,-3.709305,-97.975761
2200000000,-3.7300076,-98.116722
2201000000,-3.692765,-98.200989
2202000000,-3.7123077,-98.238129
2203000000,-3.7132378,-98.440208
2204000000,-3.6975217,-98.621964
2205000000,-3.6892993,-98.539513
2206000000,-3.7063427,-98.472435
2207000000,-3.6802483,-98.719391
2208000000,-3.6743248,-98.981956
2209000000,-3.6972561,-98.914734
2210000000,-3.6911509,-98.974411
2211000000,-3.6764734,-99.095367
2212000000,-3.7048073,-99.226181
2213000000,-3.6871161,-99.138496
2214000000,-3.6733985,-99.098022
2215000000,-3.6540031,-99.415787
2216000000,-3.697403,-99.580666
2217000000,-3.6433239,-99.848808
2218000000,-3.6453335,-99.781204
2219000000,-3.6475093,-99.919685
2220000000,-3.6702769,-99.930557
2221000000,-3.6680074,-100.00941
2222000000,-3.6562467,-100.06173
2223000000,-3.6456616,-100.33055
2224000000,-3.6688156,-100.19715
2225000000,-3.6432092,-100.36364
2226000000,-3.6273782,-100.58486
2227000000,-3.6626487,-100.67795
2228000000,-3.6087527,-100.70715
2229000000,-3.6213822,-100.79324
2230000000,-3.6556997,-100.83447
2231000000,-3.6249704,-100.97513
2232000000,-3.6605902,-101.13373
2233000000,-3.6334922,-101.20453
2234000000,-3.6238558,-101.05849
2235000000,-3.6027312,-101.37434
2236000000,-3.6183825,-101.30759
2237000000,-3.6310771,-101.56715
2238000000,-3.5873325,-101.53862
2239000000,-3.6270142,-101.7413
2240000000,-3.601336,-101.77496
2241000000,-3.6131597,-101.72467
2242000000,-3.6105976,-101.86207
2243000000,-3.6156847,-102.0392
2244000000,-3.5826266,-102.21669
2245000000,-3.6205058,-102.19876
2246000000,-3.5837252,-102.20689
2247000000,-3.5720468,-102.53167
2248000000,-3.5627525,-102.67053
2249000000,-3.5756817,-102.61976
2250000000,-3.6007814,-102.74645
2251000000,-3.5778801,-102.81382
2252000000,-3.5729623,-102.92061
2253000000,-3.5739636,-102.85068
2254000000,-3.5588422,-103.05616
2255000000,-3.572989,-103.19493
2256000000,-3.5813298,-103.37465
2257000000,-3.5750854,-103.30988
2258000000,-3.5968916,-103.36018
2259000000,-3.5737844,-103.67848
2260000000,-3.5538497,-103.59975
2261000000,-3.5615823,-103.65672
2262000000,-3.5615184,-103.89891
2263000000,-3.5493107,-103.90558
2264000000,-3.5743685,-103.87045
2265000000,-3.5663722,-103.98777
2266000000,-3.5627031,-104.06631
2267000000,-3.520442,-104.22534
2268000000,-3.5415866,-104.27887
2269000000,-3.5808854,-104.40736
2270000000,-3.5334492,-104.63612
2271000000,-3.5466738,-104.59776
2272000000,-3.5282972,-104.62767
2273000000,-3.535629,-104.81409
2274000000,-3.5364575,-104.97736
2275000000,-3.5364344,-104.91447
2276000000,-3.5298369,-105.15799
2277000000,-3.5037494,-105.23747
2278000000,-3.5252836,-105.34413
2279000000,-3.5229714,-105.32316
2280000000,-3.5393746,-105.62592
2281000000,-3.5309601,-105.6551
2282000000,-3.5124857,-105.74796
2283000000,-3.5087719,-105.77936
2284000000,-3.5051267,-105.78943
2285000000,-3.5045545,-106.15359
2286000000,-3.5008826,-106.21875
2287000000,-3.5142074,-106.23786
2288000000,-3.5098636,-106.18256
2289000000,-3.4889019,-106.2793
2290000000,-3.4818811,-106.40094
2291000000,-3.5001094,-106.59554
2292000000,-3.5231299,-106.61803
2293000000,-3.5082641,-106.65474
2294000000,-3.4578497,-106.75244
2295000000,-3.5095191,-106.87043
2296000000,-3.4795551,-107.09698
2297000000,-3.4839997,-106.97624
2298000000,-3.4805624,-107.13769
2299000000,-3.4636889,-107.26242
2300000000,-3.441463,-107.43457
2301000000,-3.4820094,-107.52216
2302000000,-3.47279,-107.55912
2303000000,-3.458993,-107.59812
2304000000,-3.4708431,-107.40984
2305000000,-3.4667187,-107.6614
2306000000,-3.4943147,-107.83543
2307000000,-3.4994273,-107.85412
2308000000,-3.4510701,-108.0875
2309000000,-3.4558113,-108.25867
2310000000,-3.4709883,-108.18916
2311000000,-3.4502068,-108.31911
2312000000,-3.4808922,-108.41951
2313000000,-3.4767153,-108.5236
2314000000,-3.4688315,-108.43622
2315000000,-3.477567,-108.75903
2316000000,-3.4362662,-108.87623
2317000000,-3.4514778,-108.72006
2318000000,-3.442271,-108.96537
2319000000,-3.4454882,-109.15687
2320000000,-3.4505568,-109.14039
2321000000,-3.4357512,-109.08254
2322000000,-3.427402,-109.4052
2323000000,-3.4352398,-109.5356
2324000000,-3.410934,-109.56815
2325000000,-3.4606481,-109.63197
2326000000,-3.4173741,-109.61452
2327000000,-3.4418316,-109.70845
2328000000,-3.445148,-110.04548
2329000000,-3.4354553,-110.02557
2330000000,-3.4483731,-110.17114
2331000000,-3.4261239,-110.25677
2332000000,-3.4706407,-110.31222
2333000000,-3.4656162,-110.36571
2334000000,-3.4244387,-110.37054
2335000000,-3.4135773,-110.71658
2336000000,-3.386785,-110.6233
2337000000,-3.4204209,-110.69697
2338000000,-3.4056325,-110.74785
2339000000,-3.4511716,-110.84838
2340000000,-3.3906345,-110.77643
2341000000,-3.4454105,-110.86606
2342000000,-3.3885982,-111.32901
2343000000,-3.4129875,-111.31109
2344000000,-3.4146357,-111.37058
2345000000,-3.384515,-111.20464
2346000000,-3.4356074,-111.61301
2347000000,-3.4140177,-111.59423
2348000000,-3.4099636,-111.73519
2349000000,-3.4274516,-111.74491
2350000000,-3.3873312,-111.92805
2351000000,-3.4209602,-111.91188
2352000000,-3.3948722,-112.10636
2353000000,-3.3889256,-112.1368
2354000000,-3.384825,-112.20535
2355000000,-3.4160447,-112.25839
2356000000,-3.3891108,-112.37015
2357000000,-3.3896992,-112.49757
2358000000,-3.4041293,-112.46654
2359000000,-3.4126413,-112.82133
2360000000,-3.4017785,-112.85233
2361000000,-3.3840811,-112.72498
2362000000,-3.3947101,-112.65572
2363000000,-3.4099817,-112.93721
2364000000,-3.3958223,-113.137
2365000000,-3.3884006,-113.25482
2366000000,-3.3890762,-113.32967
2367000000,-3.3968785,-113.52478
2368000000,-3.3470459,-113.6027
2369000000,-3.3583376,-113.62613
2370000000,-3.3876712,-113.71907
2371000000,-3.3866723,-113.6458
2372000000,-3.3836257,-114.0521
2373000000,-3.3837759,-113.79432
2374000000,-3.3917673,-114.19421
2375000000,-3.3878019,-114.24222
2376000000,-3.3640094,-114.17638
2377000000,-3.3350217,-114.20666
2378000000,-3.396121,-114.59462
2379000000,-3.3917928,-114.70523
2380000000,-3.3771133,-114.65125
2381000000,-3.3679347,-114.68064
2382000000,-3.3751764,-114.62843
2383000000,-3.3716815,-114.90695
2384000000,-3.3723278,-114.8885
2385000000,-3.3786762,-115.10231
2386000000,-3.3510149,-115.25342
2387000000,-3.3480246,-115.28015
2388000000,-3.3536656,-115.27274
2389000000,-3.3415563,-115.14733
2390000000,-3.3857455,-115.40801
2391000000,-3.3728116,-115.5695
2392000000,-3.3200929,-115.54785
2393000000,-3.3558526,-115.6271
2394000000,-3.3505845,-115.70518
2395000000,-3.3312871,-115.75677
2396000000,-3.3423796,-116.16854
2397000000,-3.3358505,-116.13657
2398000000,-3.3580406,-116.0231
2399000000,-3.3573723,-116.33853
2400000000,-3.3358009,-116.58972
2401000000,-3.3582256,-116.4004
2402000000,-3.3618479,-116.62256
2403000000,-3.3522632,-116.73421
2404000000,-3.3376131,-116.84189
2405000000,-3.3376501,-116.94815
2406000000,-3.3605857,-116.84415
2407000000,-3.3192079,-117.20636
2408000000,-3.3424935,-117.20152
2409000000,-3.3301344,-117.01145
2410000000,-3.3369024,-117.47114
2411000000,-3.3548386,-117.54523
2412000000,-3.3502829,-117.53993
2413000000,-3.3376255,-117.70849
2414000000,-3.3263278,-117.79202
2415000000,-3.3273273,-117.85124
2416000000,-3.3391542,-117.94178
2417000000,-3.3386452,-117.76396
2418000000,-3.3169158,-118.15524
2419000000,-3.3487265,-118.15032
2420000000,-3.3468854,-118.29807
2421000000,-3.31059,-118.38476
2422000000,-3.3327453,-118.51512
2423000000,-3.331615,-118.41702
2424000000,-3.3343208,-118.62489
2425000000,-3.3430016,-118.7542
2426000000,-3.2987869,-118.55217
2427000000,-3.3355541,-118.86237
2428000000,-3.2934999,-118.96762
2429000000,-3.2941866,-119.03918
2430000000,-3.3079817,-119.00778
2431000000,-3.3140125,-119.20753
2432000000,-3.3242304,-119.32364
2433000000,-3.3027284,-119.56004
2434000000,-3.3111284,-119.56189
2435000000,-3.3119941,-119.5086
2436000000,-3.3330433,-119.75919
2437000000,-3.3258932,-119.73062
2438000000,-3.2964089,-119.83676
2439000000,-3.3187418,-119.74409
2440000000,-3.3090518,-120.0615
2441000000,-3.2695663,-120.17218
2442000000,-3.339783,-120.17009
2443000000,-3.3039014,-120.23918
2444000000,-3.3023763,-120.47272
2445000000,-3.3116629,-120.62718
2446000000,-3.3061914,-120.55977
2447000000,-3.3087084,-120.84028
2448000000,-3.31724,-120.90727
2449000000,-3.2817082,-120.84351
2450000000,-3.2898746,-121.07484
2451000000,-3.2670231,-120.97764
2452000000,-3.3079169,-121.32922
2453000000,-3.2649076,-121.32587
2454000000,-3.2877524,-121.34071
2455000000,-3.3226025,-121.39691
2456000000,-3.3057353,-121.38255
2457000000,-3.3109388,-121.48238
2458000000,-3.2593408,-121.69887
2459000000,-3.3157854,-121.66927
2460000000,-3.2788458,-122.13618
2461000000,-3.3160319,-122.04107
2462000000,-3.3056333,-122.20512
2463000000,-3.2809153,-122.22896
2464000000,-3.2944398,-122.3634
2465000000,-3.2957253,-122.32214
2466000000,-3.3041849,-122.30085
2467000000,-3.2839117,-122.45619
2468000000,-3.2792563,-122.57029
2469000000,-3.2742946,-122.70443
2470000000,-3.2846515,-122.70036
2471000000,-3.3140681,-122.87556
2472000000,-3.3110583,-123.13876
2473000000,-3.2676103,-123.17516
2474000000,-3.3204594,-123.41489
2475000000,-3.2884023,-123.38133
2476000000,-3.2908874,-123.43148
2477000000,-3.2891829,-123.41733
2478000000,-3.2912128,-123.60538
2479000000,-3.2936416,-123.50826
2480000000,-3.2847233,-123.54375
2481000000,-3.2999184,-123.84804
2482000000,-3.2986636,-123.66795
2483000000,-3.263588,-123.93302
2484000000,-3.3013921,-124.04632
2485000000,-3.2832496,-124.0786
2486000000,-3.2806845,-124.13324
2487000000,-3.2926576,-124.36693
2488000000,-3.3007181,-124.5439
2489000000,-3.2816944,-124.68414
2490000000,-3.2552311,-124.53573
2491000000,-3.2853193,-124.85513
2492000000,-3.2748365,-124.86066
2493000000,-3.2604928,-124.94006
2494000000,-3.2998462,-125.00145
2495000000,-3.2948585,-125.08045
2496000000,-3.2877367,-125.50926
2497000000,-3.3151188,-125.21516
2498000000,-3.297915,-125.439
2499000000,-3.2930119,-125.40704
2500000000,-3.2888353,-125.53548
2501000000,-3.2866101,-125.64754
2502000000,-3.2846923,-125.67731
2503000000,-3.264653,-125.80016
2504000000,-3.2775717,-125.87073
2505000000,-3.2753813,-125.80098
2506000000,-3.2887604,-126.10084
2507000000,-3.2834222,-126.26701
2508000000,-3.2919602,-126.19198
2509000000,-3.273891,-126.31085
2510000000,-3.2994897,-126.42618
2511000000,-3.3158455,-126.36092
2512000000,-3.2765229,-126.36712
2513000000,-3.2704923,-126.50562
2514000000,-3.2743747,-126.76836
2515000000,-3.2884078,-127.02596
2516000000,-3.2576063,-127.0433
2517000000,-3.2453578,-127.06965
2518000000,-3.2987483,-127.01677
2519000000,-3.248858,-127.37946
2520000000,-3.2887061,-127.29675
2521000000,-3.2704186,-127.38632
2522000000,-3.2981522,-127.43722
2523000000,-3.2870238,-127.45405
2524000000,-3.2833481,-127.77516
2525000000,-3.2523112,-127.6188
2526000000,-3.2827702,-127.81817
2527000000,-3.2730858,-128.04532
2528000000,-3.253175,-128.11858
2529000000,-3.2715442,-127.95435
2530000000,-3.3052933,-128.29347
2531000000,-3.2708836,-128.52812
2532000000,-3.2985501,-128.38647
2533000000,-3.2628505,-128.61668
2534000000,-3.2852747,-128.64386
2535000000,-3.3060265,-128.69702
2536000000,-3.2590604,-128.83899
2537000000,-3.2806077,-128.83984
2538000000,-3.2446043,-129.09029
2539000000,-3.2551169,-129.09662
2540000000,-3.2890859,-129.08643
2541000000,-3.2673833,-129.38332
2542000000,-3.2850974,-129.31029
2543000000,-3.2486122,-129.51976
2544000000,-3.2404799,-129.38219
2545000000,-3.2748263,-129.65997
2546000000,-3.2666996,-129.64857
2547000000,-3.2821207,-129.6261
2548000000,-3.2834733,-129.9512
2549000000,-3.2637408,-129.89923
2550000000,-3.2630916,-129.84991
2551000000,-3.2808034,-130.22475
2552000000,-3.2908297,-130.22209
2553000000,-3.2711499,-130.12424
2554000000,-3.2424216,-130.36664
2555000000,-3.2306967,-130.41165
2556000000,-3.2707112,-130.62054
2557000000,-3.2884924,-130.67064
2558000000,-3.2977629,-130.60516
2559000000,-3.2832966,-130.84848
2560000000,-3.2528272,-130.88376
2561000000,-3.2681348,-130.83461
2562000000,-3.2697492,-131.06525
2563000000,-3.2865922,-131.41162
2564000000,-3.2939584,-131.34772
2565000000,-3.2801781,-131.45105
2566000000,-3.3018408,-131.43614
2567000000,-3.3017287,-131.74574
2568000000,-3.2662828,-131.67815
2569000000,-3.2712157,-131.99661
