Freq(Hz),S21 Log Mag(dB),S21 Phase(�)
1225000000,-7.3494363,-76.96759
1226000000,-7.3487949,-77.27623
1227000000,-7.3774219,-77.342041
1228000000,-7.3765869,-77.464615
1229000000,-7.3618464,-77.408287
1230000000,-7.4003143,-77.622612
1231000000,-7.3846292,-77.751854
1232000000,-7.427887,-77.616997
1233000000,-7.4190254,-77.842346
1234000000,-7.4458947,-77.925079
1235000000,-7.421536,-77.889259
1236000000,-7.4531221,-77.919594
1237000000,-7.4487801,-78.101631
1238000000,-7.4513779,-78.082138
1239000000,-7.4851785,-78.109238
1240000000,-7.4946594,-78.286758
1241000000,-7.4826908,-78.26976
1242000000,-7.5098124,-78.40654
1243000000,-7.4961829,-78.400085
1244000000,-7.5321593,-78.437981
1245000000,-7.5654292,-78.551582
1246000000,-7.5547361,-78.767792
1247000000,-7.5612688,-78.870438
1248000000,-7.5682797,-78.830833
1249000000,-7.5692468,-78.76638
1250000000,-7.6361179,-78.876488
1251000000,-7.5849376,-79.024384
1252000000,-7.6082978,-79.056557
1253000000,-7.6411309,-79.036453
1254000000,-7.6428113,-79.296646
1255000000,-7.6306171,-79.210434
1256000000,-7.6712289,-79.308929
1257000000,-7.6658344,-79.464401
1258000000,-7.6818976,-79.418671
1259000000,-7.672636,-79.694931
1260000000,-7.7354603,-79.358742
1261000000,-7.7202272,-79.453651
1262000000,-7.7427497,-79.757721
1263000000,-7.7519259,-79.832581
1264000000,-7.7528362,-79.707161
1265000000,-7.7650228,-79.779846
1266000000,-7.7780981,-79.804802
1267000000,-7.7653799,-80.032043
1268000000,-7.7877035,-80.030258
1269000000,-7.8142271,-80.199577
1270000000,-7.8469043,-80.070099
1271000000,-7.8411069,-80.331696
1272000000,-7.8412566,-80.552055
1273000000,-7.8517976,-80.446472
1274000000,-7.8801475,-80.5858
1275000000,-7.8703384,-80.604088
1276000000,-7.9144826,-80.582603
1277000000,-7.926939,-80.679619
1278000000,-7.9224443,-80.559753
1279000000,-7.9447908,-80.782402
1280000000,-7.9661798,-81.13121
1281000000,-7.9993911,-80.769409
1282000000,-7.998786,-81.08213
1283000000,-7.9949036,-80.985558
1284000000,-7.9809446,-81.098633
1285000000,-8.0205412,-81.229866
1286000000,-8.0131035,-81.087105
1287000000,-8.0634098,-81.164886
1288000000,-8.0426817,-81.185287
1289000000,-8.0970631,-81.378723
1290000000,-8.0942039,-81.398605
1291000000,-8.1022654,-81.315735
1292000000,-8.1172009,-81.47699
1293000000,-8.1339808,-81.518311
1294000000,-8.1071596,-81.506256
1295000000,-8.1383505,-81.6856
1296000000,-8.1437931,-81.564888
1297000000,-8.214179,-81.806564
1298000000,-8.1966076,-81.933075
1299000000,-8.2115269,-81.804085
1300000000,-8.2258701,-82.09787
1301000000,-8.2555466,-81.987076
1302000000,-8.24119,-81.982079
1303000000,-8.2522287,-82.228378
1304000000,-8.2756128,-82.15361
1305000000,-8.293787,-82.072609
1306000000,-8.3018732,-82.164772
1307000000,-8.3351135,-82.381149
1308000000,-8.3680344,-82.215797
1309000000,-8.3488932,-82.374657
1310000000,-8.3764038,-82.541611
1311000000,-8.3879423,-82.502365
1312000000,-8.4007025,-82.590958
1313000000,-8.4058523,-82.432854
1314000000,-8.4341297,-82.847183
1315000000,-8.4447269,-82.81321
1316000000,-8.4717369,-82.782463
1317000000,-8.4721804,-82.733459
1318000000,-8.4768257,-82.81266
1319000000,-8.5022984,-82.744469
1320000000,-8.5217714,-82.955055
1321000000,-8.5281057,-82.950935
1322000000,-8.5207729,-82.911102
1323000000,-8.5673723,-83.114182
1324000000,-8.5882816,-82.947464
1325000000,-8.5774784,-83.164055
1326000000,-8.6193008,-83.077087
1327000000,-8.6233368,-83.082062
1328000000,-8.6137848,-83.067764
1329000000,-8.6810455,-83.260811
1330000000,-8.6764736,-83.328102
1331000000,-8.7229824,-83.339981
1332000000,-8.6953659,-83.387161
1333000000,-8.7314548,-83.616379
1334000000,-8.7424135,-83.550095
1335000000,-8.7401628,-83.374084
1336000000,-8.7628746,-83.502861
1337000000,-8.7728338,-83.593063
1338000000,-8.7908373,-83.606621
1339000000,-8.80832,-83.657341
1340000000,-8.8332205,-83.759941
1341000000,-8.8666668,-83.577538
1342000000,-8.8558941,-83.76577
1343000000,-8.8749466,-83.700462
1344000000,-8.9088144,-83.762146
1345000000,-8.9481564,-84.043983
1346000000,-8.9272661,-83.919426
1347000000,-8.9712343,-83.820435
1348000000,-8.969532,-83.840813
1349000000,-8.9997263,-84.023148
1350000000,-9.003767,-84.007446
1351000000,-9.0189238,-84.009583
1352000000,-9.0557108,-84.071404
1353000000,-9.0250845,-84.039642
1354000000,-9.0706902,-84.068062
1355000000,-9.1248207,-84.094223
1356000000,-9.1171837,-84.191643
1357000000,-9.117198,-84.256401
1358000000,-9.1455889,-84.090134
1359000000,-9.1519642,-84.204933
1360000000,-9.1533432,-84.298538
1361000000,-9.2027988,-84.281693
1362000000,-9.2182293,-84.373108
1363000000,-9.2390003,-84.337906
1364000000,-9.2379303,-84.482597
1365000000,-9.2735872,-84.326897
1366000000,-9.2561722,-84.344467
1367000000,-9.2967253,-84.406303
1368000000,-9.3325682,-84.396149
1369000000,-9.347744,-84.280388
1370000000,-9.346386,-84.431915
1371000000,-9.3944216,-84.389633
1372000000,-9.4007196,-84.584816
1373000000,-9.4055805,-84.448463
1374000000,-9.4097614,-84.464211
1375000000,-9.4569893,-84.521049
1376000000,-9.4772243,-84.305946
1377000000,-9.4974508,-84.596672
1378000000,-9.50319,-84.358467
1379000000,-9.5140047,-84.463127
1380000000,-9.5694942,-84.516922
1381000000,-9.5779238,-84.561996
1382000000,-9.5757465,-84.589478
1383000000,-9.5996475,-84.269775
1384000000,-9.6281071,-84.351112
1385000000,-9.6301231,-84.618011
1386000000,-9.6316414,-84.478134
1387000000,-9.7091494,-84.327126
1388000000,-9.7476873,-84.398125
1389000000,-9.7366209,-84.491486
1390000000,-9.7530069,-84.586349
1391000000,-9.7905712,-84.405952
1392000000,-9.7806091,-84.499245
1393000000,-9.8047733,-84.552917
1394000000,-9.8061228,-84.560013
1395000000,-9.8307991,-84.372925
1396000000,-9.8497591,-84.468819
1397000000,-9.8724327,-84.423737
1398000000,-9.8988953,-84.246529
1399000000,-9.8961287,-84.33931
1400000000,-9.9176636,-84.350655
1401000000,-9.9554052,-84.344322
1402000000,-9.9956989,-84.121292
1403000000,-9.9801769,-84.26078
1404000000,-10.012665,-84.196259
1405000000,-10.012591,-84.194656
1406000000,-10.079782,-84.438942
1407000000,-10.107014,-84.184395
1408000000,-10.093329,-84.181519
1409000000,-10.071126,-84.125778
1410000000,-10.144724,-84.18679
1411000000,-10.168811,-84.181908
1412000000,-10.142031,-84.184311
1413000000,-10.175695,-84.02005
1414000000,-10.196213,-83.987282
1415000000,-10.218415,-84.02919
1416000000,-10.236041,-84.044594
1417000000,-10.256688,-83.959961
1418000000,-10.279489,-83.667908
1419000000,-10.288491,-83.972252
1420000000,-10.344336,-83.919289
1421000000,-10.316713,-83.608849
1422000000,-10.354012,-83.853722
1423000000,-10.357576,-83.670074
1424000000,-10.385302,-83.576942
1425000000,-10.429546,-83.40387
1426000000,-10.45973,-83.534248
1427000000,-10.475375,-83.455498
1428000000,-10.474089,-83.443481
1429000000,-10.488333,-83.362877
1430000000,-10.522958,-83.26075
1431000000,-10.533579,-83.348824
1432000000,-10.5444,-83.219521
1433000000,-10.593483,-83.153519
1434000000,-10.59941,-83.126595
1435000000,-10.584064,-82.995552
1436000000,-10.625644,-82.933929
1437000000,-10.663674,-83.01606
1438000000,-10.673611,-82.894318
1439000000,-10.714276,-82.753174
1440000000,-10.713747,-82.707626
1441000000,-10.749081,-82.545052
1442000000,-10.760025,-82.50592
1443000000,-10.77303,-82.571205
1444000000,-10.771399,-82.346031
1445000000,-10.805578,-82.373177
1446000000,-10.840058,-82.353218
1447000000,-10.833833,-82.090233
1448000000,-10.833569,-82.237541
1449000000,-10.901113,-82.093445
1450000000,-10.913288,-81.994102
1451000000,-10.915527,-82.033577
1452000000,-10.896512,-81.707428
1453000000,-10.98308,-81.840149
1454000000,-10.971998,-81.632095
1455000000,-11.013681,-81.538994
1456000000,-11.000228,-81.394623
1457000000,-11.030039,-81.124374
1458000000,-11.054606,-81.39621
1459000000,-11.075655,-81.094841
1460000000,-11.05654,-80.945374
1461000000,-11.092403,-81.044434
1462000000,-11.110651,-80.954163
1463000000,-11.140366,-80.945549
1464000000,-11.142669,-80.532547
1465000000,-11.180465,-80.812675
1466000000,-11.185986,-80.33017
1467000000,-11.225621,-80.407692
1468000000,-11.185032,-80.322464
1469000000,-11.220822,-80.29229
1470000000,-11.227006,-79.891418
1471000000,-11.25103,-80.003441
1472000000,-11.283582,-80.020302
1473000000,-11.318875,-79.652832
1474000000,-11.293721,-79.708878
1475000000,-11.341331,-79.394257
1476000000,-11.336159,-79.293922
1477000000,-11.36054,-79.152771
1478000000,-11.40145,-79.124008
1479000000,-11.397092,-79.04895
1480000000,-11.406177,-78.901848
1481000000,-11.399942,-78.83107
1482000000,-11.428965,-78.876945
1483000000,-11.435545,-78.292038
1484000000,-11.460174,-78.382385
1485000000,-11.476027,-78.194054
1486000000,-11.47445,-78.019402
1487000000,-11.50024,-78.072159
1488000000,-11.539318,-77.809921
1489000000,-11.525404,-77.705826
1490000000,-11.545156,-77.543892
1491000000,-11.549479,-77.430496
1492000000,-11.57291,-77.359138
1493000000,-11.5707,-76.903748
1494000000,-11.575986,-76.963875
1495000000,-11.601309,-76.915497
1496000000,-11.5891,-76.750725
1497000000,-11.633814,-76.64566
1498000000,-11.633921,-76.394279
1499000000,-11.629072,-76.278976
1500000000,-11.644725,-76.386589
1501000000,-11.671388,-76.125534
1502000000,-11.673845,-75.835403
1503000000,-11.647494,-75.490807
1504000000,-11.662732,-75.569481
1505000000,-11.683042,-75.640747
1506000000,-11.721869,-75.372948
1507000000,-11.713249,-75.041542
1508000000,-11.69586,-74.983681
1509000000,-11.730035,-74.649246
1510000000,-11.73337,-74.578682
1511000000,-11.746607,-74.419098
1512000000,-11.743711,-74.231422
1513000000,-11.719949,-74.02108
1514000000,-11.763389,-73.836044
1515000000,-11.77698,-73.789299
1516000000,-11.774248,-73.596062
1517000000,-11.79668,-73.497238
1518000000,-11.777049,-73.08815
1519000000,-11.776372,-72.950806
1520000000,-11.778684,-72.819389
1521000000,-11.817126,-72.769432
1522000000,-11.810641,-72.520218
1523000000,-11.814658,-72.544289
1524000000,-11.814102,-72.382111
1525000000,-11.812477,-72.17086
1526000000,-11.817343,-72.029831
1527000000,-11.841805,-71.805367
1528000000,-11.826109,-71.585518
1529000000,-11.818244,-71.394012
1530000000,-11.853291,-71.080872
1531000000,-11.817441,-71.193047
1532000000,-11.820884,-70.639
1533000000,-11.836287,-70.729652
1534000000,-11.807403,-70.374458
1535000000,-11.830188,-70.391411
1536000000,-11.772468,-70.326721
1537000000,-11.810803,-69.929199
1538000000,-11.810223,-69.904251
1539000000,-11.820424,-69.864845
1540000000,-11.834706,-69.558319
1541000000,-11.863583,-69.276711
1542000000,-11.830445,-69.081116
1543000000,-11.827133,-69.124245
1544000000,-11.811465,-68.788483
1545000000,-11.845684,-68.664459
1546000000,-11.802585,-68.407936
1547000000,-11.810436,-68.515144
1548000000,-11.812073,-68.049171
1549000000,-11.770282,-67.985214
1550000000,-11.83056,-67.817665
1551000000,-11.778263,-67.625404
1552000000,-11.786397,-67.63195
1553000000,-11.779357,-67.161491
1554000000,-11.740258,-67.077354
1555000000,-11.752832,-66.858002
1556000000,-11.741243,-66.595139
1557000000,-11.753835,-66.600838
1558000000,-11.741899,-66.438744
1559000000,-11.707201,-66.35878
1560000000,-11.742156,-66.190857
1561000000,-11.699886,-65.90097
1562000000,-11.709235,-65.732483
1563000000,-11.733373,-65.570892
1564000000,-11.684101,-65.490654
1565000000,-11.682003,-65.331146
1566000000,-11.643728,-64.958687
1567000000,-11.655155,-64.940163
1568000000,-11.630781,-64.467972
1569000000,-11.626734,-64.548981
1570000000,-11.638583,-64.439095
1571000000,-11.623453,-64.153915
1572000000,-11.601093,-64.028008
1573000000,-11.609823,-63.965698
1574000000,-11.571117,-63.739178
1575000000,-11.53851,-63.602844
1576000000,-11.553611,-63.322369
1577000000,-11.520807,-63.319515
1578000000,-11.506094,-62.994461
1579000000,-11.519549,-63.069427
1580000000,-11.50126,-62.734497
1581000000,-11.486485,-62.572094
1582000000,-11.469268,-62.539017
1583000000,-11.453466,-62.411606
1584000000,-11.459977,-62.285645
1585000000,-11.437787,-62.091221
1586000000,-11.439545,-61.965492
1587000000,-11.392166,-61.794247
1588000000,-11.410194,-61.75845
1589000000,-11.357038,-61.632301
1590000000,-11.344639,-61.406441
1591000000,-11.335303,-61.299004
1592000000,-11.32,-61.160999
1593000000,-11.297823,-60.874821
1594000000,-11.267445,-60.767326
1595000000,-11.273266,-60.5228
1596000000,-11.241168,-60.445625
1597000000,-11.238486,-60.390732
1598000000,-11.197329,-60.218124
1599000000,-11.181507,-60.221401
1600000000,-11.163056,-59.968632
1601000000,-11.144634,-60.040432
1602000000,-11.141949,-59.780392
1603000000,-11.099494,-59.518311
1604000000,-11.091817,-59.63308
1605000000,-11.07818,-59.29689
1606000000,-11.056825,-59.170456
1607000000,-11.040064,-59.259956
1608000000,-11.011662,-58.899158
1609000000,-10.961681,-59.100246
1610000000,-10.958972,-58.882732
1611000000,-10.947337,-58.84288
1612000000,-10.918356,-58.648117
1613000000,-10.89483,-58.389942
1614000000,-10.889786,-58.329945
1615000000,-10.889663,-58.09201
1616000000,-10.867018,-58.168728
1617000000,-10.827261,-57.981606
1618000000,-10.799734,-57.878067
1619000000,-10.761505,-58.143463
1620000000,-10.759556,-57.881161
1621000000,-10.722603,-57.783413
1622000000,-10.698899,-57.609158
1623000000,-10.667972,-57.578953
1624000000,-10.668807,-57.460854
1625000000,-10.645428,-57.440514
1626000000,-10.636142,-57.139256
1627000000,-10.590929,-57.255306
1628000000,-10.603066,-57.087719
1629000000,-10.582964,-57.275101
1630000000,-10.540328,-57.050095
1631000000,-10.529681,-56.863949
1632000000,-10.47056,-56.800079
1633000000,-10.47097,-56.935287
1634000000,-10.460291,-56.584587
1635000000,-10.41403,-56.528751
1636000000,-10.38615,-56.634453
1637000000,-10.352363,-56.262295
1638000000,-10.341088,-56.464619
1639000000,-10.309664,-56.253433
1640000000,-10.318734,-56.039864
1641000000,-10.277102,-56.211391
1642000000,-10.23026,-56.092922
1643000000,-10.222157,-56.052883
1644000000,-10.19058,-55.943508
1645000000,-10.194846,-55.695709
1646000000,-10.171526,-56.012199
1647000000,-10.101749,-55.813965
1648000000,-10.10199,-55.721424
1649000000,-10.089569,-55.721363
1650000000,-10.050704,-55.634186
1651000000,-10.040566,-55.66713
1652000000,-9.9996386,-55.551094
1653000000,-9.9868021,-55.519485
1654000000,-9.9588699,-55.610447
1655000000,-9.9368191,-55.393024
1656000000,-9.9250126,-55.336273
1657000000,-9.8963928,-55.391102
1658000000,-9.8778687,-55.213703
1659000000,-9.8188992,-55.209942
1660000000,-9.807415,-55.30962
1661000000,-9.7781916,-55.088142
1662000000,-9.7810011,-55.144733
1663000000,-9.7630281,-55.085358
1664000000,-9.7175961,-55.182178
1665000000,-9.6584673,-54.99049
1666000000,-9.6735077,-54.954517
1667000000,-9.6597672,-55.105438
1668000000,-9.6306868,-54.973335
1669000000,-9.6117878,-55.006912
1670000000,-9.584691,-54.938831
1671000000,-9.5308361,-54.916828
1672000000,-9.5248728,-54.999954
1673000000,-9.5040636,-54.947952
1674000000,-9.4872026,-55.01696
1675000000,-9.4402571,-54.87508
1676000000,-9.4276409,-54.863155
1677000000,-9.3950739,-54.872753
1678000000,-9.3589773,-54.760162
1679000000,-9.3722591,-54.824711
1680000000,-9.3416052,-54.713356
1681000000,-9.2990723,-54.700348
1682000000,-9.2934732,-54.752281
1683000000,-9.2455091,-54.720505
1684000000,-9.2242785,-54.742237
1685000000,-9.2211523,-54.576164
1686000000,-9.1958408,-54.835518
1687000000,-9.1484919,-54.852592
1688000000,-9.156538,-54.721951
1689000000,-9.1087008,-54.630936
1690000000,-9.1128626,-54.579704
1691000000,-9.0595303,-54.68388
1692000000,-9.0416651,-54.728546
1693000000,-9.0225487,-54.743382
1694000000,-8.9641428,-54.961956
1695000000,-8.9664631,-55.023129
1696000000,-8.9159613,-54.801994
1697000000,-8.9050159,-54.88784
1698000000,-8.9098167,-54.787949
1699000000,-8.8606415,-54.821167
1700000000,-8.8701906,-55.032341
1701000000,-8.8421116,-54.713474
1702000000,-8.8145943,-55.093899
1703000000,-8.7950802,-54.874588
1704000000,-8.7581472,-54.837791
1705000000,-8.7504206,-54.891712
1706000000,-8.6932154,-54.929432
1707000000,-8.6874628,-55.013065
1708000000,-8.6505518,-54.955875
1709000000,-8.6598196,-55.06691
1710000000,-8.6073837,-55.212727
1711000000,-8.5786495,-54.844601
1712000000,-8.5426855,-54.997105
1713000000,-8.5355597,-55.242142
1714000000,-8.5088663,-55.150009
1715000000,-8.4956017,-55.140884
1716000000,-8.4926891,-55.212803
1717000000,-8.4299536,-55.159805
1718000000,-8.4281902,-55.263062
1719000000,-8.418108,-55.104214
1720000000,-8.3973751,-55.212547
1721000000,-8.3758945,-55.290234
1722000000,-8.3437996,-55.357662
1723000000,-8.3269625,-55.222237
1724000000,-8.2729464,-55.432602
1725000000,-8.2535315,-55.534943
1726000000,-8.2504883,-55.696129
1727000000,-8.2445869,-55.37912
1728000000,-8.2043447,-55.483379
1729000000,-8.2136984,-55.544319
1730000000,-8.1771574,-55.613701
1731000000,-8.1534615,-55.704967
1732000000,-8.1193972,-55.961975
1733000000,-8.1115398,-56.091228
1734000000,-8.0798235,-55.918728
1735000000,-8.0690718,-55.907051
1736000000,-8.0179529,-55.907528
1737000000,-8.0210695,-56.016678
1738000000,-7.9863229,-56.076988
1739000000,-7.9736581,-56.027439
1740000000,-7.9551315,-56.06955
1741000000,-7.9376054,-56.104977
1742000000,-7.9383135,-56.175201
1743000000,-7.9194002,-56.322468
1744000000,-7.8694592,-56.245502
1745000000,-7.8218026,-56.433392
1746000000,-7.834414,-56.325214
1747000000,-7.8148184,-56.518291
1748000000,-7.8446012,-56.683689
1749000000,-7.7699137,-56.524773
1750000000,-7.7485733,-56.666298
1751000000,-7.7241921,-56.841759
1752000000,-7.7144504,-56.877548
1753000000,-7.6872048,-56.717548
1754000000,-7.6551476,-56.916054
1755000000,-7.6605973,-56.960815
1756000000,-7.6299896,-57.04837
1757000000,-7.6056304,-57.063618
1758000000,-7.5767713,-57.303097
1759000000,-7.5808244,-57.343243
1760000000,-7.5486093,-57.242317
1761000000,-7.512815,-57.34808
1762000000,-7.4994202,-57.130375
1763000000,-7.5202785,-57.477913
1764000000,-7.4784517,-57.447784
1765000000,-7.4658394,-57.511486
1766000000,-7.4558573,-57.498451
1767000000,-7.4371004,-57.850773
1768000000,-7.3806157,-57.750282
1769000000,-7.3670931,-57.79987
1770000000,-7.3583593,-57.799534
1771000000,-7.3486729,-57.981537
1772000000,-7.3007226,-58.065331
1773000000,-7.2736287,-57.927086
1774000000,-7.3093104,-58.191547
1775000000,-7.2827773,-58.152729
1776000000,-7.2548871,-58.390678
1777000000,-7.2115564,-58.355728
1778000000,-7.2184424,-58.498508
1779000000,-7.1801696,-58.362484
1780000000,-7.1863089,-58.559708
1781000000,-7.1452208,-58.518349
1782000000,-7.1468301,-58.635639
1783000000,-7.1326342,-58.755714
1784000000,-7.1077461,-58.852161
1785000000,-7.0877748,-58.718113
1786000000,-7.0682621,-58.935913
1787000000,-7.0583858,-58.98708
1788000000,-7.026238,-59.056568
1789000000,-7.0032148,-59.178802
