!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Wednesday, March 02, 2016 16:55:56
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Phase(°),S21 Phase(°)
1000000000,-157.47852,176.03056
1001000000,-157.80739,175.53564
1002000000,-157.8566,175.52817
1003000000,-157.70631,175.39015
1004000000,-157.76041,175.22148
1005000000,-157.76402,175.01158
1006000000,-157.98909,174.75298
1007000000,-157.78912,174.74727
1008000000,-157.91612,174.48036
1009000000,-157.94765,174.1843
1010000000,-157.86392,174.21913
1011000000,-158.12584,173.76935
1012000000,-158.3716,173.37869
1013000000,-158.19406,173.3699
1014000000,-158.30003,173.14299
1015000000,-158.46135,172.90376
1016000000,-158.20258,173.00673
1017000000,-158.36626,172.5038
1018000000,-158.30403,172.56885
1019000000,-158.43338,172.3289
1020000000,-158.49428,172.1382
1021000000,-158.82346,171.69505
1022000000,-158.67523,171.64644
1023000000,-158.82861,171.48112
1024000000,-158.72192,171.28099
1025000000,-158.82425,171.06065
1026000000,-159.06024,170.9724
1027000000,-159.14156,170.62022
1028000000,-159.2724,170.39491
1029000000,-159.05304,170.26212
1030000000,-159.12411,170.20665
1031000000,-159.26233,169.94278
1032000000,-159.49156,169.59242
1033000000,-159.41855,169.51089
1034000000,-159.41055,169.24284
1035000000,-159.74176,169.11809
1036000000,-159.63353,168.94696
1037000000,-159.42854,168.84262
1038000000,-159.91176,168.4926
1039000000,-160.00731,168.19624
1040000000,-160.06015,168.22951
1041000000,-159.92796,168.11554
1042000000,-159.96419,167.819
1043000000,-160.17548,167.5265
1044000000,-160.07692,167.50026
1045000000,-160.55153,167.0724
1046000000,-160.39703,166.93515
1047000000,-160.57794,166.72224
1048000000,-160.95728,166.39116
1049000000,-160.57297,166.49944
1050000000,-160.86,166.01505
1051000000,-160.98421,165.85744
1052000000,-160.92416,165.89983
1053000000,-160.99075,165.61295
1054000000,-161.09293,165.35945
1055000000,-161.36682,165.08841
1056000000,-161.55156,164.79814
1057000000,-161.22536,164.95618
1058000000,-161.62086,164.38791
1059000000,-161.66496,164.33484
1060000000,-161.68451,164.33286
1061000000,-161.72295,164.03902
1062000000,-162.06059,163.62755
1063000000,-162.02609,163.60898
1064000000,-162.34801,163.3757
1065000000,-162.35094,163.19957
1066000000,-162.71065,162.88435
1067000000,-162.51146,162.71979
1068000000,-162.65141,162.68025
1069000000,-162.64505,162.42987
1070000000,-162.7491,162.25978
1071000000,-163.10146,161.99911
1072000000,-162.85558,161.82687
1073000000,-163.21674,161.58519
1074000000,-163.33731,161.38741
1075000000,-163.22087,161.33209
1076000000,-163.57027,160.87497
1077000000,-163.46725,160.90761
1078000000,-163.9487,160.51561
1079000000,-163.87315,160.23621
1080000000,-163.64607,160.05435
1081000000,-164.14091,160.04631
1082000000,-164.23938,159.68512
1083000000,-164.59851,159.29176
1084000000,-164.39348,159.47447
1085000000,-164.78471,159.05786
1086000000,-164.69983,159.13942
1087000000,-164.80675,158.81013
1088000000,-164.84167,158.84869
1089000000,-164.77895,158.49982
1090000000,-164.83052,158.23601
1091000000,-165.4292,158.00333
1092000000,-165.48744,157.75955
1093000000,-165.51799,157.71643
1094000000,-165.5854,157.32896
1095000000,-165.80164,157.28432
1096000000,-165.72566,157.12285
1097000000,-165.9346,156.79442
1098000000,-166.02298,156.5865
1099000000,-166.41776,156.44069
1100000000,-166.4678,156.24406
1101000000,-166.4588,156.07602
1102000000,-166.44435,156.07376
1103000000,-166.56277,155.78522
1104000000,-166.95015,155.45467
1105000000,-167.18719,155.24104
1106000000,-167.27298,154.84006
1107000000,-167.25551,154.83817
1108000000,-167.6368,154.64992
1109000000,-167.55357,154.36517
1110000000,-167.94846,154.18388
1111000000,-167.73236,154.08762
1112000000,-168.05968,153.91417
1113000000,-168.20709,153.71968
1114000000,-167.98279,153.64622
1115000000,-168.42099,153.33672
1116000000,-168.37582,153.16728
1117000000,-168.77307,152.87286
1118000000,-168.69792,152.68694
1119000000,-168.86211,152.45222
1120000000,-169.00291,152.27675
1121000000,-169.31224,152.11566
1122000000,-169.43686,151.85306
1123000000,-169.48283,151.64153
1124000000,-169.7178,151.46263
1125000000,-169.64659,151.06944
1126000000,-169.62572,151.17122
1127000000,-170.13251,150.7531
1128000000,-170.4883,150.67775
1129000000,-170.6041,150.37697
1130000000,-170.80437,150.06531
1131000000,-170.69289,150.00276
1132000000,-170.91132,149.90225
1133000000,-170.81262,149.84541
1134000000,-171.12326,149.51498
1135000000,-171.24524,149.29173
1136000000,-171.29269,148.9158
1137000000,-171.67012,148.7955
1138000000,-171.9287,148.64648
1139000000,-171.86832,148.43977
1140000000,-171.89963,148.43147
1141000000,-172.24367,148.06708
1142000000,-172.63033,147.76308
1143000000,-172.66588,147.54251
1144000000,-172.8243,147.42657
1145000000,-172.59126,147.35353
1146000000,-173.12361,146.93912
1147000000,-173.19057,146.76112
1148000000,-173.56819,146.53085
1149000000,-173.57199,146.48566
1150000000,-173.5872,146.23367
1151000000,-173.57225,146.01678
1152000000,-174.03416,145.78906
1153000000,-173.87668,145.79588
1154000000,-174.24562,145.57117
1155000000,-174.34048,145.20595
1156000000,-174.60153,145.02686
1157000000,-174.83113,144.86877
1158000000,-175.06831,144.45956
1159000000,-174.91272,144.42943
1160000000,-175.0777,144.26033
1161000000,-175.36411,143.99066
1162000000,-175.41945,143.7934
1163000000,-175.98262,143.62947
1164000000,-175.78651,143.41542
1165000000,-175.99063,143.22189
1166000000,-176.08878,143.07788
1167000000,-176.63441,142.68985
1168000000,-176.97609,142.63879
1169000000,-176.9064,142.34615
1170000000,-176.80879,142.25336
1171000000,-176.91927,142.03387
1172000000,-177.63429,141.55841
1173000000,-177.54919,141.54539
1174000000,-177.57333,141.5097
1175000000,-178.15686,141.06958
1176000000,-177.81767,141.01622
1177000000,-178.08965,140.82922
1178000000,-178.16066,140.60663
1179000000,-178.38322,140.47861
1180000000,-178.61775,140.19472
1181000000,-178.91542,139.97054
1182000000,-179.2226,139.69281
1183000000,-179.30434,139.64647
1184000000,-179.71115,139.37512
1185000000,-179.96675,139.20891
1186000000,-179.97662,139.12065
1187000000,179.92952,138.64868
1188000000,179.67793,138.66673
1189000000,179.44096,138.43117
1190000000,178.97301,138.02563
1191000000,179.03596,137.91158
1192000000,178.72453,137.70622
1193000000,178.85266,137.51768
1194000000,178.32382,137.23705
1195000000,178.36656,137.11958
1196000000,178.01527,136.78563
1197000000,177.69759,136.74367
1198000000,177.66142,136.46245
1199000000,177.41144,136.23274
1200000000,177.28203,136.16278
1201000000,176.86049,135.8423
1202000000,176.52277,135.6481
1203000000,176.43385,135.54509
1204000000,176.47362,135.30588
1205000000,176.11462,134.96915
1206000000,175.90765,134.87294
1207000000,175.96152,134.74857
1208000000,175.43643,134.73482
1209000000,175.13599,134.26555
1210000000,175.24806,134.22527
1211000000,174.58211,133.6916
1212000000,174.52376,133.53583
1213000000,174.39424,133.35698
1214000000,174.14005,133.19977
1215000000,173.98103,133.10234
1216000000,173.56113,132.56348
1217000000,173.72894,132.63173
1218000000,173.47041,132.4408
1219000000,173.24326,132.01456
1220000000,172.51718,132.01598
1221000000,172.65482,131.72627
1222000000,172.58488,131.72124
1223000000,172.46648,131.41887
1224000000,171.81639,131.21036
1225000000,171.56264,130.88164
1226000000,171.63622,130.67323
1227000000,171.18785,130.45116
1228000000,171.23323,130.44432
1229000000,170.64722,130.0842
1230000000,170.37271,129.98131
1231000000,170.24403,129.6855
1232000000,169.78537,129.30907
1233000000,170.19446,129.3213
1234000000,169.97551,129.12448
1235000000,169.20345,128.83664
1236000000,169.12561,128.74529
1237000000,168.7428,128.56831
1238000000,168.3914,128.08757
1239000000,168.45741,128.07562
1240000000,168.14323,127.81808
1241000000,167.91661,127.51813
1242000000,167.58038,127.37262
1243000000,167.26843,127.15225
1244000000,167.1528,127.0166
1245000000,166.47955,126.48848
1246000000,166.48779,126.61302
1247000000,166.28236,126.39098
1248000000,166.04128,126.01049
1249000000,165.79433,125.85536
1250000000,165.74599,125.78046
1251000000,165.47411,125.60203
1252000000,164.93979,125.13396
1253000000,164.79945,124.84601
1254000000,164.35599,124.70197
1255000000,164.10963,124.6234
1256000000,163.76569,124.40097
1257000000,163.58179,124.24715
1258000000,163.56511,124.07791
1259000000,163.59219,123.90311
1260000000,163.06477,123.64436
1261000000,162.91737,123.5553
1262000000,162.39551,123.0811
1263000000,162.14705,123.1674
1264000000,161.78815,122.72387
1265000000,161.59315,122.50476
1266000000,160.98433,122.24001
1267000000,160.93208,122.12614
1268000000,160.64346,121.90388
1269000000,160.44427,121.75448
1270000000,160.06816,121.3828
1271000000,159.89864,121.23758
1272000000,159.61717,121.04782
1273000000,159.29393,120.81176
1274000000,159.16022,120.61408
1275000000,158.8044,120.42536
1276000000,158.39293,120.16191
1277000000,158.26399,120.18034
1278000000,157.72685,119.82036
1279000000,157.15134,119.40823
1280000000,157.52567,119.56371
1281000000,156.85898,119.07042
1282000000,156.53783,118.90337
1283000000,156.06779,118.59663
1284000000,155.95627,118.6403
1285000000,155.42484,118.38716
1286000000,155.32527,117.84148
1287000000,155.09602,117.80708
1288000000,154.36194,117.59374
1289000000,154.2802,117.48738
1290000000,153.62837,117.11252
1291000000,153.74997,117.021
1292000000,152.72122,116.72329
1293000000,153.00647,116.56849
1294000000,152.4045,116.07037
1295000000,152.14014,116.05148
1296000000,151.76341,116.05155
1297000000,151.99503,115.77758
1298000000,151.19543,115.44408
1299000000,150.92599,115.11762
1300000000,150.38022,114.96849
1301000000,150.21931,114.98568
1302000000,149.48265,114.7653
1303000000,149.91553,114.50294
1304000000,149.10965,114.08261
1305000000,148.93387,113.99974
1306000000,148.43527,113.78073
1307000000,148.2874,113.52618
1308000000,147.97461,113.47163
1309000000,146.93997,113.0798
1310000000,146.78714,112.84681
1311000000,146.45412,112.729
1312000000,146.00278,112.25703
1313000000,145.43671,112.27386
1314000000,145.75726,112.08398
1315000000,145.32336,111.77231
1316000000,144.69713,111.51852
1317000000,144.06517,111.44192
1318000000,144.08501,111.08309
1319000000,143.31006,110.78483
1320000000,143.1243,110.55306
1321000000,142.90703,110.38818
