!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Wednesday, March 02, 2016 17:28:04
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB)
1000000000,-32.6642,-0.27197802
1001000000,-32.945942,-0.27673677
1002000000,-33.192558,-0.25735217
1003000000,-33.342274,-0.24352972
1004000000,-33.562485,-0.28078347
1005000000,-33.752548,-0.29910761
1006000000,-34.013737,-0.25997582
1007000000,-34.210175,-0.24256797
1008000000,-34.46883,-0.23648617
1009000000,-34.75663,-0.27788427
1010000000,-34.985035,-0.26043612
1011000000,-35.119408,-0.26479188
1012000000,-35.312054,-0.28451031
1013000000,-35.576572,-0.27560389
1014000000,-35.768456,-0.2726315
1015000000,-36.041439,-0.26866069
1016000000,-36.382149,-0.25742131
1017000000,-36.389263,-0.2908006
1018000000,-36.580334,-0.24930638
1019000000,-36.706909,-0.25489002
1020000000,-37.035614,-0.2703909
1021000000,-37.125397,-0.26356986
1022000000,-37.08403,-0.27963015
1023000000,-37.349613,-0.24977945
1024000000,-37.261089,-0.2927593
1025000000,-37.400829,-0.27973324
1026000000,-37.504902,-0.26070273
1027000000,-37.485039,-0.25551149
1028000000,-37.477062,-0.26495314
1029000000,-37.26907,-0.259633
1030000000,-37.377586,-0.26920462
1031000000,-37.357471,-0.26010436
1032000000,-37.08839,-0.25672522
1033000000,-36.993427,-0.29383227
1034000000,-36.794609,-0.27794871
1035000000,-37.14986,-0.25483063
1036000000,-36.647705,-0.26612261
1037000000,-36.394817,-0.28145924
1038000000,-36.295155,-0.29400909
1039000000,-36.099957,-0.27588165
1040000000,-35.830738,-0.291686
1041000000,-35.695328,-0.27391931
1042000000,-35.302177,-0.25244758
1043000000,-35.228989,-0.2904329
1044000000,-34.906357,-0.2941511
1045000000,-34.803143,-0.26516503
1046000000,-34.397907,-0.25014967
1047000000,-34.223591,-0.2809287
1048000000,-34.125553,-0.28298998
1049000000,-33.810699,-0.31757736
1050000000,-33.55603,-0.28936568
1051000000,-33.427315,-0.26654905
1052000000,-33.030849,-0.2906386
1053000000,-32.954994,-0.2800222
1054000000,-32.690235,-0.27937961
1055000000,-32.385445,-0.25995272
1056000000,-32.299099,-0.2731432
1057000000,-31.971375,-0.27624196
1058000000,-31.735497,-0.26947516
1059000000,-31.625557,-0.28456205
1060000000,-31.46133,-0.25902289
1061000000,-31.18223,-0.2855227
