"Freq [GHz]","cang_deg(S(2,1)) [deg]","cang_deg(S(3,1)) [deg]"
2.392,-252.453163890409,-340.937768925001
2.393,-252.607911552813,-341.104667182798
2.394,-252.762731614626,-341.271510023588
2.395,-252.917623450214,-341.438297273556
2.396,-253.072586435175,-341.605028761248
2.397,-253.227619946353,-341.771704317567
2.398,-253.382723361845,-341.938323775774
2.399,-253.537896061013,-342.104886971492
2.4,-253.693137424495,-342.271393742706
2.401,-253.848446834212,-342.437843929763
2.402,-254.003823673382,-342.604237375369
2.403,-254.159267326524,-342.770573924597
2.404,-254.314777179473,-342.936853424879
2.405,-254.470352619388,-343.103075726011
2.406,-254.625993034759,-343.269240680151
2.407,-254.781697815417,-343.435348141819
2.408,-254.937466352545,-343.601397967895
2.409,-255.093298038683,-343.767390017622
2.41,-255.24919226774,-343.933324152598
2.411,-255.405148435002,-344.099200236785
2.412,-255.561165937137,-344.265018136497
2.413,-255.717244172208,-344.430777720408
2.414,-255.873382539676,-344.596478859543
2.415,-256.029580440413,-344.762121427282
2.416,-256.185837276706,-344.927705299354
2.417,-256.342152452265,-345.093230353838
2.418,-256.498525372234,-345.25869647116
2.419,-256.654955443193,-345.424103534087
2.42,-256.811442073167,-345.589451427732
2.421,-256.967984671637,-345.754740039546
2.422,-257.12458264954,-345.919969259313
2.423,-257.281235419282,-346.085138979155
2.424,-257.43794239474,-346.250249093522
2.425,-257.594702991273,-346.415299499192
2.426,-257.751516625722,-346.580290095267
2.427,-257.908382716423,-346.745220783168
2.428,-258.06530068321,-346.910091466634
2.429,-258.22226994742,-347.074902051717
2.43,-258.379289931898,-347.239652446777
2.431,-258.536360061009,-347.40434256248
2.432,-258.693479760635,-347.568972311791
2.433,-258.850648458188,-347.733541609972
2.434,-259.007865582608,-347.898050374579
2.435,-259.165130564375,-348.062498525451
2.436,-259.32244283551,-348.226885984713
2.437,-259.479801829581,-348.391212676765
2.438,-259.637206981709,-348.555478528281
2.439,-259.794657728569,-348.719683468203
2.44,-259.952153508399,-348.883827427731
2.441,-260.109693761003,-349.047910340327
2.442,-260.267277927753,-349.211932141699
2.443,-260.424905451598,-349.375892769802
2.444,-260.582575777062,-349.539792164833
2.445,-260.740288350254,-349.703630269218
2.446,-260.898042618867,-349.867407027613
2.447,-261.055838032186,-350.031122386896
2.448,-261.213674041087,-350.194776296156
2.449,-261.371550098046,-350.358368706695
2.45,-261.529465657137,-350.521899572013
2.451,-261.687420174039,-350.685368847808
2.452,-261.845413106039,-350.848776491965
2.453,-262.003443912033,-351.012122464549
2.454,-262.161512052531,-351.175406727802
2.455,-262.319616989657,-351.338629246131
2.456,-262.477758187158,-351.501789986105
2.457,-262.635935110398,-351.664888916443
2.458,-262.79414722637,-351.827926008011
2.459,-262.952394003689,-351.990901233812
2.46,-263.110674912603,-352.153814568977
2.461,-263.268989424989,-352.316665990762
2.462,-263.427337014358,-352.479455478533
2.463,-263.585717155859,-352.642183013766
2.464,-263.744129326277,-352.804848580033
2.465,-263.902573004035,-352.967452162993
2.466,-264.0610476692,-353.12999375039
2.467,-264.219552803483,-353.29247333204
2.468,-264.378087890237,-353.454890899821
2.469,-264.536652414463,-353.617246447668
2.47,-264.69524586281,-353.779539971564
2.471,-264.853867723577,-353.941771469527
2.472,-265.012517486712,-354.103940941607
2.473,-265.171194643815,-354.266048389872
2.474,-265.32989868814,-354.428093818403
2.475,-265.488629114594,-354.590077233279
2.476,-265.647385419739,-354.751998642576
2.477,-265.806167101794,-354.91385805635
2.478,-265.964973660633,-355.075655486632
2.479,-266.123804597788,-355.237390947415
2.48,-266.282659416448,-355.39906445465
2.481,-266.441537621461,-355.560676026229
2.482,-266.600438719334,-355.722225681982
2.483,-266.759362218233,-355.883713443661
2.484,-266.918307627985,-356.045139334935
2.485,-267.077274460074,-356.206503381378
2.486,-267.236262227646,-356.367805610459
2.487,-267.395270445507,-356.52904605153
2.488,-267.554298630123,-356.690224735821
2.489,-267.71334629962,-356.851341696422
2.49,-267.872412973783,-357.01239696828
2.491,-268.031498174058,-357.173390588183
2.492,-268.190601423551,-357.334322594755
2.493,-268.349722247025,-357.495193028439
2.494,-268.508860170903,-357.65600193149
2.495,-268.668014723268,-357.816749347965
2.496,-268.827185433858,-357.977435323711
2.497,-268.98637183407,-358.138059906353
2.498,-269.145573456957,-358.298623145285
2.499,-269.304789837228,-358.459125091658
2.5,-269.464020511247,-358.619565798369
2.501,-269.623265017034,-358.779945320051
2.502,-269.782522894259,-358.940263713061
2.503,-269.941793684247,-359.100521035467
2.504,-270.101076929974,-359.26071734704
2.505,-270.260372176066,-359.420852709241
2.506,-270.419678968799,-359.58092718521
2.507,-270.578996856095,-359.740940839754
2.508,-270.738325387527,-359.900893739337
2.509,-270.897664114309,-360.060785952067
2.51,-271.057012589302,-360.220617547683
2.511,-271.216370367009,-360.380388597549
2.512,-271.375737003576,-360.540099174637
2.513,-271.535112056786,-360.699749353516
2.514,-271.694495086062,-360.859339210343
2.515,-271.853885652466,-361.018868822848
2.516,-272.01328331869,-361.178338270327
2.517,-272.172687649065,-361.337747633623
2.518,-272.332098209551,-361.497096995121
2.519,-272.491514567738,-361.656386438732
2.52,-272.650936292845,-361.815616049882
2.521,-272.810362955717,-361.974785915501
2.522,-272.969794128823,-362.133896124011
2.523,-273.129229386255,-362.292946765312
2.524,-273.288668303726,-362.451937930772
2.525,-273.448110458567,-362.610869713213
2.526,-273.607555429725,-362.769742206902
2.527,-273.767002797763,-362.928555507535
2.528,-273.926452144853,-363.08730971223
2.529,-274.08590305478,-363.246004919506
2.53,-274.245355112935,-363.404641229283
2.531,-274.404807906316,-363.563218742857
2.532,-274.564261023522,-363.721737562899
2.533,-274.723714054756,-363.880197793435
2.534,-274.883166591816,-364.038599539836
2.535,-275.042618228099,-364.196942908808
2.536,-275.202068558593,-364.355228008376
2.537,-275.36151717988,-364.513454947874
2.538,-275.52096369013,-364.671623837933
2.539,-275.680407689096,-364.829734790467
2.54,-275.839848778119,-364.987787918661
2.541,-275.999286560119,-365.14578333696
2.542,-276.158720639595,-365.303721161054
2.543,-276.31815062262,-365.461601507869
2.544,-276.477576116842,-365.619424495553
2.545,-276.636996731479,-365.777190243462
2.546,-276.796412077316,-365.934898872149
2.547,-276.955821766704,-366.092550503353
2.548,-277.115225413555,-366.250145259985
2.549,-277.274622633341,-366.407683266116
2.55,-277.43401304309,-366.565164646961
2.551,-277.593396261384,-366.722589528876
2.552,-277.752771908355,-366.879958039334
2.553,-277.912139605684,-367.037270306921
2.554,-278.071498976595,-367.194526461321
2.555,-278.230849645856,-367.351726633302
2.556,-278.390191239774,-367.508870954706
2.557,-278.54952338619,-367.665959558434
2.558,-278.708845714479,-367.822992578436
2.559,-278.868157855547,-367.979970149699
2.56,-279.027459441825,-368.136892408231
2.561,-279.186750107269,-368.293759491053
2.562,-279.346029487356,-368.450571536185
2.563,-279.50529721908,-368.60732868263
2.564,-279.66455294095,-368.764031070369
2.565,-279.823796292986,-368.920678840342
2.566,-279.983026916716,-369.07727213444
2.567,-280.142244455174,-369.23381109549
2.568,-280.301448552894,-369.390295867244
2.569,-280.460638855912,-369.546726594367
2.57,-280.619815011756,-369.703103422425
2.571,-280.778976669448,-369.859426497869
2.572,-280.9381234795,-370.01569596803
2.573,-281.097255093907,-370.171911981101
2.574,-281.256371166149,-370.328074686124
2.575,-281.415471351183,-370.484184232985
2.576,-281.574555305446,-370.640240772394
2.577,-281.733622686842,-370.796244455877
2.578,-281.892673154749,-370.952195435763
2.579,-282.051706370008,-371.108093865173
2.58,-282.210721994924,-371.263939898006
2.581,-282.369719693263,-371.419733688928
2.582,-282.528699130244,-371.57547539336
2.583,-282.68765997254,-371.731165167467
2.584,-282.846601888273,-371.886803168145
2.585,-283.005524547012,-372.042389553008
2.586,-283.164427619767,-372.197924480379
2.587,-283.323310778988,-372.353408109276
2.588,-283.482173698561,-372.508840599399
2.589,-283.641016053803,-372.664222111124
2.59,-283.799837521462,-372.819552805483
2.591,-283.95863777971,-372.974832844159
2.592,-284.117416508142,-373.130062389472
2.593,-284.276173387771,-373.285241604366
2.594,-284.434908101026,-373.4403706524
2.595,-284.593620331747,-373.595449697733
2.596,-284.752309765183,-373.750478905117
2.597,-284.910976087988,-373.905458439882
2.598,-285.069618988217,-374.060388467924
2.599,-285.228238155324,-374.215269155697
2.6,-285.386833280158,-374.3701006702
2.601,-285.545404054957,-374.524883178965
2.602,-285.703950173348,-374.679616850044
2.603,-285.862471330344,-374.834301852003
2.604,-286.020967222336,-374.988938353906
2.605,-286.179437547094,-375.143526525305
2.606,-286.337882003762,-375.29806653623
2.607,-286.496300292854,-375.452558557176
2.608,-286.654692116251,-375.607002759096
2.609,-286.813057177198,-375.761399313383
2.61,-286.971395180299,-375.915748391865
2.611,-287.129705831516,-376.070050166793
2.612,-287.287988838164,-376.224304810828
2.613,-287.446243908907,-376.378512497031
2.614,-287.604470753756,-376.532673398854
2.615,-287.762669084064,-376.686787690126
2.616,-287.920838612524,-376.840855545046
2.617,-288.078979053164,-376.994877138169
2.618,-288.237090121347,-377.148852644397
2.619,-288.395171533762,-377.302782238968
2.62,-288.553223008426,-377.456666097447
2.621,-288.711244264675,-377.610504395712
2.622,-288.869235023168,-377.764297309948
2.623,-289.027195005875,-377.918045016633
2.624,-289.185123936082,-378.071747692529
2.625,-289.343021538379,-378.225405514673
2.626,-289.500887538664,-378.379018660364
2.627,-289.658721664137,-378.532587307155
2.628,-289.816523643293,-378.686111632842
2.629,-289.974293205924,-378.839591815455
2.63,-290.132030083113,-378.993028033246
2.631,-290.289734007232,-379.14642046468
2.632,-290.447404711935,-379.299769288426
2.633,-290.605041932158,-379.453074683346
2.634,-290.762645404117,-379.606336828484
2.635,-290.920214865299,-379.759555903061
2.636,-291.077750054463,-379.912732086459
2.637,-291.235250711638,-380.065865558214
2.638,-291.392716578113,-380.21895649801
2.639,-291.550147396441,-380.372005085663
2.64,-291.707542910431,-380.525011501115
2.641,-291.864902865148,-380.677975924426
2.642,-292.022227006904,-380.83089853576
2.643,-292.179515083263,-380.98377951538
2.644,-292.33676684303,-381.136619043639
2.645,-292.493982036252,-381.289417300964
2.646,-292.651160414212,-381.442174467856
2.647,-292.808301729429,-381.594890724876
2.648,-292.965405735653,-381.747566252633
2.649,-293.122472187859,-381.900201231784
2.65,-293.279500842249,-382.052795843014
2.651,-293.436491456243,-382.205350267037
2.652,-293.593443788483,-382.357864684581
2.653,-293.75035759882,-382.51033927638
2.654,-293.907232648321,-382.662774223168
2.655,-294.064068699258,-382.815169705667
2.656,-294.220865515108,-382.967525904582
2.657,-294.37762286055,-383.119843000589
2.658,-294.53434050146,-383.272121174328
2.659,-294.691018204911,-383.424360606395
2.66,-294.847655739165,-383.576561477333
2.661,-295.004252873675,-383.728723967623
2.662,-295.160809379077,-383.880848257677
2.663,-295.317325027191,-384.032934527831
2.664,-295.473799591014,-384.184982958331
2.665,-295.63023284472,-384.336993729333
2.666,-295.786624563655,-384.488967020889
2.667,-295.942974524335,-384.640903012943
2.668,-296.09928250444,-384.792801885317
2.669,-296.255548282816,-384.944663817713
2.67,-296.411771639467,-385.096488989694
2.671,-296.567952355554,-385.248277580685
2.672,-296.724090213392,-385.40002976996
2.673,-296.880184996447,-385.551745736639
2.674,-297.03623648933,-385.703425659676
2.675,-297.1922444778,-385.855069717852
2.676,-297.348208748754,-386.006678089773
2.677,-297.504129090229,-386.158250953853
2.678,-297.660005291396,-386.309788488317
2.679,-297.815837142559,-386.461290871187
2.68,-297.971624435149,-386.612758280275
2.681,-298.127366961726,-386.764190893181
2.682,-298.283064515969,-386.915588887279
2.683,-298.43871689268,-387.066952439715
2.684,-298.594323887776,-387.218281727399
2.685,-298.749885298289,-387.369576926996
2.686,-298.90540092236,-387.520838214922
2.687,-299.060870559241,-387.672065767335
2.688,-299.216294009284,-387.823259760129
2.689,-299.371671073948,-387.974420368928
2.69,-299.527001555787,-388.125547769079
2.691,-299.682285258452,-388.276642135644
2.692,-299.837521986687,-388.427703643395
2.693,-299.992711546326,-388.578732466808
2.694,-300.147853744291,-388.729728780057
2.695,-300.302948388587,-388.880692757003
2.696,-300.457995288299,-389.031624571196
2.697,-300.612994253593,-389.182524395859
2.698,-300.767945095708,-389.333392403892
2.699,-300.922847626958,-389.484228767857
2.7,-301.077701660724,-389.635033659978
2.701,-301.232507011454,-389.785807252132
2.702,-301.387263494662,-389.936549715844
2.703,-301.541970926922,-390.087261222281
2.704,-301.696629125865,-390.237941942247
2.705,-301.851237910178,-390.388592046176
2.706,-302.005797099601,-390.539211704126
2.707,-302.160306514923,-390.689801085777
2.708,-302.314765977981,-390.84036036042
2.709,-302.469175311655,-390.990889696954
2.71,-302.623534339865,-391.141389263884
2.711,-302.777842887572,-391.291859229309
2.712,-302.932100780772,-391.442299760921
2.713,-303.086307846492,-391.592711025999
2.714,-303.240463912792,-391.743093191405
2.715,-303.394568808757,-391.893446423574
2.716,-303.548622364498,-392.043770888515
2.717,-303.702624411147,-392.194066751802
2.718,-303.856574780856,-392.344334178571
2.719,-304.010473306793,-392.494573333513
2.72,-304.16431982314,-392.644784380872
2.721,-304.318114165089,-392.794967484439
2.722,-304.471856168842,-392.945122807544
2.723,-304.625545671605,-393.095250513056
2.724,-304.779182511588,-393.245350763378
2.725,-304.932766528001,-393.395423720437
2.726,-305.086297561051,-393.545469545687
2.727,-305.239775451942,-393.695488400099
2.728,-305.393200042866,-393.84548044416
2.729,-305.54657117701,-393.995445837864
2.73,-305.699888698544,-394.145384740715
2.731,-305.853152452624,-394.295297311714
2.732,-306.006362285387,-394.445183709363
2.733,-306.159518043952,-394.595044091656
2.734,-306.31261957641,-394.744878616074
2.735,-306.465666731829,-394.894687439586
2.736,-306.618659360247,-395.04447071864
2.737,-306.771597312672,-395.194228609162
2.738,-306.924480441078,-395.343961266551
2.739,-307.077308598401,-395.493668845676
2.74,-307.23008163854,-395.643351500869
2.741,-307.382799416351,-395.793009385928
2.742,-307.535461787649,-395.942642654106
2.743,-307.688068609197,-396.092251458111
2.744,-307.840619738715,-396.241835950103
2.745,-307.993115034866,-396.39139628169
2.746,-308.145554357264,-396.540932603921
2.747,-308.297937566461,-396.69044506729
2.748,-308.450264523955,-396.839933821726
2.749,-308.602535092178,-396.98939901659
2.75,-308.754749134502,-397.138840800678
2.751,-308.906906515228,-397.288259322211
2.752,-309.059007099591,-397.437654728834
2.753,-309.211050753754,-397.587027167614
2.754,-309.363037344805,-397.736376785038
2.755,-309.514966740756,-397.885703727006
2.756,-309.666838810541,-398.03500813883
2.757,-309.81865342401,-398.184290165233
2.758,-309.970410451933,-398.333549950345
2.759,-310.12210976599,-398.482787637698
2.76,-310.273751238775,-398.632003370226
2.761,-310.42533474379,-398.781197290261
2.762,-310.576860155443,-398.930369539531
2.763,-310.728327349047,-399.079520259158
2.764,-310.879736200816,-399.228649589652
2.765,-311.031086587863,-399.377757670914
2.766,-311.1823783882,-399.526844642229
2.767,-311.333611480731,-399.675910642265
2.768,-311.484785745254,-399.824955809072
2.769,-311.635901062455,-399.973980280078
2.77,-311.786957313908,-400.122984192086
2.771,-311.937954382074,-400.271967681275
2.772,-312.088892150295,-400.420930883196
2.773,-312.239770502793,-400.569873932767
2.774,-312.390589324669,-400.718796964278
2.775,-312.541348501899,-400.86770011138
2.776,-312.692047921333,-401.016583507091
2.777,-312.842687470692,-401.165447283789
2.778,-312.993267038564,-401.314291573213
2.779,-313.143786514406,-401.46311650646
2.78,-313.294245788539,-401.611922213982
2.781,-313.444644752142,-401.760708825586
2.782,-313.594983297259,-401.909476470432
2.783,-313.745261316787,-402.058225277032
2.784,-313.895478704479,-402.206955373245
2.785,-314.045635354942,-402.35566688628
2.786,-314.195731163631,-402.504359942691
2.787,-314.345766026851,-402.653034668378
2.788,-314.495739841753,-402.801691188582
2.789,-314.64565250633,-402.95032962789
2.79,-314.795503919417,-403.098950110226
2.791,-314.945293980687,-403.247552758855
2.792,-315.095022590652,-403.396137696379
2.793,-315.244689650658,-403.544705044737
2.794,-315.39429506288,-403.693254925204
2.795,-315.543838730328,-403.84178745839
2.796,-315.693320556837,-403.990302764236
2.797,-315.842740447067,-404.138800962017
2.798,-315.992098306503,-404.28728217034
2.799,-316.141394041451,-404.435746507139
2.8,-316.290627559034,-404.58419408968
2.801,-316.439798767195,-404.732625034556
2.802,-316.588907574688,-404.881039457688
2.803,-316.737953891082,-405.029437474324
2.804,-316.886937626755,-405.177819199036
2.805,-317.035858692893,-405.326184745722
2.806,-317.184717001487,-405.474534227606
2.807,-317.333512465332,-405.622867757232
2.808,-317.482244998026,-405.77118544647
2.809,-317.630914513964,-405.919487406512
2.81,-317.779520928339,-406.067773747869
2.811,-317.928064157138,-406.216044580378
2.812,-318.076544117142,-406.364300013192
2.813,-318.22496072592,-406.512540154787
2.814,-318.373313901833,-406.660765112958
2.815,-318.521603564026,-406.808974994821
2.816,-318.669829632427,-406.957169906808
2.817,-318.817992027748,-407.105349954674
2.818,-318.96609067148,-407.253515243489
2.819,-319.11412548589,-407.401665877642
2.82,-319.262096394024,-407.549801960841
2.821,-319.410003319697,-407.697923596113
2.822,-319.557846187498,-407.8460308858
2.823,-319.705624922785,-407.994123931563
2.824,-319.853339451682,-408.142202834382
2.825,-320.000989701077,-408.290267694552
2.826,-320.148575598623,-408.438318611688
2.827,-320.296097072732,-408.58635568472
2.828,-320.443554052574,-408.734379011898
2.829,-320.590946468076,-408.882388690788
2.83,-320.738274249919,-409.030384818277
2.831,-320.885537329537,-409.178367490565
2.832,-321.032735639114,-409.326336803175
2.833,-321.179869111579,-409.474292850946
2.834,-321.32693768061,-409.622235728036
2.835,-321.473941280629,-409.770165527923
2.836,-321.620879846796,-409.918082343402
2.837,-321.767753315015,-410.065986266591
2.838,-321.914561621923,-410.213877388925
2.839,-322.061304704897,-410.361755801162
2.84,-322.207982502044,-410.50962159338
2.841,-322.354594952202,-410.657474854976
2.842,-322.501141994941,-410.805315674673
2.843,-322.647623570555,-410.953144140513
2.844,-322.794039620065,-411.100960339863
2.845,-322.940390085214,-411.248764359414
2.846,-323.086674908466,-411.396556285178
2.847,-323.232894033004,-411.544336202496
2.848,-323.379047402727,-411.69210419603
2.849,-323.52513496225,-411.839860349773
2.85,-323.6711566569,-411.987604747041
2.851,-323.817112432713,-412.135337470479
2.852,-323.963002236436,-412.283058602062
2.853,-324.108826015521,-412.430768223091
2.854,-324.254583718124,-412.578466414201
2.855,-324.400275293106,-412.726153255355
2.856,-324.545900690025,-412.873828825848
2.857,-324.691459859139,-413.02149320431
2.858,-324.836952751402,-413.169146468702
2.859,-324.982379318462,-413.316788696321
2.86,-325.12773951266,-413.464419963801
2.861,-325.273033287026,-413.612040347109
2.862,-325.418260595278,-413.759649921554
2.863,-325.563421391822,-413.90724876178
2.864,-325.708515631746,-414.054836941774
2.865,-325.85354327082,-414.202414534863
2.866,-325.998504265497,-414.349981613713
2.867,-326.143398572903,-414.497538250339
2.868,-326.288226150845,-414.645084516096
2.869,-326.432986957801,-414.792620481686
2.87,-326.577680952921,-414.940146217159
2.871,-326.722308096027,-415.087661791912
2.872,-326.866868347607,-415.23516727469
2.873,-327.011361668815,-415.382662733593
2.874,-327.155788021469,-415.530148236068
2.875,-327.300147368051,-415.67762384892
2.876,-327.444439671699,-415.825089638305
2.877,-327.588664896213,-415.972545669737
2.878,-327.732823006046,-416.119992008088
2.879,-327.876913966307,-416.267428717588
2.88,-328.020937742754,-416.414855861828
2.881,-328.164894301799,-416.56227350376
2.882,-328.308783610498,-416.7096817057
2.883,-328.452605636555,-416.857080529329
2.884,-328.596360348318,-417.004470035695
2.885,-328.740047714776,-417.151850285212
2.886,-328.883667705559,-417.299221337666
2.887,-329.027220290935,-417.446583252213
2.888,-329.170705441806,-417.593936087381
2.889,-329.314123129711,-417.741279901074
2.89,-329.45747332682,-417.88861475057
2.891,-329.600756005931,-418.035940692526
2.892,-329.743971140473,-418.183257782979
2.893,-329.8871187045,-418.330566077344
2.894,-330.03019867269,-418.477865630423
2.895,-330.173211020343,-418.6251564964
2.896,-330.31615572338,-418.772438728845
2.897,-330.459032758339,-418.919712380717
2.898,-330.601842102377,-419.066977504364
2.899,-330.744583733261,-419.214234151527
2.9,-330.887257629375,-419.361482373338
2.901,-331.029863769709,-419.508722220327
2.902,-331.172402133866,-419.655953742419
2.903,-331.314872702052,-419.803176988938
2.904,-331.457275455078,-419.950392008611
2.905,-331.59961037436,-420.097598849566
2.906,-331.741877441911,-420.244797559335
2.907,-331.884076640347,-420.391988184859
2.908,-332.026207952876,-420.539170772485
2.909,-332.168271363304,-420.686345367971
2.91,-332.310266856029,-420.833512016489
2.911,-332.452194416039,-420.980670762624
2.912,-332.594054028914,-421.127821650378
2.913,-332.735845680817,-421.274964723171
2.914,-332.877569358498,-421.422100023844
2.915,-333.01922504929,-421.56922759466
2.916,-333.160812741108,-421.716347477306
2.917,-333.302332422444,-421.863459712898
2.918,-333.443784082371,-422.010564341978
2.919,-333.585167710533,-422.15766140452
2.92,-333.726483297151,-422.304750939931
2.921,-333.867730833015,-422.451832987053
2.922,-334.008910309487,-422.598907584165
2.923,-334.150021718495,-422.745974768985
2.924,-334.291065052534,-422.893034578673
2.925,-334.43204030466,-423.040087049832
2.926,-334.572947468495,-423.187132218512
2.927,-334.713786538218,-423.334170120209
2.928,-334.854557508567,-423.48120078987
2.929,-334.995260374837,-423.628224261896
2.93,-335.135895132876,-423.77524057014
2.931,-335.276461779084,-423.922249747915
2.932,-335.416960310414,-424.069251827988
2.933,-335.557390724364,-424.216246842593
2.934,-335.697753018982,-424.363234823424
2.935,-335.838047192857,-424.510215801643
2.936,-335.978273245125,-424.657189807877
2.937,-336.118431175459,-424.804156872227
2.938,-336.258520984074,-424.951117024265
2.939,-336.398542671721,-425.098070293037
2.94,-336.538496239684,-425.24501670707
2.941,-336.678381689784,-425.391956294366
2.942,-336.818199024372,-425.538889082412
2.943,-336.957948246327,-425.685815098179
2.944,-337.097629359058,-425.832734368123
2.945,-337.237242366497,-425.979646918192
2.946,-337.376787273103,-426.126552773823
2.947,-337.516264083855,-426.273451959947
2.948,-337.655672804252,-426.420344500993
2.949,-337.795013440312,-426.567230420887
2.95,-337.934285998569,-426.714109743055
2.951,-338.073490486071,-426.86098249043
2.952,-338.21262691038,-427.007848685447
2.953,-338.351695279566,-427.154708350051
2.954,-338.49069560221,-427.301561505697
2.955,-338.629627887399,-427.448408173355
2.956,-338.768492144727,-427.595248373507
2.957,-338.907288384287,-427.742082126156
2.958,-339.046016616678,-427.888909450825
2.959,-339.184676852996,-428.035730366557
2.96,-339.323269104834,-428.182544891925
2.961,-339.461793384282,-428.329353045025
2.962,-339.600249703924,-428.476154843487
2.963,-339.738638076836,-428.622950304472
2.964,-339.876958516583,-428.769739444677
2.965,-340.015211037219,-428.916522280335
2.966,-340.153395653284,-429.063298827222
2.967,-340.291512379805,-429.210069100654
2.968,-340.429561232288,-429.356833115494
2.969,-340.567542226723,-429.503590886152
2.97,-340.705455379577,-429.650342426587
2.971,-340.843300707795,-429.797087750315
2.972,-340.981078228798,-429.943826870402
2.973,-341.118787960481,-430.090559799476
2.974,-341.256429921207,-430.237286549721
2.975,-341.394004129815,-430.384007132889
2.976,-341.531510605606,-430.530721560293
2.977,-341.668949368351,-430.677429842816
2.978,-341.806320438285,-430.824131990911
2.979,-341.943623836104,-430.970828014605
2.98,-342.080859582965,-431.117517923499
2.981,-342.218027700486,-431.264201726773
2.982,-342.355128210739,-431.410879433187
2.983,-342.492161136254,-431.557551051086
2.984,-342.629126500014,-431.704216588398
2.985,-342.766024325452,-431.850876052641
2.986,-342.902854636452,-431.997529450924
2.987,-343.039617457346,-432.14417678995
2.988,-343.176312812913,-432.290818076015
2.989,-343.312940728374,-432.437453315018
2.99,-343.449501229396,-432.584082512456
2.991,-343.585994342084,-432.730705673431
2.992,-343.722420092984,-432.87732280265
2.993,-343.858778509077,-433.023933904431
2.994,-343.995069617782,-433.170538982702
2.995,-344.13129344695,-433.317138041005
2.996,-344.267450024865,-433.463731082499
2.997,-344.403539380239,-433.610318109962
2.998,-344.539561542215,-433.756899125795
2.999,-344.67551654036,-433.903474132021
3,-344.811404404668,-434.050043130291
3.001,-344.947225165555,-434.196606121887
3.002,-345.082978853858,-434.343163107721
3.003,-345.218665500834,-434.48971408834
3.004,-345.354285138156,-434.63625906393
3.005,-345.489837797914,-434.782798034314
3.006,-345.625323512614,-434.929330998959
3.007,-345.760742315171,-435.075857956977
3.008,-345.896094238912,-435.222378907128
3.009,-346.031379317575,-435.368893847821
3.01,-346.166597585301,-435.515402777119
3.011,-346.30174907664,-435.661905692738
3.012,-346.436833826543,-435.808402592054
3.013,-346.571851870364,-435.954893472103
3.014,-346.706803243858,-436.101378329584
3.015,-346.841687983177,-436.247857160862
3.016,-346.976506124869,-436.394329961968
3.017,-347.111257705879,-436.540796728606
3.018,-347.245942763543,-436.687257456152
3.019,-347.380561335591,-436.83371213966
3.02,-347.51511346014,-436.98016077386
3.021,-347.649599175696,-437.126603353163
3.022,-347.784018521153,-437.273039871665
3.023,-347.918371535786,-437.419470323147
3.024,-348.052658259257,-437.56589470108
3.025,-348.186878731604,-437.712312998625
3.026,-348.32103299325,-437.858725208638
3.027,-348.455121084991,-438.005131323668
3.028,-348.589143048002,-438.151531335967
3.029,-348.723098923831,-438.297925237487
3.03,-348.856988754399,-438.444313019882
3.031,-348.990812581997,-438.590694674516
3.032,-349.124570449287,-438.737070192459
3.033,-349.258262399297,-438.883439564494
3.034,-349.39188847542,-439.029802781117
3.035,-349.525448721416,-439.176159832543
3.036,-349.658943181404,-439.322510708704
3.037,-349.792371899867,-439.468855399253
3.038,-349.925734921645,-439.61519389357
3.039,-350.059032291937,-439.761526180759
3.04,-350.192264056295,-439.907852249655
3.041,-350.325430260628,-440.054172088824
3.042,-350.458530951196,-440.200485686565
3.043,-350.591566174609,-440.346793030917
3.044,-350.724535977829,-440.493094109654
3.045,-350.857440408163,-440.639388910295
3.046,-350.990279513264,-440.785677420102
3.047,-351.123053341129,-440.931959626083
3.048,-351.255761940098,-441.078235514996
3.049,-351.388405358853,-441.224505073351
3.05,-351.520983646412,-441.370768287412
3.051,-351.653496852135,-441.517025143198
3.052,-351.785945025714,-441.663275626488
3.053,-351.918328217177,-441.809519722824
3.054,-352.050646476885,-441.955757417509
3.055,-352.182899855529,-442.101988695615
3.056,-352.31508840413,-442.248213541982
3.057,-352.447212174037,-442.394431941219
3.058,-352.579271216926,-442.540643877713
3.059,-352.711265584796,-442.686849335624
3.06,-352.843195329968,-442.833048298891
3.061,-352.975060505089,-442.979240751235
3.062,-353.106861163121,-443.12542667616
3.063,-353.238597357346,-443.271606056954
3.064,-353.370269141362,-443.417778876695
3.065,-353.501876569085,-443.563945118253
3.066,-353.63341969474,-443.710104764288
3.067,-353.764898572866,-443.856257797256
3.068,-353.896313258313,-444.002404199413
3.069,-354.027663806237,-444.148543952811
3.07,-354.158950272105,-444.29467703931
3.071,-354.290172711687,-444.44080344057
3.072,-354.421331181056,-444.58692313806
3.073,-354.552425736589,-444.733036113058
3.074,-354.683456434965,-444.879142346656
3.075,-354.81442333316,-445.025241819758
3.076,-354.945326488448,-445.171334513085
3.077,-355.076165958401,-445.317420407178
3.078,-355.206941800883,-445.463499482397
3.079,-355.337654074054,-445.609571718928
3.08,-355.468302836363,-445.755637096782
3.081,-355.59888814655,-445.901695595797
3.082,-355.729410063645,-446.047747195642
3.083,-355.859868646961,-446.193791875821
3.084,-355.990263956101,-446.339829615669
3.085,-356.120596050949,-446.485860394362
3.086,-356.250864991672,-446.631884190913
3.087,-356.381070838719,-446.777900984178
3.088,-356.511213652816,-446.923910752857
