"Freq [GHz]","dB(S(1,1)) []","dB(S(2,2)) []","dB(S(3,3)) []","dB(S(4,4)) []"
1,-10.4323210245595,-4.23259931603177,-10.4068314012457,-4.22221498841224
1.001,-10.4461918703022,-4.22926426424493,-10.4207371572687,-4.21880342287778
1.002,-10.46010934006,-4.22592828167917,-10.4346901828909,-4.21539102777913
1.003,-10.4740736378738,-4.22259139182687,-10.4486906877662,-4.21197782744243
1.004,-10.4880849688248,-4.21925361839004,-10.46273888265,-4.20856384639697
1.005,-10.5021435390385,-4.21591498528249,-10.4768349794045,-4.2051491093772
1.006,-10.5162495556896,-4.21257551663184,-10.4909791910039,-4.20173364132465
1.007,-10.5304032270064,-4.20923523678174,-10.5051717315397,-4.19831746738998
1.008,-10.5446047622749,-4.20589417029395,-10.5194128162262,-4.19490061293489
1.009,-10.5588543718439,-4.20255234195051,-10.5337026614055,-4.19148310353423
1.01,-10.5731522671289,-4.19920977675589,-10.5480414845531,-4.18806496497796
1.011,-10.5874986606167,-4.19586649993914,-10.5624295042826,-4.18464622327317
1.012,-10.60189376587,-4.19252253695606,-10.5768669403517,-4.18122690464622
1.013,-10.6163377975313,-4.18917791349139,-10.5913540136668,-4.17780703554469
1.014,-10.6308309713276,-4.18583265546106,-10.6058909462885,-4.17438664263955
1.015,-10.6453735040746,-4.18248678901427,-10.6204779614366,-4.17096575282719
1.016,-10.6599656136809,-4.17914034053582,-10.6351152834955,-4.16754439323157
1.017,-10.6746075191524,-4.17579333664829,-10.6498031380194,-4.16412259120627
1.018,-10.6892994405962,-4.17244580421423,-10.6645417517372,-4.16070037433669
1.019,-10.7040415992252,-4.16909777033847,-10.6793313525576,-4.15727777044215
1.02,-10.7188342173619,-4.16574926237035,-10.6941721695746,-4.15385480757803
1.021,-10.7336775184425,-4.16240030790596,-10.7090644330719,-4.150431514038
1.022,-10.7485717270213,-4.15905093479043,-10.7240083745286,-4.14700791835613
1.023,-10.7635170687742,-4.15570117112022,-10.7390042266238,-4.14358404930913
1.024,-10.7785137705031,-4.15235104524538,-10.7540522232416,-4.14015993591852
1.025,-10.7935620601394,-4.1490005857719,-10.7691525994764,-4.1367356074529
1.026,-10.8086621667485,-4.14564982156397,-10.7843055916372,-4.13331109343012
1.027,-10.8238143205328,-4.14229878174634,-10.7995114372529,-4.12988642361958
1.028,-10.8390187528361,-4.13894749570662,-10.8147703750772,-4.12646162804445
1.029,-10.8542756961471,-4.13559599309763,-10.8300826450928,-4.12303673698395
1.03,-10.8695853841027,-4.13224430383979,-10.845448488517,-4.11961178097566
1.031,-10.8849480514924,-4.12889245812341,-10.8608681478056,-4.11618679081778
1.032,-10.9003639342608,-4.12554048641111,-10.876341866658,-4.11276179757146
1.033,-10.915833269512,-4.12218841944017,-10.8918698900217,-4.1093368325631
1.034,-10.9313562955123,-4.11883628822495,-10.9074524640968,-4.10591192738674
1.035,-10.9469332516937,-4.11548412405927,-10.9230898363404,-4.10248711390634
1.036,-10.9625643786575,-4.11213195851882,-10.9387822554712,-4.09906242425818
1.037,-10.9782499181769,-4.10877982346358,-10.9545299714739,-4.09563789085322
1.038,-10.9939901132003,-4.10542775104024,-10.9703332356031,-4.09221354637951
1.039,-11.0097852078545,-4.10207577368466,-10.9861923003882,-4.08878942380454
1.04,-11.0256354474473,-4.0987239241243,-11.0021074196368,-4.08536555637771
1.041,-11.0415410784705,-4.09537223538068,-11.0180788484395,-4.08194197763272
1.042,-11.0575023486024,-4.09202074077185,-11.0341068431734,-4.07851872139001
1.043,-11.0735195067109,-4.08866947391488,-11.0501916615063,-4.07509582175921
1.044,-11.0895928028553,-4.08531846872833,-11.0663335624005,-4.07167331314162
1.045,-11.1057224882896,-4.08196775943474,-11.0825328061164,-4.06825123023267
1.046,-11.1219088154638,-4.07861738056316,-11.0987896542165,-4.06482960802439
1.047,-11.1381520380272,-4.07526736695166,-11.1151043695688,-4.06140848180796
1.048,-11.1544524108294,-4.07191775374982,-11.1314772163502,-4.05798788717618
1.049,-11.1708101899232,-4.06856857642136,-11.14790846005,-4.05456786002602
1.05,-11.1872256325658,-4.06521987074656,-11.1643983674734,-4.05114843656112
1.051,-11.2036989972207,-4.06187167282491,-11.1809472067441,-4.04772965329439
1.052,-11.2202305435596,-4.05852401907765,-11.197555247308,-4.04431154705057
1.053,-11.2368205324632,-4.05517694625033,-11.2142227599357,-4.04089415496874
1.054,-11.2534692260231,-4.0518304914154,-11.2309500167256,-4.03747751450499
1.055,-11.2701768875427,-4.04848469197482,-11.2477372911064,-4.03406166343498
1.056,-11.2869437815382,-4.04513958566265,-11.2645848578399,-4.03064663985656
1.057,-11.3037701737394,-4.04179521054767,-11.2814929930231,-4.02723248219237
1.058,-11.3206563310905,-4.03845160503601,-11.2984619740911,-4.02381922919252
1.059,-11.3376025217506,-4.03510880787376,-11.3154920798184,-4.02040691993723
1.06,-11.3546090150941,-4.03176685814966,-11.3325835903216,-4.01699559383946
1.061,-11.3716760817106,-4.02842579529769,-11.3497367870612,-4.01358529064761
1.062,-11.3888039934053,-4.02508565909979,-11.3669519528427,-4.01017605044821
1.063,-11.4059930231985,-4.02174648968849,-11.3842293718188,-4.00676791366861
1.064,-11.4232434453253,-4.01840832754965,-11.4015693294906,-4.00336092107967
1.065,-11.440555535235,-4.01507121352507,-11.4189721127085,-3.99995511379854
1.066,-11.4579295695902,-4.01173518881528,-11.4364380096735,-3.99655053329131
1.067,-11.475365826266,-4.00840029498218,-11.4539673099376,-3.99314722137585
1.068,-11.4928645843487,-4.00506657395179,-11.4715603044052,-3.98974522022449
1.069,-11.510426124134,-4.001734068017,-11.4892172853325,-3.98634457236683
1.07,-11.5280507271259,-3.99840281984029,-11.5069385463285,-3.98294532069251
1.071,-11.5457386760342,-3.99507287245647,-11.5247243823546,-3.97954750845401
1.072,-11.5634902547727,-3.99174426927546,-11.5425750897246,-3.97615117926947
1.073,-11.5813057484564,-3.98841705408507,-11.5604909661038,-3.97275637712545
1.074,-11.5991854433991,-3.98509127105374,-11.5784723105088,-3.96936314637985
1.075,-11.6171296271105,-3.98176696473337,-11.5965194233064,-3.96597153176465
1.076,-11.6351385882924,-3.97844418006208,-11.6146326062123,-3.96258157838884
1.077,-11.6532126168356,-3.97512296236706,-11.6328121622894,-3.95919333174124
1.078,-11.6713520038161,-3.97180335736736,-11.6510583959468,-3.95580683769341
1.079,-11.6895570414905,-3.96848541117673,-11.669371612937,-3.95242214250249
1.08,-11.707828023292,-3.96516917030644,-11.6877521203542,-3.94903929281415
1.081,-11.7261652438255,-3.96185468166815,-11.7062002266311,-3.94565833566545
1.082,-11.7445689988621,-3.95854199257674,-11.7247162415369,-3.9422793184878
1.083,-11.763039585334,-3.95523115075322,-11.743300476173,-3.93890228910986
1.084,-11.7815773013287,-3.95192220432754,-11.7619532429703,-3.9355272957605
1.085,-11.8001824460827,-3.94861520184153,-11.7806748556851,-3.93215438707176
1.086,-11.8188553199746,-3.94531019225175,-11.7994656293948,-3.92878361208179
1.087,-11.8375962245187,-3.94200722493244,-11.8183258804933,-3.92541502023787
1.088,-11.8564054623573,-3.93870634967841,-11.8372559266861,-3.92204866139932
1.089,-11.8752833372531,-3.93540761670793,-11.8562560869853,-3.91868458584058
1.09,-11.8942301540809,-3.93211107666571,-11.8753266817033,-3.91532284425417
1.091,-11.9132462188189,-3.92881678062582,-11.8944680324473,-3.91196348775372
1.092,-11.93233183854,-3.92552478009462,-11.9136804621125,-3.90860656787699
1.093,-11.9514873214018,-3.92223512701377,-11.932964294875,-3.90525213658894
1.094,-11.9707129766369,-3.91894787376314,-11.9523198561848,-3.90190024628474
1.095,-11.9900091145424,-3.9156630731638,-11.9717474727578,-3.89855094979284
1.096,-12.0093760464688,-3.91238077848105,-11.9912474725674,-3.89520430037808
1.097,-12.0288140848086,-3.90910104342735,-12.010820184836,-3.89186035174471
1.098,-12.0483235429843,-3.90582392216536,-12.0304659400255,-3.88851915803952
1.099,-12.0679047354357,-3.90254946931095,-12.0501850698276,-3.88518077385492
1.1,-12.087557977607,-3.89927773993622,-12.0699779071536,-3.88184525423209
1.101,-12.1072835859328,-3.8960087895725,-12.0898447861234,-3.87851265466405
1.102,-12.1270818778242,-3.89274267421344,-12.1097860420545,-3.87518303109881
1.103,-12.1469531716534,-3.88947945031802,-12.1298020114494,-3.87185643994251
1.104,-12.1668977867388,-3.88621917481361,-12.1498930319837,-3.86853293806259
1.105,-12.1869160433283,-3.88296190509904,-12.1700594424927,-3.86521258279091
1.106,-12.2070082625827,-3.87970769904768,-12.1903015829576,-3.86189543192695
1.107,-12.2271747665584,-3.87645661501049,-12.2106197944913,-3.85858154374095
1.108,-12.2474158781887,-3.87320871181914,-12.231014419323,-3.85527097697716
1.109,-12.2677319212656,-3.8699640487891,-12.2514858007827,-3.85196379085697
1.11,-12.2881232204194,-3.86672268572274,-12.2720342832848,-3.84866004508215
1.111,-12.3085901010989,-3.86348468291244,-12.2926602123111,-3.84535979983805
1.112,-12.3291328895499,-3.86025010114372,-12.3133639343923,-3.84206311579682
1.113,-12.3497519127933,-3.85701900169835,-12.3341457970901,-3.83877005412066
1.114,-12.3704474986025,-3.85379144635751,-12.3550061489772,-3.83548067646505
1.115,-12.3912199754793,-3.85056749740492,-12.3759453396176,-3.83219504498196
1.116,-12.4120696726298,-3.84734721763,-12.3969637195451,-3.82891322232318
1.117,-12.4329969199391,-3.84413067033103,-12.4180616402416,-3.8256352716435
1.118,-12.4540020479445,-3.84091791931829,-12.4392394541143,-3.82236125660405
1.119,-12.4750853878087,-3.83770902891728,-12.460497514472,-3.81909124137555
1.12,-12.4962472712912,-3.83450406397186,-12.4818361755006,-3.81582529064157
1.121,-12.5174880307197,-3.83130308984746,-12.5032557922374,-3.81256346960189
1.122,-12.5388079989591,-3.82810617243426,-12.5247567205447,-3.80930584397574
1.123,-12.5602075093809,-3.82491337815043,-12.5463393170821,-3.80605248000514
1.124,-12.5816868958304,-3.82172477394527,-12.5680039392783,-3.8028034444582
1.125,-12.6032464925935,-3.81854042730249,-12.589750945301,-3.79955880463246
1.126,-12.6248866343619,-3.8153604062434,-12.6115806940264,-3.79631862835821
1.127,-12.6466076561978,-3.81218477933015,-12.6334935450075,-3.79308298400182
1.128,-12.6684098934964,-3.80901361566895,-12.6554898584409,-3.7898519404691
1.129,-12.690293681948,-3.80584698491332,-12.6775699951326,-3.78662556720862
1.13,-12.7122593574985,-3.80268495726733,-12.6997343164626,-3.78340393421511
1.131,-12.7343072563088,-3.79952760348887,-12.7219831843484,-3.78018711203278
1.132,-12.7564377147126,-3.79637499489289,-12.7443169612069,-3.77697517175868
1.133,-12.7786510691728,-3.79322720335465,-12.766736009915,-3.77376818504613
1.134,-12.8009476562372,-3.79008430131302,-12.7892406937692,-3.77056622410803
1.135,-12.8233278124915,-3.78694636177374,-12.8118313764434,-3.7673693617203
1.136,-12.8457918745122,-3.7838134583127,-12.8345084219454,-3.76417767122522
1.137,-12.868340178817,-3.7806856650792,-12.8572721945719,-3.76099122653486
1.138,-12.8909730618138,-3.77756305679927,-12.8801230588622,-3.75781010213445
1.139,-12.9136908597485,-3.77444570877895,-12.9030613795497,-3.75463437308579
1.14,-12.9364939086511,-3.77133369690759,-12.9260875215127,-3.75146411503066
1.141,-12.9593825442794,-3.76822709766114,-12.9492018497229,-3.74829940419425
1.142,-12.9823571020619,-3.76512598810546,-12.9724047291922,-3.74514031738854
1.143,-13.0054179170381,-3.76203044589965,-12.9956965249182,-3.7419869320157
1.144,-13.0285653237982,-3.75894054929931,-13.0190776018272,-3.73883932607159
1.145,-13.0517996564188,-3.7558563771599,-13.0425483247165,-3.7356975781491
1.146,-13.0751212483994,-3.75277800894007,-13.0661090581934,-3.73256176744162
1.147,-13.0985304325943,-3.7497055247049,-13.0897601666133,-3.72943197374647
1.148,-13.1220275411445,-3.74663900512934,-13.1135020140151,-3.72630827746831
1.149,-13.1456129054061,-3.74357853150143,-13.1373349640556,-3.72319075962259
1.15,-13.1692868558776,-3.74052418572571,-13.1612593799403,-3.72007950183898
1.151,-13.1930497221241,-3.73747605032648,-13.1852756243531,-3.7169745863648
1.152,-13.2169018327001,-3.73443420845119,-13.2093840593836,-3.71387609606849
1.153,-13.2408435150693,-3.73139874387374,-13.2335850464518,-3.71078411444301
1.154,-13.2648750955226,-3.72836974099784,-13.2578789462308,-3.70769872560929
1.155,-13.2889968990929,-3.72534728486031,-13.2822661185667,-3.70462001431971
1.156,-13.3132092494684,-3.72233146113445,-13.3067469223965,-3.70154806596149
1.157,-13.3375124689024,-3.71932235613336,-13.3313217156627,-3.69848296656015
1.158,-13.3619068781211,-3.7163200568133,-13.3559908552265,-3.69542480278296
1.159,-13.3863927962284,-3.71332465077697,-13.3807546967769,-3.69237366194238
1.16,-13.4109705406079,-3.71033622627692,-13.4056135947381,-3.6893296319995
1.161,-13.4356404268225,-3.70735487221884,-13.4305679021732,-3.68629280156747
1.162,-13.4604027685102,-3.70438067816491,-13.4556179706862,-3.68326325991492
1.163,-13.4852578772779,-3.70141373433714,-13.4807641503195,-3.68024109696946
1.164,-13.5102060625917,-3.69845413162068,-13.5060067894495,-3.67722640332104
1.165,-13.5352476316636,-3.69550196156716,-13.5313462346786,-3.67421927022542
1.166,-13.5603828893356,-3.69255731639805,-13.5567828307238,-3.67121978960759
1.167,-13.5856121379606,-3.68962028900794,-13.5823169203022,-3.66822805406521
1.168,-13.6109356772791,-3.68669097296789,-13.6079488440131,-3.66524415687201
1.169,-13.6363538042932,-3.68376946252873,-13.6336789402165,-3.66226819198119
1.17,-13.6618668131364,-3.68085585262441,-13.659507544908,-3.65930025402891
1.171,-13.6874749949406,-3.67795023887529,-13.6854349915898,-3.65634043833762
1.172,-13.7131786376982,-3.67505271759143,-13.7114616111387,-3.65338884091949
1.173,-13.7389780261211,-3.67216338577594,-13.7375877316687,-3.65044555847982
1.174,-13.7648734414957,-3.66928234112825,-13.7638136783913,-3.64751068842044
1.175,-13.7908651615338,-3.6664096820474,-13.7901397734706,-3.64458432884307
1.176,-13.8169534602189,-3.66354550763535,-13.8165663358742,-3.64166657855272
1.177,-13.8431386076486,-3.66068991770023,-13.8430936812206,-3.63875753706105
1.178,-13.869420869873,-3.65784301275966,-13.8697221216211,-3.63585730458978
1.179,-13.895800508728,-3.65500489404399,-13.8964519655177,-3.63296598207398
1.18,-13.9222777816639,-3.65217566349954,-13.9232835175164,-3.63008367116548
1.181,-13.9488529415703,-3.64935542379193,-13.9502170782157,-3.6272104742362
1.182,-13.9755262365949,-3.64654427830922,-13.9772529440295,-3.62434649438144
1.183,-14.002297909958,-3.64374233116525,-14.0043914070058,-3.62149183542329
1.184,-14.0291681997623,-3.64094968720281,-14.0316327546397,-3.61864660191386
