frequency,e',e''
1000000000,14.6761,8.5244
1010000000,14.576,8.5051
1020000000,14.495,8.5164
1030000000,14.4352,8.5559
1040000000,14.3939,8.5539
1050000000,14.2705,8.5602
1060000000,14.2712,8.5663
1070000000,14.1869,8.5594
1080000000,14.1092,8.5888
1090000000,13.9533,8.5348
1100000000,13.9298,8.5379
1110000000,13.8451,8.5111
1120000000,13.7596,8.5187
1130000000,13.7298,8.5467
1140000000,13.6323,8.5591
1150000000,13.6002,8.5551
1160000000,13.5107,8.5253
1170000000,13.4333,8.5172
1180000000,13.36,8.5116
1190000000,13.2874,8.4944
1200000000,13.2006,8.4812
1210000000,13.1496,8.4779
1220000000,13.0758,8.4259
1230000000,13.0093,8.4581
1240000000,13.0025,8.4304
1250000000,12.9085,8.3884
1260000000,12.8996,8.4345
1270000000,12.8587,8.4339
1280000000,12.7787,8.3918
1290000000,12.7308,8.4187
1300000000,12.6596,8.4044
1310000000,12.5867,8.3713
1320000000,12.552,8.3853
1330000000,12.4757,8.376
1340000000,12.4101,8.3634
1350000000,12.3721,8.3703
1360000000,12.3148,8.326
1370000000,12.233,8.3216
1380000000,12.1514,8.2956
1390000000,12.0823,8.274
1400000000,12.0703,8.2391
1410000000,12.0405,8.2212
1420000000,11.9757,8.1941
1430000000,11.971,8.1969
1440000000,11.9593,8.1656
1450000000,11.8929,8.1308
1460000000,11.8713,8.146
1470000000,11.8454,8.1335
1480000000,11.7746,8.17
1490000000,11.7492,8.1577
1500000000,11.6972,8.1671
1510000000,11.6359,8.1512
1520000000,11.5527,8.1483
1530000000,11.5314,8.1447
1540000000,11.4564,8.1044
1550000000,11.4131,8.0977
1560000000,11.3628,8.0861
1570000000,11.3028,8.0548
1580000000,11.2724,8.0303
1590000000,11.238,8.0229
1600000000,11.2001,8.0065
1610000000,11.1658,8.0071
1620000000,11.1267,7.9866
1630000000,11.0662,7.9786
1640000000,11.0579,7.9961
1650000000,11.0098,7.9842
1660000000,10.9367,7.9592
1670000000,10.9072,7.9652
1680000000,10.8589,7.9426
1690000000,10.7816,7.9302
1700000000,10.7683,7.9151
1710000000,10.7339,7.9336
1720000000,10.7053,7.9246
1730000000,10.6495,7.9245
1740000000,10.6124,7.8888
1750000000,10.5607,7.8874
1760000000,10.527,7.8626
1770000000,10.4429,7.8444
1780000000,10.4221,7.834
1790000000,10.3983,7.8147
1800000000,10.3732,7.8192
1810000000,10.3416,7.7939
1820000000,10.2983,7.7909
1830000000,10.2745,7.7665
1840000000,10.2371,7.7273
1850000000,10.1919,7.7265
1860000000,10.155,7.7094
1870000000,10.1108,7.6869
1880000000,10.0708,7.6772
1890000000,10.0347,7.6453
1900000000,9.9964,7.6553
1910000000,9.956,7.6341
1920000000,9.9191,7.6146
1930000000,9.8826,7.5892
1940000000,9.848,7.5697
1950000000,9.8146,7.5575
1960000000,9.7698,7.5334
1970000000,9.7404,7.5325
1980000000,9.7024,7.4987
1990000000,9.674,7.5046
2000000000,9.6484,7.4684
2010000000,9.6202,7.4623
2020000000,9.5987,7.4387
2030000000,9.5559,7.4148
2040000000,9.5431,7.3878
2050000000,9.5041,7.3715
2060000000,9.4591,7.3537
2070000000,9.4274,7.3265
2080000000,9.3909,7.3329
2090000000,9.3659,7.3208
2100000000,9.3332,7.2945
2110000000,9.305,7.2704
2120000000,9.2883,7.2686
2130000000,9.2594,7.2445
2140000000,9.2249,7.2283
2150000000,9.2011,7.2119
2160000000,9.1685,7.2043
2170000000,9.1369,7.1858
2180000000,9.1102,7.1826
2190000000,9.0942,7.1573
2200000000,9.0714,7.1556
2210000000,9.0487,7.1432
2220000000,9.018,7.1116
2230000000,8.9875,7.0848
2240000000,8.9566,7.0795
2250000000,8.9319,7.0637
2260000000,8.9067,7.0337
2270000000,8.8882,7.0416
2280000000,8.8546,7.0228
2290000000,8.8475,6.9963
2300000000,8.8236,6.9784
2310000000,8.7953,6.9449
2320000000,8.7701,6.9422
2330000000,8.7568,6.9199
2340000000,8.7233,6.9034
2350000000,8.6912,6.869
2360000000,8.666,6.8648
2370000000,8.6522,6.8481
2380000000,8.6378,6.8251
2390000000,8.616,6.8155
2400000000,8.5833,6.7808
2410000000,8.5586,6.7572
2420000000,8.5245,6.736
2430000000,8.4937,6.7107
2440000000,8.4726,6.7124
2450000000,8.4463,6.7024
2460000000,8.4288,6.6797
2470000000,8.4055,6.673
2480000000,8.3915,6.6573
2490000000,8.3591,6.6345
2500000000,8.3351,6.5986
2510000000,8.3131,6.5922
2520000000,8.2986,6.578
2530000000,8.2728,6.5537
2540000000,8.2611,6.5575
2550000000,8.2419,6.5488
2560000000,8.2248,6.5273
2570000000,8.2103,6.5063
2580000000,8.1937,6.4952
2590000000,8.1777,6.4782
2600000000,8.1536,6.4522
2610000000,8.1362,6.4363
2620000000,8.1224,6.4399
2630000000,8.1065,6.422
2640000000,8.0906,6.4184
2650000000,8.0767,6.3909
