frequency, S11, S12, S13, S21, S22, S23, S31, S32, S33
1033000000.0000000000, 144.4482550549, -35.5774244834, -35.5774244834, -35.5774196264, 79.4527480418, -53.5692477300, -35.5774244834, -53.5692574441, 79.4527431848
1034000000.0000000000, 144.4129056385, -35.6128176130, -35.6128151845, -35.6128176130, 79.3887907575, -53.5959710728, -35.6128224700, -53.5959710728, 79.3887859005
1035000000.0000000000, 144.3775659362, -35.6481961715, -35.6481913145, -35.6481913145, 79.3248529014, -53.6226507024, -35.6481888859, -53.6226604165, 79.3248529014
1036000000.0000000000, 144.3422068058, -35.6835747300, -35.6835747300, -35.6835795870, 79.2609830435, -53.6493449031, -35.6835795870, -53.6493497601, 79.2609733295
1037000000.0000000000, 144.3068573894, -35.7189630026, -35.7189581455, -35.7189581455, 79.1971083287, -53.6760245327, -35.7189630026, -53.6760293897, 79.1971228998
1038000000.0000000000, 144.2715079730, -35.7543488466, -35.7543488466, -35.7543464181, 79.1332967551, -53.7026798771, -35.7543464181, -53.7026847342, 79.1333016121
1039000000.0000000000, 144.2361391285, -35.7897395477, -35.7897395477, -35.7897395477, 79.0694803245, -53.7293400786, -35.7897371192, -53.7293497927, 79.0694851816
1040000000.0000000000, 144.2007799981, -35.8251351058, -35.8251351058, -35.8251302488, 79.0056978931, -53.7559565669, -35.8251302488, -53.7559614239, 79.0057076072
1041000000.0000000000, 144.1654208677, -35.8605258069, -35.8605282354, -35.8605282354, 78.9419688890, -53.7825779122, -35.8605258069, -53.7825827692, 78.9419737460
1042000000.0000000000, 144.1300520232, -35.8959237935, -35.8959237935, -35.8959286505, 78.8782738840, -53.8091749724, -35.8959286505, -53.8091652584, 78.8782738840
1043000000.0000000000, 144.0946831787, -35.9313339226, -35.9313339226, -35.9313339226, 78.8145983071, -53.8357477475, -35.9313363512, -53.8357574615, 78.8146128781
1044000000.0000000000, 144.0593337624, -35.9667270522, -35.9667270522, -35.9667270522, 78.7509664434, -53.8623253796, -35.9667270522, -53.8623205226, 78.7509810144
1045000000.0000000000, 144.0239552039, -36.0021468954, -36.0021468954, -36.0021420384, 78.6873734359, -53.8888835836, -36.0021420384, -53.8888835836, 78.6873637218
1046000000.0000000000, 143.9885669313, -36.0375545961, -36.0375497391, -36.0375497391, 78.6237852854, -53.9154272165, -36.0375473106, -53.9154175025, 78.6237707143
1047000000.0000000000, 143.9531883728, -36.0729574397, -36.0729574397, -36.0729574397, 78.5602408481, -53.9419465643, -36.0729647253, -53.9419514214, 78.5602359911
1048000000.0000000000, 143.9178098143, -36.1083748544, -36.1083724259, -36.1083748544, 78.4967061249, -53.9684610551, -36.1083797115, -53.9684756262, 78.4967158389
1049000000.0000000000, 143.8824312557, -36.1437874121, -36.1437874121, -36.1437874121, 78.4332151149, -53.9949706889, -36.1437898406, -53.9949658319, 78.4332345430
1050000000.0000000000, 143.8470526972, -36.1792048268, -36.1792048268, -36.1792048268, 78.3697386759, -54.0214463235, -36.1792023983, -54.0214608946, 78.3697678181
1051000000.0000000000, 143.8116547106, -36.2146270986, -36.2146222415, -36.2146222415, 78.3063302353, -54.0479171011, -36.2146222415, -54.0479268151, 78.3063496634
1052000000.0000000000, 143.7762761521, -36.2500542273, -36.2500542273, -36.2500542273, 78.2429363658, -54.0743878787, -36.2500517988, -54.0743878787, 78.2429509369
1053000000.0000000000, 143.7408781655, -36.2854764990, -36.2854764990, -36.2854716420, 78.1795764954, -54.1008246571, -36.2854764990, -54.1008343711, 78.1795764954
1054000000.0000000000, 143.7054898929, -36.3208939137, -36.3209011993, -36.3209011993, 78.1162506242, -54.1272565785, -36.3209011993, -54.1272517215, 78.1162360531
1055000000.0000000000, 143.6700919063, -36.3563307565, -36.3563356136, -36.3563307565, 78.0529296100, -54.1536545007, -36.3563307565, -54.1536690718, 78.0529344670
1056000000.0000000000, 143.6346842057, -36.3917700278, -36.3917700278, -36.3917675993, 77.9896523090, -54.1800669940, -36.3917748849, -54.1800718511, 77.9896425950
1057000000.0000000000, 143.5992765050, -36.4272044421, -36.4272044421, -36.4272092992, 77.9264284353, -54.2064600592, -36.4272092992, -54.2064454882, 77.9264430064
1058000000.0000000000, 143.5638688043, -36.4626509990, -36.4626509990, -36.4626509990, 77.8631997045, -54.2328239823, -36.4626534275, -54.2328239823, 77.8632191326
1059000000.0000000000, 143.5284611037, -36.4980902703, -36.4980854133, -36.4980902703, 77.7999855449, -54.2591879054, -36.4980902703, -54.2591879054, 77.8000001159
1060000000.0000000000, 143.4930534030, -36.5335343986, -36.5335343986, -36.5335343986, 77.7368636686, -54.2855324004, -36.5335343986, -54.2855324004, 77.7368442405
1061000000.0000000000, 143.4576457024, -36.5689736699, -36.5689736699, -36.5689736699, 77.6737126502, -54.3118768953, -36.5689785270, -54.3118768953, 77.6737126502
1062000000.0000000000, 143.4222282877, -36.6044250838, -36.6044226553, -36.6044250838, 77.6106393442, -54.3381971052, -36.6044226553, -54.3381922482, 77.6106344872
1063000000.0000000000, 143.3868205870, -36.6398692121, -36.6398692121, -36.6398692121, 77.5475514672, -54.3645027440, -36.6398740692, -54.3645124580, 77.5475708953
1064000000.0000000000, 143.3513934583, -36.6753254830, -36.6753303400, -36.6753303400, 77.4845267314, -54.3907938117, -36.6753303400, -54.3907889547, 77.4845364455
1065000000.0000000000, 143.3159760436, -36.7107890394, -36.7107914680, -36.7107938965, 77.4215311378, -54.4170654513, -36.7107890394, -54.4170751654, 77.4215408518
1066000000.0000000000, 143.2805489148, -36.7462428818, -36.7462428818, -36.7462477388, 77.3585598293, -54.4433370909, -36.7462501674, -54.4433468050, 77.3585744004
1067000000.0000000000, 143.2451217860, -36.7817064383, -36.7817064383, -36.7817015812, 77.2955933778, -54.4695893025, -36.7817015812, -54.4695893025, 77.2955982348
1068000000.0000000000, 143.2096849433, -36.8171675662, -36.8171675662, -36.8171602806, 77.2326560685, -54.4958415140, -36.8171675662, -54.4958560851, 77.2326560685
1069000000.0000000000, 143.1742578145, -36.8526311226, -36.8526311226, -36.8526335511, 77.1697916145, -54.5220791545, -36.8526311226, -54.5220742974, 77.1697770434
1070000000.0000000000, 143.1388112577, -36.8880995360, -36.8881068216, -36.8881092501, 77.1069271605, -54.5482876528, -36.8881019646, -54.5482827958, 77.1069271605
1071000000.0000000000, 143.1033938430, -36.9235728065, -36.9235728065, -36.9235752350, 77.0441307048, -54.5744864370, -36.9235752350, -54.5744767230, 77.0441161337
1072000000.0000000000, 143.0679472861, -36.9590460770, -36.9590485055, -36.9590509340, 76.9812953929, -54.6006803643, -36.9590485055, -54.6006755073, 76.9812711078
1073000000.0000000000, 143.0325104433, -36.9945266330, -36.9945266330, -36.9945266330, 76.9185232224, -54.6268402924, -36.9945242045, -54.6268402924, 76.9185523645
1074000000.0000000000, 142.9970736005, -37.0300047605, -37.0300071890, -37.0300047605, 76.8557899080, -54.6529953634, -37.0299974750, -54.6530050775, 76.8557996221
1075000064.0000000000, 142.9616076156, -37.0654901735, -37.0654877450, -37.0654901735, 76.7930663077, -54.6791601486, -37.0654901735, -54.6791601486, 76.7930760218
1076000000.0000000000, 142.9261707728, -37.1009658725, -37.1009634440, -37.1009683010, 76.7303912776, -54.7052957915, -37.1009658725, -54.7052957915, 76.7303864206
1076999936.0000000000, 142.8907145019, -37.1364561426, -37.1364561426, -37.1364561426, 76.6677211046, -54.7314120064, -37.1364512855, -54.7314265775, 76.6677405327
1077999872.0000000000, 142.8552679450, -37.1719318416, -37.1719342701, -37.1719342701, 76.6050849307, -54.7575330783, -37.1719342701, -54.7575330783, 76.6050946447
1078999808.0000000000, 142.8198019601, -37.2074318257, -37.2074342542, -37.2074318257, 76.5424681849, -54.7836347221, -37.2074318257, -54.7836444361, 76.5424730419
1079999744.0000000000, 142.7843554033, -37.2429099532, -37.2429172387, -37.2429172387, 76.4799437225, -54.8097217948, -37.2429148102, -54.8097217948, 76.4799437225
1080999680.0000000000, 142.7488894183, -37.2784075087, -37.2784099373, -37.2784099373, 76.4173998321, -54.8357991535, -37.2784099373, -54.8357894395, 76.4173998321
1081999616.0000000000, 142.7134331474, -37.3139074928, -37.3139074928, -37.3139147784, 76.3548607987, -54.8618425130, -37.3139099214, -54.8618570841, 76.3549045119
1082999552.0000000000, 142.6779671625, -37.3494074769, -37.3494099055, -37.3494099055, 76.2924091917, -54.8878955866, -37.3494099055, -54.8879101577, 76.2924189057
1083999488.0000000000, 142.6424914635, -37.3849074610, -37.3849026040, -37.3849098896, 76.2299575847, -54.9139389461, -37.3849147466, -54.9139486602, 76.2299672987
1084999424.0000000000, 142.6070254786, -37.4204098737, -37.4204098737, -37.4204098737, 76.1675156917, -54.9399677346, -37.4204147307, -54.9399677346, 76.1675254058
1085999360.0000000000, 142.5715497796, -37.4559244288, -37.4559171433, -37.4559195718, 76.1051175120, -54.9659722379, -37.4559195718, -54.9659770949, 76.1051077979
1086999296.0000000000, 142.5360935087, -37.4914341270, -37.4914341270, -37.4914365555, 76.0427727595, -54.9919815983, -37.4914316985, -54.9919815983, 76.0427630454
1087999232.0000000000, 142.5005983816, -37.5269438251, -37.5269413966, -37.5269486822, 75.9803891508, -55.0179715305, -37.5269438251, -55.0179666735, 75.9804182929
1088999168.0000000000, 142.4651226826, -37.5624608088, -37.5624583803, -37.5624680944, 75.9180929685, -55.0439371777, -37.5624608088, -55.0439468917, 75.9181075396
1089999104.0000000000, 142.4296372696, -37.5979753640, -37.5979753640, -37.5979777925, 75.8558210714, -55.0699222529, -37.5979705070, -55.0699125389, 75.8558259284
1090999040.0000000000, 142.3941615706, -37.6334923477, -37.6334923477, -37.6334947762, 75.7935443172, -55.0958636150, -37.6334947762, -55.0958636150, 75.7935686024
1091998976.0000000000, 142.3586664435, -37.6690166169, -37.6690190454, -37.6690166169, 75.7313258474, -55.1218001200, -37.6690190454, -55.1218146910, 75.7313501325
1092998912.0000000000, 142.3231810305, -37.7045433146, -37.7045433146, -37.7045433146, 75.6691268056, -55.1477269109, -37.7045457431, -55.1477366250, 75.6691316626
1093998848.0000000000, 142.2876859034, -37.7400627268, -37.7400675838, -37.7400724409, 75.6069763340, -55.1736488449, -37.7400627268, -55.1736488449, 75.6069763340
1094998784.0000000000, 142.2522004904, -37.7755967101, -37.7755967101, -37.7755967101, 75.5448161484, -55.1995513507, -37.7755967101, -55.1995513507, 75.5448161484
1095998720.0000000000, 142.2166956493, -37.8111355504, -37.8111355504, -37.8111355504, 75.4826899620, -55.2254392855, -37.8111379789, -55.2254489995, 75.4827093901
1096998656.0000000000, 142.1811908081, -37.8466719622, -37.8466719622, -37.8466719622, 75.4205929177, -55.2513417913, -37.8466695336, -55.2513369343, 75.4205929177
1097998592.0000000000, 142.1456859670, -37.8822035169, -37.8821986599, -37.8822035169, 75.3585347296, -55.2772102980, -37.8821986599, -55.2771957270, 75.3585201585
1098998528.0000000000, 142.1101908399, -37.9177447857, -37.9177447857, -37.9177399287, 75.2964911126, -55.3030690907, -37.9177447857, -55.3030739477, 75.2965056836
1099998464.0000000000, 142.0746665707, -37.9532860545, -37.9532884830, -37.9532884830, 75.2344426385, -55.3289181692, -37.9532909115, -55.3289230263, 75.2344426385
1100998400.0000000000, 142.0391617296, -37.9888321803, -37.9888321803, -37.9888321803, 75.1724961619, -55.3547575338, -37.9888297518, -55.3547672478, 75.1725107330
1101998336.0000000000, 142.0036471744, -38.0243831632, -38.0243831632, -38.0243807347, 75.1105399713, -55.3805823273, -38.0243807347, -55.3805920413, 75.1105448283
1102998272.0000000000, 141.9681423333, -38.0599317175, -38.0599317175, -38.0599317175, 75.0486177799, -55.4063925497, -38.0599317175, -55.4064168348, 75.0486226369
1103998208.0000000000, 141.9326277781, -38.0954827004, -38.0954851289, -38.0954851289, 74.9867150165, -55.4322124861, -38.0954802719, -55.4322124861, 74.9867198735
1104998144.0000000000, 141.8971132229, -38.1310361117, -38.1310336832, -38.1310336832, 74.9248171102, -55.4579789953, -38.1310336832, -55.4579984234, 74.9248462523
1105998080.0000000000, 141.8615986678, -38.1665943801, -38.1665919516, -38.1665919516, 74.8630066303, -55.4837697896, -38.1665943801, -55.4837795036, 74.8630066303
1106998016.0000000000, 141.8260646845, -38.2021575055, -38.2021575055, -38.2021526485, 74.8011767223, -55.5095411558, -38.2021575055, -55.5095508699, 74.8011912933
1107997952.0000000000, 141.7905307012, -38.2377182024, -38.2377133454, -38.2377182024, 74.7393905275, -55.5353028080, -38.2377133454, -55.5352930939, 74.7393905275
1108997888.0000000000, 141.7550064320, -38.2732837563, -38.2732861848, -38.2732837563, 74.6775994756, -55.5610547461, -38.2732837563, -55.5610596031, 74.6776091897
1109997824.0000000000, 141.7194724488, -38.3088468817, -38.3088444532, -38.3088468817, 74.6158909932, -55.5867921131, -38.3088468817, -55.5867872561, 74.6158667081
1110997760.0000000000, 141.6839287514, -38.3444221497, -38.3444197212, -38.3444270067, 74.5541242265, -55.6125149091, -38.3444197212, -55.6125246232, 74.5541290835
1111997696.0000000000, 141.6483947682, -38.3799949892, -38.3799949892, -38.3799949892, 74.4924691714, -55.6382377051, -38.3799974177, -55.6382377051, 74.4924594573
1112997632.0000000000, 141.6128510709, -38.4155654001, -38.4155654001, -38.4155702571, 74.4307898311, -55.6639459300, -38.4155629716, -55.6639459300, 74.4307898311
1113997568.0000000000, 141.5773268016, -38.4511479536, -38.4511479536, -38.4511503821, 74.3691784891, -55.6896444409, -38.4511479536, -55.6896347268, 74.3691687751
1114997504.0000000000, 141.5417733903, -38.4867256501, -38.4867232216, -38.4867305071, 74.3075865753, -55.7152992385, -38.4867305071, -55.7153089526, 74.3075962893
1115997440.0000000000, 141.5062296930, -38.5223082036, -38.5223106321, -38.5223082036, 74.2459849474, -55.7409831783, -38.5223082036, -55.7409928924, 74.2460092325
1116997376.0000000000, 141.4706762816, -38.5579028996, -38.5579101852, -38.5579077567, 74.1844416037, -55.7666525470, -38.5579004711, -55.7666622611, 74.1844464608
1117997312.0000000000, 141.4351131562, -38.5934878816, -38.5934878816, -38.5934854531, 74.1229079741, -55.7923024877, -38.5934854531, -55.7923122017, 74.1229322593
1118997248.0000000000, 141.3995694589, -38.6290728637, -38.6290728637, -38.6290704351, 74.0614277718, -55.8179524283, -38.6290777207, -55.8179524283, 74.0614277718
1119997184.0000000000, 141.3640160475, -38.6646699882, -38.6646699882, -38.6646699882, 73.9999621406, -55.8435975119, -38.6646651312, -55.8435780838, 73.9999427125
1120997120.0000000000, 141.3284529221, -38.7002646843, -38.7002646843, -38.7002695413, 73.9384965093, -55.8692037393, -38.7002622558, -55.8692037393, 73.9384916523
1121997056.0000000000, 141.2928897967, -38.7358642374, -38.7358642374, -38.7358715229, 73.8770600202, -55.8948099667, -38.7358666659, -55.8948196808, 73.8770551632
1122996992.0000000000, 141.2573169573, -38.7714686475, -38.7714686475, -38.7714686475, 73.8156623873, -55.9204064801, -38.7714686475, -55.9204161941, 73.8156769584
1123996928.0000000000, 141.2217538319, -38.8070730576, -38.8070730576, -38.8070730576, 73.7542696114, -55.9459932794, -38.8070682006, -55.9460175645, 73.7542744684
1124996864.0000000000, 141.1861809924, -38.8426774677, -38.8426701821, -38.8426750392, 73.6929399768, -55.9715897928, -38.8426774677, -55.9715897928, 73.6929545479
1125996800.0000000000, 141.1506178670, -38.8782940203, -38.8782867348, -38.8782915918, 73.6315957711, -55.9971474500, -38.8782843063, -55.9971620210, 73.6316054852
1126996736.0000000000, 141.1150255995, -38.9139032875, -38.9139057160, -38.9139032875, 73.5703147068, -56.0227196782, -38.9139032875, -56.0227196782, 73.5703147068
1127996672.0000000000, 141.0794527600, -38.9495149831, -38.9495125546, -38.9495125546, 73.5090627845, -56.0482676213, -38.9495125546, -56.0482773354, 73.5090773556
1128996608.0000000000, 141.0438702065, -38.9851315358, -38.9851315358, -38.9851315358, 73.4478302904, -56.0738009934, -38.9851315358, -56.0738058504, 73.4478400045
1129996544.0000000000, 141.0082973670, -39.0207578025, -39.0207578025, -39.0207553740, 73.3865832252, -56.0993295085, -39.0207553740, -56.0993343655, 73.3865832252
1130996480.0000000000, 140.9726953855, -39.0563743552, -39.0563743552, -39.0563694981, 73.3254090154, -56.1248531665, -39.0563694981, -56.1248580235, 73.3254187294
1131996416.0000000000, 140.9371128320, -39.0920006219, -39.0919933363, -39.0919957648, 73.2642493766, -56.1503719675, -39.0919909078, -56.1503719675, 73.2642688047
1132996352.0000000000, 140.9015302785, -39.1276196030, -39.1276171745, -39.1276123175, 73.2030994519, -56.1758761974, -39.1276171745, -56.1758761974, 73.2031140229
1133996288.0000000000, 140.8659282969, -39.1632531553, -39.1632531553, -39.1632531553, 73.1420029544, -56.2013658562, -39.1632531553, -56.2013658562, 73.1420029544
1134996224.0000000000, 140.8303457434, -39.1988867075, -39.1988867075, -39.1988867075, 73.0809210280, -56.2268360870, -39.1988867075, -56.2268458011, 73.0809258850
1135996160.0000000000, 140.7947340477, -39.2345202598, -39.2345202598, -39.2345154028, 73.0198439586, -56.2523160318, -39.2345154028, -56.2523257459, 73.0198245305
1136996096.0000000000, 140.7591320661, -39.2701513835, -39.2701562405, -39.2701586690, 72.9587911744, -56.2777668345, -39.2701562405, -56.2777814056, 72.9587911744
1137996032.0000000000, 140.7235495126, -39.3057946498, -39.3057922213, -39.3057946498, 72.8977918174, -56.3032322082, -39.3057946498, -56.3032176372, 72.8977966744
1138995968.0000000000, 140.6879378170, -39.3414427731, -39.3414379161, -39.3414354876, 72.8367827463, -56.3286830109, -39.3414354876, -56.3286781539, 72.8367730323
1139995904.0000000000, 140.6523261213, -39.3770811824, -39.3770884679, -39.3770860394, 72.7758319595, -56.3540998144, -39.3770860394, -56.3541143855, 72.7758368166
1140995840.0000000000, 140.6166949976, -39.4127365912, -39.4127414483, -39.4127317342, 72.7148471736, -56.3795311890, -39.4127390198, -56.3795409030, 72.7148714587
1141995776.0000000000, 140.5811027301, -39.4483822860, -39.4483847146, -39.4483822860, 72.6539643852, -56.4049334214, -39.4483798575, -56.4049431354, 72.6539595281
1142995712.0000000000, 140.5454813204, -39.4840425519, -39.4840425519, -39.4840352664, 72.5930815967, -56.4303550819, -39.4840352664, -56.4303502249, 72.5930961678
1143995648.0000000000, 140.5098599107, -39.5196955323, -39.5196931037, -39.5196955323, 72.5322182364, -56.4557427433, -39.5196955323, -56.4557427433, 72.5322085223
1144995584.0000000000, 140.4742287870, -39.5553557981, -39.5553509411, -39.5553533696, 72.4713548760, -56.4811255476, -39.5553557981, -56.4811401187, 72.4713597330
1145995520.0000000000, 140.4386073773, -39.5910136355, -39.5910136355, -39.5910112070, 72.4105255148, -56.5065277801, -39.5910063500, -56.5065374941, 72.4105158008
1146995456.0000000000, 140.4029762535, -39.6266811869, -39.6266811869, -39.6266739014, 72.3497495809, -56.5318862993, -39.6266714729, -56.5318765852, 72.3497495809
1147995392.0000000000, 140.3673645579, -39.6623414528, -39.6623414528, -39.6623414528, 72.2889930751, -56.5572399615, -39.6623390243, -56.5572399615, 72.2890125032
1148995328.0000000000, 140.3317237201, -39.6980114327, -39.6980114327, -39.6980114327, 72.2282462833, -56.5825790526, -39.6980114327, -56.5825839096, 72.2282608544
1149995264.0000000000, 140.2961023104, -39.7336838411, -39.7336789841, -39.7336789841, 72.1675480617, -56.6079230008, -39.7336765556, -56.6079230008, 72.1675383477
1150995200.0000000000, 140.2604614726, -39.7693562496, -39.7693635351, -39.7693562496, 72.1068401261, -56.6332620919, -39.7693538211, -56.6332669489, 72.1068546972
1151995136.0000000000, 140.2248109208, -39.8050383720, -39.8050383720, -39.8050335150, 72.0461516186, -56.6586011830, -39.8050310865, -56.6585914690, 72.0461516186
1152995072.0000000000, 140.1891700830, -39.8407107805, -39.8407107805, -39.8407107805, 71.9855311095, -56.6839014180, -39.8407107805, -56.6839014180, 71.9855213954
1153995008.0000000000, 140.1535389593, -39.8763929030, -39.8763904745, -39.8763904745, 71.9249106003, -56.7092113670, -39.8763856174, -56.7092065099, 71.9249251714
1154994944.0000000000, 140.1178884075, -39.9120750254, -39.9120750254, -39.9120750254, 71.8642998052, -56.7345067449, -39.9120750254, -56.7344970308, 71.8643046622
1155994880.0000000000, 140.0822475697, -39.9477571479, -39.9477571479, -39.9477571479, 71.8037521513, -56.7597826947, -39.9477547194, -56.7597875517, 71.8037570083
1156994816.0000000000, 140.0465775898, -39.9834489844, -39.9834489844, -39.9834465559, 71.7431753554, -56.7850732156, -39.9834538415, -56.7850780726, 71.7431947835
1157994752.0000000000, 140.0109270379, -40.0191432495, -40.0191432495, -40.0191432495, 71.6826762718, -56.8103394514, -40.0191408210, -56.8103345943, 71.6826714147
1158994688.0000000000, 139.9752764861, -40.0548423715, -40.0548448001, -40.0548423715, 71.6221771882, -56.8356056871, -40.0548448001, -56.8356056871, 71.6221674741
1159994624.0000000000, 139.9396162202, -40.0905269225, -40.0905293511, -40.0905269225, 71.5616829616, -56.8608524948, -40.0905269225, -56.8608622089, 71.5616878186
1160994560.0000000000, 139.9039559544, -40.1262406157, -40.1262381872, -40.1262381872, 71.5012275912, -56.8861041595, -40.1262381872, -56.8861090166, 71.5012421623
1161994496.0000000000, 139.8682859744, -40.1619348807, -40.1619348807, -40.1619397377, 71.4408159341, -56.9113363962, -40.1619397377, -56.9113315391, 71.4408207911
1162994432.0000000000, 139.8326159945, -40.1976412883, -40.1976437168, -40.1976437168, 71.3803994199, -56.9365734898, -40.1976364313, -56.9365637757, 71.3804237050
1163994368.0000000000, 139.7969557286, -40.2333525529, -40.2333452674, -40.2333428389, 71.3199877627, -56.9617911553, -40.2333452674, -56.9617911553, 71.3200023338
1164994304.0000000000, 139.7612857487, -40.2690613890, -40.2690638175, -40.2690565320, 71.2596732460, -56.9870088209, -40.2690613890, -56.9869991068, 71.2596635319
1165994240.0000000000, 139.7256060548, -40.3047726537, -40.3047726537, -40.3047726537, 71.1993490152, -57.0121973443, -40.3047677966, -57.0121924873, 71.1993344442
1166994176.0000000000, 139.6899263608, -40.3404814898, -40.3404912038, -40.3404912038, 71.1390102134, -57.0374052958, -40.3404863468, -57.0374150098, 71.1390102134
1167994112.0000000000, 139.6542369528, -40.3762048969, -40.3762097540, -40.3762048969, 71.0787248389, -57.0626083902, -40.3762048969, -57.0625986762, 71.0787442669
