x,y1,y2
2.777,-1.201973633,-12.2087309
2.778,-1.201990655,-12.20842601
2.779,-1.202007575,-12.20812079
2.78,-1.202024393,-12.20781524
2.781,-1.202041109,-12.20750938
2.782,-1.202057721,-12.20720321
2.783,-1.20207423,-12.20689673
2.784,-1.202090635,-12.20658997
2.785,-1.202106936,-12.20628291
2.786,-1.202123131,-12.20597558
2.787,-1.202139221,-12.20566798
2.788,-1.202155205,-12.20536012
2.789,-1.202171083,-12.205052
2.79,-1.202186854,-12.20474363
2.791,-1.202202518,-12.20443503
2.792,-1.202218074,-12.20412619
2.793,-1.202233522,-12.20381713
2.794,-1.202248862,-12.20350785
2.795,-1.202264092,-12.20319836
2.796,-1.202279213,-12.20288867
2.797,-1.202294224,-12.20257879
2.798,-1.202309125,-12.20226872
2.799,-1.202323915,-12.20195847
2.8,-1.202338594,-12.20164805
2.801,-1.202353161,-12.20133747
2.802,-1.202367616,-12.20102673
2.803,-1.202381959,-12.20071585
2.804,-1.202396189,-12.20040482
2.805,-1.202410306,-12.20009366
2.806,-1.202424308,-12.19978238
2.807,-1.202438197,-12.19947098
2.808,-1.202451971,-12.19915947
2.809,-1.20246563,-12.19884786
2.81,-1.202479174,-12.19853616
2.811,-1.202492603,-12.19822437
2.812,-1.202505915,-12.1979125
2.813,-1.20251911,-12.19760056
2.814,-1.202532189,-12.19728855
2.815,-1.20254515,-12.19697649
2.816,-1.202557993,-12.19666439
2.817,-1.202570719,-12.19635224
2.818,-1.202583326,-12.19604006
2.819,-1.202595814,-12.19572786
2.82,-1.202608183,-12.19541564
2.821,-1.202620432,-12.19510341
2.822,-1.202632561,-12.19479117
2.823,-1.20264457,-12.19447895
2.824,-1.202656458,-12.19416674
2.825,-1.202668225,-12.19385454
2.826,-1.202679871,-12.19354238
2.827,-1.202691394,-12.19323026
2.828,-1.202702796,-12.19291818
2.829,-1.202714075,-12.19260615
2.83,-1.202725231,-12.19229419
2.831,-1.202736264,-12.19198229
2.832,-1.202747174,-12.19167046
2.833,-1.202757959,-12.19135872
2.834,-1.202768621,-12.19104707
2.835,-1.202779157,-12.19073552
2.836,-1.202789569,-12.19042408
2.837,-1.202799855,-12.19011275
2.838,-1.202810016,-12.18980154
2.839,-1.202820051,-12.18949047
2.84,-1.20282996,-12.18917953
2.841,-1.202839742,-12.18886873
2.842,-1.202849398,-12.18855809
2.843,-1.202858926,-12.18824761
2.844,-1.202868327,-12.1879373
2.845,-1.202877599,-12.18762716
2.846,-1.202886744,-12.18731721
2.847,-1.20289576,-12.18700745
2.848,-1.202904648,-12.18669789
2.849,-1.202913407,-12.18638854
2.85,-1.202922036,-12.18607941
2.851,-1.202930536,-12.18577049
2.852,-1.202938905,-12.18546181
2.853,-1.202947145,-12.18515337
2.854,-1.202955254,-12.18484517
2.855,-1.202963233,-12.18453723
2.856,-1.20297108,-12.18422954
2.857,-1.202978796,-12.18392213
2.858,-1.202986381,-12.183615
2.859,-1.202993834,-12.18330815
2.86,-1.203001154,-12.1830016
2.861,-1.203008343,-12.18269534
2.862,-1.203015399,-12.1823894
2.863,-1.203022321,-12.18208377
2.864,-1.203029111,-12.18177847
2.865,-1.203035768,-12.1814735
2.866,-1.20304229,-12.18116887
2.867,-1.203048679,-12.18086459
2.868,-1.203054934,-12.18056066
2.869,-1.203061055,-12.1802571
2.87,-1.203067041,-12.17995391
2.871,-1.203072892,-12.1796511
2.872,-1.203078608,-12.17934868
2.873,-1.203084189,-12.17904665
2.874,-1.203089634,-12.17874502
2.875,-1.203094944,-12.17844381
2.876,-1.203100118,-12.17814302
2.877,-1.203105156,-12.17784265
2.878,-1.203110057,-12.17754272
2.879,-1.203114822,-12.17724323
2.88,-1.20311945,-12.17694419
2.881,-1.203123942,-12.17664561
2.882,-1.203128296,-12.1763475
2.883,-1.203132513,-12.17604986
2.884,-1.203136592,-12.1757527
2.885,-1.203140534,-12.17545604
2.886,-1.203144337,-12.17515987
2.887,-1.203148003,-12.17486421
2.888,-1.203151531,-12.17456906
2.889,-1.20315492,-12.17427444
2.89,-1.20315817,-12.17398034
2.891,-1.203161282,-12.17368678
2.892,-1.203164255,-12.17339377
2.893,-1.203167089,-12.17310132
2.894,-1.203169783,-12.17280942
2.895,-1.203172338,-12.1725181
2.896,-1.203174754,-12.17222735
2.897,-1.20317703,-12.17193719
2.898,-1.203179166,-12.17164763
2.899,-1.203181163,-12.17135866
2.9,-1.203183019,-12.17107031
2.901,-1.203184735,-12.17078258
2.902,-1.203186311,-12.17049547
2.903,-1.203187746,-12.17020899
2.904,-1.20318904,-12.16992316
2.905,-1.203190194,-12.16963798
2.906,-1.203191207,-12.16935346
2.907,-1.203192079,-12.1690696
2.908,-1.20319281,-12.16878642
2.909,-1.2031934,-12.16850392
2.91,-1.203193849,-12.16822211
2.911,-1.203194156,-12.16794101
2.912,-1.203194322,-12.16766061
2.913,-1.203194346,-12.16738092
2.914,-1.203194229,-12.16710196
2.915,-1.20319397,-12.16682373
2.916,-1.203193569,-12.16654624
2.917,-1.203193026,-12.1662695
2.918,-1.203192341,-12.16599351
2.919,-1.203191514,-12.16571829
2.92,-1.203190546,-12.16544384
2.921,-1.203189435,-12.16517017
2.922,-1.203188181,-12.16489729
2.923,-1.203186786,-12.16462521
2.924,-1.203185248,-12.16435393
2.925,-1.203183568,-12.16408347
2.926,-1.203181746,-12.16381383
2.927,-1.203179781,-12.16354502
2.928,-1.203177673,-12.16327704
2.929,-1.203175423,-12.16300992
2.93,-1.20317303,-12.16274365
2.931,-1.203170495,-12.16247824
2.932,-1.203167817,-12.1622137
2.933,-1.203164997,-12.16195005
2.934,-1.203162034,-12.16168728
2.935,-1.203158928,-12.16142541
2.936,-1.20315568,-12.16116444
2.937,-1.203152289,-12.16090439
2.938,-1.203148755,-12.16064526
2.939,-1.203145078,-12.16038706
2.94,-1.203141259,-12.16012979
2.941,-1.203137298,-12.15987348
2.942,-1.203133193,-12.15961811
2.943,-1.203128946,-12.15936372
2.944,-1.203124556,-12.15911029
2.945,-1.203120024,-12.15885785
2.946,-1.203115349,-12.15860639
2.947,-1.203110532,-12.15835593
2.948,-1.203105572,-12.15810648
2.949,-1.20310047,-12.15785804
2.95,-1.203095225,-12.15761063
2.951,-1.203089838,-12.15736424
2.952,-1.203084309,-12.1571189
2.953,-1.203078637,-12.1568746
2.954,-1.203072824,-12.15663136
2.955,-1.203066868,-12.15638919
2.956,-1.20306077,-12.15614809
2.957,-1.20305453,-12.15590807
2.958,-1.203048148,-12.15566914
2.959,-1.203041624,-12.15543132
2.96,-1.203034959,-12.1551946
2.961,-1.203028152,-12.154959
2.962,-1.203021203,-12.15472453
2.963,-1.203014113,-12.15449118
2.964,-1.203006881,-12.15425899
2.965,-1.202999508,-12.15402794
2.966,-1.202991994,-12.15379805
2.967,-1.202984339,-12.15356934
2.968,-1.202976543,-12.1533418
2.969,-1.202968606,-12.15311545
2.97,-1.202960528,-12.15289029
2.971,-1.202952309,-12.15266633
2.972,-1.202943951,-12.15244359
2.973,-1.202935451,-12.15222207
2.974,-1.202926812,-12.15200179
2.975,-1.202918033,-12.15178274
2.976,-1.202909113,-12.15156493
2.977,-1.202900054,-12.15134839
2.978,-1.202890855,-12.15113311
2.979,-1.202881517,-12.1509191
2.98,-1.20287204,-12.15070638
2.981,-1.202862423,-12.15049495
2.982,-1.202852668,-12.15028482
2.983,-1.202842773,-12.150076
2.984,-1.20283274,-12.1498685
2.985,-1.202822569,-12.14966233
2.986,-1.202812259,-12.14945749
2.987,-1.202801811,-12.149254
2.988,-1.202791226,-12.14905187
2.989,-1.202780502,-12.14885109
2.99,-1.202769642,-12.14865169
2.991,-1.202758644,-12.14845368
2.992,-1.202747509,-12.14825705
2.993,-1.202736237,-12.14806182
2.994,-1.202724828,-12.14786801
2.995,-1.202713283,-12.14767561
2.996,-1.202701602,-12.14748463
2.997,-1.202689785,-12.1472951
2.998,-1.202677833,-12.147107
2.999,-1.202665744,-12.14692037
3,-1.202653521,-12.14673519
