!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Tuesday, March 08, 2016 15:13:41
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S11 Phase(°)
1000000000,-4.614512,159.49834
1001000000,-4.5901875,159.58943
1002000000,-4.6066856,159.4899
1003000000,-4.6007037,159.47668
1004000000,-4.5750957,159.23212
1005000000,-4.6249261,159.23717
1006000000,-4.5945663,159.19098
1007000000,-4.5825977,159.36203
1008000000,-4.5776834,159.16959
1009000000,-4.56671,159.44681
1010000000,-4.5545769,159.20197
1011000000,-4.5942726,158.75233
1012000000,-4.6324048,159.23241
1013000000,-4.5593719,158.89354
1014000000,-4.5816574,159.02153
1015000000,-4.5750289,159.09708
1016000000,-4.56457,158.77708
1017000000,-4.5385566,158.92502
1018000000,-4.6014433,158.71951
1019000000,-4.5701275,158.74667
1020000000,-4.5579457,158.91098
1021000000,-4.5674791,158.68886
1022000000,-4.5425611,158.73338
1023000000,-4.5753794,158.82469
1024000000,-4.580317,158.71954
1025000000,-4.5643725,158.60751
1026000000,-4.5775862,158.58681
1027000000,-4.5656662,158.51466
1028000000,-4.5726047,158.50755
1029000000,-4.5687456,158.61491
1030000000,-4.5522537,158.20409
1031000000,-4.5296984,158.46765
1032000000,-4.6004405,158.30161
1033000000,-4.5617504,158.19276
1034000000,-4.5534163,158.40933
1035000000,-4.5373354,158.23793
1036000000,-4.5340538,158.33423
1037000000,-4.5380049,157.90854
1038000000,-4.5555763,158.30913
1039000000,-4.5620785,158.13698
1040000000,-4.5450807,158.23761
1041000000,-4.5700989,158.28169
1042000000,-4.5732613,158.07721
1043000000,-4.5273199,158.21049
1044000000,-4.5159349,157.78394
1045000000,-4.552422,158.02544
1046000000,-4.5101089,157.91377
1047000000,-4.540103,158.1442
1048000000,-4.5503888,157.86093
1049000000,-4.5217261,157.84352
1050000000,-4.5331206,157.98112
1051000000,-4.5371494,157.64886
1052000000,-4.5094051,157.77139
1053000000,-4.5403481,157.34311
1054000000,-4.5462389,157.59271
1055000000,-4.5513797,157.77121
1056000000,-4.5482154,157.75565
1057000000,-4.4929852,157.55742
1058000000,-4.5688152,157.21214
1059000000,-4.5394878,157.41769
1060000000,-4.5147433,157.42494
1061000000,-4.5243773,157.33144
1062000000,-4.5277214,157.39989
1063000000,-4.5105524,157.22987
1064000000,-4.5093288,157.35309
1065000000,-4.5064154,157.26031
1066000000,-4.5107965,156.85817
1067000000,-4.5229292,156.99042
1068000000,-4.5060163,157.00229
1069000000,-4.5145683,157.01216
1070000000,-4.4954553,157.07558
1071000000,-4.5386057,157.14226
1072000000,-4.5021214,157.01506
1073000000,-4.5217199,157.17419
1074000000,-4.4831233,157.03046
1075000000,-4.5101986,156.95061
1076000000,-4.5128226,157.10544
1077000000,-4.491919,156.83615
1078000000,-4.4991465,156.77428
1079000000,-4.5084662,156.66035
1080000000,-4.4873466,156.7527
1081000000,-4.476644,156.71416
1082000000,-4.4835997,156.48067
1083000000,-4.4792895,156.561
1084000000,-4.4655361,156.55983
1085000000,-4.4697385,156.4384
1086000000,-4.5140719,156.42944
1087000000,-4.463069,156.51958
1088000000,-4.476223,156.56789
1089000000,-4.4934025,156.35416
1090000000,-4.5085421,156.53296
1091000000,-4.4738531,156.18196
1092000000,-4.4951763,156.27422
1093000000,-4.4608631,156.07263
1094000000,-4.4684019,156.02034
1095000000,-4.4809222,156.11574
1096000000,-4.4925332,156.08875
1097000000,-4.4648976,156.04204
1098000000,-4.4633927,156.16359
1099000000,-4.5142894,156.20886
1100000000,-4.4929104,156.03691
1101000000,-4.4733644,155.70651
1102000000,-4.4997134,155.76514
1103000000,-4.4779768,155.86372
1104000000,-4.4777741,155.68741
1105000000,-4.4889927,155.66902
1106000000,-4.4783125,155.70946
1107000000,-4.4866796,155.77859
1108000000,-4.4667072,155.45195
1109000000,-4.4373984,155.66513
1110000000,-4.4494019,155.86266
1111000000,-4.4733706,155.78065
1112000000,-4.4947438,155.57385
1113000000,-4.4794068,155.55745
1114000000,-4.4599161,155.22816
1115000000,-4.4354081,155.44038
1116000000,-4.4801984,155.40215
1117000000,-4.4478192,155.36272
1118000000,-4.4700441,155.36432
1119000000,-4.4534702,155.23347
1120000000,-4.4745574,155.28937
1121000000,-4.4613919,155.06735
1122000000,-4.4635987,155.10603
1123000000,-4.4665098,155.23601
1124000000,-4.4287701,155.11177
1125000000,-4.4726887,154.94899
1126000000,-4.4440742,154.80731
1127000000,-4.4555521,154.99605
1128000000,-4.4637852,155.01582
1129000000,-4.4610472,154.79875
1130000000,-4.4606142,154.58537
1131000000,-4.4294543,154.76546
1132000000,-4.4405937,154.86575
1133000000,-4.4793258,154.47231
1134000000,-4.4338565,154.81476
1135000000,-4.4569364,154.53949
1136000000,-4.4559045,154.75749
1137000000,-4.466918,154.65021
1138000000,-4.4703178,154.31607
1139000000,-4.4582176,154.49789
1140000000,-4.4681172,154.23766
1141000000,-4.4577188,154.483
1142000000,-4.474401,154.07068
1143000000,-4.455986,154.24832
1144000000,-4.4992552,154.258
1145000000,-4.4529676,154.04826
1146000000,-4.4491949,154.4534
1147000000,-4.4177179,154.07481
1148000000,-4.465786,153.95407
1149000000,-4.4756932,154.06651
1150000000,-4.4657698,153.89551
1151000000,-4.425293,154.09331
1152000000,-4.4325066,153.84221
1153000000,-4.4529114,153.92892
1154000000,-4.4221182,153.86929
1155000000,-4.4438019,153.90732
1156000000,-4.4288702,153.82549
1157000000,-4.4351149,153.8132
1158000000,-4.4215837,153.78549
1159000000,-4.4541845,153.86162
1160000000,-4.4142642,153.69554
1161000000,-4.459733,153.81271
1162000000,-4.4258227,153.71954
1163000000,-4.4491191,153.62982
1164000000,-4.4258933,153.60741
1165000000,-4.4289913,153.50418
1166000000,-4.4213605,153.45834
1167000000,-4.424912,153.60931
1168000000,-4.4292741,153.59779
1169000000,-4.4495249,153.15323
1170000000,-4.4024439,153.41937
1171000000,-4.4260454,153.33543
1172000000,-4.4366136,153.20595
1173000000,-4.430841,153.16319
1174000000,-4.4295254,153.10172
1175000000,-4.4148879,153.11946
1176000000,-4.4215617,153.11353
1177000000,-4.4654918,152.93179
1178000000,-4.42942,152.9942
1179000000,-4.4229512,153.07315
1180000000,-4.4500675,152.91379
1181000000,-4.442379,152.96132
1182000000,-4.4428902,152.70439
1183000000,-4.4062018,152.78061
1184000000,-4.4475398,152.61096
1185000000,-4.4373803,152.74326
1186000000,-4.4328895,152.67204
1187000000,-4.4155006,152.58521
1188000000,-4.3970337,152.42345
1189000000,-4.4266438,152.483
1190000000,-4.4143896,152.54742
1191000000,-4.3926234,152.61234
1192000000,-4.4206691,152.34973
1193000000,-4.4425435,152.40211
1194000000,-4.4139595,152.44615
1195000000,-4.4269714,152.32277
1196000000,-4.3772388,152.39565
1197000000,-4.4208884,152.11078
1198000000,-4.4342618,152.2009
1199000000,-4.4296904,152.07518
1200000000,-4.4036865,152.01889
1201000000,-4.418694,152.14174
1202000000,-4.4071646,152.09631
1203000000,-4.4364481,152.12772
1204000000,-4.4371839,152.07619
1205000000,-4.4299269,151.91153
1206000000,-4.4331737,152.17728
1207000000,-4.4054923,152.2307
1208000000,-4.4143448,151.7939
1209000000,-4.4102621,151.94104
1210000000,-4.4037876,151.77132
1211000000,-4.4194484,151.88869
1212000000,-4.4131603,151.67302
1213000000,-4.4347301,151.70285
1214000000,-4.4246011,151.44032
1215000000,-4.4077764,151.51985
1216000000,-4.3863482,151.68591
1217000000,-4.4132981,151.4726
1218000000,-4.4099073,151.42384
1219000000,-4.3851123,151.21999
1220000000,-4.4354157,151.4165
1221000000,-4.4278464,151.25075
1222000000,-4.3882022,151.33069
1223000000,-4.4205718,151.13916
1224000000,-4.4045577,151.16974
1225000000,-4.4155202,151.06775
1226000000,-4.413794,150.93098
1227000000,-4.4480686,150.87654
1228000000,-4.4384022,150.81752
1229000000,-4.4111576,151.01343
1230000000,-4.4073553,150.78438
1231000000,-4.4202418,150.65544
1232000000,-4.432744,151.03854
1233000000,-4.3927627,150.77403
1234000000,-4.4329066,150.73946
1235000000,-4.3928905,150.569
1236000000,-4.3744717,150.59897
1237000000,-4.4058585,150.68504
1238000000,-4.3998322,150.61548
1239000000,-4.4099445,150.63542
1240000000,-4.3888717,150.46695
1241000000,-4.4003119,150.742
1242000000,-4.373199,150.49829
1243000000,-4.4146771,150.54883
1244000000,-4.4086943,150.31381
1245000000,-4.4187031,150.25018
1246000000,-4.3977561,150.10551
1247000000,-4.4023132,150.20096
1248000000,-4.3992572,150.28255
1249000000,-4.3979683,150.26942
1250000000,-4.4283438,150.26073
1251000000,-4.4083943,150.06299
1252000000,-4.3817482,149.71761
1253000000,-4.4188666,150.14067
1254000000,-4.408215,150.09023
1255000000,-4.40241,149.92653
1256000000,-4.3969979,149.85254
1257000000,-4.389843,149.70862
1258000000,-4.3991766,149.7072
1259000000,-4.4115381,149.91763
1260000000,-4.4235234,149.7061
1261000000,-4.39855,149.79582
1262000000,-4.4141054,149.46227
1263000000,-4.4125147,149.22232
1264000000,-4.4108524,149.74425
1265000000,-4.3925362,149.6246
1266000000,-4.4542742,149.50192
1267000000,-4.3989391,149.47037
1268000000,-4.412333,149.29425
1269000000,-4.4135637,149.1992
1270000000,-4.4201007,149.18904
1271000000,-4.4311767,149.2942
1272000000,-4.3985162,149.10736
1273000000,-4.4306078,149.27345
1274000000,-4.4217529,148.99319
1275000000,-4.3779178,148.90193
1276000000,-4.4133067,149.13248
1277000000,-4.3894482,148.8969
1278000000,-4.4232817,148.76997
1279000000,-4.4121614,149.02275
1280000000,-4.4216728,148.83632
1281000000,-4.4292026,148.77635
1282000000,-4.4440398,148.79694
1283000000,-4.395895,148.4455
1284000000,-4.3961444,148.63113
1285000000,-4.4011927,148.45415
1286000000,-4.4265442,148.71242
1287000000,-4.4461718,148.605
1288000000,-4.3962407,148.30096
1289000000,-4.4413071,148.46674
1290000000,-4.4181142,148.29198
1291000000,-4.4077926,148.39946
1292000000,-4.4171348,148.21057
1293000000,-4.4099636,148.39919
1294000000,-4.4014506,148.42854
1295000000,-4.4136896,148.25836
1296000000,-4.3954206,148.15543
1297000000,-4.4338908,148.24007
1298000000,-4.4208112,147.92839
1299000000,-4.4516439,148.18037
1300000000,-4.4405789,148.06853
1301000000,-4.4371719,147.7538
1302000000,-4.4425087,147.75467
1303000000,-4.3866563,147.83014
1304000000,-4.441258,147.94916
1305000000,-4.4430666,147.65033
1306000000,-4.404511,147.79878
1307000000,-4.4449286,147.61105
1308000000,-4.4198112,147.64442
1309000000,-4.4334164,147.56017
1310000000,-4.422296,147.38489
1311000000,-4.4324999,147.52385
1312000000,-4.4215717,147.26254
1313000000,-4.4133415,147.30249
1314000000,-4.4429832,147.21219
1315000000,-4.4274502,147.00685
1316000000,-4.4539723,147.3266
1317000000,-4.399035,147.31201
1318000000,-4.4214845,147.09926
1319000000,-4.4479766,147.04857
1320000000,-4.4074502,147.11021
1321000000,-4.4289632,147.18748
1322000000,-4.4216261,146.98694
1323000000,-4.4514737,146.85085
1324000000,-4.4334245,146.96925
1325000000,-4.4291997,146.9402
1326000000,-4.4131169,147.06401
1327000000,-4.4418221,146.85558
1328000000,-4.4477568,146.69978
1329000000,-4.4308858,146.5629
1330000000,-4.4049764,146.71152
1331000000,-4.4431629,146.65894
1332000000,-4.4050021,146.7233
1333000000,-4.4425411,146.56339
1334000000,-4.4320049,146.3817
1335000000,-4.4455996,146.56111
1336000000,-4.4161959,146.37872
1337000000,-4.4239788,146.23273
1338000000,-4.4262791,146.30762
1339000000,-4.4410963,146.29909
1340000000,-4.4707594,146.2706
1341000000,-4.4520054,146.22476
1342000000,-4.4197111,146.11884
1343000000,-4.492558,145.79132
1344000000,-4.4486895,145.91945
1345000000,-4.4639659,145.94624
1346000000,-4.470418,145.85693
1347000000,-4.4631734,145.61479
1348000000,-4.4255686,145.77402
1349000000,-4.4506021,145.66705
1350000000,-4.4298921,145.80864
1351000000,-4.4236288,145.72447
1352000000,-4.4296722,145.52525
1353000000,-4.4385104,145.37366
1354000000,-4.4392257,145.52109
1355000000,-4.4769807,145.5444
1356000000,-4.4333801,145.54865
1357000000,-4.4621921,145.46251
1358000000,-4.4579973,145.33504
1359000000,-4.4577127,145.11954
1360000000,-4.4215751,145.26445
1361000000,-4.4512639,145.29218
1362000000,-4.4465442,145.0491
1363000000,-4.4472594,145.20128
1364000000,-4.4596586,145.05576
1365000000,-4.4602156,145.03813
1366000000,-4.4696541,145.10919
1367000000,-4.439899,145.18941
1368000000,-4.474112,145.07709
1369000000,-4.4778605,144.81526
1370000000,-4.4614334,144.84955
1371000000,-4.4733586,144.78482
1372000000,-4.47681,144.57301
