!CSV A.01.01
!Agilent Technologies,E8362C,MY49020225,A.09.42.22
!Agilent E8362C: A.09.42.22
!Date: Wednesday, March 02, 2016 16:31:20
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 Log Mag(dB),S21 Log Mag(dB)
1000000000,-27.463297,-0.20220833
1001000000,-27.519587,-0.21869518
1002000000,-27.639931,-0.20086972
1003000000,-27.223701,-0.19132917
1004000000,-27.388819,-0.21821477
1005000000,-27.420424,-0.21883819
1006000000,-27.189688,-0.20072676
1007000000,-27.241629,-0.20622633
1008000000,-27.238731,-0.15479019
1009000000,-27.208046,-0.2141037
1010000000,-27.175961,-0.20650014
1011000000,-27.115507,-0.18275924
1012000000,-27.295259,-0.21774587
1013000000,-27.381834,-0.21783221
1014000000,-27.084684,-0.20244437
1015000000,-27.045,-0.197449
1016000000,-27.058384,-0.20033917
1017000000,-27.016163,-0.22159955
1018000000,-26.924761,-0.1960693
1019000000,-26.815292,-0.22011501
1020000000,-26.850838,-0.21005644
1021000000,-27.063345,-0.210062
1022000000,-26.998381,-0.22525474
1023000000,-26.968451,-0.2241815
1024000000,-26.892384,-0.1981483
1025000000,-26.808977,-0.20094715
1026000000,-26.763519,-0.21906236
1027000000,-26.741419,-0.19195901
1028000000,-26.747894,-0.19490124
1029000000,-26.694027,-0.18522899
1030000000,-26.691408,-0.21290916
1031000000,-26.661509,-0.193766
1032000000,-26.54817,-0.17564595
1033000000,-26.565334,-0.21971142
1034000000,-26.593054,-0.20028771
1035000000,-26.682505,-0.20257056
1036000000,-26.563955,-0.20033662
1037000000,-26.570126,-0.23201187
1038000000,-26.570185,-0.2178653
1039000000,-26.496307,-0.21240872
1040000000,-26.520752,-0.22641666
1041000000,-26.551434,-0.22349313
1042000000,-26.329199,-0.21223256
1043000000,-26.529791,-0.24716382
1044000000,-26.414911,-0.2305706
1045000000,-26.469658,-0.20096248
1046000000,-26.451607,-0.20343629
1047000000,-26.506626,-0.206091
1048000000,-26.517965,-0.22112952
1049000000,-26.438671,-0.25042266
1050000000,-26.305521,-0.22264133
1051000000,-26.337109,-0.2058807
1052000000,-26.320862,-0.22619319
1053000000,-26.27033,-0.18852594
1054000000,-26.231491,-0.20997117
1055000000,-26.331348,-0.21100393
1056000000,-26.232555,-0.20792982
1057000000,-26.218693,-0.22203571
1058000000,-26.223312,-0.22171395
1059000000,-26.227655,-0.22957484
1060000000,-26.243784,-0.20058987
1061000000,-26.221827,-0.20375548
1062000000,-26.176876,-0.20169091
1063000000,-26.150053,-0.19369318
1064000000,-26.17655,-0.20858498
1065000000,-26.18404,-0.250438
1066000000,-26.117613,-0.23995876
1067000000,-26.021404,-0.2117992
1068000000,-26.167633,-0.21870427
1069000000,-26.109367,-0.21080868
1070000000,-26.006123,-0.2056879
1071000000,-26.068382,-0.21637528
1072000000,-26.009016,-0.21290873
1073000000,-26.045977,-0.23501348
1074000000,-25.952255,-0.21063693
1075000000,-25.983604,-0.22877471
1076000000,-25.934864,-0.22487621
1077000000,-26.045172,-0.25717264
1078000000,-25.851814,-0.21216804
1079000000,-25.845091,-0.21310107
1080000000,-25.78072,-0.2035149
1081000000,-25.892889,-0.21775045
1082000000,-25.865145,-0.1937425
1083000000,-25.843384,-0.23430888
1084000000,-25.838766,-0.23589405
1085000000,-25.82505,-0.24340571
1086000000,-25.821508,-0.22560598
1087000000,-25.689804,-0.21700673
1088000000,-25.710781,-0.22078812
1089000000,-25.711079,-0.22830935
1090000000,-25.687834,-0.24161024
1091000000,-25.713493,-0.22606465
1092000000,-25.709997,-0.23958187
1093000000,-25.650375,-0.21370521
1094000000,-25.601017,-0.21715634
1095000000,-25.597752,-0.19806382
1096000000,-25.521002,-0.2065032
1097000000,-25.586964,-0.23105931
1098000000,-25.589262,-0.23133476
1099000000,-25.591255,-0.22392546
1100000000,-25.542191,-0.21544629
1101000000,-25.541084,-0.22538313
1102000000,-25.521057,-0.22195049
1103000000,-25.476782,-0.22484705
1104000000,-25.596188,-0.22979264
1105000000,-25.54558,-0.23769075
1106000000,-25.554348,-0.23138015
1107000000,-25.422611,-0.20686771
1108000000,-25.518623,-0.21538462
1109000000,-25.372467,-0.21366258
1110000000,-25.482483,-0.2338018
1111000000,-25.435528,-0.21788418
1112000000,-25.44249,-0.23434652
1113000000,-25.428186,-0.25133774
1114000000,-25.375137,-0.21053991
1115000000,-25.387793,-0.2396071
1116000000,-25.315571,-0.22657301
1117000000,-25.236807,-0.21182129
1118000000,-25.295879,-0.24144126
1119000000,-25.312563,-0.221058
1120000000,-25.249954,-0.23344094
1121000000,-25.320564,-0.24780893
1122000000,-25.272388,-0.23991781
1123000000,-25.305361,-0.24588305
1124000000,-25.27877,-0.24379107
1125000000,-25.24581,-0.25011361
1126000000,-25.203478,-0.26071134
1127000000,-25.241272,-0.22719668
1128000000,-25.223553,-0.23229623
1129000000,-25.243223,-0.25564262
1130000000,-25.168077,-0.21199191
1131000000,-25.146444,-0.23517454
1132000000,-25.171116,-0.23347242
1133000000,-25.152821,-0.23592073
1134000000,-25.125559,-0.22720736
1135000000,-25.076668,-0.21963318
1136000000,-25.115192,-0.23776396
1137000000,-25.114956,-0.24257457
1138000000,-25.109583,-0.24073419
1139000000,-25.078539,-0.22183765
1140000000,-25.06735,-0.22873788
1141000000,-25.08326,-0.25794509
1142000000,-25.036879,-0.22335538
1143000000,-25.021557,-0.25879583
1144000000,-25.024069,-0.2401045
1145000000,-24.959496,-0.20892802
1146000000,-24.988998,-0.22395612
1147000000,-24.930571,-0.21091068
1148000000,-25.003794,-0.24714784
1149000000,-24.948584,-0.22822402
1150000000,-24.937914,-0.23589507
1151000000,-24.890066,-0.24040867
1152000000,-24.957064,-0.23882627
1153000000,-24.896189,-0.24208222
1154000000,-24.83703,-0.21987852
1155000000,-24.867531,-0.24438025
1156000000,-24.886244,-0.25456086
1157000000,-24.855288,-0.2280754
1158000000,-24.892122,-0.25630355
1159000000,-24.810017,-0.25764248
1160000000,-24.855646,-0.24773443
1161000000,-24.834036,-0.24684052
1162000000,-24.756281,-0.22308888
1163000000,-24.808445,-0.25083241
1164000000,-24.795279,-0.23443143
1165000000,-24.736231,-0.23879775
1166000000,-24.766554,-0.24593133
1167000000,-24.795374,-0.25976261
1168000000,-24.707636,-0.23893312
1169000000,-24.687054,-0.24054155
1170000000,-24.675135,-0.25614887
1171000000,-24.75041,-0.26897341
1172000000,-24.64275,-0.22874804
1173000000,-24.658325,-0.24229404
1174000000,-24.690769,-0.23618314
1175000000,-24.687943,-0.26834318
1176000000,-24.628036,-0.23772958
1177000000,-24.639933,-0.24956784
1178000000,-24.592009,-0.23741333
1179000000,-24.586975,-0.23160222
1180000000,-24.583769,-0.2430771
1181000000,-24.592617,-0.25162631
1182000000,-24.573658,-0.24014504
1183000000,-24.622601,-0.26051408
